来了来了
歪
卧槽！！！！牛逼！！！！
坉坉坉坉坉坉哈哈哈哈哈哈
好玩
有内味儿了
前方海燕来袭
66666
这对上了么
卧槽
FL！
真·水果音乐
佬
火钳刘明
三连了
好家伙
给我上去
火钳刘明
妈问跪系列
好日系
好活
注入灵魂
？？？
它裂开了
h7
这个扔水里太灵性了
？！？！？！？！？
啊这
？？？
柠檬～～～～
没有wet 没有灵魂
好家伙
火钳刘明
厉害！
延迟
好可爱
啊这都行
延迟有点高
火钳刘明
用魔法打败魔法
好活
牛逼
爱了爱了(*'▽'*)♪
投币了投币了
火钳刘明
火钳刘明
妙啊
扑通一声的我很出戏
为什么主旋律可以只按一个
arduino？
卧槽
火钳刘明
手好好看！！！
这是什么芯片
74HC148？
火钳刘明
非自然死亡
？
妙啊
这是B站
66，就是甩柠檬声音有点不和谐
草
？？？？？？？？？
haipa
害怕
害怕
火钳刘明。
火钳刘明
?????
？？？
高级
火钳刘明
哈哈哈哈哈哈
66666
噗通
nb
好活
我看都看不懂...
火钳刘明
不是74ls148嘛~
卧槽牛逼
牛13
火钳刘明
arduino!
好牛
歪
流批
？？？？？离谱
定格动画好评
FL好评
nb
幸亏没有叫榴莲的歌
？
说了不要拍我啦  你不要动手动脚的
草
火钳刘明
卧槽牛逼啊
呱
本 色 出 演
首页通知书
？
歪呢
？
东
猴！！
6666
火钳刘明
火钳刘明
火钳刘明
水果电池？？？
这个水是真的优秀
吨吨吨吨吨吨吨吨吨吨
dong
哈哈哈哈哈哈
歪
歪
歪
原来是程序员
草
好酸
二阳指
呱
呱
呱
火钳刘明
真就按一个柠檬就能多个音？
好可爱
你干嘛推我下去？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
柠檬发电
歪
歪
火钳刘明
火钳刘明
？
我去，我直接好家伙
牛啊
够酸
塞窟窿！舅卡！
友善的弹幕
这个视频好久了
友善的弹幕见证当下
你只两个币
主旋律就一个柠檬？
66666666
为什么一个柠檬能演奏主旋律
好手
一个柠檬能演奏这么多音吗
好活，当赏
火钳刘明
牛
牛啊
技术流
柠~~檬~~~
 地铁 老人 手机
让我想起来那个踢肚子得了
你币有了
柠——檬！！！
全程高能
有点意思
妙啊
66666
跪了跪了
旁边和弦再调啊
火钳刘明
厉害
呱
调子里透着酸
哈哈哈哈
喂
火钳刘明
活好当赏
 火钳刘明
厉害啊
火钳刘明
nb
火钳刘明
nb
nb
草
跪了跪了。
可惜，合不上
呱～
呱～
好活，赏
禁止套娃
什么原理这是
好家伙，30s开始我就想喊牛逼了
lemon：我演我自己
为啥主旋律只按那一个柠檬啊
我酸了
？？？？？？？？？？？
卧槽！！！！！！！牛1！！！！！
还和弦
这熟悉的stm32…
太强了
卧槽
秀
哈哈哈哈哈哈哈哈哈
压力传感器
66
压力传感器
单片机开发的
是arduino
好像是stm32
牛壁
？？？？？？？
ohhhhhhhhhhhhhh
？。？。？。？
up主可以啊
水果电池
我的喂呢
火钳刘明
这就很卧槽~
火钳刘明
ohhhhhhhhhhhh
生物电吗？
？
hhhhhhh
那就给你个一键三连吧
666666
宁就是假面骑士酸骑?
卧槽
真
火钳刘明
太秀了
歪？
离谱
草
卧槽
草
首页通知
真•“注入”灵魂
你币有了！
歪
歪
？？？？
我的天
硬核 歪
太秀了
喂
有东西的up主必须三连
666666
为什么他爸能开万达
？
好家伙 还搞动画
lemon杀青了
牛逼
牛啊！！！
咕咚来了
酸了酸了酸了我酸了
nb
把公屏打在牛皮上
好强好强好强好强好强
酸味扑面而来
三连可以有
？？？？？
这就是一个lemon对应一个信号呗
火钳刘明
单片机
啊？
硬核
哈
草
这是触碰一下感应到一次 然后录下来的声音吗(怎么做到的 牛13)
牛啊
爽酸
我打算写一首仙人掌的歌……
为什么我只能投两个币
？
？？？
草
呱
呱
吨吨吨
你和
牛逼
厉害厉害
六六六
哈？
育碧备用服务器
妈问跪
？？？
因为up不会弹
火钳刘明
草，arduino
有灵魂了
？？？
很卧槽
爱了啊，卧槽
火钳刘明
呱
我淦？？？？？？？？？？有点666
主旋律只用按一个柠檬
这是人。
纳尼
有内味儿了
17654321
柠檬开会
妙哇
仙人掌的那个你是魔鬼嘛
投币
赶紧去投币
138
你币有了
ohhhhhhhh！
好家伙，这玩意能拿优秀毕设
音是调的
来个flamingo演奏flamingo
静电信号
啊啊啊啊好酸的曲子
柠檬：我做错了啥？？？
柠檬：给我个快活
牛逼
柠檬：看吧 我不走音 快夸我！！
必火
卧槽66666666
草？？？？
fl
海尔兄弟
火钳刘明
yin
？？？
666666
我 演 我 自 己
好家伙
三连了，用魔法打败魔法
好家伙
你可以演奏一首《榴莲》
你这主旋律只盯着一个按的么
能不能不施魔法
？
ohhhhhhhhhhhhhhhhhhhh
强迫症表示想搽桌子
吨
币全给你
榴莲那个别走哈哈哈哈哈哈
什么压力传感器就导电会有电平变化
ohhhhhhhhhhhhho
？？？
？？
这投的是鬼畜嘛
歪
吓到我了
下次奏个《个一》
太强了
卧槽
ohhhhhhhhhhhhh
火钳刘明
膝盖给你
卧槽
哈哈哈哈哈牛
FL
单片机吗
？？？？？？？？？
吨吨吨
？？？？？？
一个柠檬怎么做到主旋律的
水又来抢镜
呱
高端
牛逼
这就投币 这次一定
好家伙
卧槽牛逼！！
ohhhhhhhh
！！！！！
真水果
？？？？
暗示我投币
咩？
这明显节奏不对了，是配音了
牛逼坏了，FL和Arduino梦幻联动
卧槽
哈哈哈哈这个水
歪歪
歪
好家伙
好活儿！！
歪
好像是树莓派吧
这个水笑死我了哈哈哈哈哈
666
左上角和弦的节奏都不对
总之就是非常可
迷笛嘛不是？
没 歪 没内味了
牛批
好家伙
拍个刺猬试试（狗头保命）
呱~
离谱
能用榴莲吗？
卧槽
我 奏 我 自 己
给你给你！币给你！别秀了！
好家伙
水杯好评
吨吨吨
写仙人掌歌的那位朋友，你加油喽！
？？？？？？？？？
？？？？？
66666
高手在民间
太牛了吧 跪着看完了
水果电池？
知识的力量，我好酸（误）
？？？？
火钳刘明
歪！
卧槽
笑死我了那个扔的
绝了哈哈哈哈哈哈哈哈
arduino
超自然死亡
牛批
woc，牛逼
好家伙！！！！！
直呼好家伙！！！
NB！
本  色  出  演
火钳刘明
卧槽
芜湖
为啥主旋律就一柠檬
居然是水果电池
主旋律是如何通过一个柠檬演奏的？？
卧槽
育碧
啊哈哈哈哈哈哈
ohhhhhhhhhhhh
有被酸到
我好酸
卧槽
?
你应该用柠檬演奏恋之歌
本色出演
卧槽NB
giao
呱
有点象采集卡
好活
从里到外都透露着酸。
？？？？？？？
Ohhhhhhhhhhh
吨
吨吨吨
太牛了吧
好家伙
下次来个榴莲
听起来好酸的声音啊
歪
歪
牛逼牛逼
要用魔法的力量来打败魔法
arduino可还行
好家伙
呱
好家伙
歪
火钳刘明
牛
？？？？
吨吨吨
哈哈哈哈哈哈哈哈
？？？？？？？？？？？？
无敌
太强了
有趣的人儿。
生物电
甘都得！佩服，佩服
左上角错了那是你对错了音
吨吨吨是灵魂
歪
厉害
首页通知书
卧槽
我演我自己
不也是用水果在编曲啊
不要币了，都给你
你赞有了
牛批
歪
你币有了
火钳刘明
可以
6啊
ohhhhhhhhhh
卧槽
这就很离谱
差喂～
我要这硬币有何用
吨吨吨好评
火钳刘明
好家伙
歪呢
暗示投币
Arduino
白嫖失败
下次用榴莲
牛
准备起立！
太棒了
666
火钳刘明
为什么我想到了总之就是很可爱
酸了
卧槽
歪
投币了
柠檬发电来呀
666
我从不侮辱人！
牛逼
我揍我自己
二指禅
好活儿当赏
好家伙
啊这
草
好棒好棒，加油啊
老 套 娃 了 
好活当赏
这个挺狠啊
小米？
你币有了
66666666
牛批
牛
？？？？？？？？？？？？
火钳刘明
开幕雷击
歪
太秀了！
这就是程序猿吗
好酸欸
好活当赏
wtfk
太酸了太酸了
太秀了
我的天啊
666666
卧槽
握草
逐飞的?
前方高能
歪
卧槽
牛逼
这个水太秀了
学长好强啊
开局耳机党阵亡
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
人才
卧槽
生生玩成跳舞的线
Ohhhhhhhhhhhh 
老人 地铁手机
。？？？？？？？？
哈哈哈哈哈哈哈
草
歪
歪
编程666
牛批
666
牙开始酸了
6
主旋律偷懒了喂
真柠檬
F u r i t     S t u d i o
禁止套娃
火钳刘明
太强了我直接给两个硬币
夢ならばどれほど良かったでしょう
拿柠檬当midi按键  真滴牛批
真·柠檬音乐
又一个“来人间凑数”系列
求歌名
我人傻了
火钳刘明
好家伙
注入灵魂
太秀了!
柠檬:我也不容易呀，好家伙
米津玄师发誓再也不吃柠檬
