画面好暗啊
白嫖失败你币有了
牛的
nb，给我上热门
高傲的自由之翼，进击的巨人之心
火钳刘明
男主变成了自己讨厌的人了
鸡皮疙瘩
海的那边，是敌人
你们已经不是人类了！
强
你们已经不是人类了！
献出心脏
up你太帅了
白嫖失败
为了人类的胜利
666
为了人类的胜利
为了人类的胜利
去过环球影城，真的超爽
这次就不下次一定了
2000人？
针布戳针布戳
初三，高三，大三，工作三年。
致敬
我巨人nb！
"[""260"",""156"",""1-0"",""7.2"",""巨人！！！"",""3"",""35"",""513"",""273"",""500"",""0"",1,""SimHei"",1]"
为三笠献出心脏
战歌起！！！
最爱巨人
献出心脏
献出心脏
三连有了
献出心脏
6666666
献出心脏
你一定要挺着胸膛活下去。
是人类的胜利啊
一点也没变啊。
我已经起鸡皮疙瘩了你们呢
前进！
献出心脏！
我永远喜欢巨人！！！
咆哮吧士兵！
剪的太好了啊
海子那边 是敌人啊
海的那边 是敌人啊
海的那边 是敌人啊
是敌人
牛逼
剪的真的很好啊、
超级喜欢！
up主np
鸡皮疙瘩
为队长献出巨人
我早已宣誓，为了人类复兴献出生命的士兵。
我早已宣誓，为了人类复兴献出生命的士兵。
我早已宣誓，为了人类复兴献出生命的士兵。
兵长
献出心脏
海的那边是海的那边是中华
今天没币了。明天回来丰上。剪的真的NB
心臓を捧げ
最后的真相才是最雷人的
献出心脏
等最终季弹幕肥了再去看
前进
大制作
献出心脏
鸡皮疙瘩起来了
nb
要么团长支持艾伦然后完胜，要么不支持然后艾伦直接被团长干掉，这也是团长必须死的原因
两个字   带感
战斗吧艾伦
艾伦艾伦艾伦艾伦
叛变神曲?!?!
可是爱尔迪亚人真的是人类么？
艾伦艾伦艾伦艾伦艾伦艾伦艾伦艾伦艾伦艾伦艾伦艾伦艾伦艾伦艾伦
剪得好啊，up主
献出心脏
上啊艾伦！！！！，！
兵长啊啊啊啊啊，泪目
战斗吧艾伦耶格尔战斗吧艾伦耶格尔战斗吧艾伦艾伦
战斗吧
鸡皮疙瘩掉一地
献出心脏
艾伦艾伦艾伦艾伦我们是自由的
为兵长献出心脏
哇偶，我的鸡皮疙瘩
剪的很棒
海的那边，是敌人
海的那边，是敌人
我一身鸡皮疙瘩
128kbps音质不能再高了
心左撒撒凯澳
为无名牺牲者献上无上光荣
肘，上首页去。
三笠
鸡皮疙瘩起来了
兵长
梁总价值观的冲突
巨人，永远的神
老二次元了
啊啊啊，鸡皮疙瘩掉一地了啊！
战歌起
兵长是巨人嗷
前方高能
心臓を捧げよ
献出心脏！
期待！
热血三连！
太燃了吧
燃点很棒啊
兵长回头看佩特拉，泪目
啊啊啊啊啊啊啊啊啊
海的那边 是敌人
战斗吧！
牛的！
u see the big girl 
燃！！！！吹爆！！
流下了热泪
给爷献出心脏
全体起立
为兵长献出心脏！
好燃啊
鸡皮疙瘩没停过
献出心脏
为了人类的胜利
为兵长献出心脏
他们..一直以为自己是真正的人类..
你对着我耍帅
献出心脏!!!!!!!!!
献出心脏
海的那边，是敌人
海的那边，是敌人！
火钳刘明
血浆太多估计过不了审
兵长！我不做人啦
我发过誓的！
喜欢阿尼
啊啊啊啊啊
献出心脏
献出心脏！
太燃了
献出心脏
献出心脏
nb
！！！！！
六号吧
献出心脏
献出心脏
nb
哇啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊草
为利威尔兵长献出心脏！
.
一代神作不为过
献出心脏
燃爆
我没有媳妇儿！
我还没有媳妇
献出心脏
爷青回
想入坑了
献出心脏
3000多人看，牛皮
为兵长奉献心脏！！
从大学到儿子四岁
巨人nb！！！
7号就可以在B站台湾看到了。
巨人们回想起了被兵长支配的恐惧
剪辑很棒，收藏了
献出心脏！！！
已三连
为艾伦耶格尔献出心脏！
最终季要来了。三连
巨人nb
upnb
献出心脏
全体起立
111
冲呀
19伦帅呆了
献出心脏！！！！！！！！！！！！！！！！！！！！！！！
是敌人
好冷
啊
有版权，只不过只有台湾能看
为什么我的眼里常含泪水
海的那边，是敌人
哔哩哔哩有版权，只不过只有弯弯能看
全场起立！！！
献出心脏！！！
不说了，重温去
恼巴巴啥以后
献出心脏
三笠我的
献出心脏！
这转场wc绝了吹爆！！！
为无名牺牲者献上无上荣光
野生奥特曼
厉害
献出心脏
。。
首页通知书
海的那边 是敌人
】【】【、、、、、】】
啊啊啊啊啊啊啊
鸡皮疙瘩
太强了爱了
献出心脏
有生之年
!!!我要这心脏有何用!
三连再看
神作
泪目
献出心脏
太nb了吧
牛逼！
这剪辑牛逼啊
"海的那边,是敌人"
n b
七年啊 终于要结束了
啊啊啊啊啊啊啊啊啊！！！！！
.                        ▃▆█▇▄▖　　     　▟◤▖　　　◥█▎　　　◢◤　   ▐　　　　▐▉　▗◤　　　▂　▗▖　　▕█▎　◤　▗▅▖◥▄　▀◣　　█▊▐
厉害啊
为无名牺牲者献上无上荣光
什么动漫，看的热血沸腾
第四季啥时候能看
你币有了！巨人就是永远的神！
把巨人一个不剩的全部杀死
好期待!!
为兵长献出心脏
全体起立！
都杀光
爷就是枭
速食面
卧槽
战斗吧！！！
卧槽这里真是太绝了
为艾尔文团长献出心脏！！！！
啊啊啊啊啊啊啊绝了！！
夺回艾尔迪亚的荣耀！
是敌人
为利威尔兵长献出心脏！！！
这段我真的不知道听哭了多少次
哭了啊啊啊啊
6666
东京喰种没有进击的巨人有高度
这么燃的地方，刷空耳？真烦
太棒了啊啊啊！！！！！
是敌人
首页通知书
燃炸
献出硬币
啊啊啊啊啊啊爱了爱了
好燃啊啊啊
小学到大学
前进！！！！！！！！
海的那边 是敌人
为艾伦耶格尔献上我的心脏
为无名牺牲者献上无上的荣光
厉害
巨人NB
什么都无法舍弃的人，什么都无法做到
太棒了太棒了太棒了！
我早已宣誓，为了人类复兴献出生命的士兵。
海的那边，是敌人
从高中追到研究生
我等着重逢的那一天，带给我惊喜和感动
ZHE
看到入迷
海的那边，是波力海苔
up主辛苦了，做的很好
剪的太好了！！！
TM帅炸
进击的巨人可以在哪里看啊
海的那边，是敌人
进击的巨人在哪里看啊
进击的巨人牛批
白嫖失败
燃nm 操起来了！
最喜欢兵长砍猴子
太帅了艾伦
我永远喜欢三笠
！！！
三笠永远滴神
莱纳高光
永远爱三笠
东京呢
kono 枭
三连好吧
三爷yyds
献出心脏
为了人类的胜利
献出心脏！！！！！！
啊啊啊啊啊啊啊啊啊
泪目
火钳刘明
为三笠献出心脏！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
火钳刘明
大陆能看么?
为艾伦献出心脏！
献出心脏
为了人类胜利
献出心脏
妈妈呀，绝了
为艾伦献出心脏！！！
巨人牛逼！！！！！！！！！！
浑身发麻
为了人类的胜利
你币有了
看简介
我终于等到你了
三连了
海的那边是敌人
帅阿
海的那边是敌人！！！
献出心脏
献出心脏！
刚刚居然忘记投币了！回来投币！
我天啊！！！真的剪的好好 鸡皮疙瘩都起来了
为了三笠笠笠笠笠笠笠笠笠笠笠
你是谁的媳妇？
你是谁的媳妇
从初一追到大一
白嫖失败
兵长地表最强一米六
牛逼
啊啊啊啊啊啊啊啊啊啊啊
巨人不火？搞笑的吧
最喜欢莎萨了
初中到大学，终于来了
巨人归来！
牛蛙
好期待最终季
一想到最终季我就无比的激动
我去重温了
竟然让我看得有点泪目了，好怀念初中追它的时候
条不过半
海的那边，是敌人
献出心脏
献出心脏
芜湖
巨人nb！！
这！！！！
献出心脏
太流利了
来了来了
冲啊
帅炸了
为兵长献出心脏！！！！！
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
艾伦必将灭世，也必须灭世
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
艾伦!艾伦!艾伦!
献出心脏！！！
海的那边是敌人！！
太燃了
火钳刘明
币没了
献出心脏！！！
这剪辑质量很高呀，你币有了
艾伦后来要踏平世纪
6666
为了人类的胜利！
三连了
献出心脏！
mikasa永远的神
巨人nb!
是mappa
麻了
全场起立！！！！
有一群蓝精灵
献出心脏！
全体起立
为了人类的胜利
聪明
全体起立！！！
巨人nb！
献出心脏
加大力度，都给我吹！！！
艾伦耶格尔艾伦耶格尔
献出心脏！！！
请为巨人投票
海的那边是，敌人
激动到热血沸腾
巨人nb
心脏撒撒鸭绿
献出心脏啊啊啊啊啊
献出心脏！
海的那边，是敌人
啊啊啊啊啊啊啊
鸡皮疙瘩一阵一阵的
献出心脏
热泪盈眶
いや違う！
献出心脏
まだ負けてない!
太棒了！
献出心脏
为团长献出心脏
三连！！！！！！！！！
女王！！！
あの兵士たちに意味与えるのは我々だ!
阿尔敏真勇士
为兵长献出心脏
艾伦要灭世了喂
我々はここで死ぬ!
上啊，艾伦！
次の生者に意味を託す!
燃爆啦
前进
nb
兵长帅
それこそ唯一……
献出你的心脏！
巨人什么时候播
自由，自由，还是tm的自由。
太会剪了，逼着我重刷的节奏
进击的巨人！
为了艾尔迪亚的荣耀
海的那边，是敌人
献出心脏
我永远喜欢巨人！
全体起立！
献出心脏
献出心脏
白嫖失败
全体起立 莱纳坐下
为无名牺牲者献上无上的荣光
为无名牺牲者献上无上的荣光
巨人牛逼
为无名牺牲者献上无上的荣光
夺回艾尔迪亚的荣耀！！！
海的那边是敌人
海的那边，是敌人
阿赣魔?
世界是如此的残酷
大制作
太棒了啊啊
燃起来
真是大制作
草！
做了多久？
小学到高中
是敌人
白嫖失败
献出心脏！！！！
去过日环，可惜没进去
前方高能！前方高能！前方高能！前方高能！前方高能！前方高能
海的那边  是敌人
前方高能！前方高能!前方高能!前方高能!前方高能！前方高能!前方高能!前方高能!前方高能!前方高能!
前方高能！前方高能!前方高能!前方高能!前方高能!前方高能!前方高能！前方高能!前方高能!前方高能!前方高能!前方高能!
什么片
我踏马爆哭！！！！
是敌人
海的那边，是敌人
樱花动漫网可以看
快缓存啊啊啊啊啊啊啊啊啊啊！
为无名  像四指        
献出心脏
巨人nb
冲冲冲
快缓存啊啊啊啊啊啊啊啊！！！！！！！
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
6666
上啊！艾伦!
白嫖失败
艾伦耶格尔!
坐等新一季
为兵长献出心脏
快缓存吧
巨人永远坠吊
我本对墙外的世界万分期待，但现在，我已经绝望厂
献出心脏
巨人yyds
我TM直接泪目
艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!
这段转折很不错
艾伦变了好多
艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!
为无名的牺牲者献上无上的荣光
艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!艾伦!
海的那边，是敌人
我永远喜欢艾伦!
别傻了，三连啊！！！
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
高中看到已婚
这一季莱纳变得唯唯诺诺
啊啊啊啊啊啊啊啊啊啊啊啊啊，热门啊啊啊啊啊啊啊啊
致两千年后的你
三连！！！！！！！！
献出心脏
巨人完全不是热血番，，剪辑得像
...
米克大叔
献出心脏
为兵长献出心脏
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
身高优势
献出心脏
枪
艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔艾伦耶格尔
强
兵长
为兵长献出心脏
全体起立
后天在哪看呢
我永远喜欢艾伦
献出心脏！
海的那边是？
牛逼啊！
为了巨人献出硬币
献出心脏
我踏马直接起了一身鸡皮疙瘩
白嫖失败   这剪辑真的强
爷青节
头皮发麻
这一脚太帅了
献出心脏
为了人类的胜利！！！！
我发过誓的！
真的有这么丝滑吗？
重铸艾尔迪亚荣光，我辈义不容辞
上啊！！！！艾伦！！！！！！！！
果然最燃的音乐永远是原作
献出心脏
毋庸置疑，第一神作
前进！
故乡组万岁！！！！！
为利威尔兵长献出心脏
是敌人
鸡皮疙瘩掉一地
你们已经不是人类了
献出心脏！！！
是的，为了人类的胜利！！
女王阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿阿啊啊！！！！！
白嫖失败
战斗吧 进击的巨人
夺回艾尔迪亚的荣耀！！！！
夺回艾尔迪亚的荣耀！
！
献出心脏！！！！！
海的那边，是敌人。
剪辑的太牛逼了 
已三连！
这还不三连？
我记得阿尔敏变成超巨了吧
献出心脏
艾伦耶格尔！
恭喜你，这B，给你勒
绝了！牛逼！
全体起立！！！！
既然没打码？
三爷
既然没打码？
献出心脏
全体起立！！！！！！
为兵长献出心脏！
献出心脏！！！！
在哪看
火钳刘明
可以
我的天呐
为了人类的胜利
牛逼!
阿妮zhibg
阿妮中箭了？
开头见
厉害喽
你一定要挺着胸膛活下去
吹爆！！！！！
我的天
献出心脏
我早已宣誓，为了人类复兴献出生命的士兵。
这不仅是少年漫
帅啊啊啊
我很强，非常强，比你们所有人都要强
哈哈哈哈哈
啊啊啊啊啊啊啊啊阿  鸡皮疙瘩都起来了
献出心脏！！！！
心目中唯一的神作！
投币
进阶的巨人！！
1
好热血，鸡皮疙瘩起来了！！！
全体起立
这币，给了也罢
献出心脏！！
献出心脏！！
献出心脏
战歌起
巨人nb
泪目
三连了太强了UP主
三连了
献出心脏！！！！
全体起立
没看过
士兵们，冲锋啊！
兵长无敌
士兵们，战斗啊！
士兵们，呐喊啊！
.
....
.............
最终季？？？？？？
为兵长献出心脏!!!
八八八八八八八八八
....................................................................................................
进击的巨人
进击的巨人
呐？是不是把海那边的人全部杀掉，我们就能得到自由。
战斗吧
战斗吧
战斗吧
献出心脏！献出心脏！献出心脏！献出心脏！献出心脏！献出心脏！献出心脏！献出心脏！献出心脏！献出心脏！献出心脏！献出心脏！
太牛了啊
重铸艾尔迪亚荣光，我辈义不容辞
艾伦这一幕真的帅爆了
我天
太感动了
上啊!艾伦​
上啊!艾伦​
上啊!艾伦​
燃炸了
我要这币有何用
叛变神曲
啊啊啊啊
燃啊啊啊啊
炸裂，虽然我漫画都看过了
巨人NB
太燃了！！！
巨人nb
献出心脏
冲冲冲
献出心脏！
真的热血番神作
三连三连
献出心脏！！！！！！！！！！！！！！！！！！！！！！！！！！！
我爱巨人
不，这就是人类，什么都干得出来，局部
巨人nb
啊啊啊啊啊啊啊啊啊啊啊
冲冲冲
巨人nb
三笠最叼
献出心脏
献出心脏
原来第一季的伏笔是这个
动画B站有，自己想办法
艾伦耶格尔！相信你最后会获得真正的自由！
献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏!!!!!!
炸了炸了
啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊
现在哪里可以找到资源啊
艾伦耶格尔！耶派领袖！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
巨人神作巨人NB
为巨人献出心脏
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
阿尼
冲冲冲冲冲冲冲冲冲
背负了多少期待啊
艾沃尔
每次看团长都会热泪盈眶
白嫖失败
已三连
冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲
燃爆了
献出心脏！
有点东西
吹爆巨人
鸡皮疙瘩来了
好牙口
尼玛 燃起来了
为利威尔兵长献出心脏
斯巴拉西
斯国一
22
冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲
三为三笠献出我的心脏
BGM炸我
海的那边是敌人
燃
挺着胸膛活下去
好强啊UP主
给巨人投票啊加油
献出心脏
献出心脏！！！！
你们已经不再是人类了
三笠美如画
为艾伦献出心脏
为了人类的胜利
献出心脏
团长nb
给巨人投票
上啊艾伦！！！
献出三连
我早已宣誓，为了人类复兴献出生命的士兵。
献出心脏！
作为战士，要将责任负责到底！
我爱巨人啊啊啊啊
2020年度动漫记得都给巨人最终季
为了人类的胜利
2020年度动漫投票记得给巨人
期待最终季
只有放弃的战斗，才会迎来真正的败北！
牛逼牛逼太厉害了
哇
Nb
献出心脏
献出心脏
无可挑剔！
艾伦！
巨人太悲壮了
你们已经不是人类了！
献出心脏
不愧是预热视频
为兵长献出心脏
卧槽
为兵长献出心脏！
燃爆了！！
为团长献出心脏！
献出心脏
艾伦
致两千年后的你
艾伦经历无数的死亡险境，最终成长到如此的地步
阿尔敏呜呜呜
完撒花
完撒花
全体起立
献出心脏
上
全体起立
献出心脏
前方高能预警
为无名牺牲者献上无上荣光
做得真好！
有人
为了人类的胜利
献出心脏
鸡皮疙瘩
我早已宣誓，为了人类复兴献出生命的士兵。
海的那边  是敌人！
献出心脏
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
巨人永远滴神
海的那边 是敌人
剪得很好啊
最后的进击！！
海的那边，是敌人
燃起来了！！！！
太燃啦
巨人永远滴神
燃爆了
别忘了樱花树下的约定
啊啊啊啊啊啊
巨人永远滴神！！！
献出心脏
是敌人！！！
燃炸！
热血沸腾
海的那边，是敌人
给我上热门！！
献出心脏
艾伦！
海的那边，是敌人
剪的好棒
！！！！！！
TM！剪辑得真好
献出心脏
海的那边，是敌人！
献出心脏
草起来了
