！
小加加:喵喵喵
辛苦了
辛苦了
辛苦了
出个价，好让我死心
这个bgm，突然感觉
Lisa万岁
shiny sword
辛苦了哈
牛逼
辛苦了
啊啊啊才浅你又忘记手套了啊
辛苦了
辛苦了
对手宝具
辛苦了
注意进度条
辛苦了
嘎嘎耶耶
up主卖不卖的啊
怎么不用基斯达西加的树冠？（滑稽）
辛苦了
金坷垃，金坷垃!
辛苦了
辛苦了！！——
辛苦了
80
80
鸭子翻跟头
辛苦了
去教材市场一趟，做的板板整整的，哈哈
np
必须三连
辛苦了
盘他
木工搓好评
别扔！还能用
辛苦了！
擦屁股的那个你是魔鬼吧
辛苦了
也许抓鬼，事半功倍！
金坷垃？
怎么有种想切一刀的冲动
哪崩了？？
辛苦了
一直在等
BGM！
这线锯真好
别开腔，自己人
辛苦了
这不是人磨剑，这是剑磨人
金坷垃还行
你也吃益达～
辛苦了辛苦了辛苦了！up主！
我没穿秋裤
牙医爷爷
真丶磨鬼
刀剑神域第三季OP：ADAMAS
辛苦了
辛苦了
辛苦了
？
2倍新世界
辛苦了
辛苦了
就几百？
bgm好评
这个贵
幸苦了
细节:把手圆的，不过太为难up主了，也不多说什么了
up辛苦了
up流弊！
辛苦了
你也吃益达
辛苦了
up nb
辛苦了
辛苦了
up主我出1500
幸苦了
问怎么看出小说里的好看的那个，不知道有插画这东西吗
想起来技术选课被金工木工支配的恐惧
辛苦了
辛苦了
辛苦了
666
666
辛苦了up
BGM原曲:overfly
既然胶棒同款，那我也能做
。。
辛苦了
技术无敌了
辛苦了
鸡皮疙瘩之歌
我要这硬币有何用
？？？
钳工
厉害
不得不说，好用心！
辛苦了
不做刀鞘可惜了
设备不用钱啊
我没穿秋裤
我:老板来块木头  老板:身份证
辛苦了
bgm
bgm
辛苦了
辛苦了
求bgm
l
物理超度
bgm
证明我来过
该用方锤就好了 羊角锤太小了  才会砸手
辛苦了
辛苦了
有钱啊
好硬的木头
辛苦了
辛苦了!
比萨拉托加号用
投硬币。
刀剑音乐？
辛苦了
金坷垃金坷垃
金坷垃金坷垃
金坷垃金坷垃
上加工中心
这是作业用纸吗？
砸到手的时候吓死我了
会员购里好像是SAO篇的阐释者
原作里也磨坏了好几块石头
辛苦了
剩下300个硬币都投给up主都不够啊
什么时候做个咖喱棒
辛苦了
抽奖抽了
bgm把我炸了出来
辛苦了
你也吃益达
视频不错，bgm让我想吐，不想看了
辛苦了
越来越熟练
熟练的让人心疼
想要你的想象力
进度条惊人
好硬
就
同款纸巾
辛苦了
辛苦了
哪里有卖我要入手
辛苦了
可用 百合轮 用切割机
金坷垃
小加加！
l？？？
建议up主用磨刀石
辛苦了
辛苦了
辛苦了！
夜空之剑正好是木剑…
果然小加加人畜无害不危险
辛苦了
建议2倍速观看
刀剑神域，桐人
辛苦了
QAQ画质感人
up nb
up买么
神奇的BGB
我每次都是锯偏的
辛苦了
用一个电钻
牛
辛苦了
对准大拇指往死了打
有钱人
666
金坷垃，金坷垃
幸苦了
我沒穿秋褲
幸苦了
还开刃，浪焱
这是什么笔？
那咋办嘛
在刨钱
终于有人做了
辛苦了(≧∇≦)/
葫芦娃
吓我?
辛苦了
辛苦啦 小心手！
？？？？
辛苦了
辛苦了
BGM什么鬼
辛苦了！
三连已交
辛苦了
辛苦了
辛苦了
好看
辛苦了
盘他！
6666
秀秀秀
有生之年啊！
黑酸枝系这么硬的了
投投投，快投币
辛苦了
辛苦了！
牛壁
辛苦了
你这壁这么骚气啊！
辛苦了啊
吃j
厉害
不要用这种便宜纱布。用富士星400木砂纸效率会比现在快2倍
辛苦了
让我想起来了打屎棍
辛苦了
镇宅之宝
我还是选择钛钢
不戴手套的吗
这个红牛不会想到毕生用来做这个
辛苦了，up
up6啊
辛苦了
辛苦了
BGM：飞越
哈哈哈哈哈哈哈
直接用砂轮不是更好
我爹也算半个木工，我记得这种可以用机床切割，很快的
拿来擦屁股吧
辛苦了
辛苦了
辛苦了辛苦了
Shiny sword my diamond
辛苦了
辛苦了
辛苦了
小说里花了半年来着
80.80.80
我出三块，买给我吧
你配个龙吟的BGM多好
我说你刨子的刀就不能往里面推一推啊。
overfly
纯手工厉害哦
车珠子车珠子
我选择数控加工
动手能力强
qqqqqq
硬度强才不容易坏啊
静音了
辛苦了
这个固定的东西，我家以前有
辛苦了
辛苦了
nbnb
凿歪了怎么办
辛苦了
bgm
hhhhh
bgm:海尔兄弟op
⬇️不 你不能
刀剑神域BGM
辛苦了
adamas—Lisa
辛苦了
辛苦了
是k大的钢琴版？
辛苦了辛苦了
辛苦啦
你也吃益达
shiny swrod my diamond
想起了魔鬼们
果断给币！！！
说起锉刀就手疼
榫接有丶东西
辛苦了
666666
辛苦了
1.5倍新世界
比小加加好用多了
好看
没有电动工具啊
卧槽，这投币量
辛苦了
辛苦了
辛苦了
辛苦了
辛苦啦！
辛苦了
BGM吓我一跳
大佬
放厕所的你是魔鬼吗
这不是洛天依的歌吗地平线
电钻会伤木头质量影响美观
6666666
不用谢？
辛苦了
辛苦了啊！
厕所能用的，魔鬼
好硬
木工打眼机了解一下。
大佬
疯狂咂手
辛苦了
本来一张可以用三年的，结果磨坏了30张
辛苦了
辛苦了
辛苦了
吉良吉影表示手很赞
辛苦了
辛苦了
辛苦了
辛苦了
下次来吧冰蔷薇
线切割得是金属才行
你号没了
不就是硬币嘛，给你
辛苦了
up主真用心
造军火
用电钻转个孔，然后用锉刀磨
20 20 20
辛苦了
辛苦了
辛苦了
？？？
op
钱没得了
一锉就是好几十
辛苦了
辛苦了
打孔用电钻啊
这也危险？
辛苦了
辛苦了
辛苦了
辛苦了
木工真的得一点一点抠出来的
流批!
辛苦了
辛苦了
bgm ADAMAS
还能拿来擦屁股
为什么我听成了decade
辛苦了
这不是第一季ed2吗
?
辛苦了
辛苦了
开口跪
一百块钱没了
辛苦了
这，wc
好！upnb！！
辛苦了
80
辛苦了
？
我卡了？
是金坷垃吗
可以啊，up主
辛苦了。
刀剑三bgm
。
辛苦了
辛苦了
工匠精神
辛苦了
莫名燃
好有个性
辛苦了
辛苦了
辛苦了
-80
赞
葫芦娃
利兹贝特现实版？
终于好了这bgm
a叔好评
昨天才10万，今天100万了NB
这UP应该是不会用锤子  一下锤下去我都看得心惊
求字幕
辛苦了
up辛苦了
辛苦了
要金坷垃
-20
弹幕呢
幸苦了！
真的nb
三刷
人民币的声音
加油
up辛苦了
做手工还要学画画的吗……
颤抖
辛苦了
凿子都崩了我的天
牙线?
妖怪吧你们
up真是个人才
辛苦了
辛苦了up
比小加加快的多？
辛苦了，能帮我做一个吗
本视频建议2倍速观看
幸苦啦
辛苦了
BGM开口跪
辛苦了
辛苦了
会员购也有。。
卧槽upNB
金坷垃填词去哪了？
4；1的点赞天哪！！！！
辛苦了
辛苦了
有钱
秀儿↑
辛苦了
托兄弟带的砂纸
辛苦了
刀剑三Ed第一个
辛苦了
1.5bei
真的棒
23333
为啥要弄这个BGM啊喂！
辛苦了
辛苦了
overfly不用谢
6666666
牛牛牛
上厕所用的 你是魔鬼吗
我感觉我听到了金坷垃
辛苦了
幸苦了
求此段bgm
刀光组准备！
开口跪
辛苦了
不流失！ 不蒸发！
想投币在看
金坷垃！
傻乎乎的纯手工up主，挺可爱的
辛苦了
我觉得小紫叶檀能更帅一些
黑胡桃？
拉杆...
就是金坷垃
辛苦了
辛苦了
金坷垃是什么鬼
我手指被这锤子咂断过
幸苦了
辛苦了
辛苦了
幸苦了，加油哇
剑镡
刚才对着屏幕吹了口气
辛苦了
第三部的treng
你也吃益达
鸡太美
拷上
这样做的木剑不容易坏
辛苦了
辛苦了
留着上厕所用
辛苦了
阐释者
辛苦了
辛苦了
辛苦了
辛苦了
辛苦了
你也吃益达
辛苦了
还真就凿通了！！！
辛苦了
BGM:ADAMAS
多少钱，8000以内买了
你也吃益达
我出500
硬核bgm
辛苦了
不，这是金坷垃金坷垃，一袋能抵两袋撒
辛苦了
BGM劝退
金坷垃
辛苦了！
牛逼
很牛逼
辛苦了
因为夜光之剑就是木头的啊
小加加麽圣地亚哥
魔鬼bgm 打扰了
可怕
辛苦了
up辛苦了
牛皮的bjm
紫檀木挺珍贵的
从这个手来看这是个女的。
辛苦啦
官方正版8k＋，这把呢【手动狗头】
削一下几块钱就没了。。
辛苦了
小说14册封面了解下
辛苦了
辛苦了
辛苦了
辛苦了
终于来了
突然乱入
金坷垃
辛苦了
线切割也得要机床给你操作啊(눈_눈)几万块的机床呢
辛苦了
辛苦了
辛苦了
嘎嘎鸭给！
不贵，大概20万把
辛苦了
辛苦了
时长感人
同款尺子
q
辛苦了
擦屁股的是认真的么？
幸苦了
2倍好吃
建议两倍速观看
辛苦了
辛苦了
紫光檀木
辛苦了
辛苦了
木工师傅收徒吗？
电动磨光机呀
这种长度欧氏刨比较好
辛苦了辛苦了
手套应该很贵的吧
辛苦了
辛苦了
辛苦
卧槽，第一次用就上手这么难的草
你也吃益达
求bgm的都是没看过刀剑三的。
黄金挫什么鬼
都是钱
锉刀？塞拉托加？
辛苦了
辛苦了
不能用砂轮机吗
开口跪…
金坷垃
家里长辈曾经都是木匠
久等了
动画里剑也是木头
辛苦了
这是个女人的爪子
牛逼了
这是op
画面好清新
一定三连
66666
和我家擦屁股的纸差不多
想拥有！
应该用我家擦屁股的纸来，效果倍儿棒
辛苦了
辛苦了
你没吃益达
鬼畜bgm还行  
等一下！！动画里是强度超越钢铁的木头，有空多读单行本
辛苦了
感谢袁隆平先生！！！
先赞后看
666
终于等到你
金坷垃 金坷垃~
听我这个bgm，忘了原bgm
哈哈哈哈，我前天20min一遍过（手动滑稽）
装配应力
紫光檀
小时候在外公的木匠坊玩过这个
辛苦了
以为手机响了。
就凭你咂手，果断给币
让我就弄个没灵魂的打印
那里不可以，啊
辛苦了
辛苦了
先投币在看
辛苦了
紫光檀没有你们口中那么贵
你这bgm吓到我了
辛苦了
强推2.0倍速 再静音
不厉害啊
厉害啊
辛苦了
辛苦了
葫芦娃是你吗
手好看
辛苦了
一刀-1元
辛苦了
-5
推刨
-80
拉杆
q
这BG
用木头做个凿子
辛苦了
放厕所的那个牛逼
投币干嘛，愣着啊↑
幸苦了幸苦了
不行了 被bgm笑死了
辛苦了
牙线...
连台5轴机床都没有~~~233333
666
辛苦了
你也吃益达
鸭子翻跟头
小心点
这推一下得多少钱啊
在？这不是锯钢筋的锯子吗？
辛苦了
辛苦了
哈哈哈
檀香刑
全明星鬼畜
紫光檀不太贵的
及格啦~及格啦~
辛苦了
还有这么奇特的笔
辛苦了
是刀剑神域三op
钱啊
辛苦了
辛苦了
Up牛13
辛苦了
你也吃益达～
辛苦了
生日快乐
辛苦了。
换个BGM会好点
金坷垃～金坷垃～
我拿它刨过脸
手艺不错
辛苦了
檀木也要看品种
你也吃益达~
辛苦了
辛苦了
我找不到了
每一刨都是钱
辛苦了
金坷垃好评
金坷垃系列
1
钱啊！
不专业手法
我去，又是你，我说呢
木工的台虎钳吗
鸡坷垃？
我们钳工都是凿生铁
紫光檀，又不是紫檀，紫檀也还要看产地的
卧槽
辛苦了
机电工程学院就需要你这样的人才
uo猪辛苦啦
辛苦了
辛苦了
ADMAS
工匠精神
跪着看
辛苦了
bgm好评
羡慕，工具好全
紫光檀真的硬的令人发疯   别问我怎么知道的   都是泪啊
辛苦了
辛苦了
木工笔
辛苦了！
辛苦了
好厉害
激光切割不行吗
崩了hhh
超级难用- -
红字那位你是魔鬼吧
欢迎收看，矿里有家系列
辛苦了
模具
辛苦了！
辛苦了
辛苦了
经常用黄金锉打磨自己
辛苦了辛苦了!
加油
动画里用费的是磨刀石，up用费的是砂纸
进度条吓人
辛苦了
辛苦了
辛苦了
虎哥之敌
那不是剑格么？
嘎嘎鸭给
辛苦了
提问，木屑是哪类垃圾？？
突然觉得好鬼畜
辛苦了
单身几十年的手速
辛苦了
辛苦了
黑剑：阐释者。。。
静音两倍速网易云开启
金坷垃好评哈哈哈哈哈
这可真辛苦
2.0真滋
就我听成了金坷垃？
金坷垃
？？？
用啥拉花锯，你拉得动吗
这个用小前凿最好了
？？？？
太中二了
可以考虑一下用钻头的
如果自己做，尽量不要用方凿，用得不好会把木头扣坏
好像要
辛苦了
m
我家里有，我小气候用过，
可以擦屁股了
这个是最好用小手锯，就他手上这个，难度很高，建议不要随意尝试
辛苦了
砂纸可以擦屁股了
敲凿子最好用手锤 钉锤绝对砸手
辛苦了
加油
辛苦了
辛苦了
手好看
直接看结果
你成功让我在这类视频发了第一个弹幕
火钳刘明
全明星鬼畜
辛苦了
凿这个估计一天都不行
魔性的BGM
NB
幸苦了
啊哈哈哈哈哈，辛苦惹
辛苦了
辛苦了
你这32分钟打扰了
辛苦了
小叶紫檀？
支持の
bgm好评
辛苦了
不用这个bgm我会投币
辛苦了
3D打印了解一下，我就喜欢做这种简单粗暴木得灵魂的事
辛苦了
我的烤面筋
让我想起了动漫
辛苦了
辛苦了
开口跪
辛苦了！
附魔要传奇。
家噗噗噗l
桐人那把打了一年啊前面的
厉害
礼拜
传统手工
up不是说了几百块了吗
十年磨一剑
厄尔
来自up主的执着
bgm真的难听，不过硬币还有给了（滑稽）
辛苦了
魔鬼踩点
说了是手工手工手工，
我想问一下这个木头可以车珠子么
要 来 了（狂喜）
这块木头几万块？紫光檀一吨也就5万多。
我去实训车间磨了一星期铁块
厉害厉害
DL! SDL!AWSL
电钻 了解一下
打磨
金坷垃
就我一个对着屏幕吹木屑吗
－1
辛苦了
辛苦了
－2
辛苦了
辛苦了
明有奇巧人，曰王叔远
雨你无瓜
2333
五毛，五毛，五毛，五毛。
制作过程太还原了吧
工匠精神
好棒啊！
有 
里面那个是木头做的
辛苦了
辛苦了
恭喜我家小才浅喜提17.6万粉丝
唱的什么…金坷垃？
up小心手QAQ最怕这种细铁线了
辛苦了
只有剑柄，称为虚空剑
好恐怖
装饰品，没什么用
你也吃益达
上次那个拍了多少钱
激光手
辛苦了
好强！
辛苦了
大师贱
还可以拿来擦屁股
up主nb
BGM差评
？
我觉得尤吉欧的剑好看
手艺人
辛苦了
开口跪 耳机爆炸
辛苦了
金坷垃
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
凿裂了怎么办
辛苦了
做蓝蔷薇啊
辛苦了
我先来富二代
我常用的点兔的bgm！！！！
中二之魂在燃烧
md吓我一跳
辛苦了
辛苦了
10倍材料价格是底线
不会用机械吗
辛苦了
铁头娃
葫芦娃？！
辛苦了
金坷垃～金坷垃～
牛逼
磨刀霍霍向爹娘
符合原著
辛苦了
辛苦了
这么好的剑一定要附锋利，横扫，火焰，耐久，经验
电动的可能不好控制力度和深度叭
能用的话up应该也会想到的
－1－1
动漫现在也看不了
萨拉托加
学名东非黑黄檀了解一下
你还等不理了咋，就几分钟视频
金坷垃好评
金坷垃牛逼
知道怎么关声音吗
铣床
辛苦了
辛苦了
BGM好鬼畜
金坷垃
磨刀霍霍向爹娘
bgm劝退
。
辛苦了
辛苦了
三连三连
大傻子？？
辛苦辛苦
平均
BGM是金坷垃？
辛苦了
盲猜十张
辛苦了
用电钻
紫光檀是不贵但是也不能说很便宜
来前面怀疑拉花锯的脸疼吗
不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发不流失不蒸发
辛苦了
辛苦了
音乐响起来的时候泪目
这个线超级容易炸
辛苦了
哈哈哈哈
小说里做夜空之剑的大叔也说用废了好几个磨刀石
辛苦了
辛苦了
刀光组该出来了
感觉♂
进度条吓人
一静音
纯手工
只狼雕佛师
我用纸做了一个，当时形状真的好多
辛苦了
辛苦了
刀剑三的主题曲挺好听的
面筋哥
bgm是overfly吗
2倍出奇迹
辛苦了
快进快进
辛苦啦
辛苦了
辛苦了
硬要吃金坷垃
牛批
辛苦了
