芜湖
童年阴影
弹幕类？
第二个看
看过，童年阴影
投币先看
我也是第一次看在C6
先三连再看
看过耶
姜子牙！
来了
来了
没错，我住在B站
11
那我第三没意见吧
34:09
第三个看
这时长，爱了爱了
今天来的很早
一个钟的进度条。。
刚刚
前天刚看完，今天就看到木鱼出解说，哈哈哈哈哈哈
好长
三连
这进度条太离谱了
看了3遍，真的童年阴影
正好要下饭
第一次这么早
看过
我来早了
进度条真长。
？虽然但是这量也太多了吧
已投
我是第一名
老千层饼了
终于更了
34:09
第一条弹幕
过会再看  来早了
这点？
来了
实验室连个废液桶和处理室都没有
我靠，这叫这点？
亿点点
这亿点
美国教授管那些叫一点？
这个好看诶
专属 bgm
进度条惊喜
这点？
???????我还以为就一瓶
111
这点？
在电影院里看的
空降24:09
实验室废水不是都另外处理的么。。。。
我还以为就倒一瓶？
嚯这时长跟看电影一样
亿点点
先发弹幕，占个位
年轻的裴斗娜真的太美了
危
宋康昊真是奉俊昊御用男主啊
这点
美军基地。。。
真亿点点
有人在看嘛
热乎
致 死 量
这是一点儿？？？
这么多
郭京飞。。。
女神！
亿点点
不管任何国家，都需要专门处理的
空降34:09
真亿点
倒这么多？我以为只有一瓶呢
这点？
亿点
来了
亿点东西！
老千层饼了
童年阴影
进度条感人
进度条感人
进度条感人
萨德
危
这也太多了吧，这助手全倒了？
好的看完马上去刷十分
害怕
南珠好漂亮
害怕
这叫少？
一点
亿点
又来了，朴某人
危
噜啦啦啦啦啦啦
电影频道看过
大猩猩
七分钟1.4万，恐怖
哪里像海豚了
一点
三连再看
就 亿 点
（韩国法律上是成年人才能喝酒）
最后两个币了，都给你。
工程伦理困境
童年阴影
34：09
小崽跑了
看饿了
下饭，下饭
美国爸爸让干啥就得干啥
一点
有
来了来了
有啊
这进度条我能重头看一遍了
实验室之类的地方废水都应该会专门处理之后再排放
亿点点
小时候看的影响深刻
很早以前在电影频道看过的
啤酒不是扔出去一罐了？
这个当时看 就觉得特别号
裴斗娜那时候好年轻啊
这一点。。。亿点
奉俊昊加宋康昊
是裴斗娜！
看过诶……老实说里面的怪物并不很可怕
ohhhh
ohhhh
漂亮阿
完蛋
来了老弟
这叫点？
危
空降34：09
good
这亿点东西
这么多
这也能叫一点？
电影6点几都能看。游戏就不行了
伏笔
一
女神！！！
来自女儿的灵魂发问
那时候的裴斗娜好稚嫩！
这个愉快的bgm
和我爸一起看的。
这点？
空降空降3:06
电影频道看过
这个进度条
编剧一看就没进过实验室，废液都是有专门处理的，中国这样别说韩国了
这
先投个币
好漂亮
空降39:04
铁线虫?
好早啊
看过
好多
不跳了，再看一遍回忆回忆
就这还当教授？
好好看
日常黑美国
实验室废液不是都先倒进废液缸处理后再倒掉吗
时长？
早期韩国大片
因为长江白暨豚灭绝所以首先排除选择亚马逊河豚
啊啊啊啊啊啊
为什么 开始播放后， 进度条就没了？
