我觉得这个才是原皮肤
啊啊啊大圣!我必买!
猴哥很棒但这个天空看着就是合成的哈哈哈
天上的云朵如果厚厚的就好啦
DNA动了
感觉这个天空有点假啊
每次都是这棵松树也是醉了
握草
身在水帘洞心随取经僧
卷得好
真•原皮
还是李杨的配音深入人心
真的瘦
皮肤配音是李扬老师吗
冲！
直接开花
配音老师年龄也大了，大家体谅一下呀
谢罪警告
消费西游记
好帅呜呜呜
对味了！
你出任你出，充钱算我输
汉
下一个，猪八戒
这个妲己，有内味儿了
777+
532块钱 兄弟们别想了
零号哭瞎
开花
平a约等于某传说英雄大招
空空！！！好帅！！！
真的可以
猴哥猴哥，你真了不得，皮肤返场压不住你，蹦出个孙行者！！！
卧槽
空空好帅
卧槽
脸无神
卧槽
卧槽
果然把这个皮肤送给了孙悟空
俺是你孙爷爷！
有点侮辱西游了
感觉不咋地
6块
能赚钱的你是一点都不放过啊
芜湖，开花
语音是86版孙悟空的配音演员
ohhhhhhhhhh
318
金蝉：都是渣渣
泪目
号都消了你才出
大招感觉要优化
猴哥！！
白嫖吗
后面的唐僧皮肤什么时候出
史诗
致敬
妖精！看打！
山西被淹了。。。
怎么这么多开花、谢罪？不知道六小龄童事件反转了？
这该死的安全感
要不要我把心掏出来给你看看
首周532
打狐狸精
不错nice
配音不错
在？小乔青蛇皮肤什么时候优化
自带bgm可还行
买个鸡
美工真不如网易的
好帅！
大招自带BGM
哇！！太帅了！！！
我擦，我的童年啊
建模。。。。
梗小鬼又开始了
开花
猴子都九个月没出皮肤了
卧槽，
卧槽太帅了
握草 nb
真原皮
凉心
开花
猴哥回来了
18块是真的香
大圣！
鹰佐
《猴哥变鹰佐》
配音实在是太出戏了
53块钱还要什么自行车
这个金箍棒是不是过于美化了
帅！！！！！！！！！
俺老孙来也
猴子农药
猴哥yyds
是八卦炉，不是八挂炉。
猴子再来个皮肤是吧
开花开花
还是李杨配音好
文体开花
就你？还再出发
wc
已买
卧槽卧槽卧槽卧槽猴哥帅！！！！
卧槽
想要“烦死了”(//∇//)
科普一下，弹幕说配音不还原的可能是习惯了李扬老师的配音。这个皮肤是西游记前四集配音李世宏
tui
童年记忆
这个视频出场做的好啊
谢罪
天生石猴
天生石猴
天生石猴
天生石猴
天生石猴
天生石猴
配音就是当初孙悟空的配音，但不是六小龄童，是李世宏
八戒也不远了
鸡皮疙瘩起来了
买
开花
不是有美猴王了吗
尾巴藏起来惹
哎，就知道是猴子
所以杨戬会有皮肤吗
卧槽，这个牛逼
太乙和太上老君不是同个人，兄弟们别丢人了
免费？
猴哥没这么高这么壮吧
走路有点奇怪
为什么不是美猴王的形象
画风感觉怪怪的
嗯？是跟金蝉子一起入场的吧
背景音乐挺好，嗯
不能飞筋斗云的悟空是真行者？
两开花！
记得出几个86版西游记的星元
哈哈哈哈哈哈哈哈
大的那个音效可太行啦！
请的水军真不少啊
要是当年的配音感觉就好了，少了点贱气。
这是史诗?
以后被我追着打的都是妖怪
呔!狐狸精，哪里跑！
就是李世宏配的，只是人老了配不出当年的感觉了
猴子荣耀
那师徒四人都是白眼狼
西游记本身不是六小龄童老师的配音，六小龄童只是演
哈哈哈
然后呢 不花钱吗
打卡
泪目
卧槽
明年必返厂
然后孙悟空被猪八戒一套连招带走了
。。。。。。。。。
好家伙还带bgm，建议全局听到
还行
真的帅
技能特效不错诶
建模这次真不错
谢罪
还原度挺高的
可以可以
炸裂
有内味了
童年回忆必买
真牛逼哦
章金莱警告
nb
加上优惠券才46块
钱圈的没毛病我给了
呵呵哈哈哈哈！我要买！
建议多多联动
直接买爆
买了!
星元预定
沙僧在哪啊？
老村长：要我扮成一只猴子也不是不行
老村长：这个我熟！这不是本村长的鹰吗
nbnb
鸡皮疙瘩
我超！
什么叫国际巨星啊（战术后仰）
牛逼
买买
戏说不是胡说，改编不是乱编
草这里的小声音有点像千灯之约的前走啊
大招有音效
又一波杀熟
呔！妖精！，妲己：？？？？
八戒给爷冲
改编不是乱编
一个建模罢了，十万个人买就是48万，值这么多吗
声音还是很有气势的
牛魔有皮肤么
向本国人民谢罪
泪目了
文体两开花
必买之
期待猪八戒
开花
这个要了
我的童年
这不比至尊宝香？
开花
文体两开花
水帘洞洞天
这是要谢罪啊
开花
泪目
前方高帅警报！
戏说不是胡说
原画师牛逼
这真是情怀啊
美猴王哭了
猴哥强行九头身大长腿
跟假的一样。。。
折扣价53元别问说一百一百的
这个镜头帅啊
牛逼
DNA动了
虽说不喜欢猴子一直出皮肤，但我还是买了。
走路不够猴气
牛逼
ohhhhh
好好看啊
改一下走路姿势
改一下走路姿势
1688
配音已经高龄了，很不错了
要收版权也还轮不到他
我当是谁呢
这个衔接牛的
走路变成骑筋斗云呗
水军是吧
首周折扣价53
首周折扣价53
白晶晶：？？？？？
首周折扣价53
首周折扣价53
吾将追随此道，直至终结
首周折扣价53
首周折扣价53
首周折扣价53
其实我更喜欢猴哥文武袖的那一套
首周折扣价53
开大招有音乐，没谁了
唉，突然间意识到配音老师老了呀，齐天大圣的声音没有以前那么精神抖擞和俏皮了
五行大山压不住你，蹦出个孙行者。
这不传说？
炸裂
普攻砸的是太上老君的丹炉啊
首周折扣价53
首周折扣价53
老了，声音起不来了
首周折扣价53
首周折扣价53
首周折扣价53
首周折扣价53
首周折扣价五三
首周折扣价53
首周折扣价53
首周折扣价53
首周折扣价53
不是原版配音，这人只配了前几集而已
圈钱圈疯了
真•妖精
棍太短了
泪目了
文体两开花
牛逼
太帅了
卧槽太帅了
太厉害了
猴哥帅啊
卧槽！牛逼！
开花
开花
对不起虎皮裙，我一直以为是豹纹裙
可以呀
这不得免费
哎呦，不错
狠
《要命毫毛》
拉垮
482入手了
我联动我自己
猴哥
猴哥
蝴蝶结的鞋子安排了没
买爆
回城特效有没有筋斗云啊
谢罪！谢罪！
配音老师是同一个，但是年纪大了，体谅一下
超，一群农皮
可
特效还可以
这BGM好尬
这不得谢罪
建模差点意思
你他丫的居然是皮肤(ﾉಥ益ಥ)
太瘦了
右下角有沙僧
猴哥好帅
开花
把齐天大圣的皮肤再优化一下，盔甲不够艳
这次不骂TX了，留着下次
有这心思出皮肤不如优化美猴王
改编不是乱编
自带bgm
这个眼镜亮晶晶的
0
传说吗
这有啥好看的？
狼狗:。。。
金箍棒要是86那样就好了
打王者的一群10后看过西游记？
空降00：45
狐狸好可怜
给你整明白了
这个转场是真帅
这真有了？
打击感好棒
如果那个大石像是女娲的话可以说是悟空的认亲之路
兄弟们，加上五块钱通用券，48到手
开花
牛逼牛逼
范围好像大了
还有右下角彩蛋
谢罪警告
谢罪吧
牛逼
又来圈钱了腾讯
这不比荣耀典藏香？（doge）
结果一个暴击都没有
豹纹短裙
牛壁
什么叫国际影星
帅
你这bgm是十个人都能听到就牛了
语音就是86版老师原配的，可惜这个语音来的太晚了，配音老师的声音都老了
乍一看还以为是鬼畜
爷青回
小妲己一直爱着你，哈哈哈哈
所以猪八戒夜有86版皮肤吗
大杀四方
大杀四方
大杀四方
大杀四方
唐僧给达摩吗H哈哈
这个皮肤会不会带来战斗力的差距
不错
这建模不王者！王者没有这么好的建模（doog）
如果可以坐筋斗云就好了
除了平A，剩下全部否定
呕这建模
牛逼！
一柱擎天
妲己:我特么没吃你师父
说配音前先了解清楚...还没放开..
传说限定，还想史诗
这才是美猴王啊！！
ohhhhh
卖低了 多优化下198交个朋友
168警告
开花警告
这皮真特么香
我觉得建模可以再修改一下
开花
今年不返就出一个
开花
不应该免费送？
礼貌妲己：你吗
给我看哭了我靠
！！！！！！！！！！
猴哥猴哥
泪目
兄弟们开头见
虎皮裙！
建模还不够还原？已经很好了
妲己：狐狸精
还帅吗
传说了
有那味儿的，必买
请的是第一代悟空配音老师
取景：九寨沟诺日朗瀑布
嚯
参见大圣！
是不是还差一个斗战胜佛
牛逼
太帅了
ohhhhhhhhhhhhhh
两开花
看看自个儿的钱包，下个月又要吃土了。
用这个皮肤就可以在野区压制赔钱虎
泪目！
已充
天美：我早就说了猴子皮肤今年不参加返厂了。我没说不出新的啊
尾巴呢
这皮肤良心啊~
李世宏配音
大圣！
大圣@
这声音不是李扬
八戒是不是叫无能
大圣好
这皮肤是史诗不是传说？
王者荣耀能不能别碰经典
卧槽，帅，太帅了
猴子皮肤真够高产的
？？？
大哥，原配音还说没那味，就离谱
是六老师吗
人气高的英雄皮肤多的数不过来
这是前几集的李世宏老师配音
史诗限定
专属音效牛批
好家伙。绝了
打击感舒服
卧槽牛逼
买！！！！！！！！！！！！
右下角！！！！
嘴里有痰吗
这个建模针不戳
我还以为传说呢弄个史诗，真是太棒了，又少花了不少钱
爷青回
天美，你别忽悠我 这是原皮。
猴子荣耀实锤
打击感真的不错
太好看了
50块钱呢
自带bgm的猴
这个背景音乐我dna动了
卧槽牛批啊这个转场
战斗神的特效
站的太直了 背还要再弯些
牛逼
路人：卧槽这个还原泪目了
卡成啥样了
花果山水帘洞傲来国定海一棒万妖朝
舍利子转身
哇敲
这个普攻特效有点像斗战神的棍猴
虽然但是，这个皮肤真的好
好家伙
？？？这技能特效
下面还有接下来联动皮
这不免费
这踏马传说都没这亮眼
nb
花果山电报员
老先生厉害了，这年纪配音还是那个味
妈哒！！！臭天美。。。
妈哒！s腾讯，买了。。。这是情怀啊！
啊！
……无语
才买了地狱火，你跟我说出了个这？
致敬所有大圣演员们
礼貌美猴王：尼玛
猴王
塞尔达塞尔达?
改编不是乱编，细说不是胡说。
我超，全息碎影：给个面子
又来猴，你nn就不能加强一下
美猴王
美猴王
美猴王呢？不要更美化美化？
好好看啊
最珍贵之物，给最珍贵之猴。
孙悟空的新皮肤，孙悟空
有BGM？
什么叫国际巨星啊
爷青回
可以买的
然后再出八戒的皮肤
等着金蝉上线，后续就出唐僧皮肤
星元:者行孙，行者孙
孙悟空:逮，狐狸精哪里跑
妲己？？
这还敢要钱吗？
这不得免费送?
礼貌妲己:你吗
开花！
老师留下了他的声音，在年轻的游戏里，陪伴着大家
全体起立！！！
谢罪警告
战术后仰
什么叫国际影星啊！（战术后仰）
文体两开花
开花就完了
谢罪就完了
戏说不是胡说，改编不是乱编
谢罪警告
开花
感觉这大圣变的好蠢
卧槽
经典啊
19块钱交个朋友
加上点券优惠是不是532-50=482
演大圣的人也会变老呀(>﹏<)
大圣永远都不会老，可是配音员会变老，
比例怪怪的
又是新的联动
申请了？？
自带云宫迅音的大
泪目
什么时候出八戒的！
右下角八戒新皮肤
这是页游？
帅！
我靠！好帅！
卧槽
不错！！
ohhhhhhhhh
谢罪
把太乙真人打翻了
我直接爷青回
香
这不是传说？买了
向全国人明谢罪谢罪
六小龄童联名嘛
没回城，那是史诗吧
必买
金蝉快来了 猴哥发个皮肤消消气
有点高
戏说不是胡说
猴子空大了
两开花警告
为了童年买单
《爷青回》
模型不行返工优化就跟李小龙皮肤刚出那样差
美猴王那么拉胯  真无语
其他四个呢？
男神排面！
白骨精玉兔精女儿国国王!不安排一下吗
唐僧谁来!
西游记所有人物不来个联名嘛!
猪八戒怎么说
没有尾巴么
年年有猴子
啊啊啊啊啊啊啊啊   我不会孙悟空也要买!
这里是个倒下的炼丹炉吗
来了来了!孙悟空本孙来了!全体起立!
哇 这一下帅到了
语气台词都还原了，可惜的是声音，大圣不老可是人毕竟会老的
开花
送钱送钱都送钱
沙僧怎么说
卧槽
卧槽
这刚张嘴就是dot2的配音是吧？？？
看成叉86的兄弟萌举个手
谁还记得下半年
一技能金身那一下还真有点意思
都是托
狐狸精
猴长得太高了点
有这时间把美猴王修复一下吧。
蚌埠住了，石头出来就穿衣就离谱
这史诗 五十多块钱还不良心吗
加个回城不得卖传说
nb
八戒呢
扛着音响打架是吧
原来是那狐狸精！
可惜了配音没从前那味了
猴哥！
买
泪目
感觉高了点
好帅啊
配音老师是原配李世荣，他年纪大了，大家体谅一下
配音老师是原配，只是年纪大了
水时长？
想不到今年下半年最终花落在王者荣耀
woc，真猴儿哥
那盲僧会做成师父吗？
好棒啊！
免费送
可以啊
六老师是要打人的
不能乱编啊
大圣！
比例不对，还得优化
gun
原画绝了啊
我靠好帅
高了
比例有点奇怪
估计猪八戒的也不远了，杨戬是不是也可以出一个？
我靠这个cg
真就猴哥又出新皮肤
啥时候返场一下美猴王呐
很喜欢这语音
我要买十个！
哇这个好看
终于不是老亚瑟挨打了
爷青回
期待八戒和金蝉的唐僧
出必买
弼马温
woc
有86版特效那味了哈哈哈
nb
声音感觉有点沙哑，不是那么轻快活泼
998
这史诗绝对爆卖
怎么还有人打王者啊
这史诗皮肤完爆很多传说
我猴猴公主又出皮肤了
开你m呢开
盖亚！！！！！
妲己：真无语
这是要死磕对面的英雄联盟吗
绝了
谢罪
乱编
开花
这不得荣耀水晶直接冲烂 
瞬间觉得廉价了
真会赚钱，不知道有没有给电视剧和原著版权费
多少钱？我要十个
长脖猴
确实挺还原的
真出孙行者了，下个是不是行者孙
八戒八戒八戒八戒八戒八戒八戒八戒八戒八戒的
对方和队友能同时听见吗
老猪不出吗
卧槽
什么时候出猪八戒的
没回城特效，那就是史诗皮肤，这特效很不错了
周年皮肤吗
克隆模式各种皮肤不重样
改变不是乱编
卧槽
卧槽
大圣老了……
买了
这不比地狱火好？
谢罪
斗战胜佛不香吗
卧槽
猴子荣耀
开花警告
谢罪！
声音确实老了
谢罪
别在消费以前的东西了
炒冷饭
三十多年了声音能不变吗。。。
卧槽，六！
要是配音是六小龄童的话……
我至尊宝都没买，这个绝对买了
直接开花
炒冷饭是吧
把英雄都出了
帅
还自带bgm
是因为年纪大了，声音多少有点变了。
有内味了
卧槽
我已经满意了
好素啊
免费送
友情出演：玛玛哈哈
后面还有沙和尚白龙马
大招感觉不太好其他可以
还算是前排热乎呀哈~
两开花
爷青回
可能是周年庆吧
原画好看，建模有点拉
这个特效行
开花
直接开花
每一个大招都有bgm?
888
妲———己————
赔钱虎皮被扒了
我都入猴子三个皮肤了，猴哥，你还能再多两个传说！！
声音爷青回
这里改成筋斗云多好
卧槽！牛逼！DNA动了
这皮肤良心了
呔妖怪哪里跑
音乐太赞
啊啊啊啊
这棒子有花纹就离谱，不锈钢光泽他不香吗
史诗无敌卖爆
这不应该是原皮肤
握草
看局内
开花
有白晶晶呀
有内味了
除了配音都很怪
孙悟空棒打狐狸精
真的不错
卧槽
很满意！
dota2里买个擎天大圣比这个舒服多了
这样的猴哥谁不心动啊，无法无天
盲猜100以上
握草握草
腰有点细啊
三十多了配音肯定老了
日日对人体人大天然呆投入
这。。。
还是我爱的配方
是年纪大了能不能说文雅含蓄点咯
6块6块
妈妈哈哈？
！
男神！！
狠狠地爱了
打翻了锅炉啊好细节
点券已经充好了
僵硬
猴子荣耀！
好帅
再来亿遍
1688
必入必入！！
经典炸了，xdm
强化普攻是打饭炼丹炉耶
心中永远的美猴王
握草大招还自带bgm
有点燃
卧槽，这么帅！
改编不是乱编，戏说不是胡说
我爱唐僧的声音
牛逼牛逼
我擦我擦
牛逼牛逼牛逼牛逼
卧槽！
改编不是乱编
太帅了，买爆！！！！
配音老师是原配，都三十几年了声音肯定会有变化啊
我要买！！！！！
这个皮好黄啊
美猴王不优化吗这
这个特效感觉好远，
哪有至尊宝帅呀
NB
不是原配音，原来是李杨
这波叫孙悟空联动孙悟空，我联动我自己
真不错
变老鹰有点突兀
传说
什么时候和龙珠联名一个，我是龙珠迷，裴擒虎—孙悟空，人形态平A气功波，一技能龟派气功，二技能变超赛，大招变大猩猩一锤一个小朋友。
定海神针，筋斗云，七十二变 太帅了，这才是真正的孙悟空
是原配，但只配了前五集，后面都是另一个老师配的音
这就是定海神针
筋斗云
齐天大圣！！！
TMD这技能特效叫惊喜？
俺  老  孙  来  也  ！
这堪比典藏的特效 爱了爱了
我tm吹爆！！！
泪目必买
嫌弃这嫌弃那的，你不要就不要吧
声音奇怪，不是原版
声音不对
哇哦真的还原啊
说好看的全是水军。大家不要被引导
八戒呢？
安琪拉时之奇旅还上不上了？
可是李小龙是白嫖的
无敌技能有点难看清
？？？
大招的定海神针要是直的就好了
卧槽！
我靠啊
狐狸精
改编不是乱编
卧槽
我叼，牛逼
这配音真不行
这个只能支持
戏说不是胡说，改编不是乱编
厉害了
出必买
难看的要死
悟空！
开花
戏说不是胡说，改编不是乱编。
啥时候把美猴王优化一下啊
卧槽
原来猴哥是玛玛哈哈！！
狐狸精
玛玛哈哈？
买
还是不够好
好
6元吗
细说不是胡说，改编不是乱编
改编不是乱编戏说不是胡说
帅
卧槽卧槽，帅啊
卧槽！
这是李杨老师的配音
黑神话是吧
终于不是传说了
换个白天的背景吧，这个真的值得！
加个回城吧！
首周532点卷噢
这个bgm加的属实有点牵强，跟带着音响一样，放在回城不就好了
啊啊啊啊啊啊啊啊啊，好棒啊
卧槽
妖精，看打！！！！啊啊啊
戏说不是胡说，改编不是乱编
这配音和一生所爱一样，配音演员都老了，声音也变了
这我直接买爆啊，哈哈哈
哇哇哇哇哇！
四十年了，声音确实不能完全还原，可以体谅
海报一直可以 就是建模...
看起来打的好痛的样子
我道是谁呢，原来我大闹天宫的猴哥，齐天大圣啊
猴子手臂比较长啊比例没问题
谁还记得美猴王
大招 定海神针
感觉不流畅
一般吧
哇哇哇这个真的可以
说实话大招还是以前轮一圈的帅
脸没有六小龄童的好看灵动
一模一样
啊啊啊啊啊啊啊啊好喜欢好喜欢好喜欢
爷青回
卧槽
啊啊啊啊啊啊啊啊啊啊好喜欢
狐狸精
彳 亍
弼马温装也超可爱，王者要不要安排上
这么说。大仙又有新皮肤了。
开花
原来王者会建模啊
豹纹裙我的爱
DNA动起来了啊啊啊啊啊啊啊
配音，优秀
那猪八戒的是不是也快了
牛笔
还自带bgm
哦哦哦哦哦哦哦哦哦哦，好帅啊啊啊啊啊啊啊啊啊
ohhhhh
建模，卧槽
脚底有云朵！是筋斗云！！
啊啊啊啊啊
大招自带BGM！！woc
行者武松
不愧是猴子荣耀
强烈请求像夏洛特那样多个配音的选项，这声音真的有点苍老了
卧槽这好还原
全体起立
到时候游戏里面的模型又要崩
3
娜可露露
是荣耀典藏我也得砸锅卖铁买
想tm页游
不知道为什么就想哭呜呜呜
啥时候出个唐僧英雄
握草
我靠
爷亲回
还是想买至尊宝
牛壁
牛啊牛啊
什么时候出
这比例失调了啊喂！！！
所以马超fmvp
这配音能换换吗？我真的想用个激情点的
啊啊啊啊爷青回！
太草了
沙僧沙僧沙僧沙僧沙僧沙僧沙僧
猪八戒牛魔王嫦娥杨戬呢？
猴哥！
文体两开花
别再出皮肤了 要破10+了
太帅了
全息碎影：我把荣耀典藏让给你算了
就是声音不是很像
配音老师，唉，岁月阿
不说它是个史诗，就是传说也充了
好棒啊！！！
首周532流批啊
开花开花
妲己：？你说谁？
直接入选史诗T0
原皮来了
猴哥！
开花开花
裴擒虎的皮。
画风太假了，失去了质感，真实感。
这比原皮还原皮
ohhhhhhhhhhhhhhhhhhhhhhhh
开花
首周532流批
大圣！
好看
惊呆了
爷青回呜呜呜
文体两开花
安琪拉呢
妲己：没有，我不是，再见，哦不，再也不见！
看着还行，168当我没说
建模师傅拖出去斩了，孙悟空不够帅
酷啊啊
没有电视剧里面的那种感觉，画的太假了，没有质感。
猴哥永远的神
必买
泪目了，我的童年啊
上次让我反复看几遍的还只有一念
特效好棒
?
边打边问
哇，这个画风都好还原
阿里卡都，玛玛哈哈哈哈哈哈哈
woc
真拉，跟赶鸭子上架一样，一点内涵没有，也就卖情怀大家喜欢
ohhhhhhhhhhhhhhhhhhhhhhhh
这音响可带劲
虽然但是，就很一般啊这个皮肤
这音乐
狐狸精哈哈哈
q全体起立
成吉思汗。？？？？？？？？
改编不是乱编，戏说不是胡说
这皮肤自带bgm??????
云宫迅音！
有内味了
果然了，返场没你直接出新的
猴哥荣耀 
出场动画没那么清
开花
开花
不要贴纸特效！！！
六周年免费皮肤么
开花
牛哇牛哇
大招感觉不怎么好看
受不了
乱编
妖精
妲己:你够了
好看
买了
这个皮是精选上等虎皮制成
必买
妖精这不就出来了嘛
比原皮更原皮
这个没得挑
脸上这是分模线吗？
三昧真火吗？那是
两开花
有六老师吗
买了！
