现在好棒
要酸可能是核心没收紧吧？整个腹部隔膜以下的腹肌都是放松状态的？
擦墙
呼吸不上来这个姿势
歪日 这个胸  是铠甲了
刮了毛的hhh
笑死了
还是原来好看
以前好看
?腰可能可能不行吧
我要笑死了这个，哈哈哈哈哈哈
我是幽灵 无法落地
就是比俯身飞鸟高一点呗，那为啥不做直立的侧平举。对我来说直立的更有效
一看就会，一学就废
不我截图
先三连存起来，回家看
收藏夹吃灰吧～
MDPI大水刊。。。。
腰不要了是吧
这个我做俯卧撑和哑铃就出来了，现壮但是后面没练腹肌了，腹肌没了显得有点怪怪的
超级赛亚人是吧
一不小心杠铃把腰子捅了
T800
没把握住砸下来就完了
我不想学会，我就是来看美好肉体的
啪抽到肉了
好性感
哑铃这个瘦子不推荐 因为找不到发力点和推起来力量不够会歪歪扭扭
勒到手贼痛
我就是天生宽肩
玩意断了会不会很疼
我跑步核心训练也有这个动作
我也好馋
这个动作还可以练核心力量
"和我现在差不多,我也练了几个月了"
刮毛了？
超大型巨人！
侧平举呗
求鞋型号....
这里倒三角好棒
？
有理有据
花痴？
以前脸嘟嘟的好可爱
哈哈哈真实读书时没器械 绞尽脑汁想训练方法
评论里有多少在流口水，没有好好听人家讲课的？
这个我能做
瘦不是弱
壮才是弱
什么阴间命名法……
好可爱哈哈哈哈哈哈
老婆好攻啊
这个血管很不错
腰椎盘突出
胸
那个没腋毛的，绝了哈哈哈哈哈
为什么我觉得肉肉的时候软萌可爱
2014软萌可爱
发量堪忧
我男朋友就是大溜肩 穿衣服都撑不起来不好看
绝了绝了
练平举
像我这种菜鸡就全练到斜方肌了
留长发的马洪
草
吸一口
斜方肌代偿说明你死要面子直接上大重量
总有盗贼
姐妹们，又来看健身啦？
亲吻地板
好可爱，爱了
暂停观察中
ck
变色龙俯卧撑？
对对对
收藏永不停止
啊男妈妈
好受
我想变瘦
我也是
这个比俯卧撑还累
鬼背！
增重
声音跟身材严重不符
我就是腿伸直做，老难受了
平躺飞鸟每天一百五，整就行了，胖的人缺的不是动作是懒
非常详细
好大的邪恶
这个侧平举是真的专业 略微前倾 效果极好
这鞋好呀
外国老阿姨连一眼都没看
感觉声音像不求人
馋馋馋馋馋
哧溜
不用练，骨架大
罗志祥是你
肩峰撞击综合征
我这样去告诉健身房的人被别人斜视。。。
肩峰撞击综合征
好帅
女生可以练吗？
这个就算了吧
裤子鞋子有链接吗
已截图
已截图
后脖颈
魔鬼筋肉人
hhhhhh
胶原蛋白随时间流失~~~
这和飞鸟有什么区别吗
以前好帅呀
论据运用的特别好
看到花了多少时间了吗  健身不是一朝一夕的事情
手肘麻怎么办
酷
我也馋
上斜方也显壮
好像以前帅
哇，讲的太好了。
我是那件衣服
视频很好，55练到53了
wow！！！！！
帅
wow！！
真性感
我天天练怎么办?
这肌肉……你是标本来的吧
我斜方肌疯狂代偿
我也觉得以前好看
训记好评
打卡了
所以这期视频是要告诉我们只练胳膊外边那一条就行吗？233
似乎
似乎这个词真的是完美
好大的胸脯
我撑不住了。。。
这个很伤肩膀
啊，以前好帅的
经验表明女生不喜欢肌肉男 还是喜欢帅哥
现在人更精神，现在好看
看起来好像G
哇2头的血管
运动加速衰老是真的啊
骨架大完全没有这个困扰
这个不是练肩膀吗？？？
那个说伤肩膀的，你先好好练肩膀OK？前面刚给你讲的练肩膀
这个凳子1W多。。。乔山双向可调式哑铃练习椅
你是真的狗，啪
流口水
倒立俯卧撑
以前很可爱诶
我中束特别弱T﹏T
胸
我想知道裤子哪买
我这样练后束贼酸
这就是折刀俯卧撑
这照片的意思就是再练七年？
啊啊啊啊啊啊太近了
说阴间命名的，不健身就别看这个视频，真把健美界当成什么臭鱼烂虾都能进的地方了？
帅哥。你是不是秃了？
但是这种也更刺激斜方肌哦、老老实实平着来吧
芜湖
好嫩啊
击剑？
戴美丽也是这么说的
就不服你，扶墙。
肩宽也不代表大
本来想练的，但是看到头发少那么多，还是算了
我在宿舍一做这个我的儿子们就会围过来
我一直想知道能不能弓腰？
背
哑铃放多重好?
钻石俯卧 引体向上
快？
好大
好想吸一口
男神
你就挺瘦弱的
吃灰去
喜欢以前的你
可以的 很厉害
收藏好了，去吃夜宵了
很好，去我收藏夹吃灰吧
纹一个
这个动作新手做不来 我练了三月了 这个都做不来
这样子的话单手收缩幅度更大吧？
健身秃了
我膀子好栓啊
这个动作做起来有点轻松
天黑了
支持一下
我天生肩宽
没错  坚持俯卧撑  肩膀就可以宽起来
老公
这核心只会参与更多
进击的巨人
我觉得我做不了几个··
我死掉
下斜式俯卧撑也可
后脑勺不用太担心的，好的弹力绳基本都够力，除非你买小了没绷住拉断了
整个人都不好了
我看了很多侧平举的视屏，我的肩膀能变宽么。
说实话，练到一半的时候长得好看一些
UP主的RT看起来像很敏感那种
40磅吧
有姐妹真的在听他讲话吗
衣服买小点
进我的收藏夹吃灰去吧！
我是那个斜板谢谢
老公
有人被抽哭过麻，眼泪出来的那种
一个哑铃能做吗？
太硬核了
宝强是你吗？
帕梅拉也有这个
mark
看着腰疼
好麻烦啊这动作
圣诞树啊
我都练成斜方肌跟脖子
口水
到处看到他的视频...wo
铺个6mm的垫子
我是女生
我想变窄
179   不到110，唉
哑铃不贵不需要省
有些会肩峰撞击
@快上
@快上  
求哑铃链接
单手举八十，大哥还是大哥
你好帅啊
宝娟！！
弹力带抽门牙
天生肩小
练肩
有点东西值得学习
学到了
没健身
要练7年
这样对腰的压力大吗？
+1
我不是外人
弹幕区全是人才啊
n好像subs
斜方代偿
我的肩比较宽，主要是我还以为我跟普通人一样。。。。。。
好好笑这个名字
为什么我感觉我喜欢你练之前瘦的样子？哈哈哈哈
三大项嘛
v
封面图右边好像肖战
建议去看卓叔增重
肩
你的扁平足好了吗？
我是滑翔机
40？
mua
适度训练吸引异性，过度训练吸引同性
给您拜年了
我想起，我老公以前也是倒三角
那偏胖怎么办
大部分身材发瘦的人，身材都发瘦
啪
强度不够吧
怎么趴着，胳膊不疼吗
感觉容易受伤
太帅了
打卡
姐夫也说过
学到了，对腰好
相信我4公斤的都会觉得重的
来来啵一个
啵
解剖谁？
这手臂有36吗？
以头抢地
我跟你说你像林柏宏
收藏夹吃灰去吧
慢慢看
好抖
被彈過一次...
其实我不是来学习的…
肩背胸
老公
牛
太帅了
练下面
炒死我吧
不拿东西侧平举都有感觉是很弱吗
666
差不多
我一直以为这个是练后束
啪。。。
家里有两个4kg的金块，也算器械吧
草特么的 老子拼命练就是瘦不下去  
还有背
小臂！！！
以前好好看，现在扣分了啊
我一直以为自己喜欢肌肉，原来更喜欢帅，哈哈
那个不是单手40吗
以前好看耶
这个动作太累了哈哈，我练了一个月果断停
朡……挤挤总会有的
这姿势脊椎承受的力最大
之前都比我庞
女孩子可以跟练不哈哈哈哈哈哈哈哈哈哈
老公
完全看不進他說什麼
以前帅多了
在座各位不都是男的吗！！！
嗨老公
没有木板（doge）
这血管...
好明显
飞鸟
右边比左边强
没有手怎么办、
其实练习引体向上就可以了
呜呜呜就是我
鞋子链接发一下
现在照片感觉贼兮兮的
行了行了，炫耀就省了
太详细了吧
魏大勋？
这个很难
你不要过来啊
有胸肌让人很有安全感
人体工程学
吃不了苦一切都是白搭，和技巧什么的无关。
飞鸟是不可能飞的起来了
动态下犬
面拉呢
身材偏受
那飞鸟的动作为什么不讲
这个用龙门架就好了
太瘦了，没有肉怎么练出来效果啊，一脱衣服就是排骨
这是施瓦辛格
不穿灰裤子，差评，哈哈哈哈。。。
还是天生肩宽的练出来更显纬度
害羞哈哈啊哈！！！
好大の奶
乱讲，明明是40吨（doge）
毅力很重要
没有手怎么办
斜方肌之王笑死我，我就是练三角肌结果练出斜方肌
第二天
一般人腰会借力，最好靠在椅子上。
还可以督促自己打扫地面，一举两得
WC这公狗腰
学习学习
弹幕测试
收藏吃灰
乌鸦！
前面那个也真好意思说自己是医学生
是我了
易烊千玺
史密斯架推
我就是
偏胖的我没有这种烦恼
有道理
收藏吃灰
天生宽肩+1
第二个写错了
z40磅
令郎胸肌为何如此浮夸
说划水的，起步真的不同。困扰大多数人的难题是生活质量
怎么把眼袋练没
去我收藏夹吃灰吧
胸肌？
细！
我也喜欢这样，确实舒服点
我靠这变化，太厉害了吧，这么帅，爱了爱了
我好羡慕啊啊啊啊啊
没有后束
这个超难
14年好好看
微微？
这个说法我去试试，感觉有道理
记笔记
以前好可爱啊
喝粉
吃粉，不然不可能长这样
进收藏夾吃灰
我不用练因为我骨架大看上去瘦的时候都是壮的
一之濑本人？
练哑铃练到手肘肿胀的我放弃了增肌
这线条爱了爱了
老了
这是40斤的哑铃吗？
为什么你一根毛都没有
各位姐妹们又来学健身了？
累了，拿不住，就死定了
出现了，俯身飞鸟！
有哑铃没斜板 尴尬了
什么女生，都是些宝石紫
这身材！word妈！
来凑
厉害
我下去了就起不来了怎么回事
耳朵开始嗡嗡响了
爱了
练啤酒肚
我看你是在为难我胖虎
弹力带
这个动作超级有感觉，值得拥有
腋毛呢哈哈哈哈哈
这个动作我核心快炸了
顺便把墙擦了？
州长YYDS
能坚持都不错了，哪来这么多技巧
最近状态可以
放心，有钱了就不需要练成啥样了
老板，这个部位切一斤
没训练痕迹，50肩宽算宽吗……
好家伙克四轮经常的动作
我想让肩膀看起来窄一点 显得我个子高
看到这里可以了收藏了，明年再看
俯身飞鸟
嘶嘶嘶
你给你的身体代言费了吗？它现在就是你的模特
马上就觉得你可以了
好嫩啊哈哈哈哈哈哈
这个要戴头盔
在我的收藏夹里吃土去吧！
所以后束呢？？
我记得也是三十度最好
天生肩宽的我总是被别人说成体型宽大
妈呀。我想当那个板子。
躺我身上
身材太好了
我就是唉
不要凑那么近好吗
我反而想瘦点
太帅了
飞鸟侧平举
男模身材
进收藏夹吃灰去吧
我这么练肩膀上的勒痕第二天也消不掉
MDPI的论文不要看
衣服买小号的
肩峰撞击
这也不是一个人啊
五体投地
开肘太多了
代偿太严重了斜方比肩先累咋办
为啥一根毛都没有……
对腰压力不大 因为练中束上不了大重量
羡慕
富婆最爱
是我是我
鸡笼警告
三组每组八到十二次？
这胸可以
笑死了
带头盔的等等我，你想笑死我么
不隔嘛
老了好多
三星堆
 其实我觉得脖子粗了也看起来壮
这个动作做不了…
看得我都流口水
说的好，到我的收藏夹里吃灰去吧
脸都变帅了
你怎么吧毛练没了？？？
这个镜头帅炸了
大哥大嫂过年好
老公
y易烊千玺？
老公
哈哈哈哈哈，拜年的过分了啊
天生肩膀比别人宽
太棒了
吃灰555
我试过了，现在背被弹力绳弹出了一个印子【doge】
收藏吃灰
与
u
进收藏夹吃灰吧
七星横练
为什么要讲知识??
hi
hi 老公
前面的，你怎么知道我的名字？？？
肘撑不住啊，疼
猛
肩背
﹉
哇，妈妈！
妈！
朝前
原地试了两下这个动作，累但能感觉到肩中束酸
当然是买小一号的衣服啊
妈妈问我为什么这块墙和其他地方颜色不一样
雀食
这不是练后束的？
斜上俯卧撑也可以吧
兽之巨人
老公！！！
练肩腿
手臂不疼吗
我凑数
厕所能做吗
我才买了哑铃 75 便宜
侧平举
 我一女的看的津津有味
这个动作手肘太痛了
第二个不是站姿吗
我经常断头台，不敢用太重。。。
哇
啊啊啊啊
举不起来啊呜呜
ijerph
谢谢
贼难 
脸被抽te疼得
笑死女生根本撑不动
我为什么在疯狂咽口水啊(º﹃º )
18公斤
右肩关节习惯性脱臼，手术前不敢这么练
易烊千玺？
但是腰会伤到
啊 可恶 还是以前比较帅
飞鸟平局
俯身飞鸟
一头窜死
吃
瑜伽里叫下犬式
女孩子只想练背不想把肩练宽
这件衣服起什么作用？
厉害
太酷了
为啥感觉以前更帅
哇
相信我你不行的 这肌肉一看就是吃了药的
已截图
我就是看起来太壮了，显得我很胖
感觉2014年的脸更帅……
我做过
收藏了，也仅仅是收藏
lululemon打钱
常熟阿诺
感觉up有点像三星堆 但是很帅很帅
太简单，腿伸直再加个凳子
好色情啊，狗头
下次去健身房记得带量角器doge
女生，在学
学到了
我基本是告别卧推了
已经开始酸了
诶你腋毛呢
这个要带头盔
帅
你这段视频跟另一个up主内容一模一样 到底谁抄谁呢
没有歇班怎么办
以前好萌
我连封面左边的都比不上 还有救吗？
2014年的照片和我现在一模一样！
肩背吧
核心遭不住
身材真TM好
当然年轻更帅了
截图成功
吃灰
我练腹也做这个
帅哥你谁
好
这个腰很惨
斯哈斯哈
收藏从未停止，训练从未开始
女生学他干嘛？
去我收藏夹吃灰吧
把gay都招来了
收藏从未停止，训练从未开始
上胸肩膀背
以前脸好看，现在脸瘦的骨架太明显了，有肉好看啊，唉
这肌纤维也太明显了
山峰俯卧撑！！
说自个儿天生肩宽的是在秀啥，181的我贼瘦也有50啊，这算个屁宽
《随 时 随 地》
他怎么没毛
三角肌中束
户愚吕直呼内行
一年半？我三个月就这样了
收藏从未停止，实践从未开始
为什么男生非要练成这样，以前蛮好的
那先练核心，再练这个。。。
一点没看出宽啊
明明就是现在更帅…
14年的婴儿肥，现在脸更加深邃有轮廓
你当我爸爸吧
眼睛好大
这样不会练成斜方肌之王吧
卧槽这个前锯肌
弹力绳绑在家里什么位置好
快去跑步
这么复杂，直接倒立俯卧撑就能锻炼到
顺便打扫墙面卫生
飞鸟
爱了
好帅
肌肉线条好好看
求斜板链接
我做这个动作通常是三角肌酸
就这样吧
这个号
这不就飞鸟么
胸肌啊
是什么让我看到了现在，是想被推到的欲望
我三十厘米
练裆
我做的时候会让身体直立来借力
肯定是磅啊，KG的话这力气可以去参加举重比赛了都
这个好，我在做
给娘娘请安
舔～～～
作为女生我都不用练。
天生宽肩+3
你和弹琵琶的那位老师好像啊~就是27岁还被迫表演才艺那个
。。
第一次知道肩膀的肉这么多……
这个方法好！有板板！
我能至少痛2天……
拉死了！他拉丝了！
这挺腰也太过分了
好像易烊千玺
带头盔笑死了
打扰了
2014年比现在好看太多了，现在脸上太瘦，骨头太明显啦，还是过去可爱帅气啊，希望可以增加脸部肉肉
以前脸部线条圆滑一些，比较可爱，现在有棱角，比较英气
我馋了
用这个动作练几天感觉练不大哑铃钱又要出
徒手还是倒立肩推效果最好
看了视频专门买了 哑铃  练着好爽
视频质量越来越高啦
杰夫说不要做倒水的动作（内旋伤肩）
哈哈哈哈
哈哈哈哈
肩袖撕裂
姐几个又来学健身啦（狗头）
哈哈哈看着好嫩啊
、
？？？？？？？？？？？
“简单”，“随时随地”
侧平板不是练核心么 怪不得我每次肩膀贼酸
感觉看到了一年后的自己
龙门架这样根本拉不起来
卧槽，老哥，我啥时候能像你这样啊。。。。。。。。。
卧槽了
椎间盘不适合做这个动作，尤其久坐的人
我在寝室做就有人站在我前面让我平身
呀·up真好·· 分男女生··卡卡卡··
UP 你真的想得好周全··
女生可以吗？
你们的腰是泥捏的吧
。旅途
呜呜呜馋馋馋
还是喜欢有毛的
你是有多强啊随便一个动作这个不好那个容易受伤的
++++++
大水刊的憋走
飞鸟
中国boy
俯身飞鸟
太羡慕了
州长好评哈哈哈
路易十六式卧推
卧槽 我还以为我死了（大镖客玩家）
7年以后我都40了  我已经没救了
下斜俯卧撑yyds
以前是奶1 现在是公0
俯身飞鸟
花里浮哨！学校建议！扩胸加正背每天200组
48厘米不够宽！我要53厘米
什么时候能拥有这身材
好年轻啊！
还是鲜肉好看
以前好看
现在，成熟了
三角肌
以前好看太多，现在脸过瘦
路易十六卧推
已截图
伤这伤那的 你躺着去吧
这不是练腹肌吗？
断头台是真的会断头的……新手要有个助练一起
好的这就在地铁里做
卓叔增重
收藏吃灰
拉丝了
美好的肉体=W=
现在的气质太好了！
好多
好多色女
侧平举
易烊千玺
又剩下一笔支出
肚脐都跑上去了
脱皮大师
买个哑铃挺好的，包胶的虽然质量差点但是就几十块，真想健身买个铁的也行，几百块够你用好几年都不生锈
觉得这个椅子好看 查了下 1万块 留下贫穷的泪水
试过一次，躺了半年
最后家里的墙锃光瓦亮
去收藏夹吃灰吧你！
这头冲血严重，做要量力而行
这个看着不错
视频为何如此精致
新手可以用史密斯机
爱了
不是来学习的加一，就是来看肌肉的
以前都收着自己看现在看的人多了 
这个身材真的狠狠地爱了，我也想有呜呜呜
笑不活了家人们，我准备收藏发现早收藏过了
后面的阿姨早已看穿一切
易烊千玺
神他妈断头台
五体投地俯卧撑
哑铃真不贵兄弟没必要这么省
肩，背
亲测：角度越小，越难做
像个p的易烊千玺
是谁一边收口水一边听方法
我也是
弹力绳练胸肌效果很差的
天生肩宽+1
这里红色字体和白色字体是代表什么的呀
想趴上去 啊！
哑铃在左右两侧，由下向上抬貌似也行
这哑铃掉下来头没了
？
红字原来健身界高人一等啊，学到了
好帅好帅
腰疼的
这手臂。。
好家伙，无缝对接
是不是有一条线在乱跳
腰断了
.
我老公来啦
请问这样做的时候肩膀响怎么办
侧平举肩膀会响怎么办？
妈，他gy我
帅死了
+aa
喔吼吼吼吼吼吼
为什么两次做的不一样？？？
以前比较好看
难道不帅吗
前面的看不惯不说话好不好？我觉得挺帅的
侧平举肩膀疼难受阿
"hahaha,一刀下去，路易十六不断地反抗"
使不得，使不得～快快请起～
腰会废的
不要找借口，做不到就慢慢练，我是女生也照样可以
馋了
易烊干玺
扎药
路易16狂喜
胸肌
有没有女生在看，也可以变胖吧（胳膊胳膊！）
健身小白蒙圈了
弹幕还是关掉的好
这个好危险啊看着
一只手撑不起来怎么办
把衣服穿起来意味着你本来1m75，要穿1m80的衣服
这个东西应该是男生看的吧？女生快跑
我个女生来看个啥。。搞得更嫌弃班上男生了
侧平举要命啊
看起来很简单，但是一做起来好难。
对我就是这样做肩膀就疼
真想练还是买一个卧推椅
流弊流弊
中束啊
核心：这怕不是有点痛哦
肚子的毛呢，所以说变强真的会秃？
腋下毛呢？
我要出去6次
侧平举太难了
弹幕为什么突然少了
40kg
过于硬核
天生肩宽
那勒的多疼啊
胸肩背
超级组飞鸟起飞
二刷
哈哈哈哈，靠上去我就突然想笑哈哈哈
腹毛怎么没的？求方法
这身材完美
买个垫子吧
侧平举侧平举
害羞羞
当然是弄个拽拽的发型啊
这更危险
40磅是18千克
哇塞
杀不死？
做下斜吧
超大型巨人
*+
我觉得以前脸好看，还是年轻好。。。
请问俯卧撑不行吗？
真的呀
曾小贤式俯卧撑
