哈
doctor！
小11
哦耶
熬夜党的胜利
十一！
与其说丘吉尔是种族主义者不说他是生活在近代的一个古代人
名字翻译过来叫 我向祖国宣誓
英语老师让我们看这部剧记笔记。直接催更。木鱼牛逼！
好家伙，半个小时，明天早上再看（dog）
什么时候中国也能拍出这种片子
好耶
他配得上
旁边是美国国父吗
先点个赞在看
竟然是网飞拍的？不是英国人自己拍？
我要是带领国家打赢二战我觉得也没啥问题，虽然你我可以嘲讽他
热乎
菲利普亲王还在活着啊
列加索夫！
温斯顿不是猩猩吗
太爱大大了吧！
博士
出息了32热乎的
能在那个至黑时刻喊出决不投降的丘吉尔，可不是当时哪个英国人配瞧不起的
终于讲了
来了
入赘
赘婿
博士成了一世和二世的丈夫
爱德华八世：勿cue
来了！
真是讽刺
国王的演讲
原来是重建的吗
这个丘吉尔也演的特别好。
赘婿实锤(doge)
and she always writes cunt with a 
i vow to three my country战地5也有
赘婿 英国版
bgm是啥？
一台盖革计数器
前面的他是
赘婿
有点功高盖主了
我去过很震撼
拿范
?
看着好有爱啊
来了
"在任何时间,英国在地球上都有一块殖民地照不到太阳,所以被叫做日不出帝国"
是的马特史密斯  神秘博士
莫利亚蒂
十一！我最喜欢的一任博士
博士来当赘婿了
nice
刚看完塔岛叔叔
半小时一万点赞
我去杀疯了
我的盖革响了！
热乎
纪录片转场爱了
种族主义者   鄙视中国人
逃亡的象征
祝英国女王身体健康
王冠无敌
乔治六世 《国王的演讲》
丘吉尔没这么高吧
周杰伦结婚在约克旁边的塞尔比的教堂
这是莫里亚蒂么
这是11任博士？
好耶
看到求解就想起至暗时刻
来了
就好奇牛顿的棺材板什么材质的
好！懂得去哪掀牛顿棺材板了
国王的演讲
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊王冠！
熬夜党的胜利
把达尔文这种排斥神论的人葬在教堂？那可真是会玩
结巴王
禁止好耶
好耶！
德克斯特的三一杀手
第一季第五集登基大典达到巅峰，往后沦为家庭肥皂剧持续拉胯
英国人祖传YY手艺
热乎
结巴王
国王是核子物理学家却没搞出核弹
点赞4275了
国王的演讲？
不爱江山乔治四
谢邀，人在伦敦，刚下飞机
英国女王，德国制造
不想熬夜看啊，明天还有三节课
国王的演讲BGM
Matt!!!
换了电脑做1080+画质二楼
唉，这个位置太缺乏人性温情了，病情算什么不体面呀
这不就是倒插门么
他是位好父亲
危机边缘的boss
查了下是重新填词的jupiter，歌名I Vow To Thee My Country
牛逼！！！！！！！
哇哇哇
小12
敦刻尔克大撤退硬是被美化成保留战力，二战时苏军占领的柏林英国它不配
太棒啦
同想念微剧场了，木鱼有空考虑做做呗
深夜放毒，不睡了
看不起谁呢
7664
家庭录像
是博士！
英国成为二战最大输家，被美苏两大国亲自下场拆解殖民体系。大写的惨。
弹幕真的需要治治耳朵，前首相
二战结束时的各国领袖基本都名垂千古了
这么好的电脑不来个4K
4K呢？
求BGM！！！找不到啊
AVE MARIA
18分钟
doctor：我也是和两任伊丽莎白女王结过婚的了
行星组曲朱比特
这个国王是《切尔诺贝利》男主
人型牛津大词典
不是送的柯基吗？
这丘吉尔不太像啊，这时候首相是艾德礼吧
故意的？
结巴学的不错。。。
威尔士亲王...
丘吉尔是真的牛逼
可以吗？不是吧
不是，这个教堂只要英国皇家能使用
就是个象征而已，还真当根葱？
先赞后看
小十一！！！他还演这个了！！
要脸可当不了政客
本土历史看百家讲坛啊
当了70年的王子是什么样的体验
乔六好像52年就死了，只活了五十几岁
国王的压力+抽烟
西敏寺的夜空开始沸腾
还有70年太子
好有心
乔治二世就是这样啊，可以去看《国王的演讲》欧
小十二
热乎
大臣什么时候更新
never give up
哦吼吼
当一个国家走下坡路时狠踩油门的前首相，苏联与土耳其的国父，温斯顿·丘吉尔
还在口吃的老皇帝
不是吧
wow
出息了 13分钟
西敏寺
！！！王冠！！！
好看
来了来了
God save the KING
不就是入赘嘛
建了一个等比例的白金汉宫
虽然面子上过不去，但是希腊早就把国王赶走了吧，不要希腊王子身份也无所谓
国王的演讲
是
这国王口吃
为什么我的第一反应是戴口罩
切尔诺贝利的演员
哇
入赘
就是他啊，二战背景的英国国王还能是谁
BGM是行星组曲的木星吗
丘吉尔 名垂千古了其实.....
本来可以授予伦敦公爵的，但是为了儿子的前途，拒绝了。
10分钟
阿尔弗雷德：？
小十一！
水翻车了
是翻车了
日耳曼血统的英国王室和日耳曼血统的希腊王室
doctor~~
国王有口吃
这个菲利普是11代神秘博士吗？
来早了
十万是看不起谁
前排前排！！！
阿尔弗雷德：
四季全追了 超好看
保守派
真土豪
来啦！
好耶
刚全部看完
先投币再看。
美苏合力拆解殖民体系
木鱼什么时候更是大臣啊
其实我更想看微剧场，好久没更新了
肺痨？
烫手，看老袁装机视频错过了第一，哭了
插了几帧至暗时刻的画面吧哈哈哈哈
封格拉摩根伯爵啊
行星组曲木星
九分钟
热乎
他们两个还是自由相爱的，多难得
热乎的
为什么都推荐的是我看过的剧【捂脸】
八分钟四千
讲话的这位是不是切尔诺贝利里面的科学家
嘉德骑士，英格兰最高勋章
日本天皇古老个屁
这不是博士吗哈哈哈
第一季的亮点是万妮莎演的玛格丽特公主
这个背景音乐是教父
够了，哈哈哈
已经第四季了哇
公主日记
国王陛下演得真好！
八分钟四千
请一键三连再食用！
下饭视频
等到了
德裔
现在是日不过
这一对可惜了
热乎
国王的演讲
英国佬颜值本来就不行
为了学英音看的
恭喜六百万～
瓦列里·列加索夫？？
八分钟
5分钟
时长好评
这个国王跟国王的演讲里的演员长得好像
邱胖子也就只有这点了
乔6真的是好爸爸
最近英国王室不是翻车了嘛
来了
来了来了
赘婿吗？
哇哇哇哇哇
博士！
先赞再看
这是国王的演讲里面那个君主吗hhh口吃的样子hhhh
这个就厉害了
已三连
66666666来了来了
哇！！王冠！！
重现
切尔诺贝利里的苏联博士
这个伊丽莎白和他是同年的
看这个想吃外卖了
博士？？？
我来噜！
11？
热乎
多亏丘爵爷
4分钟，我出息了
菲利普亲王是麻瓜？（狗头）
来啦
我超快！！！
重建？？？？
小11！
我还是第一次听说这个剧。。。
我超快！！！
求生欲
6666
新鲜的，刚上传就看到了
四分钟热乎
木星
好耶！
博士！
周杰伦是在这儿办的婚礼么
快点赞啊
烫手
热乎
大型吉祥物宣传片
假面骑士？
来了来了
重建白金汉宫？！
1111
好家伙
我怎么绿了
马上破
才十万，看不起谁呢
来早了
好耶！
前排！@
我去烫手
重建？！
头一次第一
七仙女
热乎的！
关上前100大门！
热乎的！！！
啥？
来了来了
好家伙，1分钟1200播放
好早好早！
正要睡觉
可以
牛逼
爷爷关注的up主更新啦
来了来了
来了
芜湖~烫嘴~
来了来了，我是小红豆的球迷
好耶
开新坑！！
最近刚追木鱼就出了
我是第2个
播放量1
来了来了
当你看到我你就不是第一了
热乎
二公主太可了
好耶
我在b站有房
热乎
还没人吗
好耶
 终于说王冠
第一个
第一～～～～
666
感觉这剧很有质感
神秘博士！
国王的口吃
111
刚出就知道了，就是没看，也不知道为啥
来早了？
小十一！！！
很感动
有人吗
没有丘吉尔就没有新英国
哇
小十一
是你！瓦列利・阿利克谢耶维奇・列加索夫！
哈哈哈哈哈哈哈哈哈哈哈哈哈
飞利浦也不是王子吧，好像是被赶出去的，但是为了好听就说为了女王放弃王室身份
真●赘婿
男爵地位挺低的其实
英国什么时候尊重过事实？美化自己诽谤别人，包括BBC，真不知廉耻
我去，我正好再看！
乔治六世有点结巴，详见《国王的演讲》
丘贼
英国的英雄，中国的罪人
快更新到第四季戴安娜~~
倒插门
港译西敏寺
5167在看
是新电脑吗
哦，菲利普，他是你的弟弟于勒吗
哈哈哈哈
好家伙直接vlog up主
你直接更新吧
博士！
刚下伦敦，人在飞机
求更新《是，大臣》
哈哈哈哈哈细心了，国王结巴一直没好
牛顿的棺材板位置已暴露~~~
他够资格
弹幕护体
赘婿？
吉祥物？
奇异恩典
这个王夫有点矮
佩奇：女王不是大把司机吗？而且我想见就见
来了
千军万马避白袍！
好耶！！
给自己找个bgm出厂
上门女婿
哈苏？
78000
好耶
顶级赘婿
罗里和艾米看到了吗，该复工啦！
第四季有戴安娜和撒切尔夫人！
功高盖主，此人需除
来了来了
蒙巴顿是后来改的姓，是他印巴分治那个蒙巴顿为了让英国皇室有自己的姓
木星原本就叫玛利亚
我的小十一
9000+在线
你先更了我们给你补十倍
\
老年约翰逊
9600+在线，鱼哥威武！
英国皇室虽然是封建阶级，但不是封建阶级统治，可以说是以相对和平的方式完成社会过渡
《国王的演讲》讲的好像是伊丽莎白的父亲
行星序曲里的木星
从中前期胶卷用到iPhone11的女王23333
赞ohhh
这个女王的演员，在《狼厅》里扮演了安妮博林
博士
讲个不那么好看的剧，不喜欢看好的。
好耶
10594个人4
赘婿！
龙王剧情？
卧槽
开始吧
英国都被女王搞死了
邱中堂
“艾德礼那两面三刀的老小子”
"入朝不趋,剑履上殿,赞拜不名"
彼可取而代之
求吉尔
洞房vlog
目中无人邱中堂，口蜜腹剑艾德礼
有心了！
西敏寺的夜空开始沸腾
哈苏
geronimo
小11？
我更爱都铎王朝，王冠我看得有点不舒服
爱德华八世^_^
他在希腊顺位也很靠后了吧。所以放弃也没什么纠结的。
？？？？？？？真壕
毁誉参半吧
这究竟是谁的婚礼
蒙巴顿勋爵
牛顿长眠
西敏寺建筑风格是大杂烩
珍妮丝?
到底怎么了，就不能像以前一样单纯欣赏别人的美好吗？强大了就必须唾弃别人吗？
临危授命的国王
啊啊啊啊啊啊啊啊王冠
终于
博士！
老了
现在铜像都被推倒了
！！！！！！！！！！！我冲了！
但你不得不佩服他
倒插门公爵
好耶
秃了
国王的演讲
秃头果然是遗传的
入朝不拜，赞拜不名，剑履上殿，加九锡
可以说一下唐顿庄园
铁幕演说
冲！！！
9w了
看了前两季就没追了
最强赘婿
身材有点像
冲冲冲
羡慕嫉妒恨
草，这男人什么屁话
好耶
嘉德勋章，这可是汉弗莱想得到的最高荣誉
好耶
红白事专用
枭雄好耶
国产电视剧牛壁的多了去了
行星组曲：木星
小汉：烦死了，能不能不提4000万的事！
这个女王皮肤是不是有点黑？
日落帝国
是穆迪教授吗
点赞点赞
快快更新呀！！
点赞点赞
快更新
希腊本来就是英国附庸、
神秘博士小十一
是
我喜欢她的裙子
哈哈，亲手干掉大英帝国的男人
亲手干掉大英帝国的男人
不列颠帝国在伊丽莎白一世开始崛起，在伊丽莎白二世开始解体衰落，真TM像宿命的轮回
一个实封男爵不比一个屁都没有的流浪王子强
国王的演讲
天主教异端聚集圣地
+
现在是15小时，已经59万播放了……
柯基
纠正一下黄字，温莎这个族名是改过的，他们家族来英国当王室其实更悠久
切尔诺贝利哈哈哈
当年改成温莎就是为了对抗德国，因为他们祖上从德国来，姓也是德国姓
哈苏？
11
乔治六世不想当国王的，但是他有责任与担当
豪就完事
10w？你瞧不起谁呢
大家加油，9.6万了
确实，丘吉尔的自大无人可及
"是,大臣呢？"
我去过
三季全部追完了 超好看
哈哈哈哈哈哈
好吔～～
王冠yyds！
我超爱这部剧
其实菲利普亲王出生就有英国国籍了，他和伊丽莎白一样，是维多利亚女王的曾曾孙
全剧唯一一个美国演员
神秘博士？
？？？
比男主好看
好耶
达尔文最后是相信神论的
国王的演讲
脸上笑嘻嘻，
英国刚被制裁
博士还是取了女王
小11！！！！马特史密斯！！！！！！！！！！！
重建的？我一直以为是借白金汉宫的地方拍的
丘吉尔符合当时的历史浪潮，现在看来运气成分站了大部分
催更
小十一
朵个头
9.9w了
doctor！
这语速快的我以为我开了倍速
这是切尔诺贝利男主吗
9.9w了
好看的
已经10万了  才发了17个小时
十万了十万了
好耶
啊啊啊啊啊啊啊啊啊啊
杀疯了
好耶
来喽来喽来喽
梦幻联动doctor与女王
好耶
禁止好耶！
我知道  盖子经常飞  里边没人的那个是牛顿的
插了死王子
诺贝尔文学奖得主
木鱼1080啦，老猿装的机子看来不错呦
好耶
doctor
好耶
10.1w了
姐就是女王，自信放光芒
重建？？
当时，西敏寺的尖顶上还插着克伦威尔的脑袋
草，剧情接上了
还是有点口吃
入赘
死侍
不解释 超强神剧
这字实在看不懂
11
年轻女王我好爱
秃头百分99是遗传啊，后天因素影响很小
人还没死就开始拍马屁
说好的西游记呢
比gcmg更高级的嘉德勋章
英国王室就是牌子
DOCTOR WHO
可惜现在英国王室就是一个笑话
女王
！泰晤士河不是投放排泄物的河吗？（狗头）
女王比国王大
6364人正在观看。有点多哦
横空出世
欧洲最后的尊严是戴高乐好吧，丘吉尔顶多英国最后的体面
秃头好像和伦敦的水质也有关系
结巴细节
国王的演讲
极地恶灵来的
其实你已经更新完了吧
伦敦公爵
真的好看
哟，这不莫里亚蒂嘛，混怎么好了
丘吉尔就是中国2人眼中的罪人
成就美国的男人
小巴蒂？？？
小巴蒂？？
小十一
为什么感觉看见了张伯伦，他不死了吗（doge）
冲冲冲
老佛爷
doctor
你有RED吗？（无端）
过十万了  
现在我一看到人群聚集，就想为啥不戴口罩，哎
切尔诺贝利
终于讲这部了
女权，我现在看着就害怕
但你不得不佩服他
otto!!!!!
民族主义者
高中英语教材
好耶
唐探2里的医生？？
视频中途讲解部分的bgm: Domestic Pressures(是电影《万物理论》的插曲)
666
木鱼铁锌！
木鱼贴心！
都是圣遗物
名人的坟墓
文明？
软饭硬吃
小十一
爱丁堡公爵！！！
不值得庆幸，又多了一位，叫史蒂芬·霍金.
不幸，并没有
clara
十一！！！
牛顿的棺材板在这里
本来就是入赘
西班牙王室是卡佩支系 比英格兰王室还长点 英格兰王室得从威廉算起
11w
说好的西游记 呢
戈登 是你吗？？
11万了
不是入赘，王子不是英国人，所以要放弃原本的身份，成为英国人，而且有爵位的
哇
联统不香吗……
被教堂害死的伟人
真爱
乔治六世即科林叔在《国王的演讲》bianya
权游！
是人家不让当吧
