沙发
时长感人
读了你的书知道了
祝福嘉倩
厉害
祝幸福快乐
姐姐有黑眼圈，好辛苦
抱抱
哇
烫烫烫
是新鲜的嘉倩啊！！！
姐姐有勇气！
还是一位理想主义的姑娘啊
在冰岛是不是留学，读什么专业doge
学会分享自己也是件很棒的事
热乎的
猝不及防
发布五分钟，首页出现
这个真的很过分 无法信任怀孕的伴侣
惊
呜呼 老乡了
！！
绝了
参考一下半老师的建议永远不要当家庭主妇 特别是全职的
支持你
勇敢的菇凉
心疼姐姐
你好吗，我很好
我家猫的零食也长这样
好强
羡慕
惊了
黑眼圈吗
突然发现嘉倩长的好像我姑姑
勇敢
过往简简单单一说都觉得很艰难
我替edg先来看看冰岛攻略（doge）
。
抱抱
姐姐太厉害了
所以嘉倩会继续留在冰岛么
2333333 
猝不及防
对对对 我也一样 说出来云淡风轻但是真的我连续做噩梦两三年 
抱抱 你现在很好~
无处安放的手233
这三种东西现在太沉重对年轻人
姐姐好棒
姐姐好厉害
理想对年轻人太奢靡了
跨度挺远
这么见外 伤人心 
买了买了
真的 偶然买过一次 喜欢得不得了
失去孩子也太痛苦了......
我有个感觉离婚趁早
你好啊嘉倩
偶然买过一次 喜欢得不得了
勇敢
抱抱嘉倩！
抱抱你
现实不会是理想的，全职主妇就是拖累自己和孩子
柴米油盐酱醋茶罢了。。
姐姐好棒
少年少女的懵懂，或许这就是人性的缺陷吧，没有人能预见。
哇，好敢啊
共鸣了!在我最绝望的那段时间也做过这样的梦......
为什么我感觉嘉倩瘦了
太好了吧
你好棒
抱抱你，亲爱的嘉倩
抱抱～
我也想去冰岛，梦想中的世界尽头
好想抱抱你
Stay strong
昨天刚买两包哈哈还不错
卧槽？？？？
看过《明天我要去冰岛》
啊这
同离了婚6年，单身中
也许这就是真正的爱情
加油！！！！
贾倩好年轻的感觉！完全看不出来！真好
好硬核哈哈哈
热乎的，姐姐我来啦哈哈哈哈哈
我一直以为这是个跟我一样的大学生一样的姑娘
嘉倩分享过去的不堪经历是得有多大的勇气
马上就买
可是你人都回来了看见你妻子身体不舒服不知道帮把手吗，你是个死人吗
我的泪还包着的
虽然在书中看过 嘉倩加油！
哇好牛的广告
来啦！
来啦
hhh真猝不及防
人家shuaiyun
突然
总的来说王饱饱还算是不错的
才反应回来，买了两车，很好吃
up说的明明是对方视若无睹，仿佛家务就该给妻子做，和自己没什么关系似的态度令人心寒吧
嘉倩黑眼圈好重啊，注意休息
喜欢嘉倩！！！
心疼
姐姐 你好棒
可以可以太硬核了哈哈哈哈哈哈
嘉倩很棒哒！希望自己足够优秀去到冰岛见到嘉倩~
前面的不能理解当时的难受就不要在那里说云淡风轻的话
硬广
广州居民路过
嘉倩的手好大
哈哈哈，突然广告
但这种情况不多了
嗯，姐姐之前提到过一些的其实
现在能恋上爱都算是奢求了，能一起打拼的更难得的。可惜感情还是要时间来检验，只好看是不行的
姐姐 好喜欢你这种自由和勇敢
真的可以理解这个感受，那些事情即使过去了还是会突然难过起来
买了！！！
是的，广州蟑螂真的好多
同款台灯
怪不得，就感觉像我们上海这边的。
激动
唉
知道你写的几本书，很棒
哈哈哈哈哈买了一车
加油
这个男人太恐怖了
我也在逃离家暴
抱抱你
姑娘们千万别恋爱脑 一定要爱自己不要傻傻牺牲
让她恰
哇，姐姐好厉害
猝不及防
加油啊嘉倩
太勇敢了
哇
我真的好爱，交换梦想
抱抱
喵喵喵
千里之堤，溃于蚁穴，所有的小事堆积起来已经看不到完好的当初
我是通过鹅朋友认识嘉倩的
我以为王饱饱是个up
今年msi
过日子还精明算计，理所当然让别人付出
防不胜防
可爱的小姐姐
哈哈
抱抱
买了一箱
哈哈哈哈哈
原来这样啊！
突如其来的
我决定不离开了
血压上来了
泪目
可以想象当时的情景
爱你么么哒
这个奶茶味的确实好吃
太帅了！
哈哈哈哈
感情更不上节奏
是的呢
眼睛怎么了
这都是自己的选择 不想安定 不想拘泥于传统  漂泊不定的生活
姐姐看起来很年轻，像95后
姐姐好勇敢
买了买了
我也想出去闯一闯
已经买了
豆瓣上知道的
我已经下单了
我以为是大学毕业然后在国外拼了十二年而已！看起来真的很年轻！
拼了几年...打错字了
加油
抱抱～
猝不及防
台湾口音？
哇
我记得我最早是看到知乎上你回答的说的自己离婚去冰岛了
防不胜防
推荐大家读读嘉倩的书哦
这种人就是变态
?我一直以为姐姐才二十出头
呜呜呜，你恰，我买
终于来了
弹幕别刷恋爱脑了行吗
王饱饱！加钱！
？？？
终于回来啦
还是需要理性的思考吧，结婚不是那么简单的两个字。
好爱姐姐
抱抱
抱抱
大家多去关注一下嘉倩的豆瓣，什么都有
逃离家暴的那位加油啊，一定能过上新的幸福生活
好像夏帆
已经买了一车了，孩子很喜欢吃
离开是对的
抱抱嘉倩～
哈哈哈
哇，哈尔滨
居然可以待在火山口这么近的地方
来了
惊了
那可怎么生活
好家伙，广告硬核植入
让她恰！！！！！！！！
你好厉害啊
这是关注的up中第二个接这个推广233
哎，还好离开了，以后会好的！！
太厉害了
2017-2021，四年了。嘉倩，辛苦了。
心疼嘉倩
还能边看火山喷发边吃东西的嘛，哈哈哈哈
14年btc还不贵
经历了什么
嘉倩终于来啦~格外期待这一期视频
上海人
唉
一个男人是渣男 所有男的都是渣男
本期视频金主：王饱饱
猝不及防
抱抱嘉倩
离婚是重生！
确实挺好吃的
很漂亮！
太显小了 还以为是大学生
朋友用了都说好（doge）
我以为王饱饱是个人
震惊！
或许 这就是涅槃重生吧
抱抱
看到过那个项目的视频！！！就是因为那个契机对嘉倩有了更深的认识
？
我天，这种女孩到哪里去找
抱抱嘉倩
哈尔滨人报到
哈哈，试一试
结婚太早了……太理想了...
压力太大，知道未来即将失控
23333
笑出声
让她恰！
呜呜呜呜 加油
可爱的小姐姐  你挺棒的  加油   喜欢你
我以为你20岁！？？
老乡！
好牛的广告请加钱
这也太内个了吧，谁受的了啊
