热乎的
刚下课就看到了
老师好
老师好
新背景挺好的
弹幕支持！虚心学习
哈哈
第一条弹幕
沙发
说的对
一弹幕
承包这片
厚 大 法 考
老师好！
热乎
会喝水吗
新鲜的！！！
zi向
热乎
是我来得太早了吗
新片头？！？！？！
来了
战术水杯
热热热
666+
来啦
梦幻联动，双厨狂喜
有水杯，有内味了
承包空屏
看的时候才2人，现在已经607了。。。
热乎!!
6666
明示
刑场上跃动的张三，是我此生不变的信仰，唯我法外狂徒永世长存
上面 个
来了
新背景太棒了！！
？？？
厚 大 法 考
来了来了！！！
热乎
？？？？？？？？
承包了
lwl医生
来了
前排前排
哥们儿指张 三
张三威胁
厚大法考
无法安放的双手
营销号最喜欢用这个……
承包这片
弹幕狂涨
老师好
五百有派
弹幕疯长中
厚 大 法 考
太恐怖了
五北
7767
人？
康康我刷到了什么
十八个张三
没弹幕？
来了
来晚了4分钟……
弹幕嘞
别骂了别骂了
那可能这个人是穿越过来的
鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅
哈哈哈哈好齐全水杯都有了
不叫
夸大？
果然早到没弹幕
B     大     法     考
承包
来了来了
天哪太恐怖了
。
厚  大  法  考
没有弹幕
没弹幕？
你们鞋带开了
战  术  吸  鼻
学到了！！
?感有被冒犯到
好吧。。
营销号警告
空屏？？
厚    大    法    考
老营销号了
弹幕呢？
营销号不就经常干这种事?
老张三了
突然发现背景板换了
兄弟们把厚大法考打到背景墙上
湖北人：草
找不到女朋友可太真实了
9310个人正在看，恐怖
承办法学
弹幕呢？
法律一定要超越民众的偏见
一万人观看
有被冒犯到
弹幕呢？
没人了？？？？
12339
10995呢
承包空屏
12000+
学到了
突然这么正经有点不习惯
船新背景
谣言呢
12284了
我来组成弹幕
11385个人正在看
恐怖信息：你女朋友是个男的
狂涨
第一千弹幕
发现不了我
...
五连
欢迎来到语文小课堂
好好听课，别乱刷梗
12284
12339
对我不恐怖
都被流氓罪抓了
逐渐听不懂
罗老师的语文讲堂
13911
学到了
bilibili
lwl
学到了学到了
承包
有人在吗
牌面牌面
？？？
恶意造谣呢
有被冒犯到
？？？
讲得好
鬼畜区素材
老师好
13911
一万四千人了
根本性失实
13911
老师好
老师我来啦
马 上 要 开 学 了 
有点绕啊
老张三了
老师好
手 舞 足 蹈
2333
水杯好评
原来如此
梦幻联动
有丶丶可爱
马上开学的谣言吓死我了
15061
法律一定要超越民众的偏见
承包空屏
第一个看完
懂了
？？？
罗老师讲历史
真的过分。小伙伴们耐心看完呀
学到了
罗老师涨粉好快啊！张三加鸡腿(狗头保命)
哲学基础
开局一张图
流言
知识点增加
？？？？？？
150000
弹幕呢
16253
罗老师说的太好了！
牌面十足
因为今天是愚人节，所以不想祝大家节日快乐=想祝大家节日快乐（狗头）
好
bilibili限定皮肤
厚          大          法          考
这一节课是不是少了点什么……
16253人
奇怪的知识
厚  大  法   考
nb
紧  跟  时  事
床播
哔 哩 法 考
承包空屏
一万六了
16932
虚 构 推 理
？？美国性病是什么病
谏言吧…
老师我被绿了。可以起诉Bilibili吗
？？？
17120人
确实
16989
语速好快，逻辑好缜密，信息量好大
老师好
被子的占位灵魂
17127人
16932了
杯子
钉钉响了
w
没人看得见我
艾
接下来及其真实……
罗翔NB
罗老师语文小课堂
今天愚人节
老师好
老师好
特
为什么被抓
刑场上跃动的张三，是我此生不变的信仰，唯我法外狂徒永世长存
战术水杯来了
大楚兴陈胜王
张三没跑了
今天请大家进局子里坐会
对立统一
laile
瑶
我来承包
辟谣跑断腿
？？？？？
？
光线不对
承包空屏
张三们出来吧！
17638
都市传说
这和疫情初期最高法发布的关于谣言的文件精神是一致的
那是不是可以把营销号全抓了
没人吗
学到了
你们没看到这么
我？？？？？？？？？？？？？？？？
课堂小律 法师老罗
厚    大    法    考
没弹幕了
弹幕呢
你的麦克风呢？光有水杯是不够的
博大精深
弹幕呢卧槽没关啊
6666
感觉有被冒犯到
厚大法考没了 爷的青春结束了
郎
嗦的好
厚   大   法   考
嗯 都知道在说什么吧？
空屏诶
虚  构  推  理
说得好
好好听课
好多人
涨姿势了
方方警告，左倾警告
长知识了
苏联笑话
罗老师好
确实没人～
说得好！
厚     大     法     考
老师认真普法
打破安静
哲学小课堂
张三
  C  N  N
厚  大  法  考
哎
@营销号
厚大历史
中国政法大学！！
博学
涨知识了
说得好
QQ看点那个一看就是老营销号了
他住的
他万一网络延迟为三年呢?【狗头】
大家愚人节不要被骗
涨知识了
感觉没有同学听课，罗老师放不开啊
