？？
!
弹幕都在最后的卧槽！
也学到了
讲真，我男孩子为啥看这个
兄弟们好
张三是你吗
张三张三
明明像虞书欣
像六道(º﹃º )
张三
好像lex啊
老番茄的等等我！
拍扁
这素颜看的太像阿姨了
痘印？我仿佛瞎了。
真马小玲
真的像
我女的
党妹？
下次一定
真的像马小玲啊
塞班
hhhhhhh
蕾丝哈哈哈
hhhhhhhhhg
对我的是紫的
五彩斑斓的黑
天生眼袋的我泪了
15岁？
抬头纹！！！
。
锰男式理解！！
被发现了
锰男式疑惑？
许仙
等等我
老番茄的化妆方式：往死里怼
阿姨
你也知道都是大老爷们看啊
党妹？？
马小玲
晒黑一点就看不出来了
哈哈哈
许仙
有点像拿姐
许仙！！！！！！！
长得像血肠哈哈哈哈哈哈哈哈哈哈哈
好像蕾丝哈哈哈
一之濑
我感觉有一点像
感觉都是男的在看
事实证明，这种视频都是男生在看
许仙哈哈哈哈嗝
空瓶?
秃了姐姐
好可爱
像秀儿
前两者是被打的
各位兄弟
阿姨
像我老婆
你说的一本正经我却一无所知。
直接三连
讲道理，这个不应该是男孩子看的吗？
兄弟＋1
大力呢
我是来看大力的，
装都敢不花
奥  原来兄弟们都在啊  可没事了
有一点点像拿姐
up你镜头后面抱枕什么鬼
不是一点眉毛吗？
降一下维
眉毛奇艺
lex
男的
我的黑眼圈是白的
哈哈哈珊迪
一巴掌拍过去
兄弟们记好笔记，哈哈哈
兄弟meng
眼睛里有两个字。。。
我的黑眼圈是七彩色的
兄弟们？？？？？？？？
+7
我一个男的看的一本正经
一看就是男粉，搓泥不是你想的那个搓泥
海绵宝宝里面那个不是 珊迪  么
你这颜值好不稳定啊
海绵宝宝里面的那个松鼠
算了叫你吉吉吧
阿姨
up主超级好看啊！！！感觉要被掰弯了！！！
填平
ver柔
一个大老爷们看的贼起劲
给你投币吧，怕你没钱买化妆品
请问阿姨你又女粉吗
皮肤好好，我的都是痘痘，心疼
谁都不像
素颜好看
奇边偶不变的那个别走
兄弟们，怎么都在看化妆，哈哈哈
卧槽？
4刷了
兄弟们冲鸭
前面许仙的魔鬼。
没有弹幕？
阿姨
下次一定
先赞后看
&哈哈哈哈哈哈
你不拍喜剧都亏了
医馆笑传第二部男配
有点我老婆的味儿了
哇
马小玲？
马小玲！！！
告辞
见蕾进
这么一说，确实很像许仙！
有的人的黑眼圈是红的
诶诶前面三个大哥等等我
等等我呀
嘴巴很像老蕾
像toda
下次一定
爷么+1
她和赵补祝啥关系？
我在等结果
尼玛离谱
猛男+7
那两个等等我
➕999
？我是女生
阿姨好漂亮
欢   迎   回   来
狗哥好像不上底妆哈哈哈哈哈哈
哈哈哈马小玲…………有被笑到
锰男日常学化妆
我竟然听成了卧槽。
下次一定。
前面那两个大兄弟等我一起，我们三个一起
自 欺 欺 肤
为什么非得像别人 ，素颜好看的
为什么我总是理解不了卧蚕和眼袋的区别？
这不是画画的？
诶诶，前面俩大哥等等我
红红火火恍恍惚惚
下次一定
补色变灰
加一
马小玲好像阿
？？？
啥时候出个乔碧萝仿妆
啥时候出个乔碧萝仿妆
猛男+4
我的是彩虹色的黑眼圈
好可爱哦
我一个男的看的是津津有味
魂环
宋小宝
你怎么知道的？
我黑眼圈是混色，。
阿姨
哈哈哈我也是男生看的津津有味
我
赵布祝，别问，问就是老赵
你是日本人吗，第一次看你
我一男的看了好多美妆视频，没学会，找了个对象，感觉很轻松的学会了
五彩斑斓的黑怎么办
真的像党妹
像忍者神龟
阿姨
犯黑咋办
许仙那个笑死我了
许仙那个笑死我了
听她说话有点上头
阿姨素颜好美啊，i了i了（手动狗头）
直接跳结果
你这完全只是想水视频而已。
萌男加一
泛黑怎么办
一不小心点了两下
被打了？
 蔡徐坤
下次一定
兄弟们，tou居然被你发现了，我摊牌了，我是男的，我在看美妆
拍扁
紫的？？？？？？？？？？？？
猛男都喜欢化妆！！
阿姨，哪里像啦
鹿小草？！！
门牙好像我媳妇的
还是觉得像蕾丝
卧蚕，简称woc
nice
下次一定
凤姐
承包空屏
兄弟们好
五彩斑斓黑眼圈
卧蚕下面的这个叫卧槽
没人吗
可爱
难道阿姨还有女粉
兄弟们
上？？？
阿姨
胡子忘刮了，阿姨
我的黑眼圈是五彩斑斓的
手好难洗干净啊
真的是看得我津津有味
终于知道为啥等女朋友要等半天了
这晃得好难受啊
马小玲哈哈哈
裸妆？
不是，我们兄弟萌都暴露了？？
蕾丝
哈哈哈哈哈
龟哥
锰男+1000000
阿姨也不是第一次素颜了
那不是卧蚕吗？
燕小六
