来喽
哈哈哈哈哈哈哈哈
卧槽！
藤本树的那剧情邪的，要有人能预测全部剧情走向，建议医院看看
什么sos团
wc
放在现在也是乱杀
虽然我更喜欢炎拳
哈哈哈哈哈
好耶，电锯人！
十车拳西
这pv我都看了快一年了，漫画看完都忘了
虽然但是，后面还有十几集要等（绝望
真的
一果可爱捏
好家伙
高  处  不  胜  寒
冬狮郎呜呜
为啥只有前锋
超好看，终于漫改了！！！！！
好好好
卧槽
草
啥，前锋那里是最伟大的
凉宫春日！
帅啊
防止剧透太多所以用一段嘛
抛开前期设定不谈，问题不是很大[狗头]
真实（
"真,小黑子"
国足出路（）
山trick不是第四季？？
小黑
弹丸论破足球版
BRYW
几果？
放在现在也是乱杀
卧槽
耶！耶！耶！
啊啊啊啊啊啊灵能！
我已经在三个导视里看到这个片段了……约好了是吧
真实
哥谭人称小米花
足球大逃杀？
IDOLiSH7剧情超硬核！真的好看！
轻音厨瞬间暴起！
突然懂了
中场才是大爹啊
有一说一，之前画面看上去就经费不足的
导。。。。导随
先吹再说
出圈那种事不要啊！！
那可能就是勾心斗角啊 哪有这么一定的就会走技术路线 都会卡BUG
追！（doge
超监督：凉宫春日
向山进发是第四季
好家伙
真实
全体起立！！！
02（幻视）
泛泛的奇妙比喻
！！！！有生之年！！！
又又又是黄金时代篇是吧
校园过家家
米（哥）花（谭）
这个可爱！
哦吼，感兴趣了
电锯人！
全体起立
我其实还蛮期待pop子的中配又能整出什么活
凉宫春日
？
！啊灵能！！！！
每日一果(√)
死神！！！！我的死神！！！
好多饭我都想看
你们俩怎么都讲这段儿啊 
这个我要看！
凉 宫 春 日 的 忧 郁
干啥都会有人看系列
剑风我靠！！
孤独摇滚真的感觉很戳，就是不知道pv表现怎么样
sos团是吧？
RWBY(幻视)
突然不想看了。。
你这么说我就不困了
这可是死神啊！！！
黄金神威！
更是重量级
看他吖的！
懂你意思
卧槽
我超
出圈恶魔。
吓死我了，还以为要死人呢
太棒了，我逐渐理解了一切
看，必须看
？
我看过的UP里面就至少三个人用这段拿出来讲了233333
啊？
我的店长小白!
终于！！！！
那我不困了
期待乐
绷
你的下一部轻音何必是轻音！
芳文社？好，这番我追了
！！！！mob！！
让我们猜猜b站会买几部？
这个画面也很熟悉啊，在某人的视频里
必看
下一个咒术？下一个巨人！（2021年前）
小独超可爱，还会古神级的颜艺
经典社会达尔文
疼蹦书，我的绳晶饼
好像混进去一个奇怪的东西
！？我的天！
真别
截屏选老公
这个我真的有点想看
这番国内绝对看不了
死神结局的问题是被某人放大的捏
懂了
又名:《青山没活了》
渣男，是你吗渣男，你从上海王那里逃出来了吗（
？
万解
为什么你们都知道
略显不足（
阿莱斯特（
黄金神威！！
这个好欸
卧槽.......绝
又开始整活了
就是讲相声，基本上是单口相声
草
握草，这是我能看的吗
啥？水之国血雾隐村？？
超！淦！冲！
wakuwaku
间谍过家家平替
美食
追追追，必须追
凉宫春日（）
很蓝的啦。
建议国足学学
哈哈哈哈哈哈哈
厕纸
哈哈哈哈哈
觉得青之芦苇挺好看的 但是没人看
B站如果再像七月新番这样拉跨那就得考虑会员是否值得续费了
好耶
毫不夸张的说，电锯人绝对火出圈
你说是吧，六车拳西
好耶!
不要把男主和渣真混为一谈啊
太棒了，我逐渐理解了一切
好耶！！！！！！
阿莱斯特（幻视）
完结之后：我逐渐理解一切
恐惧，出圈即出殡
你这么说我就不困了
全体起立！！！
日本人馋孙兴慜馋疯了属于是
hehe
好耶
这个好看
好耶
BR大逃杀
契约之吻？
jojo！！！
哈哈哈哈哈确实
草，刚想起来我完现术才看一半
一果可爱捏～
草，什么hg饺子林欢
这种多半要被封
扫戴斯乃
不死！！！
艾伦？
蓝染蓝染
单走一个六
全体起立！！！！！！
然而看不了
我已经等入间等的的长草了
骑士比法师nb！
感觉正统王道已经不受欢迎了
看过漫画，挺乐
这玩意还能出？
好，追了
现在电锯人已经被现充占领了（悲
然后把前锋送进庄园里
jo等了
死神！
入间
哈哈哈哈哈哈哈
好了追了
我们的目标是：十月霸权(nata)
太棒了！我逐渐理解一切！
正统！！！！！！！！
这个好看，某种意义上
要到团灭之海里了（悲）
捏～妈～妈～滴
哇
阿莱重生记
每日一果（1/1）
懂人心的泛式
啊都快要到十月了
左下角是桑名她弟吗？
全体起立
错了，是真纪真（doge
山本老爷子：你礼貌吗？？？
好耶
所以这三百个人全是锋线球员是吧，你说日本国家队未来不出现550阵型我是不信的
少林暴力足球吗
踏踏开，一自摸踏踏开
千万不要出圈！
现充动漫加一
我去居然出圈了吗，恐惧真的恐惧
阿 莱 斯 特
她爸爸是不是也不姓于啊
保住了帅、保住了逼格，就是保住了荣华富贵啊
戴耳机听这段，我升天了（）
《妙音娘子》
空调承太郎（幻视）
我觉得我的肝已经被七八月耗完了
我记得还有总之就是非常可爱第二季
等等是不是混进去了什么奇怪的东西
好耶
向山进发不是第四季吗
包头乐园
好耶
哈哈哈哈哈哈太真实了
追了！
？？？
好耶
全体起立！！！！！！！！！！
?
反正这个剧情只能在小网站看了，不用在意和谐了，好耶
卧槽
好耶！
穆萨西！！！
放心啦，他过不了审
这个漫画可酷炫了
？？？有点意思
淦！已经饭圈化了
？？？
《间谍过家家（校园版）》
八个蛋！
全体起立！！
虚界打完，蓝染被嘎了！一户都最后的月牙天冲了，其实我还不知道千年血战是讲的什么
包头：谁比我更小丑？
必追！
官方二创
这话，门将爸爸第一个把你头薅下来
好家伙
全体起立
这漫画很搞笑
剧情都懂，反正帅就完了！！！
阿莱
这是能说的吗？［doge］
全体起立
追
这个很有名的！
极地大乱斗怎么了？干嘛提我的养老院？
这位更是重量级
《撒人足球》
让我缓一缓...？？！
笑死
来劲了
好耶~~~~~
帅就完事了
什么阿莱斯特
久 等 了
至刀不死的你 第二季
凉宫上学
现充狂喜
下一步我总觉得它要咬手指然后变巨人
杀人足球
这个有意思
爷们要战斗
确实
手球了
太真实了！！！！！
可我是新高一
漫画家里最会画拉风帅哥的
好耶好耶
不过看电锯人应该是b站限制了，从某种程度上说应该减少了出圈程度……
终于
艾伦·耶格尔的战斗时间
组织？不踢中场可惜了
好耶！
啊啊啊啊啊金卡姆！！
草
声优厨表示狂喜
哈哈哈哈哈哈哈
鱿鱼游戏足球版？？
好耶
比柯南好看多了（）
cv都是老熟人了
宇崎花有第二季啊？！
《凉宫春日》
这个画风蛮喜欢的
好耶！
好耶
“外界”
B级烂番茄片
这画风不错啊
好耶~
太真实了
饭圈
突然就有意思了
花凛！！
电锯人taim
三个月之后我载来看看这视频（doge
感觉经费还行  并不贫穷
过于真实
觉
放在现在也乱杀
道道子
宇佐见堇子（
追！
看来这段效果十足，大家都拿来当素材了
被秒于霜天——冰轮丸
哈哈哈哈
看着要咬手，您就是22年Elen？
这也太帅了……
最期待
现充快乐剧
秀坤～要一起踢一辈子足球哦～
早就出圈了，醒来吧
这么血腥，肯定要找资源喇
这不二柱子吗
永远的神之动画 1/1
WC
lovelive幻听
前面的无职那里出圈了
？
好耶！！！！终于！
大可不必
已加入十月必看番
好耶！！！！！！
要是死神现在出，还有咒术什么事？
？震惊
可不敢说是绿经
通常召唤阿莱斯特~
垂死病中惊坐起！
密麻麻滴
别引进求求了
光脚不会滑倒吗？穿钉鞋洒水多了也容易滑倒
感觉不如轻音少女
一果女儿1/1
真实，总之就是真实
sos团（bushi）
wc
哈哈哈哈哈
这位更是把刀子
好耶
好耶
瞬间不困了
我们好像挺需要这个
踏踏开
／
为什么感觉好典
好耶！！！
全体起立！！！
。。。。。。
这个很有意思！
他还是忘不了一果
是不是还有一个未来人
《凉宫春日2022》
这生动的比喻
好耶
最强十月
笑拉了hhh
灵能！！！
确实
这个对我味
起立！
哈哈哈哈哈哈做情头的得想想了
入间！！！！！
追追追，必须追
这个感觉比原作有意思（）
爱娜娜好欸！！！！！！！！
追了
好耶
太真实了
孤独摇滚！
流汗果豆
这几句第二季用的一句吧
这可是我的入坑作啊！！！！！
这个教练巨有特色
哭了
间谍过家家校园青春版
还差几天，才九月这已经不止一个月了（doge）
卍解！！！
好耶
刚刚是不是过了一个奇怪的东西
好快我靠
国内今年出圈度最高的动画（预计）
总之就是播不出来
主角登场
好像听过
bgm:you are stronger  p5sop
漫画很好看！！！
太怪了
在b站看的番不多了
啊这个居然动画化了！！！！！！！！！
好耶！
不懂的还以为是什么大逃杀
国足建议搞搞
冷知识，米花町犯罪率比哥谭还高
追了
张三
泛式狂喜（
好好好好好好好好好好好好好
好耶！
太真实了
太真实了
民风纯朴东京都，人才济济米花町
哈哈哈太真实了真的很恐惧
必看
《重音少女》
3.2万+人
全体起立！！！！！
好耶
别来饭圈！！
P5！
才意识到p5s的bgm
好耶！！！！！！
无职就是前车之鉴
wc？！
向山进发是第四季啊！
这位更是重量级
耶耶耶
SOS团？》
"又是lp,典"
jo等了
这个好这个好
233
别的不说，想问问b站有几部（doge）
肃然起敬
这摆pose放现在不也是乱杀吗
放心吧，哔哩哔哩里肯定看不了的
好 看 追
但完结篇真的很烂
一果可爱捏
神！
真实
233
喔~~~
草
瓦库瓦库！
无良工会是吧
上下限很高
好耶！最爱的女孩子贴贴环节！
方文山女孩
有贴贴就可以了（
这个好耶
必追了！
死神！
好家伙
谁才是厨力拉满啊（后仰
这个竟然都4了
好耶
就爱看这个，好好好
人类痛经
什么杀人足球
好耶
曼联国王点赞
好耶
草那个弹幕笑死我了2333333
阿西里吧
哈哈哈哈哈哈哈哈哈哈好耶！
这个是可以播的吗？
真·丁真
咳咳:这番上一季讲啥来着（承接上文dog
？这也可以？
阿莱斯特
1000多集还是一年级呢？
见识比较少，光脚踢球第一次见，给犯人穿个鞋是怕他们用鞋越狱吗？
国足你看看人家
次元丁真
真实了
！！
我趣，三鹰朝
瞬间感觉想看了
确实
感觉下一秒就要咬手了
入间！
好耶
林州市第一小学
秋是最好的哥哥
追了
好耶！
好耶！！！！！！！
人类一败涂地！！
哈哈哈太真
这位更是重量级
致不灭的你竟然敢出第二季，有意思了
怎么还有个敌法师
追了
片？
你的下一部轻音又何必是轻音
懂了，给磕cp的流水
入间同学！！！！
？？？？
这是能说的番吗？
？
oh yeah
追！
哈哈哈哈哈哈
赤脚踢还行
好耶！！
啊！suki！
oh yeah
好耶！！！！！
就这
经典日本中学生
这什么中忍考试第一场？？？
张三自传红红火火恍恍惚惚哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好耶！！！！！！！！
sos团哈哈哈
神仙十月啊
无线套娃
jo等了
好耶！
棍不棍勇不重要，主要就对这种题材感兴趣
国足是全世界最喜欢集训的国家队，望周知
《慈眉善目》
卧槽凉宫春日！
宇崎学妹终于要出了
你猜她要是说出来会先被谁弄（doge）
好耶
太真实了
是吧，葛老8
B站播不了系列
叠甲
出圈是坏文明
艾伦即视感
只有前锋吗？
我超，阿莱！
哇酷！哇酷！
好耶
你～好～牛～逼～
哈哈哈
你要说这个我可就不困了
文艺复兴啊这是
change！
不要中场后卫和门将？
蕾姆麻衣玛奇玛约尔，现充云粉四大女神（雾）
好耶
建议引进到男足
好比喻
抖音B站神片了属于是
快让男足学一学 中国足球有救了
好耶
我超！
10月霸权，人类痛经
感觉像要咬手变巨人了
这位更是
全体再起立！！！！
！！！！！！！！！
阿莱斯特？（幻视）
哇哦
一果可爱捏
草
入坑作
图一乐，不如看青之芦苇
早柚拜入鸣神大社是吧
好耶！！！入间同学！！！
这真的不是凉宫春日？
建议国足学习
霸权
殴打青春
[ohh]
棍勇啊，那追了！
好耶
天呐
这个有点意思
追了
好耶！！
好的，现在压力来到凉风这边
这是什么凉宫春日剧情
这个巨好看哇
好！！！！
夺走闪耀是吧
好
霓虹足球传统了，一直缺好前锋
我超 阿莱
他们光脚踢球不疼吗
可是，现在才8月底诶（doge）
听一半的我：哦
害怕成为下一个现充狂喜
必看啊卧槽
[ohh]
死神牛逼在即使放在现在都是觉得帅而不是尬
诗也要念得好
恐怖如斯啊这三部
这玩意居然动画化了
猛的一个追
好耶!
啊啊啊啊啊啊
国足需要来一次
泪目
好耶
追了
好牛
听懂了
好耶
好耶
这位更是重量级
好耶
哈哈哈哈哈哈哈
好耶
追！
好耶!!!
追了
哈哈哈哈
鹭巢诗郎！！
反正个个骨骼惊奇就对了
还有超能力狗
精 神 病
一果可爱捏
七月番到现在b站一个都没播呢 还指望啥十月番啊 老老实实自己找资源吧
凉宫春日2.0了属于是
后卫，中锋，守门员：我们不是足球运动员？？
中国足球要不要搞一个呢？
高情商
哈哈哈哈哈哈哈
现在也是乱杀（周围热血拉跨太多）
我的入间
追了！！
啊这，某足要不学一下
追了
好耶！
追
这个好
是这样的
哟哟哟，介不挨抡野鸽儿吗
不是 最后要培养出一个前锋 那踢中场有什么意义啊？
大和号觉得很淦
这个漫画超好看
好家伙！
国足：你看看人家
太真實了哈哈哈哈
总之就是非常真实( )
经验包
好耶，但是高三（悲）
冲击波
超好看的
说轻音属于碰瓷了真的
贝吉特表示赞同
草，这真的不是阿莱斯特吗
哈哈哈哈哈
好耶！
我超 这不阿莱吗
妙啊
凉宫春日？
爱娜娜！
konosuba
美食动画
等好久了！
间谍过家家（bushi）
听到棍勇就追了
能看到吗
额
！
艾伦精神传承
这设定好带感的样子哈哈哈哈哈
低情商：低情商：现充最爱
10月最强番，（指肉）
没用，b站不引进，引进也删减
好耶！
！！！
鬼才精神病
这种东西能出第2季，每一个日本网友都逃不了责任
全体起立
你这样说我就不困了啊
这个B站应该看不到的
啊这，这漫画还真看过耶
哪来那么多梅西
哇酷哇酷
它们不是爱打棒球吗怎这么矮的个还来踢足球跑的动吗
追
这个好看！
04:14
向山进发是第四季哟
！！！！！终于！！！！
光脚踢足球？新刑法？
？这玩意儿居然能出第二季？
石上
哈哈哈太真实了
放现在，更能杀
一叽咕！！！！
灵能都第三季了，骨头社什么时候把幻界战线安排上
所以米花市适合包头（小丑）！
好耶
阿尼亚使用了替身攻击，效果拔群
全体起立
能动就行   真的
切尔西，曼城，巴萨:你很懂哦
哥谭都要甘拜下风
p5音乐哎
好！非常期待！
这位更是重量级
全体起立！
真实！！！已经开始怕mkm的各种奇葩词条了！
好耶
追了
怕是要踢死人
这个好诶！！！！！！
呦西，追了
好耶有入间同学
哈哈哈
好期待！！！！！
承包演艺神威
《*  职  转  生》
啊啊啊灵能！
似曾相识的介绍
真实哈哈哈哈哈哈哈
不战斗就无法生存
握草
我超！阿莱斯特！
什么？蓝色妖姬
都是这个段
这个必须追！
我去
好耶
银魂的天人出外传了是吧
！！！！！！！！！！！！！！！！！！！！
!!!!
这黄番居然也要第二季了
那就是下一个鬼灭咒术
《春 天 又 到 了》
死神yyds
谁敢买
苏亚雷斯
轮逼格，还得看久保的死神
好的 追了
好耶！！！这是我能看的吗
参加下一届世界杯，是吧？
社长是高危职业
全体起立！！！
！！！！！！！！！！！！！！
???
好耶！
WC！4年了？
好耶！！！！！
灵能啊！！！！！！不要再当最佳陪跑了！！！！！！（痛苦）
感觉不错
金卡姆冲！！！！！！
我去？
这位更是重量级
花子君
这个也很逗
草
一果可爱捏
帅真的是一辈子的事啊！！！！！
真实
为什么7月新番阿B一个都没有啊
wc！追！
好耶！
这个看漫画笑了好久
追了！！！！
?这皮玩意有第二季
呜呜呜呜呜！好！
长头发的琦玉老师
这位更是重量寄
原来大伙都在用这个情节
好耶
好家伙追
这个擦嘴，还以为你要咬手指了
全体起立
叛忍！
玛奇玛！汪汪汪汪汪……
好q
牛逼
向山进发应该是第四季了吧
？？？？？
！！！！！！
真实
不死！！！
放现在也是乱杀
草
????
剑锋没啥感觉死神却很兴奋这UP纯度一般般
？脸上这水怎么回事
哦，这是国足可以看的吗
不死！！！！
好耶！
向山进发不是第4季吗？
哈哈哈哈哈哈
芜湖～
2.5万+
op超好听啊！
团长！团长…这里有超能力者诶团长！
确实
全体起立！
追了
这个漫画在家之漫动看过，怎么说呢，多了很多我产品和男老婆（）
好耶！
好熟悉
果然是渣男doge
凉宫2022重制版
好耶
Jump前俩个出圈最严重的：鬼灭、咒回（最严重的时候有多恐怖懂的都懂
[ohh]
热度一直很高，以前现在未来
飙速宅男！
？
好耶
一不小心就会被封的动漫(doge)
重点：外界舆论哈哈哈
阿 莱 斯 特
我预言一下10月份现充朋友圈必发
追了！
懂了，又是超能力运动足球篇
啊。10月都快要开始，我7月番一个都还没看囧
那种事不要啊
终于出了，欢乐喜锯人
全体起立
哇酷哇酷，但是棒读
确实刚刚好
成吨笑死
好诶！！
 。
2022年的人类大抵是都疯了罢
电锯人我超！！！
那种事情不要啊
凉宫春日是吧
哈哈哈哈哈哈哈哈哈哈哈哈
要被封力
真·爷青回
？？？？？
哈哈哈哈哈哈哈哈哈
追！
什么杀人足球
灵能！
但是入间同学第二部我还没看呢你【doge
路人
我超
全体卧倒！！！！
好耶
下一个咒术
凉宫春日狂喜
哈哈哈哈哈哈哈哈太对了
请问这么好看的动漫可以在哪里看到呢？
外界舆论...
纯靠营销，一完结就没热度的片
哇黄金神威
？？？
好呀
哈哈哈哈哈哈哈哈哈哈哈哈
不是，足球队至少11个人吧？
凉宫春日2022
好
好耶，重量级
这番我追定了
4人de过家家（bushi
这段我至少看过3个人说
下一个现充必看（悲）
禁止好耶
好耶!
哈哈哈哈哈哈
！！！
一果流汗.jpg
草哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
吐槽役
好耶
哥谭号称小米花
塔塔开
兼用卡和经验包（悲）
背景p5的bgm？！？！？！？！！！！！
典型的文化输出，但我喜欢
他还押韵，他真的，我哭死
一果可爱捏
淦 爷新高三了
超智能足球
高情商：剧情方面不太有所谓
学妹好耶
等下怎么感觉这段听过
人类痛经
饭圈恶魔(
这个有意思
全体起立
确实
好耶!
追！
追了
[ohh]
好耶
月牙天冲
很适合国足啊
这位更是重量级
泛式一看就没有看崩三演唱会（）
有生之年
9月都还没到
涂山苏苏
《柯南地狱笑话精选集》
pv感觉没有那么怪和那么潦草，差点意思（
真实
等等，福星小子？？？现在是几几年
这设定太奇葩了。。
好耶！
神童拓人
不灭！！！
TV2风格？
《狂气》
恐惧
既然有剑风
棍勇排面
哇酷哇酷！
？！犯澤还行，
好耶！！！
六车拳西
塔塔开
国外也是
草
现充必备，还得加上夏日重现
入间，爷青回
追了
全体起立！
噬魂师bgm哈哈哈哈
追
还有b站的宣传
追！
草
好耶
好耶！！！！
这段我怎么感觉看过。。。？
追
好耶！入间
太棒了，我理解了一切
追了
好耶！！！！！！
等一下，这个第一季什么时候出的来着？
小单车！！！
追了
翼：我何德何能……？
好耶！
好耶
好耶
高情商
电锯人其实能劝退不少现充
好耶
哈哈哈哈，噗，哈哈哈
电锯人！
一果可爱捏
我除了不好的预感什么都感觉不到·jpg
好耶！
史莱姆剧场版不播了吗？
死刑犯踢世界杯之日本中二版
之前剧情是啥我都忘了
放心，出不了圈，b站不敢买的
四宝!!
好，追了！
极地大乱斗？大逃杀！
好耶！
这个有意思，漫画笑死莪
上辈子杀人，这辈子看电锯人
泛病来了，好耶
我超追定了
好耶
好耶！
感觉那个都好有意思啊
追！
秀人——秀——人——
HAO
好耶！！！
新饭圈预定哈哈哈
不至於不至於XD
好耶
真实！！！
超级期待啊呜呜呜！！！
忍者！忍者为啥？！
爱了爱了
追
乐，b站会买几部
电锯人NB
貉hao子
无  一  生  还
你说是吧，六车拳西
这个有点期待！
cw啊厉害了
我去这个笑容太tnd致郁了
好耶
一果可爱捏
好耶！
XDDDD
啊这。。。
这个感觉会好有意思！！
叩
真正10月霸权
真实
什么过去了
吐槽担当
全体起立
？
但这里多半一时半会没有吧
？？？？？？？
刚刚是不是过去了什么奇怪的东西（
[ohh]
人间我等你等得好苦啊
好耶
全体起立
这不是北海道美食番吗
抓住未来
好耶
"我宣布,这个广场从此叫欢喜锯人"
好耶
啊啊这个
几车拳西啊
向山进发！！！！！！！
哇
还挺贴切
飙速！？！？！
好耶！
写轮眼了
好耶！
影山飞雄
《移动迷宫》
哇哦，灵能！！！
??
哇，踢球踢出杀人的气势
好耶
抹布2
啊啊啊啊啊啊jojo！！！！
死神！！！！！
有甚至连居然能看到这部番还有第三级
日本帮忙洗白国足？
全体起立
好耶
哈哈哈哈哈哈哈哈哈哈哈
好耶
！
do！China！
素材都一样啊
黄金神威吹爆！
入间！
啊？？？
中国男足学学
看一护走完这条路就够了，剧情无所谓
追！！
灵能！
哈哈哈
柯南地狱笑话大全
突然听懂了？
!?
？？？？？？？？？？
那必看了
蓝染yyds
这更是个奇葩
！！！！
严谨
