彩色箭头好评
《察言观色》
绝对音感
火钳刘明
这不是原唱？
原唱是啥来着
骂人的屑杰伦
辣妹子辣辣妹子辣辣妹子辣妹子辣辣辣
已经忘了 原来是什么了
德布罗意直呼内行
虾饺
啊哈哈哈啊哈哈
旧 活 新 政
那必然
哈哈哈哈哈哈哈绝了
李时珍：学个屁
《《《》》》
突然硬核
c化学无孔不入
《只能拉一点点》
贞子
谢谢，帮忙复习了
本来就草纲目
绝了
没忍住啊你，灵魂之句，不是废话了
@刘畊宏
忘记原版
所以本草纲目跟华佗有什么关系
搓大招（1/1）
二 阶 堂 红 丸
CSGO
这不是原唱吗
这是原唱吧
《本草周期表》
搓手手
原唱：周杰伦   原告：周杰伦
《盈亏问题》
半斤是八两
北京奥运会
稀 有 气 体
哈哈哈哈
空 格
没听过就听这个好爽
有区别吗？
方文山：你礼貌吗
哈哈哈哈哈哈
想起了天下安康哈哈哈哈
封神之作
QQ炫舞
辣妹子
流星蝴蝶剑
每日数学（1/1）
厉害了ヾ
哈哈哈哈哈哈哈
毫无违和感
原唱：周杰伦   原告：周杰伦
这个声调字幕好棒
摇一个八稚女出来
原告：周杰伦
哈哈哈哈哈哈哈
这什么玩意儿
甄子丹
锁屏可打(雾
hhhhhhhhhh
学好数理化，唱跳rap都不怕
硬币保不住了
左左右右上上下下ABAB
二
跳个大概哈哈哈哈哈
谁能拒绝一首《本草纲目》呢
白菜价
请收下我的币
qq炫舞虽但迟到，但绝不却缺席
原告：林俊杰
这个up主掌握了精髓哈哈哈
哈哈哈哈哈哈哈哈
233333
劲舞吗
笑死我了
锁屏可打
2000+
↑↑↑↓←←↑→↓→→→↓↓←←↑
绝对音感的正确用法
《惊了》
？？？
这他喵不是原版歌词吗？我懵逼了
2000+人
发光颜色不同难道不是物理反应么，什么每日化学
阿哈哈哈哈哈哈哈哈哈哈哈哈
原告：周杰伦 李时珍
一点二十四的出来吧
？2000+人 666
好厉害的up
专业细跳不来
毽子操
文艺复兴
毫无违和感哈哈哈哈绝了绝了
这有原唱吗？
《我要金坷垃！！！》（）
开摆！
所以方文山的歌词都是周董给了一拳之后写出来的吗
这个箭头牛逼
箭头玩音戏呢
鬼才
两块钱一斤
一首歌唱满数理化生
化学课代表
太弔了
真·念几个字
h h h h h
建国前半斤就是八两，半斤改成五两也没多少年
我怎么觉得像辣妹子
xsl
已经忘记原唱了
只能跳个大概还要开摆的杰伦是屑
这难道不是原版吗
惜字如金
哈哈哈哈哈
原告kono周杰伦哒
《那还是吃薯片吧》
这不是物理吗
没活可以去要打火机（doge）
箭头绝对音感是吧
穿什么就是什么
今天音乐课去b站听本草纲目点了第一个mv，很好，全班社死了
哈哈哈哈哈确实
哈哈哈哈哈哈哈哈哈哈哈哈
爱了爱了
我服了
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
没字幕还真没注意这是首中文歌
差点就拍空格了
《劲 舞 团》
半斤八两
哈哈哈哈哈哈哈哈哈
额
杰伦笑场
好算数
吉利她太美
这不是原唱吗？？
别别别，我担不起真的担不起
谢谢
物理
qqs
火钳刘明
原告:周杰伦
j
绝对音感
李普
我表情悠哉～跳个大概～因为动作细节～我学不来～
封面就啊绷不住了
老子敲坏你的空格键
他物理一直可以的
这里绷不住了
说是几个字，就是几个字
八键可以
老的一市斤是十六两，所以是半斤八两，现在一斤是五两
原告：周杰伦
原告：周杰伦
辣妹子辣
这一段很有感觉
原告：周杰伦
音游（确信）
QQ炫舞时间
数学奇才
我的妈 还是反键
化  学  课  代  表
qq炫舞的dna动了
锁屏可打
物理课代表
化学大神杰伦
再来一遍 完全没违和感
原词是啥掉地
开摆！
这不就是原唱吗
\
草
前奏的真实性很强，已经开始跳了
杜哥
哈哈哈哈哈哈哈哈哈
《不炸馒头就不用管费多少油》
升华了升华了
你有这数学能力，生活很难不苦
原告：周杰伦
贞子
搁这玩qq炫舞呢
《刚愎自用》
锁屏可打（？）
1000+
锁屏可打
原告：周杰伦
原唱？
以前是啥歌词来着？
555
说焰色的，那是金属，这叫辉光
得得得得得得得
押韵好评
建议开1.5倍收看效果会更佳
建议开1.5倍收看效果会更佳
前方QQ炫舞
前方QQ炫舞
原告：周杰伦
又出新曲了啊
还有外显子 内含子
下面会动的字幕怎么弄的啊？
卧槽，原来该词了
？这不是原唱吗？
这不敲个空格都感觉对不起这箭头
《烈 咬 陆 鲨》
错了，半斤是八两（古两小）
卧槽！qq炫舞啊
哈哈哈哈
刘教练，出来跳操啦
劲舞团是吧！
原告周杰伦
泪目
这字幕绝了
哈哈哈哈哈哈哈哈哈
原告：周杰伦
你币有了
这就是原版哈哈
寄个字
突然不喜欢原唱了
原告：李时珍
嗯，原歌词真的是这个。？
哈哈哈哈哈哈哈哈
《化学课代表》
劲舞团
生活TM更苦
废话文学再现江湖
笑死我了
每日数学（1／1）
弹幕笑死
666
门捷列夫狂喜
炸出来一堆义务教育的漏网之鱼，半斤是五两，半斤八两是成语
法官：原告你看着判吧
逆天
搁这跳劲舞团呐？？？？？？？
哈哈哈
为什么没，李时珍
啊对对对
啊对对对
啊对对对
啊对对对
啊对对对
哈哈哈
红红火火恍恍惚惚【】‘’
哈哈哈哈
张金菊
原告：周杰伦
卧槽
原吿:周杰伦
半斤好像是八两
哈哈哈哈哈
有人在玩QQ炫舞
共33
辣妹子辣妹子不怕辣，辣妹子辣妹子怕不辣，辣妹子辣妹子辣不怕！
不行。八键我按不来
这能押韵就离谱
啥？这不是原唱？
化学好评三连了 三连了 
《真•几个字》
《端正态度》
头笑没了哈哈哈啊哈哈
学好数理化 走遍全天下
华佗再
少拿原版骗我
每日一遍
《稀有气体》
好活 不是烂活
各位开头见
雙腳不自覺的動起來
好家伙，炫舞时代
@周杰伦
理直气壮是吧
每日一遍
古代半斤是八两
这是原版
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我直呼好家伙
《元素周期》
大司马
波粒二象性好评
《1000＋人》
离谱
下方劲舞团好评
tm的更苦
哈哈哈哈哈哈哈哈
绝对音感
kksk
原版是啥来着
原告：李时珍、周杰伦。被告：up主。被告辩护律师：张伟，原告辩护律师：罗翔
半斤是八两
出招表（
牛逼
笑死哦
周杰伦：原告就是在下
真 几个字
原告：方文山
哈哈哈哈哈哈哈哈我趣
嗨嗨嗨
开摆
《字正腔圆》
原告：周杰伦
开白烂是吧？
每日一遍
这确定不是原词吗？
我表情悠哉看个大概
原唱是啥来着
1000多个人的请举手
七七？
我也是
已经三连了
人才啊，哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
6666
嚯哈哈哈哈哈投币了
这
啊这背景音乐好像香肠派对SS4的背景音乐啊
练成什么丹，练成甄子丹。
暗示要平躺不要清零
好怕周杰伦入住B站
原告：周杰伦
蹲小僵尸蹲呢
miss
完蛋，我已经忘记原唱是什么了……！
哈哈哈哈哈哈
终于不是1000+了
哈哈哈哈哈哈哈哈哈
原版是啥来着？这就是原版吧
被告：              
原版是怎么唱的？
少拿原版忽悠我
成功忘记原唱
动脉出血
终于知道歌词了
781个人出来
梦中情师
诶诶诶，脏话哦
6
数学老师：这歌还挺不错哈。
原告：周杰伦
原告：周杰伦
基金会
原告：周杰伦
原告:周杰伦
原告：周杰伦
频率乘波长真的笑喷
这种算侵权，会被告的吧
原告：周杰伦
箭头好牛逼啊
牛！哈哈哈哈哈哈
好词啊，方文山看了都要落泪
哈哈哈哈哈哈哈哈哈哈
废话区UP主
有才有才
哈哈哈哈哈哈哈忘记原词
辣妹子辣辣 妹子辣辣
太牛了
箭头大佬
已经忘了原歌词了
原告：周杰伦
化学课代表
miss
草 走 忽略
绝 对 音 感
没听过，请问这是原版吗？
渐渐忘记原唱
绝 对 音 感
原告:周杰伦
原告:周杰伦       被告:刘畊宏
哈哈哈现在开摆
不是物理嘛
空降1：02
忘记原词
原歌词不就是这样吗？哈哈哈
火钳刘明
卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡卡快快
辣妹子辣 辣妹子辣 辣妹子生来不怕辣。。。。。
谁特么再炫舞
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《周五放克夜》
[yes]
啊对对对
不会只是加了个弹幕吧，反正原版也听不懂
《 坦  白  从  宽 》
0.75倍速再来一遍
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
今天我们体育老师一直放视频让我们学着跳
弹幕好秀啊，这橘黄色的
是不是原歌词搞错了
玛卡巴卡
原告：周杰伦
箭头不是弹幕
好算数！！！
《甲方要求》
下面的箭头让打打音游的难受
波黎二项dna动了
这不是原版吗？
箭头是劲舞团？
这就是原版吧（）
生活必需品
光电人dna动了
[ohh]
哈哈哈哈哈，真TM有毒
双人组合技
哈哈哈
笑吐了哈哈哈哈哈哈哈
s囗
不知道为什么，我觉得很合里啊
《周老师》
《原告：周杰伦，被告:周杰伦》doge
哈哈哈哈哈哈哈哈哈哈哈哈
《化学课代表》
原告：周杰伦
玩上炫舞了
原唱变原告
[oh
本草纲目养活了多少up
哈哈哈，听了之后感觉好像听了一遍
这次一定
哈哈哈哈哈太（  ）了
好想看周杰伦看这个视频是怎么一个表情！！！
（锁屏可打）
哇偶
啊
这是原版吧
《稀有气体可用于霓虹灯的制作》
火钳刘明
哈哈哈哈哈哈
笑死
[ohh]
？？？？？
每日化学
开摆是这个的吗
蓄力中.......
周杰伦可以是原唱，也可以是原告。
这不是原唱吗？放原mv有什么意思
我才知道剪头是弹幕哈哈
出招表
    。
毫无违和感
哼ƪ(˘⌣˘)ʃ优雅
HHHHH
论现在还有1000+人这件事
少个跳舞毯
〇HHHH
这怕不是王野老师支持的
刷屏系列
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
完了，忘记原唱了
太牛了毫无违和感 还以为是原唱
那确实苦
[ohh]
本来就不会唱，更回不去了！！
周董当年说的没错，十几年后你们还是得听我的歌
蓄力中…
我笑死了啊
辣妹子辣妹子辣
？？？
必看
绝对音感
严谨
牛逼
哈哈哈哈哈哈哈哈哈哈。
华佗3.0
下面的弹幕在玩炫舞呢
周董坦白了
懂了，周杰伦不给一拳写不出来歌
路人，是原词嘛？
我都想不起原歌词是什么了，
√
《绝对音感》
忘记了原版
《关于本草纲目骂我250这件事》
窝
每周观看
薛定谔的光
西药儿~~~
◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤◢◤前方高能！前方高能！◢◤◢◤◢◤ ◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤◢◤挡住屏幕◢◤◢◤◢◤ ◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤
原告周杰伦
我是shazi
\(￣︶￣*\))
[ohh]
让杰伦重唱一边是吧（doge）
啊对对对
[ohh]
牛皮
生活不易，华佗擦地
朕笑得这么大声 又要这币有何用
宝生永梦！
每日必看
《 哼(￣へ￣) 》
《 先  兵  后  礼 》
《学艺不精》
《化学课代表》
每日蓄力
每
这什么弹幕啊
啦啦啦
原版都唱不出来了
我们学校跳这个了
每天一遍
每周必来呀
[ohh]
有点像辣妹子〔个人意见不喜勿喷〕
怎么没人？
每周必看
[《每周必看》][《每周必看》]
[《每周必看》]
每周必看
.
[《每周必看》]
[《每周必看》］
出招表
：什么局？王者局罢了
每周必看
好活
每周必看
[《每日必看》]
[《每周必看》］
笑死我吗
周杰伦：没想到吧原告和被告都是我（doge）
[ohh]
每周必看
每周必看
每周必看
每周必看
无意刷到七七走开
《生活tm更苦》
哈哈哈
每周必看
忘记原唱
为什么我会想到赵泳  念念念念
每周
6
救命哈哈哈哈哈哈哈哈哈
原告：原告
有点意思哦
不看字我都不知道在唱什么
没有问题
跳舞机是吧（
正   比   例   函   数
哈哈哈
q q 炫 舞
牛逼
nb
每周必刷
原版忘了
《 绝 对 音 感 》
TM还这么真实
《 公 益 事 业 》
每日数学（1/1） 数理化，集合完毕（3/3）
遇事不决 量子力学（确信）
应该开始波比跳了
原版歌词本来就听不出来
如果华佗在世
方文山：？？？
经    典    国    粹
对应的好
已经忘记原来的歌词了
卧槽劲舞团大佬
哈哈哈哈哈哈哈哈哈
哈哈哈牛皮
[ohh]
我证明了箭头不是弹幕
有点日本歌的味道。
厉害
[ohh]
OMMM
。。。。。。。。。。。。。。。。。。。。。。。。
我表情悠哉，跳个大概，表情不悠哉，就跳不来~总结: 看心情​
古代一斤十六两，半斤应该是八两
拳皇搓招是吧
又捉到一只宝藏UP主
哈哈哈哈哈哈哈哈哈哈
嘿嘿嘿
≪数 学 小 添 柴≫
冲这句投币了
[ohh]
“半斤”是八两
原来杰伦出新歌了呀
每周必看
芜湖第一零一条弹幕
每周必看
《生活TM更苦》
[《每周必看》］
人才人才
秀儿
[ohh]
原告：周杰伦
我懂了，这才是原版
给我再多拳也写不出来
[每周必看]
每周必看
赞
［哈哈］
二阶段蓄力中
？？？？？？？？？？？？？
毫无违和感
【（每周必看）】
V3字幕/配音/演唱组（doge）
每周必看
每周必看
[《每周必看》］
[《每周必看》］
哼
要不是周董唱的不清楚我还以为这个才是原唱
化学小王子-周杰伦
无违和感
我发评论的时候肯定是在发评论啊
《QQ炫舞》
每日物理（1/1）
原告：周杰伦
[ohh]
为什么没有弹幕
绝对音感的错误打开方式
这句分明不是废话
辉光放电可还行
李时珍：我好不容易写成一本书，你却给我改的，废话连篇，哈哈哈哈哈，焯！！！（我们的关系进一步没资格………）
】
呼
[ohh]
看完逝去
[ohh]
每周必看
每周必看
[《每周必看》］
[《每周必看》］
[《每周必看》］
每周必看
[ohh]
[《每周必看》］
这是物理好吧
YYDS
每周必看
[《每周必看》］
[《每周必看》］
二阶段蓄力中
医学奇迹
[ohh]
每周必看
每周必看
[《每周必看》］
每日数学
开摆！
爽
[ohh]
优美的中国话
《绝对音感》
[ohh]
mei
[ohh]
今天刚考完物理
原来这不是原版的吗
理科生狂喜！
反复横跳
我以为在B站上就可以逃过选修了
[ohh]
哈哈哈哈哈哈哈哈哈
《当炼丹师开摆》
元素纲目
《fnf》
废话死了
还有一个狗子
【《每周必看》】
不知道看了多少遍了
《我要我觉得》
[《每周必看》］[《每周必看》］
后面有台科尔维特c5
每日化学（1/1）
[ohh]
整活太棒了
每周必看
元素周期表
[每周必看］
独乐屠
每周必看
每周必看
搓个大招
¯\_(ツ)_/¯
打破刷屏ing
[ohh]
真，几个字
[ohh]
半斤八两
每周必看
每周必看
每周必看
[每周必看]
锁屏可打
[《每周必看》］
哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死了
《化学课代表》
哈哈哈哈哈
oh
化学课代表
V
[ohh]
。。。
毫无违和感
原告:周杰伦√
打人了
哈
太合理了
？？
[ohh]
火钳刘明
箭头一直可以的
？？？
这个真的就毫无违和哈哈哈
所以原歌词是什么？
每周必看
[《每周必看》］
[《每周必看》］
原唱:周杰伦     原告:周杰伦
让我忘记原版
每周必看
[《每周必看》］
每日化学（1/1）
半斤不是八两吗？
[《每周必看》］
新人，请问这是原版吗
传统半斤是八两[doge]
真的会笑
[ohh]
[每周必看]
路人没听过周杰伦这首歌 请问原本就这样唱吗
这个编曲太牛了
[《每周必看》］
[《每周必看》］
[《每周必看》］
牛逼了
[《每周必看》］
【《每周必看》】
焰色反应是吧
每周必看
每周必看
[《每周必看》］
每周必看当之无愧
化学课代表
竟然好听
.///
[《每周必看》］
[ohh]
数学课代表
给个三連不过分（不）
哼╭(╯^╰)╮
[ohh]
♂♂♂
[ohh]
o h h h
[ohh]
每周必康
开摆开摆
《暴躁杰伦》
[ohh]
原告：周杰伦
[ohh]
【《打破队形》】
哈哈哈哈
[《每周必看》］
每周必看
。
每周必看
[《每周必看》］
[《每周必看》］
每周必看
[《每周必看》］
[《每周必看》］
细节素质
0hhhh
每周必看
已经忘记原版了hahahhahahah
[《每周必看》］
哈哈哈哈
[《每周必看》］
【每周必看】
每周必看
（《每周必看》）
每周必看
欢迎回来
《生活TM更苦》
《数学达人》
《血   本   无   归》
哈哈哈哈哈这个
每周必看
你币有了
[《每周必看》］
[《每周必看》］
[每周必看]
[《每周必看》］
每周必看
[《每周必看》］
[每周必看]
每周必看
他噜啦噜啦嘞
《两块五》
[《每周必看》］
[《每周必看》］
哈哈哈
每周必看
[《每周必看》］
数学学渣已经懵逼
蓄力中
每周必看
[《每周必看》］
6
[《每周必看》］
（《每周必看》）
那个箭头怎么做到的，牛逼呀
[ohh]
◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤◢◤前方高能！前方高能！◢◤◢◤◢◤ ◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤◢◤挡住屏幕◢◤◢◤◢◤ ◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤
每周必看
[《每周必看》］
妈妈再也不用担心我便秘了
fws哭了
[ohh]
[《每周必看》］
[《每周必看》］
每周必看
［《每周必看》］
正在健身
每周必看
[《每周必看》］
[ohh]
[《每周必看》］
好家伙变成每周必看了
必要条件
[《每周必看》］
每周必看
[《每周必看》］
“每周必看”
[《每周必看》］
原唱：
每周必看
[《每周必看》］
妙啊
注意注意前方5A级景区
每周必看
[《每周必看》］
《门捷列夫》
【《每周必看》】
[《每周必看》］
[ohh]
[《每周必看》］
每日数学（1/1）
每日物理(1/1)
这好熟悉啊
[《每周必看》］
每周必看
[《每周必看》］
每周必看
每周必看
[《每周必看》］
[ohh]
每周必看
每周必看
嗯？破防了
[ohh]
每周必看
[《每周必看》］
［《每周必看》］
[《每周必看》］
[《每周必看》］
[ohh]
你发际线粉掉了
[《每周必看》］
[《每周必看》］
每日化学（1/1）
每日历史（1/1）
半斤不是八两吗
o h h h h
每周必看
每周必看
[ohh]
每周必肴
[ohh]
每日必看
原告周杰伦
00：01
《每周必看》
[ohh]
刘畊宏坐不住了
[ohh]
周董就跟外语歌一样，听不懂但调子好听
《绝对音感》
[o h h]
[《每周必看》］
[ohh]
[《每周必看》］
[《每周必看》］
[《每周必看》］
文学废话是废话文学
[《每周必看》］
每日数学（1/1）
[ohh]
[ohh]
[《每周必看》］
绝对音感
[ohh]
每周必看
◥◣◥◣◥◣◥◣◥◣◥◣！！！！SSS！！！◥◣◥◣◥◣◥◣◥◣◥◣◥◣
每周必看
本物理老师？？
[《每周必看》］
[《每周必看》］
o h h h h h h h
《净 说 大 实 话》
每日必看
[《每周必看》］
每周必看
[《每周必看》］
好像并没有什么不对
[《每周必看》］
[《每周必看》］[《每周必看》］
[ohh]
别试了打不出来
每周必看
《数学天才》
[《每周必看》］
每周必看
[《每周必看》］
[《每周必看》］
[《每周必看》］
[《每周必看》］
每周必看
。
[《每周必看》］
每周必看
[《每周必看》］
［《每周必看》］
[《每周必看》］
[ohh]
每周必看
《关于越听越上头这件事》
[《每周必看》］
本焯纲目
哈哈哈哈哈哈哈哈哈哈哈
突然想起来了学霸题，数正方体
底下QQ炫舞
[《每周必看》］
[《每周必看》］
H000
[《每周必看》］
原来是怎么样的？
生活是真的苦啊
好魔性
[《每周必看》］
《每周必看》
稀有气体通电
每周必看
[ohh]
[《每周必看》］
《F   N    F》
原告：周杰伦
C
化学
原唱：周杰伦 原告：周杰伦
防                            挡
每周必看
666666
[《每周必看》］
[每周必看][每周必看]
我怎么记得半斤是六两
[ohh]
[《每周必看》］
[《每周必看》］
【每周必看】
每周必看
[《每周必看》］
[《每周必看》］
nb
《每周必看》
每周必看
半斤=八两
[《每周必看》］
[《每周必看》］
◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤◢◤前方高能！前方高能！◢◤◢◤◢◤ ◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤◢◤挡住屏幕◢◤◢◤◢◤ ◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤◢◤
[ohh]
半斤不是八两吗
[每周必看]
hooo
每周必看
每周必看
新九一地纸：8滴76
[ohh]
[《每周必看》］
每周必看
每周必看
每周必看
[《每周必看》］
[《每周必看》］
00:00
空袭00:00
哇哦
[《每周必看》］
[《每周必看》］
理科代表（？/1）
[《每周必看》］
半斤是五兩  半斤八兩沒記錯指的是台斤
每周必看
[《每周必看》］ 
[ohh]
[ohh]
[《每周必看》］
[《每周必看》］
每周必看
[《每周必看》］
[《每周必看》］
[ohh]
《化 学 带 师》
每周必看
每周比蚌
[《每周必看》］
每周必看
每周必看
？
[ohh]
xxxx年xx月xx日
本来就没听过原版。现在被洗脑了，不想听原版了。
芜湖
《优美的语句》
[《每周必看》］
劲舞团
生活TM更苦hhh
充入稀有气体以发光
每周必看
［《每周必看》］
忘了原歌词
新概念音游
每周必看
[每周必看]
［《每周必看》］
每周必看
[《每周必看》］
[每周必看]
每周必看
[《每周必看》］
吼吼
每周必看
[《每周必看》］
哈哈哈哈哈哈哈哈
每周必看
宝生永梦
[每周必看］
每周必看
如果这条视频火了，我就是历史的见证人
[《每周必看》］
每周必看
火食刘明
[每周必看]
[ohh]
［《每周必看》］
[《每周必看》］
[《每周必看》］
[《每周必看》］
开头见
原告：周杰伦
半斤是八两
[《每周必看》］
《化学课代表》
每周必看
亿万天使
[《每周必看》］
绝对音感
Oh
【每周必看】
每周必看
[ohh]
[每周必看]
每周必看
[ohh]
[每周必看]
[《每周必看》］
[《每周必看》］
[《每周必看》］
[每周必看]
[《每周必看》］
七啊啊
每周必看
[《每周必看》］
[《每周必看》］
我表情悠哉唱个大概
[《每周必看》］
什么局
牛逼
哈哈哈
开摆！！
[《每周必看》］
每日化学（1/1）
[ohh]
每周必看
[《每周必看》］
[《每周必看》］
[ohh]
看来要结束了啊，输的吃土
[ohh]
[《每周必看》］
[《每周必看》］
每周必看
[《每周必看》］
废话文学升级版
每周必看
[《每周必看》］
 每周必看 
每日必看
【每周必看】
每周必看
每周必看
[《每周必看》］
每周必看
[《每周必看》］
【】
每周必看
.
每周必看
[《每周必看》］
化学课
每周必看
每周必看
[《每周必看》］
每周必看
[《每周必看》］
[《每周必看》］
每周必看
[《每周必看》］
每周必看
[《每周必看》］
氖艿滴
【《每周必看》】
(每周必看)
化学课代表
［每周必看］
[《每周必看》］
[《每周必看》］
翻唱：周杰伦
每周必看
[ohh]
每周必看
(每周必看)
每周必看
[《每周必看》］
kkkkk
哈哈哈哈哈哈
《真.念几个字》
[《每周必看》］
物理课代表
新概念，音乐游戏
114514
《每周必看》
每周必看
(￣へ￣)
每周必看
[《每周必看》］
[《每周必看》］
化学老师
[《每周必看》］
[ohh]
每周必看
[ohh]
（锁屏可打）
[《每周必看》］
牛逼
o h h h h
up你陪我的面膜
一天一遍快乐无限
文  化  输   出
《 文  化  输  出 》
原告：李时珍 次告:周杰伦
[《每周必看》］
每周必看
[《每周必看》］
每周必看
［每周必看］
宝生永梦
【每周必看】
每周必看
《每周必看》
哦
纵享丝滑德芙
[《每周必看》］
[ohh]
懒《懒》
[《每周必看》］
[《每周必看》］
[《每周必看》］
[《每周必看》］
[《每周必看》］
数学课代表
物理课代表
《化学课代表》
我什么弹幕全是这个
每周必看
每周必看
为什么不是我表情悠哉，表情悠哉
怎没接的那么顺没违和感的？
［《每周必看》］
l［《每周必看》］
每周必看
每周必看
[《每周必看》］
每日物理
[《每周必看》］
化 学 课 代 表
化 学 课 代 表
化 学 课 代 表
化 学 课 代 表
牛哇牛哇
每周必看
[ohh]
[《每周必看》］
【每周必看】
[《每周必看》］
♂♂♂
[《每周必看》］
[《每周必看》］
[ohh]
