热乎
你再骂？
小什么？？？
小松鼠
？？？？？
你再骂？
up好厉害
小松鼠
帅啊！！
暂停成功
泪目泪目
哈哈哈好多学校都有个叫启真湖的湖
考不上啊。。。。。
好叼
刚才的是松鼠？！
提前祝你吉言？
好的，财大nb
并没有魔术社
拉拉  cao
噗
文案满分
就这？
泪目
花切社
玩花切
满分作文
花切课
花切专业
番茄化
花切校友
这时候的星爷好好康
花切！！！！！！！！！！！！！！
泪目
暂停成功
蕾姆
当然是清北了「Doge
满分作文
如果我能考上的话
哪个是星爷？
？？？
woc集体婚礼厉害了
！！！
如果我能考上的话
我得先有通知书
这就是你水视频的理由?
？？？？
哈哈，考不上
有没有潜水社
小松鼠！
暂停不易
AK是个什么玩意啊
老番茄行为
满分作文
满分作文
可惜我已经上大学了
泪目
泪目
up主浙大的？有点惊喜呢
泪目
欢迎加入辩论队噢
带个女朋友
分数不够
在浙大从14年到现在，明年就要硕士毕业了
好文案
hhhhhhhhhhhhhhhhh
她？
这视频必上热门
看到这里，这不是华理吗？
？？
前提是分数够
赞 虽说已社畜多年
shen衰。。对不起
咕咕星加油！
来看潮潮了
帅啊
这是不允许哒
模联社欢迎你
1
这特么才是学校啊
？？？？？？？？？？？
怎么感觉很多大学附近都有堕落街哈哈哈
24小时不断网好评啊
？？？？？？？？？
你有！
泪目
前面说教室真好的 等你来了老和山就不会这么想了
因为你们考不上浙大
泪目
？？？？？？？？？
可以在考完从管院楼跳到启真湖
泪目
政策变了，现在大一上学期十月份就确认专业了
我也要能考到
每个大学都有一片草坪叫情人坡（等等贵北好像没有
每个学校都有启真楼？
筚路蓝缕
我动心了 可我考不上浙大
考不上 太辛酸了
？？？？？
辅导员没见过过分了
北理求是书院的感到好亲切呀
欢迎学妹们报考哈尔滨工业大学！！
这么夸张么
所以欢迎大家报考北京师范大学
画风突变
三连走起
浙大学生在此
截图成功
舟山 海宁？？？？
泪目
突然升华
哈哈哈，我大学校门口也有一条堕落街，官方名多乐街
hhhh
如果你有家人的话
传销欢迎你(滑稽)
没省前500上不了。。
陈家河校区（doge）
？？？这不是中南吗
如果我不是河南人的话
紫金港太大了
？？？？？？？？？？？？？？
？？？？？？？？？？？？？？？？？？？
我倒是想
泪目
同款beaster短袖！
混，混混
前方0.5倍速建议
光荣，不是荣光
暂停成功
华理挺真实的
学长还缺对象吗
泪目
但是会断电:)
泪目
混，混混
那为什么不是3个问题呢？因为早上起不来
学妹来窝工吧！
满分
此后，你将与历史上众多灿若星辰的名字一起，分享“浙大人”这个无尚光荣的称号
浙大雪山学生来报道
ohhh，泰勒展开式
哈哈哈哈哈哈哈哈哈哈
泪目
紫金港大二狗看的来劲了
封面
泪目
泪目
喜欢这个背景音乐
我划水了一学期，很开心，龙舟课
分数不够，心累
*文军长征
这是想不想的问题吗
混 混混
你的女粉已经大学了
？我们班主任请吃饭
泪目
老番茄的味太冲
泪目
我大一上第一轮欧过一次之后，就一非到底了
新年狂欢夜我演出冻感冒了……
别说了，已经在补选了
？？？
好肥美的鱼呀
哪来的额头
泪目
堕落街!
泪目
泪目
泪目
泪目
泪目
一样的通知书
欢迎报考!!!
求bgm
我初二，也想考浙大
我去校友啊
“如果你有家人的话”是吧？
求索？这不是我三大的校训吗，难道。。。.jpg
薛舒浩是你吗
我所知的每所大学都有情人坡。jpg
混 混混
启真湖底见
浙大蓝
大二上过，这门课最大的特点是你可以尝一下启真湖的水
有一说一我四年都没吃到烤全羊也没见过
右边第一位我舍友最可爱的wmj疯狂打call
希望我能考上QAQ
？？？？
借你吉言！
？？？
没事没事，现在意愿值选课。你可以投个250
我以为要说如果你有家人的话[doge]
成功暂停
你的鹅头
？？？？？？
截图成功！！！
。。。。我差点三次退出视频（扶额）
小松鼠
全员茄化
运河校区哈哈哈哈哈
哈哈哈哈哈
除夕夜不回家？
欢迎报考天津大学（滑稽
内向？？
泪目
西南交通大学打个广告
复旦也是这样的
泪目
等我复读去考
满分
泪目
现在是大一上啦
考研吧
别说了，两个学期没在前两轮选到体育课了
欢迎大家报考四川大学
我前年有幸来浙大参观
想考浙大但我的成绩还差那么一丢丢
太真实了
可以，但我选择北大
我没见过班主任
2009
泪目
暂停成功
大鸡腿我们学校也有，无情戳穿
皮划艇
Zhuang?
慕了慕了
四年后我一定会来！
一拳一个泪目怪
新年在实验室里写大作业
算了吧…没感觉
这不是俺们南理工的课嘛
我去，我竟来看浙大
确定不是阿玛尼？
如果我能考上的话，这次一定
2900
有被冒犯到
我承认我是封面来的
？？？？
？？？？？
66666666
条件不允许
学弟们，浙大军训了解一下
泰勒公式挺简单的啊。就是写起来太麻烦
退学警告
难怪你那么水。
真考不上啊啊啊
大一上就选上啦哈哈哈
信了你的邪
我不配当混子
我才高一
？？？
灵魂两问
E志了解一下！！！
欢迎报考清华大学
正片开始
我省692的线
......................................................
泪目
全是游客
横渠四句啊
