我也不知道啊
端午节一点不悲壮！！！去搜索一下古人过的很快乐！！！！
青金石 20银币
眼睛：好难啊 手：好难啊 脑子：真难啊
币已投，赞已点
击退32767
亡灵克星
混入其中
附魔
承包公平
啊这。。。
史蒂夫表示很赞
亡灵杀手IV
混入其中
端午安康
端午安息的给我出来一趟
MC行为
我爱说
先跪下再看
永远滴神
死亡凋谢
三连在看
端午安康
有人不
66666
1000多人正在看
终于等到你～
帅
端午牛逼
青....青金石?
锋利X
我我我我承包这一部分的弹幕了
截肢杀手
端午安康
端午安康
端午安康
端午安康
端午安康
爷青回
，，，，
就这？就这？给我亿个月，我也行
端阳安康
"白嫖呼吸, 一之型，下次一定"
NB
端午安康
端午安康
这背景音乐？？？
两把？
端午牛逼
00000000
火焰附加，亡灵杀手
灵魂绑定
锋利32767
要附魔了吗
组团偷人（998/1000）
前面的，我们8月放假也没说什么啊……
端午牛逼
石粉糁之
端午安康
端午安康
踩点n b
踩点舒服
d1
承包空屏
我就叫吴安康。。
锋利32767
端午安康
先投再看
端午安康
端牛午逼
好
全体倒立
看不到我
端午安康
失踪人口回归
万物皆可紫光檀
还在刷？
端午安康
端午快乐
端午安康
月球人狂喜
引起各位重视
大神
组团偷人(999/1000)
瑞牛节安康
666
附魔必用 青金石
打磨亿下
端午安康
duanwuankang
502，永远滴神
全体起立
卧槽
击退32767
老手艺人了
。。。。
组队偷人（99|100）
注入灵魂
组团偷人（101/100
脑子借一下
0.75搞起来
？？？
以前拿水管真空
13：07在看的人打蓝字
端午安康
才浅保佑我毕业考试考出好成绩！
端午安康
6.26 12点56分
端木蕻良
组团偷人（10086/100）
埋了咕汰的（滑稽）
蜗牛安康的哈哈哈哈哈哈哈哈哈哈哈哈哈
刀越来越高级，才哥越来越有钱
线切割切木头？？？
端午安康
专业
祖传木质
附魔！！！！
端午快乐端午快乐端午快乐端午快乐端午快乐端午快乐端午快乐
雷霆嘎巴（1/10000）
来了来了
端午安康
端午安康
二刀流
附魔
败者食尘
端午安康
端午安康什么梗？？？？
端午牛逼
端午安康
端午安康
节支杀手，亡灵杀手，火焰附加，横扫之刃，锋利，耐久
组团偷人（37/100）
我妈问我为什么跪着看
提前ohhhhhhh
adgvuwqgyb
严丝合缝。
没书架附魔不出来好东西的
端午牛逼
端午安息
端午牛逼!!!
耐久v
组团附魔（1/10）
致死晕
牛逼
白镖
火焰附加
端午安康
端午节快乐
端午安康
猛男
纳尼
踩点就很厉害
混入其中
军事重厂需要你
来人帮朕把这双手包起来我买了
论手艺我班愿称你为最强
端午节牛逼
端午安康
端午安康
混入其中
端午安康
不要钱的交水
失踪人口回归了
符文？？？
废手系列
我安康人
弹幕人均mc老玩家了
剑格
教育V
谁跟你说的说安康才对
耐久XXXX
附魔！
币比赞多系列
mc好评（doge）
耐久大帝
直感A
端午安康
前方核能
101/100
也没有安康的说法，安康是不知道谁胡编出来的
端午安康
下次一定
火焰附加 I I I
看不到我
端午安康
才浅NP
saber酱的御用铸剑师
端午快乐
牛逼
端午安康
看不到我
有手就行
端午安康
59/100
小时候不好好学手艺，长大了就只能给别人点赞
爷青回
白嫖妄想
偷人（100/100）好，人够了，走
端午节安康
端午安康
下次一定
 饥饿诅咒XXX
60/100
你的手我要了
端午安康、
端午安康
Steve：同行啊
强迫症看得好舒服
一开口就老mc了
偷人感觉怪怪的，他受的了吗？
端木蕻良（滑稽）
端木蕻良（滑稽）
组团偷人（59/100）
看呆了，都忘了发弹幕
大脑：你学这干嘛？？？
经验修补！
大佬
端午安康
端午安康
端午安康
硬核附魔
材料问题还是胶水问题？感觉这个色粉的手法比以前粗狂了很多
经验修补 锋利V 横扫之刃III 击退II 火焰附加II 抢夺III 耐久III
发财了？
端午安康
端午安康
鲜红
端午节安康
附魔台
端午安康
sabre表示很赞
端午安康
手：我学会了 大脑：不，你没有
安康
同款胶棒
ohhhhhhhhhhhhhhhhhhhhh
舒服
青金石？能附魔吗doge
干了这一杯
先投币，在观看
端午安康
?????
端午安康
终于等到你了
青金石的市面价值高于黄金
端午安康
端午安康
这个色儿
经验修复∞
看见你了
。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
火焰附加lll
硬币抢夺V（doge）
亡灵杀手 至高极限
这个点舒服
2022前来考古
锋利v
端午安康
组队偷人(26/100)
‘’‘’‘’‘’‘’‘《  》’
心疼大佬三秒钟
这画个设计图都要很久吧
卧槽
开场先投币再看
经验修复
这是真青金石
快做书架
经验破坏（滑稽）
经验修补
消失诅咒（狗头）
经验修补xxxxxxxxxxxxxxxx
互祝快乐不合适。
横扫之刃xxxxxxxxx
大家别说端午快乐啊，端午节是个悲壮的日子，
附魔行为
组团偷人（58/100）
端午安康.
端午安康
端午安康
组团偷人（100）
这牛奶是什么意思？
端午快了端午快乐端午快乐
精密A
端午快乐
两个币又没了
爷的青春回来了
组队偷人（57/100）
24/100
端午牛逼
这手我真的可以
ex咖喱棒
\1\
锋利xxxxxxxxxxxx
欧西
端午安康
粽子节快乐
up，危
端牛安康
端午安康
端午安康
闪现IV
才浅nb就完了
第一次来地球这就是附魔吗？i了i了
节肢杀手V
要附魔了
哔哩哔哩，端午安康
e
再再再再一次尝试白嫖
看，黑粉的下场
看不见我
端午快乐
组团偷人(500/100)
组团偷人（26/100）
弹幕礼仪呢？
不是锻钢，差评
消失诅咒
端午安康
不是辟谣说没有必须安康的说法了吗，端午快乐就好
端午安康
端午安康
同款胶水
端午安康
原来是真空泵啊，魔刀千刃那期就有这东西
NB
绑定诅咒x
光材料就得花不少钱
像我这种渣渣，只会喊牛逼
附魔中...
跟我去干架（7/100）
匠魂生铁；美味
跟我去干架（3/100）
跟我去干架（2/100）
组团偷人（36/100）
端午快乐
混入其中
跟我去干架（4/100）
端午安康
端午快乐
这是黑sebre用的剑
端午安康
青金石？附魔附魔，30级的那种。
偷人（21/100）
真空消泡
端午安康
截肢克星32767
端牛安康
这动手能力佩服！！！
端午安康
端牛安康
端午安康
抢夺三连十
捏嘿嘿
端午安康
附魔本书吧
桃木剑？
正在治愈I
猛男色
史蒂夫看了直呼内行
万能的502
端午安康
端午安康
端午安康
上   古   神   器   出   现！！
这
端午安康
经验不够（doge）
和大佬是同款生物我很开心(hhhc)
耐久丨V
真点手工
蜗牛安康
蜗牛安康
端午安康
附魔
这些都是什么东西？
可以附魔！
二氧化锰和纸槽
有生之年
击退32767
一下竟然做两把.......
nb
才浅出品必属精品，三连再看以成习惯
锋利32767
端午快乐
端午安康
火焰附加32767
绑定诅咒
哈喽
锋利32767
幸运X
端午安康
别乱带节奏，别乱更节奏
消失诅咒
端午安康
端牛节案慷
组队偷人（25/100）
才浅nb
三连抢夺XXXXXXXXXXXXXXX
端午安康
端午节安康
端午安康
细节细节
先投再看
端午节安康
端午安康
这糟糕的颜色
端午安康
币比赞多系列
耐久1（doge）
端午安康
光成本费现在就已经三万多了……
带石头的石中剑嘛
端牛安康（doge）
fate里还真有真空泵老虎钳这个梗
没人理你哟
给咖喱棒附魔（doge）
必三连
端午安息
三连以表敬意
明熹宗
火焰附加32k
火焰buff
毕业了，真香
端午安康
耐久大帝！
跪着看，已成习惯
可以附魔了（滑稽）
币比赞多系列
我的502除了手什么都粘不住
502真的那么万能吗
怎么突然开始耍端午安康了
瑞午安康
也是够有钱
端午安康
致死量
看这种视频要无脑三连
铭文都有，这是加了亿点点细节啊
经验修补上是一定要附的
端午安康。
EX咖喱棒
啊这
经费爆炸
端午安康
直接把端午安康屏蔽就行了
节支杀手，亡灵杀手，火焰附加，横扫之刃，锋利，耐久
端午牛逼
端午安康
牛
弹幕大军呢？
端午节安康
502大户
那个男人回来了
端午安康
端午安康
失踪人口回归
线锯怎么什么都能锯
没弹幕？
不，是魔王
端午牛逼
看着好爽
先投币在看
大佬回归
才疏学浅的才浅
真空泵升级可以重复使用
厉害
这东西不只靠手，还靠钱（doge）
组团看戏
这人真就啥都懂
这粉有我色吗？
端午安康
火焰附加
无敌xxxxxxxxxxxxxxxxxx
端午安康
端午安康
端午牛逼
端午安康
一个狠人（牛人）
端午安康
史蒂夫：内行人
66666
失踪人口回归～
恭迎首席锻造师出关
？？？？？
先来卧槽
端午安康
端午安康
大佬来了
这里建议屏蔽端午两个字，中段观感会好很多
火焰附加III
端午安康
端午安康
是不是只有我注意到他装了个新灯箱呀
前面说没有紫光檀的，你的青春又回来了
端午安康
先三连再看
击退IV
聊吧
一点五倍新世界
承包空屏，再不承包没了
端午安康
友情提示：请勿刷与视频无关的弹幕
友情提示：请勿刷与视频无关的弹幕
友情提示：请勿刷与视频无关的弹幕
nb
端午快乐
nb
满附魔木剑
端午快乐
高中
盲猜亚瑟王的剑
端午安康
光这卡点，就让强迫症满意！
锋利x
大佬来了
流匹
难道这就是传说中的腐竹剑么（滑稽）
抽气泡？
在此之前我要上一亿buff
端午安康
弹幕礼仪？
端午安康
嗯
端午安康
新附魔：三连抢夺
鲜红  色粉
端午安康
端午安康
端午安康啊
端午安康
手拿粽子沾糖吃的我，感受到了大家的甜蜜1
看这娴熟的手法确认是他，那个男人又回来了
好短
我学会了，脑子在哪领
抢夺X
端午安康才对
蜗牛安康什么鬼
卧槽~
点燃X
恭喜才疏公子喜提新剑
锋利v
神经病？
锋利X
没人敢白嫖系列
组团偷人(1/100)
才浅直播了。。
端午安康
端午节快乐！
端午安康
没有弹幕咩？
雷之呼吸
translate
端午安康
又少两个币
节肢杀手xxxxxxxxxxx
端午安康
端午安康
三连再看，已成习惯
端午安康！！！
浅式老方
亡灵杀手VII
亡灵杀手VII
哇哦
撒拉黑哟
端午安康
我都快不认识瑞牛了
端午安康
组团偷剑（2/100）
ilidilid
失踪人口回归，那个男人他又回来了，又回来骗我的银币
？？？？
抢夺VII
火焰附加III
火焰附加max
逐渐失去耐心，从抹变成倒
卧槽
横扫之刃X
好了好了，散了吧这玩意要手要脑
实时观看
史蒂夫留下了悔恨的泪水
卧槽
全才，才浅
端
端午安康
组人投团（1/100）
嘿嘿
锋利二
附魔光属性，我喜欢光属性
端午安康
请不要刷无关弹幕，谢谢
有生之年
亡灵杀手
耐久5
不多说，直接三连了
端午节安康
端午安康
组团偷人（100/15
端午安康
大佬牛逼
搭建工作室了！！！
端午牛逼
组团偷手（2/100）
组团偷人（20/100）
我叫端牛
几条紫光檀木，加工亿点点，我学会了！【不你没有】
点燃Vll
失明Vll
击退Vll
端午安康
火焰伤害
锋利vll
502打钱
端午安康
端午牛逼
up还会写符，i了i了
这熟悉的手法
好厉害
端午牛逼
先赞后看已成习惯
币比赞多系列
大佬确认完毕
23/100
三连再看，已成习惯
我出5毛买你就说卖不卖吧
才浅牛批
用铁砧
端午安康
没币……
第一个硬币，就决定是你了
一开口就知道了，都是老mc了
这是啥工具啊这个刻刀
再把年糕整理切方
端午安康
有内味了
端午安康
附魔
组队偷人（22/100）
端午安康
端午节在屈原还没出生就已经有了
太爷青回
三连再看，已成习惯
三连再看
端午安康
端午节NB
那个我没看清清楚
精密A
有没有人看过才浅露脸我看过
浆糊
挖凹，奈斯
端午安康
问题大了
这年头懂fate的已经怎么少了吗
难道不是看前三连吗
鬼画符？
32K了解一下
附魔？
组队偷人（100/100）
驱魔神器？
端午安康
端午安康
666
看不见我
爷青回
大佬666
弹幕礼仪，懂？
这是要做桃木剑？
端午安康
端午安康
端午安康
我:教练，我.......  教练:停！你想我也想
染色
有人在吱一声
（31：2086）组队偷人
端午安康
首页推荐
好细啊
第2020条弹幕
端午快乐
   ，
真就学疏才浅
端午安康
端午节又名五毒节，本来是夏季的一个驱除瘟疫的节日，后来楚国诗人屈原于端午节投江自尽，就变成纪念屈原的节日
？？？？
再学个亿年就学会了
端午安康
附魔
才浅锯子太利了吧？
同款UV滴胶
端午安康端午安康
我知道为啥更这么慢了，踩点
端午安康
来了来了
卧槽
端午牛逼
端午安康
端午安康
端午快乐
这就是传说中的手艺人吗？
你们这?
〈5毛钱特效〉information（闪闪发亮）
有生之年
端午安康
uv胶
端午安康
组队偷人（34/100）
看不见我
EXcalibur
有生之年
1.25倍好评
在做32k吗？
端午安康
端午安康
爷关更
先三连后看，已成习惯
牛逼  终于更新了、
端午安康
？？？？？？？？？？
彩铅？？？
瑞年屵糠(混入其中)
端午安康
b站三大神匠
不刷屏的弹幕礼仪……已经没人记得了
端午安康。
端午安康
这两把刀，是个人认为才浅最牛逼的两把！
"我来了, 终于"
端午安康
ohhhhhhhhhh
端午安康
耐久
端午安康
端午安康
端午快乐
端午安康
端午快乐
要想生活必自毙，生活必须带点绿
端午安康
附魔台呢？/doge
爷关更
服了服了
端午安康
端午是用来写作业的
端午安康
这个水印hhh
端午安康
端午安康
抽空，把里面气泡去除
端午安康
端午安康
端午安康
牛逼卡点
锋利V
祖传502。
紫光檀也许会迟到，但它永远不会缺席
【doge】
回归辽阿城
锻午安康
给什么？
端午节快乐
才浅，你说你这么努力，会有人给你三连吗？会的（doge）
年更up主
首页通知书
耐久三
端午节安康
牛皮
端午安康
吊
看上去才浅买到了新的真空泵
有生之年系列
3000年已过
抢夺
弹幕礼仪？
组团偷人（10/1000）
MC走错场吧？
端午安康
要附魔？
专业
端午安康
端午安康
？
端午安康
请不要讨论与视频无关东西谢谢
组团偷神（19/100）
端午安康
真·附魔
组团偷人（50/100
这样一个香喷喷的年糕就做好啦
端午安康
1111111
端午安康
端午节牛
3767人在观看
组队偷人（29/100）
这要在古代绝对是那个明什么帝
我寻思这是真空泵2.0？
组团偷人（16/100）
你的好细啊（doge）
2019条弹幕
端午安康
端午安康
端午节牛逼
我来组成2020条弹幕
端午节nb
不不不，是大国木匠
脑子哪里买的？我也买一个
大国工匠
同款502可还行
太在意手工了。有好多步骤能用小型机器完成。加快进度
组队偷人（18/100）
染料魔法
时运V
组队丢人
端午安康
端午安康
精度nb了
失踪人口回归
这是人类早期尝试附魔的宝贵视频（doge）
端午安康哦
组团偷剑（1/100）
端午安康
端午安康
这就叫做专业
小鬼警察为什么不抓标题？
植物魔法
端午安康
经验修补？？！
下面观看人数惊到我了
组团偷刀算了
已经三连，一会去补之前的
祖传手艺，502粘粉
前面的，端午真不是纪念屈原的，只不过屈原在这天投江比较有名而已……
有生之年终于等到他更新了
币比赞多系列
组团偷人（56/100）
咖喱棒
端午安康！！！
端午安康
端午安康
人形打印机已上线
白嫖awa
附魔台
端午安康
组队偷人（55/100）
耐久
失踪人口回来了
端午安康
端午安康
新玩具
端午安康端午安康
端午安康端午安康
端午安康
端午安康
击退
史蒂夫看完直呼内行
端午粑粑
端午安康
组团偷人（35/100）
我二刷了
还热乎着
工作室好评！！！
干了
组团偷人（100/22）
牛逼啦
大。。。。大佬。。。。
端午安康
？、？？？？？？？？？？？？？？？？？？？？？？
说“吾王是我的”那位，把语文重修一下
堇青石?
6666
附魔？（doge）
来了来了
端午安康！！！！！！！！！！！！！！！！！！！！！！！
组团偷人（21/100）
端午安康
這 這是!!!!!!
友情客串
端午快乐
OAO
提前wc等下没位了
康不到我
只要在加入亿点点细节
才浅大大真是踩点鬼才
这是在做阿瓦隆
锋利五！
端午安康
组团偷人（16/100）
=v=
端午安康
午安
同款固体胶
一给窝里giaogiao
节肢克星V
青金石oh
3742
组队偷人(15/100)
？？？？？？？
才浅牛批
端午安康
这是要淦嘛？
？？？
端午节好
端午安康
端午安康
喜欢才浅的精耕细作
组团偷人（10086/100）
额，偷人
端午安康
紫檀木出现拉·
来了来了
我去我去，才浅想起来密码啦
真空哎
耐久五
端午安康~~安康~~~安康
奥里给 干了
只能哦敲
1.5倍的BGM超好听！！！
为什么只能投2个币
认真看呢 干嘛呢都 别发弹幕了！！
看着看着我感觉我行了
此处可拿泡面代替
紫光檀呢
端午安康
？？？青
期待这玩意弄平整
木匠？
我和大佬同款的只有这502
乌木！！？
币比赞多系列
卧槽
告诉up我喜欢他
端午安康
青金石诶
还会雕刻石头 还有啥你不会的吗
没书架和附魔台要什么青金石[doge]
卧槽一模一样 太nb了
失踪人口
硬核青金石
亡灵杀手
我也是老MC
端午安康
woc
端午节安康
偷人？？？？（逐渐黄色）
祝哔哩哔哩越来越好！
端午安康
组团偷手(1/100)
？？？？？？
两个一起偷不香吗
这是把黑呆的也做了？？
终于更了，我等的花都谢了，几个月断更了
端午安康
端午节安康  各位
关键彩铅做了那么多手工 这手还是挺细的
是、金色传说
？？？？
端午节刷安康的都是近几年被营销号洗脑的，以前怎么没人说安康？
先赞再看已成习惯。
亡灵杀手IV
消失诅咒 doge
耐久III
踩点了
经验修补
端午奥利给！
端午奥利给！
来点不一样的，放假快乐！
1.25倍极致享受
币比赞多系列
端午安康
哈哈，老mc了
.
端午安康
端午安康
端午安康
火焰附加
红色染料
端午安康
好高贵。。。
端午安康
端午安康
wc
端午安康
端午安康
端午安康
植物魔法
抗护甲
哦哦哦哦哦哦哦哦哦
啊啊啊啊
端午安康
端午安康
拔牙锤
端午安康
