刚刚，好耶！
那些骂他的人应该道个歉了
热乎的
头牌
热乎的
一分钟！
一分钟
刘翔！刘翔！
刘翔赢了！
来了
来了，来了，先赞后看
啊。牛翔
《晚上》
哈哈哈哈
第一个？
"二分钟,热乎"
牛翔hhhhhhhhhh
太帅了！！
热乎
一分钟
3分钟
辉煌
哈哈哈哈
热乎的
挺开心hhhhhhhhhh
哈哈哈哈
第一四分钟
可爱
哈～哈～哈～
帅！
好听诶！！！
意义不明的中二气息十足
好可爱啊！！
训练量吃不消了T^T
hhhhhh
哈哈
好家伙……真挺好的
给她恰！给她恰！
1分钟
来了来了
8分钟！！
他是不是因为伤到神经脚尖麻了所以踢墙……
弹幕呢？我还以为没开呢
我好想抱抱他，我搞不懂为什么要骂他
哈哈哈哈哈哈哈哈哈哈
666
来了，8分钟
金主爸爸快来看看呀哈哈哈哈哈哈
顺口溜好顺hhh
哈哈哈
好(✪▽✪)
就是因为越来越加大强度，后来受伤了
要饭区up主   金主爸爸给点饭吧
哈哈哈哈
哈哈哈哈哈他好可爱
《刘翔创造了历史》
十分钟
中二之气扑面而来了
哇，终于来啦！
好听
逗鱼时刻又来了
是非常帅
12分钟！！
好可爱
要饭区Up主（doge）
我已经开始害怕后面了 前面的风光一夕消散
太帅了
哦⊙∀⊙！13分钟
就是这么练，把人给练废了
唉
先投币再看 这对up肝视频一直很可以
这不比那些idol强
傻子太多
呜呜呜呜不忍心看
他的21 我的21
这也比明星到处是好多了
热乎
用实力说话
来了来了
中二
好辛苦啊
6666全能
大家对北京奥运的期待太大了，其他运动员表现都太好了
ni牛逼
太燃了
好牛！
哇哦，好家伙
等饭区up主
刘翔nb
大家还没来呢吧
练废了
芜湖！
想哭
给她恰！
这样超负荷的训练 时间长了 很容易练伤
冷知识诶刘翔唱歌这么好听哈哈哈
好好聽
哈哈啊哈笑死
哈哈哈哈哈哈哈
要饭区up主
不是从来都没恰过吗
张继科还被叫做帝国的猛虎呢
好耶好耶，讲信用的up主
哇
哈哈哈哈嗝
第九道奇迹
woc好好听！！！
开始心疼了…
刘翔！刘翔！刘翔赢了！
有内味了
亚洲人的骄傲啊
押韵了
爷青回
真不错
太厉害了
这不吊打某些热搜star？
好听
hahaha
日本给张继科取外号叫帝国猛虎
26分钟，先赞后看
为啥还要提高，保持不行吗
拒绝捧杀 唉
叹息
泪目了
太可惜了
有段时间他真的漂
身体是有极限的
？？？？有病吗这些人
哈哈哈哈又开始了要饭区up主
经典捧杀
好好听啊长的也帅
有周杰伦那味了
推荐刘翔的《melody》，超好听
被耽误的歌手
刘翔好可爱啊
压力太大了啊
英雄
牛翔
训练强度过大吧
明明是个弟弟，诶，好像这么说也没错哦
什么时候讲讲帝国猛虎
捧杀
刘翔是83年 那06年不应该是23岁吗
他也是人啊
刘翔是永远的英雄
帅啊
比黄晓明好听多了
很庆幸的是我是一个一直都支持他的人
女人就是善变！
飞翔人 好点
过了过了
上海模子
刘翔是冠军！！！
12.88，这个数字我简直不要再熟！刘翔牛逼！
九道奇迹
记录不是永恒的啊
少年队自信
要饭区up主
刘翔北京奥运会之前状态太好了，人们期望太高了
这还不够吗？未免太苛刻了
刘翔，罗伯斯，都被自己国家人毁了
刘翔实打实的中国体育第一人
刘翔yyds
要我我都飘了
真的很帅....
第九道奇迹从此诞生！！！
实际上刘翔那时候已经飘了，他自己都说了，那时候感觉自己无所不能
哼 明明酸了哈哈哈哈
不过有一说一有伤确实不应该硬撑
燃呀
可惜 盛极而衰
中二
可能对手是小日子过的不错的人
他就是被媒体给捧杀了
直道在哪一道不都一样吗
烫死我了
再怎么也是人啊
哇
“庐山升龙霸”
超负荷
《庐山升龙霸》
太强了
来了
这尼玛离谱
他太强了
这不是王自如？
刘翔nb
来了
第九道奇迹！
不敢看了
刘翔真的太帅气了！
太强了！
科普一下，短跑过程中，对手越快，自己才能越快，但是在第9道没有办法观察对手。只能自己跟自己跑
一小时
乌拉！
看看人家！跨栏大满贯冠军唱歌还好听！那些所谓的顶流都学学！！！
金主爸爸快来吧！
累坏
哎
王自如
很多人欠他一句对不起
哈哈
压力好大
哈哈哈哈哈哈哈哈哈哈哈哈
快点让他们恰！
所以第九道为什么有劣势呢？
牛逼
三连了
真的。哈哈哈哈哈哈哈哈哈
牛翔hhhhhhhh
又燃起来了
真的太强了！背后付出的努力可想而知
好听！
小透太可爱了awsl
哇
这的BGM知道是啥了麻烦点个赞告诉我，谢谢
wowwowwow！
训练强度太大了
00
燃起来了
一小时
压力太大
打翻醋坛子啦
一直练没休息，身体肯定受不住，这都违背科学了
来了
英雄
泪目
那些键盘侠只会吐槽 
键盘侠们连比赛的资格都没有
这不比博人传燃 
杀狗
要饭区up主石锤（bushi
好可爱阿
BGM是Lindsey的！
哈哈哈哈哈可爱
九道也要人跑啦
好牛
捧杀
想想李宁吧
帝国破坏龙
燃起来了！
这是训练过度了吧，物极必反啊
当年他低谷的时候很多人骂他，而我没有
牛翔
好帅
刘翔真的好帅没有距离感的帅呜呜
起飞了！
哎，结果韧带拉伤，终身遗憾
哈哈哈哈
突然发现男up长得很像苏炳添有没有
21岁
哈哈哈
厉害耶！
太牛了
加
刘翔就是民族英雄。那些指责他的人真的是太不应该！
不应该这样的。。。我们可以尊敬他。。但不应该过多关注人家的生活。。
对不起
好
突然中二之魂燃起来了！
因为当然媒体捧杀他带节奏
没有之一
想到罗辑
一个刘翔 一个孙杨
没有弹幕
练坏了
帅
弹幕
哼
想起还有一个帝国绝凶虎233
12年我上初一 当时我好像也特别不理解甚至无语 人云亦云 我真的是太无知了
太可爱了 心理活动
都是他的 
哈哈哈哈前面要饭区up的别走 被我盯上了
小透好可爱啊啊啊广告商呢让她恰！！
好像李小龙呀
哇
酷啊!
我不敢看了
人类通病只能同甘不能共苦
不忍心看啊
看的我热血沸腾
疯狂暗示
厉害
我记得当时一直骂的就是他没调整好就硬上奥运会还接了好多广告代言 才导致后面全网黑的
好沉重啊……
《哼》
哈哈哈哈哈哈
2008年可惜了
好听
哈哈哈
不会受伤影响比赛吗？
卧槽 全能
结果就跟腱受损了，唉
21岁
心疼
致敬
想问第九道为啥不利啊
第一次知道，原来他唱过歌。
22岁吗
练废了，强度上的太大
史冬鹏也挺强的  就是一直在刘翔的光环下
被你练废了
啊！好心疼！
牛B
因为无礼的没脑子没主见的人太多
我爱了爱了
就是这么牛
完全不用P图。哈哈
现在看依然热泪盈眶
梦到牛翔关我刘翔什么事
思迈鲁 思迈鲁
好听好听被夸是必须的
帅
我们校操音乐，这首歌原来是刘翔唱的！
牛
啊啊啊啊啊啊啊啊啊啊这才是哥哥啊！
让他们恰！
好家伙！一个月一次冠军
好累啊，我每天半小时都累
是不是强度太大了呀
刘翔真的是英雄
又帅有努力，一直坚持追梦
好听欸！！！！
.
啊啊啊啊啊啊啊牛啊！！！
让他们恰
牛翔!
牛!!!
热乎
确实好听
泪目
故意的
日本那是傳統中二好嘛～
卧槽好好听！
好听！！
休息会吧 感觉会出问题 强度太大身体会受伤吧
来啦
 真就高产似那啥。
yyds
确实好听
好可爱！
不知道为啥越看越觉得刘翔长得好像巩俐orz
我看的直播
他太可爱了
结果练坏了。
“键盘侠”真的该死
打了三天点滴还第一，真的是神仙了
谢谢
是不是刺激太大了
霸气！！！
中国人的骄傲
哈哈哈哈哈
好可爱好牛逼
来了来了
leimu
我giao这个画面我小时候好像有印象
强度太大
教练你真的是花样百出
小透明明太牛了！！
这期一定要看完！！
求歌名
英雄啊
哈哈哈哈哈哈
很伤身de这么跑
又帅又可爱
请不要用网暴这个词，行不行，闲人也不闲
要饭区up主
第九道怎么了
史东鹏也很强
哇，肉眼可见的速度
哇
牛翔
好可爱
好家伙，好好听啊
哈哈哈哈哈哈
要饭区up
桀骜不驯的少年
为啥还有人要骂他呀？气死。
这个全民不包括我们
从此刘翔是个形容词
太牛了
好帅好帅
激动
他也只是个人啊
太苦了
小明吃醋了，哈哈哈
大魔王
心疼
所以伤病爆发
太帅了
练伤了呗，我健身三年也是练伤了再也练不成了
全能高手
文武双全
！！！
可能，运动员体能强 他唱歌气儿也足hhh
现在娱乐圈里的各位“歌手”，出来挨个打呗
12.91上学时课本里就有记录，过去这么多年，一直有印象
比吴亦凡好太多
好惨
卧槽，鸿星尔克！
哈哈哈哈哈哈哈
厉害厉害厉害太厉害了
帅就一个字！
现在看，他和周杰伦有很像的气质，霸气自信且帅
全民？谁tm又能代表我了？
真不错，阳光帅气大男孩
那些家伙！
好心疼，不忍心看了
哈哈哈哈哈哈
不光是中国人的骄傲，也是亚洲人的骄傲
当时大家都很希望刘翔在家门口赢。
哇
好帅
太可爱了
真的好听耶……
亚洲的速度 哈哈哈哈哈哈 刘翔nb
太帅了
心疼
天，08年他才25
练过头了
被耽误了
燃起来了
唉以前骂他那些人…有想过他背后的训练有多辛苦吗，好心酸，为国家赢了多少次奖牌，最后还是被国人骂
那时候真的少年意气
都没过10w就发了，多可惜哦～
这就是王者吗哈哈哈
