那我是第二 
高考没有黑马，没有谁的成功是一蹴而就的
没错，很失望，不过我是考研
我都有了
我自己不是这样的，但是父母是让我这样的
真实
我就有这样的同桌，她不慌，我慌
我TM有一个年纪第一的同桌，我每天都感受着世界的参差
如若考上复旦，必来还愿
那你能给个建议或做法么
我同桌经常讲我做题快
梦里
is me
真实
本人了
后面男生王大雷？
但有些人思维更灵活更开阔，他们更高效是注定的
明白自己高考失败的原因了
一个星期72节课
不是吧！ 在我脑子里安了摄像头
我同桌全校前五，笑死根本追不上她
一直没用劲
别骂了
真实
真实
me
这就是我高中时候的状态
真实
我河南一天学17个小时
对！
人家三年的努力凭什么让你一年超过
同感
拿来主义
请收下我的膝盖
真实
骂得好。
等你打开这个视频
我就是那个同桌 dog
上个超级重点高中就行
好真实
我就是这样我很焦虑
别骂了
太真实了
这是个不错的鸡汤，但也应该是最后一个，看够了也改行动了，做比自我感动重要
感谢！
感谢！
我同桌不学习但思维好
这不就是我吗
好真实
握草zy
你装监控了吧
我只想知道
太真实了吧
你再骂！
我同桌上课每次都比我认真，可是每次都考不过我
是我本人
我
主动性，拿来吧你
天呐太真实了
真实
一定要有自己的四维体系
感谢！！！
bgm是什么啊
我同桌做题的时候是很快，但是我慢条斯理也没什么不好
别骂了
草监控我
就是我了
啊这就是我了
我新高一，学到高二了，暑假学完高中数学所有内容！！！
垫底辣妹
突然发现自己原来本来就有诶，还老觉得自己不努力。。
直接报我身份证号吧
这就是注定要被删掉的分母
别骂了
但很遗憾，这是大部分人无法否认的事实
三句话，让男人为我花十八万！
为什么我高考完了才看到这个啊！
太对了 这就是我现在的状态
我老是想我说错话，做错事的后果，高一过得很不开心
bgm是什么求求了
好真实
总结到位
真实
zs?
是的
卧槽圣诞快乐劳伦斯先生
好真实
！！圣诞快乐劳伦斯先生
是我
今天高三开学了，马上就上学了
别骂了别骂了
(ಥ_ಥ)
是
2000+的兄弟们好
超级真实！
好准
拳手要有自己的节奏
太真实了……
这是…衡水模式？
早就发现了，但是找不到那个捷径，说实话确实有捷径
我的捷径就是找到一个好老师，我的分数会蹭蹭往上长
一模一样
真实了
这就是我啊啊啊
垫底辣妹，电影
肖申克的救赎
就像是摄像头（狗头保命）
bgm 圣诞快乐，劳伦斯先生！
还有一年高考，感谢看到这个视频，还有机会
真实
真实，真实
确实
真实啊！
这几点反过来就是方法
卧槽这不是我吗？
哈哈，我原来也是这样的，现在心态变了，不那么追求速度开始追求质量了。
我同桌做卷子永远比我快一面... 
我都不管别人的，我就干我自己的事
主动性，拿来吧你
对对对
BGM 是声之形里的 可以去找找
真实
骂我
一星期88节课
真实
这是什么电影啊
没有追求
我听懂老师上课讲的课就已经很累了
坐最后一排没有同桌的好处
人间真实
我去太真实了吧
对对对
emo了
我要哭了
有，就是我
感谢
雀食
真实。。。
不行了不行了太真实了快哭了
真实啊，我就是这样
真实了
太真实了，就是我自己每天都在想的
就是我了
好真是牛逼
一模一样
！？我内心被窥视了？
没考好就650了呗
总是觉得到了最后一年可以逆袭当黑马，所以前两年都在玩，到了真正急的时候，才发现自己赶不上了。
真实
不是的
我就是那样的同桌
叶泽森
太真实了
说的太对了
从来错题本是任务要求罢了
错题本至于
想反驳，但是也不知道该说啥，你一年这么干拿什么跟人家三年努力去比？
好鸡汤？
被迫失去主动性，每天的强制学习只会让我厌恶学习
对
对
垫底辣妹  come on！
三连了
真相了
垫底辣妹
高分儿～
我想上
我的银行卡号是
直接喊我名字
wc
那如何判断呢……
太真实了
怎么可以这么真实
哭了T﹏T
我新高一，正在背四级
是我了
泪目
是我没错了
我的初三，差不多是吧
救命
我还好
先收藏高三再看
真的说道心里了
680的回来看
是为了逃避父母的说教
技巧平时需要多用，不然考试你不敢用
但做题本质更重要
你再骂
真实！
我的自觉性超级差
700的回来看
好像自己的放弃从未责怪过自己，也只是一直在责怪周围那些不适合的氛围
我在睡觉！！
k d
我更赞成早睡早起
现状
有一个月这样学习，成绩直线下滑
66666666
三连
真的
太真实了
是我
一天14节课，七天连续，一星期98节课
作业布置太多，自习课少只能被动
千万不要上课的时候，开小差过度思考，这回害死你的！！！
其实做到这些你已经超过大多数人了
前面11节的，我们算上自习的话14节
2021河南高考考了523分 打算去复读了 明天开学 
上海考生围观
已经毕业了
太真实了
我真的不喜欢约束自己给自己做计划
真的，我特别怕她
我初三分了一个特别差的班 几乎就是这个状态麻木不仁 索性 考了当地最好的高中但只是普班
永远相信树林
中国人民大学
啊这
恭喜你发现了宝藏
60＋9＋8＝76(目前高一)
这个还是会，但是就是懒
电影名《垫底辣妹》不谢
好真实555
别骂了别骂了
电影名《垫底辣妹》
那来吧你！
拿来吧你！
太真实了
好像是我
别骂了
高考完了，我还有机会嘛
被骂醒
这的确是被动的，
对呀
高效的学习一定是简洁的吧？
我都没干过
一天13节课。。
这就是我的现状，很想改变，而又没有办法
一星期98节课（包括自习）
对
加油zjg加油syx加油lyw
太真实了，简直一模了一样
全中啊啊啊啊啊
救命，好真实，不要再骂了
啊这
呜呜呜呜呜直接报我身份证吧
真
笑了天天如此
怎么可能呢！对于大部分中高考失利的同学
真实
是我没错了.....
报我名字吧
刚考完准备明年再战
bgm：Ascended Vibrations
BGM：圣诞快乐，劳伦斯先生
太真实了吧……
确实
如果高二也已经超过了呢，，
背东西背不下来，又懒惰懈怠
。我们的课好少 ，一天七节课 还总是有自习 ，有时候整个下午都在自习 
真实啊
破防了
人间真实啊。
哈哈哈
xa
是我没错了
2024高考加油！
真实
我同桌做的比我快，我就会这样
我同桌就是，经常题目没看完就做了，我也不甘落后
好真实啊
希望高三没有同桌
像极了，我成天看小说的样子。
怎么就网抑云了？
这真的是我高二一年，直接从年级20名掉到50名
太真实了
好好看完 宝藏up嗷
不就是自己吗
我我我！
zhezh
好真实
没考上大学，就是没看到这个！不过我还有机会，能不能把持住？
收藏了
真实
傲慢
老师布置的作业大多是没用的，但是不写会挨批
是这样了
谢谢
是的 我和同桌就是这样
如果你对自己的知识点有系统性的了解，写不写作业其实没有你想的重要，你更需要一些针对性的辅导书
哭了是我没错了
我是前者
这好真实
真实
太真实了
这就是我啊！！
真的很真实
就是我了
想什么就去干啊！！
是啊
这就是我们地理老师说的啊
我干了！
一年650真的没问题，高中三年做了太多没意义的事
我上数学课有被题难哭过
我完全不参考
太真实了
管同桌干哈 干自己的！
这tm说的就是我
三年之后进入复旦
这就是我
我正好649
就是我了
太真实了
真的很真实
真实
真实
是本人没错
上课听不懂还是因为思维方式不太对
我没有同桌
真实
唉，说出了心声
你再骂
谁又不想考高分
卷
但是老师就喜欢这样的
今年中考前一个星期都还在玩手机，没觉得自己努力，最后考上市重点，平时认真听讲，多动脑子
句句见血
真实
这就是我！！
太真实了
我是为了钱
卧槽
大一来啦
噢这就是我QAQ
挺真实的
真实
我就是这样......
别骂了别骂了别骂了
所以后半学期我申请单独一个人做了我发现我和他之间不能互相提升了
这是奇葩说么？？
太真实了
就是我
真实
不要将错误过多的转移到别人身上你也是结果原因的一部分
我同桌能比我高？
真实
三年后高考
表白教授
真实
我知道自己和同桌坐，屁话多。所以，就申请做后排，单位
如果老师管的不严，很少人会假努力​
永久反弹
还有一年，祝我考上复旦
直接念身份证吧21届的哭了
草 人间真实
我早读一直在唱歌
所以我跟老师申请，教室里面安排了两组单排座位
牛啊牛
纠正一下 氛fen围 fen第一声
我不做笔记照样碾压那些假努力的人
你是在我家装监控了吗？
我高三三百开头努力到五百，努力真的很重要
虽然我成绩也不错但是我同桌真的比我好很多
本视频和提分的方法没有关系！是激励！
会有烦恼，不过更高层次
是我是我了
真实
努力成为普通人
太有道理了
不要想太多别给自己太大压力
准初三来看了
凡事讲究一个有效
天呐 真实
你直接报我名字算了
的确啊
真实
明年高考冲刺600
高三现在
自己掌握自己的未来
老师太差了
你怕不是安监控了
是我
就是
但是我觉得我努力的挺有方向的
一天14节课
一星期80节课
高一一星期80节课
我看哭了…真的哭了…好奇怪
生活不是漫画
确实
2022高考加油！
真实
我只知道.......我不是主角。
确实
做得好慢学不会巧方法哭了
救命救命
蚂蚁认为的离天最近的地方，在人类的眼里，不过一座两三层高的楼房。而我们又怎么知道还有没有比自己更强的人？
破防了
草，太真实了靠！
600
我的天呐
大学不会因为你完成了多少作业而录取你——鲲
真实
我就是这样的
简直就是我
呜呜呜你是不是黑我教室监控了
太真实了吧
我学文科的真实写照
巧了，说的不正是我吗
啊这，完全没有，做题真钻进去了，哪怕周围人再吵也吵不着
即将高三的我做题贼慢，我现在慌得一批
别骂了
有用功和无用功
真实
草
我连这种努力都达不到……
我就是！！！！泪目了
破防了
安监控了？
我是这样的
我高一的同桌比我强太多，当时做题时就超级焦虑……
够了
不用把心情当负担，这些都可以有的，慢慢就不会了
做的了谁都能上清华
一模一样
学霸也会沾沾自喜，做出题不开心还算什么学霸，只是人家阈值高点罢了
挺好的
我。。。
蠢憨憨才这么干
准高三
早上在睡觉
老师讲课的逻辑我接受不了
其实网课完成1+1+1，认认真真的跟下去，怎么可能学不好
不是我哈哈哈哈
再骂
我低消，我盲目，我无所适从
真实
哭了，一模一样
不难呀
我从五百八到六百六多
至少努力过好吗？
给我总结到20个字！！
我现在连努力都做不到，我觉得的我永远没有用尽全力哪怕是70%的力量都没有，可悲的是我还用这种不够努力的努力来马鼻自己
你在说什么，
太真实了
吾有一友
垫底辣妹！
我同桌做题确实快，但她不去考虑其他选项为什么错，为什么对
是我了
真实
这我都敢看
真实
6666
圣诞快乐劳伦斯先生
已经骂了要分钟了，该说正事儿了吧。。。
这就是我
我呀！
嗯
说对了一半
回顾整理优化
不不不，同桌太洼了
不是
我一天12节课加一个小时的早自习
唉，啥也没记得……
我是那种天天计划做不到什么的人
对
错的不是我，是这个世界
我是职高
把摄像头给我拆了！
6666666
准高二
啊，这不是我
就8讲话好像我的班主任（一个奔三的帅小伙）
确实
准高三
我自己能不清楚这些问题吗？说怎么办啊！
是我没错了
一星期84节课
我同桌年级第一，没什么比较的必要
太真实了
准高二+1
抛开一切想法，先动起来再说
长我这样
别骂了别骂了
没错没错，就是我
这BGM，你币有了
这也太真实了吧
准高手报道
别骂了别骂了
太真实了
太过于真实
还有316天高考，我可以
必须动笔啊，尤其是数学之类的，边听边做
真实
太真实了
....有被内涵到
这个片段好像是垫底辣妹
啊啊啊确实
我靠我自己
直接内涵我行了太真实了
真是被打击地一点也不想学了
但是不做一定不会好
进度条好评
并不会
哇
拆监控！！
是我了
好真实，我一直以来都是这样的，这样的我还有救吗？
是我！！
别骂了别骂了
真实
伪努力
太真实了
学会了不应该开心吗
怎么那么真实啊兄弟
小丑竟是我自己。
尽吹牛逼
真实真实真实真实!!!!!!!!!!
复读加油
上课就走神
我同桌成绩比我差不少，但我经常也被她弄得很紧张…
不要养成抱怨的习惯，你的老师怎么说也是比你强的人
太真实了
说得都对
别骂了别骂了
不是我了就是我了
真实
好家伙能不能不要再重复所谓的“现状”了，什么时候能开始正题啊？
别说了，直接念我身份证得了
准高二
我连作业都不做
哭了
请把真实打在公屏上
哈哈，我就和我同桌比着做，我做的比他快就嘲讽
已经开始难受了 
真实
真实 就会变得麻木
对 没有合理的安排 什么都想做
对✓
人大！
救命我会因为一件事想好久 真的无语
天分努力和方法
是我了
幸好我没同桌
想上天津外国语是日语系 我能做到吗
！！！真的是这样
670!加油！
啊啊啊啊啊啊啊啊
准高四
我中考同桌之前一直比我高二三十分，中考只高了一分，然后我们上了同一所高中
说得好
冀中准高三
太真实了
2023北大等我
恭喜发现宝藏
你直接念我身份证号吧
别骂了
真实
所以就不听课
别骂了别骂了
混吃等死
好真实 
坂本龙一
救命好像隔着屏幕在diss我
讲怎么做、
垫底辣妹
本质是内卷（确实
有道理
准高二
哎，都读研了让我看到这个，不过确实有用
2024高考的我开始慌了
我觉得我读书这10年来，从未真正努力
确实我感觉我就是这样的
有点迷茫
为什么我大二才看到这个视频
树林给我冲！！！！
up主也是经历过这些的人吧！
如此详细
md这就是我
准高三
真实
像了
这是对努力三年的人的否定，更是白痴的幻梦
这一段坂本直接让我哭
我同桌写作业真快
真的想k
好真实
我的笔记全是关键词没一个完整句子主要是我懒哈哈
麻烦直接报我身份证号
我是饭店后半个小时再去食堂
你想多了
身份证
肖申克的救赎！！！！
就是我，哭了
太真实了
我检讨，这里是我了
希望更快是我了
新初一的好有危机感
大家好好想想啊，up一边骂一边也告诉了我们怎么努力啊
准高二
就是我了
我高考完才看到，所以，我决定复读
准高二
准高二
你必须要知道，失去了主动就失去了 未 来
太真实了卧槽
不就是我吗
真实
全文背诵
这是正常现象吧
犹豫就会败北
犹豫就会败北
明天高三开始上课了！我要考650
复读生，2022高考必胜！
是我了
准高四
准高三
完了现状
我感觉快来不及了
就是我了
对 真的希望
真实
真的真的！
牛逼
真实
特别真实
然而我的老师讲课没有逻辑和线索。。
复旦复旦！
上课想自习又不让，lj老师没办法
现实
别骂了别骂了
准高三
是我本人
别说了别说了
我也复读了，不后悔
是我！！！
被动
说到我心坎了
早上等吃饭，下午等放学
呜呜呜
高中的后辈们，努力吧！
这就是我中考失败的原因
就是我了
呜呜呜
我我我
你再骂
你抱我身份证号算了
真实
我本人
还有一年
第一秒想到什么做什么
的确，很多时候是这样的
跟我现在一模一样。。
真实
别说了，我经常被批评上课瞎起节奏……
考研已上岸，up主说的很对！
之前会这样，现在不会了，我会好好生活
哎
准高一全中 开始害怕
别骂了
绝对就是我了
认为自己听懂了就沾沾自喜，天呐我在干什么
这就是我呜呜呜呜呜呜
我清楚自己缺什么也知道怎么补 ，但就是无法付诸实践
学校课程密集却又没有针对性。。。
主动思考最重要
我不喜欢你这样说我的努力，但确实是这样的
遇到不会的要花时间想清楚，不能贪量
这个有，但并不多
确实
我就会有这种心理暗示呜呜呜呜
确实如此
害，真实
嗯
您是魂穿到我身上了吗？orz
是的
真实
直接念我身份证得了
太真实了
就是那种死记硬背，不理解做题不会用，笔记本做得特别好看，错题做得特别好看，都是过后都不翻翻的
失去了主动，就失去了未来
我
这些东西要是能控制，那我的未来。。。。
真实
上述我在做的时候都没有，我仅仅是懒得做
2023年延边大学英语系！！等我
我同桌比我厉害多了
emo了
好像就是我
课要听
我不做
全中
准高二
努力
好真实啊，感觉自己有点安于现状了
宁波宁波！
防止第一节课犯困
感觉时间不够用，救命！
恭喜你发现了宝藏 
小丑竟是我自己
是一种要求思维的转变
就是我了
我我我我我我说不出口了
！我想追到喜欢的人
太真实了
如果考上复旦 我必来还愿
这不就是我吗。。
要有自己的计划才不会陷入盲目的比较
效率
准高三
BGM好评
要不直接报我身份证号
我感觉你在骂我
用手上
只有在最后时刻才写作业  但比同桌成绩好
不！拒绝无效努力
·时间被挤得不剩什么，很难有大的自主性啊
太真实
别骂了别骂了
好吧，我是想到哪里学哪里哈哈
破防了呜呜呜呜呜
这就是我
有时候我都不在意这些
真的太真实了
好家伙 凌晨181个人再看
我之前那个物理老师只让我懂得死套公式
这些话对艺考生并不适用
所有人都这样
别骂了别骂了
所以怎么听课啊啊啊？！
加油
一模一样
真实，这就是我啊
请继续骂我吧……已经麻木了
注意力最重要
真实
合工大等我！
天呐，真的真实
高二最后半个月就是这样 焦虑崩溃最后成绩真的跌了好多
真实
1
不是
孩子哭了
现在大二，高三三年没做过笔记，高考四百多分
啊我已经高考完了
已经开始压抑了
从来不比
确实真实
太真实了
摄像头拆一下
笑死 根本没有同桌 哈哈（说着说着就落泪了）
高四啦
新高二
准高三
其实个人感觉，上课认真带入投入的听老师讲加上思考很有用
我同桌比我慢，但我还是慌
行了吧，骂了我好几分钟了
准初三
我同桌说她数学考砸是因为我些太快了让她很慌
这点我到没有 
就喜欢这种白日做梦的视频
是我了
噢！开始了
你是怎么知道我的想法的
复旦那个等等我带我一个
如果旁边有这样的同桌确实是
对
过分真实
破防了
我本人。。
救命 怎么那么真实
中国海洋大学
呜呜呜太真实了
四川大学
五个同桌……
真实，我就这样
准高一+4
真实
真实
准高三
对
准高二
太真实了
建议学习心理学
准高三报道
真实
主动刑
而且，这些沾沾自喜也很搞学霸心态的
确实，条件不够要创造条件
深圳大学
放平心，学习在于专注，不要在意他人，才不会被别人影响
高考考完了过来看这个
等我一年 在回来
对对对差不多比我快
当班里有一个写作业快的人，作业竞赛就会以惊人的速度传播
就是我了，我说我怎么学都考不好，哎！说到心坎了！
bgm犯规了
太真实了
我名字烫嘴呗？
告诉你，假努力有多可怕
告诉你，低效率学习究竟有多可怕
这就是假努力
就是我
开学高一，鼓励一下自己
明年一定上一本
确实
好真实
前者
说得对
早读我们是固定的
求BGM！
个人认为任何人都不可能一直保持高效和专注，偶尔上课走神绝对是正常现象，及时调整就可以了，不要有太深的负罪感
人间真实
这么真实?
真实
这不是常识吗...
一星期80节课？？？少啊
直接念我身份证得了
2022年中考
希望三年后可以上厦大
准高二
这叫内卷
我就是
救命啊报我身份证号吧
一摸一样
真实
又在我身上安装了摄像头
准高三
真实
别骂了别骂了
点名吧
是我没错了
准初三
草太真实了
2022加油，，ly我爱你
靠
我.....在全校最差的班级
准高三
准高二
摄像头？？
清华清华
正在分屏听课的我听你说的津津有味
对
真实
别骂了别骂了
目标清北
准初三
破防了
真实
浮躁啊
一定要爱思考
对对对，在刷题中抓本质，抓方法
就查没读身份证号码
真实
初一没事自学都能懂，但是高中我淦了
真实
偏科狂魔表示其实是我真的听不懂(=_=)
我就是…
真实
“作业要有选择性的写，不会有任何大学因为你完成作业而录取你”—朱昊鲲
幸好我是那个比我同桌快的
太真实了
这个声音有点像张锡峰啊
这就是我没错了
准初三
2022高考生哭了
高考完再看真的很触动
一定行！
我的高三就是这样的，高四搏一搏
不，我会找来我所有的资料，找到那一部分，用最短的时间刷题，到会为止
人间真实
怎么可以这么真实
太真实了
我要复读了，这将是忘我的一年，抛弃自己的大多数欲望，回归理性
准高三
初三的时候就是这样
两个都有
不容易
准初一
对不起
不，我同桌全校第四，做题飞快，学的还贼轻松
大家都要加油鸭
好真实啊
一天13节课 午间练 12点中午放学 十点晚上放学
准高二
真实
再战2022
我就是这种，，，老师都很喜欢我觉得我很乖
我同桌做题永远比我快
别骂了
我的物流每次都能考到3位数但生物英语的背诵类科目拉的我上不了600
就是我啊
太真实了，是我!
别骂了
真实
准高一
好真实
我感觉我玩了三年考了个郑大，再努力一点
能不能进清华
复读预备役
真实，我已经开始哭了
可我也不想这样
太真实了啊
我是这样的同桌，我同桌也说因为我她感到有压力
真实
学霸不都是高效的，也有不少是堆积时间起来的
完全没有
我初三就是这样的啊
高三打基础 高四985
妈耶，说的我已经开始焦虑了
不知道我一个准大一为什么看得津津有味
又是我
我一般都是做不完就做不完了
初三一天13节课
初三一天13节
好真实
要有效率不是蛮干，注意休息运动
英语单词就对了
这不确实
写个鸡打基础才是王道
正片开始
不择手段的前进
旧高三
学习确实需要花时间去思考
想了很多，但是那些人对你而言并不重要
就差念我的名字和身份证号了
对
太真实
所以我已经放弃努力了
别骂了别骂了
正是在下
我本人
到现在还没看到干货
北京大学等我
其实这个视频对高三落榜生真的很
很疼
自习课，不如老师给你上课，给你的真言
准高三
:-(，已经考完了
坂本龙一…
准高二
我会问
不，要先了解自己，找到自己的节奏，盲目跟着别人没有用的
我上课都在玩
别骂了别骂了
啊不 有规律的好像也是
北京大学
感觉是要去看
准高二
因为太蠢，用力过度考不上985 211
说句实话，能上的还是能，不能上的看了之后能上的也是极少数
复旦复旦旦复旦
好真实啊啊啊，啊啊啊啊啊
641北航路过
我靠
想过
人大
我过去说不定真的是这样
凭什么拿一年的努力超越别人三年的坚持。
准高三
准高三
准高二
678.ZG.
所以我到底该怎么做啊
太真实了
真实了，自从化学考试总复习，我就这样。
准大二
别骂了
草了我同桌是年级第一。。。
当你读这句话的时候连这个视频你都已经走神了
可怕的收藏量
zhaichao
准高二
太真实了
是我没错了
太真实了，把我骂醒了
一字一句都在说我
太真实了吧
准高三
、
后天开学，准高三
改必还愿!
加油
哭了
对，我是
救命 我一天15节课
真实
靠这个表情好真实
高4了
诶，我硕士都毕业了
类目
这就是我啊！
md
就是说！！！！
我感觉也是
一模一样
准初二
别骂了。。。。
上海交大学子表示这说的就是我
准初三
2022中考加油
准高二
讲方法啊
但有些知识点我看不懂，抄一遍就懂了
准高一
真实
啊啊啊啊好真实 我现在就是因此很焦虑
好真实啊，这就是我的现状
高三毕业很无赖
很幸运 在初一就看到这个
我在初一看到
太真实了
全中……
人间真实
氛（念分）围
很真实
每天一遍
已经悟了的人连三连都不给就关闭视频了
666
难道我这一年就真的没希望了么...
主动，湖南师大冲冲冲
？？？？？
在那个满是没有目标的班级，我真是迷茫
准备高四
我上课真就做梦
准高二
真实
真实了
三流高中的我该怎么办
45**************56
川大
劳资从来不按老师的来
做题最慢正确率最高
准高三
整理笔记是已被科学证实过的低效的学习方法
真实极了
他比桃白白还准
这不是人之常情？
高三开学马上考试，好害怕，只有10多天了
梦想开始的地方
所以我们不要做作业
准初三
我我我（举手）
真实
真实
准高一
念我名字吧我去
我感觉我就是这种
我同桌很腊鸡，但我并不想要这种空穴来风的优越感
对的
2022年考生很慌张
是我了
是我了！
天呐！
太真实了
第三遍
480是我混出来的
。。。。。。。
真相了
真的很真实
真实
没有一所大学会因为你完成作业而录取你
收藏夹里吃灰
谢谢，川大650   加油！
简直看哭
三连了
哎我们这650都上不了太好的大学了
真的窒息了
好真实
是是是
我。。。。c中弹了
我天哪就是我
haozhenshi
真的是我
说到这里都好真实
条件不好就主动创造条件
三连了
准高三
2023厦门大学等我！
高四了
两年后高考
准高二
准高三
感觉一直在假装努力
2023高考
内卷
赤坂
真实
救命好真实
早读大部分时间都在打瞌睡或走神
太真实了
一模一样
真实
太真实了
别骂了别骂了，人傻了
准初三
少年的你
真实
新高二
课程密度太高导致焦虑颓废
哦哦哦
2022 上海外国语大学！
准初二
真的跟我一样
厦门大学
我比他们都快，但我还慌
高考这条路感觉也是在拼心态
是我
真实
真实
有点戳我了
我靠就是我本人
+
真实
玩了三年500多点
2023 冲！
别骂了别骂了
准高二
坂本龙一！！！！
哪些话说错了真实，真的很难受
怎么找逻辑，逻辑是什么
太真实了
三连给你了  ……  别骂了
西安交通大学报到
突然发现自己也成为了“别人家的孩子”
已经在受骂了认真着呢
woc破防了彻底
高考完了来挨骂
我才四百多
就是我
我做题比我同桌快……
准高三
准高一
准高二
说的有道理，说的很现实
唉我错了
准高三加油
但是我根本不努力
真实
早读是用来补觉的
2022加油上600
俺也一样
俺也一样
是我
是的
中
是的啊
高三党来看
这就是我 所以我一次又一次的放弃
我才初一……
准高三
梦校南京师范大学，加油
梦校南京师范大学，加油
对
复旦
准0
复旦加油
准高三了，呜呜呜
真实了
说的就是我
选择困难
上大招
对头，还受别人嘲讽
我现在5年级已经开始慌了
准高三
希望努力都有用，2022高考加油
太真实了
湖南大学
哎。
？？？
在犹豫中毁灭
！！’
我在玩的时候恰巧也是我完全懂的时候
慌了
完了
中国海洋大学
一年后上公大 加油！
真实住了
真实了就是我
这些我都懂，可就是坚持不了啊
太真实了
太真实了！
可是我根本努力不起来
真实
现在我
准高二
这就是我
准高三
恭喜你发现宝藏! ! !
别骂了别骂了
总觉得自己能当黑 马感觉我自己实在是太可笑了 
准高一觉得自己要有危机感
就是我
准高一
大三了，才看到
好咯噔啊。。。。。
已经大二了……
啊，这
是我没错了
量变变成质变
太累了
真的很累，每天早上6:20起，1:00睡，每天考2场试，不一熬夜连基本作业都写不完，根本就没时间自我学习
厦门大学
真的是自己啊
从来不早晚读
z准大班准大班
真实
你再骂！
Merry Christmas
准高二
太真实
被动学真的太真实了
真实
这个bgm
太真实了
报我身份证吧你
太难了就是我救命
我不只是同桌，还有来自全班的……
我。。。。
那我还能咋样？
准高五
从不做笔记
？国防科大的快跑
已经开始焦虑了呢
我，一定能考上复旦！
北大啊啊啊啊啊北大
清华
如果我全占了？我该怎么办？
准高二
说的对，可是我已经上大学了【不是
前面考复旦的等等我
别骂了别骂了
准高三，希望能不负自己，不负父母，不负未来更好的自己
准初二
准高三
东北师大
这是我
2023武大等我
这不得给老师看吗
呜呜呜这就是我
你币有了
准高三
已上南开大学
准高二
换同桌吧
学习？我不会
这就是我
南京大学等我
太真实了
我初三三年没写作业，老师家长也没管我，天天打游戏，上课偶尔听课，但还是考上重高了。。
自己就是这样，哎
哭了
我要上本科
是的是的
别骂了孩子哭了
山大山大！！！！
初二发抖
准高一
真实
准高一感到害怕
今年高四了
哔哩哔哩2021第一宝藏视频
就是我啊！
我总觉得自己一天啥都没学，啥也不会
真的好真实，准高二哭了
是
太真实了，我真的感觉我每天都很累但是又感觉自己每天都无所事事学不到啥，成绩也不提升但又感觉自己好像努力了，诶
真是
真实
真的太真实了
谁和我一起考中山！
别在前面铺垫这么久，没必要，道理大家都懂
太真实了吧5555
简直在述说我的整个学习状态
真实
准高一
准初三，现在考上高中都是梦
开始哭了
hyr学姐等我
