一分钟
1分钟！！！
9分钟
jojo联动
我的童年！！！
啊，武曲文曲，想起来刀子了
偷星九月天yyds！！！！！
15 分钟哦耶
1
1
2
2
1
1
1
1
1
1
1
1
1
1
2
2
2
1
1
2
1
1
2
1
1
2
1
1
1
1
2
2
2
1
1
2
1
1
2
2
2
1
1
1
1
2
1
好家伙
贪狼hhhh
十莉在此
不应该是全都要吗
emmm，吴签！xswl
中二的名字
《吴 签》
X战警
旋风管家？
笑死 紧跟时事
腿我爱了⊙∀⊙！
大预言家
哈哈哈哈哈
九琉党狂喜~前期就是这样入坑的，可是后面emmm
都预言会带来灾难了为啥还要还有冷冻起来留到现在啊？
明明都预言是灾难了为啥还有留下来到9000年后呢？
这些都是前期的暗线后面才填的坑
这画风……是前传？
不行，前传真的崩
九十来也
哈哈哈哈哈哈哈真的
早期画风真的跨度好大
就是个空气
十琉，不管，九月是送的
潇洒哥！
抽卡动画（dog）
bo亮kei影是你！
这个画风
火系人上人
没办法，从漫画更新顺序看，九流很明显是一对，但作者怎么想不重要，观众喜欢那个才重要。
235是我买的第一本知音漫客
贪狼，神之手
穆？
十月yyds
专业名词，神经栓
我从头看到尾一直没看懂这个大背景，现在才搞懂……
神之手
表白女王沧月
沧月！
我一直没有看完，想知道结局
贪狼yyds
前期作者可能都没想后面那么多吧
吉良吉影
啊，白玫瑰
天上天下，唯吾独尊，沧月yyds
结局算是回归原点，九月在最后为了让拯救自己的十月和琉星恢复原样而从新开始了自己作为九月天的生涯
支持
第一本，好熟悉
人类的身体承受不了八种元素
永远爱潇洒哥
其实算12个，我记得后来番外有讲玄月好像是主动要求的
一开始只是个搞笑漫画，后来才胡编乱造补齐设定，改成热血的
沧月是操纵冰
这一本我还有
我有这一本
封面炎无惑
九十党！
难怪说抄袭圣斗士
贪狼真男人
其实九月原本没第七感，是搞定了光元素石
11111干得漂亮
抱歉，我是十琉的[doge]
人均一米九
三月四月啊啊啊啊啊啊啊我嗑死
3434！！
勇者是女孩
九月
破军意难平
只喜欢玄月
准确说应该是龙凤胎，七月是弟弟
九琉！
然后出来了4个有8元素的人
雅典娜的圣斗士
想起来小学看到文武区结果的时候还哭了
我嗑十莉
讲道理 我觉得他俩才是官配
古锡兰王也有第八感
画风突变
这分明是男仆！
这个画风是越来越好的，看着作者肉眼可见的进步
贪狼永远的神
我只看过前10卷漫画，这真的是同一个故事吗
三月四月我磕的CP
我是从漫画中间看起的，觉得不错重头补，结果发现画风突变，当时还以为自己看错漫画了
1111
童年回忆
呜呜呜呜当真爱出现撒哈拉沙漠会下雪呜呜呜呜太殇了
前期还没异能的设定，设定一度改，剧情改的像稀饭
我当年全看完了天哪
？？看背景串戏了哈哈哈
九琉九琉！！！！
以前巨喜欢三四月
13位吧……
她？
不三联都对不起当年的起早饭钱
我全都要
我爱三月
集体融合是戮尔五世
我的九十呀！！！
呜呜呜呜呜呜呜呜呜呜
十月，我曾今的老公哈哈哈
这名字是家有儿女的梗吗……
沧月，四月，我滴最爱，
沧月沧月
我也是石榴，石榴永远的神！！
贪狼，沧月，yyds
我当时最磕他们两了，哎
知音漫客啊啊啊啊啊！！
不是贪狼吗？我忘了实在太久了
其实只有玄月苍月，九月十月，三月四月二月五月有戏份其他基本跑龙套
三月四月波塞冬篇才有异能，之前都是靠体术，三月用扑克，四月用鞭子
九十呜呜
最靠谱不应该是玄月哥吗
九十！！
好复杂
辛吉斯哇，八个鸭子大
画了九年，画风当然变化大
这段没啥好讲的，后面剧情跟这些半毛钱关系都没有
贪狼
九十！
十月和梳星
我有这个海报！！！
好家伙，我都没看过前传。
呜呜呜呜呜我今天才重温了
潇洒哥
十月yyds
三连给我的童年
