啦啦啦啦啦啦啦啦
戈登拉姆齐
哈哈哈
第二部的瑞秋是真滴老 没有第一部好看
承包这块空白屏
来了来了
我是来看诶经马宏的
我喜欢老爷但十分讨厌小丑
感谢小丑送的手榴弹
有极限也决不放弃做人！！！
无法忘怀 
忘不了
偶像 
校车果然是最硬的
等待戈登
1hour
time for payday 
戈登弗里曼
我不做蝙蝠侠了
莱杰之后无小丑托马斯后无火车
悖论那家伙吧
木鱼这个描述没有灵魂呀
这句话没开玩笑（认真脸）
伏笔
戈登心里咯噔了一下 
记重点
马宏
收获日
靠前站
我也觉得是
那是马修麦康纳，脸盲就少说话
GTA太平洋哈哈
I believe chaos
进度条好评
来晚了
来了
这部真的最佳
民风淳朴哈哈
哥谭真是所有罪犯的集合地。、
哈哈，这个真经典
我以为要开花了
我雇我自己
蝙蝠侠的下巴是无敌的 钛合金的  哈哈
哇哦
不太理想
导演不让吐出来
为什么不把炸弹从嘴里拿出来 哈哈
1个小时..
防火不防狗
木鱼NB
希斯啊
按G带上面具
双面人来了
牛逼
wtf
看过的谁会忘记
为木鱼加一
"马宏越狱后,转行了"
哇一个小时
木鱼NB56分钟快乐加倍
还顺便黑了一把中国
这一幕是在黑中国制造
大家记得收藏呀！
我喜欢管家的眼镜！
说这把卡弹的枪是中国制造的
明场面
先素质三连了
第一部里就是稻草人
不是
民风淳朴歌谭市，人才倍出阿卡姆。
忘不了
这好像是个洗黑钱的银行
受美剧影响 感觉戈登是个渣男（捂脸）
唯一的笑柄——蝙蝠侠被狗咬
瑞秋？堕落街传奇的那个。，，
我也觉得小丑演技炸裂
让你话多
///////警察突袭中///////
被狗咬其实是捏他 漫画里姥爷 的梗
不和你多bb
诺兰标志：就是不出血
复仇者是没有极限的，当有极限的那天，就是一切都结束的那天
刚下的1080p又看了一遍
玛丽简
一个钟头好评
可惜你没有钞能力
好早啊
这部里面的芭乐比上一部瘦好多
来了老弟！
这个转身太帅了
这个地下室哈哈哈，在好多欧美MV里看到过
防弹护甲被狗咬穿
大家一定要收藏呀
最爱没有之一的电影
我要杀的是巴士司机
经典桥段
万人齐看 好感动
这句台词导致中国不能够上映
来了来了
先投币在看系列
我喜欢这个瑞秋
从未遗忘，每年至少都看一次，神作
黄秋生那个。。还真有点像
永远不会淡忘 小丑最经典 如果说放在今日这部票房真的绝逼很高
现实世界哪有这么多非黑即白的事物，都是灰色的
最高的不是《守望者》吗？
有病就是，跟风什么呀，难道杰昆演技比希斯莱杰差?让杰昆怎么想呀，都好，都不差
可以的！
这里穿帮了 下落角度不一样
我哥谭之王 企鹅呢
进度条舒服
666
为什么不拿出来，因为这个人被枪打伤了，瘫在地上动不了了，没到到说话的样子吗？
天天永远的小丑
无法淡忘啊
伏笔啊
回头不是即兴发挥
经典黑暗骑士
哇 来了来了
大爱蝙蝠侠
这个面具特像黄秋生
Makes you stranger. 
金句
神作来了
啊，你不是瑞秋，你不是瑞秋，你不是瑞秋。。。
厉害了我的鱼！！！
伏笔＋1
马宏！哈哈哈 
三条狗放倒一个蝙蝠侠
进度条好评
最爱  没有之一
@John Wick
蝙蝠侠才是老爷，韦恩只是伪装
催更红楼梦
希望1080p
绝对的理想主义者
片头呢
节目效果拉满 心疼一波马宏
这都能撕起来，2333
片头就看出导演功力是真的无法挑剔
这个瑞秋是杰克吉伦哈尔的姐姐，也就是希斯莱杰基友的姐姐哈哈
来晚了 一小时前～
出现了 三狗屠仙镇
阵
2333
从未遗忘
1小时前，坐等木鱼更新
莱杰之后无小丑，托马斯之后无火车（手动滑稽）。
来了 老弟
莱杰之后无小丑，托马斯之后无火车（手动滑稽）
然后就去地狱当看门人放出凯奇了
太平洋标准差事
太长了吧
上马宏
哦大家都能时刻
真正的蝙蝠侠/虚假的蝙蝠侠
没有杀死你的会让你变得奇怪这就主题
一般吧
双面人就是例子
嫌吵
哇
不愧是狗薪王
马宏叔叫Tbag来
看这片喜欢上了希斯莱杰，可惜天妒英才啊
双面人
这个长度太感人了吧
并不是，小丑这个人物从头到最后都没有改变，不能算主角的
第一次将imax
用在动作片
这长度....
为什么不自己从嘴里拿出来。。。
刚才那是小天狼星吗
我的天哪，颤抖地点进来
never
怎么可能忘了
56分钟！？
木鱼水肝是想笑死我吗？啊哈哈哈哈
ming m
民风淳朴哥谭市
虽然很像 但这不是詹姆的演员
永远的经典
来辣，老弟！
戈登心里戈登了一下
一万九正在看，我的妈呀
终于来了
超人都能搞死，还有什么极限
wow！
下饭
越狱那个警察
戈登心里咯噔了一下
太平洋银行可还行
没有钞能力，行侠不如意
payday2
屁股下巴瞩目
save martha
为什么我觉得这版瑞秋比较好看呀
是小天狼星，加里奥德曼
这招贝尔用过两次
看我刷出了什么
阿尔弗雷德
这个瑞秋是真的有味道，爱了
这真的是我最喜欢的一版小丑
并不觉得，大爱小丑，可蝙蝠侠才是真实又伟大的
fbi agent mahone
水形物语让加里奥德曼拿了奥斯卡，来的有点迟
好可怕
20282在看
卧槽进度条牛叉
帅
开头一级棒
DC
DC
DC
h经典
肖申克的救赎
教父1
废话太多把命丢了
是你！卡斯特罗•振宇
黑暗骑士
马宏好惨从越狱被欺负到这里
以老爷的意志力，被狗咬了几下，没多大事
2小时前
时长感人
他们好像都不知道吧...
马宏你不抓逃犯了？
防弹衣你用刀割
托马斯之后再无火车
伏笔在此
给大哥上烟
我不做人了
声音太好听了啊
给大哥点烟
狗的咬合力有时候比子弹还要有伤害 不然前面那位老哥去去试试吧
托马斯之后无火车
这个躺地下的演员很眼熟
瑞秋换人了
吓死了
每个人心中的恶，小丑正式利用了这点
骚 的不行
两小时两千弹幕？
超！好看的！
2万人同时观看
马宏来了
狗牙＞子弹
有根紫色的线卡在门上！
完全不可能遗忘的作品
B战房价多少？
这部说是DC最好的电影不为过
吹爆希斯莱杰！
天哪，这时常
来了，第亿名
你为什么这么严肃
这部片我无条件服气
真的压过了主角
这个不是手雷
名场景
芭乐太敬业
@法尔科内、菲什穆尼、企鹅人
joker
并没有
啊啊啊啊啊啊啊蝙蝠侠丑爷我来了啊啊啊啊我爱你们
希斯莱杰啊啊啊啊啊
我们全家最爱看的就是木鱼水心！
丑爷也喜欢尼采吗？
我吹爆三部曲
payday
马罗尼……
心中第一的超级英雄电影
好帅！！！
来了嗷
这相当于又看了一遍吧
没有
来了嗷
大哥抽烟
这个电影让现在的英雄电影无法超越了
左边有payday的彩蛋 黄色的
为韦恩少爷发弹幕
这里有个一镜到底 爽
感觉并不是超级英雄电影，而是小丑心中另一版公民与道德
这种地方能带枪?
payday2
payday2
这个小丑真的吓到我了
本作由小丑本人亲自出演自己
戈登心里咯噔了一下
火箭打球的那个叫 拉登
这个小丑真的好吓人，吓出阴影
前三肖申克，教父，和教父二
来了
抛开其他，蝙蝠侠在做让他有意义的事 小丑在做让他感兴趣的事
我的天，进度条牛逼
What bus driver?
描写篇幅大
上庭没安检？
我爱贝尔
民风淳朴的哥谭市
双面哈维？？
讲道理小丑这里的安排是告诉每个人杀一个同伙的，并不是说杀掉所有其他同伙。。
黑暗骑士把我炸出来了！
30249人...
不要使用中国货2333
喜欢第一部的瑞秋
收获之日 走起。。。
我是来看冠希哥的）没进错门
天，56分钟，辛苦木鱼了！
蝙蝠侠也是超级英雄游戏评分最高的，gr96分
为什么不把炸弹拿下来 手明明没绑住啊
payday2
because I‘m Batman’
超英天花板
我看了三遍这部电影，
一小时
没看到这根线吗 这个人没确定这个是不是拔线炸弹 怎么敢拿出来 
咯噔咯噔的
永远不可能忘记，超级英雄电影的天花板，《守望者》与《黑暗骑士》
最好的漫威你可以出去了 引战左转
怎么可能会忘
我想反手给这位阿姨倒杯卡布奇诺
干脆播原片啊！！！！
先三连再看
小！！丑！！！！
来了终于来了
嘻嘻
两小时前
真的是漫改英雄电影的巅峰之作，已经脱离了漫改的范畴了
真没觉得
吐出来啊。。
开头这段十分惊艳。
被个叫   白昼骑士
3W人与我一起看
这么可能忘
看我优秀的一键三连
前方你的小可爱突然出现
天降正义！
忘不了
成邓邓。。。一刷还是和你看的
什么尼？
陈冠希
马宏！你在干嘛啊马宏！
我没开玩笑！
马宏
法克你
来了
这部好像我也看过
马————宏————！
我就是看黑暗骑士爱上诺兰的
怎么会忘记！
这还难看？你审美需要进步二十年
这个瑞秋是紧急选角的，哪点比得上前作……
来了来了
他中弹了大兄弟们
越狱的马宏？
三狗屠薪
收藏过一万五会有第三部，我先藏为敬
马宏是你
丑爷
人是有极限的 JoJo！
绿了绿了
来了 来了
啊啊啊啊啊
终于等到你
忘是不可能忘的，这辈子都不可能
来了老弟
前面还跟着一个镜头在滑动？
弱弱的问一下哈维是kingslayer吗
奶娃
大哥  抽烟
来啦~
火箭还真有戈登，埃里克戈登
3万多在看
木鱼大大辛苦啦
终于来了
药水哥
之前他们合作的《致命魔术》也是很好看的电影
从未忘记
马宏
绝对的经典
并不会。。永远的天花板
开头很抓人
你错了，应该是他们分别知道的，小丑只告诉其中一个人。
这个每次看都有种惊悚感
防弹护甲怕狗咬
太早来了，弹幕太少了。
贝爷演吸血鬼都不用化妆
这里小丑用得是glock17 但是可以连发 不知道算不算bug
就像一群人模仿小丑一样，所以才说小丑和蝙蝠侠是一样的
payday
我靓坤不服
为蝙蝠侠刷一发！
终于来了
电影的一半时长
顶起来
小丑毁了光明骑士，重创了黑暗骑士
一直觉得零九跟她好像
不会忘记
上部瑞秋漂亮些
极品老妈里的亚当
收获日
这里有一个经典走位
我没开玩笑
经典的亮相！
吾心吾行澄如明镜，所作所为皆为正义
经典剧情
管家侠
神作怎么可能会忘，漫威宇宙简直就是小学生
来了来了
法院有卧底木
尊重一下别的演员
越狱这么红吗原来
大哥抽烟
这不是玩笑
红鲱鱼缪误
干嘛呢马宏
倒不如说只记得守望者，V字和黑暗骑士什么的
小丑和蝙蝠侠咋就一样了。。。
他捂着手啊，中弹了
hhh
网不了
妈耶这么长 爽爆了
民风淳朴哥谭市，遵纪守法洛圣都。
隔着屏幕感受到了恐惧
00后忘了
我收藏了  你呢
我准备去刷了
这个小丑真的有吓到我
我刷到了什么！！！
等待的是戈多！
手应该是受伤了
投币必须投币
马宏
防弹防的是冲击力，而刺破力和方式不一样
yousili
防弹衣不防刀刺
木鱼你这是放了一部电影在这儿吗
马宏
哈哈哈，开心了
超爱稻草人
稻草人有帅到我啊啊
强运钞车兼职神了
瑞秋太老了
想念迈克
感觉自己像黑暗骑士
你们发什么‘忘不了’，自己多大没点数吗
没有第一集的瑞秋好看啊，这个太老了
最佳開場
终于……
不可能 这是天花板
时长满足
人均药水哥
最爱的超级英雄
来了来了
狗薪王
这才是英雄
神特么水形物语让加里奥德曼拿奥斯卡，人家拿最佳男主是靠至暗时刻这部片子好吗，最烦这种不懂还装x的
小丑象征了人类最强悍的精神，强者逻辑。
杰克哈伦密尔的亲姐姐
双面人
kill 3 men with a fucking pencil...@john weck
能防弹防不了狗牙
太好看了！！！！！！
举报黑社会送人头
是瑞秋的妈妈吗。。。
牛逼
友情提示  收藏过一万五  这周更新第三部
小时候被吓的不轻
这部电影真正成功的点是共鸣，这个故事不是距离我们很远的超级英雄，而是我们身边可能甚至可以发生的事情
怎么可能淡忘？
防弹护甲怕狗咬
小丑！！！！！！！
蝙蝠侠可是经过忍者大师的训练啊
这个法克你让我想到了老番茄
妈耶，鬼看条
木鱼牛逼
这时长真是惊呆我了，这已经不能算是简单的影评了
这个音乐
前面的是肖申克的救赎，教父1和2
前面滑动的是包
某种意义上就是一样的 蝙蝠侠如果越过那条线 立马变小丑
小丑跟蝙蝠侠都不是主角，而是半脸人
最爱的蝙蝠侠，最棒的小丑！
小伙伴们，你们好
臣附议
前280w开心
最爱的超英电影，没有之一
15542名同志你们好
排第九是啥电影？
人杰地灵阿卡姆
杰克·尼科尔森的小丑也不差
payday
贝尔脸型还是不太适合蝙蝠侠，乔治克鲁尼的下巴更好看点
这里的台词是吐槽枪是中国制造
新的杰昆的小丑看预告应该也不错
来了来了
还得利用他搬钱。。。
pay day 2
BGM也超赞
人类都是有极限的
稻草人命太长了。。。
如此经典 不得不看
有时候没分清双面人和黑面
太大了，吐不出来，真惨
戈登在魔术打球
屁股下巴...
这算是电影解说了吧
瑞秋 堕落街传奇女主
这个瑞秋演员的弟弟，和希斯莱杰演的断背山
药水哥的臭弟弟可别让我逮着了，不然有你好果汁吃
约了蜘蛛侠
杰克·吉伦哈尔的姐姐
niuni
忘不了，这部片子太震撼了
我昨晚刚看完
无法超越的经典
我记得中国不能上映的原因是一个反派是香港的，黑了香港
给阿姨一杯卡布奇诺
按F带上面具
杠精
马宏：我不要打酱油，我要活着装逼啊
我就一直好奇怎么没血？
特不喜欢这个瑞秋
一小时！！！！！！
还我原来的瑞秋
蝙蝠侠才是吧，小丑往后悄悄
戈登咯噔了一下
这任务还能成功吗
不可能会忘
星际穿越无人机也是
戈登的心里咯噔了一下
这黑老哥是cw台的
哥谭打架王
？
校车最结实的车，森森的美国文化
我想听木鱼说第三部里面画幅来回变的问题
木鱼大大注意呀！！身体木鱼生病了
蝙蝠侠黑暗写实题材和超级英雄宇宙题材不是很搭
心中最好的蝙蝠侠
PAYDAY 
6666
顶撞阿福没有小甜饼吃！
等于看电影
堕落街里的Candy嘻嘻
马宏
来了啦啦
看完下班
我感觉本部核心在双面人。。。
laile
它的硬币是单面的
为什么把企鹅人戏份剪掉233333
老爷的护甲经过轻薄化处理之后各种不结实。。。。
别说经典片段名场面了，这电影每一帧都是经典
永远不会忘
来了老弟
管家侠
警方突袭中
他动不了吗
补完越狱后 原来是马宏哈 这阵容 哈哈
诺兰巅峰之作
永远记得那句台词：那些杀不死你的东西，会使你快的怪异
上马宏 上马不喊话
有生之年？！！！
最好看的超级英雄电影，不接受反驳
民风淳朴哥谭市
fgnb
卡麦 法尔科内
小丑皇
Why so serious ?
不是算时间，是在车上装了跟踪器
太平洋差事 搞事情
北境永不遗忘
why so serious
吹爆小丑
不会的
怎么可能忘？
我怎么记得以前更过啊
这个出场满分
这个老爷再高一点
按G带上面具
"respect,respect,respect"
防弹车现在已经有了自动驾驶。。。。。。。
来了！！！
payday开始了
payday
吐出来啊
二五仔
在嘛
来了老哥！
这片唯一败笔就是女主太丑了
太可怕了
这部电影充满了古典戏剧的哲思和反讽
蝙蝠侠是照亮哥谭最耀眼的一束光，但这束光是黑色的。
评分不过分
封神之作
马洪
对应名句What doesn’t kill you makes you stronger 
Stronger 改成stranger 
小天狼星？
人才辈出阿卡姆
三狗屠神
哇有点厉害这个长度
萨利机长
没有钞能力23333
我好像在哪看到过 管家吊打大超啊
这女的……
最喜欢这句话，感觉这句话是影片的核心
来了
超级无敌经典的开头
嘴炮
每个情节都有多个镜头
最爱的电影之一
Because I am batman
看过五遍
蝙蝠侠死于狂犬病 全剧终
"You can die a hero, or live long enough to see yourself become the villian"
双线结构，黑暗骑士蝙蝠侠，光明骑士双面人
马宏！！！！哈哈哈！马宏！！！
why so serious?
？
自动变色
我gta就照希斯莱杰这版joker捏的按G戴面具
我不做人了，乔乔！！！
双面人出现了！
从未忘记，就是因为这部电影喜欢的蝙蝠侠，现在也依然是最喜欢的超级英雄
终于来了
我约了戈登打篮球
但是每一次都有云
三狗战薪王
三狗屠神阵
…！！！！！！
！！！！！！！
吹爆！
I believe whatever doesn't kill you simply makes you stranger。
三部曲里都有稻草人23333
大哥谁让你话多来着
终于等到你！！！
Nice!
长度吓人
太 平 洋 标 准 银 行
英年早逝
不可能忘的
这不是秘书的那个女主角吗
双面人
来了
这么长？
?
长
payday
说这是无法超越的小丑真是想多了，只能说是最棒的小丑之一
丑爷！唯一的小丑
直接原片？
吃我手榴弹
马宏
不是说中国制造，而是陶瓷制品
发个弹幕庆祝我能发弹幕了
小丑!
我永远不会忘记这个电影
他已经中枪了
20171人正在观看
马宏！！！！
经典犯罪开场
双面人
当下颚张开一定程度卡住，不去医院确实拔不出
李勇
说希斯莱杰之后无小丑的，今年小丑独立电影要上映也不怕打脸？
人有极限，蝙蝠侠 没有极限
来了
的话
太美丽没什么卵用。
香港
三连发射
马宏！！！！
戈登心里咯噔了一下
啊啊啊啊啊啊啊啊啊啊啊啊啊
太平洋银行的怕不是给他爱玩多了
时长感人啊
人类的力量是有极限的
看我发现了什么！！！！
这个开场我吹爆！！！
Stranger（更奇怪） 和stronger（更强大） 是谐音
电影感谢你抽烟男主哎
怎么就牵手了
堕落街传奇
神TM有人模仿就是一样的
有人模仿你，有人模仿狗，所以你和狗也是一样的？
哇，这时长
诺兰，木鱼，蝙蝠侠喜欢喜欢到爆炸
此时黑了一波made in china
666666
戈登心里戈登了一下
龟龟，一个小时
泥猴
最经典的小丑，可惜没了
忘不掉啊
啥也看不到
这不是玛丽珍吗
名场面
收获日
必须三连
这版最为可惜的就是瑞秋选角太差了
21489人正在看。。。。
这个看得我热血沸腾 真正的英雄
双面人
这里说的太简单了
第一次怎么前排啊
21460再看
双面人
小丑
工具人
女战神？？
老贵了！
无敌的希斯莱杰
fxxk尼
中国制造
56分 可以啊 老弟
DC最好的我觉得是守望者，但我也爱蝙蝠侠
加了来了
不算天妒英才，他自己要自杀的
这个头套脖子不能转动23333
哈维丹特，我们能相信他么
卡布奇诺
more than a hero
木鱼水肝
光明骑士
这里意思是小丑打破常规，违反了高谭的规矩
塑造人物简直太棒了，单拉出一个来都能当主角
56分钟··················
最喜欢的电影
民风淳朴洛圣都
可以看原作了
I kill the bus driver
FZ里跟麻婆决斗的场景就出自这里
缺点就是瑞秋太丑了
That’s more like it
payday？
56分钟！
厉害
超好看这系列
真的无法超越 看完真的震撼
这个背景音乐是真的牛皮
MMP两面都是头 撩妹子
这个地方在使命召唤8出现过
这不是总统么
所有蝙蝠侠护甲都显胖
最爱
怀疑这个瑞秋是希斯莱杰推荐过来，毕竟是杰克的姐姐，断背山....
狗薪王
小丑和蝙蝠侠就是一正一邪感觉就是同一个人
喜欢
dark knight
小丑经典！
马宏你咋了
一个小时？！！！！！
麦康纳演过越狱里的马宏探员
很难不想起断背山
我约了狗蛋
点睛之笔
吉伦哈尔的姐姐
怎么可能忘
最后还是小丑赢了
从没忘记
希斯莱杰呜呜呜
来了来了太好看了
最喜欢的小丑
肖申克
哈哈，能发弹幕了
打狂犬疫苗没？
希斯莱杰的小丑真的是完美的表演
民风淳朴哥谭市
qaq我是超喜欢这里的小丑的
第一名 肖申克的救赎
这是哥谭市人民银行
冲！！！！！！！！！！！！！！！！！！！！！
片头payday
马洪
一年前
太长了
没能上映的原因不是老美那边发生枪击案么····
丑爷！
小丑性格比较单一，没有变化，不够深刻，现在就期待年底的《小丑》了
钞能力
太平洋银行。。
这个是真的！
第一第一！
蝙蝠侠三部曲
致敬希斯莱杰！
来了
tada！
进度条劝退
终于等到你
平平安安哥谭市
伏笔
冥 风 淳 朴
这次为啥视频帧数低，动作戏都像慢镜头一样
没声音了怎么
啊啊啊啊啊 来了来了
哥谭人才济济啊
来来来！！！！！
木鱼巅峰之作
收获日的感觉
哥谭情种，哥谭单挑王
感觉片头已经是一部电影可
戈登心里咯噔一下
瑞秋可以 我喜欢
去死吧   马宏！
最爱最爱
伟大之最
来了
感觉小丑才是让这电影提升不少分的关键
必须吹爆
戈登的心里咯噔了一下
死于话多
满分作文预警41：23
123
可惜这部秋太老了
终于等到了，joker
越狱
高产
你们都是布鲁斯韦恩 我们狗头人哭哭惹
这个瑞秋很有气质
老虎咬合力比狗强多了，也咬不穿凯芙兰纤维
左边店铺有个黄色招牌PAYDAY
名场面
哒哒
啊啊啊啊啊啊啊啊啊啊
吹爆
9.9分的电影
我就是这样认为的！认真的！
二五仔
来了
啊我死了
来来来啊
@多米诺
不 我要看红楼梦
进度君
感人
这一部入坑蝙蝠侠的
一小时！！！
这确实是最好看的超级英雄电影没有之一
管家侠最牛逼
超英天花板 怎么可能淡忘
真正看明白的人只会觉得主角只有蝙蝠侠一个
怎么会忘
投币再看，已成习惯
哦！马宏！
马修麦康纳的你在逗我吗？？
希斯莱杰
演马宏的叫威廉菲得内尔
越狱
双面人
兄弟萌我来辣
还有一次在美国精神病人里也用过这招
made in china
守望的深度太高了，不娱乐
说喜欢小丑的 你真正知道自己喜欢的是个什么吗
vvv
这里让我想起了美国精神病人里的仍电锯砸人~
哟
我约了阿隆戈登打篮球
见老爷就滚了进来
Because I amBatman
主角是小丑 蝙蝠侠是配角
你属于黄灯军团
法克你
这个瑞秋……无语
第三遍了吧？
看了不下六七遍
这个开头真的震撼到我了
不死镇狗薪王
伟大，经典
木鱼辛苦了，谢谢木鱼大大的陪伴
最爱小丑
游戏剧情也超级棒啊
说马修麦康纳的睿智小学生才是脸盲
你是谁不重要，重要的是做了什么
感觉唯一的不足就是女主演员太丑了
不会，这一部电影比其他所有的超英电影加起来都好看
开头就很吊
辛苦了
这并不是开玩笑，不信你问奥斯卡的评委
"nonono,i'm gonna kill the bus driver"
我 杀 我 自 己
怎么可能忘记
还是中心城的反派实在
下意识的点了一下进度条。。。等等56分钟？？
戈登的演员演过第五元素的大反派啊
戈登我可以。
这是重制版吗
不是叫拉登吗？
刷了不知道多少遍这部电影
希斯莱杰
这个银行在三个老枪手里也被抢过
R.I.P
来了
记住这个硬币
理解深一些你会发现他们是有共同点的，小丑也说过
碳纤维防弹衣和凯夫拉也会被削尖的尺子刺穿呢
永不会忘
永远的老爷 贝尔
这个杀手不太冷里的反派警察
这个开头逼格超高
这个也是伏笔啊。后面此人会用到
666
怎么可能
姥爷可是拒绝过黄灯的人
为了希斯莱杰的小丑看的这部电影
这部不知道是不是imax摄影机的问题，画幅总是变来变去
戈登心里咯噔克一下
墨菲
当年就是在b站看的
吉伦哈尔姐姐
看到前面说药水哥。笑喷了
这部有陈冠希嗷
hhdj
njj
来了
蝙蝠侠可以 变成超级英雄   而不是一个凡人
丑爷
滚床单去了
关弹幕保智商
关弹幕保智商
一个字，牛逼
经典阿
并没有，小丑和蝙蝠侠缺了谁都不完整。
能把那个手雷上的柄捏住就不会爆
终于来了
太赞了
丑爷
太经典了
瑞士银行无误
第七ROTK
老白！！！
太平洋 3等1 有骷髅马
黑暗森林出来的丑爷
越狱第二季的FBI神探!
詹姆・兰尼斯特?
because iam batman
进度条放心食用
黑帮老大是旧版蝙蝠侠的双面人
超级英雄的天花板巨作
狗是反步兵单位？红警？
我去！有疯子！有人认为防弹衣就是一块布
进度条也太夸张了
微剧场一点也不微了
最爱蝙蝠侠三部曲
民风淳朴哥谭市
火箭那个脚拉登
然而我已经想着下一步的安妮海瑟薇了
权游第五集太恶心了，来这里净化一下
戈登心里咯噔一下
最喜欢的超级英雄电影，没有之一。蝙蝠侠也是从小到大最喜欢的超级英雄。
来了来了 对不起
我愿意做你手上面具
最经典的小丑，可惜演员不在了
马宏
"经典,很难被超越！"
丑爷威武
这是伏笔
3分钟钱
怎么还比戈登年轻啊？
一闪而过的墨菲
就是希斯莱杰把唐尼的奖项拿走了好像
可以用舌头顶出去嘛
三狗屠神阵
戈登还是这个杀手不太冷的警长
说马修麦康纳的人去看眼科
正如各种高仿up……
...
天花板级别
天花板
好吊
这电影最大的嘈点就是女主太老了
防弹和防刺本来就不一样
防弹衣不一定防刺击不知道吗
居然没有截取“我应该杀校车司机的”这个经典片段…
马洪的演员叫威廉菲德内尔
又是你马宏哈哈哈
徐正呢？
56分钟？
双面人
1
本质警匪片】
来了
马宏
最喜欢这部
喜欢他的声音
小丑确实抢镜 但是还是最爱老爷
记得这部还有EDC客串
等待戈登
此生无悔入DC
哈哈哈
最爱贝尔蝙蝠侠
最先小丑电影拭目以待哦
太帅了
哇 相当于看一半电影
三犬屠神
这里不是抱歉的意思吧？是我很遗憾
他是我见过的第一个真人屁股下巴
瑞秋选的蝙蝠侠还是双面人啊
马宏要客串了
我永远喜欢蝙蝠侠！
布鲁斯韦恩
