冒泡
暴雨折纸杀手的故事也挺好的
卧槽
17分钟前
希望出pc立即补票！！
逆转裁判也是禁止发视频只能直播
厂长的视频没有淡季！！
你们这群混蛋有没有这么快啊？才刚发布11分钟就900多条弹幕？？？
云玩家
第一次这么早
你敢ps独占你就得接受大部分pc学生党没钱买的事实
你们都住在B站吗
噗  凭什么该关闭直播？
关键是我没PS4呀，我只能云通关了
干得漂亮
好想法
鲍鱼
不会
下饭下饭
不会  
看起来不错，但玩起来也就是一部电影
Undertale我是N周目了大多up主的视频，自己也玩了很久。当然还是很多剧情游戏经不起这样的……
我会啊但是我穷（其实就是不会，电脑版出了也不会买）
物价涨了啊
白嫖一时爽 一直白嫖一直爽
前面的是不是错了？一个PS4需要多少钱？了不起限定版也就3000左右~我现在前前后后买了10来个游戏就一个PS4了~更多的是充了会员等免费游戏！你居然缺PS4钱？
宇宙主宰好评
我可以接受
底特律吔人
抱歉
提前黑人问号
我正在上班用着maya看着maya。。
会，我看别人玩了undertale全结局后到steam上买了正版
@逆转裁判
婷哥
不缺游戏钱你是要笑死我
10
不会
直接上动画收费再出游戏收钱
左边惊现xz1 compact和XZ premium233333
云
素质三连，已成习惯
有道理的其实是
辣辣辣辣辣辣“”
有人吗哈哈哈
没钱
在公开场合发布版权作品的文字、画面、剧情都属于侵犯著作权
111111
个人认为是和战神撞车了才销量低的
其实挺好的
底特律看了半小时就去买了，怕剧透
有本事你出视频版权啊，看有没有买
我会！因为这些看别人视频所获得的体验都源自游戏，就算是不玩我也会买！
云通关之后买了，想自己试试其他结局
可以秀操作，但不能放剧情，很好
20
可以
哈哈哈哈 我会
4.在关键剧情处插入联网认证，不联网认证不继续（d加密被破解后的最后一条裤衩
20分钟！
那就没人直播这些游戏了吧
观众群体包含但多于玩家群体才是直播
直播游戏给游戏厂商钱就可以了吧
关键是 他ps独占吧
盗版玩家白嫖之后至少还念着制作方的好
主要是没空玩
不好好讨论，就给别人贴“云玩家”标签来优越的也很讨厌
任天堂就是世界主宰
俺是天才！
20分钟九千多条弹幕？！
看跟实际体验完全是两码事
不会
等epic出了我会买一份
婷哥nb
省省吧，看看给他爱5的pc销量吧，别怪人家不出pc
我就为了底特律买了ps4 pro……
三分钟5.5万····
20770人正在观看
这直播间现在还在玩大镖客
来了来了
厂长……你一直在透露啊……
到目前为止还没敢看底特律的游戏视频…
第55285
比如尼尔
只狼?
diu
都9102年了还存在即合理，存在是因为有群体有利可图而不是合理
其实挺多游戏是禁止直播啊，只是平台检测不严，老外也管不到中国的直播
变人是真的没有后劲，云通的人根本不想入
22分钟5.9万
二十三分钟
epic就要上了，而且有国区，到时支持一下吧
21000在线
卧槽这么快的嘛？
那样就不看了
我早买了。但是没时间玩。
说的好，6块钱起步的礼物看直播，没什么不妥
婷哥NB
我们是消费者，难道还硬要体谅生产者生产过程的艰辛吗？
@底特律 变捞 大司马
我有时候还是会的，如果是很喜欢的游戏
要不以后剧情类游戏直播收费，提成给游戏制作商吧
说的好像暴雨有一样
有什么好说的，我三连了，你呢？
我也觉得这种政策是对的
可是我看了隐形守护者我买了因为他有pc
ps平台还小众?那epic登录后记得补票嗷
自 己 绑 架 自 己
云玩家也配叫玩家么
来了来了
看别人抽烟 我也越看越想抽
刚刚！
买个康纳
25分前
嗷嗷
来了来了
看我发现了什么好宝贝
剧情游戏，懒得花钱
第一！！！！！！！！！！！！！！！！
每次看到好游戏视频都想买游戏，但是。。。我没有PS4。。
25分钟6w5，你们是住在b站么
我会买，但说真的大多数人是不会买的
这个标题，三连走起
6.6w
都是优酷 油管通关的玩家
婷哥
26分钟前
当时看个开头就没看了，只觉得好游戏值得买
wakakak
恰飯咯！
我来啦
6w
弹幕呢
亿万开头
來了！
26 分钟前
赶到了
我来了！
好
二十七分钟前
27分钟前
半小时前
27分钟前
前十万留言
好样的 任天堂
没人?
不是底特律吔人吗
你要是上了pc就买了呀
平台各阔hh
比盗版玩家可恨是真实了
27分钟前
直播游戏买个版权吧，禁止直播不太合适
先投币在观看
真这样以后想搜个视频攻略都没得了
二十七分钟前
婷哥！
底特律 变骚
不让直播不就完了
因为独占？
因为勾不起玩的欲望，看看热闹就够了
确实
我当时就是看了底特律的视频于是买了ps4跟光碟
来了。老弟
会的，我就买了
真正想玩的一般就看个开头，然后自己体验
没错 
28分钟前
暴雨那次PS4会免领过了，没玩
贫穷限制了我的购买力
买二手的人比较多啊
你倒是出pc版啊
暴雨原来也没pc，pc玩家是把自己看的多高贵，弟弟平台
7777
游戏不好当然可以说，事事无完美，但是云玩家来说可真是过分了
我更喜欢会免送的超凡双生
26分钟
1
等有弹幕再看
那没人看了，这游戏也宣传不起来好吧
来了
没钱买PS
错的是云玩家，跟up主发不发视频没关系
这么说吧，我喜欢这个游戏，但我不可能更重要的是没钱而为了这款游戏买一台ps
二手游戏影响也不小
以为没有PC
好玩还是会买啊
我没有ps4
1分钟前
乌合之众
当年暴雨不是ps3独占？
1
只狼不打铁莫得意思
暴雨独占你又懂了？你怎么不想想9年前PC的影响力和现在
telltale最近疯狂吃老本，祖传引擎技术力跟不上，这都在情理之中
这公司倒闭全是因为自己 跟云玩家没关系
这个类型的玩家我们统称“云玩家”
感觉是高级版互动剧 潘达斯奈基那种
29分钟
三十分钟
这么快就美人了
笑死 弹幕云玩家这就炸锅了 有趣
不会伤害，会误导萌新
云玩家
看我发现了什么
暴雨双生合集爽爽的
先投再看
我笑了，PS4是小众平台？
30分钟
云玩真的很舒服啊。
所以玩个游戏还要像圣人一样关心开发商的心情
不能说会不会，正确答案：难了
肯定算，但太难管了，游戏又不像电影
交互式电影
这很有必要
存在即合理本身就有问题
1
弹丸就是这么做的！！我觉得可以！
30分钟前
现在上pc了，epic平台。
哈哈哈哈
不是游戏玩家还来指点江山就更恶心了
盗版?我想起以前买游戏被盗版玩家骂s b的事
真的喜欢就算不玩都会买
会啊啊啊啊 啊，  没钱啊啊啊啊啊a
从不看任何直播的路过
我觉得可以，比如必须获得授权之类的
我一般先上车后补票
可以可以，支持支持
32分钟前
叫好不叫座吧
"应该是作品前多少部分可以播,后面不能播,既传播,又不会过度"
不不，我觉得主机才是那道坎
因为我没有ps
因为独占
讲道理这种游戏应该付费观看的
但是直播了的人也获得收益了……
原来你是个带哥
33分钟前。
我我接受
他们不配做云玩家
盗版还是有可能去买的。往往也是因为口袋里没钱所以才玩盗版。很无奈
P5也这么做，不给播指定的内容
正如主题 都被云通关了
这就是我大gmod的优点了
云玩家也可以要玩家吗？
火
参考p5
1秒
没有ps4真的没办法
这个是自己作死，怪观众和玩家？
哇
我现在才知道云玩家是这个意思……
学maya的我在看别人用maya
云玩家算玩家吗？
不要乱甩锅
任天堂就是世界的主宰
你们住B站的吗
因为看视频就当玩游戏了
要ps4
拓展直播收益分成
要ps4啊
禁止直播我觉得挺合理
游戏第一人
本来就是捡着软柿子捏 油管直播个迪士尼试试，分分钟律师函
三十分钟九万，你们住在B站吗？？？
我觉得应该直播收费，然后游戏商获得提成
还有我的世界故事模式
黑魂只狼毫无惧色
弹幕
久      等      了
某些人白嫖惯了真是恶臭
嗯嗯就是这样
有钱买电脑 没钱买ps4？其实绝大多数人是家里父母不让买游戏机 吧
你独占吧，我云通关
蝙蝠侠内敌
12;23
就是比盗版还可恨 说的就是你们这些云玩家
10万大门
我觉得ok
说的没错，这就是一部分人的丑恶嘴脸
不可能的。。
可以先拍成电影后续再做成游戏。
35分钟就十万了，你们是b站又房吗
已经很快不是独占了
有一定的影响 不过没有那么夸张
35 分钟前！
云玩家最好别跟我讲什么看视频来聊打击感
买了，自己走了全支线
云玩家算玩家？这游戏你玩都没玩过你算个P的玩家
我觉得可以在游戏内提示禁止录制好点，就像p5
我买了1份
哈！
我会的
虽然是我是云玩家，但是我对这个游戏致敬好吧
厂长好评
云玩家不是玩家，没有玩哪来的玩家，就是个观众而已。观众你就别发声到处bb了行吗
这个想法很好
T社呀 我买的蝙蝠侠2都还没做完就倒了 5555
有，只狼就是，看别人通关之后还想继续玩
好样的
寂静岭：暴雨？
关门！后面的不让进！
37min，10w播放？？？
收费直播？
变人？不是 我欲成人 吗？
我买
厂长说的好！云玩家不要再BB了！
刚吃完
卧槽
来了
有的云玩家还会在弹幕里发会的
主机销量向来是站大头的，独不独占和销量是两码事。主机销量两百多万，我猜pc销量五十万
电影式游戏太容易云
没有pc
可行
会，我是这么想的，看别人玩了我也想玩，不管什么类型的游戏
38分钟
1
划重点 重剧情的单机游戏
隐形守护者也是同样问题
我的世界故事模式
讲真，我不会
哦吼
各位都这么快的吗。。。
底特人：变绿
38分钟前！！！
存在即合理?你告诉我蚊子存在的意义是什么？
三十八分钟前
累了累了
这样的做法很正确，值得被推广
39分钟前
目前只有switch主机，如果出PC，必买
这个我不太认同，恰好前几天阿斗解说了变人第一章，今天我已经买了变人光盘。因为看了第一章我觉得是个好游戏，值得求买。剩下的剧情我想自己玩了
要注意的是，未经允许直播别的游戏盈利是违法的。
现实就是残酷，“云玩家”帮助他们认清现实，何罪之有？？？？？？？？
30分钟前，233333333333333333333333333333333333333333
11.4万
晚了晚了
我寻思为什么真实玩家会去剧情视频看弹幕还骂云玩家剧透点评？
短阿
说没人看的怕不是本身就不会去买吧
不会，如果没被剧透不会买，如果被剧透了后悔没去买但也不会补票
37分钟前！1
来了
游戏过度重剧情轻操作也是问题啊，我觉得这条路是不对的。当年FC游戏都没啥剧情，可是大家都玩的很开心啊~
可恨
宣传不起来？云的人被宣传了然后买了吗？
可以
没错，我在B站大楼外打的地铺
说实在的 我就是看直播才知道的steam
这游戏最大的确定在选择没有自由度，很多角色无论如何选择都要死。第一章救的记者妹子莫名其妙的就被空军妹子爆头了
这个比较合理
上了pc也不会买，不喜欢这种互动电影游戏
我mc没了
我想买游戏但是买不起ps4
我买了
讲真弹幕里那些说云玩家的人难道没有看别人玩过自己没玩过的游戏吗
就是就是
敢上PC我就敢买
41分钟前
又要云又不要交钱您还真是带玩家
我是盗版玩家，补了十几款了，有钱就补票了
余小c真的很混
42分钟前
前面的搞笑，存在就是合理的证明，当个人力量够大的时候就能住在形式
这和剧透是一个性质
这游戏感觉就跟我的世界岩石之令一样
电影的盈利就是这样有延迟 要有一部口碑特别好的 然后下一款才会销量爆炸
42分钟前
我自己想玩的游戏都不会云，只有确定自己不可能玩但有兴趣的才会云
四十二分钟
买了，但是不想玩了...
43分钟前
云玩家可以存在，但出来叫 装13 就是你的不对了
GTA就买了
在B站看完了隐形守护者，回去补了票
43mins ago
啦啦啦，来啦
居然还有人觉得是因为独占，pc能和主机比销量？？哈哈哈
隐形守护者起码还有送花砸鸡蛋来补贴
厂长!
我觉得可以
40分钟前
因为没有PC
我的克莱曼婷
我屏幕裂了？
44分钟
暴雨不也是独占？
这种游戏必须要亲身游玩才有意思
不太现实的方案
云玩家比盗版玩家要多多了吧，毕竟下一个游戏也要花时间，而看视频打个字一会儿工夫
弹幕支援
为厂长点赞（｡ò ∀ ó｡）
epic不行的，偷窥隐私
不讨厌云玩家，讨厌云指挥官
敖厂长不愧是敖厂长
那个说防盗版的 只要不上你pc端 会被透？会瞬间呗破?
我去吹了下头发
我第一次这么早。。。嘻嘻嘻赶上了
支持
隐形守护者我就买了
他登录steam我就买
打赏又不是打给开发商
满屏弹幕
玩过也不一定能了解开发艰辛吧。
12.33
大表哥云玩家也非常多
我觉得这是因为很多玩家没有时间来自己玩，才会这样，我觉得这只是快餐文化的现在所衍生的
46分钟前
年度最佳云游戏
wow凹僧
暴雨也是ps3独占 云玩家别说了
2526
可以
想要马儿跑，又想要马儿不吃草
来迟了
说真的 我连云都没有云通关的时间和毅力……
不会，经济比以前宽裕了很多，但感觉没必要，也没精力了
只狼看了我就买了
我也要有ps4啊
我觉得这也会打击很多玩家的积极性
云玩家
结果就是没有人做这些高成本低回报的游戏、
14.2万了？？？
家里没有PS4
pc市场才多点
这是利弊同时存在的解决办法
别说了 当时没出PC版
转而去做低成本高回报的手游
没啥可玩性
操作废只想看别人玩，自己玩只玩剧情向
贡献了一份
扯淡
按道理老任应该是不怕的 任天堂全线都没多少剧情。。
其实我下载盗版玩个demo觉得有意思就会入正
首先我连PS4都还没呢。。。。
15w前
云玩家的危害
46分钟前
云玩家算什么，我连看别人玩都懒得看，只靠脑补就能玩到未上市的游戏，即脑玩家！
说实话我是看了视频才决定买游戏的。。。
云玩家
想钱想疯了，一部成功，同时开六个同类型项目，不倒闭？
50分钟15万
50分钟前！
49分钟前
会，自己玩的感觉不一样
反正我ps4玩过了。
拜托，pc市场比主机市场少很多好吗
会
想多了
醒醒epic不锁区了，你还是活在梦里
因为没钱啊
不让直播被黑出翔，失去了民心，怎么还能有人买你的产品？
完全不会
tjj真香吧
来了
没错
单机会自己先玩然后再看直播
15万了
挺好的
多结局看得完吗
hui
1小时前
我没主机怎么办
这个可以，一部分盈利给开发商
指点江山
1
来了来了
嘻嘻，我有一个舍友就是云玩家，云观众，不懂装懂，这种人真的讨人厌
好多人就只知道pc吗，就只知道steam吗，就等着打折吗，真的是在支持游戏公司吗？
没钱啊
52分钟前
???
不可能
@mc故事模式
来了
但是有人会做视频的啊，这咋收费
53分钟
重剧情
PC销量比不过PS4+XB1+PS3+XB360加一起，事实上单拿出来一款主机还是基本上持平的，就事论事GTA5PC销量达到1000万+了，但是因为价格问题比不上主机就是。
不会
盗版玩家的我表示很羡慕正版玩家
白嫖还到处炫耀，6不6
应该不让流程直播这类游戏
EPIC会上底特律PC版，该补票了
那以后直播这类游戏收费吧。
哈哈
55分钟
storymode彻底消失了
老任还是看的远
暴雨超凡双生全是PS4独占的
至少别出来装b好吧 这么优越？？
睿智
不看视频我也买不起2333
来得晚
恶 臭 饭 圈
你穷你有理
就是，你云就云还非要到处找存在感。
所以我从来不看单机游戏的直播或视频
我觉得挺好的
所以以后AR游戏出来的时候就必须买了，不然根本体验不到
不会啊 闲的啊
因为我云通关了，哈哈
还是手段太软了，像王国之心一样不就好了
另外25035个小伙伴你们好~
@不打lol只看比赛的小改改们
很悲哀的是，这个游戏的销量还没up的播放量多。。。（没有任何嘲讽up的意思）
动漫界的迪斯尼，游戏界的任天堂，地表最强法务部参上！
看球赛的比踢球的多的多，没毛病，游戏也会如此
操作其实也不简单，死了就是令一个剧情了
一小时了
说白了就是穷
底特律在ps4store降价打折很厉害 我也是打折补票
云玩家安静的看别说话就好 别吠
那可以不发视频出来啊
这期必须三连
你倒是出pc啊，难道我为了玩一款游戏还专门去买个ps4吗
我记得P5好像就有保密协议之类的不让直播吧
林屏幕裂啦
自己玩和看别人玩感觉不一样
买啊
telltale我全是原价买的呜呜呜还好最终季还是出完了
其实很多游戏公司的用户协议就写了禁止未经授权传播游戏画面
声大
这。。这真的是我们熟悉的囧的呼唤吗？。
没主机我也买
阿特拉斯也是这样
大表哥我是真的哭了
我补完一二三季的票再买了最终季后正好T社就倒闭了
吓得我以为是暴雪
单也有恨一些随便给人扣“云玩家”帽子的人
绝地gun啊
挖槽咋倒闭了，这游戏挺好玩的，有剧情还很过瘾
键盘侠
补票啊
民间高手民间高手
"没有ps4,又不出pc，又想云"
电影不能录屏，最多拍个枪版，游戏就不一样了，只要在电脑上显示的东西根本就无法管控
好！
可能为情怀买
现在有直播啊
不是说不能评价游戏好坏和建议，但是你压根就没玩过就没资格去评价
又开始了pc游戏占总游戏市场不到20%
我主要还是目前是学生党，穷，如果有钱还是想自己体验，就像喜欢电影院的效果还是愿花钱去影院一样
所以不看....
不会
tell自己一个故事换壳做游戏…感觉倒闭原因还是蛮复杂的
全流程就不叫推广了，预告片是预告片不是正片
23333
可能现在很多人看up主玩就不自己买了吧
不会
18万
1小时前
可以，最好把结局的视频不能发表
惭愧惭愧
你看可以，你评价就不对了，没玩就没资格评价
支持
9年了暴雨？我去
在这跳脚的是不是暴露了啊？
我是玩过了再去看的
我觉得可以，因为原本属于游戏的一部分利益被直播者分走了，应该补贴回去
本来就是侵权了
云玩家消费什么了？
一小时前
我觉得可以
支持
吃鸡哭了
我看了，也买了隐形守护者
我也是视频通关 但是我买了游戏只是我没玩而已实在是没时间
这游戏后期剧情确实不好
我大概会的
看了以后。脑子：我觉得我很强  手：我觉得不行
可以像奇异人生二学习，分章开放
本来做的就不好啊，大表哥卖的就好啊
弹幕云玩家气急败坏
我是不玩游戏的，没耐心，所以才看
我们这种看游戏，买游戏，但是不怎么玩的……
三分钟前
云玩家，呵呵了
很不錯a
这个当年紫头发的人是说过的，直播就是在打擦边球
底特律如果有pc我肯定入，本来轻度玩家，让我入主机就不现实了。隐形守护者我就补票了
中立
会
20万预订
白嫖真的可耻
我看一点就关了，好玩直接买
一小时
我连看都不看
干得漂亮
 不，我从不看直播
云玩家最好什么游戏都别玩了
1小时前
!!!!
第一是因为之前没有登录pc，且现在epic独占
其实还是盈利模式的问题，直播的收授权费，看的买票，或者平台分成给发行商和开发商不就完了
厂长说了，个人观点，我们自然也可以不同意他的观点
主机端才是游戏最好盈利的方式好吗，卖一份转一份，PC还要防止盗版
最早这么做的是网易
卧槽，为什么
其实很多云玩家即使没有看这么多视频，也不会买
一个小时前。
一小时
我会
耳机坏了
？？？？？？？？？这是啥
同公司的还有。。超凡双生
hhhhhh
ttg真的可惜  不过有他们自己的原因
想起了樱花庄里面那个电影观众互动的游戏
打赏分成给开发商也还行
这个想法好啊
还是应该改变玩法才对
在中国不可能
隐形守护者视频通关的体验和玩盗版已经毫无区别了
PlayStation only
可以可以
不喜欢不好玩不可以吗
这种游戏要是真的火爆了才是游戏界的悲哀
字幕引号错了
可以和直播平台合作，授权游戏直播版权，盈利分成嘛
云玩家你消费尼玛的消费者
白嫖
来了来了
我的了
你别说你单机，经典云玩家笑话：你们骗人，我玩的英雄联盟怎么都是黑的！
弹幕有些云玩家坐不住了呢，说话前思考一下该不该说好吗
买啊
恐怖游戏我喜欢云玩
你们猜为什么这几年的电影票房这么高
说足球的，有没有想过足球是一个已经发行了多久的游戏
sanlainle
一小时就已落后了这么多
婷哥！
一个小时前
p5
两万人在看 ！！！
我强烈支持这种类型游戏收费
一直很不理解
一小时，20.7万
都TM把钱投在画面上不注重游戏性，
20513
我贡献了一份
看完别人直播就不想买了
不可能，直播平台跟不上，视频盗版什么的
可以啊好想法
这种东西是版权问题吧？和国家同不同意有什么关系？
21w
这公司倒闭是因为花了大价钱买了一堆大IP 然后员工疯狂加班做游戏 但回血不够快最后才完蛋
我不会
上pc补个电影票
之前好像有一个允许直播但禁止录播的先例
感谢敖厂长的揭秘，希望宣传出去
是辣个男人！
很赞成这个政策
说开发商需要多动脑筋？做手游喽！成本低见效快还好骗钱，
我是云通关 但我吹爆底特律变人 隐形的守护者 直到黎明
会 我看完异度之刃2的流程之后就买了个switch
湿滑
盗版玩家是白嫖~云玩家是看人家嫖然后说自己会各种姿势各种技巧~23333
会的，单纯补票支持游戏
ccccccc
暴雨的剧情也比变人好太多
因为没有pc版
我想买但不想买PS4
没钱买ps
两小时前
怪马化腾（滑稽）
还好也算是花了100买了mc故事模式，不过后期真的没什么兴趣玩了，还是去玩mc了
我会买，然后吃灰……
就是
像p5刚发售不允许直播
婷哥！
剧透可耻
那游戏口碑崩了，谁还买
4
P5厂商就限制P5的直播
1小时前
作为法学生从知识产权法的角度曾经也想到过这个办法
不应该啊 如果真的有吸引力应该可以增加销量 哦 独占
45分钟20万
其实这款游戏玩起来真的会不一样
讲实话，就算看不了直播很多玩家也不会去买这款游戏，甚至根本不知道。
怪我没有PS4
我觉得没有必要 想买游戏的人自然会去买
大部分不会的
说的对
盗版玩家随着观念改变已经开始补票了
22万
康纳我的
