人马座a
up主太棒了，赞一个。啥时候再讲讲虫洞啊时空旅行之类的。感觉会火，，加油！！
←对，小学语文课文，用池塘里的金鱼做比喻，与这个类似
孩子点燃火堆？
睡前故事？
加油
爱因斯坦狂喜
太尼玛像猫皇了
理论不够，想象来凑；不明膨胀，黑暗能量；科学不够，哲学来凑；
猫皇?
++++++
理论不够，想象来凑
张守晟啊！
猫皇妹妹
不会又有人要说科学的尽头是神学吧？
自有蛾道哈哈哈哈
诺贝尔奖曾颁发给错误的理论，例如1949年生理学奖的脑前额切除术，简直是人类医学之耻，所以近几十年越发
猫猫
哲学？
这是哲学
是因为三体要来了
神仙
扑腾呢子
错，黑洞的引力不能牵引整个星系，应该是暗物质
语气也像猫猫
甜甜圈
爱了
地球和月球更像双星系统
烤全羊啊嗯
那玩意能存在生物？
都不是一个纬度的，地球外的宇宙都超出我们人类的理解范围了，怎么能真的参透黑洞的秘密呢
那额叶切除手术呢？
夏虫不可语冰
真就带师
天那那在那过多爽
的确有
up弹幕笑死我了
刚才那个是WOW里的纳鲁吧。。。
科学解释不了的，就会归于迷信
呵呵哈哈哈，猫黄
你认识兰林汉吗？？
猫皇的那个笑死我了hhh
黑暗森林？
毁灭你，与你何关
真有点像猫皇
JI 点。。。
首页通知书
up主好可爱哦嘻嘻嘻嘻嘻
川陀
这就很对 黑洞真的很可怕
让我进去瞅瞅吧，哈哈哈
如果不研究黑洞 时间真的可以一瞬间消失
？
银河龙！
熵？
我说怎么这么眼熟，原来是猫猫啊。保护
信条
你可太可爱了抱抱你
研究地球和研究其他星球，是两件可以并行的事情吧！？
←诺贝尔奖使用诺贝尔财产的利息颁的，所以永远不会用完，前面的不懂别乱说
这种事情又不是没发生过
竟然是本尊的弹幕hhhh
………
因为黑洞G＞c所以没有光
晚上回来再看一遍，没看懂哇
奇异的点简称奇qi点
着火也是自然界的规律
想起大刘的农场主和射手假说
女版猫皇
人对于真实的渴求与探索
星际穿越！
人类始终要面向太空 支持天体物理
这~~
我想起了三体～
猫皇早期作品
怎么证明的？
太虚，来点肾宝片
？？
时空互换？？？？？
桌球
到底谁告诉你的？
星际穿越
盲猜有蠢弟弟纠正读音
降维打击
克苏鲁
星际穿越
利息
哇
其实火是物质吗
伴奏是什么
3
你抓着我转圈
我不知道我在听什么
约定再飞行！！
电视部看多了
阿撒托斯那个你别走，我们谈谈请神术
up果然火了哈哈，昨天下午看的时候还是23个粉丝41条评论
中国玄学神学是最接近宇宙之奥妙的
以前也不是没丢过脸+1
桌子HP-1
漂亮
爱了爱了爱了爱了
这么像猴哥……
没说错啊
牛
通往仙界的通道
加来道雄的鲤鱼科学家的世界观
在那你人都没了，还爽
切除手术不是撤奖了？
我不知道啊
黑洞不是洞，是坍缩的恒星
信 条 行 为
kbhjgh
古代朴素唯物主义
？
哈哈哈哈哈
好评
退回来再听一遍
戴拿！！
老婆
扑了蛾子
弹幕人均诺贝尔得主
妖艳
霍金出来挨打
gi ao
佛说
猴哥！
也许这也是可能的呢？
cat cat
Cat King
诺贝尔发的钱都是银行利息
敌敌畏呢？
暗物质
TES.CAT ？
保护
害怕
我悟了
妈耶，兰林汉
两个字，生命与怪圈，套娃。莫比乌斯环，层层套无尽。宇宙还就是生命灵魂的主人还是生命。死亡？宇宙也是深渊死亡但不是真正死亡，应为不是终点。生命灵魂是磁场齿轮，宇宙就是这样的齿轮套娃运作构建的
哈哈哈哈哈哈哈
怎么证明的？
"+rt.8r7=][,k吗-=[怕["
呕，蛾子
简称：自定义黑森林12只天使死斗
蛾蛾蛾
三连了，再看一遍
杜蕾斯广告
地爆天星
哈哈哈猫皇
后面那个地图好好看！！
也许。我们是蛾子。
?这里为什么会有英雄联盟的弹幕
现在谁还信神学。
Up说的没错啊
爱因斯坦真的恐怖
黑洞是一道门，这个门，需要空间棱镜量子跃迁恒星系灵脉网络，只有解锁量子跃迁引擎之后，对宇宙恒星系太阳进行量子灵脉网络链接点标定，之后借助量子跃迁宇宙磁场齿轮进行共鸣同调，建立空间跃迁链接点，同步完毕。
说猫皇的就离譜
马保国
二向箔请求出击
太虚剑气
就是读极点
归墟
我不信
1.25倍正常速度
灾难总是慢我一步
这比喻可以
这哪是黑暗森林啊 没看懂可以回去再看一遍
气体？？
飞出个未来
升仙路
弹幕笑死我了 这是已经被证实的理论啊
因为是奇怪的点，所以奇点
时间应该不存在。
时间只是在。
曲率天体，空间棱镜量子跃迁传输传送最好的天体。
没错，黑洞中空间坐标就是时间坐标
听懂掌声
距离过远，视角太小，只能组网
天体物理，永远滴神！！！
真蛾道！无情哈拉少
nbnb
农场主假说
图片都有点小问题，因为时空弯曲吸积盘的上下两面应该都能看到才对
生活大爆炸？
信条
是你，中国boy
农场主假说？
自豪地说这个老教授是我们学校的
诺贝尔把生前赚的钱成立了基金会，基金会会进行商业运作赚钱，上百年的积累，发发诺奖随便发的
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
非常滴银杏
Cosmos
爱因斯坦是预测黑洞
爱因斯坦：亏了
斗宗强者
？？？？
这个好像BBC纪录片有那个小姐姐
前面呆逼那个最好小心一点
好深奥
我也炸锅了
额叶切除术之后诺贝尔医学奖就再没颁给临床术式了
确实 认知限制了想象
高等文明等于神学？
好的，猫皇
嗯，猫皇
不，这就是关系，这就是规律，你饿了才会点火，你饱了就灭火睡觉
兰林汉？猴哥？
已经超出我的认知了，抱歉！
@波尔
这也只是理论，具体是什么还需要验证，估计几百年后的人，笑话咱们无知
扑棱蛾子
这关系不就大了吗？
搞错了 重来
up主视频做的太棒了！！
九转宗师蛊
？宇宙没有时间观念，这是人类假象出来的
老蛊真人书友了
风，云，雷，电。风粒子，云凝聚，雷物理，电光跃。宇宙四象宗门。
但是你所言只是人道，我们的行为对飞蛾造成的影响，在飞蛾眼里就是蛾道
桑相
想象力很奇妙啊
现在的合理不等于五十年后的合理，想想很多科学家晚年为什么想着推翻自己早年的结论
好喜欢这嘴 啊
诺贝尔医学奖不是颁给脑前额切除手术了吗？
别用神学侮辱科学
抢手理论
我
今年还涨钱了呢
这你听谁说的啊 能告诉一下论文出处吗 我想看下
黑洞不是你家书架后墙吗？
保护
后面的管理者有做投资貌似不是单纯的吃利息，因为奖金越来越高了貌似
琅 嬛 玉 洞
溜溜球
关注了
猫皇 是你吗
猫皇
《信条》
那么无限大的银河系黑洞又被谁抓着呢？
逐渐听不懂
猫皇 笑死
厉害！
那不是炉子么
卡冈图雅！
哈哈哈什么猫皇
我服
中国拜hhh
boss出现啦
因为你灭了，所以你亮了
没错，说的正是天庭doge
爱因斯坦获得过诺贝尔奖好不好……
然而最终还是得靠暗物质
ji点
爱因斯坦永远的神
彩虹海可还行
大鹅，我悟了
你这一说 阴阳家猫猫是你吗
月亮那个挺搞笑的
罗杰！！！
那不是越靠近黑洞发展越慢吗
燃起篝火前自然界闪电什么的产生的火也不少了吧？
猫皇的你是魔鬼吗
为什么不是空心球
猫皇也太搞了
啊，姐姐漂亮，爱了
不，你想的就是道
滴滴滴
让她火，让她火
说兰林汉的那个，你够了，我猴哥鼻孔没这么小
用物理证明物理吗
老信条了
那要问经济学奖那帮人了
烤全羊啊嗯
我也挺喜欢天体物理学的
证明看另一个科普画时空线
諾蘭今年的兩部電影
时代变了
道？
cat?
if you can
妙啊
那不应该黑洞里的生物发展慢吗
熵
天体学万岁！！！！~\(≧▽≦)/~
。。。。。。
厉害了
1809人正在看截图记录
黑洞里的人 一定很想出来吧
???
再来一遍
搞错了，再来
额叶切除术让诺贝尔奖差点跌下神坛
兰林汉太像了
首页通知书
刘慈欣哈哈哈三体
你们看的慌不
刘海
地球的资源快消耗完了，外星殖民才是出路
哈哈哈哈哈哈哈哈说不定是失散多年的兄妹啊
有可能诶
黑洞的另一头，白洞
搞错了，再来
优质回答：我不知道
中国人的想象力莫名契合宇宙规律
科学总是慢我一步
信条
有点像李易峰？
我不到啊
蛾子：给我整不会了
这个声音，这个嘴唇，酥了
性感的嘴唇
TENET
这小呆萌
物理没有无限
这就是神学家吗
来人，给科学家补补身子
这就是道
信条
TENET
二向箔请求出站
害怕
？？？？？？
？？？？？？
东北老妹？
大师我悟了
信条
哲学宗师
烤全羊啊恩
黑带的另一面：白带。》
羊----------------羊-------------------
讲的是什么啊
大意了
大师我悟了
肾虚
老三体了
大哥恒星就是气体
对飞蛾来说 这是事实
说话也像猫皇
真不错  写的好 念得也好 嘿嘿
黑洞以后可以成钓鱼单位了，说扯的多看几篇论文在说话。
首页热榜通知书
建议关闭弹幕食用认真看静下心来！！！
好家伙，今早才1.1万粉
太可了
对螺曲线
我想去黑洞里
老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆
什么？
宗教
这个是逆熵吗
是读奇qi点没错
小姐姐 太棒了
倒放啊
爱因斯坦真厉害 以前的科学就能创出相对论
就像你一生都不知道我一样 你解释不了
洞 
黑洞!
时间的定义就是人类给的
2分44开始正片
时间是不可逆的
黑洞不是黑的，黑洞是肉眼看不到的
前面if you can的老arc人了
神父领悟了时间和引力的关系觉醒了天堂制造
大家好  我是幺蛾子
科学的尽头是神学这句话根本不能算命题的，没有讨论伽吒
绝了在这儿看到滔搏的人了哈哈
类似于射手和农场主假说
扯？人类到现在都还不了解黑洞，你怎么不去得诺贝尔奖
逆熵了
猫皇
知识盲区
那时空又是什么？
苦力波可以
黑洞不是个密度超大的塌缩星体嘛？脱离速度比光速还大的物体都叫黑洞，跟时间有啥关系？
1级号
时间延缓效应，只能去未来，不能回过去
还这就是关系，哪天火不亮你是不是还要说这是蛾群要毁灭了？
刚学完马哲，意识不能脱离物质存在。
这个“注”就很灵性
少看意林
前面的弹幕，科学的尽头绝不是神学，不要再来忽悠人了好吗
弹幕谜之迷信啊
可控核聚变的难点在于材料吧，，，
和黑暗森林有什么关系 懂一个词就随便用？
农场主和射手假说
诺贝尔奖早就没面子了，丑闻还少？
cat
下面的红字你挡字幕还感觉自己很有理了？
你是个人吗
你撒意思，天体物理不配吗？啊！
妈呀 早上3000粉丝 晚上看2万多久了 厉害
懂了  无相之火
人马座A星
...
低纬生物不理解高纬生物行为
三体里说的农场主？
？？？
小姐姐好漂亮
那你为什么会想吃想睡哪？
宗师说：别怕！那边有彩虹海！
？
都是躯壳
爱因斯坦太牛了
别搞，我想笑
你就看看美国就知道了
？？？？
？？？？
涨粉速度惊人啊，突然就2万粉了
星际穿越里有这些
彩虹海
猫皇
？？？
搞错了，再来
这就好比人类探索黑洞
苦力波那个你站住
扑楞蛾子
天体物理学是人类的未来
来了
枪手理论
hhhhhhhh
诺兰进入直播间
宗教蛾
小太阳的照片
W我觉得黑洞就是宇宙的扫地机器人
别觉得不可能，一切皆有可能
up 初恋脸
信条？？
听不懂。。。
然后你挂了
就是没有规律。
东北人？
兰林汉还行
up好可爱啊
scp时空异常部介入调查
害怕
搞绰了，重来
黑洞内卷了
所以要用黑洞打败黑洞
up主好厉害啊
TENET
这妹子 我很喜欢
我都服
ohhhhhhhh
????
粒子物理啊，
烤全羊啊嗯也太好孝了吧
大宇宙时代
说实话我也不太信生物进化论，它可能存在，但我不觉得它不是人类诞生的答案，人类的诞生肯定不是巧合，更高的文明一定存在。
宝拉？
虽然听不懂
太喜欢up主了
知识盲区
是的，越靠近黑洞时间越快
白洞啊
农场主悖论
我的心被你抓着转圈
i了i了
量子物理呢
时间是不可逆的
确实像猫皇
宝藏up主！
自定义黑森林大锤碰碰车
都是躯壳
热乎
奇点处一切物理规则失效
TENET
三体
不要试着去理解它，感觉它
我不怕
三体星
物理就是证明哲学的一个方法
三体世界，日出日落无规则
火不是物质
抓住的是暗物质
UP弹幕哈哈哈
开头的bgm是啥，求
大人，时代变了
不懂别扯，时间是相对的，不可逆
为什么我像楼主这么大的时候只知道睡觉逃课打游戏
降维打击
必须经过实践检验，才是真理！
好的，猫皇
没有扯，这就是广义相对论可以算出来的，你完全可以不信，毕竟广义相对论预言的可多了去了，不可能都是对的（虽然到目前为止都是对的）
时间不可逆啊，物理基础
????
主要太阳也不算大呀
黑洞研究
对宇宙的研究很重要
我就是从黑洞里来地球的
黑洞其实是个天然传送阵
在那里人从物质暂时变成信息态，然后在暗宇宙极速穿行
ヽ（・＿・；)ノ
黑洞热力学
诺贝尔也不会颁给作古的人
银河系中心就是个超大传送阵
字体好评
这是真的，空间时间转化，不是扯、
讲的针不撮
这咋会跟黑暗森林有关系呢。。。
小姐姐  你咋正漂亮
这特么跟三体有个毛的关系，一天到晚三体有意思？？？
天体！
灾难始终慢我一步！
无知者无畏，道
你不懂道
黑暗森林？
哇！这个观点新颖啊
黑洞是一座灵石传送阵
枪手理论枪手理论
太虚星神
这不就是额叶切除手术，搞到现在都很少给手术术式颁奖了
射手和农场主，懂得都懂
时间是相对的
那是吸积盘
？能随意走动时间线你就到达四维空间了 还不能支配自己的空间呢？
请不要随便老婆老婆的，给些尊重。
幻海航行
?上面说的什么玩意，地球现在只探索了表皮，连海洋都没摸到底，你告诉我消耗完了？
哈哈哈哈cat
里面有彩虹海（我没疯啊哈哈哈哈）
恒星是气体？？谁跟你说的，你物理老师要气死
是个人都知道恒星是一种由发光球体的等离子体
别叭叭恒星是气体了
b站云科学家可真多啊
不会0202年了都有人认为黑洞是个洞吧，不会吧哈哈哈哈哈哈
蛾子，我悟了
科学你不讲武德
赞了
up是长得好看还聪明
桦树世界（不是）
有点可怕
眼睛：非静止画面
AMD yes
次元武器申请出战
诺贝尔真的搞错过 还不止一次
你把它当成龙卷风
星游记星游记！
我懵了
听不懂了啊
敌敌畏
大师我悟了
中间的是意呆利人
23333
dnf：这个有点眼熟啊
波尔半径？？
波尔行星模型？
科学与神学
朝闻道夕可死
不确定性也就是一个范围内随机
最近。。，
是因为没有其它突破，物理已经遇到瓶颈
哈哈哈哈没事没事up你很漂亮
这故事讲的太形象了，这就是进步的过程吧
粒子不就是量子嘛
很多亮点（恒星）围绕着看不见的东西在转
你们是娥
天神大脑爱因斯坦
黑体辐射
可爱
东北飞鹅
经济学奖不有不少错误的吗
突然信条
细思极恐 收割 大刘真的…
2倍速下无压力
飞蛾说的好啊
这东西叫外星神学，也就是所有未知都是外星人干的
物理并非为了证明哲学
理科生的浪漫
评论区里一堆神棍着实令人做藕，现代社会的拖油瓶
多玛姆
和老中医是一样一样滴
可以整一个诺贝尔科幻奖
早就没面子了
。。
这个观点，很新潮啊
啊  科学和神学
人对一切无知都会感到恐惧
只是虫子
TENET
我唔了
倒放就可以
好温柔，喜欢
迪迦！
看来也不是没关系
灾难始终慢我一步，，，，老瑞兹了
波尔不也错了？
老信条了
气体？
诺贝尔奖确实有很多蛋疼的地方，但是物理化学两奖就是最后的遮羞布
太棒了！
黑？不是看不到吗
相对论
庄子说夏虫不可语冰
现有科学都是人类自己定义的，没人能确定到底是不是我们想象的那样
恐怖如斯
时间是个错觉
熵
up的表述让人很舒服
是洞天没错了
其实有关系，亮了总会灭。灭了可能会亮
再刷一遍
枪手和农场主
医学奖表示这事情常有
怎么还修仙了呢
观摩一下大佬的世界
还是眼界的问题人类的眼界无法看全黑洞
世间其实不存在时间时间是人类定义的
高中的时候在科学美国人上读过她的文章
爱因斯坦牛逼
？？？
朝闻道，夕死可矣。
?个屁，整天就想用哲学解释世界，跟个神棍一样
真正的永生是意识而非肉体
嗨，又不是没有过
桦树世界
有关系吧～它的蛾道就是这样一种规律呀
完了完了，开始听不懂了
提前问下，我能听懂吗
害怕
太 虚 流 浪
桦 树 世 界
科学解释不了的，不一定是迷信。迷信是盲目的相信
孙悟空？
神学跟迷信是两码事拜托
黑洞不是扭曲视线的东西吗
它自己会被堙灭
就是猫皇别猜了
人生是无尽的
我们不曾真的死去
也未曾真的出生
这个火真可爱
我们只是度过不同的阶段 没有终点
老师我悟了，你真可爱
医学奖错过的
看到最后，字幕乐了
你会火的
只玩飞蛾，飞蛾单排4600。
神学
爱因斯坦真的牛逼！
看来天使是存在的，
第一时间问题（身体机能）第二生物问题（细胞）
猫皇
诺贝尔好多奖都有被后世证实有误的好吧
不是抓，引力是相互的，地球转大圈，太阳转小圈
星期穿越的等我
黑洞是漆黑的，但是它让我们认识了视觉中国。哈哈哈
熵
又不是没有搞错过
哈哈哈哈
那个脑前叶额切除手术
月亮真的是被地球抓着的吗？
老信条了
这里说的是对的。我们老师带着我们计算过。
神仙up
作为人我表示，飞蛾说的对！！
太虚剑意
gpbt
想起刘慈欣的《朝闻道》
上面那个 我悟了
额叶切除术
我们看宇宙，就像飞娥看火一样
诺兰表示这我熟
医学跟物理化学这种不一样好吧
气态星体
你们有没有发现UP很像解说CAT
是的，我就住黑洞里面，现在拜师只需要一发648，本座带你修仙
哈哈哈，都是躯壳那个算我一个
信条
这颜值，心动~
粒子物理也很重要啊开玩笑吧大家
虫洞？(doge)
看不到我
农场主和火鸡
Up是不是秒修了发型
这里几乎假定一个外在的客观的作为事物的因的个体。。。
波浪号灵性
幺蛾子
看镜头
up好漂亮，关注了（doge）
？？？？？？？？？？
看来除了天文学其他的都很难有新的重大突破了
果然黑洞才是人类的未来
熵？
BOSS出现
好好的孩子为什么要学物理呢？
哈哈
幺蛾子
有中医内味儿了
知识者不分年龄，谁学识渊博
蛊真人你看过吧
我懂你了up主！
hallo
930个朋友
Ooooooo
？？？？？？？？？
这是相对的
你是已你为参考系，如果想想。我们已经发展上百万年了，它们还是单细胞生物呢？？？
黑洞的溯流力太大了，传送之前能不被撕碎就不错了
？
这里是理论啊，还要讲的听得懂，有点不严谨正常
黑魂
宝藏视频
我TM以为彭罗斯早就得过诺奖了
是看不见的暗物质，暗能量吧
不太认同，不能以科学的观念去证明哲学是错的，因为这完全是两种不同的思考方式
迷信鹅
信条？
我也想到了三体，曲率推动
恭喜被收录至每周必看系列
喷射
草，看弹幕我也觉得是猫猫
-++
讲个冷知识，诺贝尔奖只颁给活人
韩立弄得
nb
可可爱爱
弹幕真的可以严肃一点吗，这里不是玩梗的地方好吗
引力不存在，你解释一下你是怎么在地球上待着的
其实两者都没有错，只是角度不同而已
黑洞是宇宙的出口
三体？
三连之后再看三遍，讲太好了！
惹不起惹不起
老婆 
这观点还挺有意思，可以写网文
信条
？？
类星体？
凭什么
扑棱蛾子
这只是爱因斯坦黑洞理论，还没证实
神枪手和农场主
注意 只是超大质量天体
信 条
猫皇
我凉冰女王可以摧毁（狗头）
火是等离子体
打个欠条！
？？？？？？？？
博主我爱你嫁给我
哲  学
猫皇
cat
三体
飞星
诺贝尔奖都搞错多少次了
别说靠了，你还没看到就去追了。
这个东西根本无法证实吧，没，靠近就死了。
因果律
天体物理爱好者不请自来
？？？？
？？？知识盲区
我文科津津有味
卧槽
是你吗？兰林汉
bgm是什么
你究竟想表达什么
?
你是我的太阳
扑棱蛾子
刚当up的第二个稿子就上了热门，强啊
白洞！白色的明天在等着我们！
妙啊
宝藏up主
眼睛在眼镜框上
大师，我悟了
白洞目前只是一个概念，科学暂时没有明确的观测到白洞的存在
事件视界望远镜
666.
 扑棱蛾子。
扑棱蛾子。
扑棱蛾子。
扑棱蛾子。
好像我前女友
扑棱蛾子。
扑棱蛾子。
峨眉心经
视觉中国:那不该发给我呀？
这就是降温打击
时空扭曲是不是就是引力
爱因斯坦是真的强，在那个年代就已经预测了直到现在才能证明的东西
我爱物理
黑洞里甚至诞生了光之巨人
聚能环
好的，猫皇
《谨慎》
？？？
被木材引燃？
听不懂
你到底是文科还是理科
？？？时间越慢那是别人的时间越慢，自己的时间照常啊2333
这是给爱因斯坦补奖呢
额叶切除确实有用 只是不合伦理
波尔的原子模型
懂了 这就去筑基
是念Qi点
小姐姐可以啊
我的直系学长！
三连了
宝贝
信条哈哈哈哈哈哈自己人
废话？这不是在引入吗，我们人类现在不也是这飞蛾吗，什么也不清楚，很多未知没有探索
就比谁活得久
我很感兴趣哈哈哈
我记得诺贝尔奖的确存在过搞错了这一问题
时隔一百零一年
10亿光年
火钳刘明
哈哈哈哈哈
az
被资本控制的诺贝尔奖没什么好稀罕的
悟了悟了哈哈哈  脑洞可以的
？？？？？？
主不在乎
大师，我悟了
宇宙：你是在教我做事喽？
黑 暗 森 林
什么逻辑？
猫皇？
猴哥 是你吗
也许是我们处于黑洞中呢，我们认为的“黑洞中”才是真正的“外面”
这不是对着词念吗？
追根源
看似很有道理，实则屁也没说
没有依据的猜想再正确也不可靠，所以那些吹古人和佛学的可以歇歇了
咋不看镜头
这不对吧，回过去不可以吧
前面逻辑笑死我了，合着已经搞错了就要干脆破罐子破摔了？
逐火之蛾
太阳不就是个''大气球''吗？？
我已成为小姐姐的老粉
恭喜你发现宝藏
是你吗 猫皇
朝闻道夕死可矣
老中医了
好家伙，中医粉狂怒
彩虹海好评
爱因斯坦太牛了
有什么不对吗
蛊真人的别怕
像个P的猫皇啊，像啊腿好吗
这个牛逼
中国牛逼
真像猫皇
又是神学背锅
不知道
信条
阴阳怪气的
有点像是中国BOY啊
气溶胶
真呢道
只是少数中国人不信神，去问问你周围的人吧
胃镜
[黑洞][黑洞][黑洞]
猫皇
三体：射手与农场主假设
有内味儿了
一说还挺像的
鸡点
天体物理再下一城
我何德何能刷到这个视频
zzz
想象一下，你面前出现一个很亮很亮的光，光到你看不见，比这更亮，那你看到的就是黑暗
道可道，非常道
54
科学家在认知这个领域的矛盾一点不比宗师少，被高兴的太早
各种矛盾猜测
中国boy是你吗
兰林汉笑死我了
兰林汉
