歌不错
不喜欢别说出来好不好，很影响观感
大香菇
theshy帅啊
真就辅助不配
x box
ohhhhhhhhh
嚯！好家伙好家伙的好家伙！！！
不喜欢就别听啊有人逼你听？
这身材，是sofm无疑了
喔哦
误会解除
卧槽水子哥太帅了吧
别人矮不矮不知道，但看你挺酸的
帅
洗白了洗白了洗白了
好帅啊
懂了，这就去买手机
奇塔弗！！！
这就是s10主题曲吗，爱了爱了
太帅了吧！
阿卡丽单挑大龙夭寿了
官方的还没OPPO自己做的好
首富帅
是你奇塔弗!!!
托儿索好评哈哈哈哈
双人舞!
otto
阿卡丽我爱你
牛逼
为啥只有四个人，因为五子不行
太帅了吧
RIOT? OPPO!
赛场天神
Super Carry Doinb!!
拆迁队？
shy哥
误会解除
xbox？？？
抢龙了
WC 卧槽shy哥好帅
改成o  p  p  o将是绝杀（串台了）
还是广告
艾克维修厂
暂停成功，jkl差点挨男爵一口
艾克斯
.
误会加深
这里不够有力，
shy哥！！！！
啊啊啊啊啊啊啊啊啊啊，shy哥好帅
inb哥怎么成了龙王了哈哈哈
四个人打大龙，辅助呢
致敬黑崎一护
投币了
可以给我大吗
TSTSTSTSTSTSTSTS!
是你！奇塔弗！
好棒
帅的一批
羞水名场面操作 
喻哥牛逼
这是被手机耽误的音乐动漫公司呀
这才应该是s10主题曲
一般
这不比那个官方曲好
xbox！
卧槽真的是堡垒之夜的天狐！
上海静安寺？
这就是s10主题曲？
完了我觉得比官方好看
经典双人舞，堪称一绝
卧槽卧槽双厨欢喜
斯威特
鸡皮疙瘩都起了有点帅
这真有味道。
再来一遍！
说唱有些短节奏
otto
火钳刘明
懒惰?那你可太热乎了。
霞阵
节奏爆炸
the shy
神tm奇塔弗，XD
暗示龙叉是冠军
袁娅维转音绝了
针不挫
怎么没辅助啊
卧槽帅
懒惰！
Doinb!!!!!!
好听
买爆
懒惰?！
懒惰？！
懒惰
rap拉了
误会解除，好感+1
开头见
666
武器大师？
你tm早点弄出来能被骂这么久？
这才是S10主题曲吧！
女声是袁娅维吗!!袁娅维袁娅维袁娅维袁娅维袁娅维
配上官方音乐神踩点
信仰之跃
买！
上下联动
就这好有感觉
还就内个好听
辣个男人
哦哦哦哦哦哦哦哦
帅啊
踩
踩
误会解除
这个不像sofm啊
太尬了
jkl冲冲冲
好家伙，元素反应
Doinb
喻哥
the shy
开场就在大气层？
决赛开幕式安排上啊，兄弟们把安排打在公屏上
你这比官方的广告时常少，我是不能接受的
文波装杯
苏小洛谢谢你，你母亲今天还好么
theshy厉害！
用心了
theshy 阿卡丽名场面
Super Carry Doinb！！
Super Carry Doinb！！
shy哥！
兔耳朵shy哥
阿水帅
可以可以可以
rap拉胯
上海的景这个rap的口音？？？
天狐面具？
拳头被gank了，这个太帅了
那是静安寺。。。
吴迪
帅！
inb哥后面没什么镜头了
亲马复活甲穿上
太帅了
精准弹幕！
先让我重复个十遍
2020全球总决赛非官方主题曲MV
懒惰？
丹镇北京还是辛巴？
暗示次决赛tes打sn
属实拉跨
派克大招adc视角
拉胯
这个比官方的好听太多啊
帅帅帅
shyshyshy
宁人
怎么没有辅助
啊啊啊袁娅维
好家伙 我tm直接好家伙
super carry doinb！！！
帅帅帅
买了买了
我shy哥必须得帅得有排面啊。
再看一遍
下方硬币在飞奔
喻文波你开瘦脸了吧！（狗头）
首富
双人舞
这不s10主题曲？
辅助在插眼
好听啊
喻哥帅啊
这头上的兔子帽子是S9时比赛结束后一个粉丝见面事送给THESHY带头上的
杰克也太帅了吧！水泽瑞尔
帅啊 阿水！！！
那个阿卡丽是shy 哥
公开处刑
帅啊
这个也太有感觉了
这是官方mv里的那条街
中间rap有点拉，个人感觉
奇塔弗的，流放玩多了吧
竟然还有poe老哥
我当方面宣布这才是s10主题曲！
shy哥
误会解除
雇你
梦幻联动呀
暗示igdu guo
梦归s8
这两人在一起  泪目  
抢龙
再来一遍
我已经买了亿台啦
万佛朝宗
这一帧ez也太帅了
和主题曲神踩点！！！
这不比s10MV强?
阿水真帅
就冲这个我都对oppo好感度100荤了！！
oppo广告比官方少
rap就是拉胯咋了
派克狂喜
doinb
666
喻哥你是天选也是唯一！
像喻哥这样帅的人一般都是主角哦
super carry doinb
super carry doinb
真的好听呀
阿水！
牛批
然鹅这歌都是中国歌手唱的
火钳刘明
？谜语人？我dna动了
中AD偷大龙被打野抢了
shy哥
买一个
买它买它
帅死了啊我天！！！！！！
撒欢
帅啊硬币哥
派克辅助 在天上
shy哥开车一闪而过
财富大厦
 哦哦哦哦哦哦哦哦哦
懒惰？
rap牛逼
懒惰？
ohhhhhhhhhhhh
我买了
哈哈哈哈哈神特么歪嘴龙王
这兔子太有感觉了，shy
ohohohohohohoh！！晒老师！
没所向无前好听，比较普通
Xbox Series X
Xbox
这是兔子吧
帅啊
官方自闭系列
官方MV被干稀碎
辅助还在赶来的路上......
打团了，辅助还在赶来的路上....
希望拳头以后找somei做宣传片
slay slay slay slay slay slay slay slay slay slay
水子哥
开头见
哈哈哈哈鹅鹅鹅，JACKEYLOVE还是胖胖的时候可爱
oppo findx， 永远的神
文波装杯
棒棒棒
草
牛皮
rap拉跨
otto otto
惩戒-1
再来亿遍
兔耳朵shyshy 
这波配合帅
不好听
按时SN抢了TES的大龙
shy哥！
LPL经不起吹
jackeylove!!!!!!!
没有加里奥不科学呀
勇穿天涯SuperX
越南姚明
TheShy！
误   会   解   除
信仰之越
马上换oppo
好听
牛逼，这才是S10的主题曲吧
这踏麻还能再帅点吗
shy
再来一次
特步飞一样的感觉
-1
火钳刘明 
super carry doinb！
otto！
shy哥我爱了
这是OPPO做的？
怎么也想不到我居然有收藏广告的一天
阿水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水水
羞丽！
JackeyLove
水泽瑞尔真的帅
阿水帅
？？？你让官方这么高
不知道的还以为英雄联盟是pve的游戏呢
我是天选，也是唯一
狼行
shy哥这走位
真帅啊
买
哈哈
老3C粉泪目
财富大厦
就这？就这？就这？
Theshy——阿卡丽
买它买它
我觉得这rap可以啊
前面行 被这rap毁了
Doinb！！！
哎哟杰阔，又在抗塔哦
纯路人 突然 rap好尬
建议把非字去掉
哇(⊙o⊙)哇
X box
大制作
rap拉胯
？。。。。。
Xbox
帅帅帅帅帅
纳什之牙？
1
欧气
帅啊
懒惰
误会解除
欧气
买了买了，换OPPO
精准弹幕！！！
帅啊
欧气
水子哥不仅要抗塔，还要抗大龙
嘿嘿，我只要换个后盖就行了，不，换张贴纸
误会解除
shyshyshy！
多帅哦
脑中全是sofm黑历史
太帅了
我斑称之为 乱78遁：太极の迷影精准弹射~~
被sofm抢龙了
小米第一
欧气打在MV里
欧气
举报亚索大大龙(ﾟ⊿ﾟ)ﾂ
芜湖~~
欧气
阿水在抗大龙 哥哥们赶紧输出
第亿遍
帅炸了
还在这拉夫，没FPX哪里来的两个冠军
otto 给我杀
懒惰没跑了
sorrymaker永远滴神！
伴奏比人声好听真的
一个个都喊辅助哪去了 只有4个人明显实在偷龙 辅助在演对面
欧气
突然想起来自己的就是OPPO
来道歉啦？
锤爆官方
再来亿遍
欧气
为啥受伤的总是大龙
？？？？？？？
欧气
欧气
误会解除
卧槽？这不比官方的好看？
欧欧欧
真Xbox宣传语
这大龙可真惨
拉胯
第一遍
欧气
哇哦！！
luna368
秒杀s10主题曲
信仰之跃！！！
OTTO
魔法猫咪
再来亿遍
烂尾
黑了这么多年，我想欧一次
欧气
欧气欧气欧气
欧气
药水哥？
欧气
欧气
我是天选，也是唯一
欧气
这段拉跨了啊
好家伙
欧气欧气
3连成功
欧气
欧气
欧气
说rap拉的，是因为你之听得懂中文是吗
哦哦哦
起飞
对不起
应该弄个泰坦就对了
欧气
中国没有说唱
欧气
再来亿遍
帅
欧气
ts牛逼
欧气
是啊
？
欧气
再来
文波装杯
燃起来了
好家伙
我觉得rap好听啊
那么问题来了，阿水为什么还再用苹果十一?
卧槽Tia的声音啊啊啊啊啊，双厨狂喜
tia牛逼
这不是我袁女士的声音吗
欧气
shy 哥
国际经济
合击绝技
我是天选也是唯一
欧气
下头
艾吉奥
首富
HELE
合理
拉胯
欧气
大龙被抢了
欧气
玄幻魔幻中国才是大家！
OPPO拍广告的神
帅
otto！
爱了爱了
欧气
欧气
欧气
牛啊
副歌不错
我是天选 也是唯一
XBOX
背刺官方
我是天选 也是唯一
欧气
我是天选 也是唯一
欧气
我是天选 也是唯一
我是天选 也是唯一
欧气
欧气
otto
欧气
怄气
之前打比赛这两个人ez阿卡丽二人转
欧气！
欧气
欧欧欧欧欧
欧气
欧气
欧气
做个广告特意创做一首歌
欧气 
s10冠军ig
欧气
小米用户路过
欧气
这oppo，能拿来打LOL吗？
拳头进来挨打
这么顶？
加里奥大招
误会解除
误会解除
这rap确实不太合这歌
艾克斯奥特曼！！
太好听了
欧气
Shy!!!!
带制作
ts好帅
建议取代官方
能把京腔去掉吗
哈撒给
LOL永远
动漫打斗风格
阿卡丽的飞镖
阿水好帅
拉垮
再来一次
ace2路过
???
全程高燃！！
欧气
欧气
1
xbox？
海啸海啸海啸海啸！！！
这一段是海啸！！！
是你！歪嘴战神！
这不是主题曲吗
不好用
此刻混进去一个亚索
oohhh
怄气
欧气
奇塔弗！！！！
。.。
瑞思拜
破坏公物
卧槽好看
我看成OTTO了…
shy哥明年加油！
真有你的otto
中！
oooooooo
oppo牛逼
欧气
太难听了这rap
777777
芜湖飞
芜湖
芜湖
芜湖
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
突然拉了
欧气
阿水也太帅了吧
the shy！
这段中文rap不是顶中顶?不比什么刘宪华好多了。
阿水好帅啊
卧槽
rap可以
走了
接Q辣舞
shyshy 
shy shy 
super carry doinb!!!!!
shy
妙啊
不懂rap就不要评价
好家伙，广告比正片流六
在哪儿能听到哇
tia牛逼啊
袁娅维厉害呀
真正的主题曲
前方高胖盲僧预警！！！
OTTO
欧气
买了新的xbox已买
可以冲了，好听
欧气
说官方我也信
这比光放的广告还少
shy哥我来辣
0.75倍刚刚好
芜湖
感觉这段后面说成喊麦了
没有RAP就好了
欧气 
起鸡皮疙瘩了
挺好听的
欧气
我去，帅呀
误会解除了
飞雷神
ts！！
成路呀！
武魂融合技
Rap 拉夸
懒惰？？
伯爵：所以我又出来挨打了，
欧气
百万播放
欧气
微软：没错就是我Xbox
欧气
欧气
香菇划十字刀
诶我手机好像也是oppo
XBOX
我是天选，也是唯一
6。。。
欧气欧气
TheShy 被定住了
rap拉胯了
shyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshyshys
shy卡丽
大张伟
shy卡丽
欧气
欧气
欧气
Theshy!
这个RAP很不错啊 衔接
这个问号就很灵性
我没听错吧！这不是懒惰吗！
欧气
文波牛批
谢谢你，欧人
袁维娅?
再来亿遍
欧气
开头见
欧气
总觉得在哪里听过
怄气
艾克斯！！
艾克斯！
真不错
懂了 这就去买一台XBOX
super carry doinb
这首歌好有感觉
欧气
Ts阿卡丽永远的经典
阿妈 cb
都是步步高
？
这不比刘宪华那个有味道 
那追击有点难
误会解除，对不起
rap拉胯
jackeylove
otto
jackeylove
jackeylove
欧气
???
jackeylove
jackeylove
jackeylove
jackeylove
jackeylove
jackeylove
jackeylove
jackeylove
太像巨人了
otto
JACKEYLOVE
蕾姆
我是天选，也是唯一。
我是天选，也是唯一
欧气
龟龟
我辅助没排面？
再来亿遍
欧气
帅
欧气
懒惰好棒！！！
。。。
1
冲冲冲
误会解除
帅啊TS
How do
握草，shy哥阿水
帅啊
误会解除
这才是S10主题曲
rap有点拉胯
这是袁娅维？？？惊了！！！
！！，
欧气
拉胯
干碎官方的MV了
0-21
经典大龙被打
欧气
oppo能不能不蹭otto热度了
勇闯天涯superx
我是天选，也是唯一
这只是个手机广告
哦买嘎快买它
太贵
欧气
hhhhhhhhhhh
淦，居然比今年主题曲要好……除了rap拉跨了点儿
芜湖
rap毁全部
欧气
加rap当场屏蔽
露露
就这段rap烂得一批
这个好，666
羞羞兔
帅
欧气
误会解除
太拉了
xbox
不会尊重rap的通通举报了不谢。
。
Rap……醉了
富富富
欧气欧气
欧气
快进到1：44
这段rap可太拉胯了
羞水好评
帅。
欧气
吸吸吸吸
这就是赛场无间默契
误会解除
欧气
欧气
666
欧气
欧
super carry doinb！！！
欧气
鸣人佐助？
这届观众不行
OPPO是做宣传片起家的？
欧气
这里好帅啊
说实话比主题曲mv做的好啊
淼淼淼淼
耍帅了
强
芜
我无敌
欧气
欧气
虽然想不出什么内涵，但是帅就行了
欧气与我合为一体吧
中文rap不行，英文rap，行！
这rap谁tm让加的！
宫阁和毕
我是天选，也是唯一
欧气
欧气
欧气
这画面静音了?随便加首歌?
兔子头？
s10!
加油加油
欧气
shy哥不整个锐雯
起飞
欧气
欧气!
shy 哥牛逼
the shy the shy
欧气
欧气
otto!
这不是阿水的霞吗，明明是霞的造型，喜欢shy哥也别交错了啊，，，，，，，
欧气
ez+阿卡丽
很一般
官方不脸红？
Super Carry  Doinb!!!
欧气
Super Carry  Doinb!!!
Super Carry  Doinb!!!
Super Carry  Doinb!!!
这就是音乐手机么？
Rap拉跨
oppo真不戳
Theshy
欧气
原来是给Xbox打的广告呀，刚想买OPPO呢，打扰了
果断三连！
这。。
欧气
The Shy！
欧气？
误会解除
How do you stop THe
How do you
欧气
??????????????
欧气
欧气
shy卡丽
整段垮掉
super carry doinb!!
欧气
厉害了
杰克可以赢不?
欧气
袁娅维唱得真好！
欧气
？
打个大龙还得四个人发育太差
Xbox
芜湖起飞
真牛批 天狐
GAI？周延？
拉了
扎那蒂姆光线
懒惰牛逼
吸吸吸
吸吸吸吸吸
这shy哥帅呀!
比官方的rap差好多
。
wcwcwc
rap有点土
中
23333
说错的真烂
厉害极了
欧气欧气
拳头出来挨打啦
这不是英文Rap不英文，他这个Rap给我的感觉就是破坏了平衡和听感
我擦
欧气欧气
欧气
77瞎子吗
欧气
吸
真的好听啊
这rap太拉胯了 感觉隔壁的顺畅点…
臭屁之王非你莫属
欧气
姜承録！
此时一个派克悄悄划过
冲
11111
欧气
66
比拳头好多了
欧欧欧欧欧气
sofm
这兔耳就很灵性了
XBOX
欧气在哪
lpl加油
tia slay！！
吸欧气
欧气
买！
手机可以啊
吸吸
？？？
抽不中
shy哥啊啊啊啊啊
shy卡丽
欧气
拉胯，拉胯
欧气
欧气
欧气
你老说nmb说唱干什么啊
这个低音无敌
你们是专业歌手？这么多事？还不适合rap，英文rap是不是就很完美了？病夫们
？
欧气
欧气
欧气
欧气
rap拉垮
欧气！！
rap拉低整曲水平
攻壳内味
呕气
欧气
已经买了一箱了，孩子说很好吃
RPA很帅 不拉胯
欧气
6666
欧气啥意思
欧气
欧气！门票！
sofm抢大龙啦!
害
牛批
吸一吸
欧气
手机动了
欧气
欧气
偶偶偶
震动好评
欧气
吸
给劲
欧气
啦啦啦
欧气
中
欧气
欧气
欧气
欧气
欧气
oppo终于想起来自己当年是靠音乐手机起步的了。。。
otto
？？？？
欧气
欧气
0/21/0
拳头呢
门票
rap还是官方的好点
我来!
针不戳
我来了
手机震动？！哇啊！超有感觉！！
富
就这？？
哦
欧气
这rap不是中午英文的问题而是rapper声音违和不契合曲子氛围，take over的rap就没这问题一点不违和
sofm抢了龙哈哈
jk
欧气
rapper不行非要扯中英文问题
欧气
欧气
XBOX：没错 就是我
欧气
怄气欧
Xbox
啊啊啊啊袁娅维袁娅维
欧气
欧气
欧气
欧气
欧皇
欧气
懒惰？？？？
车牌号是jack3y1
为毛我手机跟着震动 卧槽
欧气
欧气
bjc 厂牌
the shy！！！
欧气
吸欧气
怄气
ol
胖子！
欧气
QAQ画质感人
（ ’ - ’ * )我可以拥有嘛
欧气
棒
这中文rap顶是顶，但是你拉踩也挺顶的
欧！
欧气
NB
欧气
欧气
真的，这个RAP跟这个曲子太不合了，太拉胯了
帅气
欧气
怄气
欧气来了
欧气
误会解除
欧气
不懂就问，怎么没有糖尿病
英文rap 因为听不懂 所以行！  中文 听得懂 所以 不行！
111
来一个
欧气
欧气
欧气
草 买早了 刚买X2PRO
欧气！
该拉低中奖率了
欧气
好好听
？？？？
欧气
拉胯了
手机为啥会震动啊啊
太酷了
*-*
。。
手持finhx2
欧气
欧气
欧气
欧气
欧气
欧气
欧气
Legends never die！！！
欧气
欧气
欧气
中辣
欧
欧气
比官方nb
中奥
欧气
X
，，
这rap比官方的好多了，够地道，我喜欢
欧气
三连吸欧气
欧气
欧气
jack3y1
水子帅帅帅
欧气
欧气
欧气
欧气
欧气
欧气
欧气
欧气
欧气
欧气
吊打官方唉
欧气
阿卡丽theshy还在眼前
给门票吧
欧气
欧气呢
欧气
666
shy哥好帅！！！
欧气
shy卡丽！
欧气
哦了
欧气
19年冒泡赛 第二局ez 阿卡丽中路双人舞 名场面
欧气
欧气
说rap不行可真能说话
otto
信仰之跃
欧气
欧气欧气欧气
冲冲冲
欧气
欧气
这是海啸海啸海啸啊！
欧oq
oppo
欧气
误会解除
偶气
富富富富富富富富富
抽奖？
阿巴阿巴阿巴
欧气!上岸!
！！！
？？？
好酷
欧气
这转场漂亮呀
是我Xbox哒！
欧气
欧气
说拉垮的你自己唱
欧气
欧气
？
欧气
欧气
？？？
吸取欧气
【欧气】
欧气欧气
不比官方好听多了
开屏！
这主题曲绝了 啥时候出音源！！！
烟雾弹双人翩翩起舞
烟雾弹双人翩翩起舞
欧气
这MV绝了
袁娅维太适合唱游戏主题曲了
欧气
欧气
金田系感觉不太适合用这种高张数的动画，没顿挫感了。。。
欧气
欧气
好听！
欧气
我可以
哇哦，帅
欧气
111
划了花刀的蘑菇
大头冲击
吸吸吸
欧气欧气
真帅啊
欧气喵喵
欧气
欧气
我的欧气满了，溢出来了
吃我一记精准弹幕
欧气
ez 阿卡丽
s9永远的双人舞
彳亍
欧气
来了来了
吸欧气
.....
jackeylove！
欧气
何用？
这不比s10官方mv好看多了？
欧皇
富态的盲星
欧？
欧气
欧气
欧气
拉了
rap很帅
厉害了
欧气
哈哈
6
杯
欧气
这不甩官方主题曲几条街
欧气
。。。
好是好 就是有点短 有点戛然而止的感觉  可能是为了控制预算。
tia！！牛皮
懒惰！
怄气
但是感觉有点烂，这段flow
ott哦
二 
欧气爆棚
好家伙
官方出来挨打
欧气
北京的感觉RAP
rap很可以啊
欧气
欧气
这个盲僧是谁
让我想起天使卡莎
rap泰拉垮了 
欧气
哈哈哈
欧气
欧气
好！中！
哇哦！太帅了
首页
帅啊
中
我不配
手机还会震
欧气
欧气？
啊这
666
欧气
欧气
大片既视感
能中那。。。
中
欧气
欧气
已入OPPO
吸欧气
确实好看
欧气
吸
欧气欧气
欧气欧气欧气欧气欧气欧气
欧气
冲冲冲
中中中
giao起来
欧气
冲冲冲
。
ZZZZ
中
天狐乱入
欧气
太贵了
帅气帅气
我手机坏了吗
这
这是首富
欧气欧气
不是，盲僧接亚索的大
？
水子加油！
欧气
欧欧欧
欧气  欧气
欧气
oppo?otto!
欧气
欧气
77777
Rap不好听
欧气
欧气
欧气
欧气
欧气
lpl冲冲冲
欧气
JackeyLove！
theshy太帅了
欧气
？？？
哪有唯一，团队游戏
吸
牛批
中！
欧气
欧气
欧气
欧气，中!
欧气
欧气
kaiduo
欧气欧气
欧气
太帅了太帅了
欧气
欧气欧气
吸欧气
吸吸吸吸
中！
欧气
欧气
这是1080
我我我我
欧气
跟中文英文有什么关系？你低能？
欧气
手持findx2Pro
欧气
欧气
视频质量感人
双c泪目
欧气
欧气
欧气
刚才喻文波TS好帅啊啊
帅啊买
就这不服？
欧气
欧气
芜湖
欧气
殴气
欧气
中
欧气
欧气
欧气
欧气
欧气
欧气
欧气
6
欧成余霜
欧气
来了
吸吸吸
欧气
How do you stop Theshy
欧气满满
太帅啦
欧气
sofm抢龙
欧气
1111111
欧气！
rap拉胯
欧气
1
欧气
欧气
懒惰？？？
欧气
欧气
合理吗
欧气
欧气
欧气
欧气
今年的LOL的歌好多啊，好爽
好汀
欧气
欧气
欧气
欧气
欧气
欧气
欧气
欧气
欧气
欧气
冲就完事了
我要中签了
欧气
盲僧来自静安寺，懂了
杰克加油
双子星
懒惰？？？
欧气
我中了
欧气
欧气
来
欧气
欧气
LPL冲冲冲
欧！！！
吸吸吸
我必中
还行
欧气
？
吸
Theshy——阿卡丽
欧气
欧气
我必中。
shyshyshyshy
懒惰！
欧气
我要中奖！！
吸吸吸
欧气
欧气
牛皮
欧气
欧帝
精彩
欧者
吸吸欧气
吸吸欧气
吸吸
欧气
帅啊
哥。哥。歌
欧气
呕气
欧气
欧气
欧气
还行
oppo开始转型了，打破以往的固有印象
欧气吸
这也太秀了
我听到了2014年哥斯拉叫声的末尾？
欧气
这叫声怎么这么像哥斯拉？
欧气
nb
欧气
欧欧欧欧欧欧
欧气吸
静安寺
中
特效真的绝
欧气
冲
欧欧欧欧
欧气
欧气
蹭个欧气
哇哦
欧气
欧气
欧气
欧气
！欧气！
66666
欧气
中奖  怄气
欧气
帅
欧气
欧气
欧气
欧气
欧气
欧气
天选之人
误会解除
财富大厦
欧气
拉夸
哦哦哦哦哦
欧气
欧气
欧气
欧气
欧气
！！！
欧欧欧
欧气
吸气
欧欧欧欧
欧气
欧气
欧气
吸吸吸吸
我来了
欧气欧气
我给全部吸光
欧气
欧气
欧气
欧气
欧气
欧气
帅
ohhhhhhhhhhhh
欧气
欧气
欧气
shy哥这苦无转的太帅了
哈哈哈哈
呜呜呜太好看了
吸吸
冲 都可以冲
阿卡丽EZ双人舞
欧气
我要吧你们周围的欧气都吸光！！！！！！！！！！！！！！！！
哈撒给
哈撒给
欧气
欧气
欧气
欧气
瞎子开大抢龙了
欧气
欧气
欧气
欧气
欧气
看看
怄气
真正的s10mv
欧气
欧气
jackeylove世界赛加油！
欧气
欧气
欧气
欧气
欧气
欧气
强
欧气
欧气
《be the legend》tia袁娅维
《be the legend》tia袁娅维
欧气
《be the legend》tia袁娅维
吸吸吸欧气
欧？
欧气
吸吸吸
歐歐歐歐
欧气
欧气
帅
欧气
欧气
欧气
欧气
欧气
这不比主题曲好听？
欧气
欧气
欧气
欧气！
欧气
冲冲冲
欧气
欧气欧气！中中中！
我是我是欧王老师
奈非欧在此
阿这，shy哥我憋不了了
中
欧气
没中过
冲啊
欧气满满
欧气，吸
欧气
欧气
我我，能中不
欧气
世界赛加油
欧气
欧气
懒惰？
最默契
吸吸欧气，OPPO勇夺冠军
欧气
欧气
欧气
欧气
欧气
欧气
是你游乐！！
欧     气
欧气
欧气！！！
懒惰？？！！！牛了
欧气
欧气
欧气
欧气
欧气
欧气
懒惰
欧气
？
这就是oppo吗
和s10音乐结合更好
欧气
欧气
欧气
中什么啊？
欧气欧气欧气
欧气
欧气
rap拉跨
欧气
欧气
欧气
欧气
欧气！
欧气
欧气
欧气
懒惰
66666
Xbox
？
ohhhhhhhhhhh
吸吸吸
欧气
欧气
嘻嘻嘻
欧气
欧气
欧气欧啊气啊欧气
欧气
比官方好多了
好看
欧气欧气
呕气满满
欧？
欧气
欧气
欧气
欧气
欧气
欧气
欧气
欧气欧气
欧气
欧气
欧气欧，欧，欧
咋都喜欢rap呢
欧欧气
欧气
好好听好好看
哈哈哈哈
哈哈哈哈哈
欧气
真棒
欧气
欧气
欧气入口
欧气
吸吸吸
