字丑，但人帅啊！
丰玉？？？
火钳刘明火钳刘明
还行，就是配音有点尬
有内味了
晴子我的，其他小号
丰玉：我不要面子嘛？
果断3联
牛啊
果断三连支持
我去彩子变得好漂亮
牛逼牛逼
厉害
语音太差了。。。。 完全无感
看我发现了什么
丰玉在列车上就被KO了？
四月？
漫画版彩子颜值一直比动画版高
真的？真更新了？
我的青春
肥老爹
棒读啊。。。
优秀！
如果是日本原版声优配音就完美了
这这。。为什么要出现731学院的bgm
彩字红眼了←↓
牛逼啊！！！
我看到了什么？？？
不敢相信
卧槽卧槽卧槽啊
这个配音虽然……但是我还是同意了
这本来就是发烧友私人制作的，你们爱看不看啊我的天～
666
做的不错了
要火啊
和田也太丑了哈哈哈
6666
把球给三井carry就完事了
厉害了！
一之仓
"u1s1,换个配音能冲榜首"
节奏不太好
我的青春回来了？
卧槽，原更新？？
真的更新了，啊啊啊啊啊啊啊啊
镜头牛比
？
啊啊啊啊啊
火钳刘明
同人作？
女神！！！
厉害了
神仙制作？
？？？？
B站啥时候能上《灌篮高手》
我的青春
家教？
同人吧
666
牛逼，，，
李宇春李宇春李宇春
头皮发麻
哎
早晚要火，
龙珠gt的GBN?
前面那个，这个是up主自己画的
卧槽太牛逼了，无敌。
有心了
这动画制作很牛了，毕竟没有专业配音员
？？？？？？？？？？？？？？？？？？？？？？？？？？？？
果断投币
同人？
哈哈，小短腿
wcwcwc
bgm就离谱
就算某天出正版的，国语配音那帮人也凑不齐了
先三连了
哈哈哈哈哈哈 画的真好
野猴子就你话多
我傻了
就是同人啊
bgm出戏
日本四月一号新学期开学
这bgm？
质量算很好了
我还以为剧场版
大和田这么矮？
这是真的？？？？？？
灌篮高手后传w
肖途的配音啊
不敢相信我的眼睛
来了来了
投币支持
真的？
配音人数不够…
有内味了
笑死了，但是还是辛苦了
这配音是那味道了~
有点像
花道？
野边将广！
我的青春啊
丰玉高中毫无排面
家庭教师炸了
Dan~Dan~~~~
要你火
弹幕那些都是脑瘫么。。。这就是原版的op啊
这歌很好听
哇 鸡皮疙瘩起来了
我擦？？？自己制作？
赢了山王，也很值了
彩姐很性感的
神奈川第一控卫
直接山王？
彩子声音好像 手游ai
这bgm
安西教练我的
樱木  你够懒的
樱木 你够懒的
这动画已经很不错了，嫌配音不好的出门左转
卧槽卧槽卧槽
。。。。拉到吧
这个歌曲的作曲是坂井泉水啊 居然是女神做的曲
没找到台版配音，可惜了
做的时候还没出731这个事吧
你币有了
牛逼
我看过日本版，也看过台湾版
配音真给力
我去，彩子眼睛这是妖化了吗
很用心了
这裤腿
后街女孩姊妹篇，后街灌篮
这表情暗号。。
有的看就不错了，人家用了3年搞出来的
牛逼.没文化很可怕.不懂法更可怕.
丰玉的比赛也很精彩呀.直接跳过了
前排留名
感谢，帮我们圆梦
嫌配音差的你去啊
伤亡工弟
这不三连还等什么
偷懒？dbq这里我真的要说你行你上
谢谢up主
这是国产？
配音还是比原版差点，不过也不错了
丰玉都跳过了?  直接打山王
哎呀！
发现了不的了的东西
。。。。。。。。
这樱木的配音太秀了
火前留名
牛逼
前排留名
彩子女神，喜欢大嘴唇子
一直都有啊，有什么特别吗？
B话真多，看就完了
这是在看图猜故事吧？
唉……泉水女神做的曲。泪目
只要作者主动放弃视频收益，可以回避版权起诉，因为没得赔。但是如果是作者发起起诉，可能会遇到问题，比如原著形象抹黑，所以即便是同人作品往往也需要原著作者授意
留名 留名！！
安西教练是王木生？
这个牛啊
牛逼
是真的吗。。。。。我老泪纵横
厉害厉害
这是大神
爷的青春
你币有了！
我诸星大就是帅啊
火钳刘明！
卧槽  我发现了啥
有人给你做就不错了，想啥呢在这唠法律，删之前赶紧追就完事了
不用来盈利就跟版权没关系
宫城真的算不上一流控卫
良田啊！！！！！！啊啊啊啊啊啊啊啊
空接
青春闪回
只有SD 和圣斗士第一次看是配音的，所以不别扭，暴露年龄了
86年的都来了
太强了吧
平行空间
真的假的？自己做的？
我试了下，可以重复投币
希望日语
河田雅史
流弊
dandan，kokolonikaledelu
丰玉哭晕在火车上
6666
快更新，我等不及了
前方高能
这个是那个网游
上届冠军
潵哭拉奇哈呐米琪
不可思议不可思议不可思议
早晚会火 火钳刘明
爷的青春回来了
配音哭了
刘明
我要给你两个币
三连三连，你币有了
不看请走 还讨论配音呢？
老头子
爷的青春回来了
牛壁啊
老子要搜哈
就片头片尾是真的呗
上集回顾呢
刘明
我南烈不配登场？
nb! 
zard!可惜了
感谢
什么配音，卧槽了
开心
肯定没版权啊要不然就不会发到这了
支持楼主
律师函警告
彩子女王
潮琦这表情绝了
都给我哭！！！！！！！！！！
教练我想学开车
00表示青春回来辣
投币啊 都特么楞着干嘛
灌篮高手里的歌都很好听
青春拯救者
？？？？？
彩子彩子
6666666
自己的版权
明显不是原版
有内味
自己剪辑的，不是原版
牛逼
彩子戴个美瞳不行啊
泉水姐姐真女神
。？？？？
这配音，分分钟出戏啊
丰玉不配拥有名字……
可以可以
。。。？
感恩的心
次奥，我的青春！！
我等了好几年
谢谢了up主
三连了 谢谢up还我青春梦
不以盈利为目标就没事，顶多就2次创作吧
还原度很棒了 
没有日语加字幕吗
spc背景？
这bgm……
火钳刘明火钳刘明
泉水姐姐
这是up自己画的
给你看就不错了，还斤斤计较
准备空接
给了给了i了
这配音。。。。
宇智波彩子？
樱木
只有这一场，是开局就全部满状态
丰玉？？？
？？？？？？我看到了啥
奶的童年回来了
看着这个才养成了晨跑的习惯
我刚来你不要骗我
强行把我炸出来
没弹幕？
再来亿遍
啥情况？
额 纸片动漫
被告了发动态！大不了众筹打官司呗
火钳刘明
我是真的喜欢篮球，这次是真的
大哥，要陪8000万啊，我有点担心啊
火钳刘明
尺北？？？
青春
明显就同人啊
牛批
牛批
青爷的青春
爷青回
可以，还是去看漫画了
卧操牛批
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
王木生的站住
不敢相信？
兄弟，都做成这样了，干脆做个字幕吧....配音有点听不清
给我火
给我火
头皮发麻
88年的带孩子一起看了
配音虽然 哈哈哈哈但是我可以
鬼畜
这bgm才有内味儿
有一说一 真的牛逼
看看我发现了什么不得了的东西
版权配音问题不会去讨论区里说啊
是真的？
这个表情有内味了
告诉我什么时候更新，火前留名
没有樱木的笑声，没那个内味
我人傻了
空接！
空接呢？空接呢？
迟早要火，我zzq来蹭热度了！
有点牛壁啊
抹布西！！
卧槽！！！！！！
哇
360p有内味了
泉水姐姐写的词
吓人呢。
有版权？
83的报道
我的青春〒_〒
还会动 厉害厉害
不是吧！
纳尼！！！
我哭了
真的假的啊？？
我瞎投币的啊！！！！
先不快进，真是的就瞎投币
有内味儿了
少拿原版骗我
畸形种吧哈哈哈
是啊，众筹呗
这个配音，哈哈哈
为什么不叫樱木，要叫花道？从来没有人叫他花道好不好！
这至少是20集
好球！
这是up制作的。
话太多了
不连贯啊
输了才是青春
直接就是决战啊
暗号对上了
教练我想打篮球
丰玉高中哪去了
鸡皮疙瘩
先下一城
美好总被剥夺
rukawa！
加油加油
这个真不容易，花大量精力物力了
阿彩比以前漂亮了，
我喜欢河田美纪男
配音陣容稍顯寒酸
版权你妹啊，同人，又没做商业盈利
火钳留名
提前留名
高清好评
怎么开天眼了？
是不是暴露年龄了
卧槽，流弊！
火钳刘明
我再也不能打篮球了
玉峰不配拥有姓名
火钳刘明
啊啊啊啊啊啊
南烈：老子哪里去了？
我真的不敢相信
先留名
你啥都有了
哇
第一场打丰玉 才对吧
有点牛逼啊
好开心！谢谢up主
牛逼
不是先打丰玉吗
看得有点小尴尬
这可是我的童年啊啊啊 冲啊樱木花道
当初连续看了不知道多少遍 
四谎
你币有了
假假假假假假
是什么让我们相遇
我的zard
神奈川第一控卫是牧绅一或者仙道吧
你的币有了
我的friend
哭，都给我哭
牛皮，牛皮
真假的？
换批配音吧。。
大佬牛逼
并夕夕同款
保护
这绝对假的，都是以前的内容剪切的，但也不容易了
讲道理到现在樱木得四十多了吧
高宫望
nb
wwwwwwwwwwwww
讲道理现在樱木得四十多了吧
虽然没看过《灌篮高手》，但是这么叼还是给你三连吧。
美中不足的就是配音，不过已经很牛逼了
哭了哭了
牛逼
支持
樱木你头架在哪呢，哈哈
牛皮
为什么配音听着像广告
听着像广告
6
这么6的吗
鬼脸配合
？？？？？？？？？
是不是白票就不算盈利目的了
就想看流川枫传球樱木干倒山王，看到漫画直接泪奔了。。。=_=
卧槽  真的假的
火钳刘明
PPT
nbnbnbnbnbnbnb
没文化不可怕爱科普才可怕
ppt
火钳刘明
天才
青春
天才
配音有点拉跨
我去了搞个众筹也行啊能不能出全
突袭登场
三连了
突袭
留名  南通到此一游
ウッキー!
鸡皮疙瘩都起来了
bgm太出戏了
wc！
彩子都画傻了
一共几集？
太牛逼了
感谢B站
什么鬼？
觉醒哈哈哈哈哈哈哈
阿彩那么美的么
？？？？
哈哈哈哈哈哈哈哈哈哈这个配音哈哈哈哈哈哈哈哈
配音很好了呀
版权问题解决没有呀
？？？？？？？
额
谁的信啊？
字好丑啊
井上大佬你知道我等全国大赛tv版多少年了么。。
画风有点。。。。。
新学期已经开始了
这样真的会被告的
说先打丰玉一看就是没看过漫画。。
。。。。插画吗
等你回来啊 樱木同学
老版摆在那儿，国产还是做不好，国漫还有希望吗
插画
卧槽吊吊吊
版权呢
一个小时涨了7万播放？？？
表情过于还原
这几个小表情有内味了！！！
有点像程咬金
火钳刘明
镇站之宝
宫城从来都是叫花道的好吧
我发现了什么
哈哈
四谎的歌
我的青春回来了
这不是我的青春是因为我太年轻了吗
河田雅史
？？？？？卧槽
握草 好评好评 点赞稳妥妥
什么情况
顶
一千多人正在看
？？？？
bgm是
06年报道
三联了
樱木花道
赔个毛 推广还没管他要钱
就老老实实用slam dunk的BGM不好吗
丰玉：我裂开来
爱樱木
好厉害
那是个毛的藤真，别云了好么
卧槽666
丰玉没有姓名哈哈
打搅了
哈哈哈哈
b站现在不是播放量超多少有收入的吗
根据漫画搞得同人？
这个有一个问题，感觉直接改的漫画的图，比自己画的更危险，希望官方放过
防守配音最好
颜艺=暗号
三连了
同人作品收入太高才会有版权警告
神还原，青春
帅
bgm家教的
这藤真是真疼
来了来了
我等你都TM快40岁了，泪目！
湾湾配音？？？
灌篮高手你币有了
一成！
火钳刘明
卧槽卧槽卧槽卧槽卧槽
upNB
up圆梦大师
白嫖失败
牛逼
五连了
up的肝还好吗？
虽然做的挺好但是不是我心目中的全国大赛
山王有点勇士的感觉，泽北长得就像
火前留名！！！
怎么感觉特别奇怪
这是真的续集动漫？
这个是自制的？
名为灌篮高手
配音神还原
配音崩坏了
裂开哈哈哈哈哈
呃啊，好像在玩灌篮高手的手游，很难受
必须三连
河田194没这么矮吧
必须三连
泽北无敌
哪来的藤真，，这是土屋
我的青春回来了
四谎
泽北第一人
PPT？
音乐一起，回到了十二岁的时候，今年三十了
你币有了
辣眼睛啊
哭了
哪里有那么多时间再给你做丰玉 一群弹幕大神
ppt
能看到这个 已经很开心了
画风突变
坂井泉水！！！
牛逼
跟看ppt一样。。。
来啦！来啦！都回来啦！
宝藏
已经很好了，做的真的很好
加油
这个声音有点像澳门赌场上线了
66666
水户洋平！
火钳刘明
听到就想哭
投币的比点赞的多
我去看漫画了
火钳刘明
今天一来看见什么
！！！！！！！！！
真的续集，不是动漫解说，也不是游戏截屏
有的看就不错了……毕竟民间做的
大同流川枫已三练
我靠
卧槽！？
白嫖失败
老爹你怎么这么多话
？？？？
这个拉拉队的加油声没有灵魂……
卧槽卧槽卧槽！
片头曲绝对不会快进
配音太出戏了，是喜羊羊团队？
4:3 360p童年风味
爷的青春回来啦
这是真的算高手了
握草
这个同人也太厉害了
nbnbnb
都走了？
要哭出来了
有的看就不错了
哇塞！！！！！
泉水姐姐的作词哦
坂井泉水！！！！姐姐！！！！
表情满分
牛逼！！
泪目
我靠？？
最后一球是投球呀
牛壁
自制才牛逼啊！！！！
日文信，汉语发音，就离谱
家教粉出戏
织田哲郎的曲，你们这些人都啥眼神
？？？？？？？？？？？？？？？？？？？？？？？
必须三连
要空接了？
bgm。。。。。算了林友树还是可以给面子的
表情还原。哈哈哈
我老公
打扰了
6666666
又没用来盈利，有啥可告的
这不赞一波？
这暗号看漫画的时候笑死我了 哈哈哈哈哈哈
黄金处刑。。
24秒了
四月？
综艺看多了吧 又这个不行 那个不行 真的很严格
撒酷拉开
这个表情暗号表现不一样诶
这回被告吧。。。
这是谁做的我靠
怎么不是四斤大豆三根皮带了
你们是青春，这是我的少年期看的
真的假的？？？？？？？
哇哇哇
怎么没有湘北对丰玉
讲道理.....有点尬.......
兄弟们，把天才打在公屏上!
UP牛逼
？？？啥情况
jo5的bgm？
边说流弊边说卧槽 百感交杂
？？？？？？？？？？？
？？？？？？？？？？？？
？？？？？？？
？？？？？？
？？？？？？？？？？？？？？？？
卧槽
恭喜你发现了新的镇站之宝，前排刘明
这是UP自己画的同人好吗 麻烦看评论
？？？？？？？？？？？
有内味了！！！！
？？？？？？
96报道
20分钟大作啊
这是啥？
比比什么啊，看就是了，版权作者自己会解决
那个红毛我记得叫花道吧
？。？？？？？？？？？
？？？？？？？？？？
全都不对啊
孩子别知道版权就闹了，同人作品没有商用，跟版权啥关系
我都36了，你可算来了
弹幕真的看过？这就是原版的op
这
被骗了
泪目泪目
这画风
我靠
彩子带美瞳了吗 （滑稽
op
直接决战了？
除了感动没啥可说的
感谢up
牛逼了。三连了
哈哈哈哈
太牛逼了
要啥自行车啊，做到这样很好了
好！
太牛壁了，要火
投下我的第一个币
牛壁
喂别小看我啊！语气弱了点
牛壁牛壁
先三连啊
火钳刘明
？？？
樱木这腿膝盖超伸啊，得矫正哟
两枚硬币奉上
李宇春 李宇春
泪目
不会被告侵权吧
PPT既视感
woc
nb
这个我必须给币
我想都没想，直接三连。
360p
卧槽牛逼啊
大胖子像ppd
赤木都毕业了，怎么可能
来了
NB
要是日语的就更好啦
"快点,老夫等了30年终于等到了"
太强了~这部动画我看了n遍了~
有内味了
up主nb
配音虽然听着难受，不过还是真香
666
BGM一响瞬间起立
牛壁
骂配音的真的从小被惯的
为啥jump不做全国大赛？动画
深津就像新秀小卡哈哈哈没有感情的防守机器
卧槽
且看且珍惜
这是啥
青春
我大猩猩在哪里
有味儿了
Up超棒
爺の青回
要是能众筹，出全国大赛也可以啊！
不看就出去 还bb配音
鬼脸暗号哈哈哈
太强了
电光火石
卧槽？？
可以可以
漫画上色
这是动态漫画，不是动画
666666
弹幕炸出来一堆小学生
白嫖失败
岂可修
汉语……
