字丑，但人帅啊！
弹幕怎么这么多nt啊？
厉害啊卧槽
哭了哭了，谢谢up
wc牛掰
我的天啊
哈哈哈哈哈哈哈啊哈
终于来了吗
难道你要去找日本人配音？
希望能看到樱木和晴子在一起
你币有了
你币有了
不商用版权还行，别搞钱
我想打篮球ಠ_ಠ
包屏
吐了
马上三连圆梦大师
666 这配音
说实话有点像动态漫画
enpty是啥
泪目
直接正题
这确实自制，因为我看过原版，暴露年龄的80后路过
感谢
牛逼
有内卫
这肯定是要征得原作者的同意啊
教练
原版就更好
好好看行吗别bb了
你们看不出来OP就是原版，伪粉们
小心被举报
不算配音的话，有内味儿了
b站怎么没有许什么馨的消息
突然泪目
小心律师函
00后
泪目了
有点像看PPT
跑步姿势太娘了
直接三连，等什么
画面不连贯
才2个硬币，太划算了。
小时候啊不知道为什么没有全国大赛后面的故事了呢
你的币有了
握草，牛壁啊爱了
刚打完球回来
赞
我来了
有的看就不错了还挑三拣四
我买了一件很性感的泳衣
暗号：龅牙
卧槽
？？？？？？？？
建议把弹幕关了看
开口跪
有内味儿了
这剧居然成了00后的青春了 再说00后还没老好不
敢用脸撞篮板的，男人
up被起诉了，我做你律师代理，请继续更新！
回忆
defence
标题档
大叔的青春
赤木怎么用高沙的脸
打赢了第一，谁是第二？
只有一集吗？
弹幕一群挑三拣四的滚蛋
什么东西啊？？？？？？？？？？？？？？？？？？？？？？
我要这币有何用啊
我风玉不配拥有姓名？
画风很还原，作者大牛
为什么只能投两个币
哦，上帝。80后等了20年
！！！！！
我的青春回来了
内个，授权了吗？
白嫖多年终于失败了
我靠，这个配音我是真的无法形容啊。。。
赤木打完全国赛才毕业
码布希好点
青春啊
前面的 看过灌篮否？宫城经常叫他花道 漫画动漫里都是 
快下载
我想打篮球！
不愧是樱木
起鸡皮疙瘩了。。。
丰玉？？？？
666
家庭教师
辛苦你了！！
我幼儿园的时候最喜欢的动漫
哭了！
我的青春huail
笑死我 人家叫泽北 还尺北
潮琦变白了？
我的青春回来了!
谢谢up92年的老泪纵横
难道不是先打丰玉？还没看过漫画？
。。。你告诉我这是自己画的？
PPT
泽北
defense defense defense
哈哈哈 宫城这小短腿
青春啊！！！
tql
澳门赌场线上上线了
老青结工了
真的(//∇//)
祢豆子？
樱木花道
PPT？
爷的青春
想看全国大赛
爷的青春
四月新番
？？？？？
我靠，流川枫还是那么帅
。。。。
还是喜欢crazy for you
青回
赞一个
什么？？？
我都毕业5年了，他们还是高中
bgm megalo box
四十多的，你也不小啦
这配音
味道出来了
我就是篮板王
万能的you say run
牛逼牛
经典表情2333
不都叫樱木吗？突然来个花道我还没反应过来是谁
NB
樱木，永远的神
这bgm一响我以为要打拳击了
武汉晴子前来观看
bgm megalobox
会连播吗？三连先
早晨四点的北海道
厉害厉害啊
我发现了什么…
？？？？？？？
丰县呢？
你币有了
老爹你在说freestyle吗呦呦
投币！
膜拜大佬
额，莫名激动起来了
莫名激动起来了
我来啦
哈哈哈哈哈哈哈哈哈
作画简直神了
woc？？？
要这币何用
360p有内味了
87年
87年大叔路过
幻灯片吗？
山王山王，山东西王
可以可以
卧槽！！！！！
真·又拿原版骗我
woclihai
虽然还不知道咋回事，先点赞三连一波
啊啊啊啊91大叔老泪纵横谢谢Up
你说的应该是是湘北第一控卫
这弹幕的要求还是低啊
家教....
牛批
这个属于侵权吗
流川枫，流川枫，我爱流川枫！
太厉害了666
我的花道
我的天才 我的红色 我爱花道20年了
李宇春，李宇春，李宇春
厉害了
前方高能预警
？？？？
先三连再说
呵呵的青春回来了
画风？配音？
饭制？
当我丰玉没牌面的吗
莫名鼻酸
这就是原版op啊，你们没看过？
这配音....
不发弹幕，说不过去，这次一定
谁也不能左右我
这个表情我喜欢，哈哈哈哈哈
nb
今年2020
晕 自己做大
2020年？？？？？？？？？
像裙子
火前留名
magelabox
BGM 有点多啊
火钳刘明
背景haha
哈哈  和田
制作的相当好了。
NB
宫城良田
宫城良田喜欢
李宇春李宇春李宇春
手机铃声从未变过，直到世界的尽头
hahaha
还是漫画好看
我的花道 溃崩了
小短腿可爱
jojo
hanamichi
啊啊啊啊啊啊啊啊啊啊啊 花道 花道 花道
不敢相信！
画面有点崩啊
刚才那是谁？
？？？？？？
花道加油
泪目
也是我的青春
怎么没弹幕
？？？
66666666
就差个球员cv 无敌啊
流川枫流川枫我爱流川枫
假的。
表情神还原
深津
弹幕呢
空中接力?！
我的青春
追了
BGM
pdd？
jojo牛逼
你敢画我就敢投币
湘北 加油
他们都是牛犊子 天不怕地不怕
？？？？？
押韵
良田手拿开 小枫要醋了
和田缩水了嘛(^-^)
牛逼
什么时候出个剧场版 我就原地起飞
电光火石 宫城良田
全国制霸
制霸全国
好强
找不找日配，这也出戏
86来报到
空接了
一个配音员。。。。
不行了，我回去看漫画版了
谁有樱木同款AJ？
只有我一个00后吗
给你做就不错了，还挑三拣四
上来就最强？
来了来了来了
和田的脸
nb
卧槽？
教练，我想打篮球
篮球の风
高潮来了
dancing 深津
2分38秒的bgm还是JOJO的
megalo box的bgm还行
安西教练还会押韵了
有趣
666
？
秀啊
要素过多哈哈
出得再早一点就好了
这里和漫画同步了
爷的青春回来了！
管尼玛的版权，劳资要的是青春
来首my friend
来了！！！
?
爷的青春
彩子声音太尬了。。。
这个配音不好听
家庭教师bgm
wtf
360p很舒服
这是自制的么
这脸型……要是没有白头发，我还以为是蜡笔小新呢，哈哈
这不还是PPT嘛？
鸡皮疙瘩都起来了，泪目啊
必火
我等了这么多年了，有的看不错了，青春就是不完美的
这画的可以啊。
表情暗示
刘明
这个配音好奇怪。
牛逼
等那个空接
bgm好评
满满的回忆啊
湘北二傻
nb！
画的不行啊！
必须投币！
白漂失败
牛
牛逼
青春
有内味了
众筹我愿意
用日语就有内味了
大制作
钻石王牌多年ppt 没什么不可以
ohhh
青春不再见
看之前先三连好吧
丰玉不配拥有姓名
额，，，，
看的时候还在读小学，现在儿子快上小学了
这画质没谁了！！！
哭了哭了
这个BGM有点东西
全国制霸--彩子书
美女流泪
这个是漫动画
动态漫
？？？
挑刺的别看或者自己做一个去
弹幕必须献给Up
SLAM DUNK x JOJO
00后小朋友报道
配音好不习惯  不太香了
这个抢篮板的白色是谁？
笑死我了，哈哈
爷的青春啊
这清晰度太6了
我擦！！！
20分钟…
绝了
起鸡皮疙瘩了
卧槽?
有內味儿了
三连三连
？？？
牛比
？
青田好丑哈哈哈哈
不愿意看的滚啊
声音。。。
看到片头都想哭了
稳扎稳打 油内味儿了
这个片头是原版的啊
Bgm出戏
弹幕上的人不会只看过第一个op吧
bgm我爱了
泽北要不沢北 不是尺北
90年报道
搞得像那么回事
牛批啊
89大爷路过
全国大赛真的超神 没做动画可惜了
已经6连
三连
没弹幕？
卧槽
爷的青春回来啦
爷的青春
希望b站的配音up主都来帮帮忙
有内味了
青春永不散场
爷青回！！！！
牛逼啊
？？？
红眼
家庭教师
b有了
怎么做到的，nb
这个投币量就离谱！！！
好尴尬
大胡子老爹！，，，，，，，，。，，，，，，，！，，，，，，，，，，，，，，！！，，，，，，，，，，
厉害了
第一集就山王了？
剧情不对呀
致敬作品 还有问是不是官方的 脑子呢
说安西教练王木生那个别跑，给我整笑了
抹布吸！
？？？？？？？？？开屏雷击
牛逼
卧槽
？？？？？？？
我都48了……
爱了爱了
台配混进了大陆配音，感觉怪怪的，还是纯台配好
加油
？？？？？？
你币有了！
夜幕奇袭？
360p新世界
我发现了啥？
666666
这是真的？
片头是原版的
爷的青春回来了
三连必须三连
三连送上
笑着笑着，眼泪就出来了
泉水泉水！
360p无敌
哇！！！！！看我刷到什么！
三井的疤我去绝了
三连了
???
我的青春
尚首页
高中时候天天看
up自制很好了已经，觉得不行宁出资来做吧
爱爱爱爱
哈？？
众筹请个配音，绝对感动到流泪
360p，有那味儿了
三井男神！！！！
三井男神！！！
爷的青春泪目
动画做到这程度挺不错了
配音再好点就美滋滋了
为了他去镰仓啊
经费不足啊
角田大帝
？？？？？？？？
黄金处刑的你退群吧
哈哈哈
有生之年？
你们的青春啊
处女币都给了
真假啊
牛逼牛逼
？？？？？？？
jojo？
灌篮高手四个字就足够让我三连了
我哭了我哭了，牛逼牛逼
丰玉没有牌面
6666
牛BL
厉害了
给老子哭。。。。。
我哦草
？？？？
国产味
这次一定！
哭了
这个喊防守真的还原
泽北
李宇春，李宇春，李宇春
牛逼
我是00后，有没有一样的
配音不行啊
配音不行啊
还不如台配
牛批
哈哈
这配音
爷的青春回来了！
bgm
为啥不用原来的音乐，这个音乐好不舒服
UP你币有了！
有内味了
还是高清
等什么？投币呀！
等了我20来年啊  
流川枫
这高清
我的天看到了啥片
三连了
宫城演艺好多
动态漫？？？
时代变了，现在是三分的天下
第一次2硬币，无悔
好尴尬的配音
安西教练声音这么嫩吗
影流之主
版权啊，要完蛋
？
太短了
360p有内味了
十日后的内容
写轮眼开眼了
？？？？？？
八六走起。
国语
woc
我直接三连了
360 有那味儿了
哇牛逼
爷的青春回来了
止不住想发弹幕
国产ppt动画
白票
吓哭了
magalo box的bgm!
泪目了
先来个空中接力
？？？？
家庭教师
先三连了
握草
鸡皮疙瘩起来了
头皮发麻
鸡皮疙瘩都起来了
安西老爹真猛！！！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
坐在轮椅上的我，跳起来了
来个电光火石特效吖喂
北野先生与南烈那段其实挺感人的呀。
燃了
男神流川枫
我的樱木啊，脸都变形了，不过还是很高兴啊，哈哈
有内味了
哦哦哦哦哦哦
诶，差得远
握草
家庭教师BGM
假的吧
火钳刘明
白嫖怪们 求你们闭嘴行吗
写轮眼
丰玉呢？
吓我一跳，还以为真有了咧
6啊
爷的青春啊啊啊啊啊啊
有那味了
看完结尾了再来看一遍
必须投币
牛逼
泉水姐认识你真好
这里有点儿逆转裁判的感觉
你币有了
土屋淳
解说有点儿天美的味儿了
凌晨四点的神奈川县
这币，我留着干嘛
23333
太棒了吧
这配音可以奥
直接打山王？
虎扑jr前来报道
卧槽有生之年？
流弊流弊
还有片头吗
有生之年能等到官方全国大赛吗
这个背景配音……
和田这脸是要笑死我吗哈哈哈
建议换到360p观看，爽的一批
丰玉直接跳过了吗哈哈哈哈
怎一个牛字了得
我说什么时候有的动画版
果然不是真的
up主自己画的？真是为爱发电了
不管怎么说
童年
感谢up主
热血
感动
迟早要火
有内味啦
良亲
蜡笔小新
三连了，谢谢
崩了
没灵魂
sd那么多好听的歌曲，你竟然还用家教的
我靠
给我火！
配音硬伤
这次又是731学院的bgm了
熟悉的味道
66666
抠了我为歌狂的人物？
背景是用3D做的？
没有我哈啦秘籍跳不到的球
画风缺少灵魂
丰玉的比赛没有，不过up加油
男儿当入樽
我，华夏流川枫，打钱
配音出戏，哈哈
感谢
36了
。。。。。。。。。。。。。。。。。。。。。
流川枫啊啊
牛逼
打拳了
我想看全国大赛啊
哈哈哈哈哈哈
谁也不能左右我
没变没变卧槽！！！
94报到
爷的青春
配音太跳戏了哈哈哈哈
哈哈哈哈哈哈哈哈
有没有日语版
牛
怎么一上来就 山王 ?
"你们几个人 ,搞这么大 阵仗"
一只仓 漏人 没人喊吗?
不愿意看的出去好吗？有本事你来做一个
最强山王 山王必胜
山王总冠军
真红眼
有内味了
来了
89飘过
老爹66666
bgm对了
觉得不好就不要看了好嘛
牛逼up
卧槽！ ！！
这都是因为青春而才去的地方阿
是真的牛逼。
哇，好强啊
不涉及版权问题吗？
空接来了
棒棒棒棒棒棒
兄弟，这是自制啊，你要清楚一点事情，什么叫自制。
哈哈哈哈，篮球动画，出现了拳击动画的BGM
真的假的
666
啊啊啊啊啊啊
牛逼
set  me free
我的青春啊
360牛逼
你币有了
66666
我的妈呀，等了多少年了
牛逼  牛逼啦
这个配音...
不是很香
？！
火钳刘明
奥力给！
谁也不能左右我
这应该就是漫画配背景吧，不过也很厉害了
牛逼牛逼
王者画面，塑料配音
梦想之片
啥都不说了，三连先给你
丰玉没了？
老娘的青春回来了
流川枫!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
配音好尬这是实话
申津干他
慕名前来，爷的青春再次燃烧！！！
漫画里我记得叫的是花道
？？？
菜子一直就很漂亮
还有续集吗
这是要被告啊
樱木樱木！！！
卧槽！
牛逼
啊啊啊啊啊
04报道
我的青春啊。95年的路过
专为360准备
白嫖失败
爷的处男币
？？？？？？？？？
刚刚是不是龙珠
厉害，3连支持
牛逼，
挺住啊，兄弟
没内味啊
85年大叔路过
心炙如焰
360p  有内味了4:3
直接问有没有第二集
太牛逼了
前排提示：建议以“配音”为关键词来屏蔽
同87
来了，高能
不是应该叫樱木吗
牛壁
哭了
这次一定
还特么国语
86路过
360有感觉
宫城帅帅77
灌篮没重置有点不可思议
建议屏蔽“配音”食用
aj6??
彩子与宫城的约定，神奈川第一控卫
88年的我泪洒屏幕
妈妈我又恋爱了
360P真的牛逼
青春啊！
三连，必须三连
晴子？？这是？
666666
三连了
这制作毁青春啊
360p真实
山东西王男篮
85大叔的青春
四十了，有生之年呐。
哈哈哈 这个脸
？？？？？有生之年系列
牛逼
我。。。？。。。。。。想静音的心都有了
我心态崩了啊
有内味
白发鬼：i wanna some nasty！
没安西的布置就输了
白嫖失败
白嫖失败
牛皮
画风不太一致啊
哈哈这个配音
牛批
四谎！
