耐克嘴
现在不单单致敬保罗，还有我们的英雄
啊，开口就爱了！！
来了来了
ohhhhhhh是one voice！！！
说唱天赋
应该是韩国人
每次看到都好喜欢，都要点进来听一下
我居然泪目了…天使的声音…
泪目
前面那个说这么小就会英语的笑死，你怎么这么小就会中文
期待速9
鸡皮疙瘩哦？！！
真的哭了，太好听了
好棒啊
！
see you kobe
孩子唱的没有一种沧桑感呀
我想你了，科比。
记得戴口罩
好听
这个和声太棒了
黑人小哥有点帅
被天使吻过的嗓子
断眉看到了会不会发火
哭了
出货吧
大爱
爱了爱了
0.5倍速，发现新世界
Bye KOBE.
one voice！！！
开口跪
我靠！
好久没看到这个唱symphony的小姐姐了 很多之前的小孩子都长大很多了啊
晚上好晚上好
哇，开口一震
致敬2020英雄们
小女孩好厉害啊
前方高能
再来亿遍
泪目
你们还有没有弹幕礼仪了
墨墨，天堂再见
冲
致敬医务工作者
厉害！
枯了
你们这么小就会中文，够厉害了
0404  生者奋发
贼好听
致武汉
多才多艺的人类幼崽
回收你的“种族天赋”
泪目
1.25好评
最好的化妆是自信！
童声的什么的最棒了
不敢听了，好悲伤啊。。我本来就不是一个快乐的人
爱了
绝了绝了
最开头的小女孩看着很眼熟
这是华裔小姑娘吗
泪目
阿卡贝拉是全人声 这是和声吧
duaei
妹妹好厉害
好可爱
妹妹英文好好
别刷科比了，瞬间泪目了
ai
好好听！！！
白嫖失败
Emmm
这英语水平
哥哥一路走好……我们很想你
天啊
啊啊啊啊啊啊好听啊
好听诶
缅怀先烈，永远记得你们，相与你们重见
今天我的眼泪不值钱
0.75倍好评
你好
起鸡皮疙瘩
老大再见     R.I.P
白衣天使必胜！
保罗沃克看到会泪目的
再来亿遍
武汉加油
真的好听太爱了
头皮发麻
Paul Walker 
这个rap比淡黄的长裙好多了
绝了
身体发麻，真的！
天使——！
好温柔啊这个说唱
卧槽鸡皮疙瘩起了
我喜欢这个和声！！
节奏好稳
前方高能
三连了
怀念保罗·沃克
Kobe Forever
成年人可太难了吧
能不能不要看到一个黑人唱歌就说种族天赋，你知不知道你一下子否定了他人的努力
全体起立！
熟悉的面庞
哈哈
好棒
开口脆啊
清澈
华裔
太好听了真的
3:33
666666wc
再见！高比仔！
超爱这个合唱团
那个是ABC
老大，一路走好，愿天堂也有你爱的篮球
Kobe Fover
不输原唱
我的鸡皮啊
这次一定
难道rap天赋真与血统有关？
冲冲冲
种族天赋
这个是亚洲女孩吧
好听
你币有了
爱了爱了
啊啊啊啊都好可爱！
天呐我好喜欢他
合唱太神仙了！！
超喜欢这里
又哭了
太好听了，鸡皮疙瘩走起
可以的
这好像是the expense.里面的小女孩
好听！
新乡市可还行？？？？？？？？？？？？？
世界和平
好棒
我把刚才的妈妈看成米娅了，差点泪目
鸡皮疙瘩掉一地
前方高能
。
我可了
加油
建议关闭弹幕食用
是天使啊啊啊啊啊啊啊啊啊啊
愿天堂没有交通事故
白嫖失败
你等她们变声期 保证和我一样唱不出来（滑稽）
哇
黑人rap！！！！
黄皮肤
好听
白嫖失败
WE ARE THE WORLD.
再来一遍
强烈建议关闭弹幕食用
真的好听到头皮发麻
都是地球人搞什么分化
这个妹妹好厉害
厉害了
Respect.
这也太惊艳了！！！
鸡皮疙瘩瞬间冒出来
nb
！！！！！！
泪目
艾玛沃森
再来一遍
想老大了
流泪
我爱我爱❤❤❤❤❤❤❤
儿童这纯净的声音真是太爱了
好听，爱辽~！
听不懂说的什么
泪目
黑人说唱果然牛批
好听好听！
我死了www
泪目，
开口跪
gia
致敬断眉
哇，他们英语真好
开头见
好棒
二声部好评
天使
亚裔的这个女孩唱得好听
高能指引----> 2:50
@QQ音乐
这得上多少英语补课班才能成这样啊
喜欢黑仔
这个小姑娘像亚洲人啊
好嫩的声音啊
The American people are innocent美国人民无辜的
天籁！
See you again 
鹤壁市
泪目，哭了
早
喜欢
全程毛孔竖起
好美
we will wim
我也起鸡皮疙瘩了
好好听
One Voice!One Voice!One Voice!
你币有了
泪目
awsl
好听的
武汉加油！
武汉加油！中国加油！
好听！
好听
收藏夹吃灰吧
哇哦
666
哇！！萌化了
泪目
好厉害
保罗你好
2020好难，但我定要在中考创造奇迹
值班机响了？要出处理异常了
童声果然是最纯净的，这首歌太合适了
我就是新乡市的哎
老大我想你了
去年夏天拍的
保罗
头皮还真发麻
驻马店市
老妹你瞅啥呢
love&peace
致敬
泪目
对不起我真的哭了
愿疫情早日结束，不论你在哪里，我都为你祝福
愿疫情早日结束，不论你在哪里，我都为你祝福
冲着歌先给你个赞
火钳刘明
愿疫情早日结束，不论你在哪里，我都为你祝福
全身起鸡皮疙瘩  绝了绝了
感觉原版好点吧，毕竟小孩可能不太理解这首歌的感情
！！！
legends never die
不行，太好听了，我要做一首
这还是believer的合唱团啊，太棒了。
世界加油
种族天赋
Kobe
好可爱这个rapper
喜欢
保罗
满满的回忆
弹幕捏
完蛋，开口就跪了
有点像贾斯丁比伯
好听
太好听了！
我头皮发麻……天哪
愿逝者安息
啊啊啊啊啊啊啊
鸡皮疙瘩
！！！！！！！！
太温暖了！！！
保罗，i miss you 
保罗走好
稀奇？我在国外生活也能流利的口语
这个合唱团真的太棒了
加油！
钢筋
开口脆
爱了爱了
希望送给科比
Ohhhhhhhhhhhhhhhhhhhhhhh
这里好像艾玛沃森
种族天赋
种族天赋
前方高能！
厉害
现在听真的是能哭出来
给唱哭了
牛壁
太棒啦
币没了
说实话，这首歌实在听太多遍了
开口就是鸡皮疙瘩
武汉加油，中国加油，世界加油
泪目
啊啊啊啊啊啊啊超喜欢他们
天堂向左
世界和平
世界加油！
蛋黄的长裙
保罗沃克想你
哭了
爆炸
爆炸
ohhhhhhhh
哦～～～～～～～～
人类必胜
鸡皮疙瘩我的妈
鸡皮疙瘩
等到了
再来亿遍，好听~~~~
太好听了
好听诶
不瞒各位one voice真的是个宝藏！！！
我好喜欢这个姐姐的声音
妈问跪
泪目
主唱啊这女孩
白嫖失败
兰尼斯特家族有币必投
好听
woc
两倍新世界。
好好听啊啊啊啊啊啊啊
她英语好好
什么岁月静好，只是有人替你负重前行
你会唱的部分到了：啊啊啊啊啊啊
纪念保罗
点赞投币收藏三连
姜昆大大好年轻！！！
鸡皮疙瘩
余音绕梁三日不绝
好听、
鸡皮疙瘩起来了
哇去，这小女孩好好康
再来一遍
炸裂好听
好听啊
纪念保罗
好好听啊
See you again，Humankind
想老大
我怎么好像看到一个划水的小姑娘。。。
2618人了
实打实
for Kobe
再来一遍
祖传rap
再来一遍
脊椎发凉
我币没了
鸡皮疙瘩都起来了
种族天赋
awsl
小黑不错
卧槽？？？？
有节奏
？？？
太好听了！
爱了爱了
听哭了
@网易云
Rap的声音好像比伯小时候。。
都是大佬
三番五次
脸上是泪痕
开口跪！
！！！！！！！
你币有了
这里有个在调整弹道的
開頭那是日裔？
在现在看来，容貌只是歌曲的衬托了
真·头皮发麻
想科比了
保罗...
实名羡慕
我好爱啊啊
我爱了
一群天使宝贝，请大家完整适度，尽量别玩儿别纠结哪国人哪国都该被尊重，好听就完事了
太好听了叭
主唱是亚洲人
我币没了
科比
保罗沃克
泪目
亿遍亿遍
也太好看了吧啊啊啊啊啊
开口跪
ohhhhhh
人间天使，跳跃的音符
纽约
纽约
听哭了
一曲通神
都是天使啊
啊啊啊啊啊我们大纽约
梅开二度
哇鸡皮疙瘩全起
开口跪
美好
好干净好纯的声音
白嫖失败
三连了
又是你。one voice
我不知道有没人看得懂这里女孩的眼神
看到面前一家人的亲拥，她的眼睛若有神
rap太棒了
世界加油！中国加油！
愿山河无恙，人间皆安
开头不是说了2019夏天吗？
听感动了...
所以淡黄的长裙进来挨打呗
shit，没麻神内味儿
！！！
@网易云
首页通知书
世   界   和   平
全身发麻
←就一个小孩子你还说香蕉人？
哇，猴赛雷啊！
保罗沃克
致敬保罗刷起来
欢迎观看开口跪系列
哇
怎么能这么好听！！！！！！！！！！！！
开口跪
开口跪
这段最爱了
啊啊啊啊啊啊啊啊啊啊
起了一身的鸡皮疙瘩
种 族 天 赋
保罗
果然是onevoice童声合唱团！！
种族天赋
不一定是亚裔，本地印第安人，南美洲也以后
再来一遍
哇这个男生好好听的声音
超级像Emma!!!
manba never out
鬼见条
好厉害
世界加油！
开口脆
hope to see you again
希望疫情早日结束
说香蕉人的举报了，
连起三遍鸡皮疙瘩
武汉加油
万人血书求驻扎B站
好棒啊童音
爱与和平
鸡皮疙瘩一阵一阵。。。
我高三一哥们宿舍天天唱，回忆一下涌上来了
想保罗了
黑人好评
好听到cry
好可爱啊啊啊
爱了爱了
珍惜老友
卧槽？这么好听
这声音我爱了
武汉加油！中国加油
全身开始发麻...
音乐就是力量
听到和声泪目了
加油
世界加油！
愿世界和平，再无疾病
好听
音乐不分国界好吧
开口跪
omg鸡皮疙瘩
永远的朋友，永远不分离
科本柯特 保罗沃克 科比布莱恩 纪念永恒的传奇
不可以称赞儿童的美貌？
世界加油！！
承包
日裔吧
声音真的好好听啊
我也觉得像艾玛
起标题的都是没文化的，什么叫头皮发麻
KOBE
纪念一下科比啊
艾玛，真好听
不一定是外国人 合唱团世界各地的儿童组成的
他们都是世界的孩子
QQ音乐出来干活了
黑夜终将褪去，黎明终属人间
abc
鸡皮疙瘩
指挥是日本的喔
全程姨母笑
阿伟死了
好听
世界和平❤️
我们的愿望是星辰大海 世界和平❤️
泪目
如果你从小生活在英语母语国家，你可能就只接触英语，你英文也能说得很地道
love
这跟科比沾边？？？
nb
真好看
牛逼
世界加油
世界加油！！
音乐的力量超越一切
白嫖失败
好安静
瞬间泪崩啊！
此情不变，此爱难逝
此情不变，此爱难逝
see you again
哦哦哦
呜呜
跪了
啊啊啊啊啊啊啊啊好漂亮
给我展示了一个不一样的世界
6666
开口脆
卧槽卧槽卧槽卧槽
世界和平
!  世界和平  ！
白嫖失败
小天使们
如果觉得自己没用就请试着拼尽全力的爱别人吧！爱那些皎洁的灵魂，和并不完美心，爱善良的孩子和温柔的大人。所有的的痛苦都来自于不爱或爱的不彻底。：）
白嫖失败。
世界和平！
泪目
绝了啊
小闪电长大了漂亮了
好听死我了天哪
白嫖失败
这是友情？
对，就是唱Believer的那个团
rap起
头皮发麻 太好听了叭
世界和平!!!!!!!!!!
好听好听！！
牛逼
篮网乐维尔
为什么哭了
种族天赋
HM植入hhhhh
@网易云
开口跪，好好听啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
看看发现了什么
头皮发麻可能是因为合唱激起了灵魂共鸣吧
i了
妈呀
鸡皮疙瘩起起落落起起落落起起落落
我靠
我tm哭了
种族天赋
这个黑人小哥好帅
加油！来得及！考得上！你可以！中考加油！一切都会好起来
致敬保罗
小孩子的笑容太好看了
可以可以
如果有来生我也要去
卧槽卧槽
鸡皮疙瘩~啊啊好听
指路qq音乐
根本听不够
真的厉害
爱了
好听
天使
这个和声爱了
世界人民加油
听得想哭 加油啊世界
这次一定
真的好听
牛逼
希望人们互相理解
吾之挚友不见许久，君影若现诉之怀忧
哭了哭了
好听啊啊啊啊啊
为什么想哭
开头见
世界和平
好好听！！！
好听
卧槽
太好了听了
开口脆
好听！！！
这次一定
真的好听呀
泪目
鸡皮疙瘩
好听
Let the light guide your way
Let the light guide your way
小孩唱歌真的好听
声音好干净
闭上眼睛仿佛来到了天堂 啊那美丽的灵魂 纯洁的孩子
@网易云
peace
保罗沃克你一定在继续飞驰吧
爱了爱了
开口跪
鸡皮疙瘩
鸡皮疙瘩
保罗啊
开口脆
开口脆
@网易云&QQ音乐
kksk！！！！！！！！！！！！
好听啊啊啊
一路走好
说假唱那位，我想弄死宁
噢噢这个小姐姐也有出现过
世界和平
刷种族天赋的脑子有什么问题？？
泪目
这是亚洲人吧
一直卡
For Kobe
此情不变，此爱难逝
后生可畏
see you again
我去
英语说的真好！
功成已久，名就同修
这TM 12岁？
这个合唱团是哪个国家的
触及灵魂的歌声
卧槽哭了
麻
鸡皮疙瘩
世界和平！！！！
白嫖失败
nbnb
吃灰去吧
好听qwq
刷科比的是不知道这歌啥来源吗……
网易云啊啊啊啊
这女生的声音我爱了
此情不变，此爱难逝
谢谢你，保罗，是你让我们明白家人的重要
完美融入背景
哎呀妈呀
哈哈
种族天赋
年少有为
R.I.P  Kobe endless
祝世界向阳而生
白嫖
911
好听
哇哦好厉害呀
我的妈呀鸡皮疙瘩
先收藏再说
我币没了
小闪电也不在了
建议2倍速食用
保罗
one voice
好喜欢
还真有种族天赋这东西，那不然为啥说唱帝国基本是黑人？
科比老大走好让我们能相见
种族天赋
我可以
哇一身鸡皮疙瘩
爱了爱了
白嫖失败
OMG
你币有了
你三连有了
保罗·沃克
好听！
保罗走好
泪目
真的头皮发麻
嗷嗷啊
鸡皮疙瘩
天哪
我感觉自己白吃了15年的干饭
不行真的白嫖不了了
@网易云音乐
网易你要干活了
都是小天使
ovo好棒
世界加油
泪目
世界和平
qq音乐有woc
世界和平
断眉女友粉前来捧场
刷梗的看看地方干嘛
白嫖失败
阿伟反复去世
鸡皮疙瘩就没停下过
他们认真唱歌的样子很可爱
开口跪
鸡皮疙瘩起来了
我想蜗壳跟你有关系？
果然是上次唱believer的！i了！
顶一波
是
我才发现我从未听懂过这首歌
我没开弹幕？
.
美妙
加油，为了遇见更好的TA
果然是黑人Rap
单眼皮 应该是韩裔
说实话Believer给我的感觉更好
也只有这首歌能把我搞哭了
peach&love???hhhhhhhh
泪目
泪目
网易云冲冲冲
Momba  out
Ash 走好
保——罗——
文化天赋，不是种族天赋，不赞成种族天赋这个说法。
再来亿遍
泪
让我想到了蜘蛛侠
真好听呀
都好厉害呀
网易云干活了
政治正确
为什么rap的都是black  man
战胜疫情
24
默默三联
我也哭了
世界和平
24\
泪目
致保罗
wsl
2倍好爽
弹幕呢
你三连有了
她流眼泪了
好听～
再来亿遍。
1.25不错
致敬我的美国老友：迈克杰克逊
天使们！！！！
再来一遍
这个小姑娘唱的也太好了吧
泪目
啊啊啊啊啊啊啊啊啊啊啊啊
666666
世界加油
保罗走好！！！
好听啊
世界和平
泪目
好喜欢这一段啊
r.i.p
中国加油
好多人白嫖啊
这个小朋友哭了
世界永无战争
我看到了耐克小哥
又是你们！
你币有了
再来亿遍
致敬保罗
全体起立
rap真给跪了
QQ音乐 网易音乐 赶紧粗来干活啊
这是中国人吧
我傻了，天籁之声
火钳刘明
For Paul
For Paul
For Paul
天使
你币有了
@dg 买了
For Paul
加油
前面那说于谦指挥的笑死我了
鸡皮疙瘩起来了
For Paul
世界加油
Mamba eternal 
鸡皮疙瘩起来了
四海皆一家
哇
里面的每一位都是宝藏啊！！！
里面的每一位都是宝藏啊
寒毛直竖
小女孩一开口，我就起鸡皮疙瘩了
好清澈
我的天！！
书店放这个会很好啊
是闪电小姐姐吗！
FOR PAUL
1.25不错
跪了
see you again
好听
这个rap也太好听了！！！
建议开启自动播放后食用
这声音，绝了
妈妈问我为什么跪着！！！
夸外国人英语好，咋没人夸我一句中文好。。。。。
前面有点多余
不戴口罩？
666
啊啊啊好听
排面
满脸鸡皮疙瘩
啊啊啊啊！
好听！！后面那个金色？头发弟弟我可！！【狗头】
1.25倍好评
开口跪
FOR Paul
怀念KOBE
哈哈
？？？下面什么斯国一 丁卡 斯国一？
磨砂黑
白嫖失败
耐克嘴！
世界和平
再来亿遍
保罗rip
世界和平
mamba forever
好听好听
还是上次那个团
开口跪
不错哟！
我要哭了
哪位大佬可以传到网易云上
火钳刘明是什么意思？
不好意思白嫖成功（狗头保命
泪目了
ABC
爱了爱了爱了爱了爱了爱了就是爱了没有借口
respect
白嫖失败
我觉得是花园吧，要不就是亚洲人
火钳刘明
24/8
世界和平
哭了
童声和老歌的搭配妙极了
都给老子哭
网易干活啦
我靠
我也想你了川普
断眉！！
这个小女孩好像是个国人。
内幕。
1.5倍太棒了
致敬保罗沃克!
致敬保罗
勾践人类命运共同体
人间美好 未来可期 愿天堂 人间 永远 幸福美好
流泪了都！！！
二倍的兄弟绝了
网易云干活！
哭了
亚修！！！
好像赫敏
白嫖失败
哭！！都给我哭！
猹的嗓子
For Paul
鸡皮疙瘩掉了一地
鸡皮疙瘩掉一地
小女孩哭了
没了保罗的速度与激情已经不是原来的味道了
see you again
这应该就是童真的力量吧【泪目】
世界和平
爱了
Mamba Forever！
For Paul
one voice合唱团
全体起立！！！！！
保罗再见！！！
致敬科比
rap咋不是耐克男孩了
我好爱这个亚裔女孩啊啊啊！！
美妙
鸡皮疙瘩起来了
世界人民大团结万岁！
世界和平
网易云快干活！！！！
终于来B站了啊
总监的哈哈啊哈哈哈
保罗啊
闪电妹
师姐加油
我看见了耐克嘴小哥哥！
for Paul
妈妈咪呀，好听啊
哭了哭了
没有那种感觉
好好听
泪目
爱了爱了
哇哇哇
啊这
他们都长大了，尤其是前排几个小朋友。。。。。。。
对不起我要关弹幕了
1.25上头
1.25真上头
全体起立                                                    全体起立                          全体起立
致敬
世界和平
---------------------------------------------------------------------------------------------------
现在，全体起立！！！
鸡皮疙瘩
真的有鸡皮疙瘩
大家好，对，是我，我是白嫖怪
买版权赶紧的
保罗沃克
开口跪
6666
三刷
感觉看他们唱歌有点感动
<SS_Normal_Color>666</>
这个太温柔了吧
英语白学
拔刀吧
好好听啊
awsl
再来亿遍
这都是什么小天使们啊
    鸡    皮    疙    瘩     
瞬间泪目
何曾几时，我们也是少年
0:0
symphony小姐姐
流弊呀
reader好意思么
这个乐团唱的believer也超赞的！！！
靠，我这就泪目了
啊！哭死了
世界民族是一家
omg ！！好好听
保罗沃克
阿伟给我死个一千遍
鸡皮疙瘩
不要停下来啊
开头一放想哭
保罗
24/8 R .I.P
好听
致敬保罗
总监？？
再来一遍
这次一定
童真之声的《see you again》是真的好听啊啊啊
白嫖失败
致敬保罗
I'll be here.
致敬保罗•沃克！！！
鸡皮疙瘩都起来了
真好
能在一起唱歌，这多么美好
世界加油！
白嫖失败
爱了爱了
白漂失败
！！
天狼星，回来吧
58
刷什么科比，这种无关弹幕看了让人火大，弹幕礼仪知道不？
致敬！
(╥╯^╰╥)
这个黑人真的帅
哭了
太太太好听了
啊啊啊啊啊
01:10
听着听着泪就下来了
致敬
我又来了
震撼啊啊啊啊啊，太好听了，纯净的声音
大家好
哇这个画面
鸡皮疙瘩
致科比
致敬保罗沃克
什么黄磊指挥，指挥是日裔
保罗走好！
白嫖彻底失败
真可爱啊
再来一遍
噢脸发麻
好好听！！！
厉害
好听
这几个外国小孩儿英语真好
有没有跟着一起唱的这首歌，致敬保罗
为什么发不了弹幕
哭了
科比
真的好好听...
我…害…
世界和平
保罗沃克！
全体起立
棒棒哒
川建国同志好样的
"他們唱哭了 ,  我們聽哭了"
硬核
大卫阿拉巴
我曹把我给唱哭了
泪目
好听
黄种人？？
天堂向左
天堂向左，保罗走好
天堂向左，保罗走好
天堂向左，保罗走好
绝了
啊这……
太好听啦
我的妈！！！！
优秀
真的起鸡皮疙瘩
右边是闪电妹妹
once again
这好像是我来b站一俩周，第一次三连
白嫖失败
致敬保罗
纪念保罗
保罗我们想你了但是你却在哪？保罗再见
底端弹幕挡字幕啊……
卧槽啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
爱了
保罗
外国人的思想就是比较开放，我其实挺想体验体验不一样的生活！！！
再刷亿遍
鸡皮疙瘩掉一地
前奏落泪
开口跪
666
666
nb
真好听
这段我练了好久
awsl
致敬科比
简直鸡皮疙瘩都起来
投了最后的一个币
大佬们，你们看我这样跪行吗？
保罗致敬
世界和平
太棒了吧
怀念合唱团
天堂向左，保罗走好
视频下载之后把后缀改成mp3。就成音频了。
酷狗，快安排上
这个小哥真的好帅我是男的！！
这个小哥真的好帅我是男的！！！
致敬保罗沃克
baoluozouhao
好好听！
网易云音乐。。。
仔细看这个词 好有感觉！！
喜欢男声
保罗
自古弹幕出人才
全体起立！！！
朱广宁制霸浙大
每日一刷
我希望世界平安 中国平安
如果我以后迷失 我会再来的 谢谢
网易云该干活了www
保罗在天堂继续你的梦想吧
白嫖失败
z最喜欢的一首英文歌
我推荐的one voice！今天英语课上老师就放的是这首！！！我爱了！！！
好听
棒棒
see you again！
为啥都是白衣
热爱生活吧
要是ERZA唱，就锦上添花了
爱科比
合唱团啊，我的回忆啊
尼玛，哭了
致敬保罗沃克
啥东东
保罗走好
白嫖失败
世界和平
承包这个笑容
good
哇，他们英语怎么都说的那么好
这个小姐姐是believer那个红裙c位！！叫Rachel Peel
▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄▅▆▇█▇▆▅▄▄
他们英语好好哦
很好听！！
希望你会开心的
映月，有点想
没币了明天一定
人家母语是英语啊前面的...
全体起立
美丽可爱呀
开口跪！！！好好听！！！
鸡皮疙瘩掉一地
一听zyesh
哇啊啊啊啊
致敬保罗
一听前奏就想哭！
世界和平
1:25好
好听啊
这是我最喜欢的英文歌了
泪目
我又直呼内行
网易云起床干活了
太好听了
想保罗了
鸡皮疙瘩从没消退
真·鸡皮疙瘩
@网易云音乐
one voice的孩子们！
这首歌是纪念保罗沃克的，不是科比
那个小女孩好像亚洲人
棒
你们还缺人吗？
爱了
前方高能
这女孩声音好好听啊妈呀
种族天赋
被惊艳到了
2013 1130
好好听
致敬保罗
三连又出去了
这个rapper有点好看
愿天堂没有车祸
纯洁的声音
简直了
网易云起床干活啦
先赞为敬
TO PAUL WALKER
好好听
欢迎回来
致敬所有离开的人
致敬英雄
一身鸡皮疙瘩
七刷
前程似锦
要推给我最好的朋友，ncj听听
绝了
建议关闭弹幕食用 静静享受
欢迎回来
@网易云
好听！
哇哦
see you again kobe
泪目
这歌刷开哥合适？
亚裔，不一定是华人
好听
说真的，我哭了
保罗一路走好
好听
应该是科比陪保罗
我死了
全体起立
01:10
理想国啊！希望有一天人类会实现。
真正的乌托邦
鬼知道我听了多少遍
妈妈，我就听最后一遍
爱了就爱了！
我听到头皮发麻
好听
开哥
前方高能
哇我整个人都酥了
对耳机党很友好
太好听了，清脆的童音
鸡皮疙瘩都起来了，致敬保罗
鸡皮疙瘩！
因为两位都值得致敬
好像比伯童声
我币没了，你币有了
长白山见
保罗沃克，永远想你！
R.I.P
的确，QQ音乐有了
好听
天堂向左，保罗走好
耳朵怀孕
网易云你安排一下
好听
查理普斯！
恨不得把币都投掉！！！！！
全体起立
2倍很棒
手动艾特网易云！
罪恶之城
全体起立
超棒
从一看到结尾，致敬保罗
致敬保罗
网易云来个版权吧啊啊啊啊啊
弹幕礼仪
可以的
鸡皮疙瘩
好可爱的小朋友
世界和平
科比-布莱恩特
Awsl
欢迎回来
致敬保罗
爱了爱了
天使吻过的声音
鸡皮疙瘩起来了
害
啊啊啊啊啊啊
都哭了
天堂在左，保罗走好
"保罗,一路走好。RIP "
发麻
这个和声，头皮发麻
白嫖失败
阳光很暖
美声好评
开口跪
酷狗起来干活
这是找了一群怎样的天使嗓音啊
泪目
治好了我的干眼症
我哭了
i了
好感动55555 
白嫖失败
致敬保罗沃克
这小哥笑起来好看啊
一听见这旋律，全身就汗毛倒竖，鸡皮疙瘩都起来了
致敬科比
这次一定
我不想白嫖，但老子没币[哭]
每天一遍
好黑
如果说原版是情感版的话，这个版本就是治愈福音版
。
1.25无敌
爱了爱了
三连三连
再见科比。
鸡皮疙瘩
前方核能！
白嫖失败
好听！！！
这神仙画质我爱了
卧槽啊啊啊啊
震撼
没弹幕？
永远忘不掉你的笑
白嫖失败
Jone
车神永远想你
世界要是真的这么美好就好了  
好听
qq音乐已经有了
酷狗快搞版权
开头见
泪目
好听
淡黄色长裙 蓬松的头发
老大
这人英文好好
开口跪
我急忙打开王者荣耀听他们夸我小学生
天堂向左，保罗走好
啥时候我们合唱团也可以唱成介个样子
有时，直到一些珍贵的时刻成为回忆时，你才会意识到它的价值所在。
致敬所有因为意外去世的人
1.5好评
@网易云 快买！
这啊一出老子瞬间泪目
我的来电铃声
人类命运共同体
向你们致敬
我也想学，可是知识从脑子一边进一边出
.....
致敬保罗
臣卜 木曹
woc
这个儿童合唱团的歌 首首让我起鸡皮疙瘩
感觉这个黑人男孩酷极了
天堂在坐，保罗在右
这个是中国女孩吗
白嫖失败
火钳刘明
avicii Forever！
Nike嘴
终于对这歌下手了
好听
白嫖失败
好好听啊！
这个小哥哥，我爱了
致敬科比
我币没了
我觉得1.25最好
好听
酷狗出来整一手
手动@网易云
泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目
我的速度与激情！！！
RIP保罗沃克
人家的嗓子都是天使吻过，我的是阎王掐过
已跪好
致敬保罗
Kobe Bryant
愿逝者安息，愿生者奋发，愿祖国昌盛！
有高能，别退
