等于是把地球切成沙子大小的块状 然后平铺吧。
up天才！但我猜一定不是你先想到的doge
厉害
卧槽
up你的视频制作的真的好！
具有尸意
动画制作堪比回形针
智子
说一个想法，一对量子，可以瞬时完成信息传输，会不会在思维世界其实就是一个东西，只不过在三维被拆成了两个
那么能升维度反击吗？ 三维变四维？
我想象的是每一层都是半透明的，一层一层投影下来
头疼
牛逼
妙啊
万脸懵逼
！！！
突然知道是什么概念了
对于降维打击
我靠 最近在学希尔伯特空间
、
强
大概懂了
666
无敌
这应该是我见过最好理解的降纬演示了
前面的呢个原子是搞笑？目前人类已知最小的是夸克吧
Hhhh
妙啊
3d打印压平就好了
66666666
666
磁共振
没看懂  哈哈
来了
猝不及防
大神
牛逼
想象一团橡皮泥摊成薄饼就行了
你这只是宏观的降维，微观的呢
妙啊
电视
今天，吃希尔伯特火锅！
毛线团拆过吗？
卧槽，牛逼了，直接甩出通项公式
ohhhhhh
白嫖失败
ohhhhhhhhhhhhhhhhhhhhh
直接CT断层扫描就可以了
妙啊
李永乐老师讲过？有印象呢。
有那味了
MC，你币有了
扯毛衣
四边形就是两个三角
ohhhhhhhhhhhhhhh
猫和老鼠诚不欺我
666666
不懂啊
食疫
厉害厉害，这才像我想象中的二向箔
你把原子全部排在一排就差不多了吧？
白嫖失败
你的基金
宛如摊鸡蛋
擀面杖见过吗
回形针？
所有数据都能变成二进制
欧拉角
6666666
螃蟹网卡
皮亚诺余项
毛线衣
GitHub头像！
完全听懂了
为什么不直接平行已像素点扯动呢？
有限元吧
大脑？
哇塞诶
贪吃蛇真形象…
(⊙o⊙)哇
厉害
厉害
我基础几何都很差
66666666
该极限是收敛还是发散？需要证明，否则就是无穷远，似乎可以达到，但是却永远无法达到
白嫖失败
虽然听不懂，但是感觉挺牛批的
吉良吉影狂喜
没有人觉得这个就是二维码？
神游：来吧，欢迎你
三角洲1的引擎
带有皮亚诺余项的麦克劳林公式（doge）
希尔伯特变换是这么回事吗
这不是古代青铜器常见铭文么
人才
牛逼啊
mc好评
秒啊
合理
mc排面
有点小
可最后是一片大雪花
欧，我的老伙计
向大佬低头
四边面由两个三角面组成
如此简单
大数据好可怕
听懂了，但没完全听懂
把生物感知降维不是更好
nb
不明觉厉
脑子？
你这是数学计算上的二维和一维转换，和物理上的完全不一样
小说看少了少年
牛逼！
一小片发着荧光的的纸片飘了过来
理论上通过高维度看低维度是可以看到无限细节的
！
nb
你币有了
信标基座？
皮亚诺曲线
听懂了，但没有完全听懂
可以！
哇哦！好家伙！
硬核！！
卧槽妙啊
三体影视团队：有灵感了
我已经听不懂了
 皮亚诺型
ohhhhh
妙啊
喜那个我笑了
那么逆推是不是能得到一个四维的可能性
1.3维
草苦力怕
论一个人能有多闲
啊这，有限元啊，研究生正在学这个
这个结论说的我挺想笑的
能不能好好说话，请说人话啊
希尔伯特曲线
mc玩家狂喜
感觉你就是三体人
？
哇哦
天圆地方
拆毛衣那个很形象
害怕
皮亚诺余项
我听懂了
全球离散网格系统的空间填充曲线编码
空间填充曲线
红双喜
全球离散网格的希尔伯特曲线编码方法
woc?
全球离散网格的hilbert码
我居然听懂了
到底还是抽平地球而已
2020年蓝桥国赛有这道题
！！！
          开          始          高          能          
Ohhhhhhh
地球只有核幔壳 没有地表…
TIN三角网
皮亚诺余项？
 普朗克长度
握草！
皮亚诺余项。。。
鬼
万物基于mc
经典兔子
为什么最后不是世界地图
数学——科学的桂冠
可以用于空间移动，先打散成转成数字信号，再在另一个地方重组
原子
地  平  说
出电影有望？？
逐渐听不懂了
八叉树在路上了么
想象：有颜料的油滴滴入水中，有夹心的油滴滴入水中
我的世界模型
你这个只是数据存储的一种方式 或者说采样方式啊 怎么打击的呢？
大佬牛b
《我的三体》
牛，厉害
nbyl
数学真美
牛B
已经说得这么简单了都理解不了?
皮亚诺余项
希尔伯特变换
莹
取极限确实可以这么想
毕加索
秒啊
来了来了
你币有了
这个配乐和画面风格好像。。。某针
太棒了，我逐渐理解了一切
像素量子化就可以基本还原现实世界的轮廓了
就这样变成了二维码
地壳疼
头发没了
导入游戏引擎的才是三角面吧，反正建模时尽量四边面
空间索引
看着这个地球，已经想象不出三维的是什么样子了
说好的 像一滴油污滴进湖面的那种展开呢
拉格朗日余项
麦克劳林公式
没听明白
居然实现了
我太笨了
其实跟开头压扁没啥区别哈哈哈
降维打击
为什么膝盖软了
奶宝的声音
《当我手贱扯了毛衣线头的时候》
厉害
厉害
这个不是dota里的影魔吗
有点意思
妙啊
python我熟
近视眼看是个猩猩
ohhhhhhhhhh
降维打击
感觉这个思路可以拿来给科学家们研究了
囍。。
四边才是
囍
ct技术
"recursion, more recursion"
我的三体就这么拍
可恶，什么时候
拆毛衣
虽然纸张看似是二维的，但是他有宽和高，只是厚度小到肉眼很难分辨罢了
我们屏幕里的影像看似是三维，但它是二维的
不同维度是无法看到其它维度的，这只是我们理解的样子
妙啊
666
妙啊
这动画怎么做出来的
《达尔文游戏》！
牛四
up小心被盯上
太强了
我想象中就这样
有创造性
没听懂
牛逼
ohhhhhhhhhhhhhhhh
牛逼
厉害
点云吗
我知道，宇宙大帝
我觉得这个问题不用这么复杂，想想你妈妈是怎么削苹果就行了
巨型Minecraft
卧槽牛逼
比有了
懂了
支持向量机
666666
四维文明消失的时候变成线
这个只是假说吧
我当时就是这么想像的
绝活
牛逼
妙啊
毛线
666
然而没有方向
熟悉的斯坦福兔子模型
收藏夹吃灰
斯坦福兔
有些没啥真才实学的就别在这犟了
感觉像一整个西瓜被拍碎了
哦哦哦哦哦哦哦哦
妙啊
归零者进入
绝了
mc排面
？
流弊
然后z
体素块本身不还是三维的吗
失踪人口回归
其实就是降成二维码
妙啊
想起英伟达做nv2坚持四边形构图
卧槽
死神永生
二维码？
uv展开
MD要是读研那会儿看到这个也不至于毕不了业（图像识别）
妙啊
牛
？？？？？？？？？
js？
web前端用过three.js
莹？
不三连你三连谁啊！
容易
变成地狱了吗？
3blue1brown
哈哈哈我想到了
光能使者
!!!!!!!!!!!
无趣，这还是一个个立体方块，根本不是什么二维
不要回答
直接三连
原子不就是吗
我感觉被打破的鸡蛋就是这样……
见三体进
iLidiLid
打篮球的
ohhhhhhhhh
你下次啥时候更新！！！！
握草，牛壁
为什么呢？
太牛了！
我认为的三维降到二维 是人永远无法到达地下
自然选择，前进四
。。。研究还行
我的乐高世界
懂了
希尔伯特矩阵可以无限套娃
三体星人。。。。
泰拉瑞亚呢？
ohhhhhhh
10bit 422
死星
你币有了
展UV
妙啊
阿尔法函数建模分析狂喜
真•死神永生
都是虫子
666
分形维度，好想法
便秘
哇哇哇
分形
莹
精彩
神游八方对你使用魔法卡【明天来上班】
3d打印？
这是显卡太弱了吗
喜
mc狂喜！
牛批
我已经被降维打击了
昂热
《容易》
牛啊
必须三连
卧槽
和我想象的差不多，但是还得想象无限的零质量的
是不是可以推导四维呢
还真的想雪花
你横着一排排撤也是接近的呀
莫卡托投影
三角面片
这还能看得出是啥弥
抽丝剥茧
䨻
妙啊
MC玩家狂喜
降维打击再无翻身之地
好晕
希尔伯特昂热
牛逼！就是计算机配置限制了
计算机图形学狂喜
妙！
最近开拍的三体电视剧，一定要用你的模型，否则就是烂剧
牛逼
弦
ohhhh
歌者来看看
泰勒公式，
突然想到皮亚杰。。。。
这个看了真爽
听不懂
ohhhhhhhh
理解不了
长见识了
极限思想，但是为什么是这种造型
你好厉害
大刘：三体就没这么拍
明白了
是这样
看不见
看不见我
看不见我
你好牛逼
老MC了
太硬核了
数字率
数字率~法则
最小的不是普朗克长度吗
卧槽
再来一遍
元始天尊？
sens？
星空是描绘3.5维
太牛逼了
切片粉碎过程
看这个视频就是对我最大的打击
虽然看不懂，但还是看完了
乐高呗
我还没看完呢，擦，你这就剧透了？
卧槽，天圆地方
递 归 函 数
贪吃蛇狂喜
纬度坍缩是不可逆转的，只能重启宇宙
妙啊！
666666
好家伙
取无限的话宽度无无限小就是一维了
这个演示动画真nb
消灭圈圈!
Miao 
数分学疯了
牛壁
复制磁卡赚钱啊
这是二维转一维吗
文科生已经睡着了
死神永生
JS宇宙第一!
希尔伯特变换
MC排面！
秒啊
太强了
用体素啊
找到组织！
牛批
你币有了
迷宫制造者
我的世界玩家狂喜
诺，这就叫专业
懂了，这就是二维到一维的降维
说达尔文游戏的那个你等等我
妙啊
妈妈快看二向箔用地球毛线织了一条毛毯
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
希尔伯特.让.昂热
牛啊！
三连了
.html
物理的发展就是靠数学
大佬
牛逼
很有思路
？
厉害
实心？未必
牛逼
被盯上不至于 以目前成熟的webGL技术3d已经很无门槛，倒是数学领域说明up底子很好
前面的，确实。物理和数学有区别
费曼在讽刺的路上
大佬牛逼
大佬
看完我被作者降维打击了，丰富的想象力，强大的实力
MC牌面
齐了
离谱
积积积分？
体术
出dr20 体积建模
中间像一个骷髅头＠_＠
牛逼
这是有规律的降维
禁止套娃
绝了
serdes
mc厨狂喜
工科浪漫
我印象更深的是四维跌三围的那个片段
ohhhhh
那一整幅图我全用直线分割，我同样可以遍历，每个像素同样相邻
ohhhhhhhhj
像个人脸？
wc
怎么会想象啊不错呦
nb
mcnb
哈哈哈哈或或
那三位世界有二维生物吗
mc狂喜
随便什么三维 降为 是无限大的二维
咸蛋黄
其实这个 理解 还是不对的啊 二维没有厚度的。。。。
二维其实 也是不可见的。。。。
666
卧槽
牛逼啊
牛批
这就是被降维打击后的样子啊
每一个细胞都呈现在平面上
Ohhhhhhhhhhhh
具有诗意
我是在看什么？？？？？？？？
mc打击
unity的坐标
？？？？？？？？？？？？
ohhhhhhhhh
这就是死神永生吗
nb
具有诗意
出现在泰勒公式里的余项2333
不懂高数的泪水
拆毛线
天才啊
拍苍蝇
哇
妙啊
绝了
我的天 牛啊 up主
尸意
我膨胀了，连这个都敢点进来看了，并且还看完了
《5阶》
 地信啊
有这个汉字吗我想知道
我居然听懂了
用ug
从这里开始听不懂
哦哦哦哦
老伙计
ohhhhhhhhhhhh
ohhhhhhhhh
鸡蛋
煎蛋
谢谢你能让我看到
妙啊
哦……………
绝了
握草
我晕了
有点明白了
皮亚诺余项
woc
妙啊
牛逼
妙啊
诗意
硬核
卧槽
这是用科学家研究出来的东西来当作思路
woc
原子
像人脑
冯诺依曼最好的老师和朋友
死神永生！
这还是有体积
握草
好像古代的窗花雕
二次元歌者罢了
皮亚诺余项
前面红字，夸克是模型，不是事实
可以建模我不会其他的我都不懂
！
哦哦哦哦哦哦哦哦
三体yyds
哦哦哦哦哦哦哦哦
怎么感觉像大脑和迷宫
ohohoh
知识总是震撼人心
星空
二维码？
哇哦！！！！！
这是什么
数字化分解
线没有宽度那不是永远都不会填满
《诗意》
去年蓝桥的题目
作为地质狗，表示地下结构其实不必地表简单的
还能这样!
有限元思想
牛批
nb
啊纬度还没到2
折贴态，同时可以看见三维中的两维
加点旋转就神了
我的脑子本来是二维的，现在变成一维的了doge
妙啊
高维可以看到低维，低维看不到高维
那接水管游戏，仿佛让我看到了这个数学。
喜囍
MC狂喜
怎么那么像脑子
二维全息
大佬
牛啊
牛逼
就是每个原子都被扯出压成平面……
想到了微积分
人类补完计划
给大佬三连
有限元模拟
维度的概念应该是空间的概念，也就是说高一维的人能够直接透视低维人的世界
感觉好像大脑
←没有应用意义又如何？有趣就行了，不然你读小说做什么
老MC狂喜
我个人感觉是圆的扩散
别什么原子夸克了，那些都是有大小的物体，真正空间的最小单位是普郎克长度
ohhhhhh
这不算降维吧……
程序员写小说 是这样的
穿模了
信号里的抽样？
这种是二维化空壳，然而星球是实心的
像融化的过程
没有厚度就是二维化了吧
握草妙啊
妙啊，天才的构想
我怎么觉得像双马尾呢
妙啊
给大佬跪了
帅啊
牛逼牛逼 能听得懂的
厉害
666
应该就是这样
地——球——
ohhhhhhhhh
我觉得地球是空心的
淦哦老哥
66666
妙啊
C4D新功能
mandbrot 分形维 二三维见存在的1.几的维数特征
我直接展开
币拿去！
流弊！！！！
我的世界变泰拉瑞亚
我giao
歌者直呼内行
米奇进了秒秒屋吃了妙脆角了
就是他，让我流泪复习
囍字的高数版本
妙啊
你就是智子吗
是波尔谢特的兄弟么？
车内饰，，，
信标塔？
不知火开结界
撒旦的画像
梵高yyds
虽然不知道是什么但是好像很牛逼
泰勒，拉格朗日
卧槽，拍三体这段要找你
拍三体这段要找你
那需要小到电子跃迁的最小距离。。。。
这个像是中国印章里用的九叠篆
龍
囍
纪  梵  希
太牛逼了，我居然听懂了。
ohhhh
囍囍囍囍
我用压路机给你演示一遍
我的三体二维化有着落了
z curve，graphics加速常用的数据结构
你确定这不是城门？？
《富有诗意》
给我来一个2的2222222次方阶
我这？？？？
我想象的是一切都可视，你一眼望过去能看见任何东西，就像是神。
“麻 烦 一 些”
我在哪
这就是数学的意义吗？
妙啊
量子计算机。。。
为什么不能走个蛇形
ohhhhhhh
希尔伯特yyds
显卡用来计算这些东西而不是挖矿，是显卡一生的光荣
牛壁
不就是贴张置换贴图，说的这么高端
你咋不说你是四维虫子，任意穿梭于时空，这个还更符合逻辑
文科生哭了T﹏T
数学纯粹是人类的智慧，诸多概念、起点与物质世界格格不入
又形成了一个宇宙
毕加索！！！
碎成了一地渣渣
草（一种植物）
投降了，大哥
|
实心说空心说都是假说罢了
牛
看不懂，但是感觉很牛逼
史蒂夫狂喜
N人
就这！
币没了
厉害
这是一个递归？
罗夏测试图???！！！
是的，可以看作是3D的位图。3D构成的物体一般都是矢量的
和内部庞大的地幔之类比起来，其他细节几乎不见了
那还有宇宙
尝试下降到一维
·ghu=
囍字
大脑
“一片小纸条”
行了，我能走了
妙啊
牛逼
卧槽
远古版本
牛！
mc厨狂喜
1
像素地球作为头像挺酷的，怎么弄？
MC牛逼！
nb'
爱mc
诗意？
希尔伯特半神
wc
牛逼
大脑的
大脑的形状
张量
只要地心颜色，地标几乎看不到
老MC狂喜
由啊
一维没有宽度概念，怎么填满二维平面？
妙啊
wowwow
老geo编码怪了
最怕up有文化
这就是星空啊！
用stl
绝望打击
恐怖哟
你猜我听懂了没
佩亚诺余项的麦克劳林展开式
老微分思想了
说起来有点下流，但是我
啥数学不数学，这是图形学和分治，是编程
前端程序员狂喜！！！
中国工商银行
喵
厉害了
MC排名！
二向箔制造的理论基础
好家伙
苦力怕？！？？！？！
一笔画，但要用最少的拐角？
不爱听
体积建模？
为什么不是一层一层的
像个脑子
神游八荒
一维无法表达二维，这已经是两个层次了！
直接用二维曲线处理不就行了 何必三维成一维再堆成二维
真降维了
没听说过（doge）
像素嘛
浮梁卖茶人??????????????????????
我曾对无数杀害人类数量最多的怪物实施降维打击！是的，那个生物就是蚊子。
我艹
哦卡哇伊阔多
学废了学废了
为什么会对称呢
666666
牛逼！！！
ohhhhh
厉害
变成了宇宙中一张精美的3d图片
带皮亚诺余项的泰勒展开式
嗦嘎
希尔伯特也是数学界的顶级大佬之一
要是到这里就结束，我认为你还是没理解
亿些
你币有了
ohhhh
?
?
空间压缩，并不是真正的二维
妙啊
可能思维存在，就是无法活动
为什么我什么都没听懂？？？？？
现在的话，研究表面，思维就想石纪元那样吧
？？？？？？
智子是怎样的，无数的高级灵魂体
量子引擎架构
稍微
可再生核希尔伯特空间
一键三连
大佬，你是在降维打击我
666
超级玛丽？
元胞自动机
牛B
作者表示没有想到
《具有诗意》
太酷了
？？？？？
禁止套娃
牛批牛批
在人类的世界里无法理解二维，更不能你知道四维，在我们的世界里所有的二维都是伪命题
第一次分享视频
太牛批了
织毛衣。。。。
皮亚诺曲线？
你币有了
牛逼啊
这是什么系统主题，哪里下
想到了希尔伯特变换…
大脑？
妙啊
妙啊
严格意义上是占不满的啊，可以无穷的分下去
暂停看函数
这个视频做的太直观了
海洋呢，还是不太一样的。海洋是变成大雪花了
这让我想到了一个东西，擦丝儿神器！
这是夸父的外貌
厉害
那三围跌落二维的面积呢  无限吗
来了，点云库它来了
牛逼！大佬带我飞。
上体素
哈哈哈哈哈
排险者准备传送到up家里做清除！
《别人的世界》
展uv哈哈
不对不对，古代的好多装饰有看到过这种图形
妙啊
妙啊
有限元
讲的简单明了
只要还有“厚度”就都算三维吧？
扳手 永远的神
牛逼
我想起了marching cube
懂了 是MOD
我的世界
孩子们要进画里面了走好。
太牛了
皮亚诺余项
nb
银翼杀手的游戏就是用的体素
所以说看不见内脏，看不见形状，这种跌落会让三维物体变得乱乱的
巨佬
递归方程……
我的三体需要你
激光雷达三维识别
那是不是可逆的呢
全体起立
完全不懂
不是碎成一地渣渣而是有逻辑有规律有相互联系的物体组成元素
离谱啊
mc排面
MC狂喜
九曲黄河阵
还真是星空
妙~~啊~~
这还真有梵高星空的感觉了
正好有点像烈焰人
不就是削苹果皮吗
牛掰
写论文！！up你快写论文！！！
文明6
ansys
6啊
卧槽
昂热
这个背景用黑色的就离谱，中间的等分线根本看不见
哦原来是这样（假装懂了）
牛！
大神
看来我国古代的文物又有研究方向了
就相当于一个毛线球变成了一张毛线布
这个降维只是主观意义上的，只是一种映射而已，怎么能够确定降维的方式就是拉扯呢
说不定降维根本不是连续的，而是离散形式的拆解，不根据理论的猜想都只是猜想
纸上谈兵?
斯巴拉西
实体建模现在也能实现啊
害怕
啥？啥？啥？这都是啥？？？
牛逼
歌者直呼内行，并且申请了一块二向箔：地球好像有人思维发生技术爆炸了，清理用
四边面
你币有了！
皮亚诺余项
所有的物质都展开，看的到内部的各个肌理
这不是拆毛线团吗？
卧槽，我懂了
八叉树
握草啊！
秦汉云纹
你连四维什么样都不知道怎么去推导呢↑
弹幕学龄前太多了
。
