宁愿一生孤独，不愿随波逐流
楚门的世界
祝你早安午安晚安
闻香识女人
白日梦想家
闻香识女人
楚门的世界
辛德勒的名单
我的最爱
当资本来敲门？
掌声送给社会人
拜登？
辛德勒的名单
这部是？
这不是钢琴家啊！
《死亡诗社》
美丽人生，爆哭
早安午安晚安
《当幸福来敲门》
《这个杀手不太冻》
1900！
肖申克的救赎
《楚门的楚门》
肖申克的救赎
2倍速开启新世界
辛德勒的名单
楚门的世界
钢琴家真的让我感受到战争的绝望，别再调侃乌克兰了，谢谢了
楚门的世界
这个手刹不太灵
钢琴家真的太真实了
get busy living or get busy dying
1900
全都看过诶
Captain my captain
死亡诗社
洛奇
当幸福来敲门
辛德勒的名单
万事皆有可能，永远别说永远
梅开二度了
楚门的世界
海上钢琴师！
这个镜头一看到就泪目了
钢琴家
好真实的眼神
死亡诗社
落叶归根
辛德勒的名单
楚门的世界
辛德勒的名单
触不可及
楚门的世界
泰坦尼克号
Jack
Rose
死亡诗社！！！
刚刚是当幸福来敲门的台词
白日梦想家！！！
3000+
白日梦想家！一定要看的
！！！
楚门把我炸出了
这个杀手不太冷！
闻香识女人太有格调
钢琴家呜呜呜
美丽人生！
什么BGM啊
楚门的世界，大学课上老师播的
这个太好看了
洛奇
阿甘正传
伟大的拳击手
全是老电影啊
白日梦想家
是图灵啊
呜呜呜哭死我了
泰坦尼克号！！！
杰克
正确翻译：你永远不知道下一粒是什么味道的
伟大的电影
回魂夜
sifu!
死亡诗社
洛奇
这是什么电影啊姐妹们
阿甘正传超棒的！看了哭得稀里哗啦的，但是特别有感触
阿甘正传和肖申克的救赎都看过，超棒
泰坦尼克号
captin!my captin!
辛德勒名单
by order of the Peaky Blinders
肖申克的救赎！！！
《辛德勒的名单》
啊啊啊啊啊，这个电影最后我看哭了好久
辛德勒的名单
当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。
美丽人生！
这个杀手不太冷静
死亡诗社
辛德勒的名单
captain my captain！
《这个杀手不太冷》
《闻香识女人》
楚门的世界啊！！！
3000+！
我最喜欢的电影
辛德勒的名单
娜塔莉波特曼我的女神
辛德勒的名单
美丽人生
BGM:忆夏思乡
死亡诗社
肖申克的救赎
《阿甘正传》！！！
死亡诗社！
《钢琴家》
Leon
今天刚看的海上钢琴师
刚才那句是来自这个杀手不太冷
辛德勒的名单
楚门的世界
死亡诗社
oh captain，my captain！
白日梦想家
辛德勒的名单
oh my captain
你好树先生也可以的
泪目
闻香识女人的上校
画面，往往伴随痛苦
钢琴师
《辛德勒的名单》。
死亡诗社！！
白日梦想家！
死亡诗社！
《辛德勒名单》
辛德勒的名单
楚门的世界
《辛德勒的名单》
里昂！
这里的台词出自哪里
原来经典我们都看过了
砸开幸福的大门
闻香识女人
死亡诗社
"In case I don’t see ya,good afternoon good evening and good night "
蚊香识女人
钢琴家
美丽人生！！
救赎之道 就在其中
4000就离谱
都看过
钢琴家
这一段真的体现了一个犹太父亲对于儿子别样智慧的爱
美乐帝
辛德勒的名单
看海上钢琴师就像读一首美好的诗
都看过，是不是不年轻了
以前不懂里昂的那句话，后面懂了
最爱1900
思往事这真的破防了
上海钢琴师
泰坦尼克号
辛德勒的名单！
楚门的世界
阿甘正传
触不可及
"“拯救一人,即救全世界”"
海上钢琴家
落叶归根
楚门的世界
阿甘正传
如今我站在了人生得十字路口
祝你早午晚
永远的拳王！
《辛德勒的名单》
放牛娃的春天
《闻香识女人》
夏日菊次郎
阿甘正传！学校放过看
一如年少模样
巧克力味儿的
全体起立
模仿游戏
触不可及
楚门
席皮尔曼
这个看过！美丽人生
怎么没有怦然心动
这个看懂了就好伤感啊！为了不让孩子留下心理阴影，笑着去死！ 真的触动我了
死亡诗社
忆夏思乡！
做最好的水手，游遍所有的港口
能问闻香识女人就好了
辛德勒的名单‘
回魂夜是致敬这个杀手不太冷
虽然我00后，但这是我最爱的电影！
turemen
看到海上钢琴师真的很惊喜
美丽人生啊
这两部有点像
船长，我的船长
诸神之战
白日梦想家
死亡诗社
鸡皮
《来吧，我的朋友》
美丽人生
金凯瑞
钢琴家
没有三块广告牌呀
洛奇
overthinker
大船经典
stay gold
最牛逼的电影
你为什么穿德军大衣？我冷……
"In case I don't see you, good morning, good evening and good night"
影史最优雅的流氓
然而现实往往是《炼狱》
1900！
我更喜欢 池塘之底 这个名字
楚门的世界!!!
泰尼克号
美丽人生
hay captian my captian
白日梦想家
钢琴家
《闻香识女人》
辛德勒的名单
楚门的世界
中国的经典之一，霸王别姬
触不可及
经典永不过时
《楚门的世界》
触不可及
每一部都看了
其实救赎的人是主角，被救赎的就是他
这是我的珍妮
最近才重温一遍就刷到了
寓意新生
和我爱的人第一部电影
我是海上的一片浪花，陆地不是我的归处，而我终将奔赴与大海
钢琴家
楚门的世界
My captain
白日梦想家！！
！！！！！！！
当幸福来敲门
红色的希望，最终也泯灭于黑暗
就一个没看过
死亡诗社
白日梦想家
闻香识女人！
结尾居然猜到了!心有灵犀
楚门的世界
肖申克！
台词是我最喜欢的尤利西斯！to seek to find and not to yield
这个海报  星际穿越吗
触不可及
tttttttttttttttttttgttttttttttttttttttttttttttttttttttttttttttttttt
美丽心灵
楚门的世界
早安我的公主
阿甘
哇，全是喜欢的
希望是美好的，也许是人间至善，而美好的事物永不消逝
美丽人生
落叶归根
白日梦想家！
这个杀手不太冷
1900
1990
弹幕无语
祝你早安午安晚安
心灵捕手！
闻香识女人
captain my captain
美丽人生
这个杀手不太冷
楚门的世界
楚门的世界
星际穿越
模仿游戏！！！我的尼啊啊啊啊
每天一遍，防止颓废
祝你今天昨天明天好
都看过
世界上能不能不要有战争了
早上好
图灵！！！
我直接鸡皮疙瘩起来
伯明翰的上空
都是好电影
台词是当幸福来敲门!!!!!!
钢琴家和辛德勒的名单想到最近的乌克兰打仗
新电影也有很多不错的
美丽人生这一段太戳泪点了
钢琴家
白日梦想家
肖申克的救赎
《模仿游戏》
图灵
当幸福来敲门
落叶归根
有一首很好听的曲 playing love
触不可及
如果见不到你，那么早安 午安 晚安
触不可及
死亡诗社
楚门的世界
bgm不对
永远的泰坦尼克号
假如我不能再见你，祝你早午晚，皆安
1900
美丽人生
《闻香识女人》
卢卡哈哈哈，浴血黑帮
《》闻香识女人
生活有时也需要自己给自己鼓掌
放牛娃的春天
我竟然都看过
楚门！！
应该会有了不起的盖茨比吧？
死亡诗社！
触不可及
《闻香识女人》
早上好，我的公主
神奇的1994啊
泰坦尼克号！最爱的一部片子
盲猜有绿皮书
good afternoon. good evening. good night.
《闻香识女人》
肯尼迪？
这好好听啊
我靠东木
辛德勒的名单
死亡诗社炸出来了
闻香识女人！这个怎么没有人说？！
阿甘正传！
最终你会活成他的样子
《触不可及(法版)》，注意，一定要看法版的，美版的没那味儿相较于
楚门
恭喜
所以他会说你不知道你会得到哪个巧克力
美丽人生！！
这个杀手不太冷
captain oh captain
or just when you are a kid?
leon
肖申克的救赎！
我猜到了这段结尾了
这几秒直接爆哭…
放牛娃的春天
2000
in case I don't see ya
Bgm的作者是一个叫  陌然  的小作者呢
死亡诗设
海上钢琴师
这个杀手不太冷
触不可及/啊啊啊啊啊
梦回铁达尼
基本都看过了
只有阿甘没看过
这个色彩表达牛
上来就前三名
真好 我永远喜欢电影
《美丽人生》
奈汀憨爵嘚
oh captain my captain
典狱长虽然知道圣经的内容但不知道圣经的重量
《卖巧克力的盟军小队长》
闻香识女人
究极大片，《钢琴家》
《银行家大战监狱长》
又来
里昂大笨蛋
《骑友逃难记》
虽然偶尔会出现幸福，但痛苦确是生活的常态
《我的拳手死于他手》
《梦想是个发抖音狂》
闻香识女人
《犹太人拍案惊奇》
《我是世界之王》
辛德勒的名单
《里昂的天空》
《黑光头靠谱记》
《想去泰国玩》
触不可及
触不可及呜呜呜呜呜爆哭
《闻香识女人》
美丽人生呜呜呜呜呜呜呜呜呜
楚门的世界
最爱的电影
我真的太爱电影了，这种光影以及视听的魅力使我深深折服
求bgm
死亡诗社~~泪目
“救一命者就天下”
“这名单是至善”
“我本可以再多救一个，可是我没有”
美丽人生
这段我一直记得，当幸福来敲门
美丽人生啊！
骄阳似我
piano
ground control to major Tom
金凯瑞结尾真的太顶了
死亡诗社
oh！captain my captain！
钢琴家
美丽人生
如果再也见不到你 祝你早午晚都安
当时这一幕我真的止不住流泪
船长。我的船长
闻香识女人
无解
加油
海上钢琴师
太绝了
《白日梦想家》
辛德勒的名单
titanic
在未来不见的日子里 祝你 早安 午安 晚安
出门秀
可恶！！没有绿皮书和寂静人生
泰坦尼克号
《这个杀手不太冷》
《楚门的世界》
闻香
《白日梦想家》
《当幸福来敲门》
楚门的世界
这部是我至今最痛
《这个杀手不太冷》
闻香识女人
我昨天刚看完，真的被感动到啊
停止战争吧
"my darling,my blood"
酱紫海上钢琴师
是的
my caption
辛德勒的名单
海上钢琴师
肖申克的救赎
心灵捕手
致敬
这些电影是我现在为数不多可以静下心来看的了
放牛娃的春天，这个电影很有名的，当时是看了一本小说才来看这个电影，很治愈
白日梦想家
我的天，这一幕，超级有名的
钢琴家
这个杀手不太冷
楚门的世界
钢琴家
美丽人生
当幸福来敲门
这个杀手不太冷
触不可及
白日梦想家！！！
楚门的世界
辛德勒的名单
海上钢琴师
就是因为生活常态是痛苦 所以美好和幸福才显得珍贵无比
白日梦想家！
美丽人生的爸爸超级好
叶落归根
刷了三遍的电影！
海上钢琴师！！！
这个画面是美丽心灵！！！
我要这三连有何用
闻香识女人
我是我命运的主人！我是我灵魂的船长！
《掌声送给社会人》
中国电影欠缺的部分
海上钢琴师
死亡诗社
美丽人生
《美丽人生》里的父亲是个高情商
寻找bgm
看过，音乐好听
这是当幸福来敲门的台词
海上钢琴师哎
我最爱的白日梦想家
《辛德勒的名单》
海上钢琴师-1900
跳出我天地
《白日梦想家》
《当幸福来敲门》
触不可及
楚门的世界
当幸福来敲门
愿和平
一辈子在船上的男人
这个杀手不太冷
法尔科 是你吗
楚门的世界
楚门
生活总是如此还是只有小时候会这样?
闻香识女人
楚门
《钢琴家》！
在人生的旅途中  总有那么一瞬想停下
白日梦想家
超脱！！！
诸神时代
感觉这个角色更适合自带忧郁气质的人来演
我最喜欢他越狱之后仰天的那个镜头
梦想家说:得加钱
《向幸福敲门》
钢琴家太残酷了，我看了一半没敢看完
哈哈哈哈哈鲁大师那个我才反应明白
典中典
落叶归根
火钳刘明
海上钢琴师
阿甘正传
这个杀手不太冷！！
.
都看过诶
《辛德勒的名单》
《辛德勒的名单》
肖申克！！！
很好哭，很有深意的
这bgm有点儿画蛇添足了
《海上钢琴师》？
小学老师放过，记到现在
让子弹飞请求出战
辛德勒的名单
超赞
想过木，看到楚门的脸突然泪目，也许是沁了太久沁不住了
美丽人生
《钢琴家》
霸王别姬不错的
加油
《楚门的世界》
这不只是电影，这里围绕了我的岁月
辛德勒的名单
落叶归根
触不可及
该放原版的 playing love 啊
吼吼吼
触不可及yyds
美丽心灵
放牛娃的春天
白日梦
钢琴家
这个杀手不太冷
触不可及
美丽人生
这个杀手不太冷
楚门的世界
楚门的世界
海上钢琴师！
hope
其实“这个杀手不太冷”的这句台词也是来自Roald Dahl的原著Mathilda
这个手刹不太灵
全看过
阿尔帕西诺  闻香识女人
全看过
我是蒙塔基的钢蛋儿
2000+！
《美丽人生》
死亡诗社
泰坦尼克号！！！！！
2000＋人看好家伙
再看无数遍还是泪了目
死亡诗社！！！
nion
2000+
trueman
触不可及！
楚门的世界！
回眸一笑 太经典了
泰坦尼克号
钢琴家
白日梦想家
帅
《美丽心灵》
这部电影，值得一看
海上钢琴师
美丽心灵
闻香识女人
当幸福来敲门！！！
这个杀手不太冷的台词
里昂！玛蒂达！
美丽人生！
楚门！
死亡诗社！很有教育意义
然后英语二
肖申克的救赎
看到女孩后，音乐就变温柔了
泪目，一直都不能忘掉这个镜头
用原曲更好
我的天…
唯一红
楚门的世界
《阿甘正传》是我心目中永远的经典
1900
阿甘正传跟后面的电影比起来不够格
辛德勒的名单
火钳刘明
美丽人生
那个杀手不太冷
鼻子发酸
心灵捕手
最喜欢这一幕了
钢琴家
楚门的世界
希望是个好东西
放牛娃的春天
美丽人生
图灵！！！！！
白日梦想家
杀手里昂
钢琴家
泰坦尼克号
楚门的世界
削肾客
"触不可及,我最爱的电影"
这个是美丽心灵啊
好家伙上来就影视前三
1，海上钢琴师
永远不要让别人否定你自己
心灵捕手
死亡诗社
Hey hey captain!
怕不是在这个时候输出美国价值
rocky！！！！
海上钢琴师
今天刚看的海上钢琴师
阿甘正传！想再看一遍了！
这段话选自《当幸福来敲门》
心灵捕手
当幸福来敲门中的台词
辛德勒的名单？
幸德勒的名单
里昂！！！
《这个杀手不太冷》
楚门的世界，大学课上老师播的
闻香识女人
必看电影，完美诠释了 希望
楚门的世界
泰坦尼克号永远的经典！
辛德勒的名单!!!!!!
加油
淡淡的悲伤
《辛德勒的名单》
It's a voyage too long
为什么没有国产电影的
《落叶归根》赵本山主演
乐
乐
看了好多遍了
《模仿游戏》！图灵！
全是经典
白日梦想家！
闻香识女人
楚门的世界
牛逼
高中时候老师要求背的
电影院重映的时候我去看了！
这个手刹不太灵doge
这里我也哭死
永远忘不掉的一幕
老马
楚门的世界
白日梦想家！！！！！！！
中国怎会没有
楚门的世界
《白日梦想家》！超适合不知所向的人
乐
法语滴
我会得到巧克力
rock
当幸福来敲门
很喜欢的bgm＆很多看过的电影…我直接三连！！
丹尼·蒙德曼·TD·柠檬·1900
肖申克的救赎！！
《肖申克救他叔》！
hope is a good thing
模仿游戏！！
经典结尾
跑跑跑
Morning 
触不可及
最惊艳的不是这段 绝对不是
全部！全部都看过！
帅麻了
他在这弹琴，那个德军上将放过了他
你要的国产
哈哈…上高中的时候，同学推荐我看《海上钢琴师》，而我推荐给他《阿甘正传》…23333
看哭
这个看了好几遍了
楚门的世界！！！！！！！！！！
我好爱
楚门
1900
钢琴家看的我很抑郁
这是《泰坦尼克号》，与《指环王：王者无敌》，《宾虚》并列历史上获得奥斯卡奖最多的电影
安兔兔测GPU
致敬经典
心灵捕手
这些才是电影吧
不再活在他人的故事里
2000
美丽人生
一步之遥，却触不可及
这个手刹不太灵
412
好感动
if you have dream so
《钢琴家》
《美丽人生》
《这个杀手不太冷》
美丽心灵
《楚门的世界》
有没有课代表！！！
.
如若无法再见，愿余生安好
啊，那场梦幻的旅途，泰坦尼克
《触不可及》（原版 美版翻拍的太烂了
看到这里眼泪忍不住了
王炸
有些鸟是关不住的，因为他们的每一根羽毛都闪着自由的光芒
哭死
死亡诗社！！！
这是美丽心灵
2000+
captin.my captin！
白日梦想家
这个杀手不太冷
55
真的像拜登
大学四年 把暴风影音高分电影全看完了  知道暴风影音的估计都不年轻了吧
1990！
死亡诗社！
你币有了
永远的经典，豆瓣9.7
楚门
good afternoon，good evening and good night
白日梦想家
没一个国产的。。。
good bye
闻香识女人
我不入地狱谁入地狱
小李子啊啊啊啊啊
啊《别对我说谎》的男主！！
当幸福来敲门的对白
《钢琴家》
都看过
呜呜呜
没有一部国产啊吗
钢琴家
杰克
肉丝
这个杀手不太冷
海上钢琴师超级无敌好看！
楚门
In case I don't see ya GM GA GN
肖申克的救赎
2000+
为触不可及留下我的弹幕
阿甘
没有美丽人生是我不大认可的
Wc
因为这些电影是影史经典
永远，经典
这个真的太难过了
啊啊啊啊啊啊啊啊！
那个乌拉克的在搞笑吗？那他们叫乌克兰
代表希望的火焰也有色彩！ 在祷告那里！
有个前提，得理解
盲猜有《泰坦尼克号》
当幸福来敲门
这个杀手不太冷
楚门的世界
乔丹
乌拉克可还行
摸求不到
忍者神龟
辛德勒的名单
这碗鸡汤我チ了
死亡诗社！！！！！！！！！！
楚门的世界
死亡诗社
楚门的世界
当幸福来敲门
泰坦尼克
2000
辛德勒的名单
加油，陌生人
这个杀手不太冷
触不可及
大话西游是真的挺经典的！
楚门的世界
辛德勒的扮演者尼姆身高是惊人的197cm……
美丽人生真的哭死
旧时代的惨党
辛德勒的名单？
泰坦尼克号
印象好深
海上钢琴师
钢琴家，真的强力推荐
房k
没一个国产吗？
因为他没剪国内的
辛德勒名单
只要有生物，就会有竞争，矛盾和冲突。战争，在哪个年代都是不可避免的。
乐
全体起立
早安，午安，晚安
这个杀手不太冷
泰坦尼克号！
楚门
钢琴家！
哈哈哈哈哈哈前面的乌拉克
《这个杀手不太冷》
这底下配英文字幕能别画蛇添足吗
模仿游戏
钢琴家
泰坦尼克
辛德勒的名单
因为国产的剧本不行，演员不够卖力，
白日梦想家！
"In case i don't see ya',good afternoon good evening and goodnight."
假如再也见不到你……祝你早午晚都安
楚门的世界
钢琴家
阿甘正传真的很好看
肖申克的救赎
钢琴家
《辛德勒的名单》
钢琴家
呜呜泪目
1
楚门的世界
台词是《当幸福来敲门》
mate特别适合演天才
全段背诵系列
《这个杀手不太冷》
我的地中海老师
如何教育孩子
《闻香识女人》
海上钢琴师
白日梦想家！！！！
这个手刹不太灵
这段的意思每个人不分等级，都同聚一堂 人人平等
绿皮书相当棒
 泰坦尼克号
看过11部
good afternoon good evening and good night
船长 我的船长
海上钢琴师
阿甘正传
肖申克的救赎
这该死的世界
2000+你们好
这个乌拉克生生让我一时间想不起乌克兰这三字
曲错币无
乌克兰自作自受
阿甘正传！！！
LEON
我不需要梦想，因为活下去就已经是最大的梦想了。
钢琴家！！！
当幸福来敲门
我好爱美丽人生！
钢琴家
楚门的世界！
1900
1900
阿甘正传！
触不可及！！！
楚门的世界
竟然没有<返老还童>
有些鸟，笼子是关不住它的
b站快买
洛奇
海上钢琴师！！！！！！
肖生克的救犊
楚门的世界
原曲playing love
实属niupi
当幸福来敲门
触不可及啊…
假如生活欺骗了你
肖申克的救赎
落叶归根
乐乐乐乐乐乐乐乐
《闻香识女人》
《闻香识女人》
这个给我看哭了
钢琴家！！
钢琴家！
呵呵
心灵捕手 好哭
一直如此
"Oh captain, my captain."
中国电影配不上一个片段吗？
海上钢琴师
基本都看过是不是暴露年龄
触不可及看了最少五遍
《死亡诗社》！看了五遍！
泰坦尼克号！
白日梦想家
楚门！
憎恶，，你弹的哪门子钢琴
1000+
海上钢琴师
80%看过！
肖申克的救赎
心灵捕手
提姆罗斯
黑白那个是《辛德勒的名单》
大半夜 一点还有八百多个uu一起看
闻香识女人！
全看过
当幸福来敲门！
BGM lost rivers
后来跟老王打假拳去了
1900！我最爱的电影
开屏暴击
除了落叶归根全看过了
"No war！27th., Feb. 2022"
落叶归根
美丽人生 永远的神作！
哦船长我的船长
阿甘正传
肖申克的救赎
美丽心灵
三块广告牌
白日梦想家
辛德勒的名单
美丽人生
这个杀手不太冷
闻香识女人
楚门的世界
辛德勒的名单
1900！
美丽人生
楚门的世界
钢琴家
but the old days move Earth   (heaved?)
《美丽人生》
《祝你早安午安晚安》
破防了
《很高兴遇见你，祝你早安午安以及晚安》
"so, you are looking at me"
"yaeh,ob the pity"
In case i dont see you
In case i dont see you
"good afternoon,good evening and good night."
战争是最泯灭人性的
落叶归根
肖申克二人转）
这个片段竟然没人猜电影名，这部叫《闻香识女人》！
啊马修老师！呜呜这个镜头我当初被感动了
1900
这部片子没人说啊，是《闻香识女人》
已经想哭了
楚门的世界五五五五
落叶归根
好莱坞混剪？
早安，午安，晚安
美丽人生
这个杀手不太冷
没有让子弹飞我不是很认可
如果再也不见你，祝你早安午安晚安
乌拉克笑死了
哭唧唧
《这个杀手不太冷》
《这个杀手不太冷》
好
我就知道有你，楚门！
辛德勒名单
为啥没中国的电影
1900
白日梦想家
这个超喜欢，女孩可能不是最美，但镜头太美，尤其那个圆窗
船长，我的船长！
这里放原声带比较好
oh captain
用这个做结局再适合不过了
全体起立！
get busy living or busy dying
掌声送给社会人
白日梦想家!!!!!
好耶我的爱
当幸福来敲门真的看哭我
乐子
美丽人生
《为自己鼓掌》
为楚门的世界增加弹幕！！！
"in case i don't see u,good afternoon good evening and goodnight."
最后一面
最讨厌的电影，三观都不正
ground control to major tom
看到他第一反应是博物馆奇妙夜……
最经典镜头
前方沙滩+水枪
辛德勒名单
辛德勒名单！
