刚刚
前排留名
nb
天啊
好漂亮！！
bgm好有感觉。。
这也太棒了吧！
哇
打磨乃神技
大佬就是大佬
手术刀？
即将注入灵魂
大触
神仙更新
哇，神仙
解锁新材料，石膏~~
我决定给你连续投一周的币。
牛壁就完事了！
太牛了
膜拜
教练，我要学这个
牛B
UP奈神人也
终于回来了
结账结账
教练；滚
山洪 分层可以涂凡士林的哦
别说点赞，硬币全给你
欢迎回来
好漂亮！
雕山大佬，是你，你回来了
这太需要耐心了，不愧是大佬
不叫你张山轰，叫你张大神
终于等到你
这个翻模get了！
山楂啊梨
@天帷巨兽
@天帷巨兽
太棒了吧
气氛突然广场舞。。。
这戒指，谈恋爱了？
再来亿变
热的
大佬
跪了，真的厉害
这么大！
太美了
姫神BGM好评
山轰老师冲呀
投币啊
这样都已经很好看了
哈哈哈下方广告
对啊
诸神之诗
这个工程量巨大啊！太厉害了！
手术刀极为锋利，大家请勿轻易尝试
雕山！
你三连有了
哟，看我发现了什么
教练：滚！
千年的祈祷
硬核防盗啊
要来了要来了
谁特么买蛋卷
飞机？
太强了
我能把这个做出来就够我嘚瑟的了
那个男人，回来了
我的妈呀，太厉害了。
石膏不容易断吗？
绝对的硬核操作……这周的币都给你……
手术刀超级锋利
哇！
姬神好评
啊！一年半前的那个视频我看过！！
山轰大大说有女朋友了哦前面的
大爱   必须三连
这也太好看了
BGM:千年的祈祷
圆润
巧了，我的歌单也有这首歌
什么叫做已经?
question：阿婆主为啥会有手术刀emmm……
倒模……
应该是3号刀柄，11号刀片
牛
这里好像凶手取出作案工具哈哈哈哈
哇！
投币再看养成习惯
投币！
牛逼
卧槽
买的呗。。。。
鲲
好看
做手工表示手术刀贼好用
哇
有人知道bgm是啥吗感觉好耳熟
火钳刘明
wc
初期直接上电磨估计比较快
好想买啊
说送的是在想什么？
鲲
开局一头鲸
谁特么买蛋卷？
超级好看
欢迎回来
配乐真赞！
牛啤
是噢，轰轰有女朋友啦
大佬
山海鲲
好像叫千年祈
太厉害了！
买蛋卷的等等我～我这也出现了
两倍新世界
盘他！
必然三连
磨刀石
up
up主这个多少钱卖？
你就是磨鬼？
BGM，姬神，千年姬
下次可以考虑来个星鲲
老早之前说过的！有女朋友
wk
搬砖伺候
天哪。太厉害了吧
天帷巨兽
这币留着有何用
罕见的投币比点赞多的
开始创世的感觉
天帷巨兽
Woc，好好看
啊啊啊好想要....
想要一只.....
同问价格
woc
鲲
大长今？
大长今
盘他
蔡徐坤有吗
火钳刘明
。。。。。活生生磨成这样！？
天帷巨兽
你又懂了
我也有
我刚进去看了，不知道怎么样
三哼经
鲲之大，一锅炖不下
我看了看身旁的硅胶娃娃，叹了口气
鲲
学医的表示手术刀特别好用
大宝剑↓
天帷巨兽
知道千眼多难盘了吧
断了就完了
火钳刘明
山楂……啊……梨，哦……樱桃……啊……梨
厉害了
神仙啊
石膏模卖吗？多少钱
神仙
666
卡了？
B站里面各自人才
千年祈   就很舒服
千年祈bgm
谁特麽买蛋哈哈哈哈哈哈
天帷巨兽，是你吗
天帷巨兽，是你吗
cxk
盘他！
真的牛逼
这是硬核节省滴胶，赞
姬神
Wdnmd
我靠
这个小
霸~霸宋（养刀术）
这是雕刻刀 好吧
太漂亮了。
好厉害呀！
神人
北冥有鱼
其名为鲲
鲲之大
不知其几千万里
这个bgm好像是山海经系列的一首……啥来着。
天帷巨兽
浇注？
长妈妈:你要的三哼经来了 鲁迅:这……
教练:不，你不想
那个男人回来了！
彩虚鲲
太精美了
买蛋卷了
白色的终究要变黄
我能要那个石膏模型吗
多少钱，报个数让我死心
造型就很好
大佬好
哈哈哈哈山楂樱桃梨哈哈哈
可不可以加个亭台楼阁什么的
牛逼！！！！
原来之前全是为翻模做准备啊，好复杂
我的天呐
姬神我爱！！！！！
牛逼！厉害
手术刀卧槽
全是歌单
我想买这个
姬神
山海鲲
哈哈哈哈哈哈哈
好看
cxk
一点都不圆润，盘他
鲲
BGM是姬神
哇，天帷巨兽
圆润了
谁特喵买蛋卷 我要买坤坤
右上角醒目
你说什么只是滴胶？
看完决定做一个
天爷 神仙
投币干嘛？愣着啊！
假如不小心断了的话。
加亿点点细节！
1。5倍速音乐带感
  太强了
bgm加分！
能买的话想买
鲲鲲
神力警告
真的有耐心
最佩服手艺人
北冥有鱼，其名为鲸，鲸之大，一锅炖不下
天帷巨兽
看看我的首页给了我些什么好东西
哈哈哈
这三连给你便是
奥术魔刃
标题什么意思  没明白？
天……天帷巨兽？！！
为什么要亮出你的戒指૮(ꈔꈊꈔ)ა
这是天帷巨兽？！
include YouTube？
投，投两个
字幕有点小
菜徐鲲
大佬
山轰想起他的账号了！！！！
已三连嗷 babe
666666
三连给你
想学
三哼经
我姬神的歌
哦豁！
有没有山海鲲
右下↘恰饭哈哈哈哈好可爱！！
天帷巨兽
哇！金色传说！
卧槽
bgm：火烧火燎是爱情
有一首歌很合适，《化作孤岛的鲸》巨好听
中指是订婚还是热恋中
宝…宝藏啊！！！！
哈哈哈哈哈哈哈哈哈
牛顿前来学习技术
想买，喜欢鲸鱼
你币有了
鲲之大一锅炖不下
您菜需捆吗
鲸骨 开
配上鲸鱼唱的声音，就完美了
教练，我要买这个
四周足够吃完一整只鲸鱼
不买蛋卷
山楂梨的笑死我了
鲸鱼的育儿袋
最困难的几个步骤啊
nb
木乃伊之棺
1.5倍好听
大佬啊
我要这币有何用
考验的是雕塑能力啊
天帷巨兽？！
视频这么棒，真的是付出了很多啊.
力害
ohhhhhhh
服气
顺丰打钱
倒模233
不不简单
我币没了
B站真排面
技术活儿，该赏！
看了也不可能会的
山楂啊梨，苹果哦梨
圆润了！
故宫 。。
鲲之大
开局一条鲲
看起来很好吃
给盘圆了
hhhh 蛋卷
教练
BGM是？？
b站打钱
成功获得一把锤子
BGM:姬神的千年祈祷
北冥有鱼
狠货
woc
CXK
滴胶滴胶！
求BGM
前面说雕刻刀的那就是手术刀！
看不懂
山轰真的太强了
混凝土浇筑
化身孤岛的鲸
掀开你的天灵盖
我的天呐
牛逼
求BGM
山海鲸
投了
投币
好看
三海鲲
座山雕？？
没看完 先投个币 感觉很牛逼的样子
NB呀
优秀
神仙啊！
轰轰太强了
一锅炖不下
up辛苦了
石膏?腿上一凉
好的我做完了
让我想起了魔兽世界熊猫人的鲸岛
用刀的时候看得我手疼
望天，我怎么会想到松鼠的肥鲸金丹
进化全靠吞
锤子有了
谈什么10k，就知道谈钱？这是无价的艺术品
小恶魔？？？？？
小恶魔？？小恶魔？？？
哇
这是什么神仙东西？
不大
尾巴断了会咋样
哦豁
一秒下跪
我没开弹幕？
谁特么买蛋卷哈哈哈哈
坤坤
哈哈哈哈，硬核恰饭
红红出现了
山轰牛逼！！！
山轰牛逼！！！
山轰牛逼！！！
山轰牛逼！！！
你号没了
厉害了
嘻嘻
斯巴拉洗
防盗nb
nb！
两万出不出
龟苓膏出场
牛逼
牛逼
牛逼
牛逼
牛逼
鲲之大一锅装不下
神仙
光看手的话像是个小姐姐呢
我学会了
？？？
你完了  竟然分尸小电视
学药的表示手术刀很好用
nb
bgm千年祈祷
bgm千年之祈
BGM是什么呀？
圆润
盘它
盘它
牛批
左下角哈哈哈
我贫血的原因就是手术刀
哇哦哦哦哦哦哦哦！
节省手吗（狗头）
太棒了！第一次三连给了！
哇这个BGM转变的恰到好处
*
东方有鲲，会唱，跳，rop
卧槽
nb
我不管，这个就是鲲
庄周
周庄
周庄
牛逼！
下次一定
下次一定
我也不买蛋卷
开局一头鲸
太强了。
教练:我也先学
我只可是为了完成任务
想买的那个等等我！！！
求BGM
盘他！
我特么买蛋卷！
这是鲲
蔡徐坤。。
想要……
鲸骨开
666
666
千年祈祷
哈哈哈哈哈哈哈
老师你太厉害了
虫师？
天帷巨兽
！！！
神仙
座山雕
一个月
打磨声好评
技术活
要是放地下城天帷巨兽的bgm就更带感了
硅胶复磨
我觉得是四万次
好想吹一下
水印好评
←熊猫人是乌龟岛神真子
看了就想学，学也学不会系列
不拿手上都不知道这么小
主要是没有钱买蛋卷
技术活儿，该赏!
我老怕尾巴撅断了
姬神的歌
弹幕不做人?
我已经没有钱守护阿拉德了
牛逼
空降6.36
厉害
盘他
肝还行吗(揉揉)
只有这个模型我也是可以的
尾巴向上站不住昂
1.5倍好评
恰饭！买蛋卷了！
山海鲸
三连三连
想起了被石膏模型支配的日子
你们也有谁特么买蛋卷？？！
张三轰
张山轰
绝了
哈哈哈哈哈哈买蛋卷
NB
如果是我，做到这里就满足了
大佬都是自制模具
天帷巨兽
。。。。
狠人
诸神之诗啊
三哼经
鲁迅的山海经
牛逼
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
这是人做的吗
菜虚鲲
这是人做的吗
人才
人才
人才
蔡徐坤退出直播间
辛苦了
我的天啊。。。
你们也出现了蛋卷？
山轰身体好点了吗，还是多休息休息啊
我居然爱上了这个石膏模型……
这是第一次做吗  好6
只想鲸不想蛋卷
只想鲸不想蛋卷
只想鲸不想蛋卷
甜面酱
牛批，不就是币吗？今天的给你了
北冥有鱼，其名为鲲
天帷巨兽
有点像萨隆
妈问跪
？？？？
？？？这个真的只能看看
鲸骨·开
BGM1.5倍速好喜感…
？？？？？？
天帷巨兽
鲲之大一锅煮不完
你是魔鬼吗？
三连了！！
北冥有鱼
其名为鲲
鲲之大，不知其几千里也
化而为鸟，其名为鹏
怒而飞，其翼若垂天之云
是鸟也。
张由轰
鲲之大 一锅炖不下
？
此时开一下窗
谁tm买小米啊
bgm：千年的祈愿 网易云有 记得是日语嗷
中指。订婚?
你看着圆圆的砂纸像什么？还不快
谁特么奶蛋卷儿！
莲子羹
这不是鲲吗
牛壁
这是，虫师的配音，点睛之笔啊
好像是23
好像是23号刀片？
这不是坤？
