刚刚！
好烫
来了来了
yo 来早了！！
牛蛙ray佬
我好早
头一次这么靠前（泪目）
第一第一
感觉我不配做胶佬
？
万物都可巴巴托斯
第一第一！
亮了
UP突然高产！ 赶紧投币！
啊次一
淦刚好
斯巴拉西
1
热的热的
妙手回春啊 RAY大夫
巴巴托斯：听我说谢谢你
祝福！
11111
果然又是巴巴托斯
牛壁
好家伙居然是巴巴托斯
？？直接做一个出来？
第一次这么靠前啊
果然是巴巴托斯
这么前
放大版老婆
好烫
来早了！！！
巴巴托斯：？？？
战歌起
万能的巴巴托斯
巴巴托斯？！
我人傻了
受害者出现
巴巴托斯又是你
好快
刚好刷到
这个我会。
斯巴拉西
祭品
2333！
巴巴托斯！！！
刚刚
请收下我的三连
巴巴托斯:坏了，我成替身了
魔男变魔女是吧
完结撒花
看得没空发弹幕
光固化打印
水星的魔女，火星的魔男，梦幻联动
 变 性 手 术 
过于离谱
正统万代模型部！！！
你要干什么啊
巴巴托斯：你不要过来啊
正片开始
万代连夜来要图纸
原版好胖啊
我就知道有人会这样改
果然是巴巴托斯，猜到了！！！
卧槽好早
我先来，这题我会
生前样子
太棒了
火钳刘明
握草
我证明你们开弹幕了
这个我会
火星的魔男？
从火星的猛汉到水星的魔女
大家请记住他生前的样子
不要c扣！！
早啊
建模就没办法了
我先来，万能的巴巴托斯
再次证明巴巴托斯的设计极具二创性
这个我会
这个我会
GB限定 壕
每生产一个风灵就有一个巴巴托斯被杀害
刚刚？！
NB!
先币再看
我寻思着我也没眨眼啊
先赞后看
我滴鬼鬼 太强了
好看多了
膝盖那里为什么要用c扣啊？
恩币
这个我会
巴巴托斯:坏了 我成风灵了
礼貌巴巴托斯：你吗？
巴～～～巴～～～托～～～斯～～～
好烫
MG 1/100  VER.Ray
万代：记住这个ID，下次给他卖贵点
万能巴巴托斯
这个我会
开头就不会、
减肥前                减肥后
要素过多
握草设计联动
失踪人口了
巴巴托斯的骨架最合适
万达：小伙子不错，明天来上班
在线的小伙伴们好啊
什么时候来个mg g-self
！
这个我会！
芜湖
脚改得也太长了
妈妈问我为什么跪着看
卧槽，万代没招你是他们的损失。
巴巴托斯！
这个我会
正片开始
有人吗
5分钟，好烫
居然用的是巴巴托斯的骨架
离谱
这个我会!
可爆甲结构?
哈哈哈哈哈
这个我会
woc
好强
这个我会
这个我会！
牛逼
这个我会
好家伙自己造是吧
这个我会
先三连了
万代应该早知道Ray老师了
看到mg就知道肯定是拿巴巴托斯下手
我会
这万代不找你去上班？
巴巴托斯：日常被迫害
3000+？！！！！
《手术前的模样》
这我会
这个我也会
“这个我会”环节（
nb
一定程度上说明了巴巴托斯骨架的优秀
手术开始！
又到了喜闻乐见的我会环节了。[doge]
妈问跪
有一说一正脸挺帅
这个我会
巴巴托斯：坏了朋友们 是我
这个我会环节
开始了 是魔法！
这个我会
我先来，这个我会
c扣！！
怎么那么的昭和奥特曼呢
上来直接盲投俩币，肯定不会让我失望的
就要了巴巴托斯几个骨架
万代连夜偷图纸(doge)
这个我会
这个我会
甚至有驾驶舱
魔灵：害怕
这个我会
这个我会
又到了这个我会环节
这个我擅长！
这个我会
请问什么时候考虑去万代设计模型呢？
牛逼！！！！！！！！
6666666
牛b
这个我会
太强了
牛逼！
Ray老师永远滴神
这个我会
这个我会
我不配做胶佬
这什么速度？
哪里突出点哪里
我先来，这个我会
牛逼
这一步我很专业
确实有点像
大长腿（）
？？？画风突变
占领无人区
正片开始！
海克斯科技时间
万代：明天来上班
这个我会
这个我会
？
?
减   肥（1/1）
woc
这个我会
下个作品难道是手搓骨架？
这个我会
赞赞赞
我先来，这个我会
让我来，这个我会！
看到我你就不是第一个了
这个我会
先跪再看
我去，座舱!
承包空屏
终于到啦人人都会环节
开始了 超模表演
这个我会
这一步我来吧，我可太会了，不麻烦Ray哥了
正片开始
这个我会
完了，b菜团要给超越。
我先来
我唯一会的部分
真踏玛帅啊
哥总瞩目
 woc好早
不减肥了嗷嗷嗷嗷，我也要吃
日常放毒（1/1）
5000+
终于到了我会的环节
Ka味十足（doge）
您
不愧是你
这个我会环节
大家记住他现在的样子（悲）
握草
这个我会
又到了这个我会环节
当我们赶到现场时只发现这个视频
我就知道风灵与巴巴托斯脱不了干系吧
5000+
这下真成火星的魔男了doge
手搓mg，强
大长腿
又到了我唯一会的一个步骤
wc
新人类ray
正片
万代:我的活让你干了，那我走？
又来了
卧槽
不愧是您
离谱
终于到了我也会的环节了
牛牛牛牛牛
休想
注意：进度条未过半
这个我会
魔神高达骨架真好用啊！
不，你没有
这是c环，不是c扣，好吧
8.47
这个我会
终于到会的了
这个我也会
我猜各位都在呆呆的看神
万代看见了这个视频连夜来抢人
卧槽
同人暴揍官方了 属于
固定节目
这个我会
这个我会环节
巴巴托斯被阉了
挖槽，太细了
这个我会
NB
条未过半
保留节目
也就帅了亿丢丢（狗头）
恩币！！！！！！！！！
哈哈，这兵人
RAY肥佐
每日一会［1/1］
就tm你C型扣啊（
？？？
太强了
为什么不是双人
MG该有的细节都有了，全程跪着看
都在欣赏制作过程
恰恰相反。穷到这一步都不会了
太强了
已经不是拼模型了
保留节目：I can环节
去万代也太屈才了
承包空瓶
怎么突然6000+了我去
真的是巨佬，不是大佬
？wc
中场休息
您
《  水  星  的  胶  佬  》
又到了我也会的环节
太强了
承包空屏
小腿好细
新的
？？？
这个我会
这个我会环节
甚至还有联动
莫名高产
又到了这个我会环节
妈妈又问我为啥跪着看视频
离谱
6000位小伙伴你们好
这个我会！
这个我会
YOASOBI!!
7000+兄弟你们好
7000+了
这正脸真不错
卧槽
啥时候开饭
?????????!!!!!!!!!!!!
这个我会
嘴巴：这个我会
用高达骨架做高达，很合理罢
巴巴托斯骨架yyds
哟呼，更新了
太生猛了
打破你的幻想
7000+了
这个我会
这个我非常会！
终于轮到了我也会环节
好早
我不配做胶佬
这个我会
万物起源巴巴托斯
祝福～
提前nb
变性手术开始
太强了
同款pencil 
看不看无所谓，先一键三连
看就行了，千万别打算学
这个肯定是会的
以前是偷偷超纲，现在是明目张胆的得意忘形（doge）
终于到我会的环节了！
巴巴托斯：？？？
你这让万代怎么做新mg啊
跪？我是五体投地趴（在床上）着看的
来早了
Ra味十足（
什么软件啊
BGM: Last Breath
先三连在看
这个我会
要不要先跪一个
这个我会环节
这辈子都不可能打工的
可以出3d件了
凭实力发明高仿
巴巴托斯：你们评评理
好耶
太牛了，无以为报，只能一键三连
前面的我也期待
魔灵：不敢动
变性手术中。。。
再来亿遍
大佬的iPad Pro，我的：爱奇艺
比原设计，尤其是下半身的比例更协调了。
一键三连就完事儿了
真把这当op 了？
胖了
bgm：last breath
万代出来挨打
改完的身材比例有点巴巴托斯啊
这内构甚至比现在的mg强
原石
7000+
这个我会
古莲泰沙
真服了
有什么你做不出来的
这个我会
NB！
这个我会
8000+
这个我会！！
跟原本的相比就是英气壁人，原本的机设应该是走女性化路线，而这个更像帅哥
这个我会！！！
七千+ 厉害
教练，你为什么跪着？
wc，居然用台场限定，牛逼
後面還有z高達欸 預告嗎
卧槽
这里我会！
帅
万代算个球
8000人？？？
手搓钢普拉
被害者身前最后影像
看到推荐-啊嗯？wdf？
Ray老师你买什么刻刀，直哦成品得了
这个我会
这个我会
祝福-手术成功
到了爷最爱的我会环节
这个我会！！！
万代或许不在乎。但我觉得大班或者桃子的马甲可以来谈谈合作（狗头）
右边的Z是否意味着
万代家今天的饭
我会环节
上来就超纲
6
试做型
主要是这打印机，打出来的模具质感太强了
8000+
拼装部:明天来上班吧
好耶！
万代：你来当设计师吧
8000了
《ver.ray》
我觉得可以完全抄FM的
