新宝岛第一
众神归位
帅死了，想那个男人了
卧槽，这是真厉害
可以啊
哈哈哈哈
胡宇光不可达之巅峰
我他妈措手不及
暗黑的广告厉害了
这首歌应该是危险
？
没说的三连再看
？
真流畅
愣着干什么啊，投啊
黄磊老师瘦了？
mj弹幕必须有我一个
这衣服怎么看都不合身
币给你了，不朽我卸了
new bee
徐锦州
好家伙，复古风是吧。
哈哈哈哈哈哈
帅啊！
众神归位
这我是真没想到的。
牛牛牛
不够看啊
不得不说，真的不错，币有了
6！
流畅度爆表
火钳刘明
这个《黑》哈哈
开屏雷击
2333
666
众神归位
洪金宝
好家伙！
退钱！
真没想到 猛男好认真啊
跳得好
哈哈哈哈哈哈
我的眼睛
实力
你们都没有手机吗？
恭迎舞王
网易差评！
帅爆了
好家伙
掉粉时间
太棒了
恭迎舞王
这三连给你
.
暴草
赏心悦目
最后的广告是想笑死我吗
币呢，币呐
曲错币无
双厨狂喜
just 币呢，just 币呢
……
我的眼睛
我的娘
开屏雷击
？
厉害
帅的！
帅得一笔！！
牛
你们都没有手机吗
上当了，来不及跑
有内味
籽岷
麦扣！
np
巅峰60了。
鬼舞辻无惨
暗藏玄只因
关晓彤？
试图挽回形象？
有一说一，可以了，跳的真不错
挂档
裤头紧的话跳起来是不是容易卡蛋。
6
哈哈哈哈，钱给够了
。。。。？
火钳刘明
好怪，再看一遍
服装是狡猾罪犯
好家伙，在这等着我呢
准备抬棺
笑
说实话，真的帅
凉都凉了
真的帅
你们这么认真我还不习惯
不错不错
好怪，再看一遍哈哈哈
《今夕是何年》
前面的这显然是BEAT IT，也太不懂MJ了
两年半根本学不来
恭迎舞王
这个45度前倾笑死我了哈哈哈哈
众神归位
1000个人别藏了
你都MJ了，我能不给个赞》
黄磊老师
30年前的歌舞啊！软实力的差距啊！
表情管理满分
跳得好好
这期突然有点帅！
但是有一说一。除了MJ。任何人做这个武当都显得挺猥琐的
我以为要跳蜜雪冰城了。。。
恭迎舞王
众神归位
快跑兄弟们！
呃~吃饱了 猪场给的太多了
这尼玛，给整蒙了都。。。
……………………
难得跳的这么正经
居然看到我暗黑了
天天跳舞，体重为什么没减？
动作很到位！！
齐秦
背带裤？
哈哈哈哈
好好好！
双厨狂喜
太空舞步呢
服了，是广告我也投币
你们都没有手机吗？
跳的真不错！
迈克尔promax
哈哈哈哈
？？
币给早了
真的帅
？
就是内存不够
好棒
黄磊老师
这个镜头切的真的棒！
专业
够味
暗黑不朽，狗都不玩
这也行？
咋像狗熊哈哈哈
黄磊老师
好怪，再看一遍
瘦了肯定很帅，五官挺秀气
好
草
是你吗 无惨
？？
开屏雷击终于有套像样的衣服了
灭世纯原
众神归位
编舞真好
啊啊啊好帅啊干净利落
整段垮掉
没有31个肝千万别玩
？！？！
黄磊老师穿长裤啦……
跳的好 但是腿短。。。
太帅了！
我超
帅的！
开屏雷击
多买一只手套
还差一个徐锦江
花山熏
连嘴皮子都在跳舞
币呢 币呢
卧槽真的有感觉啊
可以啊！！
力度与节拍，太完美了
草
他们穿衣服了 我居然不太习惯了
？
比利简的舞用了避开的曲了
他的头是不是没装稳啊
可以喔！
早卸载了 无聊的游戏
....
不朽真的朽了
伴舞比主角专业系列
好帅
众神归位
有些舞跳着跳着人就没了
66666
挺好的
比那些拉腿的强多了
卧槽
果然是跳舞的料
不错！能去时代广场忽悠美国人了！
我不要变鬼啊！
挺不错了
迈克！！！！！！爷青回
帅帅帅！
哈哈哈哈哈笑死了
牛逼
。。。。。。
三连了哈
穿上衣服看着不习惯了
呐 这就叫专业
帅哥你们是谁？
玩尼玛不朽
国外送葬者
这我没想到的
广告币无
俺吓中暑，住进景点！
真的跳的很好
HAHAHAHAHAH
优雅！
摄像牛啊
哇
最后这个就算了
币呢
还可以
籽岷
猛克尔杰克逊
真好看
？
众神归位
正在好奇标签怎么有暗黑破坏神。。。
捂档派
新宝岛
哈哈哈哈哈
好耶耶耶耶！
telent！
哈哈哈哈
我特么
我特么，我币都投了
帅的
woc！帅啊！！
腹音（确信
跳的真不错
我tm
恭迎舞王
牛的
果然是专业的
我新买的车啊
这铁山靠比坤坤的更有力道啊
跳舞的人不是都很瘦的么…
游戏真不行
哈哈哈哈
《看不见的手》（文科生错乱）
神就是帅啊！！！！！！！！哪怕只是模仿神，已经够帅了！！！
可以啊我去
暗黑：你们没有手机吗？
厉害
跳的真棒
突如其来
。。
超，跳的还是很好的，不过有点超
动作整齐 流畅 美感很棒 形体毫不影响什么，唯一不足的是停顿感
别玩，很上头，根本停不下来
哈哈哈哈哈哈哈？
硬插啊。。。
恭迎舞王
这种舞最累人
我没有手机
我刚才还以为是斧头帮呢。
该来的总回来的
该来的总会来
广告区一哥
呵呵哈哈哈
鬼屋
还想这是在讲哪国的语言（doge）
专业
《阿黑不羞！住进酒店！》
帅
《阿黑不羞！住进酒店！》
甲方睡觉笑醒系列
好怪啊，这个衣服和音乐
哈哈哈哈哈哈哈
恭迎舞王
好厉害！！
他又笑了
啥东西
花山熏笑死
太强了
好帅!!
每天必刷
形似而神不似
太帅了！！！！啊啊啊
帅
头皮发麻
卧槽不错诶
哈哈哈哈
快跑
众神归位！！！我爱迈克
跳的确实不错，有那味儿
流畅
靠
硬核
新宝岛穿衣服了？
跳得很好
太棒了，已经三连
毙咧
可以，更有黑帮的感觉了
plus版本吗？
难得正经一次
币嘞？赶紧投币啊！
???????
哦 原来这是金主！
上当了
"so,币嘞？"
有灵魂了
我没有手机，再见
恭迎舞王
6666
卡酷一
暗黑和MJ有啥关系？看不懂
好狠的活！！
还化妆了！
这缩脸笑死
好怪，再看一遍
斧头帮
好棒！
终于对我的迈神下手了
这广告。
很帅
ciao 把我的币还我！
帅帅帅
小黑人发现你了
C位像船长
本以为是恶搞，但跳的真不错
这次跳的真的很认真
关晓彤
哈哈哈
尼玛
nice
???????
这居然是广告。。。。
满满的用心好吧
倒放可以吗
众神归位
花山薰笑死
哈哈哈
开屏雷击
众神归位
厉害
人家是专业的
帅的！
整齐度每次都能惊艳我
我去
最认真的一集
mj的舞不敢瞎改阿
帅
双 厨 狂 喜
谢谢甲方
帅炸
???????????
开屏雷击
这个广告毫无违和
没想到卧槽
众神归位
哈哈哈
继新宝岛之后的狠活
帅帅帅！
把币还给我，草
论既有才又努力的人有多可怕
这不比国内偶像跳的好
是真的好看
哇，帅！
下期可以来个鲲鲲的视频嘛呜呜呜
徐锦江都没有差评
太帅了！！
帅翻啦
彳亍
啊这
3连还是给早了
哈哈哈哈哈
没有手机不玩哈哈
别以为你穿了黑衣服我就看不见你
啊啊啊真的好帅！
hhh
好喜欢你们呜呜呜呜
众神归位
？
恭迎舞王
来不及了 已经中招了
牛逼
哈哈哈
6666
哈哈哈哈哈
暗藏玄只因
专业团队
666666
厉害了我的哥
mj！！！！
王德发
MJ!
斧头帮可还行
????
穿的是背带裤?
麦扣最近伙食不错啊
“王者”的碰撞果然不一样
好怪，再看一遍
哈哈哈哈哈哈
这个节奏好棒
考，币投早了
恭迎舞王
？
跳正经舞挺好
可以可以
你们是受了什么刺激
帅死我了
好帅
众神归位啊啊啊啊啊啊
你比黑人迈克还黑
说的啥？我听不懂，广告白打了
哈哈原来如此
斧头帮
帅！
帅
帅死了
籽岷
有一说一还真挺帅的
被逼的~
太酷了 真的
这45度致敬哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
为何只能投2个币？我要投第三个！
这广告
热出了一身汗
哈哈
MJ～ 芜～～～～～
迈克杰克逊永远的神
还有仿妆
这个爆发力够用了
甲方，下次没有了
你们的吨位跳mj的舞有点困难啊
66666
黄磊老师
《smooth criminal》
春晚磨术解密
一开局我就蚌埠住了
我的眼睛
新宝岛
帅
有东西啊
你确定不是黄磊老师？hhhh
跳的很好
想看光膀子
草
?
广告可以
中文说的不错，下次不要再说了
直接拉黑！
斧头帮？
芜湖
帅！
众神归位
黄磊老师好
《参差不齐》
有点没想到啊
黄磊老师
不是边唱边跳，差评
c位哥瘦了啊
就挺突然的
有内味了
众神归位
众神归位
众神归位
哇
又是他们，笑不活了
确实没想到有这样的广告
我新买的车啊
太草了
行啊，帅的一批
不得不说，跳的可以
斧头帮
有点帅
挽回形象
整笑了
朽了
好牛
背带裤（警觉）
投币再看
帅
投币了，跳的真好
真的帅啊！
有自己的味道，难得，优秀啊
《鬼无什无惨》
伏特加？
这是哪一个 换人了？
牛逼
虽然我是暗黑粉，但这…？
妆不戳
精彩
哈哈哈哈
直接裂开
焯，钩都不玩
专业舞团
必须点赞
新宝岛智慧的眼神
恭迎舞王
左一pdd后排稳定输出
没有手机
优雅，自信，美丽
好家伙，菲律宾的跳美歌用中文祝愿（doge）
没那个味
开屏雷击
66666
帅啊
开屏雷击
啊啊啊啊啊
哭早了
你成功的引起了我的关注
都是分镜不行
币捏~
你这么帅，我对你感到陌生
木有问题
?????????????????
这是把内衣都事了吗？？
卧槽，帅！
恭迎舞王
哈哈哈哈哈哈哈哈哈哈哈！
籽岷
这不是mj，这是洪金宝
跳的是真不错
不愧是专业跳舞的，很有感觉
他甚至修容了
酷我一脸
哔哩哔哩
小黑砸
已经删除了
帅气
?
好怪，再看一遍
帅的
中年麦扣吗
配错歌了
厉害厉害
哈哈哈
6
哈哈哈哈哈
措手不及
看似是原版  但处处是改编
？
迈克杰克逊（猛男限定）
黄磊老师
卧槽
我的眼睛卧槽！！！！！
焯
卧槽卧槽卧槽卧槽啊啊啊啊啊
阿阿阿阿阿阿好棒！！！双厨粉真的落泪
hahahaha
暗黑4可以一玩实在不行支持下暗黑3
泪目必须四连
擦！尼玛广告
恭迎舞王
666
确实有点像花山
^
恭迎舞王
除了长得不像之外还是挺好的。
咋不开空调
下盘巨稳
众神归位
要素过多~
籽岷
让我想起来非洲广告了 卧槽
新宝岛
币嘞
恭迎舞王
6666
猪场出品，又肝又氪！
开屏雷击
跳的是真好
恭迎舞王
抬棺组合
面孔，
优雅！
手放哪里？
以后广告有这质量我能不下载？
专业
《暗黑不秀，住进酒店》
恭迎舞王
好像有点帅怎么回事
厚礼蟹
这已经不算恶搞 算致敬了
哈哈哈哈哈哈哈哈哈哈哈，这就有点突然
有那味儿，针不错
硬核倾斜
愣着干啥，投币啊！
跳的好棒
背带裤？
哈哈哈哈哈哈哈哈哈
黄磊帅了
文艺复兴
双厨狂喜
好正经呀不认识了哈哈
哇哇，帅
好帅！
帅
帅啊
哈哈哈哈哈哈，这个
卧槽
退钱！！！！！！！！！！！
恭迎舞王
帅啊666666
哇哦
背带裤 嘻嘻
帅的
行
恭迎舞王
不管是妆容还是发型上真的好还原
we are the world~
帅啊
哇
哈哈哈哈哈哈
写的好规整
铁山靠！
淦……把刚才我付出的感情还给我
帅
牛逼
为什么这么喜感
我要着币有何用
开屏雷击
哈哈哈哈哈这口音、
后期不行
我还以为是酒店广告，住进酒单
太帅了
里面衣服全湿
这西装好显瘦
正在玩
我想到那个砸车的
致敬卓别林！
明明是籽岷好吧
黄磊老师
这版麦扣的舞不错~
假嘶避雷
啊！（土拨鼠吼）
太帅了
好帅
暗藏白带
火钳刘明
不卖XO给我
男版关晓彤
当你发现你喜欢的两个偶像联动了
好高产啊
我的眼睛
好帅
关晓彤
币了，币了
卧槽？
有内味了
众神归位
呃呃
背带裤
可以
画风突变
有练过啊
第三个好像兔叭咯
新宝岛
帅
可以哦
帅的
哈哈哈哈哈哈
感觉像是洪金宝在跳呢
别说，跳的还真不错。
我的眼睛
帅！
猪场爬
同样的动作跳出了不同风格
网易是有多急
啊？
这也太帅了！！！这律动！
太tm帅了
穿的太正式，场地太正规了有点不适应
已退坑，没钱千万别去玩。还不是无聊的挂机游戏。没挂都玩不了
woc，真的帅！
好家伙～币没了
跳的真好
真的很帅
徐锦江这个细节都模仿上了
最后面右边那个是徐锦江吗？
帅！！！
《明视三连》
众神归位
草
好棒的舞蹈歌曲，太流畅了吧
币，咧。币，咧。
2000千多人说说话，现在10月1日
众神归位
恭迎舞王
恭迎舞王
汗水真多啊
齐贝林桑！
铁山靠！↓
beat it 歌牛 舞也牛
好整齐
还是有点牛逼的
住进酒店？
6
黄磊老师
有那味了
帅啊！
严肃舞蹈！
挺有感觉
最喜欢的一集
不错不错有内味
专业
律动的很有感觉
好一个太空碎步
恭迎舞王
斧头帮
跳的好棒啊
好帅！
措不及防
感觉像发哥在跳舞
卧槽帅啊
鸟笼山战记
有力度，不错
你还我节操
哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈啊哈哈哈
可以啊卧槽
刘墉后排输出
233
快跑
该来的总会来太帅了
就算有手扶着也很难起来的
不愧是专业的
可以啊
像洪金宝，哈哈
舞王
蓝衬衣好多汗，哈哈哈哈哈哈
恭迎舞王
好帅
？？
真的跳的很好啊
woc
跳的真好
不错了 完成度还是很高的
咋还演小品呢哈哈哈哈
有点像洪金宝……
帅
世界的尽头是迈克尔杰克逊
恭迎舞王
黄磊老师牛逼
细节到位，力量到位。
新宝岛
真的好帅
好怪，再看一遍
跳的真不错
结尾措不及防啊！！！
挺帅啊
细节一只手套
mj！！
????
抱腿蚌埠住了
开屏雷击
草！
投币干嘛，愣着啊
草
草
good
哭了哭了，全是经典动作
帅的
有那味儿了
woc
跳出了黑帮的感觉
有邓丽君板的么
忍刀七人众
说真的怪帅的（  ）
帅哥你谁
？
帅还是帅的
哈哈哈哈
卧槽？
有内味了
好有力量
突然发现你是穿衣服显瘦的类型
恭迎舞王
斧头帮跳舞应该是模仿的迈克尔杰克逊
排面
曲子不对？
哇，他们真的好酷
恭迎舞王
666666
奇怪，跳得每个动作都不像，合起来就像了
这套是另外一首歌的舞蹈
跳得是真不错，广告硬植我也是真没绷住
牛啊，这力量感
斧头呢？
开屏雷击
众神归位
有点斧头帮的既视感
啊这这这
瘦太多了
背带裤
相当可以
????
帅
小黑子？
帅
哈哈哈哈
45°
摸烂了快
猛男杰克逊
背带裤（暗藏玄只因）
帅的一批
我没手机
这个汗
牛牛牛
不枉我关注
帅帅帅
众神归位
恭迎舞王
不朽这个属实没想到
这个马步不是跳的，是一点一点往前蹭的
beat不应该穿红夹克么？
靠！偷袭。
恭迎舞王
卧槽吓我一跳
我擦这发广告要笑死我
洽lan饭
我刚提的新车啊
好整齐
恭迎舞王有操作的呀
？
莫名戳中笑点，哈哈哈
蟹蟹。刚卸载
看过的模仿中最像的
有点像花山我说的是衣服
试图挽回形象
这广告真的是狠……
币留不住了，三连！！
跳的可以
这特么折了我的老腰！
永垂不朽
恭迎舞王
有点意思
明知有广告，偏要弄三连。
好棒！
帅哥啊～
年代和流量都不能磨平、抵消迈克原本的样子，只能说，一直被模仿，从未被超越。
这个比那些刻意模仿的好一百倍
太帅了！！！
好帅啊
hhh
666
这可以啊！
帅
老哥牛逼。
这身汗 跳了多少次
退币
好棒啊跟以往气质完全不同
好帅
草
币咧~
正经？呸
同步率∞%
我的眼睛
蟀蟀蟀！
cao
好帅
pdd yyds
挺帅的
但是真的很厉害啊
哈哈哈哈哈哈
笑死了
终于猛男啦
这腿太短了
挽回形象成功
衣服不对啊
哈哈哈哈
真的帅
舞蹈挺好，就是......
成本爆炸
有内味了
背带裤
突然正经了感觉好不正经
不光膀子不太行。
币无用，赏之
我还以为是月光骑士
帅帅帅！
帅气
NB
66666
跳的是真好，可惜身材决定的这只舞，不适合！
我擦暗黑的广告
我的眼睛
流畅流畅
手游界天花板
卧槽
他跳舞一直可以的
说实话 还有那么一点像
我没手机
牛牛牛
C位更像德普
哇靠这前倾，千万级别！
跳的真好
恭迎舞王
帅
网易急了
这开头我还以为是假面骑士biack
其实他们跳的挺好的
币裂
币咧？币咧？
致敬MJ
ikun退出直播间
运镜太有感觉了
该来的总会来
开屏雷击
哈哈哈哈哈哈，被骗了。
确实不错
专业团队
没内卫
没内味
燕国地图太特么短了
????????????????
币来币来
众神归位
有感觉的啊
好怪，再看一遍
开屏雷击
???
太帅啦！
请你们原地出道！！！！！！！！！！！！！！！
哈哈哈哈哈哈哈哈哈哈或
小黑子！
什么《Billie Jean》，这是《beat it》
哈哈哈
果然是专业的
好家伙
恭迎舞王
西装收身显瘦是这样的。
跳的跟马云挺像的
看了凡人跳舞才知道迈克是神
后面的是伏特加么
好帅!!
帅！
这转弯，闪了老子的腰
黄磊老师
我要这硬币有何用？
卧槽
攒劲！
众神归位
斧头帮的吧
花山熏哈哈哈哈哈
我新买的车啊，我***的（doge）
跳到挺好
这广告措不及防啊
你还我三连！
帅帅帅
衬衫都湿透了……
恭迎舞王
我要这币何用 走你
堀贼
太帅了！！！！！！
黄磊老师
太帅啦
蚌埠住了
游戏也是我的童年
恭迎舞王
来真的啊
……
nb
斧头帮？
恭迎舞王
这个真是有水平的
好怪，再看一遍
woc好帅
这个植入我是没想到的
优雅，太优雅了。。
可以啊小老板
搞事情
专业
竟然是帅的
众神归位
西装真的太显瘦了
专业
安妮 are you ok
好怪，再看一遍
背带裤！！！！！
币嘞～币嘞～
恭迎舞王，帅！
加宽版德普跳迈克尔的舞
Michael！！！
帅啊
？？？？？？？？？？？？
衬衫都是汗
还别说 这身显瘦
这运镜太舒服了
刚提的车
太帅了
成功挽回形象
三连了帅
哈哈哈
黄磊老师，你怎么会跳舞啦
同步率100%
专业，这就叫专业
cool
花山熏
我已经58级啦
233333
我先发个哈哈哈
众神归位
俺很不爽，住进酒店
斧头帮
好怪，再看一遍
黄磊老师优雅！！
无惨你发福了
帅啊
胡子没了！
尔泰，是你吗
该来的总会来
跳的真好
坤坤的背带裤笑
我靠措不及防
正经起来了
众神归位
看到这里才发现他穿了个背带裤！！！
牛啊
同步率400%
开屏雷击382
雀食蟀
穿衣服了，不认识
雀氏摔啊
假面骑士skell
哇
练两年半了吧
中间那个人里面是背带裤。
恭迎舞王
经典复刻
众神归位
什么叫专业
帅
B嘞！！！
衣服已经湿透，那就是666
币嘞？币嘞～？
呢d咪叫专业咯
发福版MJ
俺黑不秋，住进酒店
果然每个舞王后排都有个铁打的徐锦江
？？
你们什么也没干就戳到我笑点了
帅到了
众神归位
你币有了
众神归位
啊哈哈哈 干嘛呢
下半脸有点像海盗船长
好怪，再看一遍
草！走！忽略！ጿ ኈ ቼ ዽ ጿ
瘦了
？
搞这么帅干嘛
哇，居然跳我老麦的
哈哈哈哈哈哈哈哈
这运镜，有感觉
i
有点味道了啊
新版暗黑就图一乐
恭迎舞王
恭迎舞王
不错
斧头帮！
xs，甲方血亏
这他娘的太帅了吧
恭迎舞王
我刚准备点赞，还好收住了
只因
手臂那边衣服是不是太长了？
前方高能预警
挺齐的
哇真的帅诶！
专业舞者啊
居然有一点像德普
斧头帮回归！（doge）
后面那个是徐锦江
有点帅了
挖槽牛皮牛皮支持一下
笑死
甲方眼前一黑
6666666
C位不漏肚子，我不是很认可
哈哈哈
网易打钱了
我还以为是斧头帮
黄磊老师流弊
好怪，再看一遍
 wyx
恭迎舞王
帅帅帅
这广告商真是鬼才
众神归位。
币能退吗
是老麦就有币
眼前一黑
还挺帅
怎么感觉都瘦了
专业啊！
这段舞蹈是危险里边的。这里一个拍子都踩不上
哈哈哈
哔哩哔哩
帅啊
铁山靠！
币嘞
夹死币嘞
有内味儿了
帅哦
这不是smooth criminal的舞嘛
靠你 罔异！！！
Just 毙咧
哈哈哈哈
恭迎舞王
beat it！
老粉泪目
恭迎舞王
真的跳得很棒啊
封面托尼贾
迈克肿森
绘画
徐锦江在哪里
开屏雷击
梦幻联动
是不是太正经了
这广告插的无敌了
还得拿队友弄45°倾斜的屑
斧头帮
他在试图改变形象
露出了昆脚
币嘞
帅
啊黑独修，住进酒店
一级神祇-舞神，归位！
干净利落
？
该来的总会来
专业啊
哈哈哈哈哈哈哈哈哈
一点五倍开启新世界
陈志朋？
好活，当赏
哈哈哈哈哈
住进酒店
黑社会
帅的
背带裤？
帅啊
NB
有点东西的
恭迎舞王
黄磊老师
已三连
甲方眼前一黑
哈哈哈哈哈哈
黄磊老师c位
哈哈哈哈哈哈
双厨狂喜·
帅！
暗示投币
把硬币还给我！
斧头帮沉默了
籽岷
牛，有mj的韵味又有自己的风格
同步率100%
优雅太优雅了
你们都没有手机吗
跳的真的好看
好帅！
哈哈哈哈哈哈哈哈
斧头帮跳舞
开屏雷击
徐锦江呢
恭迎舞王
众神归位
我好喜欢
终于还是下手了！！
c位这位是靠块头站的吧
该来的总会来
恭迎舞王
.............................................
军演
剑圣的跳舞姿势
好怪，再看一遍
恭迎舞王
恭迎舞王
开屏雷击
牛逼
wow
专业
自信的眼神
我怎么看出了个新宝岛的感觉
兜兜转转又回来了
没有这个味儿
币嘞？！
太牛了
永远的神
抠掉画质 确实有点东西
！！！迈克尔杰克逊是吧？你币有了
有点子帅怎么回事
恭迎舞王！
《灾变杰克》
牛
恭迎舞王
又内味了
帅啊帅啊
好帅
不朽锈不了
卧槽
……哈哈哈
黄磊老师
说实话这个真的跳的挺好挺帅的
666
开屏雷击
《16+》
开屏雷击
6666
斧头帮
好撩
爷青回
啊这
比坤强
优雅
笔没了
好帅
啊这
恭迎舞王
甲方顿时眼前一黑 
????
从浅蓝变深蓝
MJ缝合舞
跳的好好
币例
有被帅到
即使这样也救不了不朽
好像有点硬核
厉害啊
我没手机，不玩
恭迎舞王
?手游差评
？
有点像文松啊
有东西
越来越专业了
厉害啊
牛啊
bgm不对啊
恭迎舞王
打架专家—花山熏（确信）
逼累！！
好帅
恭迎舞王
剪了最后1分钟，秋梨膏
币能退吗？
我就记住那个祭礼之舞了
这不是黄磊吗
有形无神
我刀呢？
果然，穿背带裤的都不是一般人（dog
这么像武术
确实猛……
哈哈哈哈哈哈哈哈哈
恭迎舞王
哈哈哈哈
《盖 帽》
好尼玛帅
墙都不扶，就服你
求一个热恋冰淇淋
恭迎舞王
好怪，再看一遍
帅炸了！
为此还打了阴影
恭迎舞王
黄磊老师！！！！
超级帅
恭迎舞王
迈克尔·杰克熊
别说，是真的帅
最后几秒掐了吧哈哈哈
吓我一跳
可以可以
疯狂暗示币嘞
卧槽，这么强
？
瘦了好多啊
牛B
？
致敬蔡徐坤！（doge
牛逼
你们为什么迟到！（幻听）
众神归位
谁有砸车那个just beat it
币呢！
神魔恋
帅啊！！
背带裤
梦幻联动
卧槽，我特么才意思到
？
啊杰克逊
真无惨
洪金宝啊
厚礼谢
没看够
恭迎舞王
？？
恭迎舞王
太会跳了
等等，我看见了背带裤
优雅~实在是优雅！！！！
还我硬币
草
恭迎舞王
为什么我想到了鬼畜区？（不是）
归位
卒不及防
没有徐锦江
哈哈
我的币已经没了
这不得撞翻。
好帅啊，斧头帮
就差一个徐锦江了
还真有点帅是怎么回事啊
币捏？
跳的很齐很准啊
跳得不错啊
？
跳舞啥时候能瘦下来啊
我们本来都是一个个的良民
别人模仿外表，而你们是模仿灵魂
别人模仿外表，而你们是模仿灵魂
别人模仿外表，而你们是模仿灵魂
