希望每个人都可以被理解
你每秒都暂停欣赏的样子真的很酷
好爱梵高的星空
在生命结束前我打出了这句话
超爱梵高，梵高传看了两遍，很感动
最后的浪漫
挚爱梵高
这个电影我们老师给我们看过挺好看的
格格不入
我不！我巨他妈勇敢
全体起立
可以失败，但绝不能倒下！！！
他不是自杀！！
值
月亮与六便士
致敬梵高
我们没有资格说值与不值。
世界没有活着的传奇
他不是死后才出名的，而是他活着的时候没人欣赏
睌安
海明威在《老人与海》中说：一个人可以被毁灭，但不能被打败！
就算世界以痛呵斥我，我也想留下人生中的最后一抹色彩
dio
生错了时代
看了好难过  没人理解他  他们不懂他
会的
天才在左疯子在右
梵高：世界，遗忘我？
至爱梵高
星月夜
不被理解，是很痛苦的
可以看下神秘博士梵高那集
我每次看这个都会哭，灵魂深处的颤抖和无奈啊
梵高的星空是真的有生命
我也曾经来过
星空挚爱，梵高先生
他热爱所有有生命的，却唯独不爱他自己
我看见画里的生机
真正的钻石都是有裂缝的！
抱抱
说真的，每一幅画都值得深思
说真的每一幅画都值得深思
这部电影当年本来想和闺蜜去看的 但是赶不上......
hohooooooo
充满心酸
临摹过他的话画
海明威就是被生活击退的强者
那简直是另一个世界！！！
那简直是另一个世界！
那简直是另一个世界！
那简直是另一个世界！
那简直是另一个世界！
那简直是另一个世界！
那简直是另一个世界！
那简直是另一个世界！
那简直是另一个世界！
会的
我们抬头看不见他们，他们回头也看不见我们
哇哦，打得不错
梵高发现了宇宙是至暗的
不过有些人死了，世界也不会爱他
敬梵高
荒诞的真实
他们叫我疯子，艺术家都是疯子
杏
晚安，文森特
致爱梵高！
天才在左疯子在右
我爱梵高，是他让我喜欢上了画画
112
我要像别人一样就好了
致敬
有一天整个世界都是你的
这样热爱生活的人是不会自杀的
那是个神话
人们不配拥有他做的一切
被当时所不容的人，执着追梦的人啊，我们会一直念着你
他唯一被出售的画，金色的葡萄园
迪欧的支持
DIO的支持
他出名了，在他离开人世之后
小子，你这样做会毁了一张绝美的画
但不应该是去世后
刘琮老师
梵高，心中永存
说不会的那个给我把墨镜摘下来好吗
泪目
v
geg
“终有一天，你会明白，再强的人也会被生活击垮”
至爱梵高
他是让人尊敬的艺术家
那1000+的人好
右边的那个天数倒计时看的我好难受
星空下的夜晚，交给梵高点燃
真实啊
天才与疯子只有一面之隔
会的
《只》
这些小孩不懂得自己在毁掉多么伟大的画作
愿每个人都能受到善待
生命也是
我怎么感觉看过这个视频了
什么电影阿
至爱梵高
见证了，他走的过路，人迹罕至，致敬
我们生来就是孤独，我们生来就是孤单……
关于死亡，任何人都一无所知，死亡是终将是一个未解之谜，人死了，无法告诉后人，死亡的痛苦
一个艺术家的前提，给她一个悲剧的人生
他的生命，很粗鄙，但是他画作却充满了生机
那简直是另一个世界！
"Good night,Mr.Vincent."
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
他为我们留下了天使的眼睛却死于我们的眼神
或许死亡是梵高的一种解脱
这是中配?这么优秀的吗?
因为我的一生真的输不起，只有时间能证明一切
文森特·威廉·梵高
右下角是生命倒计时吗
www梵高
他其实是赚到钱了的只是他自己爱赌博输光了
他画画完全可以养活自己的他弟弟还帮他卖画
月亮与六便士
为什么在苍穹中闪亮的星星总是那么遥不可及
挚爱梵高，至爱梵高！
永远都会
这里说的臭小子可能是把梵高杀了的人
这里是梵高 最著名的一幅画 
我竟然哭了
华师辩论赛地理
那简直是另一个世界！
挚爱梵高！
再强的人也会有倒下的一天
当我死后，世界开始爱我
精神崩溃 人之常情？合着人都应该精神崩溃嘛？
为啥是中文
请叫他，文森特
梵高
挚爱梵高
曲对币有
挚爱梵高，至爱梵高！
"当时被低估的一位世纪天才""文森特•梵高”"
梵高抑郁症缠身最终选择自杀
致敬！
那是只属于梵高的世界
挚爱梵高
对梵高星空爱死，第一次见到就喜欢
致敬
千万不要惹一个艺术生
生活需要感性
梵高算是我的启蒙老师了，我时常思考他究竟看到了怎样的世界，回头来大概是困苦吧
当你死后才成为资本的商品
星空下的夜晚，交给梵谷点燃
杀死他的不只有那把枪
荒唐的人间，向往的地狱
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
老师说这是一帧一帧手绘出来的
纪录片
这个我画过
洛夫克拉夫特！！！(bushi
挚爱梵高，至爱梵高！
不是在这个，而是那个这个。社会可以的！
Dio
你币有了
梦之海，当生存变得触手可及，文明的意义就只有艺术
挚爱梵高
梵高心中永存
一定要点赞，珍贵的录像
你币有了
想起了《月亮与六便士》……
人类不感谢罗辑
鸡皮疙瘩起来了
曲对
泪目  致敬
阿弥陀佛。阿弥陀佛。  阿弥陀佛。 阿弥陀佛
不要打他！！！！
天才与疯子
挚爱梵高
挚爱梵高，至爱梵高！
纠正一下是两幅，最近发现了一副梵高出售过的画
原来他死的时候那么难过啊
这个有视频的一个多小时。
所以很多艺术家创造出辉煌的时候精神状态都是恍惚的啊
上学的时候看过这个电影 这辈子都会记得 那种空灵的美感
他自杀了
致敬梵高    致敬所有坚守自我的艺术家
太让我落泪了
全名都不知道发什么弹幕，文森特威廉梵高
-
至爱梵高
目前研究表明，梵高更有可能死于他杀……
能看见波的男人
、
黑暗森林
挚爱梵高
挚爱梵高，至爱梵高！
我们美术老师给我们看过这个
他弟弟是唯一支持并爱着他的人
3
不思量自难忘
致敬另一个世界的艺术家
想起了《月亮与六便士》主角
凡高原本可以成为一个富翁，但他选择了艺术
死后人们才懂得珍惜
他创造了一个世界，一个他看到的世界、
文森特就是梵高
你被做成从者了
他平均一年一百多幅，天
每个时代的天才在自己的时代都不被重视，因为芸芸大众只能看到眼前的需要，无法理解为未来而创造的作品！
梵高大人动手打回去
明明只要再多等待一段时间，等人们清醒过来(他身上的压力还是太大了啊)
梵高是整个星空中一个神奇的存在
他是个天才，我是疯子
你是你才好
北京的小伙伴可以去看他的展，就在中华世纪坛！
晚安，梵高先生！
或许那是最好的选择
神秘博士看的我哭死
唯一卖出去的那一幅还是他的好友托人买的……
说梵高卖画能养活自己的，梵高活着的时候就卖出过一幅画
不会
有些人死了 确依然活着
众人皆是普通人罢了
扭曲的嘴脸
是一个充满光芒的画家
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
这是我们欠你的。。。
灰色也有它的美。
99岁开始画画也不晚
有可能他死后资本把他的画作给吵起来了
还爷眼泪！！！
挚爱梵高
挚爱梵高，至爱梵高！
挚爱梵高
挚爱梵高，至爱梵高！
唐吉老伯
有时画画啊，是给自己看的...
龙  族
和另外一个20年的视频“他自杀了……”结构也太相似了
只有死去才会变得珍贵嘛？
挚爱梵高，至爱梵高！
文森特 威廉 梵高
也许在他人眼里梵高是一个疯子，但不知疯子与天才只差一步之遥
许愿凡高
人类不配感谢罗辑
那些欺负他的孩子在长大后在卢浮宫看到梵高先生的画如果他不记得梵高先生他会对那画给出什么样的评价呢
影片名:挚爱梵高星光璀璨
挚爱梵高，至爱梵高！
dio
想到了高彦
挚爱梵高，至爱梵高！
终有一天你会明白，再强的人也会被生活击垮
他就是星空中最璀璨的星，其实文森特本身就是星星啊
每曰吃刀
致敬梵高，至爱梵高！！！
梵高，心中永存
梵高心中永存
sen
痛太痛了！！！
世人爱他太晚
那时候梵高是多么厉害呀。但他还是没有那么引人注目啊
梵高最后这一天也是最后的画作!
你永远会存活在我们的世界
星空挚爱，梵高先生
全体起立
抱歉我觉得，不值
在那边过得开心吗？
挚爱梵高
星月夜yyds！
他是天才！
在第一时间，他收的是画
我梦见了画，也画出了梦
会的
晚安梵高先生
至爱梵高
封面梵良高影
我是好人桑，为优秀作品三连
右下角是生命的倒计时
人可以被毁灭，但不能被打败——海明威
挚爱梵高，至爱梵高！
梵高是伟大的艺术家 从各个角度来说都是
星空挚爱，梵高先生
全体起立
会的
生活不会让理想主义者存活的，总会被世俗排挤。尽管现在宣扬人人平等，但是那应该指的是死亡之后吧，人们通常会对死者抱有敬意。
因为他只是孤身一人
这个电影我们美术老师给我们放过
看到这句话，我就知道是这个死得很凄惨的画家，梵高
仔细想想，如果没有看到结果，身处那个时代，我也许就是那群嘲笑他的人
他爸妈真的很过分，给他起他早夭哥哥的名字
挚爱梵高
致敬梵高先生!
我从不渴望出名，我只奢求融入，上帝给予我天赋，但代价却是孤独
我从不渴望出名，我只奢求融入，上帝给予我天赋，但代价却是孤独
可惜这个世界总是容不下那些太过伟大的人，那些思想意识远超凡人的人
会的
之前美术老师给放过这个电影很感动
挚爱梵高，至爱梵高！
！！！
要去星星上写生了吗？梵高先生
电影名：至爱梵高.星空之谜
我尊敬梵高 
美术课老师给我们看过
那绝对不是愚蠢的意外，那是一位艺术家为自己选择的归宿
致爱 梵高
会的
我要像别人就好了……
孤独的死，才是最痛苦的
看过这部电影，美术老师放的，震撼人生
见梵高直接进好吧
但也是热爱一切的人啊！
我做了一个梦，将梦画了下来
致敬梵高
艺术天才啊
会的
干嘛欺负人啊！！！！
在绝望的世界深情的活着
阿尔勒的卧室！！！
去看看《梵高传》吧，你真的会被感动的
一个用色彩享乐的天才，一个因善良而伟大的天使
太美了
星空yyds
他是热爱画画的
挚爱梵高
挚爱
至爱梵高
当他死了，世界开始爱他
看着看着眼泪就流下来了
会
惯有谣诼或青眼，何须他人置一言
他的画太超前了没办法
说月亮与六便士的，其主人公的原型是高更。
曲对币有
挚爱梵高
梵高先生yyds
有没有一种可能，精神崩溃并不是人之常情
因为梵高所以给你个币
沃日一块石头砸了几亿的画
“你画的很好，但可惜，你还活着”
为了艺术献上自己一生的人
好燃啊！
邮递员真的很好 他为数不多的朋友
为啥我记得好几年前看过这个，一模一样的剪辑
星空下的夜晚，交给梵高点燃
当我死后，世界开始爱我
活在世间上并不总是不公平的，他也如愿成为世界知名的画家
别在这里刷dio了，不分场合的吗？
挚爱梵高
挚爱梵高
挚爱梵高
挚爱梵高
挚爱梵高
挚爱梵高
挚爱梵高
挚爱梵高
紫砂？
死亡并不是终结，而是一个新的开始
至爱梵高！！！真的绝
关键他实际生活中好像不是那么。。。
别人眼中，他是疯子，可是他本就是天才
他最终还是只卖出了一幅画
那副充满阳光的向日葵
超前的画就是他最好的证明
砸哇鲁多！
我去 活起来了
当我死后，世界开始爱我。
他是为艺术而生的
世界没有遗忘我
梵高在那时已经得了抑郁症，情绪不太稳定
我真的很喜欢他的画作
awa
不知道，为什么，看完之后再也哭不了了
已经开始难受了
挚爱梵高，至爱梵高！
我烤泪目了
人类不感谢罗辑
火钳刘明
\]哦
海明威不就是这样
你看，他们知道
会的
世界，遗忘我
你只看到我在人前闪闪发光，却不知道我承受了多少痛苦
666
早上刚开始看天才在左疯子在右，第一篇就是讲的梵高
至爱梵高
你就是你
你是你自己 
挚爱梵高
会的
至爱梵高
梵高不是自杀！他是被这几个熊孩子玩儿猎枪误射的，但是为了保护这几个孩子没有说
梵高不是自杀！！！
祝你
梵高星空
谨慎进入此视频
全体起立。
挚爱梵高，至爱梵高！
啊有人剪这个片子了！巨好看
这段时我最喜欢的
做个好梦，梵高桑
梵高的名字成为艺术永恒的标准，但这不能说明梵高经历的苦难是值得的
致敬—文森特梵高
上帝给了他才华但是没给他施展的舞台
这是什么电影？
有说法是他是被熊孩子开枪误杀不是自杀的，不是他自己不给自己时间
菜藏？
值得！
全体起立
挚爱梵高，至爱梵高！
是一个天才
天才在左，疯子在右
即使全世界都不爱你了，那就回到我的身边吧
世界，拒绝了我
我是星星，从苍穹坠落在绿茵中
电影名：挚爱梵高
我爱梵高
我爱梵高
挚爱梵高，至爱梵高！
好美啊
哪个理想主义者不是诞生于现实？
1
11
在线求雨，躲训练
所有的抽象画里我只喜欢梵.高的，因为他的画有一种治愈世界的力量
会的
111
你将永存
大艺术家！名垂青史的伟大艺术家！
比起梵高对色彩的运用，最重要的是一个活在黑暗里的忍画出了这世界绚丽的色彩，他因此伟大，不朽
好好哭
全体起立
挚爱梵高，至爱梵高！
啊这
他不是疯子，其他人才是
终究是错付了
没有人能理解呀
“他绘出整个星空，却终究没法融入世人”
三连了，没有什么想的
挚爱梵高
文森特·威廉·梵高
会的
挚爱梵高
会的
最爱的电影
，
山炮小屁孩
。
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
四维世界
他一往无前
这个中配感觉不错~
人们总是失去后才知道珍惜
至爱梵高
当然有啊，杨老就是活着的传奇
梵高大神我死后去拜你为师教我画画吧
吉良吉影（幻视）
当时的社会不配让您融入进去
您在星星上创造的画作一定很美吧
梵高先生你是一个天才
我才在想梵高生在现代一定幸福得多
致敬
太难了，太难了，太难了
梵高只有你才是梵高
梵高的星空真的给我留下了深刻的映像
梵高先生尊敬
瑞思拜
画的电影
文森特，是一个不被人理解的天才
弟弟是爱着梵高的啊
这是最后一幅了
晚安  梵高先生
泪目
《月亮与六便士》原型好像是高更
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
我看哭了
谁能帮我把表上的时间往回拨
挚爱梵高
这不是《至爱梵高》吗
刚刚好
挚爱梵高
是资本开始爱你，资本≠世界
挚爱梵高
zpy
梵高不是自杀，他死于那个时代
为什么好多人都是失去才开始怀念
挚爱梵高，至爱梵高
你做到了，梵高，你看到了吗？我相信
优雅
『文森特·威廉·梵高』
他只能通过画来去诉说自己的痛苦 这也正是为什么他生前不被重视的原因 因为他们根本不懂
我梦见了画，画下了梦
呜呜呜
呜呜呜
他真的太孤单了
都一样的，“当你深埋地下六英尺，人们才开始爱你”约翰列侬
感觉好像别人恨不得梵高死似的
绝笔
那简直是另一个世界！
梵高陪伴了我的艺考
那简直是另一个世界
这硬币我不要也罢
绝不可能
鸡皮疙瘩都出来了
可惜是中文的
唉 如果是英语的就好了
他永远是世纪百年的天才
我的红头发的哥哥。
挚爱梵高，至爱梵高！
致敬梵高先生
你的艺术属于未来，而你却不得不活在过去
我不懂，为什么有人要说梵高没勇气，当你去承受那些辱骂的时候你是否会有那些勇气。
这句话真的给我听破防了
至爱梵高
没人？
挚爱梵高，至爱梵高！
真正的天才往往不被所处的时代所认可，因为他属于整个人类
他们都死了，所以才能被称为传奇
DIO（幻听）
挚爱梵高，至爱梵高！
会的！！
也许这就是艺术家吧！！！
枪响泪目了！！！
人间本就是地狱 容不下天使
死并非生的对立面，而是作为生的一部分永存！
天才疯子一线之间 黑暗光明混沌相容 唯有触及最深的黑暗方可发现光明的诚贵
探讨生命之时 其实就是在窥探死亡 因为没有黑暗就没有光明 这就是矛盾 这就是平衡
挚爱梵高，至爱梵高！
itach
亲爱的提奥
致敬梵高，至爱梵高！！！
“先生，您的画有价值了，您看到了吗”
全体起立！！！！！！！！！
致敬
-+ *c---------------------------------------------------------------
这是什么电影
乌鸦收尾应该是
右边倒计时泪目
我纵步独站，人烟看离合悲欢”
从古到今 天才都是被埋没的
梵高先生永远存在在我们心理
全体起立
挚爱梵高
自我28岁时第一次拿起画笔，我便知道我便是那天下第一
太悲观
艺术的真谛也许就是那天我看到了一个饿了很久的农民依旧再田间扛着锄头再辛苦劳作吧——梵高
凌霄注定无人伴
心疼
心有绚烂，辉煌璀璨
他的画是最伟大的作品
其实梵高也是贵族家庭。但可惜呀，就是因为他当画家不景气，所以说没法继承。
梵高死后，他的弟弟也郁郁寡欢，因为哥哥的事感到自责。梵高去世几月后，他也跟着去世了。
很可惜他的画太超前了。一圈一圈，在当时画的太粗糙，那时候的审美。是那种精美的人物画。
这片子是很多画家用梵高的画做出来的
他认为粗糙的画，才能代表底层人民的生活，可惜当时的人理解不了他的画，但他的构图颜色真的是绝无仅有的。
梵高的一生，也只有他的弟弟对他不离不弃。
其实要证实，梵高不是自杀，是被误杀的，可惜他太温柔了，到死他还要保护误杀的人。
梵高的画，只可远观，不可细看。粗糙的生活，远看也是我们生活的点点滴滴。
死亡并不可怕，可怕的是遗忘                             ––《寻梦环游记》
梦想就像星辰，你看得见，但你摸不着
他的弟弟太好了。梵高死后，他甚至没几个月就去陪他了……
然而，所遭受的人生折磨也足够令人震撼了。
梵高为高更画了自画像和椅子，而在梵高死后，高更也为他画了一个椅子
撸批别ky了
挚爱梵高，至爱梵高！
真讽刺啊！
你觉得值吗？
会的
永远记得
全体起立
他死后，人们才明白那些画的价值
这世俗有多可笑，可悲！
致敬伟人我的偶像梵高
看看神秘博士里面的梵高那集，最后真的很感动
不直
对个人而言不值，对艺术而言很值
先生，那些人不配买您的画！
您的画只配待在博物馆，那些人不配拥有您的画
所有人都不理解梵高，甚至憎恨他
看的我鸡皮疙瘩都起来了
白嫖失败
老师放过！
顶级艺术家
丶
不用像别人一样 不用成为别人眼中的完美 做自己 你是你自己的鲜花和全世界
时代背景和社会文明程度 对一个人的发展真的至关重要
文森特？
德莱文是吧
至爱梵高！
值吗？
这世界总是这样
荒原狼
我是一只荒原狼
红头发的哥哥
阿尔的太阳
看过 哭砂
至爱梵高
梵高先生，您好！
至爱梵高，星空之谜
画中传达的情感真的很震撼。。。
挚爱梵高
每个人心里都有一团火，路过的人只看到烟
挚爱梵高
当你死后，世人才开始承认你的伟大
百万纪念！
DIO!!!!
人类群星之光闪烁，永恒不灭！
那简直是另一个世界！
可是的归属是个伟大的画家啊
爱你的 不知名网友
挚爱梵高
挚爱梵高。
谢谢
幻听：迪奥
L
全体起立
月亮与六便士是写的梵高吧
梵高
星夜
他一生都在创作艺术，但他不知道的是他的人生，他的生命已经成为了艺术
挚爱梵高
挚爱梵高
当我死后，世界开始爱我。
在人死后，给他荣誉有意义吗，只是给活着的人看罢了
天才的人生总是不平凡的
泪崩了
好
梵高yyds
星空
不疯魔不成活
唐吉老爹
全体起立!!!!
不是画师的那位差点毁灭了世界
害，能够挚爱梵高的世界来的太晚了
这句话让我想起了普希金
晚安 文森特
晚安尊敬的梵高先生。
真的好看
向往他画里的世界
活着被嘲笑一文不值的画死后成了无价之宝
6
梵高的风景画可真好看
所思甚深 所感甚柔
感觉后期的作品风格上收了很多
我怀疑艺术只是资本家的砝码
衷于自己，挚爱梵高
时间会证明一切
挚爱梵高，至爱梵高！
会的
色彩太妙了，给人充满希冀光明的感觉
bgm是啥
孤独的艺术家
那些人都好可恶啊！
有的人生活是百分比伤害，有的是真实伤害，有的人是百分比真伤
世人的眼里我不知道 可我知道我一个不懂艺术的人很赞叹 您的画作 
看过这个电影，太赞了
挚爱梵高，至爱梵高！
我一生只画梵高的画
挚爱梵高，至爱梵高！
作品与时间同在
至爱梵高
泪目
至爱梵高
会的
他被黑暗笼罩着，可却总想着带别人逃离
那简直是另一个世界！
至爱梵高
至爱梵高
致敬梵高
梵高看到了画里的世界，画外的人却说他是个疯子
文森特·梵高
挚爱梵高
这声音是刘琮吗
鸡皮疙瘩起来了
挚爱梵高，至爱梵高！
在他死去时  没人知晓他心里是否留有悔恨
这个版本无论是配音的CV还是配乐都好棒哦！
当他走后，他也变成了苍穹中闪亮的星
月亮与六便士写的是高更
会的
他看到了这个世界最真实普遍的样子，然后画下来
恶童
我得去画画
泪水止不住
好可怜，好绝望
好绝望
这些作品集罗列在一起好震撼
至爱梵高
麦田群鸦
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
——Vincent van Gogh
其实梵高的画在后面是开始崩坏的
他是世界上最伟大的艺术家。
红烛送
会
泪目了
至爱梵高
如果他离开我 我是不是也会崩溃
原声更好听
活成了一座灯塔
星空下的夜晚，交给梵高点燃
挚爱梵高，至爱梵高！
真正的勇敢是看清生活的本质后依然热爱生活
他终于知道人类的能力是有限的......
挚爱梵高，至爱梵高！
看哭了
会的
挚爱梵高，至爱梵高！
挚爱梵高，至爱梵高！
文森特·德莱文
能感受到梵高真的很无奈，那种孤独的感觉真的很难受
梵高回迦吧呜呜呜
梵高回迦吧呜呜呜
梵高回迦吧呜呜呜
我想到了月亮与六便士
所有人都在问他是怎么死的，却没有人关心他是怎么活的……
啊啊啊啊啊
好用心
他的画真的很美
挚爱梵高，至爱梵高！
翻译的好好
想哭
他成功了的
身处黑夜的人都会寻找心中的曙光。——维克多·雨果
感谢梵高给了我们安稳的生活。
今晚的星空很美，仿佛就像您的画一样
我用艺术窥探了这个世界，貌似“美”无处可及~
致敬梵高，他画的怎么好，为什么到死都没有过上好生活，死后这有什么用，有什么意义啊
梵高，向你致敬
我看哭了。
梵高的一生只有遗憾
梵高的一生只有遗憾他的画是艺术
这世上，终有属于你闪光的时代
奥拉夫
这个世界一直都很爱梵高，可是人类不爱
死到达的不是天堂，而是属于你的另一片星空
挚爱梵高
致敬梵高！至爱梵高！
我的苦难已经大于我的力量
真是讽刺
我之前也看过，不过不是这个人的
在那个时候，他看见了二维化的宇宙
生活明朗
DIO你好温柔
挚爱梵高
挚爱梵高，星空永存
挚爱梵高
会的
11
泪目！！！
太难过了
哎，世界会让谁好过呢？又会让那个天才，发挥自己的一切呢，他们试着热爱世界，世界却给了他们一个背刺
至爱梵高
全体起立！大声喊至爱梵高（我先哭为敬）
他是个超时代画家
至爱梵高
相信德莱文
最爱梵高
就是因为不像别人，你才成为了你自己
生而痛苦，死而无憾。也许梵高觉得，死亡才是解脱吧。
人生可以没有意义。但是会荒唐的。
时间走得飞快。而那少数的艺术掌握在少数人手里。燃烧吧。
Hi！Vincent！
为什么总有人要以死亡来出名
可悲的是，我死了后，甚至没有人知道我的存在
致敬
《至爱梵高  星空之迷》
真的会哭。
那似乎不是画，而是我们亲眼所见的场景……
会的
fgo梵高已出
我的偶像就是梵高
麦田群鸦，梵高死了，但却成为了传奇
我想画画，我想画画！！！！
挚爱梵高
一定会的
悲伤的心灵，却依然将色彩运用得这么极致
至爱梵高看到最后特别悲伤（落泪）
南村恶童期我老无力
真的假不了
假的。。。看你一生被笑死
他走的太远了，远的时代都追不上
挚爱梵高，至爱梵高！
至爱 梵高
愿世间所有人都能被温柔以待！
错的人不是凡高而是那群无知的人们
会的
真实的梵高
感激他什么，那些说会的人
挚爱梵高，至爱梵高
我无力又莫名恐惧的看着，时间的流逝，而我只是路人。
