1播放9赞
友情提示，这不是一个可以下饭的视屏，饭会咽不下去
没有
中江人泪目
这该不会是胖洪的儿子吧？？？
已经听不下去了，眼泪开始掉了
美国鬼子！
老师一句台词就把我整哭了
战场戏不错，前期文戏代入感不好
这个电影把真实战场的武器型号都拍出来了 还有三三制穿插什么的
我看过了 真的不错
谢谢，三年没进电影院了
哦呦，熟人诶，惊喜
忠孝两难全
都没人宣传
泪目
小红袄！！！！！
来晚了
盲猜《黄继光》
小红袄！！！！！
天呐！这一段给我整哭了
我们的每一天，却是他们永生的希望
很还原历史，当时只有一次齐发的喀秋莎火力打击
救命，我要哭了
我们班刚刚看了
“他们为祖国而战的也还只是少年啊”
黄继光是营通信员
我们都被封在家里·····
我只想走出家门
好耶
已经哭了。。。
赞有了
5000+
我看到推荐了，但我以为是个烂片…………
内娱没救了
看解说都想哭的程度
上甘岭，来了……(哽咽)
难道没流量演员不是加分项吗
6000+
黄继光是二野十五军中江招的兵。我爷爷负责二野十一军在奉节召了不少新兵
我甚至连门儿都出不了
正在看
致敬英雄
597.9 537.7高地就是上甘岭，西点军校的展览馆现在还有这场经典战役
通信员最累了
母亲这个角色选得有点像黄继光的母亲
国庆档没有一部值得我花钱
致敬英雄
没有
自古忠孝两难全
哭了
妈呀，哭了
为这句话三连
看！回去就看！
磊儿
一人参军 全家光荣
房间装饰是不是比当时好
铭记英雄
周末安排上
格局
刚刚看完
哭死
有时候真不是观众不行，就是有些人他不让你看好电影啊
我要分段看了，忍不住了
致敬英雄
我的家乡，中江县
呜呜呜呜呜呜
早就哭了
不行这段太熟悉了，以前背过
7000+
9分而已，真不长
通信员在电信联络中断的情况下是要跑步传递信息的
我们县因为疫情电影院没开
我可以在任何电影的煽情片段尴尬笑出声。而这部电影我只会静默着敬畏
我哪部都没看 省钱了
光听解说就好想哭
我因为一场疫情封在家里
川军！！！！
林磊儿？
致敬
我的妈呀，看个解说看的我眼泪哗哗的。
6+1是个好演员
他就是我心中的黄继光
这不得哭死
木有
看了一点
我没看过电影 但是我听到这句话 我已经哭了
相信兄弟们都知道，M国用炮弹硬生生把山头向下削了两米！！！
看了
好眼熟这个演员
眼泪收不住了
土木人哭了
封校军训的快乐
凌总旗要呛行？
战场比长津湖真实
广东人表示还好看了还是觉得你最好
即便知道结局但是真的还是会哭
没有，谢谢
这不是磊儿吗
刘家祎吗
这周末看
鲜肉退散
我去看了《万里归途》
谢谢  在深圳  附近的影院都没有电影上映
我不该拿这个下饭
wc，直接想哭
是磊儿啊
有没有一种可能，他得到的称号是特级战斗英雄
女演员演的真好
这个表情真的好细腻
美国人为其愚蠢付出了代价
根本没法去电影院，风控了
好好过每一天都是在告慰先烈
好像  小欢喜上的磊儿
吴三羊 肖登良
眼里有光
我看名字就哭了
来个四川方言就好了
泪目
绷不住了呜呜呜呜呜呜呜
万里归途
9000+！！！！
小欢喜的
已经开始想哭了
无川不成军
还没看完视频就想去看了
这个泪目看的我也泪目了
哭死了
磊儿！
一万人+
没钱看电影了
1
妈呀，赶紧退出，晚上再看，不然就要在办公室哭了
磊儿？！
优酷会员才能看
是
国庆时学校播了
娘明明是个褒义词，那叫做作谢谢
小演员不错啊
小欢喜的磊儿啊！！
少年未来可期
1.1w人了！！！
不敢看
超级英雄
母亲不会是警察荣誉里那个曹建军的丈母娘吧（震惊
看到这几个字，我已经三连了
放了星期六星期天两天，确实是《小》长假
不行了，绷不住了，眼泪哗哗的，今天就拉着家里人一起看
好家伙，已经泪目了
没放假没放假没放假
、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、哇2
1.1万＋正在观看
bgm《他从风雨中走来》
害 都放假了 还去上课？
磊儿!
这种电影才应该上院线
不行看不下去真的，想想就很伤心
这干嘛不上院线
男主长相是男生喜欢的长相
这种电影没开始我就想哭了
呜呜呜我已经泪目了
这是一个晴朗的早晨
笑死十月一就放了两天
不忍心看了，在公司不想哭
这是宋丹丹吗
几十年没进过电影院了
致敬英雄
没有
已经哭了…
我也看了，很不错，很感人！
不行了，要哭了
腾讯视频，vip可看
我是一边吃饭一边哭出来了
很有一股子硬气，选角很好很有心
试将纸虎化为尘
眼睛好坚定
妈妈其实内心很挣扎
11000+
点赞了，现在去看
哭了
磊儿啊！！！
前面的，一般都是简称特级英雄，我是中江的
灰姑娘……我吐死了……
年纪大了，看不了这种，现在就开始想哭了
幸福到万家，幸福的婆婆
不是继光广福这边的土话我不是很认可
是的！！
演员看着不错啊
课本上有这段
就看了万里归途
如果这片子是真的好！那就是被片名耽误了！这片名太营销号了..........
唉最后一定疼死了
中江县我的家乡
演员选的不错
1.1万+
致敬英雄
黄继光，我一生铭记的英雄
刚吃两口饭，听见这两句话已经忍不住要哭了
1.1w+
课本的插图真的很好，还深深地印刻在我脑中
我们班看了，我都不忍心看啊啊啊啊
看过，是让人心疼的好电影，为人物动容
这演技…绝了
我们在队里看了哦 很不错
妈妈是幸福婆婆吧
听到就想哭了
哪个平台我这就去看
完了已经哭了
致敬
我也是，边吃饭边看边哭
没有
老师在学校放了！
回家就看
哭死
母亲躲闪的目光，不敢于儿子对视，怕孩子发现自己的不舍
他温我哭
不行，我看不下去了，边哭边吃饭的感觉真的很难受
希望我们能不负先辈们的庇护呀。。
这个敬礼手都在抖
看到了的，根本就不敢看呀……眼窝浅
已经哭了
国庆节电影没一部好看的
没有
这部电影还不错。挺好看的
这还哪敢看原片啊TT
血战上甘岭
明明是小短假
我中江人来啦
磊儿啊
磊儿！！
没有《八一电影厂
母亲这一句话，两个语气，这就能爆杀一群了
这母亲演技不秒杀鲜肉？
林磊儿啊
看过战友的回忆采访，相当震撼。
我们中江人的骄傲
我也是
天，年纪大了，看不得这些
看不得磊儿哭 他一哭我就跟着哭
“连续战斗四天四夜”我眼泪真的忍不住了
翻译：啥也没有
泪目了
我哭了
眼神很好
已经哭了……
看过了  好看！
《他从风雨中走来》！！！！！
这个歌是我们军训花样的配曲，DNA动了
上甘岭让美帝明白战术的可怕，也让我们明白火力的可怕
。。。
磊儿
大嫂
没有
看
没有，很久没去影院了
我才认出来是磊儿
好坚毅啊  真像
我现在就在中江
不敢看，但是还是付费支持一下
我们故乡的英雄诶哇哇哇哇哇哇哇哇哇
好开心好开心好开心好开心我的家乡
磊儿
这才是好片，不像某王
这质量是网络大电影？不敢相信
兰大组织看了
没有假期
救命 我已经泪目了
9000
中江人报到
我已泪流满面
一去不回
哇哇哇哇哇哇
9000+
后面bgm会有中国军魂吗？
我们小城镇都没排片
9000+
愁是作为母亲，笑是作为人民
一直不敢看这种片 泪失禁体只敢看搞笑片还老是被泪点搞破防
懂了，此片没有烂片的一切根源
在哪个地方看呀
哭了呜呜呜
电影还没看我已经不行了，眼泪止不住啊！
《我的祖国》就是电影《上甘岭》的插曲啊！
泪目了
就是因为前面的那些原因才导致的他都不出名。
8000+
眼泪哗哗往下流
+
黄继光！！我看啦！！
没有
致敬英雄
前面说这是假的，来我给你加个buff
眼睛好疼啊
平凡真实最打动人
这演技没的说，这个微表情变化
美国鬼子这个词用的好
没有
这也太好哭了
非常好看
作为一个中江人，英雄故乡，和谐中江。必须给你一个大大的赞
小欢喜的刘家祎
不行，年纪大了看不了这个了，一句话给我眼听模糊了
《7000了》
这解说我都哭的稀里哗啦 原片都快没勇气去看了
7000+
哇 这就是演技吧
就看这几秒钟 为什么我想到了小时候看丑娘 哭得稀里哗啦
前两天我刚看过
中江人报道
爱优腾，VIP可看
看个剪辑都哭了，真不好看原片啊
没有，才不花那冤枉钱呢
东南西北，上下左右
中江人！！！！！
泪目了，退了
7000+
我好爱磊儿的长相啊
！！！！我看完了
19.9《万里归途》
演员好帅啊
因为知道结局所以一直忍不住眼泪
嘤嘤嘤
看吧！这才叫演员！！！
不太想看，要是全拍在泪点上很难让人安安静静的看完
7000+
上甘岭弹药量和烈度超过二战最高的战役
要命，眼泪止不住了
谁不怕疼呢……泪目了……
这细节赞爆，就是莫洛托夫手雷，不是爆破筒
没有
听到黄继光就已经值得我们所有人去支持
是欸！就是磊儿
靠！我在吃饭，眼泪掉碗里了
磊儿！！！
当那一天真的来临
《红辣椒》是看的最好的了，也没上
DNA动了
林磊儿？
泪目
致敬
用三代号发视频，你是懂时代的。
强无敌！
上甘岭!
加了七天班，草
妈妈肯定最心疼的是儿子 然后才是参军光荣
自古忠孝两全难
这是流量明星们一辈子都达不到的演技水平
眼泪一直忍不住
幸福到万家幸福的婆婆
喵的~~一句台词我直接哭
古巴：你预判得没错！
好嘞，这种开头我就知道了，必须三连
这居然是网大？
众所周知，三代路人最不喜欢看的其实是好剧（狗头）
这是不是小别离里的磊磊？？？
现在的人就越来越喜欢看什么偶像剧了，磕cp，看脸这些对他们来说比什么都重要，但也没办法这就是市场，谁会更钱过不去呢，所以也出现了越来越多的工业糖精，粗制滥造的作品
6000+现在
6000+了
下午就去看
已经哭了
致敬英雄先烈黄继光！
希望能影院上映下，带孩子去看看
看着很舒服
这名字怎么营销号了，这名字不是很简谱吗
受训4个月！
炮火把地面高度好像削了一米多
没去影院
巴蜀好儿郎
为什么止不住眼泪
救命，要哭了
真实
我看了，好看！
对，《小欢喜》那个
我也是中江的，一般都是说特级英雄黄继光
这是不是幸福到万家的婆婆？
英雄千古
演员是叫吴家祎么
中江人报到
这孩子演技真好
6000+人正在观看
6000+
就这一句话我泪目
长得挺像课本上的形象
没有
不太敢看这种类型了现在
致敬
救命要哭了
没有
看个剪辑已经哭的不能自已
泪目半天了
看了真的好看
应该早点做撒
我已经鸡皮疙瘩都起来了
我不敢看，会哭
没有，总有一两个人不想看
格局
课文吗？好熟悉
被安利到了，等会就去看
特级英雄是荣誉不是biaoyd
那时候用苏制波波莎，要是AK早TM干死老美了
是林磊儿吧
这里的枪会卡壳，一梭子只能坚持几秒
我到现在都记得，20年前，公知遍地，都说邱少云是假的，因为违背人性！！！
这么好的电影为什么不上院线呀，内娱真完了
致敬！
幸福的婆婆唉
最怕突然咬字不清...
泪目
《万里归途》真的一般，主流吹过了
看这种电影会从头哭到尾
5000.
呜呜呜
这段话太好了
这个演员真不错，很有代入感，眼神很有神
不敢看
这种明知是真实悲剧的…有点不敢看……
我爸爸看了
已经哭了
看不得！已经哭成狗了
一句话就哭了
我因为疫情没有走进影院
杨戬
一想到结局我就绷不住了。。。
暂停成功
其实舍不得啊
表情里面话太多了
为什么不上映呢？
我靠，黄继光，是我家乡的英雄阿
啊啊啊啊啊啊啊啊不
实诚人
这演技绝了，一个眼神就共情了
没放假没空去影院
特级英雄的称号，没有活着得的
三连再看
然后要VIP
看过了，好看的
他黑黑的，但是眼睛亮亮的
上着班 没得搞
4000位同志们你们好
我看的上一部电影院里的是狂热行动，三年了吧
我哭了。。。。
已泪目
这个在施佬茶话会那里也听到推荐了
已经开始哭了
没用，没用一部能看的
在演技太厉害了啊我靠
喀秋莎
本地电影院都关了
疫情时代很难看电影
原来是磊儿
我靠，这里我就受不了了
封面是幸福的婆婆吗
自古忠孝难两全！
没有！都很垃圾
拉开的是序幕，落下的是帷幕
他眼神真的好像书里的黄继光呜呜呜呜
电影院因为疫情没让我走进去
致敬 不忍心看
谁说年轻人就一定演技青涩
不敢看了
我一定要让我孩子看这个电影
林磊儿啊
自古忠孝难两全
作为四川人特别自豪
我爷爷就是50年去验兵，说要累得起，跑得起，同村10人验收3人
不敢去影院看，怕眼哭的太肿走不出电影院
不敢看。
如果上甘岭战役能录下来，得多能令人叹息
看了可以
看到这里我已经绷不住了
哭死了
现在课本还有吗
这个演技我尼玛直接哭啦！！！！！！！！！！！！
这小伙好帅，脸上有坚毅阳刚气
这不是比流量明星演的好啊？
林磊儿吗
BGM是觉醒年代！
泪目
没有
上甘岭山头都被削了好几米
是方言就完美了。
回来，一定仔细看看
币和赞都给你，我走了呜呜呜
最惨的一场
你终于工作了
剧里好多演员颜值吊打现在的流量小鲜肉
牛逼
555
贵阳疫情，啥也没的看
严谨
瞬间泪目
粉底有点厚
全都有流量明星，不看
这样的反应才真实
这样的反应才真实
怎么弹幕还有人问是不是炸雷那个？我只觉得悲哀
美国鬼子哈哈哈，看看现在的舆论
对不起我还是没有兴趣
看推荐视频已经哭了，不敢去看
啥叫觉悟？这才是真正的觉悟
爆哭
演技拉满
谢谢已经破防了
现在3000+
川军无逃兵555
在哭了
就是因为知道结局才更难过
可惜啊
林磊儿！！！
但有个流量博主（doge）
磊儿！
没看已经哭了
值得一看
并没有
没有！
拍的真的很不错
小黄
这演技，一句话我就哭了
这演技，这一句话我就哭了
笑死就没有假期
致敬英雄
国庆期间没有给我能够去电影院的余裕
为啥不上院线呀
表情和这几个字，不多，但很坚定
片名营销号？？你真是把我逗笑了，都懒得骂你了
鹿人讲得真好，看电影即视感
我隔壁县城的，小学就去了黄继光纪念馆。
怕要哭了 看不下去
谭松韵？
已经哭了
他眼里有光
泪目～
我看过 超推荐
最惨烈的是上甘岭，几乎每一平方米就有一枚空投炸弹轰炸
这个片段演技就已经接近天花板了
这，都是一条条活生生的生命啊
哇
吃饭的时候看的谢谢饭已经吃不下去了
爱奇艺有了
都在疫情，走进个毛毛啊。
这种片子虽然好，但不宣传别人怎么知道呢？！
是迟蓬老师吗？
隐入尘烟
新神榜杨戬
有时候不敢看这种电影，怕眼泪收不住
我以前做梦 我上阵也堵枪口了 先上10个手指 再脚趾 再身子
这句话简直就是中西方英雄概念的完美概括。
已经开始泪目了
加入片单
一部低成本电影已经很不错了，枪支细节到位
谢谢隔离中不让吃饭呢不敢看
疼，太疼了
小红袄
刚那个2000+的，现在3000+了
看片段都忍不住泪目了
隔离中
这是一个晴朗的早晨，鸽哨声伴着起床号音
谢邀，隔离后立马上班
右边
《没有》
这才是红色电影真实发生的事
谢谢推荐晚上看
没有
no！！！被静默了 想去看电影
没有
眼神好坚毅
应该说四川话
磊儿！
泪目了
说四川话就更好了
磊儿啊
这才是真的，很少有人能一下子就答应的，深思熟虑之后的答案也更动人
昨天刚看完，真的好看
没有流量演员就保证了最低的质量不会差
致敬英雄
没有，封着呢
已经开始想哭了
《隐入尘烟》
我已经哭了啊啊啊啊啊！
听你说的就想哭了，缓缓再来看
现在3000＋
没有我隔离了
中江！英雄故乡必将战胜此次疫情！
这演技我擦、
天哪，看到名字就已经起鸡皮疙瘩，要哭了
内娱已经完了，为啥不上院线？
已经要哭了
哭了哭了
演技太好了
现在真的不信这个了，没法感同身受
东叔身边的林小力
是磊儿！
哭了，这炸裂的演技
何幸福她婆婆/
為什麼大熒幕上就沒有這種
这是谁？
4000多个同志
鼻子已经开始酸了
致敬英雄
这不是“林磊儿”吗？真不错！
优酷能看
可怜只有一次齐射
感动了！
演技真的绝了，只看她的脸就好想哭
光听到就已经泪目了
我们学的历史简简单单的一句话那是他的一生
没有
林磊儿？？？？？？
好演员
我们去社区抗疫了
致敬
看过了
他们的眼神让我动容
正能量！
特级英雄
致敬！！！
我只看了这个，还有一个勇士连
这种主旋律电影居然没上院线？？
全市静默，电影院也关门了，没地儿看
我要哭了
我最近刚好学了黄继光课文。
希望这名演员不受世俗的影响，好好拍电影。
磊儿加油！演技好好
文洁有哥在
听着都流泪的片子
小演员是北京人？
不敢看  心疼
太真实了
这个母亲的眼睛秒杀了台面上的嗝嗝
两句“参军光荣”给我整哭了
我的眼泪不值钱
这个婆婆演的真好
我哭了
bgm好评！！！觉醒年代！
上甘岭上当时全都是枪支零部件
5000加人！！！
1
疫情 都没出去 看电影太奢侈了
这个演员是不是小欢喜里面的，感觉很眼熟诶
如果是四川话 就更好了
磊儿
这个片段我刷到过
已经开始哭了，不行了
泪目
完蛋，已经想哭了
连长腿汤姆都有，这道具真没说的
看不了rhe2与近代有关的影片，因为太了解，所以会哭
好哭
卧槽，绷不住了啊
范特里特值得大家吐口唾沫，我先来：呸
没有
去看了
我没看，
太帅太坚定了
鹿人说好片跟烂片的语气都不一样，说烂片的时候比较亢奋
泪目了
已泪目
这演技绝了
居然是磊儿！
看了
我以为是个老片子
吾儿勇否？
哭了
哎
致敬
所有网络电视平台都有
弹幕好少呜呜呜
磊儿 哈哈 看弹幕才发现
没有
一哈看
这演技太厉害了，四个字我就泪目了
前面的我也想哭
万里归途，绝对值回票价
有三星堆神韵
迟蓬
哇是磊儿
中华民族到了最危险的时候，要的不是眼泪，而是拿起刀枪，保家卫国!
家祎，于你寄予厚望，我可是你演到七八十还想继续看的粉丝啊！
这泡面好咸啊呜呜呜呜呜呜呜，我真的没哭呜呜呜
5000+
泪点低不敢看，看文字就已经哭得不行了
这觉悟，这格局
没有
已经哭花了
磊儿~~~
好了，buff全满，肯定是好片
卧槽，我哭了
还没看就想哭了 
一号机是谁
5000+
这里已经开始哭了
啊？？不收钱吗？工作人员有钱发吗？
谁不知道啊 黄继光堵机枪
感谢先辈
毫无预兆，眼泪就出来了
？中江县？WC隔壁县啊
上院线要钱的吧
已经想哭了
我都快看不下去了呜呜呜呜呜
网上播放都不收钱咋个盈利回本？
觉醒年代 的bgm 
面试大佬
就看着点就要哭了
5000＋了
。。。。。
那时候真的很难，看的很沉重
不行了 哭死我了
忘了这位演员的名字，但是是老戏骨了！！！！
5000+
马上赶去！！！
现在5000
金刚川长津湖出来挨打！
他眼里有光 
哪里可以看？
想看但是又怕哭得停不下来
已经哭了
川军的英雄真是多
这个BGM！是觉醒年代！
或许正因大家知道他的结局，才会比之前更加悲痛吧
刘家祎很正
这是小欢喜里的林磊儿呀
万里归途吧 还行
陪孩子看我是霸王龙，中间睡着了
这是幸福到万家里幸福的婆婆呀
我在吃饭，含着饭哭了出来
没有去电影院
比句一出，全场泪目！！
致敬英雄
这个母亲演员好眼熟！
万里归途真的一般
我看了，泪目
腾讯有
作风真好
讲一句吹毛求疵的话，这个台词很真实，当年解放军战士们的觉悟都很高，但这句台词可能不太接地气
在用他们生命和鲜血换来得和平年代，我们更不能忘记他们
国庆国庆却没有这部电影的位置
那个年代愿参军都是英雄
5000人乖乖
前几天看到有up在黑，感觉不是蠢，是纯纯的坏
太痛了
在真情实感中，没有什么话是难听的
这一下就给我整的有点泪目了
少年英雄！
十一返家人还没让我进北京
我看过一部黑白电影
磊儿
不敢看，怕眼泪停不下来
有道理
不踩一捧一，有些所谓的流量小生就是不适合演戏。
这不比王俊凯演得好
《妈妈》
已经想哭了
完了，这些都没有，那肯定是好片了
气泡音有出戏
现在5000
看的吃饭哽咽住了
4下课本25还是26课有
不花钱上课
我爹看来着
已经哭了谢谢。。。。
好恨自己近视
安利到了
看你的解说都要哭了
演技全员在线，这才是演员应有的样子
我看了
以前年轻人的价值观，现在年轻人的价值观……
我泪目了。。。
我c了，真的会爆哭
买票买票
5000+观看，强啊
俺姥爷当时也是通信兵
是他们用躯体换来我们的一条大河波浪宽啊
课本坚持住
我觉得还是说四川话比较好一点。
哭了
wc热乎的
泪目
不知道啊，只看了万里归途
这就去看！
我的天啊、
德阳人
成功安利
我先去看了再来
没去看电影
没有
5000+
致敬英雄
万里归途！
台词太多演绎性，我也佩服英雄
那时参军要关系了
不看了 哪天经得起哭我再来
不行了要哭
曹建军丈母娘？
痛，太痛了
林磊儿
值得一看 推荐大家都看
很多up讲完之后可能就要付费观看了，不过也挺好
他的眼里有光！
我爹单位发的电影票，票价0，很值
没有流量演员，XDM可以冲
凌总旗
致敬英雄
已经哭了
光荣 但又不舍
简单的台词却透露了大气的真实
5000+
哪个平台，我要跟学生一起看
已经哭了已经在哭了
结果别人可以在我们领空随意起降
这是一部我看名字就觉得不靠谱的电影……
我们县！
看了万里归途
丹凤眼好好看
看了，很好看
这个演技好生活化
觉醒年代BGM
好诗
发行就赚钱了
表情比王俊凯肖战鹿晗加起来都丰富
爆炸真实！！！
海的尽头是草原
片名耽误了？特级英雄是荣誉称号
小红袄
因为感动自己，没有好处。
好厉害
上院线要钱啊，没钱主要是
没开门看不了
上院线要钱啊，没钱主要是
没有华丽的特效，但是有真情实感
…
真伟大啊
画面一闪 熟读此事的我们便知道他的终点已经出现
这些片子才真的应该多多上院线
刚刚看完了电影 真的超级好看
不敢看这种一早知道结局的电影
这八个字给我哭崩了
我男朋友看哭了 
哈哈哈，这句话太顶了
眼睛里有光啊（大哭）
一个四川人 普通话这么好
最喜欢的一首军歌
刘家祎！！！
这两段太好哭了
好动容
他眼神好坚定！
bgm《当那一天来临》
叫刘家祎，演过《小欢喜》的林磊儿
磊儿！！！！
这个颤抖的手⋯爆哭
他演过小欢喜
已经哭了，英雄永垂不朽
已经在哭了，55555
宣传可以“假”，但切忌“傻”
现在这敲键盘的，上院线你真的会买票去看又有几人？还不都是观众造成的
身高不够可以去当坦克兵，苏系坦克空间小，太壮太高会影响作战效率
我决定明天看
一部都没看
听到上甘岭也想哭
悲哀啊
磊儿
能穿这样的衣服 家庭条件可以了
英雄
这演技牛！
我家乡！！？？
演的真好啊
知道啊，我都在家里躺了一个国庆。
11小时
血
并没有
这演技！
自古四川多英雄
他叫刘家祎 哇地一声哭出来 弟弟有在好好演戏啊
呜呜呜 这句话就值得看这部电影
救命，眼泪出来了
我熟悉的阴阳怪气呢？
文洁的侄子
我的家乡
我个行外人看了感觉这块表情很到位
天啊，怎么不上线
能打仗的战斗员
能做饭的炊事员
