。
啥也不知道，爱听系列
伦琴射线
VN
核辐射计量单位伦琴
大清终于亡了
这个发量，是科学家没错了
范德华气体
德华
辛苦了up
爱因斯坦说的巨人的肩膀就是洛
没睡着就要一直逼逼个不停？？
好像以前都看得懂一样
窃取特斯拉的成果，然后获奖。。
啧啧啧
大众都能看懂就麻烦了
也可译为加百列
作者竟然为了我能睡觉，做了这么多努力，我哭死[大哭][大哭]，[doge][doge]
《宇宙杂谈》
1000人正在观看
必须三连
1905不是爱因斯坦年？
小爱指爱因斯坦
没空看但是先进来点个赞
过年了
《量子佛学》
皮埃尔交通事故英年早逝，夫人把研究继续了下去
很好瞌睡来了
现在是1点钟 2000+人正在靠本视频入眠
这一年爱因斯坦写了几篇论文
居里先生在一次车祸中逝世，撞他的是辆马车，或许他走路的时候在思考什么问题
3.6伦琴，不好也不不坏
都是计量单位
时长感人
安眠神器
洛 伦 兹 力!!!
兄弟们多点赞阿，让UP多出这种长度的
凌晨了还有3000+同时观看
离谱的男人
高中物理集
谢耳朵室友嘛
光速恒定是相对论的基石
我靠，看这时长也要三连
人类群星闪耀时
q/m
加百列啊
1903年我们在干啥？？看看他们的著装和思想，不就是现在我们继承的吗
坐在家里yy可突破不了瓶颈
晚安兄弟们
PV=nRT？
居里夫人两次获得诺贝尔奖
别他吗吹特斯拉了
牛的
这不化学吗
这俩名字一出已经说明一切了。。
现在看来一个稀疏平常的机械发明，放在当时也是很稀有的成就
这个差点变成放射性单位
好家伙这时长，他真的，我哭死
（前面的伦琴也变成了放射性单位）
全变成了放射性单位
诺贝尔苟命奖
都长寿啊
反物质与伽马射线暴相中会怎么样？
喜欢的物理人本来就少，记得三连
鼻毛真长(认真
三连三连
当年的普通人们也看不懂x射线是啥，和现在一样
这么小的差异是怎么发现的！！！！
惊艳啊！
太卷了，其他区的up怎么分享其他科目的奖
洛伦兹变换和塞曼效应！
无线电
膜拜大佬
洛伦兹力
印斯茅斯人？
这里是经典理论解释的，只是弱电场下的特殊例子， 后续完美解释还得量子力学（就是他俩其实做错了doge）
问为什么没有中国人的，你猜这个时候中国在干什么
好的，已经听不懂你说啥了
全是熟人
都是单位
这个时长！！
原来是你
可惜了
最后居里夫人死于放射性物质引发的白血病
我的天 1900年就已经是原子 领域了
居里夫人真是用生命做实验啊
脑袋上的辫子是没了，但是心里的辫子一直存在。。
特斯拉:?
:
显摆的逆天
洛伦兹是赛曼的老师
全统计概率实验
