干得好！
致敬
还我同族命来！
致敬
只是刑不够重
他是英雄！
致敬
在对日军俘虏这一块，我一直很佩服苏联。
致敬
算了吧，是它们
致敬！！！
《勇敢的心—伟大战争》的画风
致敬致敬
你那边的神在我们这边不管用
太好了！
致敬
致敬
真的太好！！！芜湖
致敬！
干得好
致敬
致敬
太便宜这货了
致敬
致敬！
致敬
三明人在此
致敬英雄
做贼心虚
致敬
证据太重要
求锤得锤
在空军昏睡的情况下，不小心掉了两颗小东西，也是很正常的事情啊
好想再向他投下两颗原子弹呐。
人民英雄永垂不朽
疯子↓
致敬
致敬，致敬，致敬，致敬，致敬，致敬！
牲畜
致敬！
致敬
勇敢的心
正      道      的      光   
勇敢的心！
这是勇敢的心画风吧
致敬！！！！致敬！！！！致敬！！！！！！！
勇敢
汪精卫，叛徒！
致敬
我投币了，致敬！
致敬！！！！！！！致敬！！！！！！！！致敬！！！！！！！！！！！！！！！致敬！！！！！！！
英雄
我爱你南京
致敬！
人民英雄永垂不朽！
英雄来我家乡了
整整八年啊
致敬
致敬
致敬
呵，tui恶心
你的三连有了
万岁
致敬
勿忘国耻
别的想不到了，自行补充
致敬
致敬
正道的光照在了大地上。
致敬
我唯一的两个币送给这个视频！向英雄们致敬！！！
在多印点，全国一人一张
致敬英雄。
三练干嘛 愣着啊
应该凌迟！！
致敬！
致敬
致敬！
致敬
致敬
落后就要挨打，强国才是根本
我留着这币有何用
致敬(别用红颜色的弹幕)
致敬
致敬
致敬
致敬
致敬
致敬
秋后蚂蚱
肃然起敬！
致敬
还真仇不能忘
不要脸
致敬
对
正道德光
致敬！
致敬
枪决他的人是谁？我这去找他给他带一堆特产！
致敬英雄
只是枪毙？？
中国胜利 ！！！
致敬！
投炸弹是什么意思？
致敬
↞↞说的好
按国军领章规定，灰色领章是通讯兵，后期也可是装甲兵
致敬
致敬！！！
可恶的鬼子
致敬
觉醒年代bgm
牲畜！
去向逝者赔罪去吧
致敬
Nice!!!!!!!!!!!!!!!!!
致敬
致敬
致敬
致敬
酷刑就是给这种垃圾享受的
日本狗贼必须死
你的要求获得应允
致敬
←你怎么能尊称它（它是狗所以用它)为垃圾呢？那个日本狗子连垃圾都不如
致敬英雄们
致敬英雄
致敬英雄
致敬！
致敬！
那我出生到现在，也没见过日本被原子弹轰炸啊，所以日本被原子弹轰炸也绝无可能
致敬
致敬！
干的漂亮
他的行为确实可以称得上是勇敢的心
缅怀先烈
它慌了，它慌了，哈哈哈哈哈哈！
谢谢
致敬
致敬
正道的光
致敬！
应该凌迟。
《勇敢的心》也是非常严肃的反战游戏
英雄
致敬
便宜他了
致敬
狗*d
致敬
逝者或许可以安息了！
致敬
致敬
致敬
致敬
现实往往比动画残酷！
致敬
致敬英雄
致敬
致敬
致敬
请严肃观看
致敬英雄
致敬
致敬！
老冯的
人可以不得不生活在黑暗，但不能习惯黑暗
焯你大爷的
都是真正的英雄
致敬
致敬
折磨到死
致敬
你要证据？这就给你。
证据，呵呵，好啊，看你还怎么胡说八道
致敬
致敬
天理昭昭
致敬英雄 
致敬
我吓得冷汗都冒出来。
勿忘国耻 勿忘国耻 
致敬
致敬 致敬 都是好人 
便宜他了
好耶 
我忍不住想骂人了，怎么办 ？
致敬
致敬英雄！！！
致敬因国而死的前辈们！
致敬
致敬！！
打得好
致敬！致敬！
致敬
致敬
抢刑便宜他了
世界大战勇敢的心?
《为了糊口》
致敬！
致敬！
致敬！
致敬
向这位勇敢的少年敬礼
致敬
致敬
敬英雄们
致敬
致敬
 致敬
《正常》
致敬
傻壁日本
致敬！
向逝者默哀
致敬英雄
致敬
致敬
致敬
怎么有狗在乱叫？
勇敢的心
致敬！！！！！！
向那两个人致敬
干的漂亮
致敬
致敬！
正道的光照在了大地上
这次一定
勇敢少年
致敬英雄
致敬
致敬
所以我恨日本！
致敬！
致敬
胖子小男孩确实觉得正常 李梅向你问好!
致敬英雄
爽！！！！！
日本侵略军百分百想死！
致敬
绞刑便宜它们了，应该凌迟
致敬！！！
致敬
致敬！
真的是不要脸
它们日寇狗活该！
只有人才能犯错 他这不叫犯错 叫大傻x
无耻至极
致敬英雄
致敬！
致敬
致敬！
为英雄点赞！我忘不了您！
为英雄点赞！我忘不了您！
致敬
致敬
甚么白发苍苍，明明是有点肥胖，染了头发的有活力的小伙子嘛
致敬
致敬
英雄
致敬
致敬！为什么只能投两个币！​
黄埔路不我家吗
如果我不看这狗子的废尸，我都觉得没良心！
芜湖
致敬英雄
致敬，感谢先烈
烧死更值，但是不是太温柔了？
致敬英雄
致敬
致敬
英雄！
要证据？
狗也配要证据吗
舒服
致敬
这家伙心虚了
致敬
作者，这个三连是给300000个遇难同胞的，以恶是用来砸死日本鬼子的！
作者，这个三连是给300000个遇难同胞的，以恶是用来砸死日本鬼子的！
作者，这个三连是给300000个遇难同胞的，以恶是用来砸死日本鬼子的！
致敬！！！
致敬
凌迟！！！
致敬！
不能忘
这感觉怎么这么像勇敢的心？（动画）
致敬
致敬
英雄来我家乡了
致敬
愿以此身长报国，唯求华夏永安宁
应该凌迟
致敬
致敬
致敬！！！！
致敬
致敬
致敬
致敬
好！
致敬！
致敬英雄
山川异域，不共戴天！
致敬
致敬
薪火相传！
无耻！
此仇吾辈不敢忘
致敬
两个大帅哥
致敬
敬礼！
致敬！
你TM还敢理直气壮的要证据，全中国的同胞是人证，这些珍贵的影响就是物证，铁证如山
致敬
为中国人绝对不能忘记这沉重的一天
致敬！
汉奸带着日本袖标
致敬
致敬，
拉贝好像也帮过中国
致敬
致敬
干得漂亮
致敬！
致敬！
1000+12，13
致敬
枪决，太便宜他了
致敬
致敬
致敬
致敬
太便宜它了
致敬！
致敬
应该满清酷刑一个个在他身上试试
致敬
致敬
！《无人犯罪》！
我放眼望去，对面坐的满满都是一群没有人性的鬼子，我想，他们大抵是不知道人字怎么写
正道德光
致敬
应该故意打偏，多打几枪
原来日本人还会看证据...
傻了吧
致敬！
致敬！！！
致敬
致敬
致敬！
hao
致敬
致敬
"“绝 无"""
1000+
致敬
致敬
致敬
真正的照片更不忍直视
太便宜它了！
证据是吧？给你!
正义可能会迟到，但是永远不会缺席
致敬！
致敬
致敬
致敬
致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！致敬！
“流弹”
算是偷人家的东西吧
很荣幸生在红旗之下，致敬人民英雄
英雄
致敬！
致敬！！！！
致敬！！
致敬
致敬
致敬
我的家乡
坟在哪里
致敬前辈
致敬！
致敬
一寸山河一寸血！十万青年十万兵！
致敬
都是反战题材？怎么了？
致敬
天理昭昭!
致敬
他们死得太便宜了
致敬！
致敬
怎么没有鞠躬
细节用心了，这确实是汪伪军装
致敬
画风很像育碧反战游戏《勇敢的心》
致敬！
致敬
致敬
致敬
致敬！
致敬英雄
这个少年，真的太勇敢了
致敬！！！！
致敬
太好了
致敬
致敬
致敬！
致敬英雄
我们迟早有一天会讨回这笔账的
致敬
致敬
这tm是人能做出来的事？
致敬！
干得漂亮
如果是裕仁就更好了
勇敢！
致敬！！！！！！！！！！
致敬
致敬
致敬
致敬
大快人心
《证据》
致敬
致敬
妙哇
致敬！
致敬
致敬
致敬！
正道的光
泪目
致敬！
致敬英雄
致敬
致敬
凌迟吧
致敬
致敬
致敬1
正道的光
致敬
致敬
勿忘国耻！！！！！！！！！！！
致敬
请不要侮辱“人”这个名词
致敬
致敬
好死
致敬
致敬
致敬！
致敬
致敬
致敬
致敬
致敬
致敬！！！！！
致敬
致敬
加一
致敬
致敬
太便宜它了，应该把满清十大酷刑全用在他身上
致敬
致敬英雄
《簧军》
面壁者罗辑
这其实是款游戏
感谢梅汝璈
致敬
自家拍的
疯狂狡辩
满足你的要求
致敬
致敬
致敬!
致敬
把秦始皇喊过来
感谢！
致敬
致敬
致敬
勿忘国耻振兴中华
我也不相信小男孩是真的
正道的光
致敬
真要说句，死得好
致敬！
致敬！
致敬！
就是仿的勇敢的心
致敬
致敬
致敬
致敬
致敬!!!
混蛋！
致敬
致敬
吴旋   我哥就是这个名字
东京审判也不错，勿忘国耻！
正道的光
这是血淋淋的铁证！
致敬
致敬!
什么叫才15岁，15岁也很大了好不好？15岁也很大了，放在那个时代，那个年纪也很大了，放在现在也很大了，15岁。
没事就好
这本相册还在吗？
犯罪是形容人的
致敬
致敬！
致敬英雄
山河异域，不共戴天
致敬
血债血偿！！！
勇敢的心既视感！！
致敬
致敬！
致敬
致敬
致敬
还找来了
致敬
致敬！
敬礼
下地狱去吧
致敬
相册现在保存在南京第二历史档案馆
致敬
致敬
致敬
致敬
离我老家就一小时的路程
要证据？睁出狗眼看！
不得不说，这个日配配的真有味道，让我听了就想揍他
另一种英雄
致敬
致敬
致敬
《 蝗 军 》
致敬
他的眼神好像大哥。
还好遇到了同样正道的人
致敬！
伟大的人，是不会因为职业而被人忽视。
血压增高*
应该出一款严肃游戏跟育碧的勇敢的心世界大战一样不能让后辈忘记这段屈辱史
致敬
致敬
致敬
致敬
致敬！
致敬！
他们都不是人!
致敬
这笔血债，迟早清算
看吧，同志们，它们从来不承认自己的累累罪行
我要是射手，可能会手抖打歪打中膝盖
逻辑
致敬
致敬！
德国M24手雷
致敬
致敬
致敬
致敬！
致敬
不是不报，时候未到
山川异域，不共戴天！
蝗军
致敬
致敬
真是上苍保佑啊！吴璇安全的在日本侵华的日子活了下来
才15岁啊，还是个孩子啊
致敬
西内吧！
致敬
致敬
致敬
巍巍金陵
好
为英雄致以最崇高的敬意
神仙up
日本人供奉着双目失明、双耳失聪、喉舌失言的伪神
致敬
那个拿刀杀人的照片是2个军官比赛杀人的恐怖景象
致敬！
致敬
致敬
致敬
致敬！
致敬！
致敬！！
英雄来我三明了
恶心（指日本军官）
致敬！
英雄来我们福建了！
东京也没有大轰炸
你小子也会慌豁？（嘲讽脸）
中国人相信：“天网恢恢”，我们信天，不信皇
致敬
致敬
致敬英雄
致敬英雄
不是“他”，是“它”，它都不如
呸
《正常》
致敬
我记得处决谷寿夫那个老杂碎不是用的冲锋枪吗
觉醒年代的bgm！
你放屁!
老爷子活到了05年
日本天皇才是侵华战争最大的战犯！天皇还在中日战争只不过是停火没有结束！战争没有结束！
日本天皇才是侵华战争最大的战犯！天皇还在中日战争只不过是停火没有结束！战争没有结束！
东京审判也是定下有罪，可惜列强和白左犯病
致敬
建议用高射炮处决把它打成碎片
恶心
致敬
干的漂亮
致敬！！！
应该烧死啊，枪决不够痛苦
fnmdp
致敬
击沉小日子本
致敬
致敬
那时都是孩子啊
致敬少年英雄
杀光小日子
致敬
远东国际军事法庭
《正常》
致敬
致敬
致敬
致敬
致敬
致敬
致敬！
致敬
觉醒年代的bgm 
血海深仇不可忘
这下手也太轻了
你不是要证据吗？给你！
《绝无》
《      正常      》
致敬！
真他妈正常
[正常]
致敬！
那么我觉得在战斗情况下，你们的城市被两颗流弹击中也是很正常的。
致敬
致敬
致敬
现场应该一个给他一拳，活活打死
鸡皮疙瘩，起来了
幸好也是被爱国青年找到
上次就画反了，这次又反了。
致敬
罗晋是混蛋
慌菌
致敬!
致敬
致敬
致敬
枪决还是太便宜了，建议打两枪大腿放血zaileizhe
致敬
活该！
致敬
《天地神明》
致敬
可耻的日本人
致敬
致敬
老天若有眼，怎么不灭了你！
肢解再烧死
致敬！英雄
勇气的接力
睁大你的狗眼！！
致敬英雄
美国飞机在日本的两个地区掉了两颗石头 我是很正常的事嘛
因该折磨至死
建议来个五马分尸
致敬
致敬
好耶 
干得漂亮
重返长征
必须致敬
点赞出去让更多人点赞！
致敬
致敬！
致敬
致敬英雄
侵华日寇，这个仇，我们记下了
致敬
致敬
敬礼！
真勇敢，我代表后辈谢谢你的作为！
致敬
我建议凌迟，砍成肉酱的那种。
犯我中华者，虽远必诛！
致敬
致敬！！
正道的光
致敬！
死一次都不够
致敬！
胜利会晤！
致敬
《正常》
致敬
致敬
可恶
手里的币存着还有什么用，致敬！！！！！！
瞧瞧这说的是人话吗
太简单了。一下子解决太便宜他了。先给他人质，然后在最后一口气的时候在绞刑。
致敬！
我们是不可能替先辈原谅他们
好运来。
当年德国人拉贝他保护了我们十几万中国平民。如果这群平民被杀，历史将会被改变。
致敬
应该活剐了
致敬！
致敬
致敬
午夜
你币有啦！！！
致敬
大田人在此
干的漂亮，正道的光
蝗军
下次一定（开玩笑的，这是不可能的。
看见日本人就来气
致敬
厉害
致敬英雄！
致敬
致敬
致敬
致敬
致敬
致敬！
敬礼！
致敬 
致敬！
鬼子，禽兽不如！
原谅是先辈们的事，我们的任务是送它们去见先辈
致敬！
《正常》
致敬
致敬
致敬
致敬！
致敬！！！！！！
致敬
致敬
我记得当时枪决的那个人故意不打要害
致敬
希望当代的年轻人清楚铭记这段历史，不要忘记祖国曾经的屈辱与仇恨！！
这就是证据
气死我了
勿忘国耻
致敬！
致敬！
太便宜它了
重要的证据
致敬！！
致敬
致敬
致敬
致敬
致敬
双重否定表肯定啊
手里的币存着还有什么用，致敬！！！！！！
致敬
致敬
致敬
致敬
英雄
致敬
致敬
致敬
致敬
致敬
致敬
好！！！！！！！！！！！！！
他们是英雄！
广岛核弹真暖和
致敬！
致敬！
太便宜它了
致敬
致敬
我家！！！
致敬
没币了，要不然就投了
致敬
致敬！！！
↓《拉贝日记》就是日军侵华暴行的直接证据
是中国人就都这样！
致敬！
致敬两位英雄！
致敬
致敬
致敬！
致敬
致敬
致敬
致敬!
致敬
致敬
致敬！！！
致敬
致敬
致敬
便宜他了
还好让这位英雄捡到了
bgm:黄河怨
好！
山川异域，不共戴天。
致敬
致敬
致敬！
正义的接力
正道的光！！！！
致敬
致敬
既然如此，就只能把你犯下的罪行如数奉还了
日本人还吃过人肉和脑髓
证据？！这就是！
好！太轻了！
致敬！！！
天地神明都不想收你好吧
谢谢谢谢
相册拿出来那一刻泪了……
这个过场动画有点像勇敢的心世界大战
致敬
致敬
致敬！！！
致敬
致敬
英雄来我县了
致敬
敢做不敢当，笑死！
太便宜
便宜它了
致敬
致敬
伪军
应该折磨致死！
妙啊~~
致敬！
致敬
致敬！
我的家乡的附近！
致敬 
致敬
有点牛壁
致敬
致敬
白嫖近半年的我 ，三连了
干得漂亮
",犯我中华者,虽远必诛"
",犯我中华者,虽远必诛"
幌菌（确信）
致敬！
日本至今还未道歉，后辈应当奋起，直至清算那日。
下次一定
致敬
不要说什么勇敢的心。
致敬
致敬
致敬
致敬！
气死了
《正常》
血压飙升
这不是《勇敢的心》？
致敬
我们没有资格原谅他们！！！只有先辈们有资格！！！！！！！！！！！
致敬
你妈
好啊
可惜同胞们
高血压了
正道的光
致敬爱国英雄
致敬
致敬英雄！
致敬
我也是福建省的
致敬
证据？一板砖下去拍到一堆！
致敬
致敬
蝗菌
我给他投了两个币
致敬
致敬
哇画风是勇敢的心诶，好评必须好评
众所周知汪精卫是个大汉奸！！！
真不要脸
怎么没人放鞭炮
两个的英雄!
致敬
气的全身鸡皮疙瘩
两个英雄!
妙啊
致敬
致敬
致敬！！！！！
致敬
致敬
睁开你的狗眼看看，这不就证据吗
致敬
《  正  常  》
致敬！
致敬
正道的光
证据就在脚下！在这南京城下全是你们犯下的罪行
致敬！
好笑
致敬
得让他们赎罪
证据！
中国有句话丧尽天良
离我家好近！！！！！
要他们赎罪
致敬！！！！！！英雄永垂不朽！！！！！！！！
爽
致敬
致敬
致敬
致敬
致敬
太好了
正道的光
致敬
致敬
致敬
致敬！
致敬
我现在的学校就在雨花台附近
致敬
血压增高
致敬，英雄
致敬！
致敬
致敬
至今
太便宜他了
干得漂亮！
太便宜他了！
致敬
致敬
致敬
必须三连不三连对不起死去的同胞
从未听过这么无耻的要求！
据说它临死前还受到了一群南京百姓的折磨
忽忘厉史，吾辈当自强
现在9点51分 有人吗 
致敬！
致敬
致敬
但还是有很多战犯逃过制裁了
致敬！
致敬
致敬
正道的光
致敬！
致敬
致敬
本人住在雨花台，感觉很光荣
致敬
鬼子都不是人，当然无人犯罪
好同志！
晃峻
致敬！！！！！！！
好！
三明人在
致敬
给随你看。凸^-^凸
致敬！
致敬
致敬英雄
致敬
证据
致敬
致敬
致敬
这本相册里的照片
这本相册里的照片是那帮畜生拍的！可恶啊
致敬！
芜湖！
妙啊～
致敬
致敬
已三连
致敬
感谢您
谢谢
应该把他交给百姓，每个人都有处置它的权利
致敬
勇敢的心
致敬！！！
致敬
日本人！啊呸呸呸，打错字了
致敬
子弹便宜他了
致敬
致敬
直接枪决吗？太便宜他了吧
向全国被日军杀的同胞者们鞠躬缅怀，血海深仇
你们简直不是人
致敬
好
致敬英雄
致敬！
哦
致敬
咱们试验东风也会飘几个到周边去，届时望诸君海涵
砍断双腿，扔到荒地里去喂狼
致敬！
这种人就不应该活在世上
致敬！
我好想拿出我40万m长的大刀，把他给砍死。
不凌迟可惜了
致敬英雄
请严肃
致敬
致敬
致敬
致敬
正义？
这个资本利益勾结下的国际法庭何为正义？
致敬！
枪决太便宜它们了
仿 ？  游戏玩多了？
致敬
枪决合适吗？当年的那一个人不比这惨？不比这疼？
结果没用 有些人还是活的好好的 而且 日本皇室 都在
致敬
201加
你做得好啊
大  快  人  心
致敬
致敬英雄
这不是勇敢的心吗？
必须三连
致敬
我就是大田银
致敬
后面有小电视
致敬
致敬！
致敬
英雄来我们福建了！
正道的光照在了大地上。
致敬！！！
致敬！
致敬！
我只在日本见过鬼
上海某大学还有教授洗呢。
致敬！
致敬
《正常》
致敬
致敬
致敬
致敬
致敬
蝗菌
致敬
致敬！
觉醒年代bgm！
致敬
致敬
致敬
英雄
漂亮！！！！！！！
致敬
致敬！
致敬！
致敬
致敬！！！！
也就是没了诛九族
致敬
致敬
30万死难者会因你们而安息
只杀他一个人可不够
致敬！缅怀
致敬
致敬
我跟你们讲在这七天里面不允许看假面骑士
勇敢的心俯视感
致敬
绝无
致敬
致敬勇敢少年
我听到罗谨这两个字后，我想起了我有一个同样是字音一样的，但不是同一个字的表哥
致敬！！！！！
致敬！
正道的光
感谢这位爷爷
致敬！！！
凌迟都不够
致敬
致敬！
致敬
致敬
太便宜它了！
致敬
我也是福建人
致敬
致敬
致敬
致敬！
致敬！
致敬！
致敬
致敬！
本视频禁止玩梗 请严肃观看
明天就在学校放
致敬！
在核弹底下，炸死几个日本人很正常啊
致敬
我虽然还没看但是你的标题注定让我三连
罗瑾(罗辑)
太便宜他了！
致敬
致敬
福建!
致敬
致敬
致敬
致敬
真的太便宜他了！
致敬
致敬
致敬
正道的光。
致敬
正常
致敬
日本人永远要小心，最危险的就是他们
来我家，欢迎
致敬
致敬！
三连再看
《 铁 证 如 山 》
果然是招核男儿
这币，我不要也罢！
致敬
致敬！
致敬！
人言否？？
血压飙升
证据往往在加害方手里，而这位少年有证据意识难人可贵。
他们已经不能称为人了
致敬！
他才15岁啊
致敬！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
致敬
致敬
致敬
致敬
致敬
致敬!
致敬
正道的光!
英雄！
致敬！
致敬！
狗叫
致敬！
致敬！
致敬！
致敬！
《正常现象》
该，该！就TM不是人！！！致敬罗谨和吴璇同志！！！
《黄军》
我也是福建的
在我县隔壁耶
泪目
有人吗？
致敬
致敬
爽！
致敬！
致敬
人民永垂不朽
致敬
致敬
致敬
如果外星人攻打日本，我会去帮外星人，因为那他们要根本不是人
能直播就好了
朱元璋：让我来
致敬！
致敬英雄！
人民英雄永垂不朽
铁证如山
致敬
致敬
这些人我们不能忘。
致敬
致敬
臭不要脸！！！！！！！！！！！！！！！！！！！！！！！！！
确实，无“人”犯罪
是贝拉楼下的
勿忘国耻吾辈自强
致敬
致敬英雄
致敬！
致敬
致敬
致敬
致敬
致敬
致敬！
汝听：人言否？
唉……我看不得，但是投币点赞支持一下
这是我们自己的历史，而不是勇敢的心。这个游戏很感人，这个画风确实也很像，但在你需要表现的是铭记历史，牢记仇恨。中国这么多人在那一年…
致敬
罗辑？？？
致敬
证据在此！
致敬
致敬
致敬
致敬！
致敬
致敬！
致敬
好！好！
致敬
致敬英雄！
铁证如山
太便宜他了！
致敬
等我有币，一定投。致敬！
便宜了
致敬
致敬
我也是福建省的
致敬英雄！
致敬！！！！！！！！！！！！！！！
致敬
正道的光！
太便宜它了！
致敬！
在历次斗争中牺牲的人民英雄们永垂不朽！
他也只是一位18岁的少年啊！致敬！￼
蝗菌
致敬！！！
致敬
致敬
他们是禽兽中的禽兽
致敬
致敬
恭喜你发现了宝藏
致敬
致敬
致敬！
致敬！！
致敬
致敬英雄
致敬
致敬
致敬
致敬英雄
致敬
致敬
致敬
致敬！
致敬英雄！
英雄的传承
致敬！
人民英雄永垂不朽！
致敬！
致敬
致敬！
致敬！
可恨的日本人。
