刚刚
哇哇哇来得刚刚好耶
丁程鑫
翔哥好帅
弹幕呢
好可爱好可爱好可爱
天呐  刘文宋轩衣服
张哥好可
我爱霖霖
承包空屏
张哥好可爱
看之前物料看完发物料了
严浩翔
还好哈哈哈
可爱幼崽真源出没了~
亚轩我爱你
来看大学生张真源了
hhh，有助于消化
我我我
哦哦，张哥好可爱
没有弹幕吗
mua
你们你们干什么呢？
我的妈张哥绝了
大家都过于可爱了
哈哈哈哈哈哈哈
好可爱啊小朋友们
贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
轩轩好可爱
我真早
以 示 尊 敬
怎么没有弹幕呢
海绵宝宝和派大星
轩轩独自拥有色彩
这什么睡衣哈哈哈哈哈
马嘉祺你好可爱
难为两个老幺儿了
哈哈哈哈
真源独自美丽
全国统一的吧，我北方人也这样玩
咋这么可爱呢！哈哈哈哈
到位
白心白板已经是常驻了
轩轩干嘛呢哈哈哈
小张张太可爱了
我一整个一边看TMEA直播一边看物料
小马无语哈哈
严浩翔好端庄啊！！！
圆子亲亲妈妈
哈哈哈哈哈哈，张哥
第一次来这么早
丁程鑫！！！帅晕我
刘耀文刘耀文刘耀文刘耀文刘耀文
宋亚轩好可爱亚
这不是行酒令吗 这么社会的游戏
海绵宝宝
翔哥:“端庄”
马嘉祺
贺怎么跟要结婚一样
梦回160小丸子
什么鬼
在今晚舞台出来前先来看物料啦哈哈哈哈
张真源你好可爱，妈妈不行了
霖霖好kai
有效打歌
来的蛮早的。啊哈哈哈哈哈
有 效 打 歌
好帅啊严浩翔刘耀文
轩轩啊啊可爱可爱啊啊啊啊啊啊啊啊
不是还有左飞飞右飞飞上飞飞下飞飞。
翔霖整的这笑死人
张哥好可
派大星我们去抓水母好吗
救命呀 你们时团好肉麻啊
文轩情侣睡衣
好憨哪
等逆袭剧本的张哥又赢了
这是伊丽莎白
妈呀终于等到了 饭都吃完了
这真是个好游戏
文文好菜文文80分
太上小君 严好香
刘耀文这种客观帅哥，我愿称之为上帝毕设
丁宝是小豹子
好可爱啊啊
哪整的睡衣啊，醉了。哈哈哈哈哈
文言文mua
我张哥欧皇附体哈哈哈哈哈哈哈
丁哥
熟悉的分队游戏
这个muma 这个规则 我失语
乱炖开始
九敏，真真你在干嘛
这睡衣
菜！菜！没一个能打的
霖霖是打算把中国红贯穿始终吗
张哥轩轩两个又开始哈哈了，哈哈
轩轩干嘛呀？
轩轩集中注意力
马哥的眼神
太可爱了！！！
