头一次这么早
我去 这舞台高级
妈妈，got you 有舞台了
高级
丁程鑫宝贝好棒呀
高级
3号不懂，4号接
丁程鑫
我的神啊
真有羽毛啊笑死我了
谢谢飞总
啊啊啊啊啊！我老公丁程鑫！
张真源太帅了
张真源！！！
果然来得早没什么人
这个发型我真的会无语
好透亮的声音
干什么！！
丁程鑫好帅
灯宝！！！
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
居然是舞台！！！！！！！
卧槽
张真源！！
丁程鑫时代少年团第一主舞，牛逼
我真的会被突然的舞台帅死，谁懂啊！！！！
哎？
有大动作啊
张真源注入灵魂
刘耀文刘耀文你在干嘛啊你你还小啊
我靠
好突然
好好听
我去
gotyou！啊啊啊！！！！！！！
啊啊啊抓宝！！！！
张哥鲨我
首唱啊！！！！！
？？？？？？？？？
好高级
有点高级啊
卧槽！！！
丁程鑫的颜我爱
刘耀文你好帅
这是《Got You》嘛 绝了绝了
刘耀文新歌好好听
张哥帅死我
帅呆了
我靠我靠我靠我靠
丁程鑫你 是 我 的 神
丁程鑫你是我的神
救命好帅啊耀文
卧槽
张真源你是我的神!!!!!
纪录片准备好了吧
好高级
新歌舞台！我天
张真源张真源好帅啊啊啊啊啊
刘耀文帅死我
刘耀文的嗓音这么绝吗！会唱歌多唱点！太好听了！
丁宝贝
严妻表示这个舞台张哥好帅
张真源啊啊啊啊啊啊啊啊
帅死我了
刘耀文唱歌好听好听啊！！！
高级
！！！
啊吧啊吧啊啊
我靠刘耀文
刘耀文舞蹈控制太绝了！yjjc了，我的主舞大人
这个舞台好TMD的大啊！！！！！
年王炸场，人体节拍
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
高级啊我去
啊啊啊啊！！
刘耀文你！是！我！的！神！
我焯我焯
呜呜呜呜呜
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
丁程鑫好帅啊
我去高级呀
救命这里丁儿好像轩轩
丁程鑫丁程鑫等到你
丁程鑫你是额滴神哇
刘耀文呜呜呜呜呜呜呜呜呜老公
这么高级的吗
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
啊啊啊啊啊啊啊啊啊太帅了
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
刘耀文进步太大了
丁儿！！！！
我的妈呀，飞啊我爱你
Falling!
他们好帅，我好爱
丁程鑫
好高级哦
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
我靠我靠我靠
飞飞用心了！！！
卧槽
我靠
张哥牛逼
缓缓道来，娓娓述说，情歌天才丁程鑫
啊啊啊啊啊啊新歌！！！
丁程鑫！！！！！
丁程鑫好帅
我靠
呜呜呜呜呜呜呜呜呜我要发疯了好帅都别管我！
啊啊啊啊啊啊啊啊
丁有一种空灵感
暗黑王子的感觉我
好高级
丁儿
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
赵泳鑫和时团！！！高级！！！！
刘耀文帅飞我啊啊啊啊啊我疯了
刘耀文好帅
我的妈！刘耀文好帅！！！！！！！
哇擦
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
卧槽，高级了
？
刘耀文
丁程鑫丁程鑫丁程鑫丁程鑫
张哥牛逼啊张哥
张真源你是我的神
刘耀文我爱死你了
有点吓人呐哈哈哈哈哈哈哈
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
张真源张真源张真源张真源张真源张真源张真源张真源张真源
！！！！！好棒
卧槽
舞台Artist刘耀文！
丁程鑫丁程鑫丁程鑫丁程鑫
张真源
刘耀文这个妆容太帅了吧
张真源好帅
注入灵魂！！
张真源百变音色
主舞大人丁程鑫主舞大人丁程鑫
张真源live之神
飞哥你是我的神
好高级！
啊啊啊啊啊！
好帅好帅天呐
经典运镜
我们的live之神
真高级
丁程鑫丁程鑫丁程鑫
张真源你是我的神
达咩！！
哇张哥
不会吧，首秀!!!!
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
张真源张真源张真源张真源张真源张真源
帅哥
他揪我儿衣服！！！
各位忍住不要尖叫，也不要抓住你身边的人，对自己好一点
抓包抓包抓包
啊啊啊啊啊啊刘耀文声音怎么这么好听
老公老公老公！！！！！！！！1
唯一主舞丁程鑫
马嘉祺好棒
丁程鑫你帅到我了
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
卧槽丁程鑫你好帅！
哇擦好高级
好高级
高级
张真源张真源张真源张真源张真源
张真源救命帅死我了
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
2.0？
终于等到，好帅
啊啊啊啊啊不可以不可以
丁程鑫啊啊啊啊啊
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
张真源张真源张真源
《高级》
我老公丁程鑫太帅
1000天快乐！
这么高级吗
卧槽卧槽张哥鲨我
？！falling u ！！这么跌宕起伏的设计嘛
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
张真源太绝了
程程宝贝
我靠
张真源牛！！！
高级住了
门面主舞丁程鑫
我只会WC
张真源
丁程鑫啊啊啊我滴妈呀
开口跪
丁程鑫好帅丁程鑫
高级
刘耀文rapper又进步了！！！
绝了绝了
丁程鑫啊啊啊好激动我眼泪咔咔往外流！
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
刘耀文刘耀文QAQ啊啊啊啊
张真源张真源张真源
张真源的音色！我好爱
唯一主舞丁程鑫唯一主舞丁程鑫唯一主舞丁程鑫
7人团3人四公咩？没跟我在开玩笑吧？
好帅啊啊啊啊啊啊啊
张真源太绝了
张张张鲨我！
啊。。这。。。这不好吧
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
文哥好帅！！！！
丁程鑫绝了
张真源张真源张真源真的好会唱
丁程鑫丁程鑫
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文好帅啊！！！！！！！！！！！！！
丁程鑫妈妈爱你
丁程鑫是世间最可爱的小星星
丁程鑫你太帅了吧
高级
呜呜呜呜刘耀文啊，没有你的舞台我怎么过啊
刘耀文嗓音是真的绝
我去好帅
丁程鑫丁程鑫丁程鑫丁程鑫好绝
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
小张真帅
宝贝儿，你太帅了，你的脸影响到我听歌了！！
啊啊啊啊啊啊救命
张真源张真源张真源张真源张真源张真源
丁程鑫好帅！！！
刘耀文！！！！
我好感动好感动好感动 这次飞飞运镜进步好大好大 呜呜呜呜呜呜呜呜
我的天
啊啊啊啊啊文文唱歌好好听
丁程鑫嫁给我
好突然
再说一遍，真的很高级咱就是说！牛
刘耀文
丁程鑫丁程鑫丁程鑫
啥也不说了飞哥我爱你！！
哇靠 什么什么
丁程鑫的声音好有磁性啊啊啊啊啊
张张开口跪
好高级
啊啊啊啊啊啊啊啊首舞台
张真源高音好棒！
？！
不是不是干什么！
啊啊啊啊，好看，丁儿宝贝
就要给我怼脸拍
啊啊啊啊刘耀文帅死我了
救命张真源好稳
太绝了太绝了
丁程鑫杀我！！！
张哥太牛了吧！！！
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
啊啊啊啊啊张真源啊啊啊啊啊
丁程鑫不愧为时团唯一主舞
张哥太帅了！！！！
卧槽卧槽卧槽！！！
丁程鑫
唯一门面丁程鑫
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
刘耀文唱的好好听啊
我的唯一大主舞丁老师
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
我天张真源永远的神
刘耀文！！！！你是我的神！！！！！
真源！！！！
卧槽不是
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
啊啊啊啊啊啊啊啊张真源
卧槽卧槽卧槽
张哥
张真源张真源张真源张真源张真源
卧槽
主舞大人丁程鑫!
卧槽刘耀文！！！
好帅啊
张真源杀我
卧槽
张真源张真源张真源张真源张真源张真源张真源张真源
哇塞塞塞塞塞塞～
张真源
丁程鑫唯一门面主舞
刘耀文
张真源张真源张真源张真源张真源张真源张真源张真源
丁程鑫
丁程鑫最帅啊啊啊啊啊啊啊啊
这舞台有点东西
飞哥你是我的神
张真源
张真源张真源张真源张真源张真源张真源张真源
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
丁程鑫好绝
张哥好像大祭司
丁程鑫
抓宝
啊啊啊啊啊主舞丁老师好绝
到处都是金钱的气息
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
丁程鑫，你！是！我的神！
哦吼吼吼吼吼吼
张真源张真源张真源啊啊啊啊
目光磁石刘耀文目光磁石刘耀文目光磁石刘耀文
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
丁程鑫门面担当
卧槽卧槽卧槽卧槽卧槽卧槽卧槽！
天才主舞刘耀文天才主舞刘耀文天才主舞刘耀文
主舞大人牛批！！！！
又要花钱了！！！！
啊啊啊啊啊丁程鑫你给我留一条活路吧
未来可期刘耀文，内娱需要你
神
张真源张真源张真源张真源张真源
卧槽新歌
怎么只有245……
刘耀文全能ACE刘耀文全能ACE刘耀文全能ACE刘耀文全能ACE刘耀文全能ACE刘耀文全能ACE刘耀文全能ACE刘耀文全能ACE
好高级
啊啊啊啊啊啊啊张张好棒！
哈哈哈哈
张真源张真源张真源live之神
刘耀文的嗓音这么绝吗！会唱歌多唱点！太好听了！
时代少年团
刘耀文好帅！
啊啊啊张真源张真源张真源
老公呜呜呜呜呜
别碰我老公呜啊啊啊啊啊
卧槽文哥你好帅
门面主舞丁程鑫
表情管理好绝啊丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
我的爱神张真源
张真源好绝
丁程鑫丁程鑫丁程鑫
哇去异域风
门面主舞丁程鑫
張真源好帥
我靠了
？
高级高级高级！！！
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
刘耀文好绝
这个舞台也太棒了吧！看的我热血沸腾的！
给我家主舞大人打call，音色好绝！唱的真好听！
啊啊啊吧
不是我靠过年了吗今天
张真源好好看呜呜呜呜呜呜
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
太高级了这也
张真源好好看啊啊啊啊啊
张真源我爱你！
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
啊？你在干嘛呀？啊？你在干嘛呀刘耀文
我张哥
张真源张真源张真源
这是给我的惊喜吗？
好高级啊
丁程鑫好帅
刘耀文
刘耀文
我天  这什么好东西  啊啊啊 张真源
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
刘！耀！文！你！就！是！我！的！神！
三个人豪爵
好帅好帅
张真源张真源张真源
张真源宝贝
丁程鑫
刘耀文好帅
这是揍嘛？
丁程鑫我谢谢你
我去我去！手！！手！！我的耀文！！我来！！
张真源我爱你！！
芜湖!文哥太赞啦
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁
我的天呐
张真源鲨我
张哥杀我！！！
蓝色美瞳！！！
我趣！这是什么大动作？
去年不只有3467..............
？？？
命给你杀了我吧
文哥杀我！
刘耀文刘耀文刘耀文刘耀文
好高级
日路达人丁程鑫，暗帧吸粉天赐脸
马嘉祺
张哥开口跪！
丁程鑫
我去
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
卧槽刘耀文你要我命吗这是
张真源张真源张真源
啊啊啊帅死我算了
丁程鑫太帅了
老公
啊啊啊啊刘耀文凶我
张真源好绝
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
张真源张真源张真源好帅啊啊啊啊啊啊啊啊啊
《Got You》！！！！
天才周五都要问。
啊啊啊啊啊啊啊张真源好帅
K好高级的舞台
卧槽卧槽，我儿子在干啥呢，我儿子长大了
这个高音谁听了不说一句豪爵！
啊啊啊好久不见啊有丁程鑫的舞台
张哥鲨我
天啊寶真帥
丁程鑫好棒
丁程鑫
文宝文宝
刘耀文好帅
张真源！all for you！
张真源张真源张真源张真源张真源张真源
吉他丁
美瞳刘文！！！好帅！！
张真源舞台王者
张真源你是我的神！
唯一主舞丁程鑫！！
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
张真源张真源
救命！！！
1000天!!
卧槽
张哥高音牛
真源宝贝我爱你啊
哇塞
张哥鲨我！！！！
刘耀文刘耀文
卧槽！昨天才发新歌诶
开口跪啊啊啊啊啊
丁程鑫YYDS
好高级 高级玩意儿
刘耀文 天才主舞
丁儿好帅
OMG
你的年王啊啊啊啊！！！！
啊啊啊，丁程鑫，刘耀文，张真源都好帅
绝了绝了全能主唱张真源
廖文你是我的神
请丁程鑫用美貌救治我
丁哥？！
这个眼睛我的妈这个眼睛！！我可以！！
惊到我了小源子
太绝了太绝了！！！！
刘耀文
刘耀文的rap音色太拿捏我了!!
张真源张真源张真源张真源张真源张真源张真源
我的天刘耀文
张哥好帅！！！
哇哇哇哇哇哇哇
我的妈呀真的绝了
丁程鑫!
丁程鑫丁程鑫丁程鑫
小分队太棒啦！！！！！！！！！
丁程鑫丁程鑫丁程鑫
啊啊啊啊啊啊刘耀文
救命
张真源高音鲨我！
丁程鑫一出手 就知有没有！！
主唱大人张真源
啊啊啊啊啊！我没了
got you！！
张真源老公！
刘耀文你是我的神！！！
什么？这是舞台，我的天，怎么了
丁程鑫简直美神啊
救！丁程鑫跳舞为什么这么游刃有余啊，绝了啊
丁程鑫好帅呀
分日份大惊喜   让我们感谢飞飞！
张真源张真源张真源张真源
我靠我靠我靠我靠我靠我靠刘耀文
丁程鑫
我擦 got you
啊啊啊啊！live之神
丁程鑫唯一主舞
我去去去
宋亚轩
丁程鑫太帅了吧
丁程鑫开口脆
程程出道一千天快乐吖
我靠！！！
刘耀文舞台王者
张真源
飞飞我爱你！
张真源呜呜呜
等，这么高级？？？？这是二代的？我没点错？
真真帅死我了
张真源尾音处理绝了
卧槽卧槽
啊啊啊啊，我的张真源！
我靠震惊我
文哥杀我啊啊啊啊啊啊
刘耀文啊啊啊啊
张哥，我好爱！！
卧槽卧槽卧槽卧槽好顶!
丁程鑫！
张真源好厉害
哇哦哇哦
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
我要是能在现场就好了
丁程鑫声音好好听啊
四公吗这是？？？
张哥一出手就知有没有
张哥鲨我
啊啊啊好高级
门面主舞唯一主舞丁程鑫！！！！！
漏！！！！
玫瑰嗓音婉转百变，元气性感统统驾驭
退！退！退！
张真源！！！！！！！永远的神！！！绝了啊啊啊啊啊啊啊
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
我靠我靠我靠这是干嘛啊宝贝你还小！！！
期待张真源
刘耀文真tm帅！！
刘耀文刘耀文刘耀文刘耀文刘耀文啊啊啊啊
张哥鲨我
张张张杀我
张真源张真源张真源张真源张真源
惊我 我去
哦莫哦莫哦莫哦莫
快上撒贝宁呼吸机！！我被丁程鑫帅的不能呼吸了！
张真源帅死我了你
张真源我爱你！！！
张真源我哭了你知道吗
主舞丁程鑫杀我
梦回狼与美女
刘耀文你好帅呀
绝了
卧槽卧槽卧槽卧槽卧槽卧槽卧槽
策划⋯这是少年团⋯
我靠
哦莫
庄周
好厉害
张真源张真源张真源
1000天快乐
我天
我去  转音！！！！卧槽  张哥 我爱你
成团1000天快乐！
刘耀文妈咪亲亲＾3＾
我去高级
卧槽
挖槽啊啊啊
好高级！！！
刘耀文
live之神张真源张真源张真源张真源张真源张真源张真源
阿阿阿程程
太惊喜了！！！飞飞我爱你！！！
惊呆了我，张真源高音绝了绝了
绝了丁程鑫
妈呀，刘耀文太帅了
刘耀文受不了了
张真源好帅！
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
卧槽卧槽卧槽
张真源你是我的神
丁程鑫
主舞大人登场！
怎么那么高级
张真源~我的神~
张真源你唱的怎么那么好听啊
绝了啊，我真的好开心啊
你要干甚么
当你在凝望深渊的时候深渊也在凝望你
啊啊啊啊啊啊啊啊
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
丁程鑫舞台好绝啊
啊啊啊啊啊啊
丁程鑫好帅
张真源张真源张真源张真源张真源张真源张真源张真源
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
张真源你笑什么笑，，，呜呜呜呜呜呜呜
飞飞，你是我的神
丁程鑫唯一主舞
退！退！退！退！退
这不是，Get you，吗？刘文你要干啥子！！！
张真源天生主角啊  太抢眼了
刘耀文你干什么啊！
真源nb
好好听张真源
丁程鑫 好帅
好好看啊宝贝
哇刘耀文这么帅
丁程鑫唯一门面主舞
张哥鲨我
刘耀文啊啊啊啊
张真源
张哥鲨我！！
救命这个镜头
  赵艺媛在吗
开场即高能
打歌舞台来咯
帅炸了
我靠啊啊啊啊啊啊啊啊啊gotyou！！
出道1000天快乐!!
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
救命张真源你的高音一下就唱到了我的心巴上
漏！！！！！！！！！！！！
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
蛙趣！
张真源好绝啊啊啊
刘耀文刘耀文刘耀文
表情管理绝了！
我趣我趣我趣，刘耀文带美瞳！！！！！！！！！帅炸了
不愧是张真源
耀文vocal进步好大
舞蹈有些许不齐诶，是没练多久吧
丁程鑫好帅
让我们谢谢真源！
刘耀文你太会唱了！
张真源超帅
门面主舞丁程鑫绝世舞担丁程鑫
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
张哥鲨我！！！
这么高级了吗
我靠
呜呜呜晚期伤心欲绝
张真源啊啊啊啊啊啊啊啊
原来是Falling you!!!
刘耀文苏si我
啊啊啊啊啊啊刘耀文唱歌好好听
我靠
张真源张真源张真源
直接爱死好吧
张真源！！！
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文 
哎呦呵，高级啊
深陷准男高小刘无法自拔
刘耀文！
张真源啊啊啊
卧槽啊啊啊啊
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
张真源张真源张真源
这是啥  我好懵
张真源杀我啊啊啊啊啊啊啊
来看帅哥刘耀文
丁哥鲨我！
张真源张真源张真源张真源张真源张真源张真源张真源
刘耀文好帅
刘耀文！你是我的神！
张真源好久不见！
卧槽卧槽
张真源好帅
飞飞你是我的神。
我靠，张真源牛逼
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
我去
啊啊啊啊啊啊刘耀文
救命救命 快杀了我给丁程鑫助助兴
张哥鲨我
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
丁程鑫丁程鑫啊啊啊啊啊啊啊啊
丁程鑫啊啊啊啊啊啊啊啊啊
文哥鲨我了！
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文我爱你啊啊啊
哇啊啊啊啊啊啊高能，丁程鑫好牛，舞台塑造太牛了
我靠我靠我靠我靠我靠我靠我靠我靠我靠我靠我靠我靠我靠我靠我靠我靠我靠！！！！！！！！！！！！！！！！！！！！！！！
张真源好帅阿阿阿！
丁程鑫的脸永远的神
张真源声压一绝
好酷啊
刘耀文你是我的你是我的神
no
丁程鑫丁程鑫丁程鑫
丁程鑫 门面主舞唱的怎么这么好啊啊啊丁程鑫 门面主舞唱的怎么这么好啊啊啊
张真源太帅了
咋一点预告没有！
真的太高级了
唱跳ACE刘耀文唱跳ACE刘耀文唱跳ACE刘耀文
我的年王
舞台饭狂喜
张真源张真源张真源张真源张真源张真源张真源张真源
高音爱神张真源
张真源张真源张真源
张真源！！
这个转音，我没了
新歌
刘耀文好好看
厉害了
高级
