我是第一条弹幕？？
？！！？？？！？
是三国恋那个嘛
不生病现在是林俊杰这类级别的
加油！
千年泪
斗牛要不要
我焯
好听啊
建忠你好，我是建军
华语乐坛需要您
我从初中就开始听你的歌了，现在已经三十多岁，娃也有了
最近都流行回忆杀么
你的歌很棒！伴我长大
加油加油
哇！！！！
哥欢迎回来
爷青回
专属天使！！
非常好听
我的天哪！爷青回了！
爷青回
声线是不是变了？？
这才是我的青春
我最爱的歌声
好听
卧槽
好好听啊啊啊
什么可能忘，很喜欢你的歌
加油加油
拯救华语乐坛靠你了
太喜欢你的声音了！！！
加油
卧槽，卧槽，卧槽！！！！！！！！！
我最爱专属天使
瘦了好多啊
！！！！！！！
好听，专属天使
爱你
你谁？
有点像卢本伟
！！！！！！！！
加油
爷青回！！！！
好样的
欢迎
专属天使
爷青回
千年泪！！！
加油！
好甜啊！
好听
新歌快来啊啊
好听
加油啊！！很喜欢你的歌
独唱情歌
加油加油加油加油
爱你
我的青春啊啊啊啊啊
爷青回！
喜欢你的歌
好听！
好听!!
《冷 门 歌 手》
和以前一样的生气
斗牛要不要？
哇哇哇
卢本伟nb
！！！！！
爷青回
这不秒杀鸡你太美?
只吃
一起加油
好久不见！
好听
爱是送你会长大的幸福～
如果我变成回忆～
还是那么年轻
太好了太好了救耳朵
唉？惊喜了属于是！
好久不见
好久不见啊
必须关注
最喜欢的一首！！！
专属天使！！！！
三国恋
好听
这旋律很好听！
延长比赛
加油加油
好好听www
好听～
爷青回
我还在想为啥消失了这么多年
会长大的幸福也很好听！！！
新歌什么时候出来
好开心你回来啊！！
加油
全世界停电 会长大的幸福
爷青回
哇，我的天
等你新作品！
直接三连
太熟悉了 现在还在听 
加油
DNA动了
吊打鲜肉
专属天使YYDS
你要加油哦，期待新歌！
加油哦！
好听
被雪藏了？
喜欢你！
哇哇哇哇哇
加油啊小时候很喜欢你的歌哦
好听
我直接原地起飞，不需要助跑的。
呜呼
三国恋
我的天
不错哦
千年泪
专属天使！！！！
三连了
爷青回
加油加油，喜欢你
好听！
歌词好棒
真的很喜欢你的歌，加油
鸡皮疙瘩
好听！
买！
完爆现在所谓的流行曲…
加油
爱你
帅哥，你是谁？
还是一样的好听
都是回忆
我们的总和？
加油！很喜欢你的歌
很久没听到你的声音了
会长大的幸福
投币
当初一度认为可以把陶喆干掉主
哇！！！！！！！
爷青回
爷青回
为你打call
妈呀 我的童年
爷青回
我爆哭
很好听哟
大爱千年泪
妈耶第一次听到你的歌是专属天使。
期待～
等待良人回来那一刻，眼泪为你唱歌！！！
欢迎！！你唱歌好好听！
支持
老味道，老旋律，赞
喜欢
我的妈呀！！！
不说千年泪?
终极一班
加油加油！！
我看到了谁？？？
你是我的，专属天使
专属天使！！
好听
布拉德皮特你好！
我的青春
华语需要你，回来吧
好熟悉啊啊啊啊啊
爷青回
超好听啊
赞
喜欢会长大的幸福
666666
好听
爷青回啊～
永远支持你
好好听
我真的好喜欢你！
最喜欢《专属天使》
太好听了
今天还听了
好听
一只在听你的歌，期望你的新歌，不要一直炒冷饭哦
加油～～
支持！
好好听
爱你
现在还在听
好听好听
三国恋
好有诚意~爱了爱了
欢迎回来
啊啊啊啊啊啊啊啊
好久不见！
你都有女儿了。呜呜呜
我竟然哼出了走向
可惜转幕后了
先点赞再看
这必须关注一波了
可惜了
好听~~
快听起来
这才是老牌歌手的实力
爷青回
期待你
卧槽！
最近特爱《千年泪》
身体好些了吗
期待
超爱的
好好听
哇哦！
好感动
支持支持
卧槽，爷青回
千年泪
加油
好听
好听好听
等你
身体健康。
专属天使
这才是原创！
超级棒
泪目
保重身体啊
加油
爷青结！！！
加油
加油加油
太记得了
支持
加油~~！！！
爷青回
全都会唱
好听！！！！
爷青回
三国恋！！！
奈斯
加油！
都给我去听！ 
欢迎入驻！
爷青回！！
爷青回
有女儿啦
卧槽
支持
每一首都好听
好久不见！
爷青回
好好听啊啊啊啊！！！！
太记得了！
好听！！！
靠 这是本人？
爷青回
每一首都会唱！！
好听！
给我火起来
记得！
好听！！！
好听！
我惊了
加油
天啦！好久不见！
六马十二兵，一马驮二兵
果断关注
好喜欢专属天使
谢谢
三国恋
爷青回
怎么感觉像卢本伟……
记得记得！！！
加油！
会长大的幸福，最爱
类目
祝身体健康！
加油啊！
爷青回啊啊啊啊啊啊
千年泪！
爷青回！
加油！我又可以了
好好听
卧槽
卧槽
我真希望我们小时候的偶像歌手都重新火起来啊，内娱完了，需要你们拯救？
加油
祝身体健康，长命百岁！
还是那个味
专属天使，无敌
爷青回
好听诶
天啊！好久不见！！！
我的天，还是当年的味道
好听！！！
都记得
好听
我的青春啊
nice
爷青回
欢迎回来。
呜呜呜
！！！！！！！是谁！！！！
俺好爱你！
你真的变成回忆了。。。
真的好喜欢你啊
我每次去KTV唱你的歌都会有人被安利
好听
还是那么好听呜呜呜
好听好听
千年泪
加油
加油
哇哦
好听
记得
好听啊
和周传雄一样，因为身体不好而消失在大众视野里的出色歌手！
如果我变成回忆
声线真好啊
加油
加油加油加油
什么小鲜肉简直被暴打
偶像
哇！！！！！！！
加油喔
三国恋，千年泪
支持，加油
加油
？？？啊
三国恋！！！
好听
哭了
如果你变成回忆
好听的
清唱还是这么强
强
哭
真的是 爷青回了
啊啊啊啊啊好听！
岚才是yyds
给我你的爱
一定去听
好听
给我老婆你的歌单为故事的开始最终把她娶回家的^_^
好久不见
tannnnnnnnnnk!!
你tm是！我的！神！
你的歌真的很好听
加油，必须支持
你谁啊
专属天使!
哦耶
我的青春啊
爷青回
好听啊
期待极了！！！！！
哇。真的好听呀
瘦了呀！
爷青回
爷青回
好久不见！身体还好吗
如果我变成回忆
必须记得
加油！！n
好听好听好听！
我好喜欢你！！
穿越千年的眼泪
哇哦好期待
啊这
青春的回忆
好听
天
从小听到大
夜清回
记得
记得
都在这了。没其他平台！！！！！
我知道，帅哥。您好！
卧槽
好久不见
加油
卧槽卧槽，我发现了什么！！！
我靠
加油哦
每一首都喜欢
欢迎回来
帅的
如果我变成回忆
喜欢会长大的幸福
多了一份沧桑
穿越前年的眼泪
Ktv必点
好想你
瘦了
《全世界都停电》《一千个伤心的理由2011》
加油！
欢迎回来啊啊啊啊啊啊
在我的歌单里
我一直以为你死了
好听
六马十二兵！
我初中就喜欢的歌手啊
爷青回！
哇
前两天朋友才聊到！真的很有青春的记忆
这首我超喜欢
三国恋
买个好点的麦克风嘛，，，
你是我的神~~
专属天使
卧槽
我超喜欢你的歌 
好好听啊
要哭了 专属天使
六马十二兵
加油
你好
大家如果支持他的话，记得买正版
你是我的青春回忆
加油加油
真的是文艺复兴了
爷青回！！！
？？？？？
等待良人归来那一刻，眼泪为你唱歌
这首歌真的每次都泪目
我哭了！
认识
我的歌单里一直都有你的歌哦
好听!!!!!!!!!!!!
好听！支持！
爷青回！
何以言死
加油
妈耶 爷青回！！！！！！ 要哭了 
泪目了
三国恋
独唱情歌，泪目
加油加油！
好好听！
爷青回
爷青回
穿越千年的眼泪
专属天使
加油
爷青回
太久了
爷青回
老了
从看你出道到现在
支持~!
臥槽！
天 要哭了
好听！！
爷青回
三国恋
期待
欢迎您
童年
嘴唇太干多喝水啊
加油啊，我的青春
流泪了
B站的朋友喜欢横屏的哦
给我你的爱
好听
爷青回
期待期待期待期待
好听
牛批牛批牛批
新歌冯京与马凉超好听
泪目
爷青回
欢迎
华语乐坛真的需要救啦！！！快来救救吧！
加油
欢迎回归！！
Selina！
青春里的声音
还那么好听
我就说怎么突然消失了这么多年，我都变成油腻大叔了
超喜欢这首！
千年泪千年泪
千年泪千年泪
好感动的声音
都好好听
都好听
好久不见
哇偶，好听！！！
会长大的幸福  也不错啊
花样少男少女
哎哟不错哟
不许说老乡机车，哇哇哇好可！
卧槽
开口跪
好听
疯狂关注！！！！
這一首最愛！
期待期待！
好聽！
一直期待你回来
如果我变成回忆
爷青回
原来这些歌是你的啊
哭了
爷青回
爷青回
独唱情歌呢
还是那么好听
买
声音还是那么好听
卧槽
支持
好好听
回来真好
！！！！！
如果我变成回忆
爷青回 你要好好注意身体啊
加油
听过老师的历程，真的很不容易的，希望老师能多多分享自己日常和一路走来的经历，因为老师也是我们90后的青春啊。
专属天使
期待
太棒！
嗓子不错的！
好好听啊
真的青春最熟悉的歌，好好听
全体起立
真的很需要勇气！
好久不见
好听！
在听
好听
欢迎回归！！！！！
千年泪
欢迎啊，第一首听的斗牛要不要
加油加油！
会长大的幸福！
《消失的歌手》
《如果我变成回忆》！！！
好听哇。
今年是文艺复兴吗
真！！！童年和回忆！
还和以前一样帅
心酸酸的，脑海中浮现了青少年的回忆
还是那么好听
最喜欢的声音
爷青回！
加油
老大也在b站的，哈哈哈
会长大的幸福
爷青回
斗牛要不要
卧槽，青春
开口跪太强了
加油
最爱千年泪
好听耶！
加油
爷青回！！！！！！！
哇
加油
初恋（专属天使）
天啦  这些歌都是我喜欢的
好听好听
期待新歌早日上线
就是那个味
好听
冯京与马凉
买买买
爷青回爷青回！！！！
爷青回
最爱的
超喜欢你的歌！！！
天呐居然十几年了
都是经典
好听啊
好好听
爷青回！！！
这是最喜欢的
专属天使！！！初心啊！！！
是瘦了好多
牛的
好听
还不错
看我发现了什么！！！！
有内味
加油
加油！加油！
救救这乐坛吧，三连了
加油
买买买
我的天，我的青春啊
加油
爷青回
卧槽
谢谢回来
下次再来个乘风破浪的哥哥
专属天使
泪目
青春的回忆
加油
纵有疾风起，人生不言弃
好听！
好听
太喜欢你的歌了
DNA动了哈哈哈哈
当然记得！！
爷青回
爷青回！！！
啊啊啊啊
马上去听
回来吧
没有谁能把你抢离我身旁
非你莫属，感觉又回到了初中时代
声音好有辨识度
好听
等待良人归来那一刻
好好听啊
专属天使！！！！
好好听啊呜呜呜呜
啊啊啊啊啊这声音爷青回
卧槽？？？？
啊这歌词太好了吧有生命力的词
欢迎回礼哦
好听
这咬字这唱腔！！！！！
啊啊啊啊啊啊我的青春
超喜欢你！
千年泪呀
爷青回
好好聽嗚嗚嗚
欢迎回归
期待
好听啊
好听
加油
我有钱买票了 
每首都会唱
支持你
冲啊
好好听
好听
欢迎回来！华语乐坛靠你们了！！
好听!呜呜呜快点出
爱你
有生之年吗
加油
好听！
哇
5月25已经发布啦！
冲啊！！！
爷青回
好听
专属天使赞赞赞
欢迎回来～
卢本伟：像不像？
爷青回
好听的
卧槽
专属天使超爱！
天啊！！！！青春
欢迎回来
哇靠  赞
好听
欢迎回来
加油
陶喆的风格  爱
啊啊啊啊啊
留下你错愕哭泣，我冰冷身体
DNA动了
欢迎回来
欢迎回来
这个声音！我的青春回来了
wow！好久不见
千年泪不放一下？？？
爷青回
加油加油
加油
好听
专属天使
都记得都记得
加油加油加油
爷青回
天天在听能不记得？
有点耳熟
爱我，非你莫属
嗯，感觉不错
久久不能忘掉这首一千个伤心的理由的旋律
欢迎回来
根本没在变！
我哼唱了漠河……两句水星记
啊啊啊啊啊啊啊啊
你去哪了？
三国恋
你发.我一定买
加油
好
欢迎回来
爷青回
加油！再打出一片天地！
欢迎你回来！
玩了命的听
三国恋！
这tm才叫才华！
妈呀！！！！！！！！！
加油
这个也听
加油
加油！
加油
谢谢
专属天使
三国恋！
加油！
鸡皮疙瘩
欢迎回家
是我的青春
爷青回！
欢迎回来
千年泪
全都会唱！
欢迎回来
牛的
好听！！！！！
欢迎回来
我可太记得了！
专属天使！！！！
好好听！
好听
我们都在等你
泪目
爷青回
爷青回！
爷青回
好久不见
啊啊啊啊啊啊啊青春了
依旧好听
哭了，爷青回
厉害
啊啊啊啊啊！！！我最爱这首歌！！！
好听
一直都在听您的歌啊
等了多年
欢迎回来
加油
卧槽！！！坦！！！
天呐！我的青春啊！
很坚强的一个人。
加油！
加油！！！
三国恋
好久不见
加油
三国恋YYDS
青春回忆
记得啊
爷青回
爷青回
欢迎回来
这甜蜜的不比流量明星香多了
连这都只能字母
爷青回
爷青回
加油呀
爷青回！！！
太棒了又有歌听了
爷青回！
哇
当时就感觉你的歌很好听
好听
非你莫属！
卧槽！
爷青回！
好听好听
你是我的守护天使
封面我以为是卢本伟
泪目
文艺复兴！！
爷青回
啊我好爱这首
回来就好
爷青回
哈咯树先生
加油
泪目
喜欢你翻唱的一千个伤心的理由
唱的真好
给我你的爱
城里的月光
欢迎回来
这声音太好听了
好听
欢迎回来，
加油！
如果我变成回忆，终于没那么幸运，没机会白着头发蹒跚牵着你看晚霞落尽
这才是新歌该有的味道！
好家伙，全是青春回忆啊
爷青回
加油！！！！！！！！
赶紧复出来拯救华语乐坛
欢迎回来
爷青回 
加油
欢迎回来
记得记得
支持支持
欢迎回来
如果我变成回忆！！！
名场面打卡
爷青回
哇哦
全部都是我的青春啊啊啊啊
加油
啊啊啊啊！！爷青回！
回来真好
好听
还得是以前的歌手！！
给我的你的爱让我陪着你去未来～
这才叫实力派
穿越千年的眼泪，只有你看的见
卧槽
爷青回
欢迎回来
支持
加油
现在我手机里还有专属天使
最喜欢会长大的幸福
失踪歌手回归！
加油
好好听哦
加油
爷青回
袜！
加油
是你
欢迎归来
爷青回
好听
给我你的爱
欢迎回来
欢迎回来
普通话好标准
记得记得
期待你的新作品
《水星记》吉他演奏版（doge
啊怎么这样了啊！这么瘦了
我的爱啊
爷青回
加油！期待新的作品！
一定会去听！
这么多年过去了嘛
都是青春
爷青回
我去
我们都在等着你回来！！
爷青回
前辈快救救华语乐坛吧，拜托拜托~~~
还在我的歌单
我爱你
卧槽        大哥啥时候来的
朱嘉华你在看吗
《千年泪》是真的好听，我唱的也很好
爷青回
啊啊啊啊啊
我的青春啊
你们老了，我的青春也老了
好听
欢迎回来
好听
如果我不卖生瓜，你会不会不来找茬。
喜欢你
爷青回
爷青回
专属天使阿
希望你身体健康，顺顺利利
加油
真的是你！！！！
好好听！
欢迎欢迎
我们小时候
文森特
欢迎。
点一首三国恋
爷青回
流泪了流泪
我们小时候！！！
好呀一起加油呀！
如果我变成回忆   这个旋律我竟然这么熟悉
欢迎回来哦
爷青回
姐青回呀
当我发现up是谁的时候，秒关注了
你们知道90后打工人多累，多苦吗，但是也得努力，也只有你们的歌，90的回忆，让我们坚持下去
欢迎欢迎 
加油
天啊
欢迎回来
哇，留个位置
鸡皮疙瘩
回忆啊
爷青回
记得！
好听！
真好啊
卧槽
初恋啊我天
众神归位！
16谁
这才是歌啊
这才是歌，个人喜欢勿喷，比说唱好太多了。
好听
好听！
加油
挖
爷青回
保重身体呀
加油！希望能多听到你的声音，你的歌声。
天阿，太好听了！！！我的青春回忆！！！
卧槽
 求你可以的情况下个回来
爷青回呜呜呜呜
你的歌是真的好听
瘦了啊
还是强啊
會心一笑（褒義）
90后老粉前来报道！
！！！！！
我的天！
当然记得！
三国恋
你好，水箱~
加油！！！
记得
三国恋
我的青春
全世界都停电
爷青回！
原来你是台湾的
加油
三国恋
直接关注。
好听
最喜欢这首歌
太好了！！！！
爷青回
爷的青春
很喜欢你！！！
欢迎回来
唯一买过专辑的歌手
好听啊！
还是很好听哈哈
爷青回
爷青回！！！！！
呜呜呜呜呜呜呜呜呜终于等到你
好听
666
全都会唱
非你莫属最爱了
我的天呐！！！！爷青回！
华语乐坛需要你拯救
可以呀
我小时候看新闻你退了，我一直担心你的身体状况
最喜欢专属天使！
？？？。？？
加油！
爷回青
是你啊！！
如果我变成回忆！
加油加油！期待新歌
如果我变成回忆
欢迎回来
哇塞！！！
泪目了
欢迎回来
好
腊肠嘴
爷青回
爷青回
大兄弟，想死你了
好久不見了，歡迎回來
好像生病了
专属天使
！！！！天啊！！！
就是这首歌，我以为人没了，每次边听边哭
接着唱！
爷青回
活着就是最好的事情
拥抱不了你
好好听
这首歌，初恋的记忆
这才是歌啊！
他还是那个他！
我曾经的KTV必点！
起立！！！！！！！
《三国恋》
小伟布丁
好好听
现在都还在听你的歌
感谢你的坚持！谢谢你回来！！！！！
哇激动
好棒的爸爸
三国恋
倔强的大皮裤
快发布
期待期待
欢迎回来！
为姐姐
青春啊
欢迎回来
加油
爷青回
好好听
对不起，我想到了“Hello，啊～树哥”
专属天使很喜欢
加油加油
都是回忆
今年热门预定
好久不见
回来好
都是熟悉的歌啊！！
欢迎回来
是你！
好听
当时很林俊杰一个级别的
爷青回！
欢迎回来
泪目
哇！
好久不见
好耶~
好耶！
支持
直到我变成回忆
爷青回
在哪在哪在哪上
加油
欢迎回来
谢谢你
会长大的幸福啊
再多创作一些，现在的歌都快不能听了
三国恋
鸡皮疙瘩来了
三国恋！
哇偶！
他如果不生病是不是现在也是top了
我的青春又回来一位
好听
下载当铃声
出道即巅峰
憔悴了好多
欢迎
呜呜呜呜呜呜呜 感谢回来！！
会长大的幸福
这个夏天要文艺复兴了
快快快我要买爆
卧槽，这首歌
等待良人归来那一刻
才子
爷青回
爷青回
你本能成为小天王的
眼泪就在眼眶里打转！
回来了，都回来了
词也好好
加油！
记得！
你的歌 真的很喜欢
时代的眼泪
救命
加油
欢迎回来
必须支持！！！！！
爷青回
欢迎回来
加油！
欢迎回来
好听好听
这首歌想起了李哲羽我的天全是回忆
期待
熟悉的声音！
怎么感觉听到了水星记
加油！
爷青回
好听
这个听过
爷青回
如果我变成回忆
欢迎回来
卧槽我的青春
加油
专属天使
这才是音乐
狗审核
加油
千年泪手放开！
加油！支持你
好久不见
爷青回！！！
就想听三国恋
期待期待
欢迎回来
真的很喜欢三国恋，百听不厌
我的天，喜欢
欢迎回来
老了真的
我的初中时光
加油
我初中最喜欢的歌手！！！哭了
我的天哪，我一直在搜他去世了没
爷青回
小学时候的回忆了
回来了
卢nm本伟
爷青回
加油！
欢迎
去哥哥二吧
爷青回
感觉和周传雄大师一样，都是命运极为不公正啊。
千年泪
欢迎回来
欢迎回来
你好，希望继续出给力的作品哈
还能刷到你纯属缘分
好听
6
我一直在听
关注了
欢迎回来
加油
会长大的幸福
我也有女鹅了
加油
祝你永远幸福快乐健康
都是回忆，必须关注点赞
专属天使
肉眼可见的老了
树先生之歌
三连
歌红
哇
天啊
生还者！！
欢迎回来
爷青回
超喜欢
华语乐坛有救了
太爱了非你莫属
好耶
拥抱不了你
现在才发现关注算是老粉吗
青春啊
谁哭了？
热歌预定
加油！！欢迎回来
欢迎回来
好听
爺青回。
姐青回
文艺复兴！
嘴唇还是有点紫，心脏还是有点问题的，不过气色好多了
期待
好听啊
一直在听
欢迎回来
欢迎回来
比现在翻唱的好多了
好听！
！！！！好好听
词好棒
哇！！！
好听！有力量
爱你
好听！！！@！
更帅了
爷青回
全世界都停了电
加油
爷青回
我靠 都听过
欢迎回归
好听！终于有新歌听了
大街上都是
真的，突然就没了你的消息，欢迎回来
都很喜欢
哇哇哇新歌
爷青回
加油加油
好听
啊啊啊啊
啊啊啊
第一第二专辑都买了
都是回忆，感动啊
加油 树先生
支持
牛逼牛逼
加油！
真就是一唱歌就没有口音了，哈哈哈哈哈哈
好听啊
创作人才是这个世界的精彩
一万个伤心的理由的原唱，张学友神级翻唱
青春啊
欢迎回归
关注了
欢迎回来
今天还在说你
三国恋
才子
好听
熟悉的小伙
爷青回
三国恋！！！
神似陶喆
爷青回
这首歌反而是最喜欢的
如果我变成回忆
已经听过了
加油，支持你
三年磨一剑，首首都经典！
卢本伟
差点都忘记了
为什么我想哭。老了不少。仿佛看到自己逝去的青春
好听好听好听
远朱敏
专属天使真的是大学时代睡前必听歌曲！
好久不见，欢迎回来。
支持
selina
加油
加油
文艺复兴
爷青回
？？？
会长大的幸福呢
欢迎
好听
专属天使555555
斗牛要不要！！
加油
！！！好听
这首超爱
加油
