第一时间还以为是雕了几个气球，原来是人像，太强了。
只有右耳有雕刻声音????
禁止对麻瓜使用魔法
死亡对焦
666
把瓜留下
六个头像！
牛啊
我看了全程，从内容到感悟，满屏只有两个字:牛逼!
我能买卖给你生瓜娃子吗？真nb
我超牛啊
老板  换碟！
卧槽
！！！！！！！
牛
雕出来的字比我写的好看。。。
不勾线直接刻就很厉害
要是能永久保存就好了！！！
终于知道这个视频为啥第一了
这次一定
？？？？？？？？？？？
厂长呢，能不能加一下呀
恶霸甲方
R      G      B
?
卧槽
我要这币有何用？
您
这冬瓜，心悦三
牛逼
卧槽
逐渐离谱，必须火钳刘明
瓜：身价突涨
可以刻个窝瓜吗
哈哈
开始离谱了
我直接卧槽了好吧
卧槽
瓜：我裂开
下次可以刻窝瓜
异地鸡不好雕呀，因为他有冠菌呀！
theshy来全雕了
哇
卧槽
你可以搞难点的.........不然我以为我也会
？？？？？？
逐渐离谱
空降2:51
果断关注加币子
牛逼
我超
你的币有了
主题曲错了就不点赞了
为什么没有可汗
BGM放错了
大佬牛逼
666
6个眼镜
DNA燃起来了，我们是冠军。
冬瓜强：我裂开了
底稿都不画的嘛？
冬瓜：我何德何能啊
是的，你们是冠军
无文化只能打卧槽
好像啊
赵礼杰！
瓜皮
这冬瓜这么听话吗？没有点自己的想法吗
瓜：那一天我升值空间超大的
我要这币有何用！！！
卧槽
bgm给爷换不破不立！
我要这硬币有何用？
卧槽！突然大招直接KO我脑瓜子
建议上市
让你们多读点书，这个时候应该说鬼斧神工，别就知道卧槽卧槽
牛蛙！
卧槽 离谱了
卧槽这是真手工人啊
卧槽
冬瓜哪里买的(๑˙ー˙๑)
架火   把EDG炖上
这就很离谱了、。。。。
Bgm ？
牛逼
牛博
投币了
牛逼
原本以为是技术视频，原来是魔法
你币有了
ohhhhhhhhhhhhhhhhhh
？？
流批
牛逼
冬瓜：原来我是水果
冬瓜：我裂开了，但没有完全裂开
你币有了
您
卧槽！
EDGnb
但是主题曲是去年的
已献币
998
币给你
卧槽
这对焦有点醉
EDGyyds
这是艺术啊
BGM用不破不立吧
涅槃确实好听
牛逼
ig牛逼！
卧槽
魔法
七彩牛逼
离谱她妈夸离谱—好离谱
牛啊
画龙点睛啊
老板不一定懂，主要还是应我们粉丝要求，就不要纠结BGM的事了！！！
……
edg
有铅笔稿
跪了
强
卧槽，离大谱
因为没文化，一句卧槽走天下，卧槽
？？？
卧槽
牛逼
nb
牛哇
ohhhhhhhhhhhhh
牛
edg冬瓜限定
你TM劈我瓜是吧
卧槽
我爆
涉及秘密刀法就自动变虚，让你看不清，变焦防止偷技
目前为止，我也行
奈何本人没文化，一句卧槽行天下
牛奶
牛逼
卧槽
你这瓜包熟吗
折磨瓜是不 ？
卧槽
逐渐离谱
你TM雕我瓜是吧
离谱！
？
你劈我瓜是吧
投币了，这么多视频你，你是第一个
挖槽呢？
这就是手术与屠宰的区别
感谢弹幕，我刚只带了左耳
这瓜多少钱一斤啊
牛B
这也太像了
帝王绿
绝了
卧槽
您？
生而无畏，站直终章
EDG nb
奈何自己没文化，一句握草行天下。握草！！！
雷克雅未克人集合！
牛逼
成功附魔
最后没忍住投币了
牛逼
主题曲前年的
卧槽
？？？？？？
首页通知书
魔法开始了
牛逼
卧槽。牛逼
卧了个大草
牛逼
开始附魔
卧槽这个meiko也太像了吧！
逼～
卧槽
我想知道这个瓜还能吃嘛？
卧槽！太像了吧
白嫖失败
瓜的冬仙人
离谱
白嫖失败
一个不小心不是得重新来？
bgm搞事情是吧
离谱
禁止使用魔法
这瓜多少钱一斤呐
牛逼
牛逼牛逼牛逼牛逼
丢
你这瓜保赢吗
雕刻完了记得要吃完阿
edg:我们是牛逼！
卧槽
左耳聋了
冬瓜：值了
卧槽
握草必须三连
生瓜蛋子
您
我是瓜皮
我以为完事了
提前卧槽
离谱
666
您
6666
卧槽
您
巴黎人退散
?????????????
瓜:这辈子值了
我LGD不配吗？
这瓜保赢吗
卧槽
您
我曹
卧槽
牛逼
冬瓜:这辈子洒家值了
卧槽
真可以哦
牛逼
卧槽
这是魔法？？？
我先操为敬
卧槽
太顶了！
我要这币有何用
这背景音乐不行啊
您
您
这什么魔法
EDG牛皮，家人们
我就想问一问，刻完了，还能不能做排骨汤，
6000加
你币有了
流弊啊
离谱
6000+
什么神仙操作
哈哈。冬泳冠军BGM。搞事情搞事情
卧槽
6000＋在看
bgm错了  应该是要今年的不破不立
nbnb
卧槽
这特么就离谱
Edg牛逼
离谱
币给了
牛逼
你这瓜皮子是金子做的！
加亿点细节
666666
卧槽
他就不带失误一下的吗？
我们是冠军
把冬瓜做成了我吃不起的样子
卖吗
卧了个槽
刚开始 就这？  现在逐渐离谱
EDG牛逼！！！！！
0.0+【我们是冠军！
进度条不简单
卧槽
逐渐牛逼
卧槽卧槽，必须投币
逐渐离谱
这不对劲，edg五个人都戴眼镜的
三连三连
附魔成功
我字写的都没他雕的好
禁止在麻瓜面前使用魔法
握草
开始有点离谱了
真是牛逼
好绿
还有嘉哥，爱了爱了
加灯了！！！
他雕的字都比我写的好
牛逼
牛逼
我们是冬瓜！！
椰汁糕冬瓜强？
加亿点点细节
换成今年主题曲会好点，虽然今年歌不咋滴
老板你这瓜多少钱一斤呐
我直接先3连再看
但是今年的真的好难听
这个以后就放床头灯了！！！
禁止在麻瓜面前使用魔法
您是冠军
NB
左右耳双声道唉
666666
6666
牛
除了有点绿其他没毛病
附魔
直接三连
直接三连
核舟记
6666666
绝了
您
???
皮削了不好看
卧槽
bmg不对啊
牛逼
你tm雕我瓜是吧
卧槽细节
瓜:你还是拿我煲汤吧
开始施法
？？？
我以为我右边耳机坏了
卧槽！
您？
bgm放错啦
这是艺术啊这是
我不是冬瓜，我是麻瓜
牛壁！！！
卧槽
就会说一句牛逼还会说啥
我们是冠军！！！
牛逼
999
冬瓜涅槃！
大型水果黄瓜
阳哥，我想你
还缺个汉子哥啊，快把好兄弟汉子哥也刻上
怎么还挺燃的
您
卧槽
您？
Bgm emo 了
禁止在麻瓜面前使用魔法
卧槽脑瓜子嗡嗡的
这圣枪哥太牛了吧
你tm敢p我瓜
您
笑一个
棒
震惊！！！
我的6个爹
淦
投了，投了！！！！！！
EDG被掏空了可还行
亿点点细节
19年恭喜dk的ylg能不能滚啊
牛批
？？？？？？？？？？？
卧槽
这瓜包熟吗
这个自动对焦真的难受
卧槽
握草
手艺人
EDG牛b
EDG牛逼
勾线了
牛逼
我要这币有何用
你TM刻我瓜是吧？
秀
666
前投币，后观看
魔法师
真秀搭配了
卧槽
卧槽
想煮了吃
一开始我是不相信的，直到视频变得逐渐离谱
缓缓打出？？
牛逼牛逼
瓜皮子是金子做的
然后变成冬瓜汤，一口啃掉他们的头
就是有点绿
卧槽牛逼
卧槽
强！
《水果艺术》
刘
瓜皮
这是要把冬瓜刻成我买不起的样子吗
卧槽
卧槽
扒皮是金子做的（肯定）
6666
有线，仔细看
你特么劈我挂了吧 
卧槽
牛
跟画画一样！！！
6个人，难道7酱
牛逼
冬瓜:感觉身体被掏空
大神
瓜皮edg
冬瓜仙人
！
那 这个就叫专业
666
注入RGB
卧槽
一头绿，哈哈哈哈
哈哈哈哈绿色的脸
刘这
卧槽!!!!
无敌
不急，一会儿炖你
是时候展示真正的技术了
冬瓜被凌迟了（doge）
我左耳机坏了？
？？？
点赞
ohhhhhh
这西瓜真圆
这瓜多少钱一斤啊        买不起，抱歉
牛逼啊
？？？？
牛逼
可以买嘛，太强了
离谱
牛逼
冬瓜 我何德何能
您
全员绿绿绿绿
牛批
感觉身体被掏空
？？？？？
什么？EDG被南瓜封印了？
升华
这下火锅不是滋味好极了
帅呆了
您
牛逼
绿巨人
牛逼
握草
ohhhhhhhhhhhhhhhh
这雕刻的声音听着舒服
瓜：我裂开啦！
6666
edg队员怎么都绿了
？？
牛通
出吗？我学生
脸都吓绿了
握草
牛啊
999
又回来看一篇
逼
冬瓜：爷燃起来了
卧槽
挖槽
卧槽
我靠 牛逼
我们是瓜皮？
暗示edg是冬瓜（dog）
他刻就算了，他居然还有笔锋
我要这币有何用！
牛逼
牛
这么牛逼吗
那把大的杀了几个人?
您
牛
卧槽
逐渐离谱
卧槽
逐渐变态
接下来请收看节目：edg夺瓜
离谱……
牛
牛
您
卧槽
这是冬瓜水冷吗
牛逼
我们是冠军！
直接拉到最后就好了
卧槽
我要这币有何用，都给了
由！
尤！
优！
卧槽
牛逼
这咋还放涅槃呢
冬瓜:感觉身体被掏空
卧槽
bgm不对，应该放所向无前
您
亿点点细节
没有我777一席之地么
牛逼
离谱
卧槽卧槽
卧槽！！！！
离谱
卧槽
提前在瓜皮上面打印好了
这是我没想到的，惊了
提前卧槽
爷青回
还没结束？？？
瓜：那一天，我变成了光
牛逼
这不是翡翠？
大师请收下我的膝盖
得换成我们edg的曲子【doge】
这要是外国，这不得被某些中国人封为“冬瓜仙人”？
你这雕的比我写的好好
离谱
你特么雕我瓜是吧
这币保不住了，一次丢了俩
离谱
盲猜jiejie
？
tai太像了
居然是妹扣，猜错了
我超
ohhhhhhhhhhhhh
好看
手艺人
强
好活，当赏
离谱
行，给我挑一个
卧槽 牛皮
这。要雕人头了。？
老哥无敌
这是冬瓜吗
卧槽
牛
牛逼
牛！
这瓜保甜吗
这手法不是外科医生可惜了
我字都写不了这么好看！
卧槽
冬瓜：我可以吹上一整年
前面的站住
牛逼
圣枪哥太像了
跟画画一样
您
离谱
丢~
卧槽
又是吃不起冬瓜的一天
下次雕个猛犸谢谢
厉害
您就是江湖人称‘铁画银钩’ 的张五侠？
好像啊
冬瓜：我这辈子值了
わ
少一个人吧？汉子哥不刻一下？
厉害
这就是魔法
用错bgm了
大师工
？
牛牛牛
牛
卧槽
妙啊
？？？发生了什么
蔬菜与水果
就离谱啊，想到了开头没想到结尾
你是牛皮我是瓜皮
老板你这瓜皮子是金子做的吧
空降02:50
冬瓜：这辈子值了
你tm刻我瓜是吧！“萨日朗萨日朗”
牛b
niubi
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
为什么不ban猛犸
666666
瓜：轻点儿，哥
牛逼啊
7呢？为什么没有7？
牛逼呀
卧槽
你TM刻我瓜！
牛逼
请把这个edg雕成冬瓜的样子
投币投币
？？？
牛逼
奈何本人没文化，一句卧槽走天下
逐渐离谱
我靠
77万播放量
撸批！
大佬
不会坏掉就好了。
牛逼
凯旋回家乡
牛逼
卧槽
这瓜买不起的样子……
离谱他妈给离谱开门
流弊
老板切歌啊
拿去
卧槽
牛逼
卧槽
三连送上
真想再给你投3币
禁止在麻瓜面前使用魔法
这就是牛逼
多少钱一斤啊
7777777
这瓜包熟吗
卧槽
2d的垃圾
离谱
s11用s9的夺冠主题曲（doge）
WOC
牛逼
离谱
牛
牛批牛批
全员绿化哈哈哈
我有一个比这还大的冬瓜，就是没这技术
真踏马狠
摁住三连了
卧槽
77777
6个瓜皮（doge）
打败韩国人的只有韩国人
关键还是这瓜配合的好，给冬哥三连
牛
牛逼
o h h h h h h h h h h h h h h
牛逼
（）！
离谱
牛逼
职业选手禁止参赛
像
牛逼
尤
我要这手何用
注入灵魂
火钳刘明
您
巴黎人集合兄弟们，应景而来
离谱
原来edg全称是额冬瓜
看到前面我说就这？ 看到后面我去 、 真大佬
让瓜皮飞一会！！
这种有真材实料的视频必须给币！
不可能吧
离谱吧兄弟，我不信
这不可能
????
卧槽
卧槽
手艺人
BGM不对啊
这就离谱
冬瓜：我值钱了
凰！
垃圾，我还以为是人像。。
这热度蹭的，这技术牛逼
你这是真爱
挖槽，大神，厉害了
卧槽
卧槽
基诺夫飞艇
一直变焦 眼睛好难受。。
冬瓜：你吃不吃了
你tm劈我瓜是吧(狗头)
我们是冠军
卧槽
卧槽
细！
离了大谱！
保质期
抓他去抠桠糖
可
卧槽卧槽
为什么没有汉子哥
牛逼
厉害
这瓜包熟吗
这个项目我王多鱼投了
牛逼
离谱
三连了
牛逼
2.0倍上倍！
圣枪哥绝了
牛逼
点错了
卧槽
弄两羊肉丸子
浪费冬瓜
干得漂亮
干得漂亮
干得漂亮
干得漂亮
干得漂亮
干得漂亮
浪费冬瓜
干得漂亮
干得漂亮
干得漂亮
浪费冬瓜
干得漂亮
浪费冬瓜
这一首是真的好听
卧槽
冬瓜强啊
牛
第五局的战歌啊
歪日
牛
666666
您
卧槽
卧槽
我愿称你为最强冬瓜
入冬了，西瓜贵了
卧槽
没扣
烟火神
这冬瓜再被凌迟啊
卧槽
林俊杰？
？？？？？
瓜包输吗？
请收下我的膝盖
BGM不对
666
圣枪哥的大耳朵哈哈
我曹
逐渐不对劲
逐渐卧槽
你雕我瓜是吧
握草
牛壁
冬瓜要涨价了
你TM刻我瓜是吧
这冬瓜我出一个亿，拿下
绝对是高光冬瓜
????用前朝的BGM雕本朝的冠？？？？
冬瓜：没想到我居然是水果
牛逼
BGM能不能不破不立
卧槽
这不把汉子哥弄上去不合适啊
好像
点错了点错了
你币有了！
有这手艺我还担心吃喝吗？
歪日
！
你这瓜多少钱一斤呐，woc，EDG啊，不贵
这个我会 我来！
牛
牛皮
跪了
看到meiko就卧槽了
我们是冠军
卧槽
卧槽。。。。。
牛逼啊
巴黎人心脏骤停。。。。
这瓜怎么卖啊
？？？？？？？？
jiejie不太像
瓜皮edg，哈哈
卧槽......牛逼
瓜皮金子做的还是瓜粒金子做的
牛逼
牛
牛哇
卧槽
绿了绿了绿了 他绿了。。。。
冬瓜：我TM含金量有点高
牛
可汗呢
这就有点离谱了
离谱
《浪 费 冬 瓜》
77777777
您
666666
微雕牛逼
牛逼啊
异地鸡
奥术
nb
敖厂长  好评
这是冬瓜宝宝啊
我还以为冬瓜比赛夺冠了
这是麻瓜。我悟了
冰岛人集合
握草
卧槽
卧槽
牛啊
EDG牛逼
卧槽
逐渐卧槽
加水漏电
我只想知道，削完之后会煮来吃吗
太强了……………
EDG牛逼
绝了
能帮LGD雕一个猛犸吗？
我巢
卧槽
666666
是真的离谱
谁能想到这五个圆团团，是五个人头
您
就离谱666
哎，那谁，你挡着我电控讲了
相当离谱
？？？？？。。。
冬瓜:这辈子值了
您
文化不高，只会说:卧槽
就尼玛离谱
牛逼
你币有了
应该放S11的主题曲的
帅帅帅帅帅
牛批
迪拜震怒
卧槽
牛逼
干得漂亮
干得漂亮
卧槽直接刻
卧槽
6666
卧槽
你和我说这是冬瓜？
禁止对冬瓜使用魔法
哈哈哈
？？？？？？
牛啊
牛皮拉丝
提前离谱！
雕完还能吃
歌放错了吧
EzDG专属冬瓜
这个失误是不是就完了啊
牛逼
牛逼
牛逼
卧槽
牛逼
对焦有问题，靠
牛逼
我们是冠军
666
每个人的头都是绿的，狗头保命
刘！
圣枪哥太像了
刘！
牛批
感觉edg都没你牛逼
把汗子哥加在旁边吧
瓜叼
6666
这瓜多少钱一斤啊
紧跟时事
好家伙，啊这，画都画不来
全  是 瓜 皮！！！
牛逼
这速度是不是防沉迷
？？？？？？？？？
汉子哥呢
一模一样。强的
好家伙，都绿了
瓜皮
牛壁
牛逼
卧槽卧槽卧槽卧槽卧槽   牛啊
牛逼
圣枪哥贼像
提前牛皮
我们是挂，嗯嗯，我们是瓜军，----我们是冠军
青瓜有幸刻EDG
这是冬瓜，保尼玛的熟，你买不买吧
满级人类
哦吼
全员冬瓜王
逐渐离谱……
我以为耳机坏了
准备截屏
这就是艺术吗
这瓜皮是金子做的
想想还要进肚子就于心不忍
可惜BGM错了
卧槽
你TM刻我瓜是吧！
再看一遍。。。
前方高能
牛！！！
卧槽
逐渐离谱
老板换碟啊！！！
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
直接雕裸奔过不了审的吧
这特么比我画的还好。。
bgm放的19年的涅槃，小凤凰夺冠那年
牛批
牛逼
牛逼
？？？
我还以为玉雕…
你这瓜包熟吗？
今年的哪里难听了？我觉得比s9好听
点错了啊啊啊对不起！
冬瓜：我值钱了
草稿都不用打，大神
被吃也值了
卧槽
我们是冠军！！！
卧槽
离谱
我们是麻瓜
EDGnb
逐渐离谱
冬瓜：原来爷是水果hh
？！！！
大受震撼
妈妈问我为什么嘴巴张那么大
这个牛换成7就完美了
牛逼
牛逼
可以可以
想要
冬瓜要涨价了，各位
巴黎人集合
流！！！！！！（幻听）
牛逼
老板居然记住了他们五个人的样子
离谱
不投币良心过不去啊
一模一样
您
卧槽
您
ohhhhhhhhhh
牛逼
66
这是高手！
牛逼
牛逼
注入灵魂
牛逼
牛逼
牛逼!!!!
牛逼
卧槽 牛逼
牛逼
田野！
离谱
禁止在麻瓜面前使用魔法
《注入灵魂——牛逼》
你雕我瓜是吧，您?
俊嘉c位哈哈
我连着说了7，8个woc，woc
卧槽
厉害
是魔法，他加入了魔法
全员theshy
卧槽
BGM要放谭晶的
提前卧槽
您
事情开始离谱
？？？
离谱了吧
面露菜色。。。
他是怎么做到不漏水的
您
这就过分了
卧槽
不对劲了
涅槃
离谱
牛逼
bgm为啥是phoenix
掏瓜窝子
你要不要吧
你tm劈我瓜是吧
离谱
3++++
BGM换个就完美了
上链接！
太像了
nb
这瓜好吃吗？
离谱
来说挖槽的
离谱
卧槽
卧槽
NB啊
EDG牛壁
牛皮
挖槽
握草
牛逼
？？？
这瓜我要了！
老板 这瓜包甜
牛批
牛批
三连了！
干得漂亮
从未设想过的道路￼
牛逼！三连了
预先刻好线条了啊
你是故意找茬是不是
牛逼啊！
等等！还少一个字！！
6666
我是杠精，为什么眼镜就带了一半
？？？？
冬瓜：这辈子值了
点错了
这是3D打印吧
卧槽！！！
EDG夺冠用小凤凰的主题曲
？？？？？？？
卧槽
NB
scout也像
逐渐离谱起来
冬瓜强？
牛逼帅
你三联有了
你雕我瓜是吧
咋吃
我汉子哥不配吗？
我汉子哥不配吗
我们是冠军
卧槽
大哥真的绝了
没法不投币
雕得比我写得好
牛
起手大招
对焦太烂了
非遗级别的刀法
牛逼
卧槽
雕的比你写的好看
这bgm，，，
点错了
牛批
吃了这瓜能夺冠吗
Ohhhhhhhhhh
巴黎人hhh祝贺EDG夺冠
牛逼
先赞后看
不破不立
大哥 有意向考虑去纹身店工作嘛 
绝活！今天的一键三连是你的了！
666
这个我会
讲究人
RGB!!
我要这币有何用
这大哥都不画一下吗...
为啥放phoenix 这不是鞭尸吗
放不可阻挡就好了
bgm搞事么
牛比===+++
牛逼！
我超！牛逼牛逼！
今年是一场蓝色的雨
牛哇
牛
嚯，卧槽了
没有可汗不完美
流弊
卧槽
卧槽
牛逼
牛逼
看这点赞投币量就预感不简单
三连在此先奉上了！
强无敌
开始蓄力
您
等等，人头像？！
开始逐渐卧槽
卧槽卧槽卧槽卧槽卧槽
草圣枪哥
蓄力100%
卧槽！！
离谱
离谱
h'h
冬瓜：敢不敢给爷个痛快
6666
这应该刻坏好几个瓜了
巴黎人心碎落泪
问题是当晚就下锅炖汤了
维持4
卧槽
牛啊
卧槽
厉害啊
卧槽？
厉害
？？？？
前面我都可以接受，后面我就卧槽
牛！
这瓜保冠吗？
乖乖
你这瓜保赢吗？
你比有了
你劈我瓜是吧？！
66666
二冬瓜
我投两个
冬瓜是水果
圣枪哥一下巴胡子
离谱到家
仙术
我不能接受！
冠军瓜，瓜界巅峰
开始了
圣枪哥jiejie!
scout!
大耳朵
牛逼
卧槽
S11冠军放S9主题曲？
银龙重铸之日，骑士归来之时
发生了啥？？？
太厉害了
卧槽卧槽卧槽卧槽
牛啊
？？？？。
我是瓜皮
进度条不简单
艺术家！！！
这也太像了
卧槽
1490
牛逼
弄玩照样能吃
冬瓜不是水果
逐渐离谱
绝活？
NB
卧槽
7777
卧槽
好像呀  栩栩如生
？？？
我跪了 老哥 太厉害了
牛逼牛逼
牛逼牛逼
牛
你特么雕我瓜是吧
牛哇
上流
卧槽，人脸都雕得这么像
放错歌了
牛逼
卧槽！
卧槽
牛逼
做一道菜就牛逼了
卧槽
现在的bgm应该暂时不能放，放了搞不好会侵权有可能
窝草
？？？？？
牛逼
这冬瓜会蹦迪
牛壁
牛逼
EDG没有瓜皮！
离谱
好家伙还是双声道
牛
圣枪哥一模一样啊
牛逼啊
卧槽
刻个7 齐活
牛掰了呢！
应该刻一个 7 
夺走了我的卧槽
牛逼
ohhhhhhh
EDG牛逼！！！！！
点错了…….
卧槽
牛啊
卧槽
卧槽
我要这币有何用
瓜生值了
牛
卧槽
？
牛逼
ohhhhhhhhhhhhhhh！！！
今年是牛年！
卧槽
牛！！！
最强冬瓜
我还以为我左耳聋了
点错了，对不起＞人＜
这是人？？？这是神！
握草，你来真的
行家一出手就知有没有
离谱！！
果然无愧 艺术 两字！！
收下我的膝盖
就特么离谱
这就离谱了啊
我投币还不行吗！
你把照片粘冬瓜上了吧
逐渐离谱
