19:33
先礼后兵
好家伙，直接把视频当录播了
反复崩盘
那(三声)么
干嘴里去了
哈哈哈哈哈哈哈
圆润了不少啊
烧火棍妹妹
666
笑死了
冰雹吗这是
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
冰雹hhhhh笑死我了
笑死
带制作
红红火火恍恍惚惚
又来搞事情了
这个视频只录了一遍！因为雪不够！所有！一遍过了！！
点开视频就开始笑
哈哈哈哈哈
台北下了雪，你说那是保丽龙
哈哈哈哈哈
笑不活了
整大活！
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
一镜到底啊
真好啊
室友好可爱啊哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
剩一个还挺开心啊（狗头）
谁擦屁股的厕纸扔过来了？？
先礼后兵
这是一首愉快的音乐
哈哈哈
原来天黑了
拍完视频你们整理宿舍的样子很狼狈）
《 收 放 自 如 》
假音很可以，赞一个
舍友真配合
天黑了
突然认真
十几年没下雪不是几十年哈哈哈
太可爱了哈哈哈哈哈哈哈
憋不住
真真是又难过又开心
哈哈哈哈
听起来好像不是很在乎的亚子
表情管理啊，为了你努力的舍友
把自己唱哭了
全是感情
大制作
蚌埠住了
泣 不 成 声
哈哈哈哈哈哈
蚌埠住了
保丽龙
我直接出门给你捧个雪球糊脸上
哈哈哈哈哈
蹦迪现场
哈哈哈哈哈
“几十年”
大制作
礼貌：你薛之谦吗
没有敬礼，缺点什么
下冰雹了
哈哈哈哈哈哈
《几十年》
哈哈哈哈
挺突然的
先礼后兵
超棒！
哈哈哈哈哈哈
女儿学成归来，非要给我露一手
笑到喷饭
上铺别撒头屑了
哈哈哈哈哈哈哈哈吧
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
今后你有谁呸！
在公司笑哭
头皮屑真多呀哈哈头皮屑真多呀哈哈哈哈哈哈​
听哭了哈哈哈哈哈哈哈哈哈
室友好忙
哈哈哈哈哈哈哈哈h
神经病啊   哈哈哈哈哈哈笑死我了
哈哈哈哈哈哈哈哈哈哈哈哈哈
哽咽了呜呜呜呜
怎么好听的一阵一阵的
《感情充沛》
？？
保丽龙
吉他：你们礼貌吗？
下泡沫
全都是泡沫
烧火棍弟弟的妹妹？
哈哈哈哈哈哈太可爱了吧
后面妹子，放开对方，冲我来！
可想象到唱完清理的认真
伤痕累累
辣 馍 认 真
几十年哈哈哈哈哈哈
自带MV
哈哈哈哈哈不行了还有冰雹
先礼后兵
你躺下行不行！你躺下啊！
笑死我了下冰雹
哈哈哈哈哈哈
xswl
乐景衬哀情
憋不住落
荒诞中夹杂着一丝忧伤，爱的那莫认真就像雪一般，可讲出来在旁人眼里还是蛮搞笑的
她哭得好伤心
哭的已经上气不接下气了，害，太用情了
打雪仗
保丽龙
是挺在乎的
笑死哈哈哈哈哈哈哈
哈哈哈哈
控制了但又没完全控制住
感动得哭了
氛围组登场
《音 画 不 同 步》
哭腔好评
小心明火
哈哈哈哈哈哈哈哈哈
《几十年》
会吃到吗哈哈哈哈哈哈哈哈哈
先礼后兵
这个视频可以更好
点进来之前没想到这么好笑
笑死了
有我呸
哈哈哈哈哈哈哈
我先来，先礼后兵
太可爱了哈哈哈
鹅叫哈哈哈哈哈
室友戴口罩应该是还想做人
闭上眼睛就当哭了把
太可爱了
笑死
无情工具人
我看成了随时要你命，啊哈哈哈哈
首页通知书
热门啊啊啊啊
大巧不工 重剑无锋 全是感情！
很稳定地保证了每一句只有两个字正经唱！
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
《音  乐  安  静》
也没有很认真
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
室友好好啊
那馍认真enen～
对不起，没币了！
硬核夜深人静
这是北方佳人的头皮屑
看她哭的多伤心啊哈哈哈哈哈
妈耶！哭得好感人！！！！我动了
笑场不行
二刷
我看这人挺多的啊(doge)
突然想起来戴佩妮的怎样
东北的雪下的要把人埋起来了
这冰雹笑死我了
给舍友加鸡腿哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
笑死了
曹 冰雹是吧
卧槽我也忍不住了
最佳队友
笑不活了
哈哈哈哈笑死
哈哈哈哈哈
什么呀好好笑
背景音乐：呲
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈救命
还有实时mv。
整活啊
好可爱啊
全程高能！！！
《专业》
收放自如
哽咽了哽咽了
烧火棍妹妹蚌埠住了
百万特效
。。。。。。。
听你这好像分手很开心啊
草
再来一遍
几 十 年
打雪仗了开始
笑死了
比谁都要认真哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
冲着这笑声，点赞了！
这是哭腔！！！！
清起来一定很麻烦吧
我看到了你收拾宿舍的样子好狼狈
哈哈哈哈哈哈哈哈
下的真的很认真
你是我见过分开后笑的最开心的那个/dog
悲伤笑了
人工特效绝了哈哈哈
好像也不是很在乎
要是小姐姐能憋住不笑的话估计更好笑，哈哈
辣么认真哈哈哈
上铺的该洗头了！嚯 这头皮屑！
心疼吉他
新概念认真
同款裤子
要哭了哈哈哈哈
？？？？
嘛的，我受不了了，吃饭噎住了，兄弟。
哈哈哈啊哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
为什么我看哭了，这样的宿舍氛围好难得
注入感情中。。。
哈哈哈哈哈哈
哈哈哈哈哈哈
笑死了
&哈哈哈哈哈哈哈
沃特玛记得这是个悲伤的歌
哈哈哈哈没爱了没爱了
快没了哈哈哈哈哈
你受过专业训练，不会笑的！（doge
你看她哭的多伤心啊
前排提醒 不要在图书馆里看！！！
你看孩子多高兴啊
为什么看着就很聪明的样子
最忙的是室友
好，咱们接着注意情绪！
突然意识到以前没注意过歌词
点进来之前没想过会这么好笑
上上谦会不会就是这样！！！
倍速观看，有惊喜
整段垮掉
薛之谦：整段垮掉
笑死了，几十年
忍不住再看一遍
全是技巧，没有感情（
上铺的头皮屑
哈哈哈哈哈哈哈
这就几十年不下雪了，上海人要哭了
咋还唱哭了，哈哈哈哈
过分了让我笑出猪叫
随便
这转音绝了
警光好
闪亮的灯球
Hhhhh
泣不成声
？
蚌埠住了
这后期舞台清理有点费劲啊
hhhhhhhhhh
大制作
hhhhhhhhhhhhhhhhhhh
这是搞笑视频吧
hhhhhhhhhhhhhhhhhn
咋还哭了
她甚至笑出了声
头皮雪吗哈哈哈哈
哭的好伤心
还是爱～～情～～～～
哭腔好评
中国保安队
这哭腔绝了
《头      皮       屑》
强颜欢笑
为了室友
？？？还是姬情
赞
哈哈哈哈哈
我说那是保丽龙
这打扫起来很麻烦吧
哈哈哈哈哈哈哈
前方高能
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我悲伤的笑了哈哈哈哈哈哈
mv啊哈哈哈哈哈哈哈别太用心
我已经开始咬舌头了
灯光师就位！！
灯光师就位！！
嘴都笑歪了哈哈哈
泪目
泪目
哈哈哈哈哈哈哈哈救命
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
你是哭了吗
先礼后兵
唱着唱着就哭了
这雪真难化dog
哈哈哈哈哈笑死我了
哈哈哈哈哈哈
你并不认真
助力每一个梦想
你咋这么多头皮屑啊
闭眼看，快哭了
纯感情演唱
Respect.
人胜歌
哈哈哈
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈好可爱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好认真
哭腔
哭了哭了，你看她哭的好开心
Sulute
你看她哭的多伤心啊
cs现场
《哭的认真》
哈哈哈哈哈哈哈
我听哭了 你们呢
绷不住了
认真个鬼啊，砸了琴和他们拼了》《gang ha dei
甚至出了猪叫
光听的话还挺像哭腔的​
这句唱出的心里话仿佛是：爱谁陪谁陪，老娘算是终于脱坑了
室友来一打
毫无悲伤可言
泣极而喜
牛战士来了啊
《随便的雪》
救命，笑死
红红火火恍恍惚惚
哈哈哈哈哈哈哈哈哈哈哈哈
烧火棍姐姐
爱了
确实是挺在乎的哈哈哈哈
太可爱啦
哈哈哈哈哈哈几十年哈哈哈哈哈哈
都是可爱的人啊
没有技巧，全是感情
哈哈哈哈哈
吉他没事吧（
几十年哈哈哈哈哈
怎么还有冰雹哈哈哈哈哈哈
打雪仗是吧
哈哈哈哈哈。
ktv了好家伙
战术抿嘴
随便的雪笑死我了
泣不成声
哈哈哈哈哈哈哈哈哈
上海：我才十几年好吧
歌神
感情拉满
雪：我下着玩的
保丽龙
感动
这是失恋之后去蹦迪了
完了，我也不会唱了
蚌埠住了
哈哈哈哈哈哈哈
怎么才能让薛之谦看到
泪了
全是感情
道具组准备就绪
感情到位了
她在狂笑！
感情很足
可以，但真没必要，太废室友
鼻子吸了不少吧
哈哈哈哈
《不要笑挑战》
二刷二刷
已经开始笑了
便宜的雪
哈哈哈哈哈哈哈哈
喷射的雪
傻p
别哭啊
选择弹幕最多的唱法
唱的太好了，比tm唱的不好太好了
泣不成声哈哈哈哈哈哈
蚌埠住了
哈哈哈哈哈哈
哈哈哈哈哈哈哈
乐景称哀情
直接怼脸喷吧hhhhh
逼格拉满
我也想问吉他哈哈哈哈哈
蹦迪场了
哈哈哈
《游  刃  有  余》
演技到位，看着是笑，其实是在掩饰内心悲伤
很有意境
薛之谦看了都要流泪
哈哈哈哈哈哈哈
一点也不认真啊哈哈哈哈
我就想知道今天谁打扫卫生
先礼后兵
蚌埠不住了家人们
点进来之前没想到这么好笑
还有灯光秀
下冰雹啦
感动哭了
这个东西非常易燃！注意啊！
雪中disco
橘起来了
冰雹啊淦
《几十年》
室友好忙hhhh
蹦迪灯都有
笑什么
哈哈哈哈哈哈哈哈哈
哪里有口罩给我一个
？
哈哈哈哈哈哈
妹妹不用查寝吗
好像也不是那么在乎
这哭的也太惨了
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
你 有 谁 赔
室友也是努力不笑场打扰
好可爱我好喜欢
我喷，那东西已经买不到了
你明明一直在笑！！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈
笑容是会传染的
瞬间正经
瞬间笑场
悲伤的笑了
在正经和笑场之间反复横跳
全是感情
哈哈哈哈哈哈哈哈哈哈哈哈
宁应该唱一剪梅啊哈哈哈哈哈
喜剧的背后是悲剧阿各位！
这是哭了吗？？？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
宝藏UP
你看她哭的多么认真
人工降雪
居然还坚持唱完了，up狠人
'
感情非常充沛
全是情感
大喜转大悲
哈哈哈哈哈哈哈
嚎啕大哭
哈哈哈哈哈哈哈哈
暂7师军乐队
我真的笑死了
哈哈哈哈
吃饭噎住的等等我
这移动的灯光让我看到人在移动
哈哈哈哈哈哈哈哈哈
泪目！！！
你说那是保利龙
你明明在笑，哪里有伤痕了
《全是感情，也有技巧》
嬉  皮  笑  脸
up主注意安全
哈哈哈哈哈哈哈哈
蚌埠住了
好可爱
保丽龙
真是大熊猫点外卖，笋到家了
你们扫地样子真狼狈/doge
她真的 我哭死
哈哈哈哈
哈哈哈哈我先笑为敬
哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
这是粉尘，哈哈哈哈
哈哈哈
蚌埠住了
哈哈哈哈哈哈哈
再来一遍红红火火恍恍惚惚
《认真》
打扫得时候更认真哈哈哈哈
随时要命
搞卫生时候的你，一定很狼狈吧
哈哈哈
哈哈哈
红红火火恍恍惚惚
哈哈哈哈哈
先礼后兵
不懂就问刚才那个是冰雹么
不行了咋内么搞笑呢
没有技巧 全对感情
一点技巧没有 全是感情
泣极而喜
雪花演的真好
警官好
泣极而喜
哈哈哈哈哈哈哈哈哈
我C！！
泪目
为了你们的道具组 投币了
吉他不能要了 头不能要了
我的头皮屑
没人陪了
热知识薛之谦B站有号
还  是  哀  情 
助力每一个梦想
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
香锅好!
太可爱了哈哈哈哈哈哈哈哈哈
香锅好!
？
《橘势大好》（bushi）
好像爱的也没那么认真
RGB
确实
欢笑中带着真感情的在唱，支持
舍友确实辛苦
真就宝丽龙a
泪目
哈哈哈
三连了
确实很悲伤，舍友气氛组也掩盖不了那中心里的难过
颤音好评哈哈哈
《哭腔》
这是一个让人既开心又想哭的作品
哭腔真棒
哈哈哈哈哈
后面两个好可爱好认真
绷不住了
《不要笑挑战》
笑就笑，你哭啥。。。。。
这眼泪是笑出来的吧
不要笑挑战 
哈哈哈哈哈
这雪不会飘嘴里吗
哪mo认真~
莫名感觉up有点伤心
有黑幕
退票退票
阳光下的泡沫
年轻就是好呀，好开心
点赞了，为了你的出戏
哈哈哈
悲  极  而  喜
《不认真的雪》
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
很有仪式感
哈哈哈哈哈哈绷不住了
这腊鸡怎么扫呢
歹命
我装的多么认真，我哭的多么认真
不要笑挑战
《战术转音》
喜极而泣了，属于谁
注入灵魂
注入感情
嗨，老婆 我直接一个老婆A上去
雪：我下次不敢了
重新温习一遍
哈哈哈哈哈哈哈
几十年哈哈哈
哈哈哈哈哈哈哈哈哈
点开前没想到这么好笑
这是笑出眼泪了吧
保持优雅
唱出鹅叫
天外来物
我喜欢
别哭了宝
沃日，开幕雷击，你咳啥吓老子一条
确实飘的很突然哈哈哈哈哈
沉浸式表演
哈哈哈哈哈哈哈
好可爱呀up
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
蚌住了 属于
头皮屑撒啦！！！
憨憨敬礼
哈哈哈哈哈哈哈哈
加鸡腿
哈哈哈哈
室友的手电筒在cos路灯吗？哈哈哈哈
把你牙收一收，谢谢
谁的头皮屑！
上面彩虹歌词的 确认是同个视频来的了哈哈哈
薛之谦听了表示很淦
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
high哈哈哈
川剧变脸
哈哈哈哈哈哈哈哈哈哈哈
《认真》
显然戴口罩的室友在地球还有留恋的人
不   要   笑   挑   战
全是感情
哈哈哈哈哈哈哈哈哈哈哈
心疼吉他
下得辣么认真～
之后打扫得很辛苦吧
两种唱腔切换得竟如此自如
你们收拾残局的样子真狼狈
室友加鸡腿
哈哈哈哈哈哈哈
薛之谦：我写的词好像不是这样的哈哈哈哈
23333
憋笑挑战
雪:我可真认真
救命
也没那么认真
哈哈哈哈哈哈
巴适，今天语文老师才说他没见过以乐景衬哀情，明天我就给他看
土拨鼠成精啦
哈哈哈哈哈哈哈哈哈哈
薛之谦人麻了
带制作
《几十年》
哈哈哈
感觉是想哭了
左撇子！
到位
@薛之谦
哭腔雷姆了
好可爱
哈哈哈
请认真一点
收放自如
噗呲～噗呲～
泪是笑出来的
哈哈啊哈
自己人，别开腔
《一步一步吞噬着我的心》
前面认真的雪，后面在857857
玩时一直爽，打扫火葬场。
反复横跳
挺不认真的  真的
收拾起来很狼狈
哈哈哈哈哈哈哈哈哈哈哈哈
我点进来之前没有想到这么好笑
她这是悲伤到了极致！！！
哈哈
灯光师调下灯
你看她哭的多伤心
殆命
今日阵雪降临
急支糖浆呵护您的嗓子
喷的竟然是心形？！！！
哈哈哈哈，谢谢你给我的快乐
其实是三个人
再来一遍！
666
哈哈哈哈哈哈
认真又潦草是怎么回事
哈哈哈哈哈哈
高级了高级了，笑中带泪才是真证的内核
就下我一个人
感觉分手很开心 哈哈哈
哈哈哈哈哈哈
开头就笑炸了
哈哈哈哈
哈哈哈哈哈哈哈
老薛：＂我的歌b站的朋友随便唱呗，不就玩嘛
你认真一点！已经十年了
第一句就绷不住了
好像爱的也没有那么认真了...
好好听呀
这么多头屑
不，你才不在乎
我要瞎了
哈哈哈哈哈
难绷
笑的跟哭似的，专业
我是盲人 请问up为什么哭的这么伤心
？？？？
悲极生乐
全是感情
头皮屑多
哈哈哈哈哈哈哈哈哈哈哈没有一句完整不笑的
是不是还有个室友在底下挠脚丫子
雪会化的到时候一拖地就行
我笑了，我也恋爱了
分手的太开心了
这是一首伤感的歌吧，阿喂
蚌埠住了
警车来抓人了!
hhhhh
@薛之谦
香锅？
好，鼓掌鼓掌
第一次听认真的雪从头笑到尾哈哈哈哈哈哈哈
泪目
哈哈哈哈哈哈
同款宿舍
哈哈哈哈哈哈哈哈哈哈受不了了哈哈哈哈哈哈哈哈哈
雪藏
切换自如
耶诞夜的配色，也不配黄绿红。。
总之情绪也算拿捏了
情绪进入失败
镜像啦，不是左撇子
好像我妹啊
(⊙o⊙)哇
嬉皮笑脸的雪
调子起高了
气氛组给力
不看画面哭腔有了！！！
已经开始笑了
没雪了
是十几年哈哈哈哈哈哈
封面：楼  上  的  张  姐（bushi）
哈哈哈哈哈哈哈哈哈
哭腔（bushi）
好活当赏
你一直都在笑，都没停过
好欢乐
牛哇
你笑死我有谁赔
别唱了，你火了
哈哈哈哈哈哈哈哈
几十年…
你一直都在笑，都没停过
我终于知道她俩为啥戴口罩了
《认真》
《 认 真 》
哈哈哈哈哈
乐景衬哀情doge
直接泪目
你就是艾尔莎的室友？
我特么笑死了
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好可爱哈哈哈哈哈哈
很难不三连 
笑死了
十几年没下雪的宿舍突然下雪
四舍五入等于一句也没有
我只会心疼琴
哈哈哈哈哈哈哈哈哈哈哈哈哈
好可爱的女生
这转场更绝
这也太多了吧哈哈哈哈
再来一遍
保丽龙
喜剧的内核是悲剧
闭眼听真哭腔哈哈哈
史诗巨制
哈哈，阔爱
不要笑挑战
哈哈哈哈哈哈哈
别忍了，我知道你想哭，大声的哭吧，不要用笑掩饰了
不笑场就好了
想转发到朋友圈又不敢
是镜面还是左撇子？
哈哈哈哈哈
好听
还自带了mv
蚌埠住了
不行了，蚌埠住了，笑死我了哈哈哈哈哈哈
节目效果还整挺丰富
救命好可爱！
哈哈哈哈哈哈哈
这首叫：分手快乐？
冰雹哈哈哈哈
不认真的雪
一个人好开心哈哈哈哈
绷不住的雪
笑的我咳嗽了
新流派：在感情与技巧间随时转换
笑不活了我去哈哈哈哈哈哈
凌晨两点 室友都睡了 我憋的好痛苦
《你  有  谁  赔》
《赔》
氛围感满分（
好听
不看画面简直是悲伤的哽咽
专业
讲究
薛之谦：深井冰啊！！！！
哈哈哈哈哈太逗了
可爱  笑不活了
先礼后兵
好伤心，哭了
我以后就要找像这样的宝藏女孩
解脱了属于是
分手快乐
全是感情，没有一点技巧
台北下了雪，你说那是保丽龙
敬业
？？？？？
没有技巧全是感情
道具组下血本
哈哈哈哈哈哈哈哈哈
笑死我了
笑死了，居然还有MV。
好欢乐
你那么认真，哈哈
上铺の头皮屑
爱得那木认真
果真不在乎
同款吉他
好可爱
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈怕哈哈哈哈哈哈
再来亿遍
有老薛那味了hhhhhhhhhhhhhhhh
保险公司赔
还别说这段还真有点那种雪夜里孤零零的路灯孤零零的人的感觉哈哈哈哈哈哈哈哈哈哈哈
好像也没有完全爱
笑出哭腔了属于是
旁边是停了辆警车吗
旁边是停了辆警车吗
哇    琴！琴！琴！音孔里面都进去了！啊啊啊啊啊！怎么清理啊啊！
哭腔好评！！！！
左撇子？？？
贼像依萍的声音
能看出来，没有技巧全是感情
《不认真的雪》
太可爱了叭
反复横跳的情感
蚌埠住了
不知道拍了多少遍
几十年。？？？
保丽龙
《硬核 夜深人静》
保丽龙
室友好忙啊
《几十年》
cover失败
谁蚌的住啊
还有雪球？
哈哈
红红火火恍恍惚惚
看她多伤心呀
蚌埠住了
呵呵哈哈哈
绷不住了家人们
舍友多敬业
大制作啊
唱不下去了。感情太到位了
大制作
笑着笑着就哭了
唱得很好，下次不许再唱了
笑死
雪没有up认真，笑拉了
这就是2020的春晚小品吗（狗头）
哈哈哈哈哈哈哈哈哈哈哈
2022春晚小品（狗头）
绷不住了
跟up一个学校诶，打call
你这分明是保利龙
雪是真的就是没认真
你这指法不对啊
《认真》
看封面以为是成宝拉
很难蹦得住
专业一点。不要笑
我看你一个人挺开心的
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
嘿嘿嘿哈哈哈哈哈哈
泪目
警官好
几位造雪师忍不住也出来抢镜了
灯光太逼真了
靠跟我一样的白衣服
唱的很好，下次不要唱了
还戴着口罩，看来是想做人哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我不知道看第几遍了
确实不用在乎
你真的在乎吗
一时间分不清到底是在哭还是在笑
室友的头皮屑吗
哈哈哈哈哈哈
那沫认真
没有技巧，全是感情
突然香水有毒的味道出现了
我在期待什么
罗马仕充电宝
唱的什么玩意，来搞笑呢
笑不活了
哈哈哈哈哈哈哈哈
《雪崩》
社交牛逼症
听不出一丝在乎
《伤痕累累》
谁杀鸡了
《以乐景衬哀情》
哈哈哈笑出的眼泪吗
你一直在笑！！你都没有停过！！！
感觉你挺开心啊
哈哈哈哈哈哈
雪崩
笑吐了
迫真的雪
你小心，薛之谦哔站有号，马上就过来给你点赞
真唱无疑
是不少个字
好家伙 暴雪
以乐景衬哀情
嬉皮笑脸
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
大家想一下没有画面听这是啥感觉
居然没笑场
录完洗头吧
莫名可爱
你晃我眼了
看她哭的多魔伤心
泪目
不认真的雪
要蹦迪啊？
笑死了
你给我严肃点！！！
保丽龙
哈哈哈 我为什么问要笑
蚌埠住了
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
以乐景衬哀情
《认真的雪崩》
哈哈哈
几十年？？？
唱哭了
全是感情   没有技巧
好可爱a
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
奇趣蛋真丑
53231323
5323
5321
哈哈
《die命》
再来亿遍
我真的蚌埠住了
以乐写哀
哈哈哈
再来笑亿遍
对象：分的很开心是吧？憋不住了是吧？
你认真点好么
她喷你！
百万灯光师
《嬉皮笑脸的雪》
真不行了，面膜笑掉了
室友mvp
你看她多难过啊
笑死了哈哈
哦~台北下了雪你说那是保利龙~
毫无技巧，全是感情！
锁喉唱法 哈哈哈哈
别爱了
哈哈哈哈哈笑死我了
泪目
后面两个是怎么忍住不笑的？
本节目由雷蛇倾情赞助
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
死亡rgb！
毕竟那是我深爱的女人
警车哈哈哈哈哈
我看你一个人还挺开心的呐
分手快乐了属实是
满分特效
哈哈哈哈哈哈哈哈
你这爱也不认真啊
我寻思这也不是一个人嗷
先礼后兵
嗓子是不舒服，沙哑了吗 
？
喜极而泣（bushi）
头发好洗嘛？2333
伤痕
认真的雪（物理）
认真的雪（物理）
？？？？
哈哈哈哈哈
