沙发
热乎
来啦来了
刚刚！
来了？
刚刚！
刚刚刚刚
卧槽
1播放！刚刚！
来了来了来了来了来了来了来了来了来了来了来了
热乎
热乎的
第一次这么早
222
热乎
播放量一
不亏是我！秒刷到！
热乎
热乎
刚刚
太热乎了
刚刚
爽什么？
刚刚
刚刚
就爽（doge）
1分钟
热乎的
刚刚！
一分钟真烫
我是第……
1分钟，热乎
1分钟，
一分钟
一分钟
刚刚
一分钟
1分钟
刚刚
刚刚！！！
1分钟
来来来了
来早了
一分钟！！
早早早
都给我复习.........
一分钟
刚打开B站
一分钟！！我出息了！！
一分钟热乎的
一分钟！
23333
1分钟！热乎的！
芜湖
一分钟
嗨p
这手ban拉了
2分钟！
哈哈哈哈
热乎热乎
妖姬是真的大(//∇//)
我居然是播放量1
两分钟
我来组成弹幕
最早
三分钟！
热乎的
热乎
你是觉得爷睡了吗
热乎
三分钟
多爽什么？
3分钟
哈哈哈哈哈哈
草
三分钟，还是慢了一步
t1三分之一功劳
卧槽 抓住第一时间更新的小黑板了
来了来了
冰岛人集合
哈哈哈哈哈哈哈
别捅了
肝帝
玩拉了
3分钟
3分钟 第一次啊
波比嘞
四分钟
lailai来了
几什么？
4分钟！！
4000
四分钟，凉了
好家伙，已经开始怕了
蚂蚱不是挺好打妖姬的嘛？
时光是好的，就是赢了，输了就惨了
法考人无所畏惧
感谢T1
留影纪念
4分钟
冰岛人是两拨人，猪狗空前团结
哈哈哈哈哈最后一把
绝杀
前排前排
来啦来啦！
蚂蚱不是挺好打妖姬的吗？
4分钟
太细了
5分钟，热乎
LPL浑身是眼233
刚刚
这盲僧战绩就离谱！！！！
热乎的
这个设计不错
蚂蚱不是挺好打妖姬的吗
赵信怎么肥事
EDG！淀粉终于熬到头了
热乎热乎
这是嘉文第几世了？？
6分钟！
哈哈哈哈哈哈哈
哈哈哈哈哈哈
冰岛下人edg
嘉文六世
6分钟
不愧是FMVP 真细
热乎
7分钟！！！
6000人
5分钟，热乎
@icon
细啊
热热乎乎的
左边看到这个时光估计人都麻了
7分钟
假放眼，在低端局是不存在的
DK和EDG斗抄T1作业哈哈
游戏结束
来早了
虚空插眼 真·假眼
下午五点就睡吗牛的
七分钟 热
细
哈哈哈哈哈哈哈哈哈
八分钟热乎乎
刚刚
卧槽
信爷，别捅了我怕
有一说一dk英雄池还是太深了，值得尊敬
日女真不counter洛
8分钟 还热乎
高手博弈啊
雷克雅未克人集合！！
时光和皇子绝配，皇子就怕进场出不来
尽管鼠男很绿色，但是汗子哥也没好到哪去
细啊
卧槽肝帝！！
爽什么？
刚刚刚刚
九分钟
蚂蚱不是挺好打妖姬的吗，问号
应该只是想试试，看能不能处理皇子，如果第一把能处理，之后就可以不ban
10分钟
？阿布才说LPL的教练就是头铁
十分钟，我超！
蚂蚱不是挺好打妖姬的嘛？
许桑和列文虎克帝是一个声线？
冲冲冲
细细细
10分钟
wow
热乎
其实也想看23局怎么输的
1
只要妖姬不肥时光对于dk的阵容就是无解的 时光就怕妖姬肥
头铁的已经回家了
1分钟
嘉文六世而亡
许秀是针对不完的，只能针对三叔
爽什么？
蚂蚱不是挺好打妖姬的么
12分钟
热乎！
赵信你在赣神魔
细细细
12分钟
盲僧人柱力
这里德云色说洛是counter日女的
热乎
嘉文五试
猪仔集合！
狐狸手段
卧槽，强行逼你回去
？？？ban了吧
十分钟热乎
嘉文七世
13分钟来晚了呜呜呜
13分钟，香喷喷
来了来了
早
14分钟
承包空屏
doinb也说了这个眼
来啦
妖姬版本陷阱
dk英雄池还浅啊？
皇子进场就没技能，复活出来还能再打一套
14分钟
15分钟
15分钟
khan人麻了，进去不是不进去也不是
关闭15分钟大门
15分钟
蚂蚱不是挺好打妖姬的吗？
还能猜出edg的优先级和部分想法
16分钟
嘉文六世
来了
ghost也属实整不会了，绕头笑死
虚空之眼
信爷表示亚索内鬼
看到这手时光当时感觉这把有了
我来
早
还挺热乎
烬推线一般吧 我自己前期各种射手都能推我线 
好消息:这个坏消息其实是个好消息
冰岛人集合！
FMVP!!!
空城计是吧
赵信在捅亚索
这里看比赛的时候发现了  假动作真的帅
你蚂蚱对线岛主那肯定效果不好啊，许秀都对不明白
t1发现事情并不简单
19分钟
蚂蚱不是挺好打妖姬的吗？
热乎
感谢geng
edgnb
全场一把大没放
事实证明，第一把正是烬嗯死了妖姬
13000+
皮肤选时光
这个时光真的牛
这手时光真的不错，扣马赛后采访说了被这手搞了
日女可以在洛魅惑贴身之前q
因为皇子登基了
前排占座
这个假动作当时看比赛注意到了
哈哈哈哈
1.3万在看
1.3wren
太细了
也不用太累着 复盘赢得就行了
细呀
时光被动
其实dk上路必须出一个能打ad输出的英雄，中下都是ap，目前版本肯定是男枪最好，不过这手亚索主要是风墙限制和击飞配合定点爆破，对线亚索打男枪肯定算不上优势，甚至有点小劣势
蚂蚱
中路河道插亮了就知道smk妖姬要哑了
瑞兹啊
咋没声了？？？
水平相同才有康特的说法，职业选手亚索普遍水平比其他英雄低一些（熟练度）所以其实没康特到
plant丶Flandre
龙坑二打一亚索没放大吗
各偷T1一半，就离谱
《坏消息》
个人血书求第四局BP阶段DK拆卢娜组合的复盘，我觉得这个值得探讨啊！！！！！
EDG打三星放盲僧吃过亏的
29分钟 啊 还是晚了嘛
热乎
皇子太强了后面被连续按掉
蚂蚱不是挺好打妖姬的吗？
前面的兄弟 canyon英雄池也很深
热乎的
多爽什么？
先赞后看，已成习惯
gen：我们就不ban皇子
一分钟！！！
蚂蚱不是挺好打妖姬的嘛
确实
看到就知道有了
别瞎说，亚索在edg推大水晶虐泉的时候放了一次大
历史上世界赛选亚索的全寄了
本来感觉无了，一个时光活了
世界第一皇子
来了
真的牛
这把Beryl视野分拉焖了
嘉文六世了属于是
蚂蚱不是挺好打妖姬的吗？
没有人的？
现在很少人看。
波比更多是康特刀妹盲僧双进场的单防不了妖姬
这不直接法穿鞋打先锋团
1.3W+
25分钟一万赞，后面跟上
1.3W+
确实爽
DK这边异常的地方在于马老c异地登录Khan
t1战术两队都借鉴了
别尬黑，先锋那里放大了
的确时光很强，对面被迫先切时光
谢谢你RNG
你来啦，划水等下班人
只要亚索发起进攻，一切都会好起来的
canyon：我一出手，必定死人
嘉文六世
爽啊
T1最后的波纹分别给到两边
思路清晰，时按说BP
螞蚱不是挺好打妖姬的麽？
五把都要
T1最后的波纹
卧槽
被ban四把简称嘉文四逝
两个队都学T1，EDG更胜一筹
蚂蚱不是挺好打妖姬的嘛？
对线过都知道的，其实亚索根本不好打男枪，没队友基本上打不过的
图穷匕见
就知道你会选我
热乎的！
爽啥。
居然不是晚上了
来了拉人
小学弟很爱在这个地方回城，
觉得我下班了吗
这个套路低分段通用
时光还解决了先锋团没6的问题
热乎
放了两次大
来了
一千三伯人你们好啊！
EDG教练：我们没想到会打dk
34％
雷克雅未克人集合
只能说EDG抄的正确答案，dk抄了错误答案
s9的doinb也做过这个
赵信：亚索，我看你菊花紧不紧
来了，
这里挠头真的笑死
逼edg二选一
峡谷地包天除外
DK知道不能七世
来了来了！
时光完美发挥
哈哈哈哈，蚌埠住了，最后一把皇子
这把亚索发挥空间无限大，但凡这汉子哥打出一点作用，也不至于一点作用都没有
lpl和lck的盲僧都很强，其实准确的说盲僧属于打野位基础英雄，跟中单的发条差不多
蚂蚱打瑞兹小虫子不等于送钱啊
dk的鬼皇英雄池浅，其他人不浅
之前的理解是日女counter洛，但是洛堆韧性直接反过来counter
不说策略，妹扣竟然打得这么好！
谁说的我就想看认真复盘！（doge）
1.2w+
直播看到这个就觉得edg准备挺多的，还有后面妖姬的插眼，第一把赢了就觉得能赢，就算1：2也觉得能赢
icon:冰女带啥天赋?
SKT的2招一人偷一招
哈哈哈哈哈哈
看张嘉文直播都知道他必ban亚索的
没错你卡了
奥斯卡欠scout一个小金人
？没声音啊
！！！一小时 还温的
蚂蚱不是很好打妖姬么？
我rank也喜欢假动作插眼
1.2万
热乎的
那一年，猪和狗都有了共同的身份-冰岛人
热乎
在这里，用皇子打野是真的有问题，皇子打妖姬真的不够
哈哈哈哈哈哈哈哈
两枪一个
不是这样一列，不知道这么恐怖
1.2万人就尼玛离谱
世界赛好像就ig拿亚索打上赢过
新鲜！
时光被动可以加经验
s9ts还是赢过一把亚索的
嘉文六试
哈哈哈哈哈哈哈哈
不客气  EDG
严查赵信
一小时
？
undercut了属于是
这个时光拿的好，meiko玩的也好
高产
爽什么？
这赵信咋一直在桶
蚂蚱不是挺好打妖姬的吗？
而且时光选出来，下路会有一级的等级优势
老阴比啊
我的评价是:做第三四把的，让他们爽
肝不疼吗？
冰岛人不止RNG!
1小时热乎的！
学弟这个瑞兹是打出来了 
直接选莫甘娜啊
冰岛人集合！
clid拿都能乱杀，是盲僧恐怖，不是三叔恐怖
想看全部五场
什么？爽什么？
离谱
有毛病吗
经验其实倒是其次，对面一波流的，时光的大招能抗住对面冲来的第一波伤害
听说日女不是很好打luo
细
你们只在乎EDG夺冠，而我听到哥哥感冒了还给我们复盘
爽什么？
窝瓜男枪两枪做掉
觉爷睡？
蚂蚱不是挺好打妖姬的吗
蚂蚱不是挺好打妖姬的吗？
细细细细细细细
哈哈哈哈，笑出声
所以为什么不ban皇子
蚂蚱不是挺好打妖姬的吗？
哟呵，几点就放出来
我们是冠军
前面的，ig打grf，shy哥亚索赢了
而左边视野一点没做出去，完全不知道皇子动向
蚂蚱不是挺好打妖姬的吗
虚张声势牛壁
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈DK后面TMD不敢放了
莫甘娜能打妖姬？你玩过中路吗？
这ban冰女太装逼了
冰岛人集合！
结果一局就放出来两个大招
复盘多多滴 硬币大大滴
蚌埠住了
蚂蚱不是挺好打妖姬的吗
这波 这波要是我不可能被骗到 你爱插那插那反正都一样~
hhhh
爽什么?
但结果一手时光直接破局
真细啊
EDG牛逼
蚂蚱不是挺好打妖姬的吗
faker一生之敌亚索
蚂蚱不是挺好打妖姬的吗
好耶
蚂蚱不是挺好打妖姬的吗
就第一局最精彩
这消息可太坏了～
热乎
觉爷睡
爽什么？
当时出时光我都惊了！
7777
哇，细细细细细细细细细！
抄作业
就知道你会选我
信爷捅哪里呢
2333333
意味着难受
多爽  什么？
感谢g2训练赛还真练了男枪打亚索
666
真的猛！又来了！热乎！
细啊，回个城就把对面拿捏了
时光应对原神哥的游走抢6，时光能给经验
还是放了一把吧
哈哈哈
蚂蚱不是挺好打妖姬的吗？
诶这个假插眼之前是不是FPX还是谁也见过
虚空插眼
一小时
爽什么？
复盘1，2，5局就够了
低端局根本没用，根本不会有人注意到这些
快，2.6万了
完了，最后一把了
世一中？？？？拿来吧你
一小时！
一个小时就2万3点赞，你的目标定太低了
1小时
早啊
这赵信在干嘛？ 哈哈哈哈
结合meiko当时的表情，其实他并没有想好用什么去打
卧槽，更了
深厚的英雄池~
尽兴！
不错的不错的combo（指一把游戏两个大）
深厚的英雄池
1.3万！
经典虚空之眼
edg不可能先出女坦放对面男枪炸弹人的呀
这个妖姬怎么感觉走的有点不正常
凭什么?凭回家的机票啊
四叔归位
wow，这bp分析表
对对对
复三盘就行（doge）
嗨，假动作嘛，我排位也会
mad连放三把，真的nb
0|21|0
牛的啊
蚂蚱不是挺好打妖姬的嘛
感谢t1提供的思路
我也看见了，小壆弟走过去之后妖姬ping了，但是并没有眼
不不不，意思是EDG快把妖姬ban了，dk方便一抢瞎子，结果EDG没上当
必须3连
我依稀记得bo5前面关注才70多
哈哈哈哈哈
卧槽  细
蚂蚱不是挺好打妖姬的吗
热乎的
这就是职业选手
后面放了一把
我超，这特么盲仔人柱力啊
爽
蚂蚱不是挺好打妖姬的吗
这个时光真的把阵容盘活了
LCK打野必修课盲僧
多爽什么
geng打野盲僧也很不错 必修课了
嘉文六世 下一把选出来将是绝杀
多爽什么
我就是
老千层饼了
我也觉得时光精髓
牛批
感谢t1
哈哈哈
没有职业打野不会盲僧的，只不过是玩的好坏罢了
我个人rank也喜欢做假动作插眼，，能骗过对面会玩的，骗不过莽的
老子男枪两枪一个
细啊
多爽啥？
shy哥做得多
还好吧，只要没看到赵信打蓝，就知道赵信肯定红开。
这手时光真的是绝杀了整个BP
对面这要阵容是定点爆破
1
就是联想到了颠勺…
但是当时光选下的时候，这把游戏就已经变成时光和妖姬的躲猫猫游戏了
这亚索和赵信...内涵
爽什么?
好家伙
经典假动作
RNG那是把蚂蚱玩明白了
觉爷睡？
这声音是感冒了吗
666
蚂蚱不是挺好打妖姬的吗
原来如此我说怎么不拿蚂蚱
jiejie也是盲僧绝活好吧，主要是这版本盲僧强势，而且edg需要开团型打野，
赵信tong亚索
哈哈，能有有多强，不就是世界第一么
给鬼皇整的直挠头
两套大招都是T1的
不是还有蚂蚱么
哈哈哈哈，最后一次玩皇子
许秀
《一般情况下》
明明放了一局，我很不解
蚂蚱不是挺好打妖吗
后面嘉文四逝
其实还有一层，就是edg如果妖姬盲僧全放dk可以拿蚂蚱康特妖姬然后抢瞎子
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
5场比赛，赵信出场4把，前三场输了，最后一场敢拿出来我惊了
哈哈哈，最后一把皇子
我要给汉子哥上总督
目押插眼
666
先手抢妖姬和炸弹人，怎么敢的
scout得玩c的不然没法赢
1.3万在看
卧槽这手明修栈道暗度陈仓，牛批
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
这博弈，不愧是世一中
skt:哥俩行啊，都学了
dk是很强的对手，尤其canyon
没有弹幕么
细啊
挖槽
原神哥这个bo5视野分恐怖
皇子人柱力
两边都默契的偷了一手T1啊
蚂蚱不是挺好打妖姬的吗？
亚索：赵信干啥呢！我又没招惹你
谢谢你Keria
太细了
投币再看
哈哈哈哈哈哈哈哈哈哈哈蚌埠住了
《深厚》
我的评价是：不如倭瓜
哈哈哈
已经到三万了，如果没有什么病的话，赶紧肝出来吧
这个ban位是给李哥的
蚌埠住了
十问:为什么不半皇子
嘉文6世
能拿出来时光不是最可怕的，最可怕的是meiko还打的好
不是可以点英雄看饰品的个数吗
所以为什么不ban猛犸
那没事了
谢谢你T1
盲僧
wc
哈哈哈哈哈好坏的坏消息
蚂蚱不是挺好打妖姬的吗
T1:都学我
虚空之声哈哈哈
蚂蚱不是挺好打妖姬的嘛
弹幕？
。
