终于看到了
沙特战队，感觉带石油来的
害
为什么现在才能看？有人解释一下吗？
兮夜
神
画面怎么不居中
神！
？？
等了三年啊
田野明天决赛给爷杀
火钳刘明
这隔几年放出来可还行。。。
能凑齐5个最猛的中国人，打韩国还是一点都不虚的
罕见
1.4万+
中国有R!\
怎么这么黑啊你们？？
这么多人？
时代的眼泪
卧槽
好黑
巅峰明神
牛蛙牛蛙
厉害啊
沙特居然第四
日本呢
梦回巅峰RNG
原来是泽元解说，怪不得赢了
污渍
泪目
空降17：36
拿21年的梗玩梗三年前的比赛，你们好大的官威啊
拿94年的段子玩拿21年的梗玩梗三年前的比赛的梗，你好大的官威啊
居然没有痛失真名
18年的Uzi S8总决赛前 无敌的
骂谁罕见
直播现场
RNG国家队
23万+
御三家
18年巅峰Uzi
三年了！你知道我这三年怎么过来的吗！
EDG加油！！！
三年之期已到！！
给你们打个第五局回来
《一直登场》好家伙这都能奶
这才是最高规格赛事
uzi
中国队
中国台北队
挖槽
伞柄说的
沙特有這麼猛的嗎？
亚运会表演赛决赛
不破不立
500了！
中国队牛逼！
什么情况
御三家融合进化 中国队！
有生之年
销户实惨，RNG短板
现在听罕见这个词好奇怪
泪目
uzi！！！
全体起立
ming和Mlxg是不是错了
三个退役
乌兹！
罗曼罗兰
来了来了
上单换957就算最强全华班了
为什么这么久才发出来啊
鼻队
小虎蕾姆
厉害了 再看一遍AD的天花板操作
当年我还是自己到处去找才找到的…都过去快4年了才出啊
MLXG!
卧槽，官宣后真放出来了！！！
letme比起现在的上单差了不少
我擦
神来了
我超
你可以在现在的打野选手身上看到香锅的影子，但是你在香锅身上看不到别人的影子
窝巢
有生之年
惊呆，竟然放出来了！
神！
我C，这是什么
罕见！
我当年还是在老鼠台将就着160P全糊画质看完的
uzi！！！
泪目
终于可以看到了
卧槽 解封了
明明嘻嘻嘻
终于解封了。。。
这阵容 泪目了
Uzi
泪目的阵容
以前KT的打野
终于出来了
爷青回
三年了
卧槽
那时候还没有IG夺冠 也不算
。。。
现在看看还是很激动啊
卧槽
神！
妹扣明天给我杀！
泪目了
明年杭州亚运会，中国队悬了
1.6人
朴泽元
呀，有我们自己的解说了
卧槽卧槽卧槽
当初的rng
没化妆？
说兮夜为什么能上的是伞兵吗？
卧槽
小虎实属惨
我擦
三年了
有身之年
我来贡献弹幕
沙特这么强的嘛居然能赢4V一局
兮夜我的兮夜
meiko也在
1.6万在看
这不得整个海尔兄弟啊
乌兹
RNG老粉爆哭，
能穿上这个衣服，赢下这个冠军，那感觉....
三年过去了
管!
这句话是洲际赛RW逆天爆冷击败KZ的时候说的
我看的是台湾的
神！
梦幻之队
物资！
那会还不用戴口罩唉，
1.6万你们在嘛
这时候是UZI实力和人气的巅峰期啊
牛B
有直播吗
梦之队
时代的眼泪
CHN
CHN
罕见？
UZI
那时候还没有新冠啊！欢呼声好久没听见了！
您现在看到的是2022亚运会决赛录像
空降17:40
越南怎么没有
1.6W？
rng牛逼，中国队牛逼
卧槽！！！
开始整活
卧槽啊，这特么看不了直播就很炸啊
ohhhhhhhhhh
rng无敌，中国队加油
要看战地记者组
we班底吗？
起飞
那个时候的皇族真的是LPL的排面了，就算之后经历过低谷，但作为一名rng的粉丝我仍然为他们感到骄傲，直到现在，直至以后
三年，这三年你知道我是怎么过得么
EDG加油
rng无敌
我没想到的是 这已经过去了三年
rng无敌
泪目了
这时间过的是真的快
罕见
有生之年！必须三连
三年了
建议从五分钟开始看，前面是近况交代，五分以后就会有选手数据 空降5:00
哇身披中国国旗
这次亚运会真的是ming的巅峰了
有生之年
空降10：
空降10：54
有生之年！！
神
就是喜欢这口华子
朴泽元
外战兮夜就没怂过
三年！
香锅小明yyds
痛失id
2022杭州亚运会加油
口香糖
若风
十一
霜姐
致敬
害
三年了啊 草
?
小破站牛逼
我当时是听风队得语音播报
牛逼
我超！
来了
三年了！！
可以
泪目了直接！！
胸口的国旗NB
18年的小明和污渍
神！
xiye的RNG体验卡
三年了，终于看到了
牛逼
笑不活了，才发现两排中国粉丝里面夹了一排韩国人
看，我发现了什么
泪目
请问明年亚运会韩援能上场么？
有生之年
梦幻队
哭了
卧槽，有生之年
啥也不说 直接投币
卧槽
天选华子
永远的神！
那个时候管泽元还没有神力……
爷青回，记得当年在网吧看TWITCH
离谱
罕见！
当时听语音直播，难为死了
痛失网名
我去，我看到了什么，哭了
泪目
三年了！
时代的眼泪
重温
四个RNG队员 泪目了
1.6了
三年之约
RNG？
1.7w
那会还是塔姆的
若风哈哈哈哈哈哈
我额外
JIAN!!!
三年了 三年
剑来！！
神！！
沙特这么强吗
你知道这三年我是怎么过的吗。h
1.7w
好家伙
泪目
有生之年
日本和澳大利亚居然没出线？
？？
1.7W+
考古~
3年了啊
这才是银河战舰嘛
三年了，你知道三年我怎么过的吗？
shi体也能说话？
1.7万人和我一起看 激动！
中华台北
1.7万再看
我等的好辛苦
三年了
招魂
老队长哇
我敲，管
.
战地记者
越南居然输给了沙特
终于有了唉
1.7w了
之前看的台版
夕夜
感觉他们有点紧张啊
童扬！！！！！！！
终于出了
"CN LOL,BEST LOL！"
真*韩国队
什么文物
考古
终于来了，2022亚运会加油
原来是管泽元的原因
2021-11-05视频终于有了
泪目
害！1
管一中是吧
现在就剩小明和田野了吧
神！
卧槽三年了
乌兹我的超人！
小虎哈哈哈哈哈哈哈
牛逼！！！
舞姿
害
泪目
尼玛三年才放出来？
1.7
1.7W
1.7万
痛失网名
嗯？
终于
管！！
谢谢管泽元
泪目
突然有了
沙特？
18的御三家
18的让拿到羊就是最强的
考古来啦
这才出？
污渍YYDS
这个衣服太帅了！！！！！
1.7万！！！！
有生之年
三年了  你知道我怎么过的吗
终于
全体起立！
全华班yyds
全华班！！！
现在看这个阵容真的
来个澡盆
兮夜外站绝不拉胯
三年了！我等的好苦阿
嘻嘻嘻嘻
我超管
神！！
哇哦
兮夜
卧槽  这么多人看呢  就好口华子
三年了天啦
乌兹！！！！
别吵别吵别吵
神
EDG加油，打败DK
你知道这三年我是怎么过的吗
edg加油
沙特代表队？
哈哈哈哈
整吧那就
羡慕这些现场看直播的人
沙特？
明天edg决赛，今天先看这个解解馋
锅子哥
哭了
泪目
现在我们那的时间分厂的帅啊
三年了多了
锅  呜呜呜
雨童时隔三年痛失网名
爷青回
1.8万
卧草
三年了
1.8w啊
有生之年
终于看到了
神
三年之期已到
永不消逝的电波！！
1.8了
终于等到这天了
2021年11月5号留。明天就又是一年的决赛了。看这个视频突然就激情了起来。
2.4万
卧槽
bgm好激情
虾仁猪心
御三家之力吗
Faker！
Uzi!
总算是有视频了
罕见！’
战地记者
神！
中国队！
当时ming的手指伤了整个手指都是肿的还是坚持上阵打
卧槽 神！
Uzi
泪目
Uzi
三年
Uzi
Uzi！
1.8
泪目
神！
台湾
ohhhhhhhhhhh
污渍
三年了
在印尼晒黑了
三年了 你知道这三年我是怎么过的么
UZI！！！！！！！
18年明顶的
沙特也能输的吗
从来没看过。。。
神！
神！
卧槽 管
神啊神啊
好家伙，1.8万。。。。
泪目
终于等到！！！！
中国队！
有版权了？
害
中国队，懂不懂全华班的含金量啊
缺谁谁尴尬
皇族四人在，这是荣耀！我来卫国
还夕夜为什么能上当然是比xiaohu厉害呗
ww输一把沙特？
这阵容无敌
芜湖
好家伙，我穿越了？
皮纳特！
亚运会不应该说选手真名了吗
牛逼好看
神
神
中国台北 好评
泪目
为什么不能发评论
好家伙
1.7W
见证历史
神！
官方！
23.9
现在这个bgm有人知道是什么吗？
华子
兮夜，你很棒！
好纯的华子
以前以前lpl多团结，不像现在，我是软粉祝愿edg加油
弹幕养肥再来看
兮夜！！！
神！！！！！！
牛逼
woc
泪目
神
十一是真帅
牛逼
新入坑的人可太开心了，刚入坑就有这个看
确实很韩见
中国国家队！
三年了！
我哭了三年了
有生之年
伞兵毛说的
爷青回
uzi！
见证
沙特有点东西啊
1.8万
uzi！！！
国家队队服还是牌面啊
三年之期
中国队!
奥运会也有呀 正常的
这衣服真好看
前来考古
初代梦之队
泪目
letme
uzi！
三年
“国家队”
中国台北队
我永远不会喷这几个人，因为他们让国旗冉冉升起
卧槽
看见国旗燃起来了！！
中国台北队
今夕是何年
EDG明天给我冲
1.8w
至今电脑还存着台湾的解说
和奥运会一样不，每个省和地区都能排代表队
我是不是穿越了
莫泊桑 罗曼罗兰哈哈哈
三年之期已到
EDG加油
奥运会也有香港代表队
我哭了
考古
韩国电竞永远滴痛，哈哈哈
我哭了
这五个人只剩兮夜了吧
Uzi！！！！！！！！！！！！！！！！
神
三年了 你知道这三年我们怎么过的吗
泪目
神
泪目
明年读研的时候一定要去现场看比赛!
三年了
两边都是当时最顶级的选手
哇，我哭了，终于有自己的解说版本了
永远滴神
香锅
沙特跟台北战成1比1，那沙特还不错诶
我的锅呜呜呜
神
让这么帅吗
当年看的是弯弯的解说，八龙，大觉
污渍，呜呜，我的污渍
罕见！
小牛明头
rng换了个中单
五分之四个rng啊，可以合同的神
污渍yyds
央视出来挨打
奈斯
三年了
泪目
突然放出来了？
旧世界的英雄们
Yyds
呜呜呜
卧槽！神！
三年了
神！！！
永不消逝的电波
爷等了三年了
神！
无敌阵容
神！
Uzi
中国台北！
2022又要有了
看看这五个人
梦之队
好家伙，83万
呜呜呜呜
三年了！
兄弟
卢锡安卢锡安，希维尔不好对线
那一年还是RNG最有希望的那一年
泪目了泪目了
卧槽
王炼还不睡觉
香锅 letme 污渍 小明 软粉眼泪一下子出来了
神
最好的一年
物资
C  H  N   ！
乌兹！我的神！
uzi！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
大家好1.7w
好家伙，开始做法
rng二队
xiye
神！！！！！！！！！！！！
终于有了，想当时我还是下午上课的时候挂着梯子看的
泪目
WExiye
ming ning theshy dopa
神
兮夜！！！
国家队！
当年看着英文流解说直播，之后就再也没有视频了
看过两遍台湾解说版，还是咱们LPL自己的解说听着舒服
amazing
亚运会含金量估计要超越S赛了
兮夜！
吹爆
华子
确实罕见！
xiye
不用人名吗
有兮夜的乌兹没输过
1.7万
Uzi!!!!!!!!!!!!!
2022年估计电子竞技要直播了
xiye
Uzi!!!!!!!!!!!!!
这是真的那口华的
兮夜NB！
终于
1.7w
以后LOL进奥运会，世界国家队的比赛那会很好看
若风
呜呜呜  泪目
没想到当时还真有直播解说
我靠夕夜
兮夜人生高光
如数家珍
泪目
三年了！
兮夜
最强全华班
    华     子   
鸿星尔克！！
神
风萧萧兮夜王归来
神
三年啊 哭了
神
国家队
三年之期
首先是
梦之队
害
省队小组赛是6-0，没输沙特
神
中国台北
越南按理说不弱的
神！！！！！！！！！！！！！！！！！！！！！！
卧槽管泽元
神
1.7W
乌兹
乌兹！
牛逼
离谱啊，3年了才拿到视频版权
离谱啊，3年了才拿到视频版权
有生之年啊
牛逼
害
歪日！
小狗小狗
今年不知道是哪些人上
nb
rng全队差不多都搬过来了
雨童原来叫胡喻童
三年了
最近杭州亚运会才加入正式比赛项目，所以今天才回归这段比赛
嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻
牛逼
锅老师yyds
逗哏↓           捧哏↓
三年从电台广播发展到1080P视频！
梦之队
好多人看呀，当年黑屏看的。好激动。
这不是不给放吗
乌兹！
嘻嘻嘻嘻嘻嘻嘻
哭了
1.7w+
1.7W
神
卧槽！！！！牛逼！！！
痛失网名
神
神
1.7万，三年了，你知道我这三年怎么过的吗？
兮夜
我的神
卧槽！！！
老番新看了属于是
当时用收音机听的
爷青回！
神！
污渍
到现在才放出来
神
中国队
神
知道我这三年怎么过的么？
泽元有点紧张
我超
Uzi不复出？
三年之期
全体起立
若风
都成回忆了
12点了，该睡觉了
卧槽
国旗身上挂，一战不后悔
牛逼了
1.6离大谱
雨童痛失网名
最好的RNG
当时要是输给弯弯，真是想都不敢想
来拉来拉
我擦  有生之年还能看到这个，看来RNG那个队内语音也不远了
终于
mlxg！！！
泪目
中国队！
神！
1.6万
1.6万
乌兹卧槽永远地神
乌兹
中国队！
乌兹
谁罕见
神！
谁特么修的图，就离谱
中国队牛逼
卧槽
李哥很重视这面银牌
时隔三年！
之前看的台湾版
管泽元确实罕见
巅峰乌兹
1.5w
野王
泪目啊
卧槽
夕夜的正常队友体验卡
泪目
神！
小狗有点帅
泪目，Uzi
中国队 华人班
我的狗咂
神
xiye！！！
1.5万＋
有生之年
兮夜 外战的神！
爷青回
1.5万+？？什么鬼？这么多人看？
六个人的代表队   半数尽是我RNG   这是何等的实力  何等的荣耀
牛壁
主教练是阿布哦
当年360看台湾解说的
好久没见过lol解说这么正经了
狗哥！
妖风！
好家伙这积分榜
三年了，你知道我这三年是怎么过的吗
神！
若风 十一 余霜 王多多
我的天啊
神！！！
Uzi求求你复出吧，求求了
乌兹永远滴神
哇
这是我能看的？
离谱了啊
梦之队
卧槽，宝藏啊！
3年了  棒子买断的版权终于到期了吗
《中国的观众》
史森明:嘻嘻
卧槽！！！！！
乌兹！！！
明年的亚运估计难，免兵役加持，不管怎样，尽力而为
兮夜呜呜
我们都是考古研究工作人员
好帅啊
NB!!!!
终于
脸色都变了，男人的底色
要是当年直播，要有多激动啊
神之队
RNG谁拉跨不用说的吧?
140伯人
为了这场比赛
当年外网直播全是中文
哈哈哈哈哈哈，台北打沙特1比1
李宁没拿下赞助啊
牛逼
国家队！
yyds！
关于神为什么是神
终于看到了
罕见！
现在大家感动但是当初，只是因为中单没有选小虎皇杂们在辱骂诅咒兮夜
伍兹
神！
卧槽
我超中国队牛逼！
卧槽卧槽卧槽
xiye啊
三年之约
合影留念
雨童痛失网名
神！
xiye！
牛逼
香锅！我的香锅！
有幸看到当年直播
卧槽，终于解封了
1.2W
五星红旗飘扬之时~
就好这口华的
畜牲？
带国旗的战服，真好看
来了来了
小破站牛批
z
md弹幕是没看过体育赛事吗？中华台北多少年都有
差了谁就夺冠了，我不说了吧（狗头）
乌兹！
软粉祝edg加油，明年亚运中国队加油
ooohhhh
三年，你知道这三年我是怎么过来的吗
哪有观众 全是文字直播 当时
我们是冠军！！！
冲冲冲
卧槽
被迫说真名
安踏队服啊
这尼玛P的图p成蜡烛人了都，兮夜脸都给削了
明天edg决赛的那个，我也是
神！！！
泪目
这修容。。。
凌晨一点了，还有1.1万的兄弟，哈哈哈
那一年，5个中国人战胜了5个韩国人！！！
没有梅赛德斯的比赛我不是很认可
卧槽卧槽卧槽卧槽卧槽
一点，1.1w
半夜一点有1.1w人
乌兹！乌兹！乌兹！
嘻嘻嘻嘻嘻嘻嘻嘻
神
卧槽
我靠！！！！！
xiye！
神！
xiye
三年之约？
xiye！
直播看过
好家伙，小组赛输了韩国队两次？
uzi啊
太罕见了！
文艺复兴？
经典口香糖
妖风！！！！！！！
妖风！！！！！！！
牛逼！
卧槽
旺仔
爷来辣
罕见！
Xiye你很棒！加油！
小曲小曲
u！！！！z！！！！i！！！！！
罕见！
神
害
国家队！！！
神！
神
弔严君泽我来啦
8000再看好狂
我当年
我的天 这个阵容太经典了
萨日朗萨日朗
我最喜欢的下路双人组呜呜呜
古董？！
卧槽，梦回2018
乌兹！
沙特？666
终于可以看了啊！
笑死根本没有观众
终于有版权了
神！
梦之队
kt老队长啊
那个时候罕见的意思还是罕见
韩杂科杂末日
香锅快走
这衣服真的太帅啦
三年之期已到
痛失网名
三年了我终于看到了
我等了三年，就是等一个机会。不是证明我了不起，我是要告诉别人我失去的一定要拿回来
沙特这么厉害？
哈哈哈哈哈哈scout
输给省队真的太丢人了
神！
化妆师怎么化的=  =
哈哈哈哈哈哈明年要是选手痛失id我会笑死
meiko选手今晚八点加油！
物资，永远滴神
同
痛失大名 胡喻童
两个牛
CHN!
2021终于看到了！！！
终于能看到高清的了
让
终于有高清了
卧槽  有视频了！！！
真正的全华班，泪目了！！！！！！！
就好这口华子！
这六个人...我哭了
letme ！！
看过直播的人路过。
这不就是rng吗
这可是国家队
爷清回
我们有巅峰污渍啊
因为22年亚运会算正式项目了 这拿块金牌光宗耀祖 吹一辈子
就是RNG喊了兮夜来打亚运会
神！
若风！
表演项目是吧
大家好，我是朴泽元
终于解封…随着今天新闻的发布
大家晚上好
爷青回！！！！！！！！
嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻
乌兹
全体起立！
沙特还有战队啊
那个时候罕见的意思还是罕见
冲
啊，终于有了！
谁不在谁尴尬
三年了
神
score，s8kt打野兼任老队长
泪目
卧槽！神！
卧槽
卧槽有版权了！
乌兹！我的乌兹！
他！能创造奇迹！
神！
？
U.Z.I
嘻嘻嘻嘻嘻嘻嘻
回来一个一个一键三连
个人觉得，xiye实力真不差，就是运气差点
谁罕见？ 骂谁罕见
3年了
3年了我都分手了
CHN！
泪目
其实这解说是后录的
神
凌晨4点2000+人?
三年了才放出来，卧槽
爷青回
爷青回！
五个lpl国产队友，四个rng 
时代的眼泪
我等了三年
5个中国人！！！！
真的是等了三年了，才出来
？
神！
这衣服不错
五点了还有1000＋
卧槽
woc，真的是woc.管当年还说过可能大家一辈子都听不到他说啥了
管泽元为什么是神
卧槽，终于有比赛视频了
乌兹YYDS
我超，罕见！
当年管泽元还戴着眼镜
卧槽 你知道我这3年怎么过得嘛？
罕见！
卧槽 神来 你永远可以相信3件套的uzi 
神
全华班最好成绩
冲!
当年版权问题，气炸了
中国队加油！
三年之期已到，给我狠狠的杀
大鼻子！
牛逼
终于听到了
当年的兮夜也是瘦的
当年外网看的
卧槽
管大校有一半功劳
神！
泪目
3年了
管神发言！
半决赛也发出来啊
兮夜正常队友体验卡
你知道这三年我是怎么过来的么
御三家
不是版权问题吗？
兮夜rng体验卡
uzi
好罕见啊
有生之年
来根华子
物资，永远的神
神！
神！
盖，狗罕见
90万播放量打卡
泽元这个很专业
爷青回
就爱这口华子
弯弯居然能输沙特一局，要是打越南，恐怕铜牌都没有
RNG没小虎~
洗液这个时候已经胖了
郭老师
哈哈，4个RNG加一个WE
泪目
就剩下小明和兮夜了泪目
三年了啊，那时候我还没生娃
没想到啊，有生之年系列
这沙特可以啊
真不容易啊
5000+
神力初现了属于是
还有眼镜的管泽元
中国台北这么niu ？
三年了
香锅牛逼！
香锅
终于有了
缺谁谁尴尬 哈哈哈哈
Team China!
泪目
若风去现场了？
五星红旗！！！
污渍 我的污渍
香锅
杭州见！
你姓胡啊？
好家伙两头牛
神！
神
这队服才是最帅的
加油
神！
神
这衣服帅呆了
开始施法
兮夜！！
官方版啊
今天EDG要加油啊！
5000+在看么
前来考古
离谱
神
66666666
RNG体验卡
神
小虎：这就让我很尴尬了
终于等到了
狗大户钱多，你们懂的
兮夜！！！！
兮夜的体验卡
来咯来咯
神
泪目了
你大爷，现在放出来？
神
华子！！！！！！！！！！
卧槽，官方高清
番茄炒蛋
经典4+1
好开
卧槽
罕见
华子
meiko是首发哦
纯正华子
我超
没人吗
神！！！
中国队的骄傲！
牛逼啊
