弹幕怎么没了
陈奕迅流弊
医生，你什么时候来沈阳开演唱会呀
塔姆说
头皮麻了
总有一天
再来亿遍
梦幻联动
已经循环一下午了
又是钱雷！
开头见朋友们
卧槽，这段好有感觉
Eason！
配吗？
宇智波鼬?
啊啊啊
金克丝:规则就是用来打破的！
我听了一下午 这首歌太让我感慨了都满头思绪 都忘了时间忘了空间
很久没听过质量这么高的中文歌
真太好听了
陈奕迅的魅力和帅，让我着迷啊啊啊啊！还贪玩和可爱，好听！！！
好听啊
开头见
太好听了！
干瓜勇者
yisheng
戒了你的狂，擦掉了污渍
啊啊啊啊啊啊啊好好听！！！！！！！
真的太震撼了，没怎么发弹幕，这歌值得
周杰伦出来挨打 ! 看看你的4杀歌是什么玩意 !
嘿！
谁说站在光里的才算英雄
绝了
真的好听！！！
歌神陈奕迅排面！！
谁说站在光里的才算英雄
谁说站在光里的才算英雄
网易云没牌面？
弹幕怎么这么少呀
不好听可以不听，别找存在感
EDG牛逼
好听
绝了
希望破镜重圆！！！！！！！
其实更配范德尔
作词：唐恬
好好听啊！
nb
好听
Eason！！！！
帅的 杰斯
edg牛逼！
果然，因为他是eason
看完三集再回来听，被刀傻了
9000+
好听
超，歌词跟你好像，想跟你走在阳光下，
。。。
超好听啊
范德尔纯爷们
谁说站在光里的才算英雄
Eason 声音太好听了吧
再来一次弹幕！
心疼爆爆
1.5倍神了
陈奕迅！！！
前面的说这不比流量好？肥陈就是顶级流量
牛蛙
蔚，太帅啦
呜呜~
喜欢这段呜呜~~
杰西杰西杰西呜呜呜呜呜！！
这儿的眼神太帅了！！！！
还是范德尔看得清楚，战争没有赢家，只有伤痛
陈奕迅
国语歌要是都能这么用心制作，怎么会比粤语差呢
每个人都有战斗的理由
金克丝来全杀了
kksk
9000+在看 你也像爆爆一样么
GOOD!
每个人都有，不得不战的理由！！
哇这词
獭们说
好燃
好家伙，Eason眉间额头的皱纹是个7
好听
en.....................
也太好看了吧
这一幕，灰雾中孑然一身的爆爆，好孤单
这个小女孩做出了一生中最勇敢的决定
太好听了吧！
总有一天，全城的人都要高看我们！
欢迎来到祖安！
Eason！
期待粤语版
陈奕迅牛逼！！！！！！
总有一天全城的人都要高看我们！
好好听啊我靠陈奕迅！！！
范德尔是沃里克
太燃了
开屏小疯子没毛病
太好听了8
ohhhhhhhhhhhhhh
已经看完前三集，好虐
2000+正在循环是真的吗？
陈胖子nb
大鹌鹑
老徐！美术助理
战吗？？？？？？？？？？？？战啊！！！！！！！！！！！！
这多好啊 以后别再搞一些流量明星唱跳了 小丑一样
第一次听觉得一般，结果现在上头了
爱了爱了
那些流量明星配吗
好听！
强手裂颅的对象，是你哦
爱你破烂的衣裳，却敢堵命运的枪
好听
太好听了
太爱了
真的好听
看完动漫，再来听这个很有感触
金克斯长大了
Eason
副歌直接飞起
开头见！
范德尔！！
6666
666666
Eason太炸了
蔚，我能行
可汗：谁说站在光里才算英雄
肥陈！
萨克：？？？？
爆爆
听哭了
芜湖起飞！
太好听了
诺克萨斯！
好听
怪不得此歌要在剧集上映之后才发 没有剧集的铺垫歌里的情歌是体会不到的
肥陈
陈胖！
谁说站在光里的才算英雄
费德提克:都是你的错！
啊啊啊oh!
总有一天，全城的人都要高看我们
总有一天，全城的人都要高看我们
楚雨荨
谁说站在光里的才算英雄！
这里泪目
战啊啊！
牛批
lai开头见
小丑说：焯，欺负我六十五岁的老同志
这位香港歌手的咬字，太绝了
塔们说
啊啊啊，陈奕迅
我鸡皮疙瘩起了一身我超
开头见
总有一天，全城的人都要高看我们！！！！
这首歌越听越上头
原来是昨天
结合动画来听画面感非常好
玩小丑的人，心都脏（doge）
你就是大名鼎鼎的VI
看了这个剧只能感叹，同是巨头，暴雪落幕，拳头崛起巅峰
我踏马吹爆
角色更加的有血有肉了
太虐了这段
eason YYDS
这里“去啊”加上腾空而起的感觉好棒
循环一天了
好嘞
塔们说
ohhhhhhhhhhhhhhhhhh
谁说站在光里的才算英雄
好喜欢金克斯啊
e神牛逼，真的好听
赵四
背景是穆夏的画耶
范德尔哭了啊啊啊啊啊啊
大爱eason！！！！！！
求粤语版！！！
金克斯
你可以永远信任陈奕迅！！！
kksk
金克斯注定是疯子
啊啊啊啊 我爱了啊
马保国：塔们说。。。。
不好听，这是唱歌？
不好听
不好听
英雄联盟世界观已经铺开了，会成经典。
这飞天也太帅了
顶级歌手 我的歌神
Eason是神仙唱歌
好听
阿臣太帅了！！！
真的好听
Eason杀疯了！
好心疼金克丝，那个眼神
加入光荣的进化吧
嘿
消愁啊消除
头皮发麻
看了双城之战，感觉好压抑啊
真的太上头了这首歌
200+在线
lv贵妇塞纳。
好听！
好听
动画和音乐都太棒了！！！
塔姆：啊巴啊巴啊巴
抱抱爆爆
太帅了
shou wan
鳎目说
这段就是艾克一直用大招想拯救的过去吧
好听
爆爆！！！！
点燃它，无论你在哪里我都能找到你
越听越上头
太好听了，意境很深远
我是个疯子，有Eason开的证明​
好听
听了一晚上，太上头了
这歌第一遍没什么，越听越好听，然后
越听越燃
这个前奏绝了！
超好听！
kksk
爱你和我那么像，缺口都一样
吹爆
陈奕迅老了啊
第十七遍
陈奕迅快把新专辑交出来！！
又然又好听 爱了爱了
再看亿遍
双厨狂喜
前奏太好听了
为了祖安
越听越好听
像是电影一样
加入光荣的进化吧！
起飞
上头
好喜欢Eason！
好听！
这歌词是写蔚的吧
塔姆说
副歌惊艳
太好听了吧！！
前方动画音乐高燃配合！！
动画九集 每集40分钟 我直接起飞
厂长加油7777777
这里配合画面奔跑腾空而起真的绝了
我也曾试着去用心
每次听都热泪盈眶
我们是冠军
皮城执法官
天天循环天天爽
好帅的维克托
好听！
EASON!!!
好听哭了卧槽
确实好听
单曲循环
风彩是铸币
塔姆说！
已经听了好几天了！
考研人听哭了
最后亿遍
.0000
3000+人下看
牛批
。
越听越上头
.
好听到爆
唐恬的词是真的好啊！！！
再来亿遍
皮城和祖安就是天差地别的，没办法
暴雪动画T0音乐T2拳头音乐T0动画T1
我有最美好的初衷
开头见
太好听了
为了祖安！
爱了爱了
kksk
欢迎 来到祖安。
我被蛊到了
爆爆好惨。她只是想帮你
你们所说的各个S都来自于TX的抉择，所以TXYYDS
真正好的音乐不怕叔叔
名流:你别站→_→
这么说s12现场会不会有eason出现唱主题曲。？？？。。。！！！
这配音不错
总有一天，全城的人都要高看我们
我不信就这点弹幕
6
什么是乐坛巅峰
谁说站在光里的才算英雄
爆爆只是想帮忙，只是每次帮倒忙而已
爆爆只是想帮忙而已 只不过帮倒忙而已
圣枪哥！！！！
介就系祖安
循环第四天了！
作词是谁哦
牛逼
发个弹幕
一定要去看动画
看清这句话，蔚说的是全城的人都要高看我而不是我们
再来亿遍
谁说站在光里的才算英雄
之后去了皮城
7遍了
EDG 你做到了！
英雄联盟可以举办演唱会了！
牛笔
这个歌也就只能听亿遍而已
稻草人:金克斯，这一切都是你的错
gogo
Eason!
第一遍没啥，越听越来劲
人好少
好听到爆
太好听了
666
帅
这么宏大的谱曲，还能这么饱含感情，还得是医生
太好听了
唐恬作词！！！！我说怎么这么好听
我的金克丝啊啊啊啊
为什么这么少弹幕
仔来一遍
我的金克丝啊啊啊啊
爱了爱了
这播放量怎么不涨的啊？
EDG牛逼！！！！！！！
EDG拿回了属于他们的东西
三厨狂喜
不愧是你医生
这歌唱的，头皮发麻
我也爱杰斯维克托，好搭档
孤勇者
好听！！！
eason唱出来的是故事
燃起来!
单曲循环三天
维克多
好好听
太好听了
肥陈，我爱你
太好听了！！！！！
越听越上瘾是啥情况
好好听
叔叔急了
好听！
好听 好听 好听
语气无敌了
不用平行世界，现在就是我们的时代
塌蟆说
想象下未来出电影宇宙
高看了确也再对立面了
嘿
网飞牛逼
开头见
战吗战阿
kksk
蔚和金克丝都算是孤勇者
词真好
有电音
太上头，，Eason
最喜欢这段！
为啥没有单曲只有mv
就一个字“爆”
卧槽好听麻了
塔门说
好喜欢爆爆
真的是超级佳作！！！
听的我牙齿酸
再来一遍
谁说站在光里的才算英雄
总有一天我会让全城的人高看我
好听！！！
太棒了
塔门说
前方高能
！！！！
金克斯好帅
+++
看这里，金克丝和蔚背靠背！
上头
爱你对峙过绝望，不肯哭一场
总有一天，全城的人都要高看我们！
来个魔术戏法怎么样
循环好多天了，完全不会腻
一下午了
好听！！
好
好久没有单曲循环过一首歌了
好好听
艾欧尼亚 昂扬不灭
歌神
全程泪目
Eason啊啊啊啊啊
kksk
"说杰斯帅的看完5,6集回来骂他"
爆裂
·
和音也好听
！
真的好好听
维克托我的维克托
萨科:那我走
致那黑夜中的呜咽与怒吼
英文主题曲是Jinx角度，中文是Vi的角度。NB
太顶了
芜湖
拳头音乐公司
救命 真的好好听
听完睡觉
加入光荣的进化吧！！！！
少请什么流量明星丢人，现在这个就很好，终于做对了一次
塔姆说
ban了，还全城都高看你
游戏里面听一直以为是芝麻 开门
抱抱你jinx
这个场景很帅
一生不借谁的光
陈奕迅太绝了！
不听了，爷鼻子酸了
好听
ohhhh
ol
77777
金克斯：我是个疯子，有Eason开的证明
好听好听
直接听亿遍
致敬缉毒英雄
谁说站在光里的才算英雄
谁说站在光里的才算英雄
谁说站在光里的才算英雄
简直太好听了
致那黑夜中的呜咽与怒吼
致那黑夜中的呜咽与怒吼
致那黑夜中的呜咽与怒吼
致那黑夜中的呜咽与怒吼
爱你和我那么像，缺口都一样
爱你和我那么像，缺口都一样
维克托
再来一遍
好的音乐，让人听得忘我。
爱你孤身走暗巷 爱你不跪的模样 爱你对峙过绝望 不肯哭一场 爱你破烂的衣裳 却敢堵命运的枪 爱你和我那么像 缺口都一样 去吗 配吗 这褴褛的披风 战吗 战啊 以最卑微的梦 致那黑夜中的呜咽与怒吼
-我靠多久了3000+在看！！！
好听！
太顶了兄弟们
好听
结局肯定不会是完美的，估计能一起打一个boss。然后分开
黑妹守护者
杰斯渣男！
好听
哭了
好听！
这个表情啊啊啊啊啊好帅
爆爆
只能每天来这里白嫖一下下
6666
求求网易云拿个版权吧
这里开始说的是杰斯为现实妥协吧
肥陈！！！
好听好听
好听
怎么弹幕真么少
啦啦啦
总有一天，全城的人都要高看我们！
杰斯在c了？
黑妹收割者
好帅！！！！！
这段无敌
社交名流给了个赞
祖安！必将崛起！
谁说站在光里的才算英雄
我们从不需要他们高看！他们拥有的东西我们也必将拥有！
去吗？去啊！
大爱爆爆
感动了
加入光荣的进化吧！
每日一遍
牛逼
kksk
单曲循环了最近
开头见
我无话可说，太震撼了
成为活的传奇
"""谁说站在光里的才算英雄"""
洛克萨斯让你们站起来
孤睾者
怒吼
英雄
站啊
y y d s
再来亿遍
开头见
“总有一天，全城的人都高看我们！”
唱到心里去了
爆爆点燃烟花的那一刻泪目了
去吗？去啊！
去吗 配吗
b站在压热度吗?
泪目
谁说站在光里的才算英雄
杰斯：没想到有一天我也会被网暴
每次看都发现弹幕越来越少了
歌真的好听 动漫真的好看
坚持画画
陈奕迅!
KKSK
播放量一直变少太夸张了
这句好赞！
eason 牛逼
爆爆！！！！
也就无线循环罢了
爱了爱了
刚才那是吉姆雷诺么 嘎嘎
对线被单杀我理直气壮
开演唱会吧
我就是个疯子，有Eason开的证明
塔们说
这首歌真好听！
听这个抽到了女枪的终极皮肤。。。
好的，楚雨荨
狼人
真舍不得看
诺克萨斯即将崛起！
献出你的肝脏
哈哈哈
这一幕太好看了！！
666
不破不立！
只想说牛呀
明明悲哀的感情唱出了莫大的勇气
谁说站在光
我的天啊，我在这么燃的mv里想我外婆了！我外婆是我永远的英
杰斯： 大黑马 驾！
压流量
肥陈
为什么只能三连一次
这歌配mv才有味
上头了这歌！！！
污渍不行？
我是个疯子 我有Eason开的证明
加入光荣的进化吧！
梦魇：英雄？那一定是我了
劫：那我走？
恭喜你发现宝藏
麻了
吉姆雷诺（不是
这部里面没有极恶的反派，就算那个独眼也不是纯粹的坏蛋。。。
你就是大名鼎鼎的V？
总有一天 全城的人都要高看我
我不要沃里克我要范德尔
无限循环中
嘿！！！！！
萨科躺枪
这个报幕也太强了
再来亿遍！
111
加入光荣的进化吧！
谁说站在光里的才算英雄！
塔们说 马老师怎么回事
这是属于我们的歌，我们的时代！
这是每天被清一次弹幕吧
欢迎来到 祖安
好听！
我是个疯子！有Eason开的证明！
范德尔 还有两个小伙伴 呜呜呜呜
E神要一直唱下去啊！
这首现场唱的话，陈奕迅绝不会让它翻车，感觉好放心
维克托！
加入光荣的进化吧！
维克托
旋律还是不错的，歌词还需要再打磨打磨
ryezesgregr
j
谁说站在光里的才算是英雄
呜WOWOWO~
太有力量了！！！！！大爱啊
我曾有最美好的初衷
这个都字出来 还以为是粤语歌
再来亿边
牛
无限循环
空降00:00
艾克！！
第一次听的时候感觉挺一般，现在已经停了不下50遍了
爱你孤身走暗巷
总有一天！！！！！
回头见
这就是英雄联盟的魅力吧
听的我浑身鸡皮疙瘩
好好i听！！！
范德尔真男人
加入光明的进化吧
爱你和我那么像，缺口都一样
.
范德尔是真男人
范德尔真男人
你阻止不了我发出的弹幕
英雄联盟设计师，你知道小丑玩家的痛吗？（doge）
上头
蒙多想去哪就去哪
组安！
现在全世界的人都在看你呀
nb
别请那些阿猫阿狗 按陈奕迅这个规格OK
陈奕迅真的行
震怒！
再来一遍
再来一遍
维克托！
大黑马驾驾
空降00:00
副歌一起 鸡皮一地
我的评价是：比s11主题曲好听
每天一遍~~~~健康又狂乐
我要这币何用！！！
冷知识：词作者唐恬改编的凤凰传奇版《海底》
在那里听歌
听到停不下来
加入光荣的退化吧
6666
每日一遍
第九千八百六十七次
特们都得叫我一声Eason哥
才算英雄
+++
好听
谁说站在光力的才叫英雄
鸡皮疙瘩不要钱
Eason
总有一天全城的人都要高看我们！
总有一天全城的人都要高看我们！
总有一天全城的人都要高看我们！
总有一天全城的人都要高看我们！
总有一天全城的人都要高看我们！
总有一天全城的人都要高看我们！
总有一天全城的人都要高看我们！
我行走于黑暗，寻求光明
陈奕迅牛逼
啊啊啊啊啊啊
上头了
腾讯逼我开个会员
开头见
让我们把夜之城烧成灰
eason YYDS
稻草人：金克斯 都是你的错！！！！！！都是你的错！！！！
疯批金克斯
比隔壁好听
每天一遍
太好听了，大爱
为什么觉得好听呢
加入光荣的进化吧！！！！
为什么要用英文
确实牛
塔们说
前奏太给力了
这歌封神！封神啊！狂爱的痛哭流涕
陈奕迅老了
Rng牛逼
渣男杰斯
nice
好听
无名小卒还是名扬天下
人只有不完美值得歌颂
国语歌词很棒
总有一天，全城的人都要高看我
欢迎来到祖安
谁说站在光里的才算英雄
邪魅一笑
谁说站在光里的才算英雄！
谁说站在光里的才算英雄！
再听亿遍
加入光荣的进化
越听越上天
Tom说
我永远的神
啊啊啊啊
时间不能恢复所有伤口
币比赞多系列
这歌好难啊
蔚太帅了这里边
鸡皮疙瘩
鸡皮疙瘩
循环了好多天
总有一天全城的人都要高看我们
塔们说
你将造你的城邦，在废墟之上
网飞出品
总有一天，全城的人都要高看我们
倒放一边！
塔姆说
一这个前奏如同金克丝在黑暗中挣扎求生，“都”如同一束光照在了金克丝的身上，让所有人看到了她的伤口
他们说
很难不爱
Legen Never die 永远的神
天天一遍
梦幻联动
不是站在光里的才算英雄
很棒
太好听了5
音准很厉害
我是个疯子，有Eason开的证明
Eason
鸡皮起了一身
我们都要光明的未来
这词成神了
不栖身于光中也可称英雄
我是个疯子 有Eason开的证明
3000+
致敬每一位孤勇者。
都，是勇敢的
抱抱爆爆
好听
这歌版权在哪啊、
塔们说
太好听！！！
周杰伦进来学
大哥！！？
泪目
太强了
谁说站在光里的才算英雄
好
太强了
致那黑夜中的呜咽与怒吼
这里真的太帅了！！
11.18居然还有3000+在听，无敌了~
等天亮
这个景好像《金陵十三钗》
总有一天全城的人都要高看我们！
都是孤勇者
谁说站在光里的才算英雄
谁说站在光里的才算英雄
nb
降噪开起来听
刚才那个是金克丝的W么？
怒火
女明星
找不到啊
我们的未来很光明！
陈奕迅这嗓音啊啊啊啊
金克丝的含义就是金克丝
最后一遍
可是  我做不到啊~
eason老粉很感动，冷门热门的歌都经常听，他能被请来唱这首歌说明他商业和艺术都能通吃，以后医生一定在国内知名度更深
泪目
拳头音乐大厂就是不一样！
蔚！爆爆！好刀好刀
谁说站在光里的才算英雄！
这里“去啊”加上腾空而起的感觉好棒
蔚
谁要再说啥卖情怀啥的，这情怀俺们买了
2000+
NB
我是疯子，有Eason开的证明~
哈哈哈哈哈
和声太赞了
好听
这个词就是维克托啊
握草，过了这么久还有两千人
开幕式有啊
nb
黑马！
开头见
粤语版杰凯瑞
Eason杀疯了
太稳了
好听
1.5倍开启新世界
陈奕迅！！！
单曲循环
我大联盟还能再战五百年！！！
带着“微光”
医生！！！
6
总有一天，全程的人都要高看我们
以前有个系列 啦啦啦德玛西亚还有人记得吗
睡前听一遍
原来这首歌唱的是希尔科和金克丝
呜呜呜呜呜呜呜呜我的希尔科
2021年度好剧，当之无愧
战吗
再来一变
听了2个星期每天10几遍我已经疯了吧
金克丝好帅
肥陈把声真系无得顶！！
和希尔科真的很配
好好听！
这歌属于听一次上头还越听越上天
Eason
维克多也是祖安的
他们说要顺台阶而上代价是低头！
你是完美的
Eason!
完结来打个卡
也是听了二十来遍
你不行！！
爱了爱了
++++++.00000
萨克:???
萨克:???
???
加入光荣的进化把
直接循环一天！
希尔科啊！！唉
致那黑夜中的呜咽与怒吼
陈奕迅！！
真的好听
循环一整天了
Eason牛逼
再来亿遍
ZHANA
結局太扎心了
我们的未来很光明！！！
这段太好听勒
好听
这词好棒
头皮发麻，太好听了
因为热爱，所以联盟
听了一晚还是很燃
每天学习前都要听两遍
艾克：你还不是只会用脸接拳头！
到处找气口却找不到
头皮发麻
太好听太带感
。
为何孤独不可光荣 人只有不完美值得歌颂
欢迎回来
回去吧
Bravo
这首歌给人一种孤身一人奔赴战场的决绝感
帅
飞弹！！！！！
再来亿遍
@希维尔
我来纪念希尔科！！！
虽然不玩lol 但是陈奕迅的歌还是要听
谁说站在光里的才算英雄，想起了当初默默研究，打破核威慑的那些科学家
啊啊啊啊啊啊啊啊啊啊啊啊啊，爱了爱了
为什么听着会有泪点
拳头到底还是个音乐公司  滑稽
clearlove
每天亿遍
希尔科！
一遍又一遍
维克多！！
动漫真的好看
2000+在看
总有一天全宇宙都要高看我们
褴褛
即到此处，不站何为
我们的未来很光明！！！
蔚真的很有英雄范
我爱大头
我们的未来很光明！
希尔科
前面的，羁绊是贬义词...
总有一天全城的人都要高看我们
你的沉默 震耳欲聋
你的沉默 震耳欲聋
再来亿遍
你的沉默 震耳欲聋
每日一遍
kksk
也就听了亿遍
塔姆说
循环两天了，还是2000人+在看
塔姆说
姐妹已经反目成仇了
去啊 去啊
战啊 战吧
打卡
维克托！
巨好听
我永远热爱联盟！永远热泪盈眶！！！
他们说
我是个疯子，有Eason开的证明
好听
萨科：你礼貌吗
网易云难民
没正气的人唱不了，只有陈奕迅唱得好
金克斯
老公牛逼
无脑循环
希尔科真男人
谁说站在光里的才算英雄
这是给希尔科唱的吧
雨亭这是你喜欢的歌
我不愿意低头。
欢迎回来！！！
范德尔
太好听了
1000+？太离谱了
1.25绝了就
上头
总有一天，全城的人都要高看我们
网易云没有只能开b站
233
塔姆所
Keep it，underground 永远为了受苦的群体而战
我爱陈奕迅！！！
总有一天，全城的人都要高看我们！
Eason哥
更爱爆爆和希尔科！
孤独的人
唐恬啊！词写的真好
我可以一直听到宇宙毁灭
顺台阶而上，代价是低头
你说过，我行的
Eason！！！！！！！！！！！！！！！！
谁说站在光里的才算英雄！
太棒啦！！！！！
.0
这部动漫最喜欢金克斯了
前方高能
希尔科
联盟牛逼
维克托！！！！
Eason，听了那么多版本，还是他的好听
双厨狂喜
声音太好听了！！！吹吹nb
范达尔才是真正的孤勇者啊
总有一天全城的人都要高看我们！
全城的人都高看她们了，却以完全不同的方式......
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
塔姆说
每日一遍！！！
每一句歌词都很牛逼
爆爆！！！
这个蔑视的笑绝了
牛逼
这一条为了蔚奥莱 总有一天 全城的人都要高看我们
什么提莫的叫剧情啊？翻译翻译什么提莫的叫剧情
e神！
你们做到了。
这几句歌词……真的好！！！！
我要这币有何用
你要的是爆爆还是金克斯
Eason太绝了
这段真的神了
1.25倍绝了
爱你哐哐撞大墙
我们的未来很光明！！！
上头
塔姆可没说
这都多久了，还有3000+
总有一天，全城的人都要高看我们！
歌神！
谁说站着光里的才算英雄
好喜欢，555
khan：谁说站在光里的才算英雄
头皮发麻，币比赞多系列
每天亿遍
塔姆说
塔姆说
这首歌是唱给希尔科的
嘿嘿这么多人看
谁说站在光里的才算英雄
彳亍
现在凌晨两点，1000+
经典原版
哎
开口C
每天每时每刻都是1000+ 甚至更高
11.26还有2000+姐妹们
因为热爱，所以联盟！
好想听这首live
可汗
--+-++
开启单曲循环模式！停止时间未知……
再来一篇
还得是陈奕迅！！！
猛啊
谁说站在光里的才算英雄
123再来一次
光明后面有黑暗（致敬，无名英雄）
希尔科是小丑吗   
欢迎回来
游戏改编动画的天花板了吧
真好听
3000+
一周听了四十几遍
这段总让我想起宁王，那个曾经闪现从来不用来逃跑的男人……哎
总有一天全城的人都要高看我们！
太爱这段了
金克丝!!!!
没人爱我阳光大男孩
网易云没有呜呜呜
棒棒棒
超喜欢这句
我是暗之战士！！！
-
疯狂？你该问问我的姐妹！
呜呜真的没人觉得这首歌歌词很适合考研人吗！！
Eason！！！
歌神
好听好听好听好听
离谱，一周了，还没掉3000加
5000？
很有力量
却敢堵命运的枪
听来听去，还是医生唱的好听
瘦下来了
金克斯：我是精神病 我有eason开的证明
金克斯：我是个疯子 我有eason开的证明
1.5太爽了
applemusic怎么没有
塔们说
类目
希尔科！
火钳刘明
你挡不住热度的放弃吧
每天听，循环听
但我做不到啊
oh
缺口都一样
你相信光嘛？
/1478//*
+
ohhhh
看着不堪的自己陷入黑暗深渊
正视自己弱小的一面
塔门说
总有一天 全程的人都要高看我们！
大勇者多无名
牛逼
总有一天，全城的人都要高看我们。
循环了一上午
每天一遍
还是这个最好
真的好听震撼
我是个疯子 有Eason开的证明
太有磁性了 这把嗓子
3000+
每天一遍
3000+太恐怖了
我们的明天一片光明！
五遍
来自网易云的难民
11.27还有四千兄弟
哈哈哈哈哈胖了
V真的帅
医生！
泪目！
词曲唱，都一级棒
塔们说
不破不立，EDG！！！！！
已经开启循环模式
好难听呀，我每天都要难受100次
鸡皮疙瘩起一身
4000＋了
欢迎来到祖安
这段太牛了
加入光荣的进化吧
听哭了
闻者落泪
爱小丑·这3个字·语感绝了·
总有一天 全城的人都会高看我们
音乐公司就是强啊
谁说站在光里的才算英雄！！！
好听！
11.27 21:56
谁说站在光里的才算英雄
开头见
网易云什么时候上架啊！！！
谁说站在光里的才算英雄
再来亿遍
