来啦来啦
来了
刚刚！
0分钟
咋把头发剃了？太热了？
来了来了
还是烫的
0分钟！
头一次那么早
头发没了（啊不是）
有孕在身
有点头尖是怎么回事
脚气
刚刚 烫嘴啦
热乎的
刚刚
刚刚！我有出息了！
第一吗
好耶
刚刚发布！烫手哇！
刚刚
一分钟 哈哈哈
nice
来啦
下次一定
来了
很快啊
前排围观
tule
1分钟！！！
新发型挺不戳
来了来了
刚出炉
真的秃凉了
头发给烫没了哈哈哈！
刚刚
烫手
真实
好耶
热乎的
哟嚯，换发型了
一分钟
仿佛回到了第一期
来了
好耶
来了来了
一分钟
一分钟
热乎的
来了来了
太黑暗了
老艾琳了
热乎的
热乎
早。前排
俺也一样
热乎乎的
刚刚！
出息了
来了
热乎
一分钟，早
真是太离谱了
一分钟烫嘴
！！！！
一分钟
两分钟！！！
好前
一分钟！
请报出你们剩余的寿命
我等了你快发霉了
想去找吴签当室友
2836
两分钟2000弹幕，不愧是你
又秃了
真实
两分钟
太黑暗了
你终于秃了啊
热乎热乎
第一，哈哈，没人发弹幕，太开心了。
听君一席话，如听一席话
以毒攻毒
3000人
风压剑
热乎的
一分钟
2分钟！！！！
爷的双马尾呢！
3000多人
热乎呢
草
一分钟烫手
哇好看
漂亮
两分钟，不错
3分钟....
刚来  2分钟 
梨斗！
哈哈哈哈哈
哈哈哈哈哈哈哈
2分钟
两分钟！！！
听君一席话 胜听一席话
梨斗直呼内行
哈哈哈哈哈哈
要用魔法对付魔法（不是）
原来你也玩原神！
好帅的姐姐！！
三分钟
原来你也玩原神
绝了
还有看到你拿手机就是在玩游戏
3分钟 热乎
咋了？发际线高也犯法了吗？
两分钟热乎
三分钟
两分钟，我出息了
出息了，三分钟
原来你也玩原神
热乎
3分钟出息了
这个好像讲过？
哈哈
二分钟
梨 神 摔
13000+你们好
热乎
原来 你也玩原神
阅片无数找老娘
原来你也玩原神
3分钟，热热还能吃
疯鸭剑！
橘势大好
三分钟热乎
好漂亮！
我超
来了来了
我知道
发弹幕好好玩玩
好耶
用生命玩游戏
看我颜色行事
好看啊
nino
橘势大好
原来是这样解决的吗，真是太离谱了
哈哈哈 凉凉的新发型 O(∩_∩)O哈哈~
有人吗
学到了
头发不见了。
橘势大好
姬会！
我也要去打手球
哈哈哈
玩过
这记忆力
这是真的，要不要帮你试试？？？
三分钟热乎！！
用魔法打败魔法
啊这
4分钟！
小伙子有前途
涂鸦跳跃
四分钟
玩过
难得啊
因为你长的帅
哈哈哈哈哈太对了哥
烫手
4分钟，我出息了
奥运会上好看的一个接一个
看成了我的邻居长不长
这发型好精神，和我表弟一模一样
姐姐好好看啊
好正啊
四分钟？！
2分钟
？
我在DNF玩过
有道理哈哈哈
吾辈楷模
举一反三
三分钟，热乎
手    球
我去，出新皮肤了
只能用手踢？（雾）
行吧，我猜到了
《道歉》
出席了
四分钟！
7500人！
涂鸦跳跃！！！
4分钟
打出你们剩余的寿命
2.2
我认为他要查的不是这个
不算自首
涂鸦跳跃
橘势大好
唔唔唔唔唔！
有毒吧
橘势大好
多视角来回反复欣赏
长得有点标志
4分钟，还热乎
没人？
懂了  雪菜全责
七年？
申遗！
这颜值！！
哈哈哈哈哈 我知道!
五分钟五分钟
涂鸦跳跃！
涂鸦跳跃
666666
二次元害人不浅又一例证.jpg
哈哈哈哈，盲生你发现了华点
原来今天周三啊
好家伙，我直接好家伙
涂鸦跳跃！！
秃了？
五分钟，热乎的
涂鸦跳跃
五分钟
黄色的吗
菜是原罪
剪头发啦
真的秃了
五分钟！还是热的
橘势大好
前5分钟，热乎
涂鸦跳跃！
宇宙无敌真实
5分钟热火
nino！！！！！！！！
直呼好家伙
申遗！！
原来你也玩原神
5分钟！
变成猫才可爱啊，人算什么？
tu ya
凭颜值呗
原来你也会风压剑
五分钟五分钟五分钟
终于秃了
人不能，至少不应该
文森特哈哈哈哈
故乡的百合花又开了 ？
这俩解说员不对劲哈哈哈
我勒个去
蚌埠住了
五分钟，热乎
太细了
？？？
离谱
涂鸦跳跃
还真是手球
啊这
6分钟
小孩都比你会
之前手机自带的小游戏
哈哈哈
有道理
6分钟，还热乎的
啊这
K（不是）
爷清洁
倒着弹和正着弹两首曲可还行
啊哈哈哈哈哈
握草！六分钟
6份前！
给我变！！！！！
6分钟，还热乎
。。。。国产？！？！？
任宥纶！！！
這不是植物大战疆尸吗
太细了
造梦西游3加载界面也可以玩这类游戏
真快
我一直以为自己没开弹幕
摄像小哥：怎么你和我住一起不舒服？
未来骑士 凉风
草
不能这么说
四叔的欲望
那爸妈沉迷于游戏怎么解？
小 猪 佩 奇
猫の报恩
我嘞个去
涂鸦跳跃
我嘞个去
涂鸦跳跃
草
《 我 勒 个 去 》
没有那种世俗的欲望
ha
涂鸦跳跃
6分钟凉了
涂鸦跳跃！
弹幕呢
热乎底不得了
蒂蒂！
有友友知道这个出自哪吗
B站有老爷子合辑，可他妈精彩了
涂鸦跳跃！
文森特
我勒个去
，6分钟
7分钟
鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅ee
这个我玩过
属实是雅俗共赏了奥
孕在身
申遗
长得帅是真的可以为所欲为
下百层？
七分钟
橘势大好
po。
东尼？
七分钟
6分钟热热还能吃
申遗
哎呦我去~
我以为是长了毛的AirPods……
拉拉人警觉.jpg
凡是女人就是你老婆吗
我们的tool凉回来了哈哈哈哈哈哈
原来你也玩游戏
哈哈哈哈哈哈
哈哈哈哈哈哈哈
没办法，优木雪菜太帅了
雪菜:???
我以为是佩奇哈哈
帅啊
我好像看过这个。
好   细
三次元的猫娘能叫猫娘吗？（doge
我勒个去～
涂鸦跳跃
四分钟！！！！！！！！！！！！
这我看过，挺甜的。喜欢猫的可以看。
梨神
涂鸦跳跃，滑盖经典游戏
七分钟
丫头射手
欲望正在高涨的掠夺
热的热的!!!
涂鸦跳跃吧
涂鸦跳跃
hahaha
bangbang要火
虹团nb
七分钟
七分钟
七分钟真早啊
橘势大好
啊这
涂鸦跳跃！
涂鸦跳跃！
有没有人
3.6万+！！！！！
弹倒了可还行
七分钟，热乎的
原来你也玩原神
道歉应该露肚皮
手“球”
七分钟
？？
自己人，别开腔
拉拉人的大胜利
7分钟！！！
？
《 专 业 》
申遗
哈哈哈
涂鸦跳跃
8分钟热乎的。
这段让我想起了《公民凯恩》
涂鸦跳跃吗！？
破案了，日本的夺冠阴谋
汤姆直呼内行
hhhhhhhhhhc
hahaha
怪不得听起来好像不太对
哈
八分钟！出息
涂鸦跳跃
太可怕了
你是谁
好多人
卧槽。。。。
涂鸦跳跃！
没要的话给我，我有那种世俗的欲望啊！
是男人就上一百层
《高效》指送业绩
哦，憨豆
阿伟——削瘦版
原来你也玩原神
六分钟，六百多弹幕评论，每分钟一百弹幕评论，每秒钟一条多，现在一定有人在和我一样准备发弹幕
7年？
不是说刚出狱么，应该是放出来了为什么还要被抓
哈哈哈哈哈哈
我现在还在玩
老哥稳
短豆射手
真禿了
首先，需要一个女朋友 
申遗！
看脸型，凉风减肥没成功
4分钟
小虎鲸：这个我熟
八分钟！！我出息了！！！
弹了一行发现结尾有个高音谱号2333
嗯？
说好的建国后不许成精呢？
nino!
蜜汁笑容
九分钟
拉拉又出圈了
好怼
吗呀我去
爷青回
9分钟，我出息了
斯卡蒂
烂片
怕不是用了面部识别吧。。
这是立本人的阴谋
来了来了
热乎
X之魔王的契约者
这个大叔贼有意思
《常识》
维托·辅助
解说员：kswl
《想哭的我戴上了猫面具》
剪头发了？
？
这期节目我看过
请务必给我来一只
秃啦
哈哈哈哈哈哈
卧槽好漂亮
四分钟热乎
二宫和也！！！
哈哈哈
优木雪菜？？！！拉拉人狂喜
啧啧
用的时候变人，不用的时候变猫(doge
好家伙
九分钟
哈哈哈哈哈哈
大象喷射
哈哈哈哈哈哈
涂鸦跳跃，全班一起玩
9分钟，热乎
甚至倒着弹
九分钟热乎
这就是钢铁吗？
涂鸦跳跃
橘势大好
9分钟
《我 嘞 个 去～》
把池炎不行打在公屏上
卧槽，这也太二次元了.jpg
出息了，十分钟
哈哈哈哈，行长人设不倒
九分钟
解说员：磕到了磕到了
经典发言！
来了
务必让我来受这个罪
2分钟
啊这，居然写实派？
涂鸦跳跃
我刚想说，因为他帅
4.3w人也太离谱了
好有道理
小猪佩奇 
他会打辅助吗？
九分钟
你为什么这么懂？
舌吻道歉
梅开二度
哈哈哈
doodle jump
我嘞个去
单身久了看只猫都清秀
10分钟，热乎
九分钟
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
我嘞个去
这个b站游戏区可以下载
手 球
维托·埔柱！！！
换发型啦!
这不造三开头那个
我擦 太好看了吧 我弯了
涂鸦跳跃！
10分钟
啊啊啊啊啊葛鑫怡！
男主怀了！！！
10分钟
9分钟
经典无能
我但凡有一点这种记忆力我也不至于课文背不完（）
爷青回
《   两   小   无   猜   》
赛道旁边才是开幕式
这
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
奇怪的姿势增加了
请务必对我这样。
尬
今天刚好刷到这个
10分钟
涂鸦弹跳
NB
经典老番
原来你也玩原神
凉风剪头发了
nekopara（doge）
秃了，但没完全秃
十分钟，烫手
涂鸦跳跃
十分钟
不算
WDNMD
辅助？女的是ad？doge
国产？！
19789？？？
你是刚出来嘛
原来你也玩？
在申了，在申了
七年都还记得啊
热乎的
涂鸦跳跃
草哈哈哈哈哈哈哈哈
涂鸦跳跃
我嘞个去
小心二次元
！！！感谢秃凉
哈哈哈哈
神经病，这些女人为什么不能是我老婆
印象好深刻
总觉得是大不大
哈哈哈哈哈哈哈哈
我震惊的是这图居然还不是p的
尼妹是你吗？
咲太：上大号！
玩过的都懂嗷（某猫游戏）
11分钟
战争怒吼
哦这个我超爱玩
来啦
哈哈哈哈哈哈哈哈哈
11分钟已经凉了
我勒个去～
我嘞个去～
11分钟
独角兽乱入
经典老番
草？
nino
好像讲过
无人区
大晚上吓我一跳
经典老番
这是不花钱就能看的么
刚刚
 我勒个去（幻听）
12分钟
猫的绝育手术考虑一下
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哦哦哦DNA动了
11分钟热乎
十一分钟
涂鸦跳跃
我哩个去~~
哎呦，我的心肌梗塞
葛鑫怡？
11分钟
奥利给
好家伙，差点让我离开这美丽的世界
申遗
心乱了
涂鸦跳跃！超好玩
自律的人有多可怕
我  嘞  个  去
11分钟
11分钟热热还能吃 
梦里
12分钟
12分钟
当代列文虎克
刺激刺激刺激
11分钟，我出息了！！！
风压剑
我勒个去
阿凉，你又在打电动，休息一下好不好？
我不懂但我大受震撼
怎么感觉这女的长得像东尼
我  嘞  个  去
建议看狼与香辛料
12分钟
12分钟
我勒个去
在申了思密达
哈哈哈哈哈哈 字幕
哈哈哈哈哈哈哈哈哈哈
五线谱看反了可还行
ller
doodle jumps 涂鸦跳跃！ 我手机上现在还有！
大橘
十一分钟，还热
不合理啊，为什么是变成人还有衣服（doge）
12分钟
12分钟还热乎
我勒个去
辅助？
早啊兄弟姐妹们
哈哈哈哈哈哈哈
Q伯特！
这是LL啊前面的
涂鸦跳跃现在已经出涂鸦跳跃2了
12分钟
虎鲸的舌吻道歉
12分钟
大    橘      为      重
我只要猫猫！！！不要拟人不要拟人阿巴阿巴
哈哈哈哈哈
N E K O P A R A
12
nb
双龙出海
还挺漂亮
弹反了还挺好听的
天呐好好看
12分钟！
摄像小哥是越来越调皮了
日 漫 诚 不 欺 我
这不就玩伴猫耳娘吗
老爷爷可爱
小   猪   佩   琪
12分钟
草，我烧仙草喷出来了
哈哈哈哈拿反了都能弹可还行
12分钟我烫熟了
12分钟，热乎
13分钟，热乎
选手看虹团导致他扭曲了（
13分钟
12分鐘，熱乎
12分，呀！有点烫嘴
刑啊，挺可拷
？？？
这是免费能看的?
这游戏还能射子弹呢？
13
真人版nekopara？
哈哈哈哈哈哈哈哈
十三分钟
 涂鸦跳跃
我不相信！！！！这不合理！打假！！！
我勒个去
꒰ঌ(˚ᆺ˚)໒꒱
12分钟
我今天刷憨豆奥运会也看到了这个！
忘了它吧
《自投罗网》
都是二次元的错
12分鐘，熱乎
他是不是爱看《春秋》？
哈哈哈哈
孕在身
哈哈哈哈哈
3分钟热乎
孕在身
涂鸦跳跃，在按键机上玩的
23333333
12分钟
九分钟，热乎吗
十三分钟，还热乎
没碰到嘴巴
吾辈楷模
21803人
电视剧《喵，请许愿》已经完结，强烈推荐
十三分钟，热乎
这人穿的好像荷兰国旗
哈哈哈哈哈哈
十分钟，热乎。
nino!
哈哈哈
这个电视剧巨好看！！！！！！！！！！！
这游戏以前苹果还要钱
孕在身哈哈哈哈哈哈
我总是强迫自己不要为了强迫自己从而强迫自己以至于强迫自己
热乎
经典老番了
涂鸦跳跃，经典
Q伯特
涂鸦弹射
俺妹诚不欺我
14分钟
我看过他好像还会反着弹谱子
14分钟
哈哈哈哈哈哈哈
11分钟，热乎热乎
哈哈哈哈哈哈
14分钟岩浆热热还能吃
大兄弟，你走错片场了吧
涂鸦跳跃
所以小男孩有什么对不起姐姐的事吗（doge）
十四分钟
惊天地泣鬼神
请务必交给我(doge
？？？
b站游戏中心就可以下载
这不是《K》里的猫猫吗（有端联想）
秃凉
造梦3—
女人果然会影响速度
笑得好可爱啊
好有道理
14分钟，勉强还可以
雪菜什么都不知道，雪菜只想回家看动漫
这个老爷子是超级大佬级别的
握草
克服恐惧的最好方法就是面对恐惧！
大晚上?为什么你们两个大晚上在一个房间
咋感觉凉仔长得有点像小胖呀
涂鸦跳跃啊
卧槽，你谁啊
我勒个去
嚯嚯弹幕都没啦，我来太早啦?
外来媳妇本地郎，阿光？
在申了思密达
这就是日本夺冠的原因。
因为帅
世界名画
有钱人要是有了户籍，一般都会选择租因为便宜，买房70年的钱不止租70年
秀
紧急救援的小孩
握草
十三分钟，凉了‘’
这人估计没抽到雪菜
十五分钟
热乎的
我还等着你扎头发呢，咋就秃了呢？
人不能，至少不应该
秃了（物理
15分钟
巧克力与香子兰
夜倾城
十五分钟！热乎
疯鸭贱！
原来你也玩
似乎没说什么  又似乎什么都说了
证件照都那么漂亮呜呜呜
绝育啊
15分钟
看到你横着手机就在玩游戏
奥运会：雪菜比我更重要吗
16分钟
草
关上16的大门
哈哈哈哈哈哈
又剪头发啦
热乎！
可能是选手体力不支了（当然雪菜看板娘太好看了，谁能不分心
15分钟
张京华？
16分钟
22591人
自爆卡车
来啦
出息了
什么都没说又似乎什么都说了
@祖坚正庆
原神
6666666
十六分钟，热乎
这女的好像参加过综艺比赛？
快给我变
你还有脸回来
好漂亮！
原神
热的
16分钟！我出息了！
这个镜头反复看了N遍啊
我看春秋的
换成
烫
握草，这发型，爷青回！！！
欧呦，烫偶，第一次哦
美女！
换皮
16分钟
你也秃头了，怀疑你在暗示某人
换成俩男的这就该打起来了
17分钟，热乎
17分钟
证件照挺好看的
十七分钟
我也想要一只
师傅，梓川咲太行为
十七可以吃
黄担狂喜
nino～～ 梦幻联动
十六分种！好耶！
好玩！
玩过
断背山看过没？
这张照片好绝！！
终于有人打算给猫娘绝育了
热乎的
罗老师好
十七分钟我出息了
哈哈哈哈哈
18分钟
很久没有看了，up好像瘦了
这不是是大臣里的汉佛莱吗
十七分钟，热乎
猫和老鼠是致敬吗哈哈哈哈哈哈
哎17分钟
？
nino哈哈哈哈哈哈
出来喝酒，我带了两个鸭头
18分钟凉了
未关注
青春有你2里面的葛鑫宜？
哈哈哈哈哈哈哈
好像看过了？
《我  嘞  个  去》
18分钟
这么老的图了
6.5w+
18分钟，好诶
崩坏1
性无能！！！
哈哈哈哈
十八分钟
heheheheheh
请问这猫哪里能收养
道歉要到胃
18分钟，热乎
小休！！！！！！！！
越来越离谱了
18分钟
18分钟
好美啊
要是人可以不用睡觉他估计可以，一直玩下去
你秃啦！
艾琳：原来是用这种方法解决的吗，太离谱了
象鼻虫（不是）
记忆力真好
19分钟
有的东西一直都没变.jpg
精神鸦片
第一次这么热乎的!
"外来媳妇本地郎,这是后面的列村长,不是阿光233"
哇哦，29分钟，关上大门
孕在身
我怎么感觉看过这本
19分钟热乎
九敏好可爱草
这个我以前超喜欢玩
头真秃了
十九分钟，热乎
怕不是就被这一嗓子吓走的
在产生口角
看到公路，就想到波加查
哈哈哈
19分钟
欧美釹足随便一铲就是队友的女友
变猫？想哭的我戴上了猫的面具？
雪菜比我更重要吗？
《
19分钟 ！
6.4w+
好帅
19分钟，我出息了
黄担狂喜
造三？
剃头了啊
原来你也玩
嘴巴再宽一点就是小猪佩奇了
懂了，该带去绝育了
给我变
来了
20分钟烫嘴
我去，人真多
《反向脱敏疗法》
20分钟
福瑞控？
申遗
20分钟
好耶
童年啊
第一次这么前（ '▿ ' ）
变你姥姥.jpg
优木雪菜！！！！
这个不算吧
20分钟！！！
厉害
黄担狂喜
爷青回
涂鸦跳跃
小 心 二 次 元
这是我免费能看的？
20分钟
20分钟
20分钟
拉拉人狂喜
维克托族谱
动态图，做不了假，真的dog
理查德克莱德曼也干过哈哈哈哈 弹的梁祝
出息了
两节课一次没跳完。初中记录一直没人破（doge）
这种铸币片子不就是来骗男人硬一下的吗doge
虎鲸的道歉
nino：牺牲打游戏时间睡觉
玩过！
这个我看过，是真的23333333
鬼知道我看了几遍
紧跟事实
什么片？
20分钟
20分钟
21分钟！热乎！
21分钟
秃了！
雪菜yyds!
我这个之前一局玩过20分钟
Doodle Jump
？？？？？？？？？？
还没我秃
粉色车上还有水团！
巧克力与香草
村上春树：？
比吴签好
这才是我所认识的你
20分钟  还热乎
无鸡之谈
20分钟 热乎乎乎乎啊
21分钟
疯鸭剑
21分钟
来了
21
猕猴桃的恋恋剧场几部都还不错，最开始的两部目前感觉质量最好，这部一般
住在b站
你管这叫小时候的游戏？老了老了
面对恐惧！
哈哈哈哈这不就是我吗
21分钟，我出息了呀
原来你也～
涂鸦跳跃
好家伙，男主这回不是嘉祥了？
大师
21分钟
哎嘿
黄付灶
我赌你回去又重新听了一遍
检查方的罪人！！
难得那么早，先三连了
21分钟，我出息了
有道理
我勒个去
热乎的
细思其恐
刚出狱又进去了？
我勒个去
很好玩的
阿凉好呀
说不定是截图不是直播呢（doge）
你还有脸回来
绝育吧
 心乱了 车慢了
别说 跟我家猫绝育之前真的挺像
精打细算，真是一个很会过小日子的日本人呢（doge）
啊啊啊涂鸦跳跃
哈哈哈有道理
名场面
头发一剪，猥琐了啊，老凉
太黑暗了！！！
KAGUYANO
nino！！！
算自首的
橘势大好
独角兽！
瓶什么
黑暗已经扩散到这了
回忆
