一分钟
九琉党在此、！！
我的童年！！！
啊，武曲文曲，想起来刀子了
三四党来了
1
1
2
2
1
1
1
1
1
1
1
1
1
1
2
2
2
1
1
2
1
1
2
1
1
2
1
1
1
1
2
2
2
1
1
2
1
1
2
2
2
1
1
1
1
2
1
好家伙
十莉在此
emmm，吴签！xswl
《吴 签》
X战警
热乎
我青回
旋风管家？
笑死 紧跟时事
以前我一直想知道九月天到底喜欢谁
腿我爱了⊙∀⊙！
大预言家
哈哈哈哈哈
九琉党狂喜~前期就是这样入坑的，可是后面emmm
都预言会带来灾难了为啥还要还有冷冻起来留到现在啊？
明明都预言是灾难了为啥还有留下来到9000年后呢？
恶魔果实
我对七月八月都没啥印象
这些都是前期的暗线后面才填的坑
这画风……是前传？
早期画风真的跨度好大
十琉，不管，九月是送的
bo亮kei影是你！
这个画风
没办法，从漫画更新顺序看，九流很明显是一对，但作者怎么想不重要，观众喜欢那个才重要。
235是我买的第一本知音漫客
三四真的好感动
贪狼，神之手
专业名词，神经栓
我从头看到尾一直没看懂这个大背景，现在才搞懂……
七八戏份太少了，异能听着牛但是是鸡肋
神之手
沧月！
九月！
我一直没有看完，想知道结局
贪狼yyds
前期作者可能都没想后面那么多吧
苍月我的女神，可御可萝
吉良吉影
结局算是回归原点，九月在最后为了让拯救自己的十月和琉星恢复原样而从新开始了自己作为九月天的生涯
速度即是力量，你见识过光速踢吗
第一本，好熟悉
最喜欢沧月了
人类的身体承受不了八种元素
是肌体融合
其实算12个，我记得后来番外有讲玄月好像是主动要求的
小岛中春夏秋冬四个季节同时存在（doge
一开始只是个搞笑漫画，后来才胡编乱造补齐设定，改成热血的
最爱沧月
《吉良吉影》
我有这一本
只要你吹九月天.我就敢给你三连暴击投币
九十党！
小宇宙觉醒
夜莺
3都要
贪狼真男人
卧槽，漫客...
其实九月原本没第七感，是搞定了光元素石
11111干得漂亮
抱歉，我是十琉的[doge]
人均一米九
三月四月啊啊啊啊啊啊啊我嗑死
3434！！
九月
破军意难平
只喜欢玄月
九硫十
然后出来了4个有8元素的人
小时候一直在想，活到一百岁再觉醒第七感就可以白挣一百年
力挺九月流星
想起来小学看到文武区结果的时候还哭了
古燕国真的很绝
讲道理 我觉得他俩才是官配
古锡兰王也有第八感
画风突变
七月的能力基本就没成功过几次
最爱玄月，最喜苍月
这分明是男仆！
这个画风是越来越好的，看着作者肉眼可见的进步
我只看过前10卷漫画，这真的是同一个故事吗
三月四月我磕的CP
没开局多久被人瞬移一个秒了
九十青梅竹马CP和天降九硫CP
我是从漫画中间看起的，觉得不错重头补，结果发现画风突变，当时还以为自己看错漫画了
1111
呜呜呜呜当真爱出现撒哈拉沙漠会下雪呜呜呜呜太殇了
玄月的等我
前期还没异能的设定，设定一度改，剧情改的像稀饭
前面的，幸福小镇串戏了
九流当年一直觉得
我当年全看完了天哪
？？看背景串戏了哈哈哈
以前巨喜欢三四月
13位吧……
龙凤胎……
我全都要
想哭了
集体融合是戮尔五世
呜呜呜呜呜呜呜呜呜呜
帅啊！！
十月，我曾今的老公哈哈哈
这名字是家有儿女的梗吗……
沧月沧月
我也是石榴，石榴永远的神！！
贪狼，沧月，yyds
知音漫客啊啊啊啊啊！！
不是贪狼吗？我忘了实在太久了
三月四月波塞冬篇才有异能，之前都是靠体术，三月用扑克，四月用鞭子
九十呜呜
最靠谱不应该是玄月哥吗
好复杂
辛吉斯哇，八个鸭子大
画了九年，画风当然变化大
这段没啥好讲的，后面剧情跟这些半毛钱关系都没有
贪狼
九十！
十月和梳星
以前的我巨喜欢看
好家伙，带球跑出现在这！
我有这个海报！！！
好家伙，我都没看过前传。
呜呜呜呜呜我今天才重温了
绝对防御给我看哭了都
潇洒哥
为什么我看的第一话就是丧尸围城
它完结了？
艾米年轻时真是大美女
放弃爱情：指愿意被玄月封印对十月的爱
这是白羊座圣斗士么？
文武天下第一
贪狼先生
三四
文武曲死的时候真的壮烈，哭死
的确跟圣斗士有点像
到了后期抄太多自己都圆不回来了，大烂尾
应该是接触过的食物
这我小学看的啊
见沧月进
喜欢贪狼
大结局还有后续是沧月的
二月第一份吻戏贡献者哈哈哈哈
潇洒哥
我家还有前十本
肌体融合吧？
这是武曲？
一开始的画风
十琉冲啊
啊啊啊啊啊十月！
最惨主角
古悉兰
我有这期漫客
我一开始还以为他们是侦探和怪盗的那种动漫
最喜欢2月子
前后期对比可以看出小松真的在进步，周蘑菇真的在退步（微笑
这张图当初找了好久好久
我的cp！！！！
说真的这个前传也不算崩啊，我觉得挺好
九十！！
是九月吧
莫莉安
艾米越活越小
主角我只人琉星 挺喜欢十月的 但作者因为人气强行把十月也算成了主角实属不理解
好家伙，你的名字的画面
喜欢破军
贪狼wwwwww最后我真滴哭了
小莫小莫小莫小莫小莫小莫
石榴党
这里有点像旋风管家
留个备用吧，万一全没了还有个补上
以前小壆看的现在都忘完了
贪狼
他们996吗？
以前听过，开始买的时候已经连载很多话了，看不太懂，希望能全部讲讲
玄月是因为沧月进去了要求陪着沧月成为下个时代的兵器
迪达拉…high
偿债吧
九十
默契交锋
你搁这传火呢
九十九十九十！！！！
纸尿裤老鼠！！！！（不是
这都是后来有的能力
这里插一嘴，vv学院众人的名字分别借用了北斗七星古名称（除艾米博士）
这段剧情有点像当年的旋风管家
三四月永远滴神
《旋风管家》
现代人短时间内受陨石碎片激发力量，时间还未适应生命力来驱动
爷青回
琉星！琉星！琉星！我大琉星必须要有排面
rnm，退钱，浪费我这么多钱买这么多期漫画
杀手皇后
我的三四！
爷回青！
九十！！！！
感谢三四在一起
芒雅公主呜呜
天哪  这一幕泪目
可本
雅典娜的圣斗士？
爷青回
一月是小可爱
三四王道！！
喜欢琉星
三四！三四！
四月！！
我磕苍月和砍她手臂的那个男人dog
k了昆因！
九琉！！沧玄！！
三四永远的神！
2
若敢来犯，必叫你大败而归
呜呜呜偷星yyds
爷青回
结果烂尾了
其实禄存巨门后来都有第七感只不过太鸡肋了
流星
莉莉丝！！！
三四！三四！
所以你为什么一直放你的名字
三四永远的神！
瑞兹，我的女神之泪呢？
程心？
贪狼的神之手，yyds
阿富汗？
知音啊！时代的眼泪
葫芦娃。。
爷青回
偷星好评
瞬间拉夸 差点没追下去
这是我的童年
最喜欢四月了 唉……
啊这……破军……两千块［doge］
半神贪狼
这个画风 好怀念
十月我的老公
九琉永恒！
这张图我小学还是初中？对着画了四次，纸张都擦破了，还没画好
画手换了最初周洪斌之后是小松
抄袭圣斗士？
八月被猫女挠的很惨
莫莉安
童年的回忆
贪狼齐潇洒
苍月老婆苍月老婆
倾家荡产九十党
烧烧果实
九六
吴签？
我开始怀疑我真的看过这个漫画吗
左下角和右下角两个后来和琉星一起被沧月开发出来了（但很菜）
是波板糖爆炸doge
九星党！
破军也挺帅的，前面的剧情好看啊
贪狼的神之手啊
哈哈哈DNA动了这个漫画画面
潇洒哥
九十！！！！！！
九十党在此
琉星!!!
都是我看过的
都挺好，就是烂尾了，遗憾
又是x战警又是圣斗士
贪狼后期巨强
泪目，2012
这回又是旋风管家开局
我真心觉得一开始的小偷侦探故事跑题了
那叫齐潇洒
最喜欢一月！
九琉
我记得是只有棒棒糖才能变曝炸物吧
九琉！！！
1111
我在我小学一直当三月
封面太好看了
真就黄金圣斗士啊
三月四月！！！
这里他们过了十世
吴签？！
我小学部落冲突名叫十月
沧月！
欠债管家
主角？请给我硫星道歉！！！
那个时候身材还很正常
十月我爱了！！
99八十一
最爱琉星九月
吴签哈哈哈哈哈哈哈哈
贪狼
三四三四！
春夏秋冬四个季节同时存在
好家伙这个图真是唤起了当时的记忆
科技靠考古
我用了十几年的QQ头像
我记得好像是三角恋
呜呜呜文曲
九十
九十！！！！！！！
1
十莉党路过
喜欢三月
我永远记得文曲的以血为刃震惊我好久
潇洒哥
牛星
都快忘了
十月，我的童年老公
十月！
当初超喜欢十月，毕竟银发控，所以没错，沧月我也喜欢
996
我真希望有那张他们婚纱照的图
苍狼
暴君
这图真帅
琉星！魔君琉星！
九十！！！！！！！
全篇最美好最温馨的时光
刘星小雪
贪狼破军呀
本来是支持九琉的，但……白毛真香
梦开始的地方
这个图片，还被印成小卡片，贴在校牌上
爷青回
这些都是紫微斗数中星星的名字
九十在此！！！
爷青回
玄月为了弟弟妹妹应战魔神，泪目
虽然感觉后面越来越扯了，但是还是可以用来回忆青春哈哈哈哈
好家伙
虽然感觉后面越来越扯了，但是还是可以用来回忆青春哈哈哈哈
古希腊
四百块的女神泪
高举九十大旗
k的附体
双男主之一
沧月
我支持石榴组合，九月给我
呀，我小时候可喜欢贪狼了
小时候就不喜欢十月，就喜欢流星，现在也一样
九琉一生推
漫客啊，好可惜
小松姐进步特别大 开篇和后面画的完全不一样了
沧月：天上天下，唯我独尊
我直接一手关注
圣少女？
我很喜欢琉星！
潇洒哥
我当年磕死了九琉
贪狼成为伪神牺牲时我哭的老惨了
贪狼yyds
贪狼君初登场
哈哈哈旋风管家
牌皇
牌皇
前面的我也是1，之前一直没搞懂悲剧
牌皇
四月老婆！
神之手
力挺沧月琉星
我永远喜欢贪狼先生！
初中的时候看过同学的十几二十本，后来毕业了
就是为了琉星才追完了结局orz，我讨厌换主角的作者
神之手贪狼，土能力破军，
琉星！琉星！琉星！
贪狼能力只是复制，并不是成为真正的神
这漫画前期和中后期不是一个人画的
7000？给你脸了？
我磕！？
34党
玄月永远的神
vv学院直接三元素
？我怎么没看过这段
我当时在看这个的时候心想好家伙二月活脱脱的是个德鲁伊
我最喜欢贪狼，潇洒哥，哈哈
炽红莲
贪狼，我的贪狼呜呜呜
可莉
之前的神去哪了
九十！！
文武两个姐姐我也好爱啊啊啊
吴签hhh紧跟时事
好色的贪狼
日番谷东狮郎
我一天就看完了
画风突变
小孩子才会选择，我全都要
九琉
嗯？完结了？
绝对防御
a
所以说和偷情这个词有关系吗
啊这个当初我还买了
沧月老婆！
青回
这里看过！
贪狼
有印象
九琉！！！
不应该是开发第七感每年小一岁吗
破军！！！
旋风管家
神之手
没有元素针以前一个用金属牌一个用鞭子。。。
圣斗士？
每个反派都有着毁灭世界的梦想doge
哈哈七月给我整破防了
贪狼先生
三四yyda
大预言家的属于是
我已经忘了小学的记忆
十月yyds
九十九十九十九十
可惜烂尾了
潇洒哥～
好家伙
不是地球叭
丰 都 银 行
三四月我磕爆
偏偏是贪狼第一个融合了
神之手可以造假神
贪狼
为什么高速的事九月不是沧月
荆棘之花
因为这是后面的剧情
九十！！！！！！！
九十
黄金圣斗士
官配是九琉
春夏秋冬四个季节同时存在（错乱）
十月，我喜欢了十几年的人
芜湖，开始熟悉了
潇洒玄月
我看完竟然不知道这些剧情
九十！！！
我全都要
开局4百块的女神泪
贪狼是伪神
1
手下吗，不是导师？
神之手！潇洒哥
它终于更完了？
这里不是玄月告诉了q吗？怎么告诉了九月？
原神抽卡
突然看见思维导图害怕
卡密
九十！！！
一天的夫妻。。。
三四太甜
画风骤跌
后段贪狼太帅了
真的有人讲这个
1
爷青回
1
贪狼当了一会会的神，我的贪狼啊，神之手啊
潇洒哥是半神
破军？就那个两吧风暴巨剑就1千金币的那个
沧月
肌体融合……
爷青回
爷青回
确实烂尾
我加到现在墙上还贴着这张海报
九流
啊，是刀
哈哈哈哈哈哈吴签
琉星！！！！
貌似都是星宿名
天哪 唤醒了我的好多童年回忆
是葵博士吧
九琉
和海贼王里的六式铁块一样，吹的神乎其神其实卵用没有
