美哭了啊啊啊啊啊
刘宇!!!
嗷嗷嗷嗷嗷嗷嗷嗷
好美
六宫粉黛无颜色
up剪的太好了
这谁还早朝啊
乱花渐欲迷人眼
看见芝月辣
微微！
！北川绾绾啊！
哇这个姐姐的眼睛绝了
橙光立绘原来是真的
这就是后宫佳丽3000的感觉吗
可以分享到朋友圈吗！我的头
这太到位了吧
啊啊啊啊啊啊啊绾绾！
好看好看！
麻麻我恋爱了 这么多美人我爱了
这才是我爱的古风
好漂亮啊呜呜呜
我天哪
华美雍容，大国之风
各有特点啊
小说女主有脸了
这个妆发哪一个不吊打现在的古装剧
鞠婧祎吗？
大哥
四月姐姐！！！！
美呆我了
刘宇闪现了！
啊怎么没有秦汉时期的服饰呀
菘菘!
洛丽塔大哥！
吗的我哭了，
刘宇刘宇
花团锦簇
圣微！！
美！
菘菘宝贝啊啊啊
太美了
朕通通都要，吼吼吼
哇哇哇哇哇哇
哇  这个转身气质绝了！
啊啊啊好美
橙光立绘哈哈哈
可以的不像现在网红脸
点开之前没想到，真的有仙女！
妈耶…拍古装剧的服化道但凡有这上心，市场不至于如此
仙女，仙女
美的想哭
喜欢么又喜欢买不起是真的
刘宇啊啊啊
来不及了，我要0.75看
..
山海观雾
古偶，仙侠剧先来学学梳妆吧
刘宇！！！！！
刘宇！！！
都好帅
有病吧，你们能接受外国咪咪眼似的中国还为他们辩解，到这每天清华美院阴阳怪气
我的天杀我
！！！！锦超哥哥
百家齐放，美不胜收
周愚昧小姐姐
好piu亮
太可了
盛世景象
我感觉我现在就是皇帝doge
美丽国风
nbnbnb
太美了
柒柒柒柒！！？
一群美女之中忽然窜出个帅哥
hhh好好看啊！
太好看了啊啊啊！
太贵了，都是奢侈品级别的衣服
选妃的快乐我懂了懂了
个个都好看
我全都要
圣微我的宝贝！！！！！！
这个好飒啊！
我要当皇帝
好美啊她
四月！
啊啊啊啊
宫廷夜宴啊，记得叫我
贵妇
那个红衣小哥哥太好看了
仙女们
好美
古人对衣服的审美是真的好
小卡超漂亮
四月好美
全是我心中的古言女子
芸豆！
不说了，三连了
蒋韵兮！！！！！！！！！！！！
前方高能
哇 各色美人呀
说妆千篇一律的绝对眼瞎，眼瞎治病去哈
刘宇真的适合国风
刘宇儿！
美美
我的天啊，真的好像到了天宫
现在的古装剧，不说也罢
端的是环肥燕瘦，各有千秋
小灿！
太绝啦家人们呜呜呜
我爱盛世美颜我爱衣服我爱妆容造型
好美阿啊啊啊
好美
这个转身太好看了趴
说橙光立绘的别走，真的美的像立绘
太平盛世才能有的繁华
啊啊啊
我当场登基
来吧，都进我的卡池吧哈哈哈
火钳刘明
有点像林妹妹
那个好像林妹妹！
牛
真的美的各有特色！绝了！
各种不同的美 就像花一样 
请现在的古装仙侠按照这个服化道卷起来！
好美
衣服挺好，就是模特怎么都那么爱瞪眼啊
up卡点可以的
金肉肉~好美
刘宇！
刘宇！
像仙界尾牙
美女！
小说女主有脸了
四月！！！四月老婆！！
现在！我就是皇帝！！！！！
刘宇
每个人的眉毛都不一样呢
好喜欢这个转身
卡卡啊啊啊啊啊啊啊啊啊
刘宇好帅
已经被惊艳到没空发弹幕了
仙界年会
竹大宝！
刘宇一闪而过
这个妹妹我好像在哪里见过
刘宇绝美转身
0.75倍速真的有点东西
我，皇帝。真快乐
刘宇小朋友
刘宇！
刘宇
百花齐放，各有千秋
九井
(⊙o⊙)哇这个转头好绝
楚琪还是算了吧，我忘不了他在外网背刺中国，给偷国人宣传
刘宇！一闪而过了
林姐姐啊！
太美了太美了美得我流泪
而我已把自己当王爷来看哪个才是女主
这一对我知道！！！
转身剪的好流畅
啊啊啊啊小宇啊！！！
这个回头啊啊啊啊啊我死了
好漂亮~
全是小家碧玉，不得不说老祖宗留下的基因真的是严格挑选
哇哦哦哦哦哦哦
这个转头好飒
绝美！
刘宇参加了国风大典
突然想哭
我真的好想哭啊 我控制不住了
这才是中华传统文化啊！！
刘宇啊啊啊啊
小朱！！！
大数据请记住我
现在的古装剧都学学，真是
比古装剧造型好看
小心，小意?
每一个都能是一段故事啊
男模特都很矮
大哥！挑眉杀
小宇！！
等一下，刚才好像有一闪而过的帅哥？
难怪都想当皇帝，权力是男人最好的化妆品
妆太浓了
这个圆圆的好可爱
九井！！！！
好好看
一闪而过的刘宇，帅
好看啊
象王行
现在那些拍古装剧的看到这些会不会感到羞耻
刘宇超可爱的！
好做梦的素材有了
帅哥的名字是谁，请在弹幕里告诉我。好帅，有焦俊恩那味了
哪找的这么多美女
蛇尾巴猪？！
黄杨那个女孩太好看了清纯可爱
天呐！我直接文化膨胀！！！！
四月真的好端庄大气
都是老婆!!!
聂小倩!
刘宇啊啊啊啊啊啊
啊啊啊啊啊啊刘宇！！
君王不早朝！！！！
02:22 
沾了妆容的光，这颜值放古装剧也是丑男
救命
四月
这是贵妃
好看啊
啊啊啊啊啊啊
大数据请记住我
这个转头好喜欢
一闪而过的刘宇
皇帝的快乐
0.5倍刚好看清楚，全是神仙
我要是皇帝我也喜欢啊！！！！！！！
刘宇那个转头我爱了
一闪而过的刘宇呀
我的天刘宇这个气质和脸绝了
绝了姐姐
不知道为什么我哭了啊！太美了！
都是古代大户人家的小姐
这妆造比那些古装剧好太多了
啊啊嗷刘宇宝贝
这个圆润的小姐姐真好看！
太美了
远赴人间惊鸿宴，一睹人间盛世颜！
古装剧什么时候能这样拍
代入感很强，我已经开始登基了[脱单doge]​
各有千秋
林妹妹！
记住我
统统拖去搞科研
0.75倍速超神
哇，好美
四月！！！！
姐姐给个姬会
好漂亮！
兰陵王啊
@清华美院
真正意义上理解了争奇斗艳
我看到刘宇了！
好好看啊啊啊啊啊啊啊啊
绝了绝了绝了
婠婠楚淇！！！！
好好看啊
狠狠暴踩在清美脸上了
央央华夏，盛世恒长！
太美了
姐姐杀我！！
bgm绝了
姐姐好飒
杀疯了
第三套真的绝美
太美了，最适合中国人的果然还是国服妆容
我理解皇帝了
唯一不足就是面妆都太像了
好好看啊啊啊啊
美
这就是皇帝的快乐吗？爱了爱了
随便一个不吊打现在的古偶片。
翩翩公子莫不过如此
这明明是来惑我不早朝的嘛
四月啊啊啊啊啊啊啊啊啊啊啊
刘宇好帅！好绝
全都好美呀！！！！
大数据请记住我
我竟然get到了蓝色眼影的美
白色的是洋洋！楚淇不长这样
九井我老婆！
最近看到的美学天花板了
剪辑很棒呀
邝露
好笑的是，现在的古装剧的头饰都没有这么好看华丽了
我是纣王，哈哈
救命好帅啊
绝了
哇哇哇好仙
妈妈，快来看仙女儿
小马尾我爱死了
再看一遍！
哇啊啊真的美的都不一样啊啊啊啊啊
鞠婧祎吗
这不比你披头散发一身孝的古装剧好看？
我见犹怜啊
全是美女，人美衣美，视觉盛宴啊
里面有几个就是那些女明星，演员
刘宇向前走，别回头
这不比古装丑男好看
百花齐放
金角太杀了
刘宇啊
是北川婠婠和楚淇啊哈哈
好美啊
大哥！
刘宇宝贝
那个白衣小哥哥是谁啊？
啊啊啊，看不够
明天不上朝了
太美了吧
啊啊啊，我要看全身
太燃了，国风崛起
原来这就是皇帝的感觉吗
国产古装要是这么好看 还怕输出不了吗
视觉盛宴
九井老婆！！！！
太美了吧
好好看啊啊啊
林妹妹！！！！！！！！！
我泱泱大中华！！！
我都好爱
牛
阿阿阿啊啊刘宇！！
刘宇太好看啦
一闪而过的刘宇宝贝
骄傲
阿阿阿阿阿阿
刘宇你大步往前走
刘宇小公子好帅气哦
本公主要比美招亲
文化底蕴啊
好美
大鹅呜呜呜
啊啊啊啊啊啊啊啊爱啊我最爱的清音仙女!!!!!!!!!!!
又是沉迷美色的一天
小公子呜呜呜
大数据机智
四月姐姐正面up我！！
卧槽好像林黛玉
化妆师只有橘红色眼影哪
刘宇转头好绝
！！！！！！！！！！！！！！！1
黄扬钿甜
麻烦古偶剧学一下好么，哪怕学了一半呢
比电视剧里的发型用心多了。
四月！！
啊啊啊
林黛玉哦
哇这个转身
四月！！！！！
猫夏小卡
觉得比看古装剧快乐
这不比某些古装剧妆发造型好看？
美
感觉到了皇帝的快乐
大数据救命
刘宇你好好看啊
从此君王不早朝
全都冷白皮，羡慕
哇塞诶
卧槽好美
我爱美女呜呜呜
刘宇！一闪而过！但我捉住你了！今年没去成，明年一定去！
好多美人
帝王的乐趣我感受到了
古典美女，这才是古典啊
皇帝的快乐体会到了
好好看呀
每一位都好好看
刘宇好看
刘宇刘宇
李隆基：啊，吾道不孤啊
刘宇
哇哇哇
都好好看啊！视觉盛宴！
刘宇宝贝
姐姐眼神杀我！
哇，全是神仙姐姐
刘宇！！！！
卧槽这个转头好绝！
都好白啊  哭了
！！！！！
好美呐
卡西！
啊啊啊啊啊yuyu
从此君王不早朝
哇，看到刘宇同学一闪而过了
没一个不美得
刘宇刘宇刘宇
真的是刘宇崽崽
啊啊啊刘宇可爱
四月四月！
古装剧们学着点
刚才的姐姐怎么像鞠婧祎呢？
我爱漂亮人！！
楚淇绾绾！！！
帅哥呜呜呜呜
刘宇啊啊啊是仙子啊
选妃
刘宇
啊啊啊啊好美
这不比古装剧燃？
这个回头！刘宇真的太好看了
刘宇啊啊啊
呜呜呜
好可爱好可爱啊啊啊啊
体会到皇帝的快乐了
林妹妹！！！
美女如云啊
0.75真的太绝了
刘宇 刘宇 刘宇
四月老婆！
刘宇！
芝月！！麻麻爱你
明眸善睐
好好看
曹曦月？
这个视频已经出现在我首页第三次了我才看
小心隔壁来偷
真好看
这些个汉服都仙
美女们绝了
从此君王不早朝
清华美院呢
国风崛起
宝贝啊啊啊啊
一把子喜欢住了
仙女下凡
刘宇天呐
任胤崧！！
美死了
0.75  真不错！！！
大数据请快快记住我！！
高马尾刘宇
都是美女啊！！！！
神仙回眸，
太美了太美了太美了
made我掉帧了
真他娘的绝了！
百花宴开始了
建议0.5倍食用
四月！！！
太美了！！！！！！太牛了！！！！！！
中华传统文化，永远的神
好好看啊
四月四月！！！！
好有感觉
九井宴好绝
陌上人如玉，公子世无双
啊我死了
为什么都是大红色的嘴
锦超好帅啊啊
刘宇，
妆造好漂亮
好像都太白了...
在现场，虽然远了点看不清脸，但你依旧能被那种独属于中国人的气质所吸引！真的太美啦！
刘宇刘宇啊啊啊
太好看了！！！
象王行太好听啦
这不比眯眯眼好看
就像一幅画
参杂了太多现代人的媚态，不够端庄
不行，牛逼症犯了
好多美女！
剧组找几个这样绾头发的专业人士不好吗，非得弄清一色的
啊啊啊啊救命！！
刘宇宝贝啊啊啊啊啊啊啊
姐姐们好美
黛玉！！
来劲了
好多美女
好美
我泱泱华夏真好啊
啊啊啊啊啊爱了爱了
好多漂亮小姐姐
她们穿秋裤不
刘宇
红唇
四月！
呜呜呜这个群像好感动
红衣小姐姐是不是《赘婿》里面新门艺馆的头牌！！！
四月太绝了呜呜呜
刘宇！！
啊啊啊啊四月！女神女神！
都是我老婆！
刚刚的那个是谁！！好漂亮！
垂死病中惊坐起，皇帝竟是我自己
嗷嗷嗷嗷嗷，点嘴唇那个姐姐钓死我了！
评论一下 免得大数据以为我不喜欢
是帅哥！！
我懂纣王之苦了
美爆了
唐朝美胖，好有气质
好看
刘宇刘宇刘宇刘宇
这就是朕的天下
我要是皇帝有这样的妃子我也不上朝（doge）
太好看了
好绝！！！！！！
大哥！！！
卧槽 这个姐姐 美得让我流眼泪。。。。
BGM：象王行
电视剧妆造能不能学学
精彩
这个姐姐长得 好像夏小桐啊
这一套有得卖嘛
林妹妹！！！
恭喜获得纣王体验卡一张＊
真美啊
美哭我了
这还上什么朝
荷里寒！！！蓝衣服的是荷里寒！！！
乱花渐欲迷人眼
国色天香
现在的古装剧造型都有这么精美的话也不至于骂声一片
现在一共只出现过两个帅哥嗷
都好好看
是不是一支口红哈哈哈哈色盲了
这个千里逍遥刘宇被我承包了
美女子！
几乎都是瘦的 只看见一个圆润的
快，快扶我起来
我都要我都要
这是什么秀？？？
好好看
美美美
爱了
圣微yyds！！
好美
我看到繁星了！
made in China
绝
九井宴
为啥我看到了移花的感觉
啊啊啊啊啊，太好看了
真的很棒
卡卡卡！！！！
三连有了
现在的古装剧多学着点
刘宇刘宇刘宇刘宇
锦超！
大数据
四月四月四月四月
都好美 怪不得我看不下去现在的古装剧
好美呜呜呜呜呜呜呜呜
这就是皇帝的快乐嘛
啊啊啊啊啊啊姐姐击中了我的心!
看到这个总算知道古装电视剧为什么那么敷衍
看到这个总算明白为什么观众对古装电视剧那么看不下去
救命好漂亮
好好看啊
秃子和婠婠！！！！！！
郑繁星！
重点是每个人都长的不一样啊！却都很美！仿佛上世纪末的港星！
芳心纵火犯！
真的美翻了
芸豆豆鹅宝贝
"皇帝的快乐，我懂了"
我靠这个我社长。。。
啊啊啊啊啊妈妈好好看啊天啊快看
沦陷了
大数据记住我！
我喜欢你
杜雨宸小姐姐
有个小姐姐好像林黛玉啊
后宫佳丽三千
0.75  1.25 都很绝！！！！
我要当皇帝
燕瘦环肥，各有特色
草
一闪而过的刘宇宝贝！
刘宇这个转身绝了啊啊啊啊啊
真好看
郑   郑登基了？
再来亿遍
远赴凡间惊鸿宴，一睹人间盛世颜
知道皇帝干嘛要那样了。
清音音也太漂亮了呜呜
视觉盛宴
曹曦月！
众卿跪安吧，全是朕的
好看
男的都太阴柔了。。
美！！！
好绝！！！
还好不是网红脸
哈哈哈
为什么没男装
四月太美了
啊啊啊楚淇
这位好有魅力
绿衣服太美了
从此君王不早朝
什么脸型都好看！！
TMD以后拍古装剧把钱花在这上面不好吗？别请什么流量小鲜肉了
鬼啊！！！！！
戒哥说我千百遍，我爱妹妹如初恋
剪得太好啦！
家苇
不戴头饰的，一律是骗子
好看
真好看
开头见
这一幕好喜欢！
莉崽太好看了
真好看
大！数！据！
我爱唐装！！！
哇塞，怎么有这么好看的小姐姐
古风现在都这么卷了吗？
小说里名门小姐们赴宴的画面感有了
救命姐姐直接转到我心里呜呜呜呜
突然要哭怎么回事QAQ
陌上人如玉，公子世无双
ju峨眉
四月四月四月！！！
朕心甚悦
美
一群女生吧
霸王别姬！
好帅！！！！！！！！！
希望能在古装剧里看到这么好的妆造
啊啊啊啊啊啊啊啊啊啊啊啊 好美啊好美啊好美啊
这个是圣微吗！
啊啊啊啊啊啊啊啊啊啊
黛玉姐姐绝美
男女美人在一起站着就很棒（扭腰～）
知道古代君王为何会不早朝了
这位更是妩媚的化身
昭昭aa
卢卓！！！
姑娘头上的配饰都好美啊
一闪而过的小宇
bgm是象王行吗
美
从此君王不早朝！！
这个珠圆玉润 美爆了
妹纸都是我的才
小灿！卢卓！
荷里寒姐姐！！！
好家伙！！！你币有了
一句卧槽行天下
卧槽
家人们这样谁早朝！！
太好看了吧
这个妹妹我曾见过
美美的
刘宇啊啊啊啊啊啊啊啊啊啊啊啊啊啊
这比现在古装剧的造型好太多太多了！
国风盛典
真正的美如画
终于知道为什么君王不上早朝了
好美呀
偷国人都眼花了，不懂偷哪一个
现在古装剧的造型师麻烦好好学学吧
终于知道为什么都抢着坐皇帝了
就应该让中国人来穿，外国人穿少了韵味
眼花缭乱，争奇斗艳，皇帝体验卡get√
太美了
全是妹子
好美
不同的美
洋洋！
这就是三千佳丽吗，救命姐姐们好绝
果然有观雾
淅鹅！！
我靠刘宇啊啊啊啊
九井郎子
真实的古代女人发量并没有那么多
但凡影视剧这服化道也不至于被骂这么惨
！！！！！
我看到刘宇了
电视剧可没这么好看
我沦陷了
天哪美惨了
抓住了一闪而过的刘宇儿！
心潮澎湃
0.75
好美啊
白嫖失败
啊啊啊啊！我楚淇和婠婠！！！
服化道比那些电视剧好了多少
每一个我都好爱 难取舍
女主有了
太绝了太绝了太绝了！！！！！
这可不是一些小国 能比的
这口红一个色
八仙过海，各显神通
全都要。
国产古偶造型师快来学！！！！！！！
刘宇啊啊啊
美的百花争艳
好像我的林妹妹！
诸位，拔刀吧
随便挑一个去演古装剧花瓶都比某些无演技明星好看...
杀楚琪抢绾绾
都是我老婆
上朝？开玩笑！！
男生除了白了点都很OK
这谁看不迷糊啊
都好好看啊 我好激动
汉服帅哥呢！！！来一打！！！
都好看啊
锦超啊啊啊啊
我运动会开幕式舞蹈就是这个歌，救命
雨辰姐姐爱了爱了
远赴天边惊鸿宴，一睹人间盛世颜
要不拍不部剧叭。我已经脑补了
太美了
男模特穿古装的时候仪态非常重要，如果背部不舒展，古装就不好看
张艺兴？
美哭了
太强了
没想到会看到老公
淅儿！
淦 这个姐姐太美了！！！
啊啊啊啊啊朕都要！！！
啊啊啊啊啊啊仙子姐姐
好棒啊
好好好
这不比古偶丑男好看多了
哇靠每个都好美！而且姐姐们长！的！不！一！样！
老夫好像又行了
救命！狠狠地爱了！！
一睹人间美人颜
神仙妃子
怪不得从此君王不早朝
太美了
帅哥憋走啊喂
漂亮
啊啊绝了！！
挖槽绝了
啊啊啊啊啊美女
有那味儿了
这个哥哥好帅！！
好帅！！！
太平薛绍名场面
太会剪了！！！！！！
啊啊啊啊，好好看啊
zhao'yao'ke
我靠这个我好爱
秃头！
美人画皮，难画骨！！
我直接0.75倍打开新世界
好家伙还早啥朝？
好爱这个
啊啊啊啊啊啊宇子！！！
我爱美女啊啊啊啊啊啊啊啊啊啊
好喜欢古风啊
四月！！！
为什么古偶演员都不懂他们的神态动作
小米！！！！绝美
好像鞠婧祎呀 
我懂得了古代帝王得快乐，谁会不爱美人！
皇帝的快乐
荷里寒！！！！！
开头见！！！！
柳叶眉~~~
端庄美艳
拜托以后古装剧按这个视频来卷
环肥燕瘦，各有各的美！
雍容华贵
我的心！！！
好美
原来那些古代被美人耽误那些都是真的....
九井宴！！！
这江山朕不要也罢
太美了
我喜欢这个仙气的姐姐！
我像去宫宴蹭饭的
这就是皇帝的快乐吗
再来亿遍
美！！
中华的美！
他们好像从历史中活了过来 
整个仙气飘飘
薛八一！！
记住我我爱漂亮姐姐
影视剧的都赶紧来学学吧，这服装发饰不美吗
用心做出来的东西大家都能看见美，希望这样的多多益善
开头见
帅哥美女都好看！！！！！！
开 头 见
我滴个神啊！
太美了
好好看
啊啊啊啊啊啊姐姐！太美丽了，简直是仙女本人！！
倾国倾城
虞兮虞兮奈若何
02:23这里古风大美男是现役男团INTO1Ｃ位爱豆哦，实力绝了，靠一己之力拉高国风大典十倍播放量！真的很优秀
啊啊啊啊啊啊啊！姐姐们娶我！！
我不行了
hhk
三连了
我终于知道纣王为何为妲己倾国倾城了
老实说看到了一股游戏风，和古装剧的感觉还是有差的，古装剧的古典味道会更有味道，这里有点仿游戏风的味道
白发好帅！！
姐姐好帅绝了
！！！！！！！！！！！！
绝了！！好美啊！！！
好绝！
这眼神绝了！
太好看了
爱了爱了
啊啊啊啊啊啊
拿着剑自刎的是小淅儿
四月姐姐
哇
这是啥啊，求告诉
我靠，楚辞！请你把头发焊死！太帅了！
啊啊啊啊好愛
请古装剧按这水平来
文艺复兴
希望有生之年我能出现在这个舞台上
朕的选秀现场
楚淇啊啊
每一个妹妹都踩进了我的心里
哇哇哇
任胤菘？
这就是当年大唐盛世的模样吧
鲨我啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
鲨我！！
限时帝王体验卡
啊啊啊啊啊我的天
英雄难过美人关
各有各的特色，不像古偶剧的复制粘贴
锦超啊啊啊啊啊我就知道有你！
求求电视剧抄一下妆打服饰
还早朝么各位君王？？？
参商啊啊啊
yyds！
爱了爱了
绝了绝了，让我这个白嫖党忍不住一键三连了！！！
好好看
刘宇！
好爱阿
黄杨钿tian小朋友！
2.0才好
求BGM
卧槽好帅
朕全要了
美惨我
爱了
刚刚一闪而过的帅哥！
!!!
妹妹们个个绝色
刘宇！！
1:55两个女孩子是谁？
是我我也不上朝了！！！
好看
好帅
都笑的好美
此刻的我只会啊啊啊啊啊啊啊啊啊啊啊！！
这两只好乖
参商
惊鸿
刘宇！我的宝贝！！
视觉盛宴啊
++++++++++-0-.
这个唐朝美人太有韵味了，比那些网红强多了
竞夸天下双无绝，独立人间第一香
有被震撼到
我的天！！！好美呀
是扬琴！！！！
四月！！！！！！！！
古装剧都学着点
好好看
明制太美了呜呜呜
太帅了都
好好看啊
好喜欢
我爱
0.75倍速果然很绝
嗷嗷嗷嗷是那个演小楚乔的演员小姐姐
以后的古风剧，请按这个标准内卷
0.75绝
绝了
好美好美！！
都好美呀​，国风yyds！
前面的，这可不是幸存，这是屹立
好美呀
那个小哥哥叫刘宇
太帅了！！！？！
谁不想当皇帝呢斯哈斯哈
目不转睛
太美了！！！
寒寒好美
众爱卿，平身
我想说只有中国才有此般文化
远赴人间惊鸿宴
那个小演员好漂亮！！！
好好看
每一位美的都不一样！！！
真的好美呀
完了，小说里的男主都有脸了
神仙打架啊啊啊啊
啊啊啊小宇
大哥！
春节中秋遍着汉服时，必是华夏复兴日！
破防了啊呜呜
九井郎子
天呐，我爱死了
远赴人间惊鸿宴
从此君王不早朝
从此君王不早朝
这个好像nako
郑繁星！！！！！
真  目不暇接
啊啊啊啊啊啊啊啊刚才的小哥哥
姐姐好美
人间有天堂啊
这个绿衣好美
哇是黄杨钿甜吗！（少年楚乔
四月！
卧槽美哭了
绝了！！
算了美女你们抢吧帅哥都是我的＼(☆o☆)／
我已经准备翻牌子了
我晕好美
请算法记住我！
bgm一秒代入
锦超！！！
帅哥!
大数据请记住我
荏胤菘！！
好美啊！
好好看
我的天绝了
前面的黛玉是参商小姐姐哦
都好美！！！！！！
啊啊啊好好看
突然就是体会到了皇帝的快乐
现在剧里面公主皇后的首饰都没有这些小姐姐多
每一个都好漂亮！！
锦超
林妹妹！
都是仙女姐姐！
水龙吟
美炸天了！
她们好美！
太帅了啊啊，啊啊啊啊啊
燕瘦环肥，大唐荣耀。
怎么每一个都那么好看！！！
捉住一闪而过的小宇啦！
大哥大哥大哥！！！
春风十里扬州路，卷上珠帘总不如。
刘宇刘宇啊啊啊啊好有气质
这才是古装啊，电视剧真的可以学一学
华服日
唉，我在等一个不施粉黛的
电视剧都没有这种精致的发型
大数据
这个最绝
我恋爱了
谁不想当皇帝呢！！！
这天下是朕的
这是什么？女官，女仙，女妖分场吗
记住我！大数据！
林妹妹我好爱！！！！！
你们不要怪纣王
全身酥麻…
啊啊啊啊啊
太绝了！
看了这么多有两个问题，古代夏天也穿长袖么，还有乡下人穿啥衣服
这不比清华美院的眯眯眼好看！
这不比清华美院的眯眯眼好看！
标题绝了啊
感受到皇帝的快乐了！
我觉得我可以男女通吃了
嘶哈，嘶哈
好美好飒
呜呜呜呜是高马尾小宇
妆发，服装好绝好绝
好美
芸豆豆！
我直接嗨，老婆
所以有些流量明星你们凭什么
我也想当皇帝了，太美了吧
我就是那个君王
武则天体验卡
无与伦比
电视剧！给我好好学学！
这就是当皇帝的快乐吗！！
为我大中华五千年的文化骄傲！真的看的热泪盈眶
四月！！！
太美啦！！！！
太好看了！
美哭了
绝了绝了
前方高能
绝了
妆容都好像
刘宇闪现！
小愚昧
九井
昭昭
韵兮
七七
啊啊啊十三余的绝美
1.25yyds
好看是好看。下不了口！全是腻子粉
我直接一键三连
啊！我 全 都 要 ！  ！
汉服真美。
真国家宝藏
服化道爱了
我好喜欢那个胖胖的
化妆没特色，一个模板套千人，可惜了
服章之美谓之华，礼仪之大谓之夏
大家好 我是刮腻子的
建议0.75倍速食用！太绝了！！！
啊楚淇和婠婠！
做梦素材！
刘宇刘宇刘宇刘宇刘宇宝宝！！
终于知道古代为什么有很多人想当皇帝了
都是我们的文化底蕴
国风冲冲冲!
好美啊呜呜呜呜
这群仙女算是把我xp拿捏的死死地
好美
姐姐！！！爱我！！！
绝了！！！！！！
@各古装剧组妆造
刘宇
杨玉环！
各有特色争奇斗艳，看得我目不暇接
听他们的，0.75走
林黛玉好像啊
哇塞这个bgm
太美了我的天
呜呜我好爱！
白嫖失败
来错地方了……告辞
啊啊啊一闪而过的刘宇
我天！ 那这个古装剧快来抄答案了  别整的一个个素的跟奔丧一样了
小鞠！
男妆有些过浓，个别比女的还白，不符合古风，其他都还好
古装剧要是还能做成这样的服化道我死而无憾了
小卡
好多都只看得到脸，如果多一点衣服的部分就好了
眯眯眼好好看看！
她们的妆也太好看了吧
古代的衣服也太美了吧，
千姿百态 ，雍容华贵
远赴人间惊鸿宴！！！！！！
妆太浓了
但凡古装剧的造型像她们用点心，也不会被喷
古装剧什么时候也卷起来啊
云想衣裳花想容，春风拂槛露华浓
美的风华绝代
好漂亮啊
不用看了，都是我的
九敏 是漂亮老婆！！！！！
姐姐们taime
这挑眉我爱了
这世上就不能多我一个美女吗
啊啊啊啊啊啊啊，小姐姐们太美了！！！
