芜湖
11
好！
刚刚
我牌最强
好好好好好好好好好好好
比赛也双线程
饭来
刚刚
斗地主是吧
还就那个忙里偷闲
经典双马尾
可爱
热乎
害怕
突发恶疾
完全一致
经典双线程
经典背背佳
可爱
突然犯病
搞个第一视角啊
经典双线程
经典双线程
本人
队友害怕
老鼠开大了？？
很多职业玩家害怕我的嘉文——指队友
打世界赛还双线程的屑
蚌埠住了
害怕吃撑是吧
逆天
这也太菜了
s3暴躁文
原片
我的评价是：不如大司马的暴躁文
一摸一样
因为你黏白银都打不过
特护
名场面
热乎
前方高能
经典双线
司误
该你选人了猪鼻
毫无违和感
不是第一视角没意思
完全一致
完全一致一摸一样
超神（0-2）
飞飞飞飞飞飞飞飞
好
前16嘉文
经典世界赛不在乎输赢
经典
就知道会有这个
指直播效果
很喜欢bzzb的一句话，排位这么玩妈早没了
一并超
好好好好好好好
导播是不是男同啊左下角一直给金轮镜头？？我吃醋了！！！
好家伙，每年s赛就等这个了
他异地登录很有名的
这水印难受啊阿克曼
节目效果很好
保留节目
不要走 决战到Tian凉啊
K投怪
一并超
原因找到了 不断变装浪费了时间
选人了
拉得并不是很开
我的我的
大招呢大招呢？
一模一样
高天亮？
回首望月细节
经典双线溃败
多灵性啊！
世界赛吃饭是吧吃饭？
逆天EQ
经典双线程
一摸一样就NM离谱儿
S赛也能双线程？
完全一致
把队友卡住，自己送掉
打比赛顺便吃个饭
找我的找我的
天还在游泳 不会亮了
一模一样
完全一致
一模一样
经典厨子偷吃
哈哈哈
10伯人看s赛
高天亮？
突发恶疾
打世界赛还吃饭的屑
暴躁文
司芜
经 典 老 番
逆天，试图一打五
司芜
虚晃
完全一致
这波真的逆大天 
哟
此时无声胜有声
天逆
背背佳时代
FPX打野天逆
20伯人
世界赛玩斗地主是吧
在现场
就嗯嘴硬
一秒换装是吧
吃口饭
提前好活
比赛的时候吃饭是吧
利用天崩地裂将队友卡住
天逆天了
打世界赛偷吃是吧
大司马打比赛还中途换衣服
二十伯人！
亡者模式
世界赛吃饭是吧
哈哈哈哈
还想这超神呢
打比赛都能厨子偷吃
双线程世界赛？？？
c9就很难打了 幻听
火箭背包时期
热乎
不第一视角没内味
把对方卡住——指队友
暴躁文！
笑死了
决战高天亮
你多捞哦
好活
司误
Doinb被墙卡住
效果非常好
bzzb：感觉小天玩的还不如大司马的暴躁文
