冲鸭
kksk
好
大魔王
来了来了
啊啊啊啊啊第一
牌面
来了来了
第一！我出息了！
111
沙发
1
lpl加油！
1
牛逼了
谭晶老师YYDS 
国家队 好不费劲
FPX倒惹（哭腔））
开头见
edg加油！
赶上了新鲜的，一分钟内！
三分钟已经凉透了
rng给爷冲！！！
大魔王 赞赞赞
鸡皮疙瘩
啊啊啊啊啊啊
比bo 燃
为什么不ban猛犸
我预约了听，阿B居然没提醒我。
666
妈妈呀，姐姐好牛！！！
五分钟 新鲜热乎的
回家不可阻挡
姐姐yyds！
这他妈就是原唱啊，太好听了
LPL还行么
呜哇！！！
软泥怪冲
国家队yyds
lpl加油阿
降维打击
nmd，这会发忒讽刺了
可惜LPL凉了一半了
呦吼！
菜b 你在这装什么？还看手 笑啦
lpl冲！
又一种风格解锁。谭晶老师YYDS
RNG EDG加油
谭哈哈，你今儿好飒
直接炸裂
开口跪，太好听了
头皮发麻
小破站牛皮！！！
撞吧
谭晶牛逼说累了！！！！！炸爆了！！！
这是什么中华diva
哇排面
rng冲！！！
我发现了什么
沙发
女王范儿
LPL加油！
卧槽！
国家队牛逼
双厨狂喜
ban猛犸的，颠勺颠过界了！
东方不败是你
10分钟 暖！
牛！！！！！好听！
12分钟
幺妹硬币
女神什么歌都能唱啊，下次该说唱了
好优秀
沙发
内战凉四分之三
排面
不打游戏的是也觉得很燃
肯定不行啊
感觉调太低了，不过瘾啊
哇
谭晶YYDS！
姐姐真帅
阿凡达妹妹再次揭面
女皇
耳机铁三角同款
厉害了
再来一遍！
果子哥给点力啊
冲冲冲
啊？！！！！激动！
太短了，不够听。进度条撑不住了
牛
怎么会这么好听——
这曲风让我想到KDA，都好燃
RNG加油
别的不说，确实燃！
royal never give up
太好听了吧
哇，国家队的
卧槽
rng
排面
Cisco
RNG team！
排面
国家队来人了
RNG 冲！！！
edg加油！
晶神
拉夫倒了
LPL加油！！！
趁人少，找个靠前的位置先跪着
为什么不ban猛犸？？？？？？？？
可以驾驭各种风格的歌 这才是真的牛
假音好评
晶姐牛壁
国家队降维打击
佛耶戈来了
再来亿遍！！！
牛逼
24分钟，热乎。贴贴
属实是lpl高攀了
晶姐yyds
燃
开口，我就想夸的爆粗口了!牛！
啊啊啊啊啊啊啊啊啊
可惜lpl
鸡皮疙瘩
edg！
谭晶老师棒棒哒
哇
鸡皮疙瘩
属实是歌曲限制人发挥了
别的不谈，起码比原唱有总决赛那个味道了
太帅了
姐姐好牛
卧槽，找到国家队了？？
韩华不会和DK会师半决赛吧
因为LPL今年是真的拉，活该没戏分
edg加油
第一第一
lpl牌面
这个调发挥不出大魔王的实力
开口跪！！！
大魔王唱的信手拈来
国家队助力，lpl给爷冲！
LOL实属高攀了
先赞再看，养成习惯
暗示RNG国家队
国家队竟然
姐，你好帅
谭姐真的牛逼
卧槽 拳头音乐有限公司
EDG
我血压上升了
EDG加油！
开口跪
RNG加油！
我姐惊恐的看着歌词 生怕唱错词
火钳刘明
姐姐唱的好轻松
鬼鬼
鸡皮疙瘩没停过
销户加油
我鸡皮疙瘩起来了
RNG冲
lpl牌面啊
太好听了！！
xiaohu！！！我的超人！！！
同款耳机
这唱功啥都能驾驭，无敌了
如你所愿，有电音了
眼睛一刻都不敢离开歌词
铁三角？
？？？
果子加油
大魔王
暗示果子哥发力然后下起金色的雨
LPL加油
这波属实是梦幻联动了嗷
啊啊啊啊啊，这波是国家队！！！！
我刚听完你的水墨，再听这个，跨度好大yyds
这声音我爱了
销户！
有总决赛那味了，起鸡皮起鸡皮
FPX：我不配
RNG EDG加油！
大魔王燃爆
皮肤选卡牌
这么好听
很难不三连
果果果
scoutLPL第一中单
绝了
Rng  冲冲冲
又一个不一样的晶妹妹
36分
剑指
EDG！李汭燦！加油
Scout给我冲
硬币来了全听了
国家队冲
妈呀国家队降维打击
啊啊啊啊啊啊啊啊啊啊啊谭晶女神
没有对比就没有伤害
还会英文啊
大魔王真帅
排面！！！
燃爆了
大内高手
爱了爱了
国家队果然什么歌都拿捏死死的
鸡皮疙瘩
rng
大魔王！
这个b+哈哈哈哈
这首歌对大魔王来说，还是感觉太简单了
rng!
姐姐帅起来 可真是太爱了
调音师：又是摸鱼的一天
这是铁三角哪个型号来着？想买一个
妈呀 国家队
无敌了这
谭老师这波在大气层了属于是
唱这首不是只要跟在后面和声，结尾唱一点就行了嘛
姐姐好帅
牛的牛的
EDG加油！！！
姐姐，我来跪着了
rng冲！
好听！
？
小开嗓而已
前面的比赛看的堵心  听着这歌缓解一下
全英文？
喜欢
鸡皮疙瘩啊
热乎的，鸡皮疙瘩
哇啊，爱！
时间总是过得很快  开头见
卧槽晶姐真是啥都会唱
好帅
是时候见识龙的模样，暗示今年祖国队伍夺冠？
加游啊
眼睛看歌词（doge）
royal never give up！
今天又是爱晶姐的一天
头皮发麻
现场唱岂不是更然  爱了爱了
姐姐今天好飒
这句好有感觉啊
循环播放一小时了 姐姐真飒
什么风格都能驾驭
RNG加油！！！
RNG加油！！！
大魔王来镇场子
这能叫国家队，这是大内高手好吧
RNG加油！！！
唱的毫不费力 轻松驾驭 太牛了
lpl冲啊
营业爱了爱了
有啥好哭的，还不是自己菜，真的，菜的可以了
双厨狂喜啊啊啊
我的膝盖呢 哦碎了
RNG加油
不应该是保底四强，我觉得应该高兴，不然八强了就
双厨狂喜的一天
好有感觉
开口就好燃
剑来
原唱的版本一点感觉都没有这个太有感觉了！！！！
疯狂看词
打破所有
和声也是自己
姐姐太飒啦啊啊啊又解锁新技能
姐你好帅好帅
谭姐：就随便唱着玩玩
来晚了，前排没地跪了
james！！！！！震惊
降维打击
晶姐yyds
金色的雨
我已经在白令海峡准备阻挡他们了
论飒，还的是姐
晶姐真飒
卧槽，晶！
一心想回来可还行 哈哈哈哈
姐
打破所有阻碍 冲啊
晶真的跟我妈好像哈哈哈我妈也爱唱歌
冲啊冲啊
LPL加油
RNGyyds
LNG加油
FPX
握草这段好有感觉
太酷了，这是又打破风格了吗
出息了
这变化起伏
中文呢
国家队只剩小ming了…
和声都自己来，属实牛叉了
谭晶YYDS
双厨狂喜 来给谭哈哈跪下啦
RNG给爷冲
鸡皮疙瘩
高攀了哈哈哈哈哈
好燃
不用力？
这音色好多
谭晶大魔王yyds！！！（破音）
太好听了我直接跪
啊啊啊啊啊啊啊啊啊啊啊
？？牌面！！
前面小凤凰进决赛那个，你说的是什么决赛，回国的游泳比赛决赛吗
炫
原来不是歌难听，是人不对
开口跪
大魔王！
芜湖
味道不对劲
edgedg
沖呀！
国家队排面！
谭宝我的女神
给爷冲
好燃
？卧槽！
确实挺不可阻挡的…一心想回来谁挡得住
耳朵炸裂
EDG！！！！！！
国家队级别的
一身鸡皮疙瘩
皇族龙给我夺冠
牛逼!
我超兄弟萌，有代
！！！！
牛批
LPL再这样就废了
跪求大魔王翻唱 legends never die
一小时，还能抢个前排跪下么
猪狗哪个都好，给我冲！！！
原版？
⊙∀⊙！哇
姐姐好飒
这个眼神我鸡皮疙瘩啊啊啊啊啊啊
这个gragon我死了
我不打游戏，我偏要听
LPL加油
…
燃
谭晶老师要是能唱一下s7主题曲就好了
卡牌！
大魔王谭晶老师
可惜，发布的时候已经g两个队了
我去！！谭老师闷声干大事啊！！！好听死了！！啊啊啊
RNG EDG 加油加油
等一个谭老师唱Pheonix
国家队牛逼
有望在LOL音乐节登场
姐姐英文发音太绝了！！
rng冲！永不言弃
LPL加油，狠狠抽喷子的脸
好听
可惜了大魔王。。。。
果子哥冲
RNG加油！
RNG！ 不可阻挡！
排面有了
66666666
这才是明星召唤师
EDG冲！
握草，牌！
RNG不破不立！
唉，这两个队加油吧
牛啊
国家队真的强
一切皆有可能
这是我免费就可以听的
Royal never give up！
开头见
热乎的www，我终于抢到前排了
Royal never give up！
米其林大厨烤冷面
晶哥
EDG冲鸭！！！！！！！！
666666
编曲一股子韩流味儿
降维打击
大魔王
这不比原片韩国人大战韩国人好多了
没有阴兵感觉真好
666
燃爆了
2小时
国家队进场了
三厨狂喜
这太高攀了
这个剑绷不住了
大魔王就是大魔王
说最差那个，其实S10的也不好听
强
LOL属实是高攀了
是这歌不配了
金色的雨！！！
卧槽，沉醉其中不能自拔
这是阿姨不是姐姐
好听
国家队！！
摄影师拍的太好了！！
鸡皮疙瘩
实拍画面，摄影师把姐拍的太美啦！！！
拍摄的太好了！！！
拍摄的太好了
拍摄的太好了！！！
新鲜热辣哈~~
拍摄的太美了！！这几个镜头！！！
搞得我不玩儿联盟的，都想玩儿了
基操勿六
卧槽？！
edg加油
好听
豪豪豪豪
高帅转场!
基操勿六
lpl又是拉夸的一年
md冷少还是帅啊
哈哈哈有意思
好听呀
唱功这方面 国家队就是nb
这首歌越听越好听
鸡皮疙瘩都起了
不破不立，问鼎冠军
绝绝子！
FPX LNG你们对得起晶姐吗
111
国家队
英语歌也行，大姐牛啊。
哈哈哈哈米其林大厨烤冷面
yyds
....
忘记原唱
Lpl高攀了
反观某一搏
高下立判
连腿上就起鸡皮疙瘩了！NB！！！！】
这不比，某男星的和声唱法强嘛
这不比，某男星的和声唱法强嘛
果子
牛牛牛
这！！也太有牌面了！
好希望唱其他的主题曲啊，太好听了
！
爱了爱了、
666
984
果子哥加油啊，不要泄气
这首歌神了
转场绝了！！！
皮衣！
那么牌面不拿第一实属浪费
好好好
米其林大师来煮方便面
参见大魔王!
大魔王
老公好帅
好
啊啊啊
这旋律不止我一个人觉得难听吧？拉低了谭晶
lpl拿回总冠军，加油
妈耶，这高音。。
第三遍
Rng 
LPL给我把奖杯捧回来！
lng没啦（大哭）
相当牌面了
牌面
谭老师变身刚妹！！
fyqs
金色的雨
jue
米其林大厨烤冷面
米其林大厨烤冷面
YYds !!
好听好听
RNG
离大谱
大魔王！！！
梦幻联动！
这波是顶级厨师摊煎饼
发音很清晰
