膜拜大佬
张艺兴工作室皮下有卧底吧这么不想安利张艺兴舞台
感谢内娱有张艺兴吧  太强了
除了牛掰不知道说啥了
快快快，出个舞蹈解析视频，这舞太多细节了
好喜欢
Imma bout to fly
开头见
难怪粉丝多，确实有点东西，特色鲜明
厉害呀
这编舞太美了！！！
跳的好好
看了一遍才想起发弹幕
太牛掰了
理想 妄想 遥想 梦想  飞天 九天 扶摇 直上
飞天画壁 琵琶雕琢
越大屏越爽姐妹们
张艺兴太厉害了
张艺兴 是最岛的
再看一遍
鸡皮疙瘩
绝了张艺兴绝了
鸡皮疙瘩
第一遍！好好看！
刚柔并济
这里张艺兴好会扭
太爱了
这个舞对张艺兴来说感觉就像幼儿园舞蹈一样
期待舞台版
感觉他跳的有一种漫不经心的牛逼感
内娱大气层
来自宇宙中的回响  有飞天正托起太阳
啊啊啊啊啊啊啊啊啊啊啊啊好棒
太美了太美了
张艺兴绝了
惊艳
哇视觉盛宴
我能看1007遍！
东望故土向飞天落笔书汉墨
太美了
握草握草握草！！！！！！！！
狠狠的心动了
啊啊啊啊啊啊
张艺兴牛掰
飞天画壁 琵琶雕琢
灵魂升华了
完美的艺术品
请收下我的膝盖
开头见
神圣感
又是一个看不到脸的弹幕    啊啊啊啊啊这男人怎么那么绝
融合完美啊
牛逼克拉斯
这么好听的歌，好看的舞，不买9元的专辑，感觉对不起张艺兴的付出
太牛了
绝了
我滴个天
绝了牛逼死了
太绝了我只能说
哇哇哇，这里抖肩也太好看了吧
飞天一梦梦敦煌～
救命啊 好帅好帅好帅
飞天建造信仰来世众生敬仰
轻盈有力
张艺兴好棒！
牛
神仙作品
张艺兴跳舞太绝了
全程高能啊啊！
我一身鸡皮疙瘩
这就是内娱天花板！
极致美学
我要在家里85寸的大电视屏幕上看他个107遍
张艺兴牛逼啊
神仙
开头见
好美好棒
轻盈丝滑，刚柔并济
好腰啊好腰！
是神吧！
一飞冲天
手的动作太精妙了
好美啊
敦煌壮士抱戈泣 四面胡笳声转急
有种神性
呜呜呜呜谁被美死了 是我啊！！！
高帅
漂亮
king
张艺兴你的手太好看了吧
太厉害了张艺兴
开头见
太美了
我已经飞去敦煌了
好神圣啊
我哥奶思
鲨到我了 九敏 好爱 别管我了
太棒了吧！我真的好爱！！
太岛啦
开头见
厉害
再来亿遍
呜呜我好爱！
牛逼
好美
内娱有张艺兴 ！真好！
张艺兴牛逼
张艺兴真的绝了
火速赶来
期待飞天舞台
张艺兴真是太厉害了
吹爆
太绝了太绝了啊啊啊
牛掰完了！！！！太帅了
我靠我靠哦
太帅了，呜呜呜呜呜呜呜
好好看啊 音乐也超好听
这支舞的手部动作好多啊
震撼
第107遍
这是我第几遍了为什么还出不去！！
救命啊救命啊
很明显融合了敦煌舞的身韵
好想跟张艺兴dio
这歌真好听啊
歌好听连舞蹈设计好看
太好看啦
美绝了
盖盖去哪了 哈哈哈哈
张艺兴是真的牛逼啊
我飞天了啊啊啊啊啊啊啊啊
分享分享分享
杀死我了！！！！
再来亿遍
张艺兴的专业实力真的是佩服
牛掰他妈给牛掰开门牛掰到家了！！！
前方高能
卧槽
卧槽
完美
绝了绝了
张艺兴每一次都发给我惊喜 不断的新鲜
啊啊啊啊啊啊啊啊啊
我的妈！！
太牛了
好好看啊救命
张艺兴就是最岛的
敬仰敬仰，跪了
张艺兴跳舞就是最岛的
太震撼了！！
太美了家人们
我惊呆的下巴都要掉了
牛牛牛
太牛了！！！
把张艺兴唱跳第一打在公屏上
开头见
卡点舒适
都是女伴舞哈哈哈
鸡皮疙瘩掉一地
开头见！
好绝
再来一遍
这真的内娱top1了！张艺兴牛批！
艺术品艺术品，张艺兴内娱有你了不起
三连
绝了绝了
动作太美了
哈哈哈哈哈哈哈哈弹幕里的各位穿件儿衣服吧
卧槽卧槽卧槽卧槽卧槽卧槽
气质拿捏的太到位了
这个手部动作！
好看
舞台肯定很绝
完整版
刚柔并济 真的绝了
开头见
我爱了
绝美
高级高级
我好喜欢这一句！
开头见，各位
啊啊啊啊啊啊啊啊啊
他的手怎么那么漂亮
刚柔并济 仿佛看到了敦煌飞天壁画 太绝了张艺兴
位列仙班
再来亿遍
我的天绝美
呜呜呜呜呜呜呜我哭了
开头见
太牛了
视觉享受
鸡皮疙瘩
动作太完美了
真的，内娱颤抖吧，张艺兴又回来跳编舞了啊啊啊啊啊啊啊
[手部进入狂舞模式]
这个下腰牛啊
太绝了 张艺兴是舞神！
开头见
张艺兴牛壁
牛逼
好想看这个舞台
期待更多人看到
好流畅！
起鸡皮疙瘩
babe
太绝了！！！
啊啊啊啊
手太好看了
我靠
[起飞]
这里这个动作好苏 救命！
[起飞]
[起飞]
这句好好听卧槽
斯哈
牛掰
腿绝了
这舞蹈就是震撼
太好看了
敦煌~~~~
质感质感质感
这个太好看啦
这控制绝了
一学就废
[神域降临]
炸飞了！内伤
[神域降临]
[神域降临]
舞台我要舞台
太牛了！！
岛
绝了
[神域降临]
太牛壁了
卧槽牛逼
舞台得多牛逼
这段真的牛逼
喜欢喜欢喜欢
好牛！净化灵魂！我升天了
跪了
好看好看
无限循环
张艺兴牛掰
结尾太妙了
救命啊救命啊
张艺兴是真的热爱音乐呀！
绝了绝了绝了
太有质感了
震撼了我
内娱天花板
不
不舍得开弹幕
cool
太高级了
家人们 张艺兴太牛了
内娱天花板！！！！！
我现在就要去敦煌冲过去飞过去跑过去
这个编曲爱了
一键三连我最行，飞天冲呀！
太有意境感了 张艺兴神人
救命啊啊啊啊啊
张艺兴你是神仙吧
这不上春晚不合适吧
好好看
太美了
本来还准备扒一下舞的…我错了
结束时回到了开头的动作
怎么那么好看
丝滑
绝了
这个男人  太岛了
啊啊啊啊TMD真的绝了
一定不能穿外套跳 而且一定要露腰
好喜欢这里
我就看看
反弹琵琶！！
救命太好看了叭
啊啊啊啊啊啊啊啊啊啊啊太完美了宝贝
舞台王者张艺兴
他勾引我！！！！！！
牛掰，张艺兴，你！牛掰知道吗？你就是神仙！
我们张boss牛
手的动作绝了
绝了
练习室都这样好了 完整mv会有多好看呐
内娱不能没有张艺兴
辉煌大气
全身黑练习室好帅啊啊啊啊
妙啊
连唱带跳
太岛了  张艺兴
好帅好帅好帅好帅好帅
卧槽啊啊啊
绝了呜呜呜呜
太牛逼了
太岛了
这个舞蹈也太牛了吧
飞天舞牛炸了
好有质感
我的嘛啊
这就是艺术
牛掰
我竟然看哭了
国风街舞牛
[爱普生进入直播间]
牛逼
这里真的太杀了
好牛！！！！
好唯美
酷啊
循环播放了！出不去了！
好喜欢这句！很霸气！
艺术家
太想看舞台了
太岛了 就是说
已经在敦煌起飞了
飞天建造信仰来世众生敬仰
再来亿遍  飞天
这么可以这么牛
入教了
啊啊啊啊啊啊救不活了
飞天建造信仰来世众生敬仰
天呐
厉害
前方高能
好有神圣感！东方美狠狠欣赏到了！！！
前世凿壁不偷光偷藏镌刻
最后这个手势好美
像千手观音又像莲花盛开
请收下我的膝盖
男飞天男飞天男飞天男飞天
什么时候能看到舞台
我的小王子太漂亮啦
太美了
啊啊啊啊啊啊啊
仙子
众所周知看张艺兴跳舞是一种享受
眼神也透露着神圣感
抢钱音乐看到
太绝了
社长好！！！！
臂钏在哪里
绝了
一飞冲天
握草
舞者逆时针起来的
这就是艺术啊！
真的太帅了
这里绝了，我的鸡皮疙瘩
再来亿遍
开头见
看的想流泪是怎么回事
张艺兴是生活在地球上的人吗！
这是我心中完美的国风街舞的样子！！
我愿称之为国风街舞的顶峰
一飞冲天
这个舞台得美成什么样子啊
结束动作也好漂亮啊！
艺兴一舞，内娱一抖
好牛逼这哥
这是我男神！！舞台蛊王张艺兴！！
太美了太美了
飞天真的太牛掰了，词曲舞在我这里没有弱点
反弹琵琶
天呀，灵魂得到了净化
音乐绝，跳舞也绝，张艺兴神了
太帅了！！！
这男人真的绝了，我追的人怎么能这么牛掰
 太美啦
双十一节目没莲莲我不看
太好看了
动作的舒展太美了，真的，请上大舞台！
再来亿遍
舞蹈还是要看张艺兴
卧槽卧槽卧槽
张艺兴回来跳urban啦！！！
太美了！
好震撼
1000人正在观看！！！！！！
太牛了
他的左手怎么做到不动的呀，太厉害了
我魂没了
就要男菩萨就要男菩萨
这舞和歌一样大气
天啊这张脸
想看完整版mv
太震撼啦
啊啊啊啊啊
太美了吧
太帅了朋友们
再来一遍
挡着我老公了！
啊啊啊啊啊啊
就是信仰太有气势了
绝了绝了
太帅了
质感怪物张艺兴
我只能卧槽了 真的好好
手的动作好好看
太牛了吧
什么叫一舞动天下！
操 姐妹们  飞天了
太高级拉
卧槽
内娱爱豆们 张开眼睛看看 这才叫业务能力！！！！！！！！
太震撼了！
张艺兴是神吧
内娱爱豆们 张开眼睛看看 这才叫业务能力！！！！！！！！
再来一遍
哭了真的~太好看了
内娱爱豆们 张开眼睛看看 这才叫业务能力！！！！！！！！
救命美死我了啊啊啊啊啊啊
太牛了
菩萨是没有性别的
爸爸  我叫您爹
张艺兴牛逼
内娱爱豆们 张开眼睛看看 这才叫业务能力！！！！！！！！
张艺兴练习室YYDS
我被男菩萨蛊惑了！太帅了
疯狂给手
再来亿遍
张艺兴内娱舞台王者 唱跳天花板！！！
张艺兴真的是自己卷自己 内娱有你了不起！！！
张艺兴内娱舞台王者 唱跳天花板！！！
张艺兴牛逼
唱跳第一 舞台王者 Krump之王 练习生之身 开头pd 
谢邀 在飞了
开头见
每个艺术家都是活在自己的世界里的疯子 杀疯了张艺兴
飞天太神了
开头见
太震撼了
春晚舞台必须有张艺兴飞天舞台
手部动作太好看啦
最前面的伴舞姐姐好有味道
想看现场了啊啊啊啊！
这  怎么站起来的？！
馋舞台了，这个舞台舞美难以想像，首舞台不知会花落谁家，给力点。
《高能预警》
反弹琵琶！
期待舞台版
视听盛宴
神仙
我飞升上神了
反弹琵琶！！
在飞了在飞了
张艺兴自己卷自己 内娱有你了不起
还能说什么呢张总就是牛
张艺兴内娱有你了不起！！！
太帅了
愣着干嘛 喊爸爸啊！！！！！！！！！！
震撼
张艺兴自己卷自己 内娱有你了不起
太帅了卧槽
在飞了在飞了
绝了
神秘而诱惑的感觉，张艺兴好牛！太爱这舒服的感觉了！
太绝了
太绝了
好喜欢！！！！！！
灵 魂 颤 抖
跳甩手了！！！
什么叫质感，什么叫高级！
张艺兴内娱有你了不起
头皮发麻
张总眼神杀我啊啊啊
绝了绝了绝了
这个整齐度太牛了
内娱有你了不起 内娱有你了不起                                内娱有你了不起 内娱有你了不起
手部的动作为什么这么好看呜呜呜呜呜
不懂舞蹈的都看得出好牛啊啊啊啊啊？的
妈耶
太绝了吧
张艺兴
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
震惊到我合不拢嘴
控制太强了
太好看了
张艺兴牛逼
就要男菩萨！！！！
再来亿遍！
牛
天花板
位列仙班了
再来亿遍
音乐和舞蹈简直绝配
手部动作太美
起飞！！！！！！！
啊啊啊啊啊啊啊啊张老板
太帅了
看不够，不够看
白日真的要梦你了，好帅啊！
芜湖起飞～
啊啊啊啊啊啊啊啊啊啊
歌也吼吼听啊T^T
这是一般人类吗！！！！！！张艺兴牛逼
张艺兴的舞蹈和音乐值得细品
喜欢喜欢喜欢
一遍一遍又一遍
张艺兴，内娱舞台果然不能少了你
太牛逼了简直绝了
再说一遍 太好看了
救命啊啊啊啊啊啊啊
啊啊啊啊 绝了绝了
啊啊啊啊啊啊
手好快呀
好棒
啊啊啊啊啊啊啊
太牛了
期待舞台版飞天
这不买ep过不去呀
太好看了
好帅啊啊啊啊啊 张艺兴
绝了
内娱有你值得
柔中带刚
好帅！！！！
腰好细哇
开头见
太高级了
我爱张艺兴我爱张艺兴我爱张艺兴我爱张艺兴我爱死他了！！！张艺兴为什么这么有魅力！！！
神秘感
入教了就是说
又帅又美
张艺兴太牛啦
好喜欢这里
张艺兴仙起来以后就问还有谁！
期待正式舞台
开头见！
卧槽卧槽
绝了
跳舞的张艺兴谁能不爱
张艺兴太NB了
刚刚有走两步，走在我的心上啊
飞天斗肩
艺术 高级
张艺兴好牛
震惊
天仙下凡
手好好看呀
太牛了吧
兄弟们 喜欢的话一键三连一下啊！！！！！！
牛太牛了
神在睥睨众生
这句直接升华
这个舞蹈太厉害了
我靠 太燃了吧！
太好看了
张艺兴来索我命了
太美啦
卧槽卧槽
引擎在我心里咆哮
厉害厉害
飞天飞天！！！
震撼震撼
神圣！！！
舞蹈美音乐绝 厉害厉害
张艺兴牛掰
开头见
哈哈哈哈开头见
太绝了
救命 还好戴帽子了 不然我直接昏过去
他这么肤白貌美，光脚踝系红绳戴铃铛跳这个舞绝对超美
啊啊啊
我想现场应援
太好看了
张艺兴是神仙
哇怎么这么好看
我的妈呀
哇哇哇
太太太厉害了
软软宝贝
好美好美
张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴
开头见
太绝了
绝了绝了
第十五遍了好厉害啊
帅
越看越惊艳 细节好多 都好美
一招一式都好有味道
圣洁的仪式的清冷的典雅的
这首歌真的好听好上头
牛逼牛逼
想看舞台
绝绝绝绝绝
张艺兴牛
飞天建造信仰来世众生敬仰
宿命与我
啊啊啊啊啊啊啊张艺兴这个男人怎么能把舞蹈跳的又欲又man
啊啊啊啊啊啊啊啊啊啊啊
张艺兴，内娱有你了不起啊！
啊啊啊啊啊啊啊张艺兴这个男人怎么能把舞蹈跳的又欲又man
这个舞蹈看的我身心舒畅
也曾把飞天当愿望
好牛
啥时候出现场啊1111111
哥哥快点搞现场版
张艺兴张艺兴张艺兴1张艺兴
佛莲是你吗
张艺兴牛掰
我爱了呀！！！
值得反复品！！！
卧槽真的牛逼
开头见！
绝了
三千年执着不忘
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
千年长 蜚短 流长
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
好细节啊，各种手势
好漂亮的脸蛋！！！！
@春晚
开头见
震撼震撼
绝了绝了
动作好干净
牛逼牛逼牛逼
张艺兴嫁给我
张艺兴杀疯了疯了杀疯了杀疯了疯了杀疯了
好帅！
张艺兴杀疯了疯了杀疯了杀疯了疯了杀疯了
再来亿遍
牛了逼
艺兴太厉害了
张艺兴杀疯了疯了杀疯了杀疯了疯了杀疯了
飞天yyds
张艺兴内娱男菩萨
那个反弹琵琶的动作太美了
太好看了太强了太帅了
看107遍都还是觉得绝
张艺兴杀疯了杀疯了杀疯了杀疯了
张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴张艺兴
啊啊啊啊啊啊啊啊啊啊
这也太牛逼了
太有质感了
厉害啊
好神圣啊。
这手太美了
开头见
好绝啊
救救我救救我！！太绝了太绝了真是绝他妈给绝开门绝到家了！
真绝
反弹琵琶！
这不上热门很说不过去
我的天阿
厉害厉害
tmd 这个踩点 绝了啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊
神仙舞蹈
男菩萨上天了
反弹琵琶好好看！！
真的绝了绝了！！！
张艺兴真的 舞台王者张艺兴
和飞天的联系在哪里
牛
天神
这腰不做点啥多浪费啊（罪过罪过
帅啊
此刻痛恨自己为啥不会跳舞
卧个槽，太好听了
谢谢男菩萨 谢谢男菩萨
编曲太高级了朋友们 都给我去听《东》！！！
这个舞蹈就好看到离谱
作品真的才是真正态度
好好听好好看
好喜欢这里 好喜欢这里
太帅了吧
这歌越听越上瘾啊
飞天
我好爱这一段
想要菩萨手部特写版
太好看了！期待飞天舞台！
舞台舞台
飞天一梦！绝绝绝！
张艺兴太牛了
手好美
这个下腰我太太太太太喜欢了
哇哇哇 画质突然清晰 终于看清你的脸了 快让我亲亲
太帅了
张艺兴内娱唱跳第一！
鲨了我啊啊啊啊啊
我靠我靠  绝了绝了
神秘
好喜欢好喜欢
敦煌两个字真是戳到我了！！！好空灵
血书求一个cos版
张艺兴！！！！！你牛逼！！！！
艺术品艺术品艺术品艺术品艺术品艺术品！！
我的天！这也太好看了！
张艺兴全程blance绝了
balance绝
飞呀飞呀
这个作品太太太太太太太太太高级了！！！！
反手弹琵琶
救命救命
好美好美
绝了姐妹们
这个手臂wave太好看太流畅了
一招手 把魂儿勾走了
好牛啊
超级帅
给我上春晚
太绝了太绝了
一定要有舞台版
太厉害了宝
手手手！！
无限循环
我好喜欢这几步路啊  太牛了太牛了
一个字岛
太绝了
绝了绝了绝了
救命啊真的好稳
啊啊啊啊啊啊啊我的眼睛就是张艺兴舞台直拍！！！！！！！
太牛了
好帅呜呜呜
张艺兴你就是神的爹！
真的飞天了
第一次这么多女舞者，太美了！
我出不去这视频了呜呜
张艺兴跳舞太好看啦
我已经开始飞天了!!
再来一遍
太帅了！！！！
张艺兴牛掰
开头见
路人表示好喜欢这次编舞 可惜没有完整的mv
好喜欢这里
太强了吧
艺术
开头见
飞天
手部动作绝了
太会扭了
舞蹈太美了
好帅啊
啊啊啊啊啊啊啊啊啊啊啊啊
trap太绝了
boss的眼神好坚定
开头见
张艺兴告诉你什么叫高质量urban作品！！！！
张艺兴告诉你什么叫高质量urban作品！！！！
张艺兴告诉你什么叫高质量urban作品！！！！
@春晚导演
跪着看完，太绝了
太帅了卧槽
太牛了！！！！
张艺兴牛掰
好帅呀，每个动作都恰到好处
靠 仙子渡我一劫吧
这里好有感染力！
牛哇！！！
绝了这编舞
太流畅了牛逼
小绵羊可以啊
这摄像是在荡秋千吗？
帅死我算了~帅死我算了
谢谢这位男菩萨 我悟了
开头见
就是喜欢男菩萨
开头见
牛掰
帥帥帥！
天啊，太好看了
我好满足
舞台安排！
开头见
张艺兴告诉你什么叫高质量urban作品！！！！
再来亿遍
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
张艺兴确实很厉害
期待舞台
太帅了！！
真有意思
开头再见
飞天
太帅了
跳得真好
真的太牛掰了
神他爹在跳舞
神的爸爸在跳舞
再来一遍！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
张艺兴杀我！！！
好家伙 真牛逼
艺兴的手好软啊
张艺兴又杀我！！！！
千窟长住异域来的佛陀
这个s动作我太喜欢了
太高级了
啊啊啊 反弹琵琶的动作
这句音乐好好听
好有仪式感
飞天飞天
这是致敬神舟13的嘛
好好看啊，编排
这个眼神
绝了
我看到神仙了
张艺兴跳舞太绝了
飞呀 飞呀
好美啊
张艺兴牛掰
每次都有惊喜，最岛就是艺兴
菩萨原本就是男的
太美了
那个动作好像敦煌壁画
干净利落，举重若轻
飞天成真
再来亿遍
饕餮盛宴
绝了绝了
太厉害了
太好看了！！
再来亿遍
啊啊啊啊啊啊啊啊啊好美的脸蛋
不愧是张艺兴
张艺兴你是神仙吧
这不得上春晚！！！
握草
目瞪口呆  叹为观止   啊啊啊啊，啊啊啊，啊啊啊啊啊男菩萨
这支舞没点实力跳不起来啊
太极的舞蹈动作是吗
妈耶张艺兴上半身肩膀都不动的，太稳了
这肩膀的律动太好看了！！
飞天真的绝了一开始更喜欢牧童，结果越听飞天越喜欢，现在最喜欢飞天了！
太牛逼了！！
灵魂得到了升华
哦吼厉害
饕餮盛宴
视听盛宴
这个核心力量 嘶
开头见各位
好喜欢呀
跳的好轻盈
开头见
太牛批了
这质感
好棒哦
太期待舞台
绝了绝了
前方持续高能
再来亿遍
张艺兴跳得太好看了
有甩手舞
我靠我靠我靠我靠我靠
最后好绝
开头见
牛逼牛逼牛逼
神仙在跳舞
开头见！！！
还也太棒了吧
张艺兴新ep《东》QQ酷狗酷我咪咕正在售卖
张艺兴新ep《东》QQ酷狗酷我咪咕正在售卖
好想知道艺兴去敦煌看了啥
好喜欢啊
太厉害了！！！
怼脸 美呆了
好牛啊我靠
