哥别哭了
后会有期，一定会再见的
有一说一 我超喜欢爽哥发言时候波澜不惊的样子
爽哥要到中国驻联合国使团任职了，希望爽哥在新的舞台上发散出更闪耀的光芒
听到了爽哥的哽咽！加油！
爽哥后会有期
后会有期
致敬
常驻联合国前线怼美帝了
后会有期
祝爽哥前程似锦！
后会有期江湖再见
忠志之士忘身于外
爽哥后会有期！
后会有期
会后有期
爽哥！！青山不改，绿水长流！我们后会有期
后会有期，爽哥！
爽哥！！！保重！
后会有期
爽哥，后会有期
爽哥      别走
爽哥 后会有期！
后会有期！
后会有期
爽哥不哭
爽哥，江湖再见
后会有期
后会有期
爽哥，前程似锦，后会有期
后会有期啊
爽哥，后会有期
爽哥，再见了，新岗位更创辉煌
后会有期
走好，致敬！
一声爽哥，一生爽哥
爽哥，后会有期，江湖再见！！
一声爽哥，一生爽哥
爽哥后会有期[抱拳]
爽哥哽咽了！
后会有期，江湖再见
后会有期，江湖再见。
耿直走了，我的青春亦结束了。
后会有期
青山不改绿水长流
后会有期 爽哥
加油，后会有期，谢谢你
后会有期
后会有期，前程似锦
后会有期
爽哥，后会有期！
爽哥，后会有期，江湖再见！
后会有期
爽哥，后会有期，江湖再见
爷的青春
爽哥不哭，后会有期
爽哥有些哽咽了
仔细听，这句话带着哭腔了。
爽哥！后会有期！
后会有期！
爽哥哽咽了
爽哥的声音好像哭了诶……
前程似锦 一生平安
忍住不哭 爽哥后会有期
后会有期
后会有期，祝爽哥踏上康庄大道，前路似锦绵延
后会有期 ，江湖再见！爽哥前程似锦
后会有期
舍不得
后会有期，祝爽哥踏上康庄大道，前路似锦绵延
后会有期！！！！！！！爽哥
青山不改，绿水长流，咱们后会有期
爽哥，后会有期，江湖再见！！
爽哥，后会有期，江湖再见！
后会有期
青山不改绿水长流，爽哥后会有期
不能常见面，甚是想念啊！
后会有期
爽哥后会有期
后会有期
前程似锦，后会有期。
爽哥，后会有期，江湖再见！
后会有期
后会有期
后会有期
后会有期，江湖再见！！
后会有期耿哥挺你
感觉他在哽咽
后会有期
前途无量！
后会有期
爽哥，后会有期，江湖再见！！
爽哥，联合国再见！
爽哥，后会有期，江湖再见！
爽哥，江湖再见
江湖再见，爽哥
爽哥再见
后会有期，江湖再见！
后会有期，江湖再见！
后会有期
后会有期
爽哥！后会有期！祝好！
不舍得！！
江湖再见！！！
爽哥，后会有期，愿前途似锦
后会有期
后会有期爽哥
后会有期
爽哥，后会有期，江湖再见
爽哥前程似锦，后会有期
爽哥，后会有期，江湖再会！
爽哥干的非常好，江湖再见
后会有期
后会有期
后会有期
"不爽哥終於走了,昨天吃了六个pizza四个汉堡"
江湖再见
后会有期
后会有期
爽哥后会有期
后会有期
哽咽
后会有期
后会有期
哈哈哈哈
后会有期
后会有期
后会有期
后会有期
江湖再见   爽哥
爽哥，后会有期，辛苦了！！！
后会有期
爽哥后会有期
青山不改，绿水长流，后会有期
恭送
后会有期
后悔有期
爽哥，后会有期
后会有期
后会有期！
青山不改，绿水长流
后会有期，江湖再见
后会有期
江湖再见，后会有期
爽哥前程似锦后会有期
后会有期
爽哥，后会有期！抱拳
后会有期
爽哥！后会有期！
后会有期
后会有期
后会有期
后会有期
祝爽哥在新的岗位前程似锦，后会有期[tv_点赞]
后会有期，江湖再见！！！
后会有期
祝爽哥前程似锦
后会有期
爽哥，后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
爽哥后会有期
辛苦了
后会有期
泪目，爽哥哽咽了
爽哥威武，祝前程似锦
后会有期
天哪！爱你，支持坚哥继续刚
前程似锦，后会有期
后会有期
后会有期
江湖再见
爽哥前程似锦
爽哥 后会有期
后会有期
爽哥，后会有期！！！
后会有期
江湖再见 后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
再见
后会有期
后会有期
后会有期
后会有期
后会有期
b站欢迎你
后会有期
后会有期
后会有期
后会有期
耿哥后会有期
后会有期！！
后会有期
后会有期，江湖再见
爽哥，后会有期
后会有期
后会有期
泪目
后会有期
后会有期
后会有期
青山不改绿水长流
感谢您为祖国的付出！
后会有期
后会有期
后会有期
爽哥后会有期！
后会有期
后会有期
后会有期
后会有期
后会有期！
后会有期
舍不得爽哥
舍不得！！！
后会有期，爽哥
后会有期
爽哥，前程似锦，未来可期
后会有期
后会有期
耿直爽快，后会有期！
江湖再见
后会有期
爽哥，后会有期
耿哥后会有期，珍重
后会有期
后会有期
后会有期
后会有期
后会有期 加油 感谢
后会有期！
后会有期
后会有期
后会有期！在我心中，您超级帅！！！
爽哥好像有点哽咽啊，爽哥后会有期，前程似锦，我们江湖再见
天啊，损失！
爽哥后会有期
感受到他真的很爱这个工作
后会有期
爽哥哽咽了
后会有期
后会有期
后会有期
泪目
后会有期爽哥
江湖再见，后会有期
后会有期
青山不改，绿水长流
后会有期
后会有期，江湖再见！
后会有期
后会有期
爱你男神，后会有期
后会有期
后会有期
后会有期
舍不得
后会有期
后会有期
后会有期！
耿爽哽咽系列
后会有期！爽哥！
后会有期
后会有期耿爽
青山不改，绿水长流，后会有期。期待更好的耿爽（爽哥）
前程似锦
后会有期
后会有期
后会有期
后会有期
后会有期
青山不改，绿水常流，我们江湖再见，后会有期！
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期，爽哥辛苦了
后会有期
后会有期
后会有期 谢谢耿爽为中国发声
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期 前程似锦
后会有期
爽哥后会有期！！
后会有期
后会有期
后会有期
耿直爽快，青山不改，绿水长流，江湖再见
你永远是我的爽哥
后会有期
后会有期 爽哥
后会有期
爽哥后会有期，哭着祝福！前程似锦
后会有期
后会有期
后会有期！
后会有期
后会有期
后会有期
后会有期，爽哥
祝爽哥前程似锦，后会有期！
后会有期
后会有期
后会有期
不哭……
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
江湖再见
莫愁前路无知己，天下谁人不识君
后会有期
后会有期！
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
爽哥别哭
后会有期
后悔后会有期
爽哥后会有期
后会有期
后会有期
后会有期
后会有期，爽哥！
后会有期
后会有期
后会有期
真心喜欢爽哥
后会有期
爽哥今天好像有点哽咽
爽哥哽咽了
爽哥哽咽了
后会有期
哽噎了
后会有期，江湖再见
其实，看见爽哥卸任，也是开心，也是伤心
伤心是因为以后可能很少见到他
后会有期
唉！再见爽哥的“邪魅一笑”可就难了。
后会有期
听说是去联合国了（具体的不清楚，还望见谅）
后会有期
后会有期
后会有期
事实上，他无时不刻地在为我们的祖国做贡献
后会有期
我想这是毋庸置疑的
后会有期
他走了
后会有期
红尘有幸与君相识，青山不改他日再会
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期，耿爽叔叔
爽哥后会有期
下次再见！
后会有期
后会有期
英雄
江湖再会
后会有期，江湖再见！
后会有期！
后会有期
后会有期
后会有期
后会有期
泪目
后会有期，江湖再见
后会有期
爽哥哽咽了
后会有期
后会有期
爽哥，前途似锦，江湖再见
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期 
后会有期
后会有期
后会有期
后会有期
后会有期，爽哥！
后会有期
后会有期
后会有期
很喜欢耿爽，正直坦荡的发言人
后会有期
后会有期
后会有期
后会有期
辛苦了
爽哥牛逼
有点难过了
泪目
后会有期
后会有期！
太喜欢爽哥了，希望还能见面
后会有期
后会有期！！！！
后会有期
爽哥，后会有期啊
后会有期！
后会有期
莫愁前路无知己，天下谁人不识君
后会有期
后会有期
后会有期 前程似锦
后会有期！
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
国之栋梁
后会有期，祝爽哥前程似锦
后会有期
后会有期
前程似锦，后会有期！
青山不改，绿水长流，咱们后会有期
后会无期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期，爽哥
后会有期
后会有期 祝爽哥前程似锦
后会有期
再见爽哥，后会有期
后会有期
后会有期
后会有期
前程似锦！
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期，江湖再见
后会有期
后会有期！
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
老耿不哭，我们想你
后会有期
后会有期
爽哥，后会有期
后会有期
后会有期
后会有期 江湖再会！爽哥前程似锦！
后会有期
后会有期
爽哥后会有期！！！！！！！江湖再见！！！！！！
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期！
后会有期，来日方长
后会有期
后会有期
后会有期。
后会有期
爽哥
耿爽大大后会有期
青山不改，绿水长流
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
贺卿得高迁
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
天下谁人不识君
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
舍不得
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
爽哥！！辛苦了！
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期，前程似锦。
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
愿前程似锦！
后会有期
换人表示外交关系  手段 政策 都会跟着换！拭目以待！
后会有期
后会有期
后会有期
后会有期
后会有期
后会有期
