第2个
不觉得给他5好玩
买了ps4版的gta玩家直接在ps5免费获得重置版
左边的菜单是啥
凯德！！！
来早了，还没有字幕君
感谢字幕
没有大佬翻译吗
Laile 
这个老游戏跟ps5有关系？
请求翻译姬上线
握草免费送？
69:37直接看本体。
完美错过
从现在开始，您将在节目中看到的所有游戏画面均已在ps5系统中捕获。
来了
是不是可以低价买二手ps4了？
woc
先介绍r⭐和索尼关系铁
免费！！
????
都是套话，还没到关键的了
我撑不到4点
ps5是什么游戏，听说要在gta5上发布了
展示游戏了
gta不可能重置了，大表哥重置差不多
要翻译得等久一点应该会有。
r⭐排面
??免费？？ 谁还没有啊
问号，六呢
不愧是本世代最具代表性的游戏
是tm的魔幻游戏
这游戏寿命也太强了 比一代主机都要久
这混剪说实话不如一些二三线的up主
三朝老臣
听不懂的请去学习
字幕君来一下
6是没了
我聋了
不会免费送了还有人没买5吧？我就是
牛逼
吓我
开幕雷击，吓人一跳
全体起立
来了来了
来了来了
我来了
左上角为啥要写ps4啊喂
很高兴，今天能来回顾过去25年来的重要时刻
三朝元老
你以为我免费送？不，我还有PS5特供重制版
假装自己能听懂
熬夜看了发布会，感觉就四个觉得想吃的饼。。。其他么。。。唉
这些游戏ps5都兼容，就是这个游戏吧
在用游戏将过去带入未来的路上
啊这
mai买就是了
这不是重置吧  这看着和PC版一样啊
声音好小！
← 草  左边QQ群露出来了
没人看散了吧
来早了我们的民间翻译还没睡醒呢
免费送？
YES YES OMG
给他爱冷饭版
估计就pc端高配置效果
没字幕看个毛系列
凯德！？
声名狼藉也会上PS5？
又有人可以买gta5了
凯德六号
字幕君还没起床
myzm
啊啊啊啊啊！小黑蜘蛛
emmm
还以为是什么呢
起立
自由自由
45252
与R星多年的合作让我们深感荣幸
来了
来了
来了
7点起来报道
omg 买它
三朝元老
我们很高兴地宣布合作在PS5上仍将继续
网贷贷起来
大法就是爱搞神秘感
我们去年刚刚分享了PS5的技术细节
索索终于缩菊花了
刚想起来
说明gta6没个2，3年不会出来的
买就对了
类似忍龙的动作游戏没有了 没啥感觉
因为都是PS4游戏
官方加个mod
我透
PC版开高特效直接玩PS6重制版
早上好
ps5用户在2021免费获得线上模式（不含本体）
死亡搁浅！
三朝元老啊
ps4数字版用户每月获得相应的游戏货币，别想了，就ps5用户送个线上模式
傻了，听不懂
哈哈，终于出现了
今天将展示ps5是如何激发开发者如何带来全新的游戏体验
暗示微软2333
他念的很慢了，可以听懂
那个游戏
4点起来眼睛涩的没看
100万代币
大镖客2上不上ps5？
英语听力考试开始
6已经在美国发售了（dog）
来了
开啦睡过了，来啦来啦
再下兼容，我就买
为什么声音这么轻？
今让大家了解新世代游戏的画面，声音，体验
这画质感觉没变化啊，冷饭王
我说完了，我们来看看我们的游戏吧
4点闹铃没响的来这儿集合
Hggggggg
有中文字幕吗
来了
大概就是说ps5让大家期待已久，我们将在今天告诉所有人关于它的细节，同时也会聊聊游戏
开场回顾过去25年中的一些开创性时刻，（我们索尼）真是太好了。
PS5也出的话就真是三朝元老了
还加强个屁啊
没搞懂为啥拿GTA宣传，能买PS5的这几年GTA能没玩过？
兔奶奶警告
我感觉我可与买一台PS4pro了
？？？？？？？？？好酷啊
能平着放吗？
凯德六号？
大舅！
是的你们聋了
牛
gta5重置应该是用虚幻5引擎了
免费不香吗
gta5是真的好玩
来了来了
R⭐
上千款4399
有流畅设计内味了
呼叫字幕君们！
醒来第一件事！
woc！！！！！！
拉玛帽子好看
字母牛逼
"究极究竟是谁还没买gta5,是我啊，那没事了"
尼玛的我还以为是6
卖情怀？？
直接上游戏就行了
感谢字幕君！！
重力眩晕完结了
这冷饭我消化不良了
直接上游戏，别BB
2.3年？？？
究竟是谁还没买!
我为什么感觉这家伙像个假人
我相信ps6都还会有给她爱5
"ps3 ps4 ps5,给他爱牛逼"
免费！
Grand Theft Auto(GTAV)
跨越世代的游戏
这年头还有人没买的？不会吧不会吧
前面全是ps4游戏里的画面呀，云玩家吗
ps3-ps5还能续还能续
侠盗猎车手（Grand Theft Auto）多年来一直是与Rockstar Games的特权合作伙伴
r星早说了特朗普不下台不发布gta6
2020了还GTA5呢，吐了
ps4
ps4就说是次世代
ps4要涨价
蓝字好评
线上模式免费
看睡着
今天我们很高兴与大家分享我们将继续在PlayStation 5继续合作的消息，
啊啊啊啊啊啊啊啊啊
来了来了
赶快吵架
吵架来了
熟悉的开场话，曾经听过无数遍！
这是真要从ps3玩到ps5
哈哈哈哈哈德雷克你弟又要掉了
各位早上好
……
终于来了
ps5ji
???什么玩意
两个小时后
属实拉跨，开幕雷击
淦
一片游戏。。。。玩了三代主机
大家别再买了。。让他快出6啊！
泰凯斯
来了来了
到底是谁还没有买GTA5？
向你展示一些PS5新世代的游戏
心  脏  骤  停
？？？？？？？
翻译姬好评
r星排面
真就不做gta6了呗
冷饭之王
ps2
骗术发不了别是服务什么手涨价
三朝元老
说吧，多少钱
ps5都发不了，ps4pro什么时候降价
还重置，啥时候gta6啊
gta或成最大赢家
早
我们今天展示的游戏将解释PS5是如何鼓舞开发者创造新的体验
感谢字幕君
早上好，各位小伙伴们
看左上角，PS4
没声音？
gtav上世代的
首必须入手
boy
我该滚了，看游戏
想看本体可直接观看2P！
草地效果变高了，gta5的
我还以为gta6会是护航大作，我还是太小看gta5了
感谢野生字幕君
来～了！
抛砖引玉了解一下咯
ps4这些一方大作很多都玩过了，怀恋当时玩神海战神的震撼感，还有我特别喜欢血源
船新版本的gta5
淦，三朝元老
增强版
草
GTA5是玩不完的
买
刚买俩月还没开机的ps4pro
价格多少？
用ps4的碟片能不能在ps5运行重制版
兼容
gta
即将购买人生中第一台ps
看看我发现了什么
你也白给？
字幕啊
66666
6666
醒了三点五十的闹铃 又睡了过去 还是错过了
一直想拥有
感谢字幕
十年磨一剑，一件卖十年
给我克劳德排面！
全体起立！
槽 我还以为给他爱6
XBOX(幻视)
啊这
感谢字幕~~~
一个游戏玩三代主机可还行
买就对了
我来看录像
还要不要再买一遍？
三朝元老给他爱
能不能像 xbox一样直接继承，不用再买一遍？
靠，我还以为是6
全体起立
heyheyhey
估计unreal 5 做的
感谢野生字幕君
实锤了，又要再买一遍ps4游戏才能再ps5玩
翁师傅你来啦
你确定这不是ps4发布会？？？
PS4的gta5画质差还掉帧，是该重置一下了
三朝元老
GTA5已经买过的免费升级下载，同时线上可以免费进了，，，，
plash speed 5
早上好
次世代是下个世代的意思，我真是服了，就各种云？
为什么出来了给他爱5？
全体起立
买
？？？？？？？？？？？
gta！：我从ps3熬到了ps5，我还能在熬10年
OMG！买它！
感谢野生字幕君
起飞
ps5能不能继承ps4的存档，跟ps4是不是同服
给他爱5！？
开机这么长时间啊
？
全 体 起 立
P5
酷
给他爱！！
暗示按键透明
就这
早！
官方混剪
磊了嘞了
gta5哈哈哈，被绿了
更强版
本节目部分内容可能会引起不适，敬请家长留意！
火钳留名
整了个英音的，熟悉美音的听不懂（捂脸）
还有谁在买！
本节目部分内容可能会引起不适，敬请家长留意！
草
我耳朵聋了？
这不是英音好吗？
三朝元老，就嗯炒
所谓次时代，是相对概念，每一代游戏机刚推出的时候都是次时代，随着时间进程成为本世代
三朝元老
弹幕君有大佬给配个字码？
这么久，R星真的排面
凯德？
△OX
拉玛的帽子好秀啊
他来了来了
我四点起来又睡着了
全体起立
太帅了
次子
延期几天，做一款黑蜘蛛皮肤出来，换上，搞定
起飞
早上好
反向四老外
我真吐了
？？卧槽
盘它！！
切
ohhhhhhh
感谢字母
我看到了什么？生化危机8！
字幕
看看什么样
啊这
C
来了来了，索尼的四个神秘符号
？？？？？要让我下回来
有cc字幕啊……手动打开不就好了
左上角显示ps4的应该是在ps5上兼容的游戏
来了
能不能整点靠谱的，第一个就是冷饭
？？？
最终幻想7排面
字幕来了
是 谁 还 在 买 g t a 5
来吧，，让我不适
一点失望
下了班就来开，觉都没睡
牛逼
这里要是放GTA6 的概念，绝对爆炸
全体起立！
右上角CC字幕
这逼跟特朗普一样 喜欢阳光浴
草
我的妈呀，还有····
火钳刘明
但凡是台新主机刚发布，全是次世代的
gta5重置版
芜湖！！
ps还出不出掌机了?
来了
我要赛博朋克2077
凯特都有画面誒
诺娃天下第一！
青春不再，就不玩了
ps4在当前是本世代
。。。。
生命力真顽强
R*
？？？？？？？？？
R*排面
圈叉方块三角
来了来了
想到了ps1开机画面
卧槽
官方mad
一上来就给他爱啊
前面问6的，现在全美内测中
买它
吓死我了
69:37
声音太小，要放到最大才有声音
差点就信了
直接送的吧，不是会免的样子
比如密集恐惧症
别问，买就对了
麦克配音？？？
GTA5NB
还有谁没买gta
内森
即将购买人生中第一台ps
终于开始免费送了吗
老了'啊→_→
云玩家疯狂自爆
全体起立
三朝元老
我没买GTA
21年才能买到ps5？？？？
这些我都不在意，我就想知道要卖多少钱
横跨三个时代
哈哈哈哈哈草怎么第一个就是你
哈哈全部玩过
电脑和手机端打开CC字幕，切换为中文，中国就可以显示了
全 体 起 立
索尼大法
怎么没声音呢
7083人正在看
问翻译的看简介
哈哈哈gta5次时代版要不要脸 gta6连个屁都不放
有CC字幕可以用
哈哈哈哈哈字幕笑死我
别合作了，让R星出gta6再合作。。
ps5简称gta5
赶紧抬一下R星，争取GTA6独占PS5（滑稽）
霍提高
谁他喵还没买gta
草
手柄太丑了
是谁还没有买GTA5
开幕雷击
这次真免费了哈哈哈哈哈哈
R星有毒吧
开幕雷击
横跨3世代是真的牛逼
火钳
各位观众，全体起立
真就护航大作
完了完了完了全完了
p5天下第一
哈哈哈，6没戏了
！！！！！！！！！
大家早上好
这是60帧？
前面的 别吹牛逼了 你入不起首发
好家伙，从ps3到ps5
OJJJJJHHHHHHHHHHHHHHHHHHHHHH]
无敌跨三代主机
十年后
草
然而并没有ps4会员
你搬GTA5有点过分了啊
合作
这老头英文怎么这么好
这画面我都分不出PS4和PS5画面的区别
cc字幕。。。。。。
没想到吧，还是我
三朝元老
PS6=GTA6 老滚6  剩下的你们来填
战地6
这就是新一代的路由器Plash Speed 6么，不愧是路由器前沿造型，爱了爱了
?
想知道多少钱就看圣诞节开售就知道了
全体起立
来了，来了
？？？？
四点起来太困准备看录屏了
进度条感人
来吧我很想不适
没错，这就是cg！
前面说人生第一台的等等我
这套词可以延用在ps6上
买爆
混入了未发售游戏
吐了
到底谁还没买gta5
声音也太小了吧
川建国还在任，没有gta6
多人运动
战神！！神海！！
首发四五千，话放这里了
全体起立
？？？？？？？？？？？？？？
来吧 展示！
闹钟MeiXiangR
"You, me, together, we were destined for something great.--Sam Drake"
梦寐以求
没有ps plus会员是不是就没办法领100万了
skip
CPU没换架构，兼容上世代游戏奇怪吗？
有人吗
老崔说是
侧面体现索尼旗下工作室不行了，连比得过gta5的都拿不出来。。。。。
大法晚睡
有自动字幕呀
！！！！索尼天下第一
这游戏见证了三代主机
black lives matter
感谢野生字幕君
就这？
失败的man
老滚
司马懿
三朝元老牛逼
三男一狗
搞得我又想上线了
提前告诉各位，可以说就这？了
牌面
每个月？！！！！！！！
GTA6 不会要等到PS6吧
三朝元老
符号牛逼
We all love banks!!!!!!!!
起床第一件事
命运2艾可拉
馊饭！
这个人长得好像麦叔！
有时我要gta6，要6啊
？？？？？？？？？？？？？？？？？？？？？？？
不是说推迟到年底了吗
见证了一个游戏在三个世代运行过了
ohhhhhhhhhhhhhh免费！
????
我没有买GTA5咋了？  
p5！
全体坐下
ohhhhhhhhhhhhhhhhh
杀戮地带
这个游戏准备卖一百年。。。。。
心脏骤停怎么又是你
给他爱5，PS5加强强强版
大家的耳机都坏了
来了
gta6
三点五十的等等我
ohhhhhhh
流水的主机，铁打的gta5
大威天龙！！！！！
哈哈哈哈哈哈
开始的R星一出 我还以为。。。。唉真就不出6呀
地平线！！！！！！
想等6明年吧
声音怎么了？
有cc字幕
感觉索尼、R星和Epic组了联盟
不知道什么时候才能买到
笑死
来了
麦克
哦吼
ps5能等到6吗
没看到MGS5嘿
死亡搁浅！！！
这个可以载入史册了——横跨3代主机
说没字幕的，真就不看简介呗
没多卖一份gta5，6就延期一小时
这个人是UE5做的吧
为什么没有底特律
p5zhevu
111
好耶！
要会员的
ps4 gta线上早都过亿了……
哈哈哈哈哈哈哈哈哈
摇滚个毛线，就是炒冷饭
美国现在都沉浸在美丽的风景线里，哪有心思做游戏啊
我大姨父呢
建议只开底层弹幕食用，很多不懂行的只会喷画面，关闭其弹幕体验极佳。
妈惹法克
索尼可是B站的金主……前段时间索尼投资B站可能就是为了Ps5
我还想着为什么没有r星呢，给咱r星专门整一块出来
大法好！
大法好！
友情提示 建议关弹幕看哦
大法好！
爷青结，ps上GTA竟然
内森
开头就鉴定不行了，可以
这是兼容的ps4游戏吧
GTA自己都没想到能上2次次时代游戏
中风过了
有内味了，ps6护航大作gta5
hta5我都免费领了还没玩
这帧率怎么回事，那么卡
等PS6吧
卧槽
出来了卧槽
船体起立
能换购不
别介绍了，是不是巴不得全世界都知道你认识ps5
熬到了凌晨3点却没坚持到4点，太扎心了
就硬炒
刚出，需要等下个版本才最好
想念姐夫
开玩笑吧，GTA5的zja
境井仁
12年的宣传片！！
沃日。。。
哈？！
崔佛
都给我冲
OMG！买它买它
神秘符号，笑死我了
全体起立
完了，那21年之前gta6不会出
能不能都别买gta5啦
鞭尸凯德
R星排面
299我入了
感谢字幕
买它！！！！！！！！！
问字幕的看简介
新款机顶盒发布会
左上角啊，这是PS4系列回顾吧
血源诅咒
马萨卡？
(ˉ▽￣～) 切~~
？？？？
最终幻想7
我的耳机坏了……
PS4
重制版要重新买的
这个字母烦不烦，人家不是字幕了吗
？？？？？？啥？？？？？
别买了，别买了，再买6没了
三代同堂
还有谁没有GTA5
ps10发布会：ps9的gta5玩家免费送
三朝元老我是服气的
666
免费送？？？？？
1111
我聋了？！
等等党等不及了
期待美末2
因为已发布的就是本世代啊，
哈哈哈  真就三朝元老呗
？？？？？？
符文崇拜
x，暗示xbox
任天堂天下第一
不是有字幕吗？
三朝元老
晃眼睛
我以为是6
不用重新买好吧，你ps4有，那ps5就免费领
中字在哪里
有字幕了？
没有原画模式？
热咖啡？
全体起。。。尼玛怎么还是麦克
重置了个寂寞
GTA5＋＋＋＋
画面没有原画模式？那画面才好
买定了
不卖，PS5玩家免费玩
这是CG还真人？
gta5都免费了？
不咋地啊
啦啦啦啦啦啦
玛德。我还以为gta6
自由美利坚！
XO？
快了 川普马上下台了
索尼大法好
就这？tm还要拖到2021年
p5！！！！！
?????
3代同堂
战神第一！！排面！！
种族主义警告
免费
带点脑子，这怎么可能是虚幻5，整个引擎都还在画饼呢
索尼大法好
哦
到底是谁没买
打折的时候开个会员两百多一年不亏的
这么大
ps5 硬件优化版
神海nb
左边那个QQ群我也看到了哈哈哈哈
睡醒看一波
来了来了
神海三代也要上PS5？！！
这展示向下兼容的游戏吧
ps3就登陆的游戏再出有点丢人
ps5天气效果更好
给他爱5画质强化版
全体起立？？？？
奎也爷
敬礼！
全体请坐
科技感！
这个就是麦叔.....
不用搞弹幕，一开始就有cc字幕了……
质子展开？？？
啥？给你爱V首发PS5？
末日豪劫，钻石赌场
想知道ps4的光碟可以再ps5上运行吗
哇！这游戏大爱
GTA5!
Apple Design Chief Jornathan lve
我吐了
买！
gta6(新建文件夹)，开始做了，开始做了
草
？？？？？？
66666
SONY
让我看看是谁还买5
暗示xbox笑死了
？？？？
大小眼
sony大法好
哇，满满的回忆
究竟是谁还没买!
服了 有cc字幕还在下面发弹幕
自己不会调字幕？动动手吧
帅啊帅啊
买爆！
blackblack lives dont matter
不适合Xbox
大家打开cc字幕
感谢字幕，UP主你加粉了
草 玩吐了都
特别注明下，这里免费的是网络部分。单机部分还是要掏钱的。
没有一两万，入不了手
屏幕右上角 竖…  ，电视投屏，旁边的  CC字幕。。。。。。。。。。。。。。。。
三朝元老xswl
吐了
卧槽 我tm还以为是6
半年才600万 有毛用
到底是谁没有领取免费的GTA5（我就是 Dog）
买它买它买它
烂活
买爆
三代元老 gta5
你们为什么不开cc字幕？？明明有字幕说没字幕？
Ahhhhh
这个destined配爱丽丝 哭死
流弊
我来支持一下，哈哈
全玩过，吹爆Sony！
艾可拉！术士先锋！
美末排面！！！！！！！
期待美末2
Joker卡酷一
买肯定是要买的
特朗普同款眼影
索尼大法好
这就是传说中的plash speed 5(滑稽)
索尼天下第一！！！
激动
没有现实刺激所以我们重做
之前不喜欢白手柄，黑手柄爱了！
游戏界的司马懿，熬死一堆机子
我耳机有问题？
字幕是有毛病吗
PS4游戏可以兼容PS5
来晚了
佩鲁唢呐！
文艺复兴
没声音
半夜起来看的直播
来了
GTA5牛逼！！！
弹幕告诉我要快进到几分
问就是买
虚晃一枪
战神
这种水平的英语还要看字幕？》
gta6
三朝元老
不愧是全平台销量第一的游戏啊
到底谁还没买gta5?
看左上角dd们
我也聋了
肥宅克里斯
PS5不建议买首发，至少等三个月再买
左上角ps4哈哈哈
等到发售时候 就是大型真香 现场
对马岛还没发售就被放进去了
PS1致敬。时空之轮，致敬，PS1时代最强RPG碾压FF
炒，都可以炒
草？？？？
感谢翻译！！！！
排面
P
P
P5天下第一！！！
操
没兴趣
西蒙
手机喇叭坏了
6呢？？？
又炒一波冷饭吗
6呢？？？
三朝元老
真有你的啊，r星
买它买它
这是美式英语
爷青结
笑死
小蜘蛛
三朝元老
鸡皮疙瘩
绿帽现场
战神排面
怎么又tm是gta5
旺达与巨像已经是三朝元老了
实机演示！！！！！！
还有27天高考准备入手ps4
等pro再买
这是cg
别发售了 我需要钱
死库水
gta
期待gta6
闭嘴上游戏
今天epic免费领取方舟
大罗法咒！！！
有CC字幕
下面不是有字幕吗？？
索尼大法好
索尼大法好
索尼大法好
索尼大法好
手机端点右上角三个点可以打开CC字幕
三朝元老。除了PS4。因为PS4转投NS了
不会还有人 没买GTA5吧
索尼大法好
索尼大法好
神海牛逼
及其激动
莫非是首发送的？
r星太有排面了吧
战神nb
GTA5 PTSD
索尼大法好
索尼大法好
ff7r
索尼大法好
gtav是ps5护航神作 好期待！！！！
这么丝滑的吗？
多维物体在三维空间的投影被我们在二维平面观看
草，劳资还等2021
凯德？
？？？？？？
全体起立
是数字版吗
为什么索尼高层不是黑人？固断反对！(狗头）
GTA线上模式免费咯
Epic前阵子不就免费送
你们都不睡觉的么
来了来了
二传之后被二压了 画质下降很多，昨天直播丝滑流畅
贝壳含五
软件是改善整个世界的重要工业
ABXY
注意，这里的游戏都是第一次亮相的游戏，对马之魂等已经有过预告的游戏将不会出现
傻了
"有点要吐,晕"
CC字幕
都是4k模式PS5实机显示
？？？？？？？？
感谢大佬翻译-
？？？？？？？？
科普一下，PS5全称Plash Speed 5
我还没买
服了，哪都有给他爱
我没有
终于来了
噔   噔   咚
宇宙机器人
排练排练
真就送阿，gta6有希望了
你的小裤衩来了
等一个pro
三角健
圆键
方块键
X键
我聋了？
关弹幕看东西！ 准备买！
尽管通关n遍了，还是想玩
买他！ 终于是来了！好多天了 才看发布会！
圈圈叉叉
打开cc字幕
PS5免费送啊
命运二排面
△
没大表哥差评
这已经是第二次重制了...
神海!
真就不做GTA6了
最终幻想！
我聋了
steam最热门评论恐登ps
为什么我看到有字幕啊
 冲
我刚买了PS4你信吗
你也有神速力？
？？？？？？？／
千万别买国行 千万别买国行 千万别买国行
神海nb！
草
啊这
建议买ps5Pro
立式的太丑啦
这是录得现场啊。。我去。
我要V造型的
神海排面
神海战神美国末日 排面担当啊
我没买...
大家不要看这个视频，录制得效果不好。
？？？
这是ps5向下兼容吧
CC字幕，把它打开
护航大作GTA5哈哈哈
p5天下无敌
命运2
阿索我爱你！
全体起立！
我不差ps5，差的是4k80寸电视
就这？
出来了？
火前留名
??????????????????????????????????????
聋了？
我来买Wi-Fi了
蔡明
火钳
"wdnmd,我还以为是6"
23333333
勾  圈  凯  尖
ps3—ps5
索尼大法好
啊啊啊啊啊啊啊啊
GTA跳过了整个PS4
有字幕啊，不会用的看简介
这b脸歪的
索尼大法好
我来了 ps5
6666666
Plash Speed 5
声道太草
根本直接首发。不等
wdnmd
买得起机器买不起光盘?
我卡了
进度条魔鬼
gta6正在美国上演，虚幻5引擎。。。
GT 赛车7
我耳机漏电了
来了来了
索尼大法好！
路由器，plash speed
索尼大法好
qt全体起立！！！
中字呢？？？
美末排面
坐等首发勇士
gta6gta6gta6！！！
卧槽，牛逼
过几天宣布 重置版绑定gta6发布
泪目，小时候三块一个小时的快乐
全体起立
gta美国现状
gta5之前epic早免费了
丑爆
视频下面多了一个cc字幕
三室同堂
次子
这~~~~~~~~
是特鲁手柄吗
索尼牛逼
必须免费啊
末日抢劫
来了老弟
↓↓↓↓↓点击CC图标开启字幕
弹幕ne?
钻石赌场
 索尼大法好
全体起立
↓↓↓↓↓记得点击CC图标开启字幕。
此生无悔入索尼，来生还是大法好
就买你了
来了我要买
点击CC图标开启字幕
心肺骤停
高等眼白
ohhhhhh
这是什么鬼
终于来了
点击CC图标开启字幕
火钳刘明
好牛啤的样子
快点出，我要首发ps5
？？？？？？？？？？？？？
感谢观看，我们ps6再见
能模拟地球了吗？老骗子
又给他5
别TM合作了，gta6呢
三朝元老
厉害了我的哥！
没有.，是可能面瘫过
终于等到你了！
热乎...
所有男生，买它买它！
造他就完了！！！
古典美！
来了老弟
全体起立！
又是gta5
期待生化危机8
69:37
有cc字幕，大家把Cczimu
PS4终于出了！！！！！
说个价格让我死心
⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️
索尼大法
非常感谢
死库水手柄
牌面
白眼圈
我没有
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
还以为是gta6
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我不是很懂你们这些主机粉丝，玩游戏才是目的啊，不要搞反了
、
？？？
对他们任豚来说，看个视频都不值得
开篇用gta可能是为了引入主题，就是他说的连接几个世代啊啥啥啥的
？？？？？？？？？
我以为我电脑有消息了
都是索粉嚣张起来
给他爱5是护航神作？？？
我要激动坏了！啊啊啊啊啊啊
大舅！
卧槽
xbox神机
woc！！！sonynb
卧槽
P5天下第一！
天国的火箭狂雷
内容拓展？
牛逼
r星
草
卧槽
仅仅？
草草草
卧槽
反正不能加mod
来了来了
全是重置版么
2倍速有高能
给我爱5牛逼
噔 噔 咚
老子的gta6呢？
我们仍未知道gta6的发售日期
我考
霍
那你得有ps5才能免费撒
我操，进度条给吓我一跳。
吓得我以为gta6
!!!!!
卧槽
往日不再
最终幻想7重置
空降69:37
求bgm
FF7赛高！
全体起立
666666
最终幻想7天下第一
索尼大法要发动了，站稳扶好
可不可以先来价格
有声音啊。
山姆内森
等ps6
等ps6
壁中精灵
神海n p
次子
全  体  起  立 ！！！
迪肯往日不再
不会还有人没gta5吧
ABXY
草 三朝元老
给他爱！！！！！
JIFAN
机翻字幕
5？！？
梅开三度
yeah！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
谁特么还在买GTA5
gta5nb
谁！特！么！还！在！买！GTA5！！！
Hhhhhhhhhhhhhhhhhh
三朝元老
神作5！！！
GTA5!!
66666666
第五代路由器
真有人不知道CC字幕？
真的没兴趣了
索尼大法好，买它买它
YouTube的cc？
这手柄好帅
奎爷排面！
盒子被改造成了ps的形状(狗头)
雷    天    使
血源诅咒天下第一！
有人在看吗
rockstar
保持了20年愉快合作
这是录屏的 不卡才怪
杰瑞？？？？？？？loser？？？？？？
左上角ps4看不到？回顾看不懂
美末！！！！
感谢野生菌
老子tm白买了
往后看，这次还行
卧槽
7年了
p5天下第一
这么一说 搞的像GTA没出在微软平台上一样啊
woc
哈哈哈哈哈心肺停止
老婆！！！
爱丽丝老婆！
帅
全体起立
死亡搁浅！
gta6大概会成为PS6的护航大作
全体起立，恭迎三朝元老
我看到了神海
翻译看视频简介
免费？？？
这是土澳口音？
赛车计划2
看简介啊，字幕可以开启的
出个预购链接吧，我怕缺货
6666
AMD!
空气净化器表示很不爽，于是准备重新设计外形，哈哈哈
我没买
gta排面
二维视角？
不玩主机的瞎bb啥啊？
一万多人看
买它买它买它！！！
Ps就是好看，真正好玩还是老任的第一方
雷天使草
从ps3到ps5，还有谁
21年正好，我上班了可以直接买了
Plash Speed 5
Plash speed5
虚幻5你认真的吗？
sonyNB
什么是第九艺术啊？？
服了
GTA特辑
我好像聋
谁还没买gta5！
有生之年
有生之年
终于等到了
买不起系列
哦！
没事反正我刚买gta5玩腻了gta6也出了
多少钱？好让我死心
？？？？？？？？？？？？？？？？？？？
"等 更 完善 成熟 的pro5,      pro4够顶！"
