剛剛！！！！
第一次這麼早
痛快铁奥
刚来！！！
第一次这么早
燃起来了燃起来了
1
惊了
好耶！
刚刚
爷青回
来力
辛苦了
g
好速的刀
好耶
三连再看
泛式做mad啦 爷青回
？卧槽？
呜呜呜帝皇我的帝皇
真的 我哭死
ohhhhhh
我直接进行一个看
泪目
开 幕 雷 击
我的小北 我的戴雅
泛哥哥我哭死
到这泪憋不住了
kksk
神回之一——第二集
因为你是长b
莫比乌斯环
双涡轮，我的超人
帝皇yyds
一身鸡皮
纵使三度迎来日落，太阳依旧会照常升起
忍不住了，哭死了
双涡轮，我的超人！！！
明明还没看过却泪目了。。
已加入年度赛马娘混剪评选
双涡轮，我的超人！
双涡轮yyds
弹幕......呢？
？
久等了！
来了
二锅头我滴超人！
你好，七千人
开始哭了，开始哭了
My Queen
马娘太好哭了
好耶
已经开始哭了
做MAD死路一条
泪目卧槽！！！东海帝皇！！！
泛哥哥的MAD！
谢谢你，二锅头
双涡轮，我的超人！
好想哭
跑天春还是太为难帝王了
闭关修炼之作
T.E.I.O!!
刀来！
好耶
牛
泪目
东海帝王，奇迹复活！！！
双涡轮，我的超人
不败的天才已经逝去不屈的帝王奇迹复活
做mad名扬天下
二锅头，我的超人！
woc，这里好帅
不败的天才已经逝去  不屈的帝王奇迹复活
“所以请看着吧，我的奔跑”
好耶
原片好评
他真的，我哭死
永不放弃
鸡皮疙瘩
帝皇，你币有了
妙法莲华
考研上岸！！！！
明明没看过却有泪了，跑起来呀！
双涡轮我的超人!
泪目
这就叫永不放弃！东海帝王！
双涡轮，我的超人！
不败的天才已经逝去，不屈的帝王就此诞生
奇迹的复活！！
这一段直接泪崩了呜呜呜
泛式：做MAD死路一条  不是我说的
不屈的帝皇诞生了！！！！
原场景好评！！
nb！
帝皇真爷们！
QAQ
太棒了
放原片好评，跳出动漫来赞颂铁奥本身
你终于记起你是MAD up主了？
我的帝宝
二踢脚，我的超人
这段真人片段点睛之笔
我，无败.jpg
BGM太好听了吧
我超mad
猝不及防
东海帝王！！！
真的求求你们去看赛马娘吧
nbnbnbnb
ohhhhhh
一给
呜呜呜我的帝宝
都给我三连！
双涡轮，我的超人
单推人的意志
单推人拯救世界
这个画面比例变换真的张力十足！
.
东海帝王！！！！
在现场，我真的哭死
你们去求求赛马娘看看我吧
My Queen
不死鸟！！！
直接泪目了，这一段太有感染力了
不败的天才从此消逝，不屈的帝皇由此诞生！
传承
我永远喜欢东海帝皇！
先赞后看养成习惯
 .
原比赛出来的瞬间泪目了
我求求你们去看看赛马娘吧
再次看哭了·····
我的帝皇！
先投为敬
究  极  帝  王  舞  步  ！ ！ ！
悸动战士，我的超人！
好欸！！
这个白幕是泛鸽鸽自己做的，原作没有喔
比谁都更想把视频发出去的  是我！
爷青回
神回
我哭死（指看番的时候）
两喷射我的超人！
不！屈！的！帝！王！
双涡轮，我的超人！
我的帝宝
刀
哭了
陪你哭
先币后看
太强了
泪目
泪目
9000+
这一句bgm里的呐喊！仿佛发自灵魂
范式我的超人
爷青回
双涡轮，我的超人
双涡轮，我的超人！
像极了不点耐力的你
帝皇加油！会一直支持你的
求求别立flag了，我滴帝宝
Tokai   Teio！！！
俩泵，我的超马
两涡轮，我的超人
誰も僕に勝てない
东海帝王完全复活，不死鸟诞生
这个渐变泛鸽鸽做了好久哦
一万人
东海帝皇！
差了运气┭┮﹏┭┮
My Queen
帅
刚看完2季
泪目了
这一段的呼吸声与观看者的心跳同步
双涡轮我的超人！
然后逐渐加速
路人看哭了
双涡轮我的超人！！！
双涡轮，我的超人
他真的，我哭死
双涡轮我的超人！
这个感情带动绝了
然后被善信带崩（）
永远都是帝宝单推人！
泪目
泛式的MAD绝对值得我给三连
上一遍只顾着流眼泪泪
阿泛好强
开门见刀
心脏骤停
高 能 预 警
双涡轮呢，我要看到双涡轮
海洋饼干？
痛快铁奥
谢谢你 双立直
泪目
好耶
双涡轮，我的超人
芜湖！
二刷
Tnnd 别让我在食堂哭出来啊kora!!!
有空去看
纵使三度迎来日落，太阳依旧会照常升起！
天不生东海帝王，马娘万古如长夜
这个演出好牛
好耶！！！！
“这一段剪了10小时，剪的太好，结果让人看不出是剪的咋办呀”
求求你们去看看赛马娘吧！
东海帝王！奇迹复活！
他真的我哭死
不败的天才已经逝去  不屈的帝王奇迹复活！
泪目
不败的天才已经逝去  不屈的帝王奇迹复活
双涡轮，我的超人！
我直接三连
痛快铁奥
特意把坏气氛的理发二人组剪了（笑）
握草这段zhede
哭死 泛式哥哥我的超人 后面插的太好了
连赛马娘差点都做不成了
危 次元壁 危
好耶
不要放这段啊呜呜呜
二踢脚，我的超人!
东海帝皇！奇迹复活！
一点点变坚毅了呢
俩轱辘，我的超人
东海沙奥萨！不退，不降，不悔！
东海帝皇！奇迹复活！
不败的天才已经逝去，不屈的帝王奇迹复活
N刷！！！
这里真的帅
这里不是原片噢
双涡轮，我的超人！
期待好久了！
泛式牛逼
翘尾巴
絶対は僕だ！
做MAD死路一条 ( doge)
辛苦了
跑起来
没长s是这样的
无败的天才于此逝去，不屈的帝皇就此诞生。
东海帝皇！
不败的天才已经逝去，不屈的帝王奇迹复活
全体起立
不败的天才自此逝去，不屈的帝王从此诞生
牛批
泪目
哭了
不败的天才已经逝去  不屈的帝王奇迹复活
单推人拯救世界
要来了要来了
噔噔咚
不败的天才已经逝去，不屈的帝王奇迹复活
吃瘪不死鸟（狗头）
帝宝，泪目！
我超我超我超！！！！！！！！
這 就 叫 永 不 放 棄 ！！！！！！！
哭！都给我哭！
纵使三度迎来日落，太阳依旧会照常升起！
两喷射，我的超人
看到了曾经的自己
两代人的传承
哭了
这是真的强
这个分辨率扩张！！！！！！
↑誰も僕を追いつけない
东海帝皇
双涡轮，我的超人
帝宝，我的帝宝
有帝王的地方就有我！
痛快铁奥！
求求你们看看赛马娘吧
物理泪目
谁也...追不上我
帝皇！
泛式nb！！！
考研加油
东！海！帝！皇！
泛哥哥，我的超人
帝王！麦昆！
泪目了
纵使三度迎来日落，太阳依旧会照常升起
燃炸了这段
双涡轮，我的超人！！！
我超短发赫萝
双涡轮，我的超人
纵使三度迎来日落，太阳依旧会照常升起
纵使三度迎来日落，太阳依旧会照常升起
纵使三度迎来日落，太阳依旧会照常升起
纵使三度迎来日落，太阳依旧会照常升起
全体起立
再一次奔跑吧
进度条告诉我应该还有刀
不败的天才于此逝去，不屈的帝王从此诞生！
东海帝王！奇迹的复活！
nb
麦昆罹患不治之症左腿悬韧带炎，很可能终身无法继续奔跑
北黑我的超人！
奇迹的复活  93年有马纪念
前面高能！！！！！！
泪目
不败的天才已经逝去，不屈的帝王奇迹复活
卧槽卧槽。Alia的歌
太强了
今年第一次流眼泪，很奇怪吧
求求你们看看赛马娘吧
这段哭死我了
东海帝王！奇迹的复活！
我哭了看到正片
不败的天才已经逝去不屈的帝王奇迹复活
不败的天才已经逝去 不屈的帝王奇迹复活
这里太绝了
差しためらい 差し焦り 差し駆け引き
单推人，我的超人
双涡轮，我的超人！
无败的天才于此逝去，不屈的帝皇就此诞生。
不败的天才已经逝去，不屈的帝王奇迹复活
纵使三度迎来日落，太阳依旧会照常升起！
纵使三度迎来日落，太阳依旧会照常升起！
提前二锅头我的超人！
东海帝王，奇迹复活！！！
先行
打开弹幕 再来一遍！
不屈的天才已经逝去，不屈的帝王奇迹复活
卧槽，震惊
终于看到了
My Queen
吃瘪决胜服
为什么突然想同调召唤了
好耶
快去看赛马娘吧家人们
悄悄崛起然后惊艳所有人，高考加油！
双涡轮！！我的超人！
爷青回！泛式nb！
得咻
纵使三度迎来日落，太阳依旧会照常升起！
帝皇，我们会一直支持你
耐力狗都不点
卧槽
东海帝王，奇迹复活！
双涡轮 我的超人
不败的天才已经逝去，不屈的帝王奇迹复活！
根性SS+ 晴れの日◎ 徹底マーク◎ 火事場の馬鹿力
双曲率驱动，我的超人
可可亚…
8000+
纵使三度迎来日落，太阳依旧会照常升起！
泪目
我直接哭死
不败的天才已经逝去，不屈的帝皇从此诞生！！！
不败的天才已经逝去  不屈的帝王奇迹复活
麦克雷
冲啊 帝皇！
上来就刀我
不败的天才已经逝去  不屈的帝王奇迹复活
这一幕幻视伞哥哥()
没有我的赛场，我却在
双涡轮！我的超人！
两喷射，我的超人
求求你们去看赛马娘吧
BGM是？
东  海  帝  皇 ！
泛式！我的超人
毕竟是长距离适应性b呀
王者风采！！
不败与蝉联
勝負だ！！！！！！！！！！
谢谢你，双涡轮
他真的，我哭死
T.E.I.O！！！
不败的天才已经逝去，不屈的帝王奇迹复活！
谁也追不上我
东海帝皇！！！
帝皇好耶
全体起立
不败的天才已经逝去，不屈的帝王奇迹复活
后面就你哭得最惨
东 海 帝 皇！！
再一次奔跑吧
只能说因为对手是有最强长距之称的麦昆
不败的天才已经逝去，不屈的帝皇奇迹复活
双涡轮！我的超人
什么叫mad？这才叫mad
双涡轮！！我的超人！
双涡轮！我的超人！！
