谢你吉言
谢谢(*^▽^)/★*☆
高三14全体高分
二组211
组长985
尽善尽美
借您吉言
承你吉言
借您吉言
耶！上岸上岸
借您吉言
下下界笑死我了
耶
好耶
？去年四川分就很低，今年题难度大的多，笑死，一本线只低了8分，我需要速效救心丸
可以哈哈哈
谢谢
一模一样
就是我，一模一样
`借你吉言
好耶！！！！！！
泰安下届已经改了（爆哭）
吸吸欧气
真实
真实！
接你吉言
感谢
借您吉言
承你吉言
赶紧来借您吉言
借你吉言♪
浙江现状
借您吉言
借你吉言，谢谢。
大家高分
借你吉言，已三连
更高
借您吉言
真实
借你吉言
谢谢了
连了连了
大家高分～～
江西理科519一本线 笑死
大家高分！
已三连
我也没看答案
大家高分！
可恶，没硬币了
今年好像更高哈哈
借你吉言，下次一定
好耶耶耶耶
借您吉言
借您吉言
都高分
吸吸吸吸
可恶，白嫖失败
借您吉言
jjjy
虽然但是，去年已经考完了
安徽文科一本线560
文科一本线560
都高分，加油
一定考上
后天后天！
借你吉言
680+
今年文科估计460
借你吉言！
天津现状
明天
四川文科还是高，绝望了
如果分数不高立即取关加举弹幕护体
江苏没答案
白嫖失败
已三连，一定上岸
借你吉言，我已三连
真实
大家高分！
借您吉言
可恶，已经大三了
人间真实
让人无法拒绝
谢谢你，陌生人
明天！
下下届（2020入学）笑容突然僵硬
我信了，三连了
借您吉言
大二师兄就喜欢这些
无法拒绝，白嫖失败，借你吉言。
哈哈哈哈哈哈
明天高分，奥利给
已三连，希望好运
后天出分
借您吉言
少壮不努力，老大借吉言
大家一定高分
加油加油！大家都高分
三连
明天查
借您吉言
借您吉言
三连了
三连了
985！！一定
借你吉言，看过这个视频的人分数一定高。
领取好运  已三连
保二求一
前面河南的朋友等等我
我信了，三连了
安徽文科生518喜提大专
哈哈哈哈哈哈哈耶~
可恶啊，白嫖失败
521的高线。。。甲卷慌了
别做梦了
我考完了
希望585
已三连 领取好运 
高分，加油
三连了，还有四十分钟查分，祝我好运
已三连
加油
三连了
借你吉言，祝我高分
我直接复读
可恶
已经大一
这
上岸上岸！！
拜托了！
470
下下届冷漠……
已三连
江西文科二本496
我一定高分
山东的怕怕的
白嫖失败
淦
借您吉言
承你吉言
好耶
好耶 哎嘿！！！
太真实了
马上赞
接你吉言 直接三连哈哈哈哈哈
借你吉言~
借您吉言
此视频无法白嫖
三连了，考不好找你
借您吉言
白嫖失败
借你吉言！
借您吉言
借您吉言
已经三连，这次一定
已三连
领取好运
辽宁文科一本523
耶！！！！！！
重庆根本没有答案
接你吉言
明天祝我600+
借您吉言
白嫖失败
笑死
好耶！
借你吉言！
借你吉言啦
借吉言
已三连
我们广东历史缩招
可恶啊你这家伙
谢谢谢谢
一定
三连了
领取好运，一定高分
三连了
还有两个小时
可恶，没币了，明天来补
安徽的绝望了
三连了 救救孩子
对希望我们都能考上
祝大家高分
借您吉言
高分
这，不给三连真的
借你吉言呜呜
三连，祝我好运
祝我高分
牛逼
祝我高分
祝各位好运
已三连
后天冲冲！
已三连
三连领取好远
果断三连！！！！
借您吉言
祝我高分！
后天！
耶耶耶耶耶
借您吉言
借你吉言！
今年理科才480
借你吉言！
三连了
后天查分！
后天查分 保佑保佑640+拜托了！！
借你吉言
白嫖失败
好耶！！！！！！
来跟我一起大声说：河～～南～～～
三连了
无法白嫖 借你吉言
浙江也没有
哈哈哈哈哈哈
我必过线！！！冲！
三连了
立马三连！
白嫖失败
借您吉言
三连了，还有不到两个小时，考砸刀了你
祝好专！祝好专！祝好专！祝好专！
三连了已经
浙江?
借你吉吉
借您吉言
祝我高分！！！！！！！
果断三连
借您吉言
哈哈哈哈哈
白嫖失败
真实
三连了
已三连
河南明晚，保佑
上岸啊
已经三连 祝我好运
已三连
我已经砸了
一会就查分慌张啊~
如果高分回来三连
上辈子连环杀人 这辈子安徽学文
太真实了
白嫖失败
剃刀党？？？
剃刀党亚瑟搞事？
马上三连求求了让我顺利上本科
已上岸
三连了三连了
北大！
高分高分
三连了三连了
借您吉言
借您吉言
你币有了
三连了
安徽文科一直都高，从我那一年就搞，嫌高为什么不考理科呢
吉言
你币有了
祝我们都高分
冲冲冲
真实
我就是下下届
祝我高分
考好回来三连
山东的考生想笑
如愿以偿！
河南文科考生哭晕
真实
借你吉言，坐等查分
借你吉言！
借你吉言！
领取好运！
已三连
三连！
我懂了
g给三连，你赢了你
再来一遍
保佑我考500分。。
祝我高考成绩必胜
高分
草
上岸
已三连
三连了
整个陕西省文科北大收两个
安徽文科哭了，不仅分数线高，连高校招生人数都减了
草
借你吉言
借你吉言！！
祝我高分！
