来看崽崽们
我能看清严浩翔的脸吗
训练物料都发了，上炎还会远吗？！！
只要我来的够勤，就等得到
蹭蹭声乐课，我的位置就是压不住太靠上每次都破
贺的衬衫小领带真好看
严浩翔严浩翔、
破音（）
好听的诶
严浩翔纯色降智实锤
四个宝贝
小宋：瞟一眼摄像头 完了社死被这群大姐们看见了
宋亚轩！
贺儿侧颜绝了
好棒啊
我靠刘耀文也太帅了
宋亚轩！！！
哈哈哈哈哈，对不起笑的好开心
卧槽公演前，是不是下个星期要放上火了
热乎！！
小闹的未来清晰可见是光明大道
改得完全听不出原曲了
轩儿素颜绝了啊！！太好看了吧
《被老师抽查作业教不出来的你-倔强》
啊，终于有看的了，这周好寂寞
小宋
刘耀文加油
妈妈我出息了，15分钟
哈哈哈哈哈哈老师了解轩轩
贺峻霖 你给我端庄一点！
小宋好帅
这首歌好熟悉啊！
刘耀文节俭！这件衣服还在穿哈哈哈哈哈
让哥哥们教育一下哈哈哈
手机：愿天堂没有宋亚轩
上火快了
哈哈哈哈哈哈哈哈哈
妈妈！我听到浩翔唱拉普了
请欣赏  俯卧撑打beat
所以这个物料我能看到舞台对不对
哈哈哈哈哈，笑死我了，小宋老师的手机好无辜
吻文儿子 咋跪地上了？
加油加油！妈妈永远支持你们！
居敏啊……好好听啊……
哈哈哈哈哈哈哈哈哈看这个物料我格外开心 快要疯癫了 可能是憋太久了
素颜大帅哥啊真的是
刚开始我就笑到不行了
耀文怎么这么棒！！太好听了吧！
哈哈哈贺儿这一波把老师都给整懵了hhhh
小贺哥哥侧颜好绝！
飞哥把舞台发出来吧
耳朵怀孕了姐妹们
轩轩：我摸着丹田发誓我做够了
小宋：情绪到了
贺峻霖啊啊啊好好听宝贝多唱歌啊啊啊
居敏，请问殷世航解封之前我还能看见上火2舞台迈！！
严王高能
虽然但是，老师这个转头好可爱啊啊啊啊
《像极了上课抽查没做作业的同桌和做了但没完全做完的我》
听宋亚轩唱歌就是享受
霖霖好棒啊！！！
想摸加一
飞飞要不咱换个形式一个个把舞台放出来也行
儿子变老公 就在一秒钟
小贺哥哥唱的很好听
刘耀文三好学生
阿严好好看
严浩翔多唱歌吧
咋没有弹幕呢
所以你们又换水杯了？
严浩翔好帅！
小贺叫更训练，结果是上火的= =
宝贝们为什么不写作业？被罚也没办法了呦
刘耀文这表情帅死我
好香多唱唱歌吧！太好听了
严•理不直气也壮•浩翔
小宋老师这件衣服是不是有些许眼熟呐
好听！宋亚轩嗓音绝了
zer
终于有生之年让我等到了。
哈哈哈哈哈哈哈哈哈哈哈
严浩翔好好看！！！
什么玩意儿 画质太差了吧
HHHHHHH
终于来了不容易
像极了当初被查作业的我
救命，亚轩的声音
严浩翔侧颜好绝啊
每日一问   上火2什么时候发  求求给孩子个盼头吧   
《宋老师：良心这种东西 我没有》
严浩翔太帅了！！！！！！
不敢相信这是1080p高清
轩轩宝宝你怎么回事
老师坚持想让亚轩的鱼肚消失
老师好威严的背影
好深情的轩轩
轩轩你个小笨蛋
小严好可爱啊啊啊啊啊啊啊啊啊
他们天生就应该属于练习室和舞台
贺儿：我哩 我哩脑壳
我的小熊宝贝呜呜呜呜呜呜呜呜
霖霖兔：危！！！
贺儿：这是谁，这可是我儿子，我能怪他吗，不能！！
宋轩好可怜哈哈哈哈哈100个俯卧撑
像极了被班主任抽查作业的你哈哈哈
贺峻霖好棒！贺峻霖贺峻霖贺峻霖！我们霖霖好厉害！
全能top宋亚轩！
啊啊啊啊啊啊好久不见
宋亚轩好帅
终于等到你，还好我没放弃～
啊啊啊啊啊啊
贺峻霖这里太帅了吧
轩哥太帅了！！
哈哈哈哈哈哈哈哈怎么和我们班检查作业一样
热乎热乎
黄昏黄昏
我的妈这歌是我爸的歌单里的
贺峻霖好好看！
严王即兴
芜湖
太恐怖了，各位我写个作业再来
贺峻霖！！！！
这个画质……
轩好棒 真的好认真
刘耀文好学生
贺儿yyds
新鲜的！！
贺峻霖背打直！！！
贺峻霖好棒
幺儿你是困了咩
啊啊啊啊啊啊啊啊啊啊啊 妈妈终于等到啦
我天!好好听!宋亚轩唱的!
好久没听到文哥的rap
哈哈哈哈哈哈哈哈哈哈
宋亚轩唱的好听
贺峻霖好棒！
飞飞，除了舞台其他关于上火的东西都发了
贺峻霖你谁
贺峻霖姐姐爱你
吻文
刘耀文唱歌真的很好听啊啊啊啊啊啊啊
贺儿帅到我了！
卧槽好好听！！
轩轩宝宝没事加油！
终于！
木有良心 不摸
严浩翔一本正经，结果啥也不是
轩宝宝好棒
救命啊 你终于发了
uus学到了又
宝贝芽芽唱嗨了哈哈哈哈
啊啊刘文好棒！！
hhhhhc
花絮都要放完了，谁信？正片还没发
吻文小朋友怎么那么安静噻
好听唉，严浩翔的声音我好爱，霖霖真不错
贺峻霖唱歌好有味道啊
太好听了救命呜呜呜
老师：这四个孩子今天是怎么了
这段真的好好听啊啊
翔哥唱歌进步了好多啊！
上火啥时候放啊飞总
a w s l
我们轩高音依旧很稳推荐FY
≈交不出作业的我
这歌？不是我爸车上总放的吗？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
努力小宋，相信一定会有回报的！！
求老师正面表情哈哈哈哈可以表情包了霖霖你照顾一下妈妈的面子
刘耀文唱的我也就循环了923遍吧
九敏，这个歌快放出来吧！！！
刘耀文唱歌真的好听
哈哈哈哈哈哈哈
贺儿好帅！
刘耀文好温柔哦
贺峻霖太棒了吧也
耀文唱的太好听啦
理直气壮
woc这里小宋好帅
箱子争气！
没写作业依然很拽
严浩翔唱的好好听啊
是新歌嘛！好棒！
啊啊啊啊啊啊啊，刘文
除了字幕没有清晰的
我等不及了 正式舞台！！！
就这？好好听！
亚轩亚轩！
宝贝们！！！好想你们啊
啊啊轩轩！！！
丸比唱歌好好听啊
贺峻霖也太全能了我天
我的天，着改编真的很不错
贺峻霖好可爱啊
上火应该不远了吧？
前面的，明明是破天下定风云，你个假粉丝儿
贺峻霖太帅啦！
贺儿好棒
救命恩人太苏了
宋亚轩！！
贺峻霖帅
这个画质感人
宋亚轩:笑笑总没错吧
这眉毛我喜欢啊啊啊啊啊
说晚樱be的祝你磕到的所有CP都be
严浩翔好帅！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
贺峻霖衣服好看
不愧是严浩翔
耀文饿了吗
乖宝宝刘耀文
来自四哥的关爱
妈呀！惊呆了惊呆了！！都太帅了吧
吻文啊啊啊啊
哇哇哇事业粉狂喜！！！
贺峻霖好帅！！！！！
啊啊啊飞飞子我求你了发上火吧
轩轩：你咋偷偷写啦
刘文rap就是坠绝的
手机：早知道烂在厂里
贺儿你的动作好可爱
这个画质认真的？
霖霖真的是记忆力好啊
好帅啊啊啊啊啊啊啊啊啊啊我没了严浩翔！！！
噗贺儿啊 笑死我了
贺峻霖好帅
宋亚轩好棒
最怕rapper唱情歌 严浩翔爱了爱了
霖霖唱歌好好听！！！
小宋老师好厉害！！！！
盲猜刘文哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好怀念刘文这件衣服啊啊啊啊
老师：我习惯了
好了别说了宋亚轩全能我说累了
吓我一跳卧槽
刘文：我套装很少
梅开二度哈哈哈哈哈哈
小霖好棒啊
想死贺峻霖了！！
我还以为香香写了的哈哈哈哈哈哈哈哈哈哈
刘文呢词
贺峻霖好棒！
飞，孤苦无依的老妈咪什么时候才能吃上一口上火饭？
刘文呜呜开心哇！！
哇giao，芽芽rapper很狠狠不擦
贺儿角落里看镜子哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
好喜欢贺峻霖认真的样子
这片头有点儿东西啊
贺峻霖杀我，不行了，太帅了！
浩帅浩帅浩帅
九敏 我没看人 我以为是刘文唱的
轩轩不要着急，相信自己真声可以顶上去高音的！！你是最棒的！！
宋亚轩
刘耀文
我不相信我的手机像素
针不戳！！！
亚宝好棒！
开了个假弹幕？
阿宋这样好港
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
没事小亚
贺峻霖你好帅
每个小孩都棒棒
这真的是官方嘛
霖霖好可爱
贺峻霖你帅死我了
救命贺老师好帅啊
严浩翔你好憨憨
刘耀文大帅哥在干嘛哈哈哈哈
啊啊啊啊啊啊小贺好厉害！！
老师和他们关系好好啊
翔哥！终于等到你
我宝贝没有良心，哈哈
什么歌！好好听
上火快播吧
座机画质我爱了
刘耀文好棒啊
宋亚轩宋亚轩宋亚轩宋亚轩
耶终于等到你！
刘耀文唱得好好听!!!!!!
又是降智小黄
贺峻霖是全世界最棒的小孩
刘耀文刘耀文唱歌好听噢！！！
唱的好好听
座机吗
rapper严浩翔帅疯了
呜呜呜
贺峻霖在偷偷可爱
刘耀文唱歌好好听啊
来了来了
好好听 真的很棒很棒这一次真的好绝
贺峻霖真好看
贺峻霖做什么都很认真
贺儿宝贝！
严浩翔和音针不戳
开火好不好
太帅了刘耀文
！！！！！！！终于
轩轩加油加油加油
我就说这个歌听着这么熟
哦宝贝呼呼
对不起，小宋妈妈不是故意笑这么大声的
@重庆鲁能巴蜀中学高中部 这俩孩子平时交作业吗（doge）
轩轩在自己最喜欢的音乐方面一直都很努力
woc！！贺峻霖！！！！多穿这类型的衣服，帅爆了！！！！
亚轩瘦了！！
刘文这件牛仔套装有点眼熟啊
手机：危
老师无奈哈哈哈哈
严浩翔你很拽啊
咬字好清楚呀
刘耀文唱歌也太好听了点！！！
所以上火什么时候播呢
贺峻霖好棒
想要贺峻霖同款衣服！！！
好听！！！！！！
我赌一波，明天发上火！
刘耀文太帅了 衣品好好
飞飞，请您不要不识好歹，不然我们跪下来求你了！
贺儿好帅
轩轩好可爱，，，，啊啊啊啊
这个画质是怎么回事座机拍的吗
贺峻霖真棒！
哈哈哈哈哈哈
用力过猛哈哈哈
贺峻霖要对麦克下手了哈哈哈哈哈
哈哈哈哈哈哈
刘文就是不拿出来 偏偏到他的时候在慢悠悠拿手机
什么时候这首歌呀
这是啥公演啊。？上炎吗
严浩翔！
好像文文这几句
宋亚轩牛壁
破音沒事的宝
哈哈哈哈
总于等到新鲜的小炸们
霖霖不要驼背啊
严浩翔太帅了啊
贺峻霖白衣服绝了
好好听啊 快播啊
前方高能！！前方高能！！前方高能！！
严浩翔和我结婚！就现在！
宋亚轩真棒
周传雄的！
贺峻霖很好！
绝了严浩翔！！这个感觉太棒了吧
严浩翔决绝子
严浩翔多唱唱歌
贺峻霖我好想你
文文唱歌好绝！！！！！多唱歌！！！！！！
啊啊啊好甜呀
刘耀文好帅呜呜呜
介是座机拍的吗？
轩轩加油
贺峻霖太棒了吧
严浩翔给我多唱唱歌
宋亚轩
蕾蕾在看吗
啥时候能听完整版
哈哈哈哈哈哈
文文宝贝唱情歌好深情！请务必对我唱！
哈哈哈哈哈轩儿
真的不错，严浩翔唱歌！
不愧是每天三百个俯卧撑的严王
文文的Vocal也好棒
宋亚轩，啊啊啊，好帅
文文的Vocal！！！！！！
宋亚轩努力小宝
严浩翔烟嗓rapper 
宋亚轩老公！！！！好帅啊！
贺峻霖好帅！
啊啊啊啊啊霖霖好棒!!!!
刘耀文刘耀文啊啊啊
第一次屏幕这么空
哈哈哈哈哈哈哈哈哈
幺儿这小脸是不是瘦了呀
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
可以因为考试？
霖霖宝贝呜呜呜妈妈好想你
贺儿好听
我靠严浩翔绝了
贺儿太棒了
轩轩唱的好好听！
严浩翔好绝
严浩翔俯卧撑动作好标准
他做够了！
霖霖好可爱呀！！
贺峻霖太棒了
霖霖！！
贺峻霖好帅啊
贺儿:我哩我哩脑阔
飞哥求你了放舞台吧
严浩翔好棒啊啊啊啊啊 唱歌进步了好多
严浩翔！！！！！！！
小宋好棒啊好乖
哈哈哈哈哈
没写作业你很拽啊香香
你滴严王，不再猖狂
我靠严浩翔
理不直，气也壮。
吻文好绝啊！
宋亚轩太稳了
事业批没写作业？
天霖霖好A
哈哈哈哈哈，“我不行，太好笑”
好好看严浩翔！
刘耀文vocal也很强嗷嗷嗷嗷
好像我和老师拖欠作业的时候
轩轩
好想刘耀文啊
严浩翔好帅啊！唱得太好听了
霖霖好棒！！
请所有没有写完作业的爆米花回去写作业哈哈哈哈
请原谅我一直在循环这里
贺儿这套好A
巴蜀饭搭子怎么那么好笑啊！
小贺哥哥唱的好好听！
我好想看舞台版啊啊啊
妈呀！！！这个转音我没了！！！！
救命贺峻霖
好好听严浩翔！
宋亚轩好棒
《心飞翔 破自在》
鸭轩：摸摸寄几的小肚叽～
贺儿：我滴 我滴脑壳儿
我感觉我有粉丝滤镜了，我感觉轩儿唱得好好听啊
欢迎收看上火二
严浩翔啊啊啊啊啊
贺峻霖是全世界最棒的小朋友啦！
啊啊啊，好帅啊
严浩翔好自觉直接俯卧撑
严浩翔啊啊啊啊啊你太优秀了吧
贪玩的宝贝们
霖霖好棒
呕吼香香竟然在和音
这里轩轩好帅啊
好好听啊翔哥！
哈哈哈哈哈哈哈哈哈哈哈哈哈
霖霖兔这个衣服好好看
太厉害了吧 
哈哈哈我滴我滴脑壳
霖霖好帅
很棒啊轩轩
哈哈哈哈哈
感觉贺儿的声线有些变化了
严浩翔太可了！！
这画质座机拍的吗
轩轩好可爱哈哈哈哈
宋亚轩贺峻霖严浩翔刘耀文！！！
正常一点，正常一点 
刘耀文太男友了我太爱了
嗷嗷嗷嗷嗷嗷嗷嗷
贺峻霖看看妈妈 儿子真帅
呜呜呜呜怎么就长大了呀我们小熊
老师习惯了
大型妈粉变质现
嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷，轩轩的音色我爱了
翔哥：看我给大哥找补找补
轩哥上线轩轩暂时屈居二线
浩翔好帅啊
握草握草宋亚轩这慵懒的男友感
刘耀文声音好好听
贺仙子皮肤好好
香香笑得也太苏了啊啊啊
贺峻霖好棒！！！！！！
小熊缺德一笑 看样子这种场面经常见吧
霖霖好棒进步很大 期待小贺哥哥
翔哥这没了
哈哈哈哈哈
贺峻霖贺峻霖好绝啊啊啊啊啊啊啊啊啊，救命
霖霖太可爱我都说腻了真是的
宝贝们好棒啊
贺儿请你端庄一点
和哈哈哈哈哈哈哈哈哈
感觉香香长回去了耶，越来越可爱了啊啊啊
霖霖唱的好棒！！好好听！！
轩轩撒娇
你们怎么回事
宋亚轩你亲身斩断了我们的母子情
翔哥凡尔赛了
哈哈哈哈哈哈哈
来了
刘耀文音色太好了我的天
真的好好听，感动啊
这像素你是用大哥大拍的吗
《公演》天呐飞桑，故乡的上火呢呢呢呢？？
轩儿好帅啊！
中国好男友贺峻霖 太温柔了吧
ohh这段真的好帅四男孩
文文裤子哈哈哈
贺峻霖好乖优秀，其他崽崽也可爱好好
无伴奏纯唱yyds
严浩翔太棒了！！！
萌混过关
哦豁，捡到宝了
轩儿啊 不想摸就让我摸吧
板砖机画质
QAQ画质感人
宋亚轩牛批宋亚轩牛批宋亚轩牛批宋亚轩牛批宋亚轩牛批
啊啊啊啊香香这声音太可了
啊啊啊啊翔哥和声绝了
耳朵怀孕了
刘文在干嘛
翔哥帅得我猝不及防
座机拍摄的么？原谅你
哈哈哈哈哈哈哈哈春游的未看完跑来看新的了
哦吼，阿霖宝贝17岁第一个播放的物料嘿嘿
爱了爱了，太帅了！！！！
呜呜呜呜笑死我了宝贝们妈妈想你们
理不直气也壮
哈哈哈哈 可爱的轩轩
香香突然出现
刘耀文穿这衣服就是最钓的
用脸鲨人事件
这老师口音...三代物料的声乐老师迈？
不好意思 关注全在这…比我人生规划还清晰的下颌线
母不嫌儿傻哈哈哈哈
渔夫帽的帅哥你是谁！！！
好想贺宝贝啊
芽芽妈妈永远做你的歌迷
哈哈哈哈哈哈哈哈哈
霖霖崽好认真哦
原来帅哥唱歌也会破音
哈哈哈哈哈宋亚轩太逗了
开口跪了家人
哈哈哈哈哈
严浩翔帅炸了
宋亚轩自信芽
刘耀文帅晕我
严浩翔严浩翔严浩翔
宋亚轩我爱你你是最棒的555
刘耀文yyds
短时间内上火是播不了了，不想糊的话且看且珍惜吧
芽芽笑死我了
靠贺峻霖衬衫领带！我的好老公！
亚轩
天呐终于有物料，
刘耀文感觉！妈妈爱死你了
卧槽宋亚轩太帅了吧 
宋亚轩唱rap
严浩翔牛逼
阿宋绝绝子
贺峻霖针不戳
啊啊啊啊啊啊啊啊啊啊啊啊啊
霖霖唱的超好听
文哥好帅
刘耀文加油
九敏我看了半天没看到贺结果他正在唱
文文唱歌好好听啊
哈哈哈，霖霖太可爱啦
哈哈哈轩轩别急哈
上火二什么时候播出啊期待
好投入的翔哥哈哈哈
好想和
前方高能霖兔叫~
妈呀 严总太帅了
哈哈哈，好可爱
一群坏孩子 不做作业
太好听了香香
妈耶这也太好听了
贺峻霖好学生代表
看到偷跑物料马上举报啊姐妹们
给当哥哥的留点面子叭哈哈哈哈
小宋给麻麻rua rua
笑死我了
【 套装不多 · 刘文 】
刘耀文帅
好可爱啊轩轩霖霖
啊啊啊啊啊啊刘耀文终于又看见了
那我可以期待一个上火二吗飞飞子
轩哥好帅
啊这啊这竟然是我老妈电话铃 愣是没听出来
我们高中班歌，笑死
刘耀文宝贝太帅了
快发二公吧！！！！求求你了飞总
贺峻霖事业批
贺峻霖贺峻霖
宋亚轩妈妈好想你
像极了我没写作业
小傻子
笨宝
唱的都好棒！
救命这个改的好好听，上火第二期的舞台吗！？飞飞快放！！！
天轩的Rap！！！
不给哈哈哈哈哈
啊啊啊啊宝贝好棒
