我们如约而至
他对我笑了，他一定是喜欢我
感觉他都没老呀
甜甜宝贝
如约而至
作曲：许嵩
啊啊啊啊啊
如约而至
毕业如约而至了
我们相约老地方
又忘词了哈哈哈哈
如约而至！！！
啊啊啊啊啊啊
真是听他歌长大，他咋没老呀
怎么感觉全是妹子
音乐纯粹！！爱v绝对！！
DNA动了
可恶 我17年就毕业了
转眼已大一了
南广
萧亚轩：不传谣，不信谣
南京传媒大学
我的青春啊
呜呜呜
好
啊啊啊啊啊dna动了！！！
如约而至
格洛米
大合唱太感动了
这才是真唱吧
西电如约而至
绝了绝了
这是我即将发表的首张专辑
许嵩看看我！！！
帅啊
音乐纯粹，爱v绝对
我们班的毕业视频的bgm是如约而至和乌鸦
DNA动了
这就是我的青春啊 我的一整个青春
想你
许甜甜是我的
温暖的感觉~
许嵩最棒
爷青回
咋还递上麦了
一切美好都将如约而至
dna 全程动
好想合唱
有何不可yyds
音乐纯粹
我的青春是许嵩！！！
男粉最近太猖狂了
如约而至！
我也大学毕业啦！！！！！！！
想哭
他好像我的学长啊啊啊啊
咋恁瘦
哭了
爷青回！
我的青春！十年不变！
爱了这少年感绝绝子
今年研究生毕业了
许甜甜！
学长好！
大合唱yyds！！！
都会唱
我想你可以幸福，没有我
别再那么淘气
男粉好嗨
为你唱这首歌
初中就听他的歌，现在大三感觉他更年轻了
如约而至
初中听得，现在也读博了
你其实明白我心意
哈哈哈哈哈哈哈
大合唱啊啊啊太感人了
粉了十年，他还是那么少年
说观众演员的那位，你别走
如约而至！
好耶，开头就是最喜欢的歌！
许嵩就是我的青春啊啊啊
会忘词吗，我赌两个硬币
送嵩哥上热门啊啊啊
意味着离别
许嵩不老男神
大合唱！！！
又何时会重逢
许嵩少年感绝了
第三遍了yea
欲忘又止
许嵩开演唱会吧啊啊啊
哭了哭了大合唱
万人血书求许嵩开演唱会啊啊啊
我回来了
好听
我最爱的两首歌！！！
青春！！
鸽子更新了
青春啊
嵩嵩嵩
伏笔
合唱！！！！！
小嵩哥！
你其实明白我心意
爷青回
卧槽，这个人好有文化
yyds
我想给你快乐
别人家的晚会
Yes
温柔且克制，内敛而强大，幽默不失风度，独属于我们的气质，钦慕已久
最近太瘦了
我一定要去一次许嵩的演唱会
大连财经学院发来贺电
爷青回
如约而至太适合毕业了！
哥斯拉你在不在听
高中毕业出的这首歌
帅气啊，嵩哥必属于男粉！
哭了T﹏T
真好啊
这是许嵩演唱会吧哈哈哈
好听
这个姐姐好好看
为你做一只扑火的飞蛾
好听！
妈呀
有忘词了
战术口胡
08年 我高一 
爷青回
没有什么风格
我毕业了
许嵩Nb
爷青回
一切美好终将如约而至
人家的毕业
如约而至
这个串词过渡不愧是你
前奏一响，那个夏天回来了
啊啊啊啊啊啊
一切的美好将如约而至
前面初二听这首歌，考上研究生的，我也一样
我想给快乐
呜呜呜呜
最喜欢的一首！！！
666
加油
真心的爱他歌
图书馆以前的闭馆音乐
讲话真有文化！
都是打完疫苗才能去的，别慌
我希望你快乐
这首歌歌词太绝了
还真是老来俏
kmust   毕业快乐
爷青回
好帅
前方忘词高能
给个好评
来啦
发现了！！！
北京演唱会快点提上日程吧呜呜
爱v绝对
好好看呐
想去演唱会嘤嘤嘤
好会说，这个男人
别人得毕业
如约而至
今晚的歌会就为了等他
如约而至
等演唱会
毕业快乐>3<
爷青回
如约而至
如约而至
爱了
别人的毕业。。真是没法比
小嵩嵩！
他笑了他笑了
我们相约老地方
小学听的，现在大四
我爱的男人！！！！
这两首好应景啊
我们相约老地方
初一的时候听的，现在已经大学毕业三年了
电风扇的是魔鬼
如约而至是2018年《寻宝游戏》专辑中结尾曲，也是嵩鼠圈的“难忘今宵”
VAE
许嵩YYDS
我想要卫衣连接哈哈哈哈
卧槽，这个人好有文化
好耶
干高中开始听许嵩的歌现在都工作了
许嵩yyds
如约而至啊  好听
安医大安医大
这个男人帅帅帅
金叶
释怀悲伤
音乐纯粹爱V绝对
我说嘿，你说嘿嘿
童年回忆
为你放弃世界有何不可
一听嵩哥我就又爱了
爷青回
一切的美好终将如约而至
初一听的，本科毕业两年了
嵩鸽鸽更新视频啦！
初中听到研一
来了
初中的一幕幕，现在博一了
爷青回！
帅
多帅噢
许嵩yyds
不得不说这个男人很多曲词都是自己弄的，很用心
哥！！！！！！我来啦！
啊啊啊啊啊啊啊
爷青回
别人的毕业
爷青回啊
如约而至
初一听到研二！
他一直都那么好！大合唱真的好泪目
调改了
如约而至
超好听
哈哈哈哈哈哈哈哈战术忘词
如约而至
嵩哥！！！
“夏天快要过去”这句语气好调皮啊
如约而至！
你好棒啊哥
如约而至
嵩哥
太羡慕了
yyds
好厉害
我的如约而至！！！
一切美好终将如约而至
毕业快乐快乐快乐
我希望你快乐
如果早知道那天是我们最后一面
音乐纯粹，爱V绝对
一切美好终将如约而至
我最爱的大合唱
无人可免
许甜甜许甜甜
毕业就是失业
爷青回
他笑得好甜！
初一听的到现在都工作快两年了
嵩哥嵩哥
许嵩学长超帅
我们相约老地方
啊啊啊嵩甜
如约而至！
现场好热情
好喜欢
嵩哥是我的
兄弟们把许嵩yyds打在公屏上
我们相约老地方！
我想给你快乐
十年许嵩
"铃声响了"
如约而至如约而至
好甜好甜
我希望你快乐
忘词嵩好可爱
许甜甜
幸福
嵩哥少年音
战略忘词
手好好看
爷青结
泪目了
嵩哥，明年还要来毕业晚会
战略忘词
天呐这个男人怎么可以这么有魅力
如约而至
vae vae vae
从未想过有何不可和如约而至是cp
毕业快乐
如约而至真的绝
啊啊啊！！
感觉状态不是很好诶
我永远最爱Vae
许爸，我今年毕业了！！！
要去嵩哥的演唱会
许嵩传统：改调证明真唱
或许爱能穿越时空
哈哈哈
！！！我的青春！
今夜
一切美好终将如约而至
许甜甜真的甜
嵩哥治愈一切
战略性嘴瓢
我们相约老地方
一切的美好终将如约而至
啊啊啊啊啊
初中听的，现在都读博了
我只听到如约而至
泪目了我
许嵩学长，我喜欢你
小学最喜欢的歌，现在大二啦
爷青回
男粉在这里
文化人的毕业祝福
太应景了
每次唱歌都要变一次调
啊啊啊，现场的男粉丝让我看见你们的手！！！
666
素颜当时也超级浪漫
什么时候能博士毕业呢
这件衣服真好看
一切的美好终将如期而至！
VVVVVVVVVVAE！！！！！嵩哥爱你！！！
合工大如约而至
等到秋叶金黄
爷青回
格洛米
送给你
爱了啊啊啊啊
大合唱
一切美好终将如约而至
哈哈哈忘词
泪目
改调
嵩哥颜真的很好磕
青春啊
日常改调
歌好听人长得帅
毕业啦
爷青回
加油加油
哇哦
如约而至
如约而至
帅！
无约而至
如约而至
嵩哥
毕业啦
加油！一定要成功上岸
我最爱的一首歌
毕业了
这个笑容由我来守护
加油
好认真
这个男人帅哭我了呜呜呜呜
啊啊啊啊啊好喜欢
最佳鸽手
瘦瘦的也好看啊
如约而至
广东药科大学发来贺电
可是一票难求
如约而至超级好听
加油
太适合毕业季了
卧槽，这个人好有文化
好好听
好听诶
永远的神
有生之年，希望能去现场见这个男人
无约而至 无人可免
合唱音准爆了hhh
！！好听
男生都没抢到票
就几个人戴口罩啊
笑了笑了他喜欢我！！！
有文化
我真实地是我的青春
这首歌是真适合毕业季
如约而至就是同窗的歌曲吧
如约而至
他怎么怎么瘦啊555多吃点啊嵩哥
音乐纯粹，爱V绝对！
音乐纯粹，爱V绝对
开头见
泪目
忘了但没有完全忘
如约而至
绝对真唱哈
我好爱你！！！
绝对是爷青回
jidonq
泪目
现场的男粉，让我看到你们的激情
哭了
我也想加入大合唱
直播时这里泪目了
许嵩yyds
爷青回
吃胖点
确实能唱起来啊，像演唱会也很正常
我的青春啊
为你唱这首歌
如约而至
它仅仅代表着
考研上岸如约而至
我想给你快乐
我们相约老地方
啊啊啊啊啊啊啊
男粉最近有点猖狂啊
我一直爱你嵩嵩子
00：不得不说 vae还是挺有才的
好帅
真 爷青回
爷青回
如约而至
许嵩
许嵩为什么都不会老
爷青回
如约而至
没有什么风格
DNA动了
DNA动了
许嵩yyds
等到释怀所有悲伤
只能是男粉的！
有文化有文化，排比句随口就来
我想给你快乐
救命 直接在脑子里自动循环
啊啊啊啊啊啊啊
演唱会吧这是呜呜呜
欲忘又止
梦回初一
我是21年毕业的
哈哈哈，这个转调别以为我们没听到
爷青回
算你调皮
又见面了
这就是文化人的祝福
一切的美好将如约而至
人家的大四
相约老地方！
如约而至
初中听的 现在快毕业了
我不相信别人但我相信你！
嵩哥yyds
爷青回
爷青回！
我的最佳歌手
我要哭了
在现场的出来冒泡噻。
爷青回
ohhhhhhhhh
你就是我心疼的唯一！
如约而至
演唱会最后一首
爷青回！！！
我们相约老地方
嵩嵩
好甜好甜
战术口胡
泪目
一切美好终将如约而至
爷青回
夏天快要过去！！牵你手买冰淇淋！！(嘶吼！！)
我高考的时候发的这首歌，很喜欢
如约而至真的是是我的毕业季呜呜呜
回忆满满
如约而至发售那年，我刚好大学毕业了，真的很有感觉
研一＋1
许老师
爷青回
许嵩yyds
这首歌很有感触
如约而至
一切的美好终将如约而至！
一切的美好终将如约而至
爷青回
我的来电铃声
哥你又嘴瓢了
许嵩yyds
泪目
许嵩yyds
许嵩押韵yyds
许甜甜
好听
音乐纯粹，爱vae绝对
从小学到大学
我也要毕业啦
一边哭一边笑
爷青回
啊，男粉都被这个男人甜到了
音乐纯粹 爱V绝对！
许嵩yyds
20210621我已经喜欢许嵩这个男人11年了
罗聪认输吧
初一当嵩鼠  现在工作两年了
好像我语文老师
如约而至
我泪流满面
其实我更想听素颜
爷青回
如约而至
！
不仅像电风扇，而且感觉可以烤面筋
爷青回
毕业了
哈哈哈哈哈哈哈
YYDS
回忆啊
爷青回
.
前奏一响起就想到寻宝巡演最后一首
许嵩咋就不老呢
十年了
等到啾叶金黄～
绝了绝了
一切的美好终将如约而至！
别人的大学
我会唱歌给你听
太棒了
哭了
如约而至 哭了
卧槽！！！他笑了他笑了
泪目
请你少买冰淇淋
好想去嵩哥的演唱会
爷青回
爷青回
大合唱真的nb
太好听啦 啊啊啊啊啊
为你解冻冰河 为你做一只扑火的飞蛾
牌面
大合唱ing~
如约而至
那是我的非主流青春啊
羡慕现场
歌词唱一半就递麦了，不愧是宁
这衣服三个零将近四个
许嵩！
都是妹子
现在还是我的铃声
！！！
许嵩yyds
又变调，哈哈
许嵩yyds！！！
歌词烫嘴
许嵩！！！！
如约而至
又是战术性忘词
抬起头数乌云
如果场景里出现一架钢琴
老来俏
哪怕好多盆水往下淋
夏天快要过去
如约而至出的那年我刚好毕业
请你少买冰淇淋
十年嵩语，雅俗共赏
别再那么淘气
有生之年能看现场吗
如果有时不那么开心
我愿意将格洛米借给你
你其实明白我心意
为你唱这首歌
毕业快乐呀
它仅仅代表着
忘词好评
三十几了，你怎么还不结婚
为你解冻冰河
为你做一只扑火的飞蛾
我真的好爱如约而至！
爷青回
我的青春没有后悔
今天嵩哥的声音好嫩有没有
大型ktv现场
爷青回
大合唱
好想去现场演唱会
音乐纯粹 爱V绝对
战术性忘词
忘词了，但没完全忘）
爷青回
忘词了，但没完全忘）
vae
爷青回
独白起！！
求一张演唱会门票
爷青回
嵩哥！
现在现场好稳
眼泪来了
忘词了，但没完全忘）
四年级听现在高三毕业
啊啊啊啊
为你解冻冰河
我希望你快乐
有换季的颜色
南信大221
许嵩YYDS
一切美好终将如约而至
南信大附文远毕业快乐
我赌一个币会忘词
啊啊啊我就说嘛
文化人
一切的美好终将如约而至
南京信息工程大学
都不老的吗
泪目了
一切的美好终将如约而至
一切的美好终将如约而至
yyds!!! 
我高中时候的歌 现在都大学毕业5年了
啊啊啊笑得好甜
许嵩yyds！
分手的时候老听这歌
战略性忘词
爷青回
音乐纯粹，爱V绝对
睡前歌单有了
学校还欠我们20届一个毕业典礼
爷青回
我来了我来了！
初二到准研究生
初一听到现在大学毕业工作两年
我也想听素颜
DNA动了
许嵩！！！
好帅啊
已经工作5年，抢不到手一次票！！！！！
这两首歌连着听，太难受了
Yyds
嵩哥，我心目中的神
如约而至
*里面的一首推～荐曲目*
像付毅宁
泪目
像the付
最棒的嵩嵩
yyds
嵩哥！
我嵩哥吖吖吖(≧∇≦)
小学的时候听的歌，现在已经大学毕业了
南师大 等我
许嵩演唱会官方指定散场曲目
大工，我会去的！！！
啊啊啊啊啊啊啊
这首歌相当于是嵩鼠圈的难忘今宵了
如约而至
歌词真难记
老台本了 哈哈哈
vae
颜色
我们相约老地方！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
汪苏泷 许嵩 徐良这三个人就是我的青春
又一回置身某个似曾相识的场景
嗯呢
来了来了！！
vae+
我想给你快乐
如约而至！寻宝游戏！
毕业快乐·
嵩哥！
最喜欢这首！！！！！
如约而至！！！
我爱了！！
呜呜呜如约而至
我们长大了，你依旧没变
经典自搖
我的整个青春都是你
嵩哥，yyds
爷的青春
一切的美好终将如约而至
我好爱
如约而至
这个男人怎么不老的啊
爷青回
从初中到研一
啊好感动啊，，虽然明天有考试还在看
牛 编曲强
有点紧张啊
时代的记忆
爷青回
我愿意将格洛米借给你
毕业典礼都没有的我
我想去看你演唱会
啊啊啊啊啊爷青回
呜呜呜呜我来晚了
来听有何不可！！！
还是那么好听
许嵩35了还这么年轻
忘词了，爷青回
他到底哪里忘词了，我对了。没忘词啊！
好像演唱会 哈哈
一切的美好终将如期而至
我的歌，我想怎么改就怎么改
这个老男人越来越帅了
电风扇的是魔鬼吗哈哈哈哈   请你退出歌迷会
哈哈哈哈哈哈哈哈好！
哇
来了来了
哈哈
技术性忘词
泪目
泪目
我是自己的小主持人
我们相约老地方
爷青回
许甜甜yyds！
干嘛呀干嘛呀，笑的这么好看
第一次听是在初中
如约而至
会说话你就多说点
哭了
我永远喜欢你呀嵩哥
加油！一定要成功上岸
这个男人怎么不会老！
  现场好稳
蒋晨翔，毕业快乐，我想你了
前方口胡哈哈哈哈
许嵩永远年轻！
爷青回
请收下我的膝盖
哭
刚入初中时听的，现在初二马上毕业了
前面那个四年级开始听，现在高三毕业的站住，我也是！！！！！！
嵩哥厉害
爷青回
新蕊毕业快乐！未来会很好的！
初中听的，现在大一了
在最美好的地方如约而至
转眼大学毕业十年了
哭了
如约而至
从初一到工作
嵩哥我的
我来晚了，嵩哥
如约而至
如约而至
忘词了
嵩圈难忘今宵的那个，给爷站住。你把我逗乐了
唱功变稳了，嵩哥
嵩哥！
如约而至
这个男人不会老啊啊啊啊！！！！！
音乐纯粹爱v绝对！
他笑了！
长安大学，一年之后如约而至！
yyds
我可太爱许嵩了Ծ‸Ծ
哈哈哈哈哈哈哈哈哈哈哈哈
妹子妹子
老许老许
爷青回
啊啊啊
我想给你快乐
笑着但眼里泛着泪
再来一遍
再來一遍
一切美好终将如约而至
我毕业那年，刚好发了如约而至
情不自禁，抖动了起来
啊啊啊啊啊啊
她只是我的妹妹
从初一到毕业
哈哈哈哈
哥有点紧张呀
忘词了哈哈哈哈
我嵩哥选歌用心了
211毕业快乐！
羡慕现场 爷青回
常熟理工发来贺电
我DNA动了呢～～～～
他笑了。我疯了
爷青回
好
如约而至
一切的美好终将，如约而至！
许嵩，安徽医科大学
泪目
我DNA又动了
爷青回
头皮发麻阿
他好紧张
爷青回
许嵩
好可爱啊！我好像去看演唱会啊啊啊！
嵩圈难忘今宵
我DNA动了
哈哈哈哈哈哈哈哈
许嵩yyds
音乐纯粹，爱V绝对！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
毕业快乐啦
如约而至！！！
音乐纯粹，爱V绝对！！！
DNA动起来！
如约而至
哈哈哈哈哈
哥你好可爱啊！
哈哈哈哈哈哈哈哈
我们相约老地方！
即将毕业的听哭了
爷青回
爷青回
爷青回
我希望你快乐
我一直听的就是牵你手买冰淇淋，这么多年了改不过来了
许嵩yyds
爷青结！！！！！！！！！！
只为看许嵩
哦吼，起飞
小学听得现在高中毕业
一切美好终将如约而至！！！
哈哈哈哈哈哈哈哈哈哈
我嵩是我的
如约而至
来啦
许嵩yyds
从初中到研究生
这才是真唱啊！
动了动了
大合唱好感人啊
眼泪止不住
你们太幸福了吧
如约而至
他在对我笑
啊啊啊啊啊啊啊啊啊
我是zz， 嵩哥。我毕业了 谢谢啦
毕业好几年的我，为什么好想哭
这是我19年毕业选的毕业歌，怀念啊~
好帅啊
如约而至
哈哈
许甜甜
难忘今宵
嵩哥是男粉的
五年级开始听 现在已经大学毕业一年了
毕业快乐
有一回置身某个似曾相识的场景
那一刻忽然感觉你就在身边
大学如约而至
这首现场原来更好听的啊啊啊
哇
好帅好帅啊
小学听的歌啊
小学到大学
已经一键三连
我就默默听，默默看
嵩哥，永远的神
哈哈哈哈哈哈哈哈哈哈
爷青回
vae yyds
这男人怎么越长越年轻
如约而至
如约而至！
毕业快乐
许嵩yyds
爷青回
重医，我在很努力！！！
第一次听是在小学，现在高三毕业啦
同读博了
如约而至
嵩哥！！！
如约而至yyds
\许嵩/\许嵩/\许嵩/
！！！
说许嵩紧张的，你怕不是想昏头了，这种小场面他紧张啥
爷青回
我希望你快乐
毕业那年的如约而至
啊啊啊爷青回
小学到大学
演唱会上听这首歌听哭了
许嵩yyds！！！
初中听的，现在博一
一切美好如约而至
他好可爱！！！
战术嘴瓢
停顿我还以为日常忘词来
爷青回
爷青回
我一定要去听一场许嵩的演唱会
如约而至
这是在举办的
在西电10号楼，祝大家毕业快乐
好听
许嵩
vae
这可不就是我童年嘛
yyds许嵩
如约而至超喜欢
我爱许甜甜~
！！
设了6年的闹钟铃声
可爱嵩
还有玫瑰花的葬礼
学校毕业晚会就用的这首歌呜呜
爷青回
爷青回
许嵩yyds
如约而至
高中听的，现在大学毕业5年
他完全没变
如约而至
整张寻宝游戏都超好听！
张三YYDS
嵩嵩的大拇哥
专门来看许嵩！！！
他的歌就没有没听过的，太牛了
小学一年级听的，现在都要准大一了[大哭]
爷青回
一切的美好终将如约而至
声音好好听
爷青回
啊啊啊
啊啊啊啊啊啊啊啊啊
我一定要去看嵩哥的演唱会，啊啊啊啊啊
许t甜甜
爷青回
ohhhhhhh
下雨涵
许嵩yyds!
下方rap有心了
老许点赞
Hhhhh
唱的好听多了哈哈哈哈
好有少年感啊！
台风变得超级好，哈哈哈，爱你
音乐纯粹，爱V绝对
大家好我是vae
啊啊啊啊啊啊
如约而至
爷青回
嵩哥的好多经典歌曲都是上大学写的
我的青春呜呜
大合唱！！
许嵩yyds
等到秋叶终于金黄
小学听的，现在大一
初一认识他，现在都高中毕业了
好好听！！
爷青回
小学听到大学
嵩哥
从五年级到大一
好喜欢听许嵩说话
我不想唱了，你们唱吧
许嵩yyds!
谢谢许嵩的祝福！！
如约而至
爷青回
这首超级好听！！！
如约而至
现场一路听过来，唱功真的进步太大了哈哈，太好听了
太适合毕业季了！！我爆哭
难忘今宵，难忘今宵
12岁听到22岁，十年了
好听好听
过去当下未来
嵩鼠界的《难忘今宵》
我科学老师也是个松鼠
哈哈哈哈哈哈又忘词了
