弹幕
磕到了哟~
太甜了呜呜呜
恭喜你发现宝藏
树叶输的太惨看不下去了，跑来看了
开团
988
好甜啊
哈哈哈哈哈哈
iye集合
哈哈
哈哈哈哈哈哈哈哈哈哈哈
直播间可以啊
确实
当面ntr
牛
剪的真不错
哈哈哈哈哈
原著这里是给主角骂了一顿
1111
上
为啥突然这么甜
有光（物理）
哈哈哈哈哈
刚从直播过来
太有意思了
不要输在不会表达上
md笑拉了
哈哈哈哈哈哈
太感人了
大制作啊
@迷茫小树叶
启动！
叶哥不要怂
100+挖槽收收你们的姨母笑
666666
好兄弟
磕磕磕
叶哥遇到白姨花光了一辈子的幸运
111
你小子剪的不赖嘛
叶哥怎么被打翻在地啊
你币有了
好甜呀
可达鸭细节
弹幕都在让叶哥看他不看我先来试试水
直播间过来的
太牛啦
哈哈哈
这能忍?
哈哈哈哈哈哈哈哈哈哈
11
如果这条视频火了！我就是历史的见证人
兄弟们太甜啦
1000＋人相必都是从直播间来的吧！
哈哈哈哈哈哈哈哈草
重现经典
兄弟们冲
我在看，笑死我了，我在直播那边过来的
6月28日前来报到
iye脸上也很有光
熟悉的音乐
好甜好感人
你干～～嘛～～诶哟～（doge）
ibai报道
白姨白姨！！！
干巴蝶，叶桑
上啊，叶宝
金曲放送
《别输在不会表达上》
111
经典
一键三连有了
直播间yyds
哈哈哈
哎～呦
卧槽！
你干～嘛～～
一键三连
蚌埠住了
111111
900多人出来吧
电脑看直播手机看天气之子
11111111
输液粉丝
这里应该加一个树叶说的“达到逃逸速度”
吃瓜
哈哈哈哈哈哈哈
可爱呀
谁说国产配音不行?
可达鸭成员工了
C哈哈哈哈哈哈哈
1000+就离谱
这小子厉害啊
哈哈哈
直接开船撞他们啊
666
哈哈哈哈哈哈哈哈哈哈哈哈
正片哦哈哈哈哈
1000+。。。
直播间来的发个1
经典开头
不要动手动脚啊，我们输液可是个有男德的人......原来是白姨啊，那没事了
树叶直播间来的
叶宝贴贴
这里白姨好好看啊
我受不了啦
我超
yayay'aya
和我的初恋一起看的这个凌晨场，这辈子忘不掉
可达鸭哈哈哈哈哈
太离谱了
姨母笑
恭喜你发现了宝藏
弹幕呢，6.28  3.13
真绝了
厉害
承包空屏
卧槽
你干嘛哈哈哎呦
….
看完回直播间
见 姨 勇 为
见姨勇为
还有背景声音
新海诚风格up主(确信) (确信)
可达鸭哈哈哈哈哈哈
hhhc看男主脸竟然没意识到这是p上去的
她真的 我哭死
真甜真不错
哈哈哈
有光（指物理
哈哈哈哈
好浪漫阿！
各位，把嘴角的眼泪收一收
啊啊啊啊！！！！！
哈哈哈哈
太牛了
滴滴滴嘀嗒
哇～
请允许我，余生都为你带来笑容吧!
爱了
为叶痴为叶狂，我为叶宝撞大墙
哎呀哎呀  好看好看 嘻嘻嘿嘿
好有代入感（指抽奖
可达鸭出镜
可达鸭？
叶宝放心飞，妈妈永相随
好甜
(确信)被揍了
你币有了！
为什么没有弹幕是都在认真看吗
叶之悲惨
紧跟时事
甜死我了
好甜嘿嘿嘿
我直呼好家伙
爱辽爱辽哈哈哈
zzzzzzzzz
别笑啊各位（笑）
哈哈哈哈哈哈哈哈哈，很灵性
哈哈哈哈哈哈哈哈哈
遇见了白，花光了叶此生之幸运
这能忍？
火钳刘明
这辈子加下辈子的运气都用没了
动我女人，死！
这句笑死我了
卧槽，心动了
我爱噢
黄金船！
干巴爹 叶桑
大家看看进度条
20分钟!!!
刚来
火钳刘明！
必火必火
冲啊啊啊啊啊
上啊叶哥我靠
祖传开头
吼这么大声都听不到的屑客人
一巴掌打肿了（确信
会做视频就多做点[吃瓜]我要看藤原书寂，白姨御行，四宫辉叶的故事
卧槽神了
笑到头掉
盲猜有人在屏幕前姨母笑
有人笑了 是谁我不说
叶：挂！这是挂！！！！
祖传开头
哈哈哈哈哈哈哈
生
大乔上了孙策的船（确信）
见义勇为の叶
火钳刘明
忍不了了
遇见白姨姨花光了树叶所有的运气
无边落木萧萧下无尽男女撒狗粮
穷则独善其身，富则妻妾成群
火钳刘明
哈哈哈哈
德华友情客串
草，太草了
叶哥不要啦
1111
哈哈哈哈
可达鸭哈哈哈哈哈哈
来个弹幕啊
可达鸭哈哈哈哈哈哈
王天牛在看吗
果然老婆要靠抢的
18.47分  为啥弹幕只有十七条
6666
笑死了，吃可达鸭
行善积德
1000+
弹幕呢兄弟们
好家伙那么多人
这树叶能忍？
刚从寂然直播间过来，哈哈哈
孙策开船
毫无违和感
看了三遍
哈哈哈哈哈哈哈哈哈
见姨勇为
2000+！！！
2000+了
2000+了
焯！这树叶能忍？
直播天天破防
我还以为进度条到头来
2000+
白姨也是小黑子，更爱了
2000+
哈哈哈哈哈哈哈哈
我擦，绷不住了
111
直播间在逃人员
恭喜你发现了宝藏
KFC打钱（大声）
你们好啊叶宝们
见姨勇为
3000+了
哈哈哈哈哈
1111
3000+
好甜啊
3000+
没人？
哈哈哈哈哈哈哈哈
泪目
3000+
有刀吗
3000个好兄弟
3000哈哈哈
3000
现在3000+了
3000+
天弃痔子
3000+
笑死
真“衰”！！！！
3000+
up 主打开了国产配音的大门
我超进度条还有这么长
对对，直播过来的
树叶你好
正在看3000+也太多了吧
这个举动对叶哥幼小的心灵造成了多么大的冲击
我尼玛！打！接着打！
恭喜你发现宝藏
屏幕前的嘴角收一收
撞歪了
哈哈哈哈
要白姨安慰的屑树叶
2000+
3000+
3000+
王北辰去世了
孙策大招cd到了
《马可菠萝》
3000+
哈哈哈哈三千人沉默
3000+
我们iye很有面子
3000个帅逼正在观看
感觉这里可以加一个孙策大招开船的音效
3000＋
毫无违和感
我觉得把这个混混p个寂然的脸，岂不美哉
↑上面的君思琅请你冷静一点
3000+的人
3000+
我·不能接受
冲呀冲冲冲
牛头人
？
《国服达摩》
3000+
111111
毫无违和感
刷人数多少带点
吓出强大
iye脸上也很有光
哈哈哈哈哈
3000人出来吧
漏出无骨鸡爪了吧小黑子
3000+
111111
3000+
物理禁言
孙策开船救队友来了
叶哥正在峡谷坐牢呢
叶：在大海中启航
3000＋离谱
干巴爹，叶桑！
逆风平推，顺风被一波然后平推
说得好
叶哥又输了
一定三连胜啊
就可以看了
叶宝我爱你我爱你我爱你我爱你我爱你我爱你
树叶有痔疮
树叶有职场
来了来了
刚看完
3000+
好家伙，3000+
3000+
3000+离谱啊
来了
小黑子，真虾头
直播间现在在看
惊人的投币 ，我也来
3000人+
M1917制史密斯维森
合理
19:54
哈哈哈哈
等个充能
你干嘛～哈哈～
3000+
见义勇为の叶
直播间来的
三千人正在看
你吼辣么大声干嘛啦
我是这3000人中的一员
甜死了
无想的一枪
上个电视
这个时长我爱了
恭喜你发现了宝藏
这就是夫赖！
树叶刚看完
刚来
白姨
5000了卧槽
树叶有直播看这个
5000加
5000+牛啊
5000了
5000+
5000+啦
5000+
牛哇！牛哇！
卧槽，5000+
5000
5000+
5000+好
是5000人
火钳刘明
见姨勇为
我也是兄弟们，直播完了过来的
火钳刘明
又是一个镇站之宝
好家伙5000+
5000+出来吧
又是一个百万播放量
对
5000+好家伙
扭头就走全剧终
大量直播难民涌入
5000+
5000加
5000+    好家伙
5000+
5000？
直播间过来的
5000+
5000+
5000+就离谱
5000+了
五千人再看五千加离大谱
顶上去兄弟们！！！！！！！！！！！我的妈呀5000家就离谱
五千加
5000+
5000+
5000+
现在5000+了
5000+
笑死人
6000
6000+
6000+l
6000+
刚从直播间果来
5000+
6000+
6000+乐
6000+了
6000+
6000+
我都6000+了
6000+
11111
哈哈哈
蚌埠住了
再看一遍
6000+
从直播间来的
 好家伙，6千加的人
甜
直播间来的1111111
三连了兄弟们
6000+
人才啊
太好看了吧
白叶行
20:10  6000+
6000+
哈哈哈哈
恭喜你发现宝藏
6000+就离谱
6000+兄弟们
直播间
5000+
5000+
5000+
标准进场
你干嘛～哎呦～
我来做个见证
5000+
第4遍
5000加啊
5000人！！！！！！！
恭喜发现宝藏
才过来
干巴爹，叶桑！
这个是真好看
6000+
树叶白姨原地结婚！
7000+
5000+？？？
5000
再来亿遍
5000+
5000+
树叶直播间
寂然应该出现在这里
5000+
5000+
5000+
花光所有运气只为遇见你
真的毫无违和感
哇人越来越多了
5000+人
哈哈哈哈哈哈哈
5000人了
5000+？？？（现在）
哈哈哈哈哈啊哈哈哈哈
5000+？（现在8.22）
笑死爷了哈哈哈哈哈哈哈哈
111111
酱紫吃软饭
5000+
5000+
哈哈哈哈哈哈1
5000+
不要啊～
？妈耶这么多人
20点26分
5000+是假的吧
5000人！
5000+都沉默了
属于是大制作了
币比赞多
刚从直播间来
小黑子露出鸡脚了吧
五千加
火钳刘明
请不要再笑了
哎呦
进度条安心
甜甜甜
祖传小曲
-
-
再来一遍
五千+666
5000+
5000+！！！！！！
《关键开头》+60
6000+
叶啊我的叶
up主牛逼
大乔开了二技能
笑死了
逐渐忘记原片
5000+
唉在场的都是姨母笑
达摩单杀马可
太磕了
从阿赖那来的正是在下
张三说 故意杀人未遂
哎！我尼玛我让你动了嘛
nb啊啊啊
哈哈哈哈哈
奶奶的 空包蛋 
6
5000+
人才
8：50
厉害
正在看
看起来太生草了 
卧槽五千多人
5000人
笑死我了
5000+
死去的树叶突然攻击我（doge）
5500
5000+
5000+了哈哈哈
这踏马才开始？
5000＋
冲！！！
哈哈哈哈哈哈哈哈
5000
现在的5000人被沉默了
刚从赖哪里过来
5000+
5000+牛啊
这里不来个树叶的“已给路打油”
赛马娘！！
关键开团
小黑子去，树枝666666
5000+
5000+
5000+
5000+
七七
5000+
5000＋我去
直接三连，太牛了，我靠
可达鸭出场
5000+
真不错
5000？+
牛啊哈哈哈
泪目
大煽人
孙策开大了
这是一次好的开始
5000+
卧槽上热搜了
5000+了
5000+
杨子奕实名观看
5000+?
5000+
树叶又直播啦
和水月舌吻
哈哈
5000+ 就离谱
茄导我的神！！！冲冲冲
孙策开船了
监控已经看到了
 5000+
这不比韩剧好看
wc5000+
5000＋
太甜了
胡科实名观看
5000+就离谱
5000＋
这不3连，兄弟们，对不起自己哦
5000+的兄弟沉默了
无家可归还抽卡的屑
5000+好吗
关键开团
5000+
崩
吾乃5000+之头部!
三刷
5000人
5000+
小不活了
？
5000+
21:19 5000+
⊙∀⊙！
投币比点赞多，头一次见
5000+
原版?不确定，再看看
5000+牛啊
哈哈哈
投币比点赞多
5000佳人共进晚餐
但凡身处美国……
5000+？
我要笑死了
5000+
可以可以
5000+笑死我了
哈哈哈哈哈哈哈哈哈
5000+
一样
物理沉默（
你干嘛~~
5000加可还行
哈哈哈
5000+的兄弟你们好
真的猛
我我
5000+
5000+就离谱
5000+
5000+
5000+
DNA开始反复横跳
大数据记住我
11111
5000+
5000+
哈哈哈哈哈
你干～～嘛～～诶哟～
5000多人哈哈哈哈
5000+
吟唱开始
进度条感人
一往无前的浪！
弹幕呢
md好甜
《5000+》
5000+
9:36，5000
甜
啊哈哈哈哈哈哈
5000+
你干嘛？开团！
《正片开始》
5000+
藏不住了
5000+
你现在在姨母笑
叶好贴合的感觉
5000+？
刚从寂然直播间过来，哈哈哈
开船呀
我这人心善
干巴爹，叶桑！
哈哈哈哈哈哈哈
指可莉是吧
-----
这时长大制作啊
5000人+，啊这河里吗
成功让我忘记原片
5000＋
哈哈哈哈哈哈哈哈哈哈哈哈哈哈好
再来一遍
5000＋
看进度条！大制作啊！！！
火钳刘明
一往无前的浪
我刚看完《天气之子》，再看这个心里有点奇妙
笑疯了已经
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
、
上热门了我们iye脸上有光啊
5000人
66666
在看的5000位报个到
5000+兄弟们
@树叶
正义的叶
叶哥直接三角跳+一技能+眩晕+222
干巴爹，叶桑！
有个叫树叶的厚脸皮关注了
好家伙5000+
致命空枪
牛壁
干巴爹，叶桑！
5000+
兄弟们好
5000+
5000+
5000+兄弟们好！
5000+
5000+
正在看的五千多个兄弟们你们好
正在看的五千多个兄弟们好
我去人真多
男主角还没有来吗
砰叶刑冻
直接开啃可达鸭的树叶是xie
五千人陪我一起看
笑死
5000+
5000+就很离谱
救救救舅
牛
霉运
5000+你好
牛逼
5000+？？
5000人同时姨母笑
兄弟们牛逼哈
5000+
5000+
22.12五千人出来
哈哈哈哈
7000+
5000+
经典永流传
白姨我爱你
祝贺树叶和白姨
500+
树叶和白姨收下我最后的硬币
麦当劳拿来的可达鸭你是肯德基派来的奸细
好团，跟了
滴滴滴滴滴答∽
有点甜怎么回事
5000+
5000+
这样的待遇：指亡命街头
这里子弹受潮变成哑蛋就是神作了
5000+
笑不活了
5000+了
5000人
恭喜你发现宝藏
5000+
5000+
真的有点甜
奖励你一个关注
原片是什么啊？
五千多？
5000+
鸭神呐
22点22嗲。
滴嗒滴滴嘀嗒~
甜死了！！！
开开
nb
5000
擦嘞，我为什么一脸姨母笑
5000+
哈哈哈哈
猴叶
哈哈哈哈哈哈
5000+
5000+
刷nm的人数，有什么意义
可达鸭！
5000加
尼给路打油
哈哈哈哈哈
芜湖5000+
疑似原版pv透露
5000＋
刷b站置顶能不看吗
5000+
《正片来了》
22.40     5000+
感谢树叶和水月舌吻……
5000人都沉默了
恭喜你发现宝藏
5000+就离谱，兄弟们搞个大热门
鬼见条
5000+
竟然有5000+！！！
。。。？
小伙子简直挺牛逼呀
谢谢你是个好人
哈哈哈哈哈
三角跳直接反杀
现在5000+了
5000+
哈哈哈，绷不住了
5000+
太甜了
哈哈哈哈哈哈哈哈哈哈
好甜啊
5000+的兄弟给干沉默了
太甜了吧
5000+真的C
5000+可还行
5000+
五千人和我一起沉默
挨打叠被动呢
哈哈哈
恭喜你发现镇站之宝！！！
我全程姨母笑哈哈哈
德华？
君某冷静点
5000+
5000＋
我，就是太阳！
5000+的兄弟们扣1
现在5000看了
恋爱番不确定再看看
干巴蝶，叶桑！
冲
跨服交流
白姨好美u呜呜呜
不是水月？
5000多人
23：00
好
5000+
请别刷人数，谢谢，你们是小壆生吗
你能接受——这种温度吗？
5000+
爱了爱了
绝了绝了
5000+
呐，开始放晴了
5000+
五千人离谱
不看不知道一看5000+
牛哇牛哇
5000+
5000+流弊
11点真刺激
5000+
《别输在不会表达上》
5000+
恭喜你发现了宝藏！
好磕
5000
11点205000留念
不要输在表达上
蕾姆
哈哈哈
5000+
人在
镇站之宝！
笑死了哈哈哈
恭喜你发现镇站之宝
恭喜你发现镇站之宝
抵抗鞋↑
5000+！！！
5000快出来 
币比赞多
太甜了
哈哈哈哈哈
见证一下
鹅鹅鹅鹅（）
啊
干巴爹，叶桑！
好！
太甜辣
有树叶的地方就有我，没错，又是我，兄弟们，你们的老朋友君思琅
4000＋
见义勇为の叶
23:43有人在？
贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝贝
好家伙，币比赞多
bbq那来的
太甜了
4000多人
bgm一出我好感动，
笑死我了
虽然不高产 但每一期我都会尽心尽力
6
刚看完这个电影！真巧
哈哈哈哈哈
原声大碟泻露
时长不对劲
树叶这你能忍？
三连了
请保持币比赞多谢谢
甜死我了
我觉得这玩意是哪吒不然追不上，小弟是刘邦（狗头）
直接收藏
3000+
白叶赛高！
前面说的“白”我想到了纯白花“赖”
哈哈哈哈哈哈哈
4k+
铁军爱你
热搜
牛逼牛逼牛逼牛逼牛逼牛逼哈哈哈哈哈哈哈
磕到了
半夜12点3000＋的朋友和我一起在看
好有代入感
然后 彭
3000+
666
七七：听我说谢谢你
哈哈哈哈哈哈哈哈
好甜啊救命
笑死我了
这个老六我真的服了
毫无违和感
哈哈哈哈
恭喜热门
哈哈哈哈
好甜啊
般配
见证
祖传开头
2000啦
刚好凑一块啦
热搜第四！
叶哥牛逼
毫无违和感
干巴爹，叶桑！
2000＋人正熬夜啃狗粮
1点多2000+就离谱
幸运积分
三角跳啊
2000+
随时2000+
2000+
物理禁言
太离谱啦
大半夜2000多人不睡觉
《不会输在表达上》
看了十遍了，我还有救吗
这个“芜”一出来，xswl哈哈哈哈哈哈
芜的一声，xswl哈哈哈哈哈哈
赶紧出你的名痣
今天刚歪了个刻晴
up太牛了
太有才了，哈哈哈哈
我以为结束了，看了一眼进度条
白叶之子
看第二遍了
小小叶宝好甜呀
动我女人，死！
哈哈哈哈哈哈哈
听我说谢谢你，因为有你.....
来了我来了哈哈哈哈哈哈哈哈
哦豁，还有人呢，各位iyeibai
太草了哈哈哈哈哈哈哈
半夜这么多人开我的玩笑
卧槽这时长认真的吗
哈哈哈哈
凌晨三点一千多个
禁止接触！
呐，一马嘎啦哈嘞噜油
恭喜你发现镇站之宝
再来俩！
传统艺能
520人
凌晨4点500多人看，牛！
磕疯了
姨母笑没有停过
牛逼
这么早500多人看
587人正在观看
我昨天刚在树叶直播里看完
早晨6点将近800人
树叶の友善
恭喜你发现了宝藏
泪泪目
笑死我了
经典金句
真的笑出口水了
我tm憋不住了，白嫖失败
1000+！！
屏幕面前的哎笑容收敛额点
早餐1000+
偷 渡 日 本
这配音牛批
五分多钟你跟我说是个开头
1000+掉不下去就很离谱
大早上1000+
出夜阑还很镇定的屑树叶
《保留节目》
一往无前的浪
鬼看条
我吃两碗
真的没币，这是在暗示吗doge
2000+
真日本人了
笑死了
还是带闪现好吧
哈哈哈哈哈哈哈
进度条不对劲啊
《别输在不会表达上》
哈哈哈哈
哈哈哈
一直变脸的白姨谁不爱
666
2000个好兄弟
哈哈哈哈哈哈哈
2000+
dna动了
2000+
大冤种
噢~洗海带呦洗海带呦
哈哈哈哈哈哈
火钳刘明
投币了兄弟们
才到正片
h'h'h'h'h
进度条感人
up太有才了笑死我了
节奏刚停下来又起飞了
饱了
你干嘛～哎哟
2000+
你干嘛～哎呦～
好甜
2000+
最倒霉的就是遇见你（bushi
2000人666
我晒干了沉默
9.46，3000人
3000了
大制作
6000+离谱好吧 进度条暴露了一切
9.50，3000+
《不要输在不会表达上面》
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
《中日合拍》
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
？正片开始？
早上10点3000+
3000+
3000+人正在观看
3000+就离谱
树枝666，2000人
诡异的气氛
上船啊！
恭喜你发现了镇店之宝
呼呼呼
哈哈哈哈
应该放水月
3000+
啃可达鸭的树叶是屑
2000+
《白姨学姐》
币比赞多
3000人
捡破烂给原神充钱，太令人感动了
3000+
3000+人
3000+
hu'fu
哈哈哈哈哈，太好笑了
3000
哈哈哈
三千加
卧槽
3000
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
I’m home 
哈哈哈
哈哈哈
哈哈哈
高能进度条告诉我不简单
兄弟们
名场面合影留念！
哈哈哈
哈哈哈哈哈
剪的太好了
3000+兄弟出来玩玩呀
《我不是》
看完重刷
《正片》
3000+
恭喜你发现宝藏
3000+
我以为已经结束了，没想到才刚刚开始
@树叶
恭喜你发现镇站之宝
3000+
干巴爹，叶桑
ghg
3000+?
所以为什么在游戏区
我得发个言证明来过
这么多人？
天 七 之 子
3000+
《蜀  面  豪  杰》
哈哈哈哈哈
树叶眼中自带滤镜（）
3000+
你干嘛～～～～
3000+
冲
笑死我了
看见枪还大喊大叫的树叶是屑
再来亿遍
3000
3000+
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
火钳刘明
3000人+
三千多个沉默波比
哈哈哈哈哈哈
3000加就离谱
跑啥，杀了他们
4000
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
？
？
哈哈哈哈
天气再疯狂下去也无所谓
好像吃可达鸭
刚从BBQ那来
恭喜发现宝藏！
框  世  神  作
牛批
达到逃逸速度
树叶还真在看
塔塔开
这不结婚很难收场啊
好家伙四千＋
4000
666
这是被哪吒追上了
干吧爹，叶桑
十年之子
好甜啊
恭喜你发现了宝藏，不过这次的有些不一样
赛马娘加分
我是ikun
6
哈哈哈哈哈
我儿符嘛
我这4000＋
家人嘛狠狠地感动住了
5000+
5000+？？？
把对面打出了460
5000+
吃午饭了
100%！晴女！！
啊！！！！！！！！！！！！！
5000+超大范围沉默
5000+
5000+
5000+
卧槽，真的甜
"确实甜,兄弟们"
哈哈哈哈哈哈剪的好啊hi哈哈哈
5000+
5000+卧槽！！
5000
5000人的默
投币比点赞
5000+
大乔确实能让天空放晴，合理
5000+
5000+
牛批
g刚到
叶总霸道护妻
树叶是稻妻人
kswl
什么叫tmd黄金船
 (ૢ˃ꌂ˂⁎)
中日无缝交流
大招撞墙了
♬︎*(๑ºั╰︎╯︎ºั๑)♡︎
国服守约
这一抢空了，下次一定
5000+人家们
....发言
兄弟们吃饭了没？
那里应该放那个小熊面包
不得了不得了
5000+
甜甜甜
5000+的兄弟们
毫无违和感
5000多的人
叶之名歌
第十遍
《别输在不会表达上》
5000+
哈哈哈
hhhhhh
我尼玛
好活好活
5000
哈哈哈
笑死我了
5000+
5000+
5000＋
5000人沉默了
启爆裤天谁！
原版PV露出
这位日本网友请注意形象
6
奖励你一个关注两个币
干巴爹，叶桑
5000+
啊啊啊啊啊
五千加离谱
树叶正在直播玩张飞
hhhhhh
4000
4000多人看啊
4000000＋
4000人
直接三角跳
《关于我吃狗粮吃到去医院洗胃这件事》
叶宝し
4000
4000人
哈哈
恭喜你发现了宝藏 
这女的是谁？
5000+
麦当劳里有肯德基玩具
六六六
叶宝叶宝
66666
我凑
火钳刘明
恭喜你发现了镇站之宝！
好家伙4000人
哈哈哈哈哈
稻妻人
呀我的姨母笑就没停过
甜，齁甜啊这
致命空枪，很烦
这么甜的吗哈哈哈哈哈
4000
你干嘛~~嗨嗨~~哎呦
3000+
我听到了，小黑子
各位小黑子暴露了吧
进度条君给力啊
3000+
哈哈哈哈
这才是正片
你干嘛∽哎呦
笑死我了hhh
3000+？
3000+
火钳刘明
3000＋
3000+
3000+
三千人大胆
很难想象居然才过去五分钟
3000+
宝藏
3000+都出来吧
3000+
我弃了
5刷
xswl
66
3000+
DNMD我愿称为绝活
66
3000+
恭喜你发现宝藏
经典
不是有霸体吗？怎么还能被控住啊，设计师你快管管。
我吊3000加
你干嘛，诶呦～
哈哈哈哈哈哈哈哈哈哈哈哈
再来一遍
哈哈哈蚌埠住了
出金了！
《动我女人，死!》
3000+
3000+ 人
三千人真不错
3000多人
3000+给我出现！
甜死了！
出金了
镇站之宝
在看一遍
3000
兄弟们，这婚事我陈某人同意了
小黑子
？
这鸭子不错
咋就成你的了
甜！
确实
666
哈哈哈哈哈哈哈哈
达到逃逸速度
路灯：我免费啦！
up主牛批
亲一口可达鸭呗
投的币比点赞都多
2000+
把你们的笑容收一收
水月
怎么
好家伙，树叶麦当劳里吃肯德基
怎么有王者倒计时的声音
要素拉满
5！
给人干沉默了卧槽
再来亿遍
2000+
证明我来过！
哈哈哈哈
666
你干嘛
6666
实在绷不住了
加油！(≧∇≦)/加油！(≧∇≦)/
你干嘛！
哈哈哈哈哈哈哈
BB（Q）姨
可莉
2000加
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
直接给我干沉默了
草到我提前觉醒草元素
王者荣耀，原神，cos，纯爱，天气之子，的混合版
o_o
草 真刷到了
干巴爹，叶桑！
什么时候有姨的名字
受不了
别输在不会表达上
有个叫新海诚的翻拍还改个名叫天气之子（doge）
你干嘛~哈哈~哎呦
树叶一生之敌
2000+
顶级制作
币比赞多
芜！（树叶专属猩猩叫）
这个芜有点魔性
天才
2000+离谱
好真实！！！！！
《不要输在不会表达上》
2000+
2000+
2000+
恭喜你发现镇站之宝
肚子饿给人家可达鸭的屑
2000+
