大家晚安呀～
殴泥匠那个，你太有才了！
四季防韩
太优雅了
别防了，他们能学会吗 
弃之，炫大师（bushi
我寻思着我也妹眨眼啊
六月飞雪，注意防寒
九敏好像巧克力
我以为是广告，切一块磨刀石来证明自己的刀很快
看着看着心就静下来了
中国文化必须给我火（传下去）
不要什么都往嘴里旋啊
中华文化必须给我火（传下去）
中国文化必须给我火（传下去）
这个把好好看
中国文化必须火（传下去）
中华文化必须给我火（传下去）
四季防韩
中国文化必须给我火（传下去）
好厉害啊
我想开了
我觉得3d打印可以copy
这可不兴炫啊！姐妹！
解压
这个可不能炫啊，别炫了，姐妹
欧泥酱
BGM:大鱼
边角料喂给我
天热防韩
中国文化必须给我火！
楼上，BGM是《大鱼》，不是《大鱼海棠》
我寻思我也妹眨眼啊
食大师的站住
四季防日韩
人家这可不只是玩
中国文化必须给我火（传下去）
紫砂壶嘛
中华文化必须给我火！传下去
优雅
中国文化必须给我火（传下去）
大师
总有些东西能触动人心。
太优雅了
这个不是水泥啊
玉龙
Bgm差点听成圣诞快乐劳伦德先生
好丝滑
中华文化必须给我火！传下去
中华文化必须给我火！传下去
2000+牛逼
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
殴泥匠
欧泥匠
我寻思我也妹眨眼啊
四季防韩
就我一个人觉得很丝滑吗？
报个价吧，这手几块钱一斤
好治愈
这个圆角倒的丝滑
中国茶（壶）文化永垂不朽！
这可不兴炫嘴里啊！
宝友，这可不兴炫呀
中国文化必须给我火（传下去）
这不是陶土啊，这是紫砂！紫砂啊！
中国文化必须给我火（传下去）
焯 牛
殴泥匠
弃之，食手(doge)
中国文化必须给我火（传下去）
防韩美日天
大鱼
火！
弃之，食刀
弃之，食眼镜
弃之，食石板
为什么封上然后再割开呀
捏泥巴仙人
啊 喜欢这个！！！！
中华文化必须给我火（传下去）
求表面积
我看人家都是拿一个模具在那儿捣鼓 
四季防韩
中国文化必须给我火(传一下去)
大师炫我嘴里
我也没眨眼啊，咋突然
中华文化必须给我火！传下去
殴泥匠
我竟然忘了下边儿还有字。
多冷啊，我在东北玩泥巴
四季防韩
玩泥巴就要玩最高级的
做这个能买一套房子嘛
大鱼（海棠）
边角料炫我嘴里。
已经安静了
这么高雅的艺术用不着评论和弹幕
打泥泥
你上厕所为什么不拿手机！
就不能沉下心看吗
看这个怎么都这么浮躁
工匠精神
真正的手艺人
中国文化必须给我火（传下去）
中华文化必须给我火（传下去）
为网友们的饮食感到担忧
因为抛光啊
给我做一个大点的
弃之，食底座（
我寻思我也妹眨眼啊
这不比那些整那么多故事，然后呢最后就只是为了求个赞的那些人好多了
看着很放松不知道为什么
日韩都要防
好怕敲坏
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
注入灵魂
中国文化必须给我火（传下去）
超解压。。。
中国文化必须给我火（传下去）
真漂亮
我也会
真漂亮的壶
看着心净
中华文化必须给我火！
中国文化必须给我火（传下去）
都有金属的银白色了 
师傅把我炫边角料里
打泥泥
自信的笑
欧泥酱
黑芝麻糊
用不起的模样
哇
BGM：大鱼
实在优雅
那你为什么不去当他徒弟？跟他拜师学艺，做手艺人。
殴泥匠(doge)
炫大师是认真的吗啊哈哈哈
中华文化必须给我火（传下去）
按初三常考的一道题的答案就是中国文化博大精深，源远流长
«3000+»
师傅你是做什么的
之前看到传下去都很反感，但是这个必须传
作为一名美术生表示，啊
大鱼
殴泥匠
中国文化必须给我火（传下去）
让它上首页，传下去是朕的旨意
弃之，食大师
知道了是壶
这是巧克力酱
打泥泥（
弃壶，求大师
宝友，这可不兴往嘴里炫啊
我去4000＋
我在东北玩泥巴
一直以为是促织罐
中国文化必须给我火（传下去）
不要什么都往嘴里炫啊喂！！
瓯泥匠
中华文化必须给我火（传下去）
我爱大鱼
试图安抚罐子情绪
中华文化必须给我火！传下去
BGM:大鱼
打泥泥
殴泥浆
弃之，食大师
哈喽
弃之，食大师
居然看完了
中国文化必须给我火（传下去）中国文化必须给我火（传下去）中国文化必须给我火（传下去）中国文化必须给我火（传下去）中国文化必须给我火（传下去）中国文化必须给我火（传下去）中国文化必须给我火（传下去）
炫我嘴里
？
中华文化必须给我火！传下去
看着好舒服
好解压
丝滑
凝望你深深的轮廓
中国文化必须传下去
中国文化必须给我火（传下去）
古代高科技增减材一体车床
师傅手真稳
中华文化必须给我火！传下去
中国文化必须给我火（传下去）
边角料炫我嘴里！！！！
中华文化必须给我火（传下去）
丝滑
弃壶，食角料
真工匠
宝友，这可不行炫了
魔法
三连啊，家人们
中国艺术传统文化不火没天理
弃之，食大师
师傅你是做什么工作的
好精致！
中国文化必须给我火（传下去）
看会了
中国传统文化必须给我火
我的妈呀，又美又顺，看的我好喜欢这门艺术
师傅你是做什么工作的(doge
吃了边角料，哪天就能和他一样（错乱
师傅，你是做什么的
我起床铃就是大鱼
这是什么泥啊？
弃之，是师傅（dog）
边角料能炫我嘴里吗
殴泥匠
打水印！！！
弃之，食大师……对不起走错了
应当是紫砂
？炫我嘴里！！
Type-C（误
china
弃之，食毛巾
中国文化必须给我火！（传下去）
殴泥酱
大师!能做尘歌壶吗？！（bushi）
爽！！！！
传统
蟋蟀罐？
打泥泥
优雅
桶身能不能cnc出来？
o
，，，，，？？？
chinachinachinachinachina
哇这手也太稳了
中国文化必须给我火（传下去）
打断施法
包饺子
好！（传下去）
附魔
好厉害
这里是China！
中国文化必须给我火（传下去）
这是可以吃的嘛？
这不对呀我也没眨眼呀
真欧泥匠
很治愈
这边角料可不兴炫啊
卧槽！o！
这必须三连
中国文化必须给我火（传下去）
国潮才是最赞的！(传下去！)
中华文化必须给我火！传下去
中华文化必须给我火（传下去）
WC2000+
感觉换人了
秦权
没硬币投了[恼怒]
这还没啥用嘛？？传承文化意义可大了
大鱼在梦境的缝隙里游过
凝望你沉睡的轮廓
看海天一色
执子手吹开苍茫茫烟波
大鱼的翅膀已经太辽阔
我松开时间的轮廓
上片片
上底底
这可不兴炫啊（惊恐）
大鱼大鱼大鱼
天热防汗
衣服换了
就马戏团了
水壶
中国文化必须给我火（传下去）
中国文化必须火（传下去）
竖屏投币在分享里
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
形状真好看
卡点了
圆润的太好看了
完了，到这一步没跟上
天冷防寒
陀螺？
和我们的做法不同。
钱雷老师的曲子
打泥泥
这和紫砂的质感是一样的呀。
这也太光滑了吧
中国博大文化传下去
现在都是机器冲压的
打泥吗？
因为抛光了啊
为什么不火!!!
深哥的大鱼！！！！
倒圆角
一点半了700+正常吗
散落的月光
中国文化必须给我火（传下去）
好治愈
不上釉都好看
此条评论用于增加热度
超级治愈的过程！
完了，满脑子但是素描陶瓷怎么画
《 殴 泥 匠 》
做完之前你永远不知道哪边朝上
愣着干嘛，点赞啊三连啊
我走了以后，你们就是我
给爷上热门！！！！！
欧泥酱！
殴泥匠
我寻思我也没眨眼啊
关于我看久了弹幕找半天没找到评论区的这档事
中华文化必须给我火
中华文化必须给我火（传下去）
太精致了
丝滑
中华文化必须给我火！传下去！！！
我问一下这个怎么加水
愣着干啥 点赞啊
骰盅
太优雅了
bgm大鱼
中国文化必须给我火（传下去）
古代没电怎么转?
中国文化必须给我火
泡菜罐子
爷爷好
爷爷好手艺
注入灵魂
中华文化必须给我火（传下去）
中华文化必须给我火
不要什么都往嘴里炫啊歪！！！！！！
虽然不喜欢传下去，但这个一定给我传下去！！！
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中华文化必须给我火
让我无法自拔
中华文化必须给我火！传下去
打泥泥
好解压
是周深的大鱼！！！
神特么殴泥匠
中国文化必须给我火！！（传下去）
你不觉得这是中国传承几千年下来的工匠精神吗？
中华文化必须给我火！传下去
我也想自己造壶
师傅你是做什么的？
强迫症觉得很爽
宝友，这可不兴往嘴里炫啊
中华文化必须给我火！传下去！！
中华文化必须给我火（传下去）
好好吃的样子
师傅把碗炫我嘴里
别什么东西都往嘴里炫啊喂
中华文化永存！
《好》
师傅，你是做什么的
古代没电自己手摇呗
中国文化必须给我火！
中华文化必须给我火（传下去）
哈哈哈哈哈哈哈
中华文化必须给我火
太精彩了
可惜不能进烤箱
大师技术精湛
好丝滑
但是这么好的工艺要增加热度
弃之，食自己
亲爱的美术生们，准备好画笔了吗
是我的话直接把这里当成橡皮泥玩
如果我有的话我直接当橡皮泥
好强啊
好丝滑
真完美
《轻轻敲醒沉睡的心灵》
中国文化必须给我火（传下去）
好像上了几个底子
中国文化必须给我火（传下去）
这个边角料可不兴吃啊！
中国文化必须给我火（传下去）
师傅，你是做什么工作的？
优雅！实在是太优雅了！
中国文化必须给我火（传下去）
真的精致
欧尼酱
中国文化必须给我火（传下去）
把师傅炫我嘴里
倒角
把大师炫嘴里
中国文化必须给我火（传下去）
？你们吃点正常的（惊恐）
真的好精美
【此评论仅用于增加热度】
这是什么泥
我开水果摊的
听风起雨落。
这可不兴炫啊宝友（doge）
欧泥酱
叉还挣两千多人在看。
弃之，食观众
怎么还有假体呢
无他，但手熟尔
让我想起了骆驼碗
芝麻糊
中国文化必须给我火（传下去）
啊这捧归捧但加卧槽和爷会显得你很怪
他好像真的试图教会我们
拿泥？
快把这块饼炫我嘴里
砸到手怎么办
壶把形状像猪龙玉
这个好像1Q84里面青豆的冰刀哎
哦泥匠
师傅你是做什么工作的
好光滑，好流畅……
殴泥酱
弃之，食大师
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
殴泥匠
中华文化必须给我火！传下去
哈哈哈
前面的，我27岁吃过，有点苦，今年我14
中国文化必须给我火（传下去）
宝子们 这可不兴炫啊
中国文化必须给我火！（传下去）
中华文化必须给我火!（传下去）!!!!
中国文化必须给我火!（传下去）!!!!!!!
中国文化必须给我火（传下去）
中华文化必须给我火（传下去）
中国文化必须给我火（传下去）
是啊 只有这么一点点的时间 但谁知道老师傅都做了多久 
是个壶貌似 十分尊贵 
不看到最后还是不知道是啥
我寻思我也妹眨眼啊
优雅 实在太优雅了 
我也寻思我也没眨眼啊
打泥泥
中国文化必须给我火（传下去）
我玩橡皮泥十几年了算不算有童子功
原来你生来就属于天际
掇（duo第一声）嘴把
每一滴泪水，都向你流淌去
倒流回最初的相遇
中国文化必须给我火〈传下去〉
做成巧克力的，美味
中国文化必须给我火（传下去）
中华文化必须给我火！传下去
中华文化必须给我火！传下去
万物皆可炫
泥：我活了
四季防寒
中华文化必须给我火（传下去）
火
中华文化必须给我火！传下去
传下去，中国文化必须火
发生甚么事了
我记得我没眨眼啊？
中国文化必须给我火（传下去）
申的了，但是学不来啊！思密达。
中华文化博大精深
好耶，玩泥巴
中华文化必须给我火（传下去）
丝滑，太丝滑了
卧槽3000+
嘴巴
师傅，你是做什么的
寸劲开壶
哇，好美啊
这是泥塑吧
师父:......
优雅
都看到这里了突然想起来我还没关注和三连
这个泥里到底掺了多少德芙
中华文化必须给我火！传下去
好熟练的手法 师傅你究竟学了多久 这门手艺又会有谁传下去呢
弃之，食大师
三次殴打
四季防韩
中华文化必须给我火！传下去
我要这硬币有何用
是不是可以做成一个泥球
玩泥巴的最高镜界
建议上交国家
看制作视频太享受了
前面那个打泥泥老互动视频人了
哦，泥匠!
殴泥匠
救命好想学！
！这过程也太治愈了吧
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
希望不是卢正义式的传统文化
师傅你做什么工作的
真个好物件
(⊙o⊙)哇
殴泥匠！
火不火我不知道，反正这次我没白嫖
中华文化必须给我火（传下去）
中国文化必须给我火（传下去）
叔，求求给个购买渠道呀——
大鱼！
问一下，吃完致死吗？
不会的，吃完直接下辈子。
中国文化必须给我火（传下去）
饮食健康啊喂！
买了，朋友很爱吃
中国文化必须给我火（传下去）
弃之，食up主
不仅壶美，连过程都是艺术
中国文化必须给我火（传下去）
殴泥匠！
斗蛐蛐的罐子？
中国文化必须给我火（传下去）
转盘都包浆了
越来越润
好牛！
中国文化必须给我火（传下去）
虾线
盘得很亮
中华文化必须给我火！传下去
我随便玩玩泥巴，他随便玩玩泥巴
壶嘴装反了
师傅你是做什么工作的？
我懂了，这是个鞭抽陀螺doge
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中华文化必须给我火！传下去
眼睛，我会了，手，你闭嘴
《轻轻敲醒沉睡的心灵》
炫我嘴里！
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
那冰刀比针都细，你确定？
看饿了，，，
BGM：海底
我一开始以为他在做陀螺
丝滑，享受
好厉害...
我居然听到bgm按琴键的声音了
3000+
中华文化必须给我火！传下去
中国文化必须给我火！（传下去）
打鱼害唐
新盖中盖
中国文化必须给我火！(传下去)
发生甚么事了？
中国文化必须给我火（传下去）
金属的光泽（厉害厉害
师傅你是做什么工作的？
师傅你是做什么行业的？
欧泥匠
中华文化必须给我火（传下去）
我为什么会不自觉的落泪？
太厉害了好漂亮啊
这泥巴到底怎么又硬又软的
秦权
中华文化必须给我火！传下去！！！
中国文化必须给我火（传下去）
鼓掌
殴泥匠？
中国文化必须给我火（传下去）
我也没眨眼呐！
手好稳啊
哇塞好好康哦
吞天魔罐
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中华文化必须给我火！传下去！！！
边角料炫我嘴里（bushi）
尊重文化，玩梗适度（传下去）
虽然我使用时间快到了，但我还是看完了
BGM大鱼海棠
大缸
中国文化必须给我火（传下去）
就这？我不会（doge）
殴打泥巴的工匠
中国文化必须给我火（传下去）
有哪个孩子不喜欢玩泥巴呢~
中国文化必须给我火！（传下去）
炫 迈
弃之 食棍也
BGM大鱼
多此一举
这也能炫？
手好稳啊
紫砂壶
中华文化必须给我火（传下去）
哦杰克你这么做不安全
师傅感觉你可以去做蛋糕
手好稳
。。。神特么欧泥匠哈哈哈
太圆润了
殴泥匠
中国文化必须给我火！（传下去）
不懂就问：这是水泥吗？
中国文化必须给我火（传下去）
水缸！
成品炫我嘴里
大师
埙？
好丝滑
击泥太美
击泥太美
击泥太美
中国文化必须给我火（传下去）
OKOK
很厉害
中国文化必须给我火！（传下去）
中国文化必须给我火(传下去)
从头到尾没有要赞，比许多《手工区》的up好了太多
哇～～
这也没有合在一起呀
wc怎么变成这样了，我瞬间不配
中华文化必须给我火（传下去）
弃之，食在坐的观众
第一眼以为在切磨刀石
长按右键快进，bgm很欢快！！
很润
这里有种涂了口红在抿嘴的感觉
执子手，吹散苍茫茫烟波~
都没人传承怎么火
没猜错的话这是土烟花
火？那你倒是去学啊。
殴泥匠
圆润得超乎想象
火啊
所以他现在在做什么？
四季防韩
中国文化必须给我火（传下去）
费劲巴力你说做骰盅就过分了哈
押大押小，买定离手
好想买
天冷不冷都防krdog
我家有四个不同颜色的紫砂壶 都很好看
难道就是传说中的不锈钢吗？
这样是不是每个壶都不一样
玩梗也要看场合啊
德芙不给代言费，我潘婷给三倍
倒数第二下那么近都不放手？
中国文化必须给我火（传下去）
亲们这可不兴炫
bgm：大鱼
中华文化必须给我火（传下去）
我也妹眨眼啊
叉食的挑出去
中华文化必须给我火（传下去）
这到底是个啥玩意
中国文化必须给我火！（传下去）
他才是欧尼酱。
中国文化必须给我火（传下去）
打泥泥
紫砂壶吗？
邮手就行
中国文化必须给我火（传下去）
秦权
轻轻敲击沉睡的心灵～
中华文化必须给我火!（传下去）!!!!
也很担心网友的精神状态（doge
小罐茶，大师造
他在企图教会我
哈哈哈
中国文化必须给我火（传下去）
大鱼在梦境的缝隙里游过
越来越担心这届网友的饮食质量了
德芙 纵享新丝滑～（）
妙啊~
温润如玉
一把壶好坏看壶嘴
开盖：6个7
好厉害ヾ(Ő∀Ő๑)ﾉ
欧泥匠才对
我也吃
凝望你 沉睡的轮廓
中国文化必须给我火（传下去）
好棒的视频啊
不要瞎玩梗呀
欧泥匠
挑食的叉出去
打泥泥
好厉害！
装飞把
终于把投币键放着了
中华文化必须给我火!（传下去）!!!!
水缸？
中国文化必须给我火（传下去）
倒杯水试试
天呐 这看起来好好吃 
看封面进，还以为做糕点的呢
四季防韩
啵
紫砂壶？
BGM:大鱼
弃之，食桌子
2080年考古现场：隽砂堂出品的水壶！
中华文化必须给我火！
中华文化必须给我火（传下去）
氢氢敲醒沉睡的心灵
都向你流淌去
宝友，这可不兴炫啊！
欧泥酱！
中国文化必须给我火（传下去）
炫我嘴里炫我嘴里
中国文化必须给我火（传下去）
您这假底保真吗（）
中国文化必须给我火（传下去）
还用游标卡尺，太精细了
还有解释太棒啦
中国文化必须给我火（传下去）
继续盖片片
盖片片*3
2000+
盖片片*4
大鱼好评
更怕你永远停留在这里
中国文化必须给我火（传下去）
蛋糕师觉得很淦
中国文化必须给我火（传下去）
优雅
注意防韩
优雅
优雅
挑食的叉出去！
中国文化必须给我火（传下去）
丢
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
手雷制作过程
别慌，兄弟们，有手就行。。。只是我手断了。
正确行使权力，自觉履行义务
秦权壶
中国文化必须给我火（传下去）
当代网友逮啥炫啥
中华文化必须给我火！
殴泥匠
红字的你去学啊，说谁不会说
哭了T﹏T
边角料不要扔，炫我嘴里！(bushⅰ)
 叙利亚包邮吗？
三连！全都三连！
怕你飞远去
真担忧网友们的精神状态
殴泥匠
看这个视频心情好平静呀
《师傅你是做什么的》
轻轻敲醒沉睡的心灵
德芙，纵享丝滑
中国文化必须给我火（传下去）
2000人出来
中国文化必须给我火（传下去）
天冷防寒
芜湖
我看完了
"弃之,食人"
中国文化必须火（传下去）
阿阳太幸福啦！
超超超超超超高附加值产品
就算把我丢到古代 我照样是个*物
弹幕都这么幼稚吗
啊泥呀
中国文化必须给我火（传下去）
妙手！
四季防韩
安抚食材情绪（确信
打 泥 泥
不要抢，一个一个来吃
光滑
高温防旱（韩）
说欧泥匠的爬
壶怎么样最后还要看出水
中华文化必须给我火！传下去
是不是紫砂壶，
打泥泥
凝望你沉睡的轮廓
中华文化必须给我火（传下去）
中华文化必须给我火（传下去）
师傅:我是做蜂窝煤的
中华文化必须给我火（传下去）
弃之食眼镜
中国文化必须给我火（传下去）
我居然看完了
太漂亮了
其实大师真正希望的应该是不想让我们把这份技艺忘掉
中国文化必须给我火（传下去）
我看了半天，原来你是在做这个东西。
友友们，这可不幸炫啊
天冷，防韩
太牛了
太优雅了！…！
中华文化必须给我火（传下去）
中华文化必须给我火（传下去）
好光溜
开颅片
中华文化！！！
中华文化必须给我火（传下去）
《打泥泥》
为啥换人了
打泥泥
翻泥泥
划泥泥
校泥泥
勾泥泥
我知道了，紫砂壶
开泥泥
擦泥泥
擦泥泥
想去学了
撬泥泥
什么时候不用敲代代码可以静心学学这个
弯泥泥
挖泥泥
装泥泥
粘泥泥
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
挂泥泥
敲泥泥
中国文化必须给我火（传下去）
每周必看
小学生别刷
这界网友咋啥都吃啊(恼
真希望这些手艺能传承下去
《美食视频》
弃之，食大师！
好厉害！！！！！！！！
中国文化必须给我火（传下去）
打泥泥
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
评论都是人才，佩服！
弃之，食板
这要是往地上砸一下得老响了
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
我更喜欢下面的桌子
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
这首歌好特别有点像花之舞
但它不是而是大鱼海棠
支持手艺人
弃之，食刀子
怎么没小鬼刷天冷放韩了呢
弃之，食转盘
我要这币有何用？？！！
中国文化必须给我火（传下去）
大鱼！
欧尼匠
中华文化必须给我火!传下去!!!
中国文化必须给我火（传下去）
中华文化必须给我火（传下去）
中国文化必须给我火（传下去）
此条评论仅用于增加热度
这有手就行。哎？我手呢？
中国文化必须给我火（传下去）
中华文化必须给我火！（传下去）
中华文化必须火
打泥泥
紫砂壶？
精致，太精致了
中华文化必须给我火下去（传下去）
到底是哪里没跟上？
中华文化必须给我火！传下去！！！
中华文化必须火
师傅你做什么工作的
殴泥匠
四季防韩
全天候，无差别防韩
倒个圆角（错觉）
我就会这一步--搓
怕你离我而去
中国文化必须给我火（传下去）
更怕你永远停留在这里
2000＋
 是乙级资质等级为二十八
2000+
纯手工啊我的天
中国文化必须给我火（传下去）
天冷防寒
弃子之  食尘
中华文化必须给我火！传下去！！！
★
★
炫我嘴里！！！快！！！
发生了甚么事
大鱼哎
这可不经炫啊，宝
中国文化必须给我火（传下去）
他在试图教会我们
中华文化必须给我火！（传下去）
中华文化必须给我火（传下去）
强迫症狂喜（
天冷防寒
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中华文明必须给我火（传下去）
一开始还以为做印章呢
啊啊大鱼
我去 是魔法
德芙（幻视）
中华文化必须给我火
中国文化必须给我火（传下去）
蒜桕
中华文明必须给我火（传下去）
这到日本不得封个制壶仙人？
这一门收徒很严格的
中国文化必须给我火（传下去）
这是什么有没有大佬科普一下
抹个泥泥，好黏黏（doge
中华必须给我火！
中国文化必须给我火
防韩防盗啊~可恶的棒子~
打 泥 泥
大鱼好评
中国文化必须给我火（传下去）
精雕细琢
中国文化必须给我火（传下去）
这也太丝滑了吧
太优雅了
中国文化必须给我火(传下去)
爽了
燃起来了
中华文化必须给我火！
德国，畅享新丝滑（确信）
弃之，食竹板
中国文化必须给我火（传下去）
中华文化必须给我火（传下去）
中华文化必须给我火
中国文化必须给我火（传下去）
烟灰缸吗
中华文明必须传下去
弃之，食衣服上的标签
打泥打泥
我在东北玩泥巴
手艺人
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中华文化必须给我火（传下去）
中国文化必须给我火（传下去）
敏感肌也能用
爱泥吗？
中国文化必须给我火（复制就完了）
刚开始我还以为是个陀螺
中国文化必须给我火（传下去）
中华文化必须给我火（传下去）
中华文化必须给我火（传下去）
好舒服阿
魔法！他用了魔法！
中国文化必须给我火（传下去）
好看！！
丝滑
 女。     
要分享！！
大鱼
中国文化必须给我火！（传下去）
bgm大鱼
周深的歌吗
中华文化必须火传下去
四季防韩！
四季防韩！
玩泥巴的至高境界
中华文化必须给我火（传下去）
中国文化必须给我火（传下去）
锻造
睡觉啦
看海天一色听风起雨落
我松开时间的枷锁
太棒了
泥塑啊各位
中国
中国文化必须给我火（传下去）
泥：就到此为止吧，再锤，就不礼貌了
中华文化必须给我火
当代网友什么玩意都往嘴里炫
殴泥匠，指殴打泥巴的匠人
凌晨三点三十五，400+人和我一起看
中华文化必须给我火（传下去）
手好稳
牛角片抛光
雅
防韩防䒤
中华文化必须给我火！（传下去）
是芝麻味的吗
中国文化必须给我火（传下去）
有点像懒觉
别炫了，都炫完了我吃什么啊（恼（doge
呃
中国文化必须给我火（传下去）
中华文化必须火(传下去)
漫过天空尽头的角落
中国文化必须给我火（传下去）
好厉害啊
好简单啊，我会了
中华文化必须给我火，传下去
中华文化必须给我火（传下去）
三连我交了！
中国文化必须给我火（传下去）
向伟大的匠人心致敬。
这泥的颜色有点像水泥的颜色。
中华文化必须给我火！传下去
中国文化必须给我火（传下去）
中华文化必须给我火！（传下去）
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中华文化必须给我火(传下去)
天冷防寒
中国文化必须给我火（传下去）
中国文化必须传承下去
打死泥
中国文化必须给我火（传下去）
紫砂吗
"の+?の+?の…………………………………………………………………………………………………………………………xxxxxxxxx.xxx.xxxx.xxx,"
看海天一色
大鱼
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
师傅你是做什么的
有人知道bgm是什么吗？
中国文化必须给我火（传下去）
这泥巴干了怎么不裂开了？
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
实力存在  魔法开始
中国文化必须给我火（传下去）
这泥巴贵不？
中国文化必须给我火（传下去）
中国文化必须给我火（传下去）
倒流进  最初的相遇
中国文化必须给我火（传下去）
好怕砸到手
中华文化一点会火的，我坚信
玩泥巴的人生真享受
青豆那个是冰锥啊
