承包空屏
我是第一诶
太可爱啦
爱你
可可爱爱
好棒！！！
过于优秀
过于优秀
突然高燃!
好可爱！
哈哈哈哈哈哈哈
nb
厉害了
最近的视频越做越好啦！加油呀！
泪目
打call
哈哈哈好可爱啊
是什么专业啊？
太可爱啦！！！
技术流
想吃
赶紧带上耳机
好棒！
哈哈哈哈好可爱
永远爱姗胖！！！！！！
哈哈哈哈哈哈哈哈哈好可爱
哈哈哈
币都给你
好有心啊
你太太太太可爱了
哈哈哈哈哈哈哈哈哈哈哈
你想干什么？
好想吃
哇哇哇哇哇
姗胖太强了！
这是美食的工科
童年啊！！！！
你币有了
啊好可爱
白嫖失败
厨师机竖了两个大拇指哈哈哈哈哈哈哈哈
奥利给
好棒
哈哈哈哈
危
这个已婚哈哈哈哈哈哈 要记大过啊
好看！！！！！
好可爱
可可爱爱
好漂亮
太厉害了
你可真漂亮
真的厉害！
三连走起
我可以帮你吃哈哈哈
哈哈哈哈有币了
加油～
封号斗罗
好棒啊
你超棒！
bgm流泪了
b站会记住你
好棒呀！真可爱！
强
爱您
左下角！！！
太棒了！！！！
好优秀！！
燃起来了
好可爱
守护最好的姗胖胖
姗胖胖太优秀了吧
〜\(*ˊᗜˋ*)/♡
爱你！！！
好的！！！
泪目
是哒
???国语过于优秀
什么时候能吃到试验品呢
超可爱爱爱爱爱！！！！
冲着BGM你币有了
太强了！
天啊你也太认真了
ohhhhhhhhhhhhhhhhh
thank u
哈哈哈哈哈哈哈
泪目
太辛苦了
也谢谢你啊
哇哇哇，好棒
喜欢姗胖
怎么都喜欢
我要打满泪目！！！
哈哈哈哈哈哈哈哈哈哈哈哈哈
太有才了
你币有了！！
好可爱
感觉特别像手工制糖
好棒！
看哭了+1
爱爱你珊胖!!!
爱你!!!
下厨房认识的
最初认识你是在下厨房上课哦
哇塞
爱您！
太优秀了！
币都给你！！
加油呀
珊珊好用心！
太优秀了
你超棒呀！！
好可爱
666
爱你！
红色足力健好评
好可爱
姗胖太棒了
是的
ohhhhhhhhhhhhhhhhh 
ohhhhhhhhhhhhhhhhhhhhhhhhhh 
哈哈哈哈哈
泪目
我jio得音量刚刚好噢
UP真的是有精益求精的拼劲啊，而且非常有想法，必须弹幕支援
哈哈哈哈哈哈哈哈
ohhhhhhhhhhhhhhhhh
好棒
可爱可爱啊
号没了
感觉这里的厨师机在手动点赞
哈哈哈哈哈
加油！！！！！我会永远支持你的！！！
差不多
来搅拌混凝土吧！
封号斗罗
封号斗罗
记住啦！
泪目
可可爱爱
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
蓝带的刀哦
爱您❤️
←up声音很大啊你自己调音量
啊啊啊啊啊啊啊啊啊啊啊啊啊
好棒
好好看！好精致！
你币有了！
白嫖失败
LOVE  U 
哇这个小表情太到位了
太棒了
我服气
三连给你
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
up普通话也很标准挺容易听清楚的
ohhhhhhhhhhhhhhhh
泪目！
好喜欢你
是的！
好棒啊 好棒啊 我惊呆了
哇
这次一定
啊啊啊啊 butterfly！！！
哈哈哈哈哈哈哈
哈哈哈哈胖好可爱！
加油！！
爱你！
白嫖失败
泪目
那个视频入坑
这次一定
up加油！
太可爱了！！！
加油呀！！你一定会火的！
无限大な梦のあとの 何もない世の中じゃ
无限大な梦のあとの 何もない世の中じゃ
啊啊啊啊啊爱死
前面那个听不清不妨检查一下手机的问题
泪目
加油加油
神仙
爱了
真有这么丝滑吗吗
泪目
ohhhhhhh
dei！松果入坑的！
太一————
粤韵风华！！
对....
哈哈哈哈哈哈
？？这么复杂
哦吼，排面
这BGM配的，看个做饼干都要哭了
很认真
太优秀了！！
太厉害了
解剖小电视
哇！！
泪目
三连了爱你
表白！
同白羊工科女
哈哈哈
恭喜
up声音很温柔啊很好听
哇 我好爱爱爱爱爱
好棒！！！！
太可爱啦！！！
飞帽杀
可以我们下个ID再
啊啊啊啊啊好可爱
哭了+1
太厉害了
专业
哇
发条弹幕记录下这条视频入坑可爱宝藏up
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
gay怎么去形容你最贴切啊～
已婚哈哈哈哈哈哈狂阿弥的梗
危
光叔来了！！！泪目！！！
oh！My Love………
你要进化吗？
恩将仇报
好棒呀
太牛了
好厉害啊
可爱
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
ad吗？
好强！
早露脸我早三连了
表白蓝字
硬核
我小爱怎么
好棒
好用心
ohhhhhhhhhhhhhhh
回忆杀
加油！
小－－电－－视－－
我还以为我手机铃声响了
小电视【危】
是不是觉得丑？前方惊喜
刃姐?
好可爱
无给那有给嚯的佐罗
画风都变了！
太优秀了
太优秀了
牛逼
牛批
年少不知ID贵
葑号斗罗
危
下个id见
这声音好像盲石啊...
哈哈哈
？？？
我也!
这…这是我们上实验课混水泥的仪器！
封号斗罗
封号斗罗
我币没了
你好棒啊
啊好可爱呀
强啊
这么棒的up主为什么还不火呢
封号斗罗
KitchenAid直流电机打蛋器
有币了
无限大な梦のあとの 何もない世の中じゃ
无限大な梦のあとの 何もない世の中じゃ
10.7万了
17.6万了
草（一种植物）
数据控嘛 好厉害的亚子
硬核
爱了爱了
十年大礼包送给他。
头一次看做饼干用尺子的 爱了爱了
把我充电宝切出来了
爱了爱了， 剪辑好棒
厉害厉害
好可爱
哈哈哈哈哈
三连
吃了
好可爱
Up太优秀了
好棒
封号斗罗
红红火火恍恍惚惚好好
哇塞
好棒！！！
白嫖失败
已投
好可爱
危
危
哈哈哈哈哈哈哈哈哈哈哈
谢谢
好像
还是个拿奖的，可惜了
哈哈哈哈哈哈哈哈哈哈哈我好想吃啊
像极了寿司
这次一定
有点像刃姐。。
哈哈哈哈哈可爱的up主
你币有了
爷青回
手工3打印
成就了绵羊，再来成就姗胖～对我们就是成功up主背后的男银
ohhhhhhhhhhh
哈哈哈哈哈哈
？？？
号危
我爱了这个姐姐
好可爱啊hhh
太可爱了吧
小————电————视——————
我也是白羊座!
太厉害了
Ohhhhhhhhhhhhh 
松果入坑+1
泪目
我也是白羊座
太草了
66666666
危
专业
哇，金色传说品质
可爱
优秀，泪目
这次一定
我大江苏必须有排面
从来没意识到珊胖粉丝只有十万[笑哭]视频质量真的高
哈哈哈哈哈哈哈哈哈哈哈哈哈
封号斗罗
奥利奥
危
新粉来了
CAD既视（狗头）
我也是白羊座！
害怕害怕害怕害怕害怕
无限大な梦のあとの 何もない世の中じゃ
哈哈哈哈哈哈哈哈哈哈哈哈哈
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
太强了
馋!!!!!!!!!!!!
你如过被举报了一定是官方干的
爷青回
泪目
你币有了
其实放冰箱切了再切
你被官方盯上了
红色足力健
啊啊啊啊啊啊啊啊
可惜了6级的号
2333333
哈哈哈哈哈哈
下意识看看粉丝数...
太厉害了
同白羊座
封——————————————————号——————————————————斗—————————————————————————罗——————————————————————————
把保护打在公屏上
i了！
泪目
。哈哈哈哈哈哈哈哈哈哈哈哈
诚意满满
好棒！
投币
哈哈哈大姐
太厉害了
白嫖失败！！！
bgm把我炸出来了
没做脚
泪目！！
啊啊啊啊太可爱了！！！！！！！
我工科生画卡通画也是按比例来的
牛
石灰(doge)
加油啊，很可爱
姗胖好棒
听到这歌必须投币
哈哈哈哈哈太可爱了
CAD？
年少不知ID贵
危  小电视  危
哈哈哈哈哈可爱
爱了爱了
危
封号斗罗
哈哈哈哈哈哈哈哈哈哈
辛苦了
哈哈哈哈哈哈哈哈哈哈
100万粉丝时代前来考古
抬走
这次一定
你币有了
封号斗罗
建议改成：封号斗罗
？？？哈哈哈哈哈哈哈哈哈哈或或或或或或
粤韵风华
小——————————————电————————————————视——————————————
太优秀了
必须赞
危
哈哈哈哈哈哈哈哈哈哈哈哈
地精面粉？
ohhhhhhhhh
哈哈哈哈可爱
加油
已经要开了
地精面粉？
我愿称之为封号斗罗
同白羊
666666
封号斗罗
小电视被揍了一顿
哇
6666
原来是这样做出来的
厉害
泪目
想次
ohhhhhhhhhhhhhhhh
处女币没了
这女up.好甜啊
哔哩哔哩 （゜-゜）つロ 干杯~-bilibili
T H A N K U
哇好可爱啊哇 好可爱啊
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
哈哈哈哈
危
封号斗罗
好棒啊加油！
封号斗罗
哈哈哈哈哈哈哈嗝
影流电视
爷青回！
哇好硬核
爱你❤
求bgm
泪目
无限大还能再战
哈哈哈嗝
可惜了
好可爱啊！
哈哈哈粤韵风华那个别走
泪目！
不知道为什么感觉好像熊猫
危险
白嫖失败
小——电——视——
哈哈
这硬币我要了有何用？
这真的在做饭吗。红红火火恍恍惚惚
封号斗罗
可爱
小————电————视——！
泪目
哈哈哈哈哈哈哈哈哈哈哈
封号斗罗
哈哈哈哈哈哈哈哈哈哈哈
好可爱
白羊报道
ohhhhhhhhhhhhh
保护
工科生一脸懵逼
光叔！！！！！！！
Thanku
我也是白羊座
少年不知ID贵
白羊座
有画面了2333
加油！
太可爱了！
好可爱啊啊啊
危
我也是白羊座！！
这次一定
哇
是魔鬼吗居然骑小电视
泪目！！
我或水泥的搅拌锅？？？
哈哈哈哈
桐谷美玲！！！
封   号   斗   罗
我的妈，太整齐了吧！
好棒啊！！！！
我也白羊座
ohhhhhh
小——电——视——————
妙啊
il
ohhhhhhhhhh
!iii
封号斗罗
害怕
加入痱子粉
封号斗罗
哈哈哈哈哈哈哈哈
18万了
白嫖成功
封号警告。
封号斗罗
硬币有了
这个也太大了能烘干吃掉吗?
泪目
可可爱爱
胆大包天
年少不知ID贵
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
66666666
太可爱了
紫     菜        包       饭
好可爱！
好想吃一个
哈哈哈哈哈哈哈哈哈
6666
这次一定
可可爱爱
哈哈哈哈哈哈
封号斗罗
太可爱了
好可爱啊啊啊啊啊
66
全体起立！！！！
显微镜！
好可爱的小电视啊
泪目
小————电————视————
艺术
RNG？
封号斗罗
辛苦了
可爱
囧
啊啊啊啊好可爱！！？
说真的，我看不懂（脑子不好）
牛逼
哈哈哈哈哈哈哈哈哈哈
我也！
好可爱
让你吃到真正的石灰～
啊啊啊啊啊啊啊好可爱！
弹幕呢？
你太秀了
魔鬼啊！！！
NB
awsl
号没警告
别被盯上
泪目！
牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼
专业
《李号妹了》
小――――――――――――――――――――――――――――――――――――电――――――――――――――――――――――――――――――――视
哔哩哔哩-(゜-゜)つロ乾杯~
小——店——视——
说粤韵风华的你出来
加油呀
数码宝贝 三连了
危
危
小----------------------电-------------------------视
泪目
好可爱啊
ohhhhhhhhh
嘤嘤嘤
小——电——视——
哈哈哈哈
我们技术娱乐两不误
已婚↑你好
学好数理化？
这币有何用
葑号斗罗
小—————-电——————-视
小——电——视——
粤韵风华
ohhhhhhhhhhhhhhhhhhhhhhhh
教练我想学这个
好棒啊啊啊啊啊啊啊啊
