看的好爽
全员都帅爆了！！！！！
66666
欢迎收看进击的巨人作画集锦
我要这硬币有何用！（第一个硬币）
蜘蛛侠失业笑死
兵长太帅
巨人，在我心目中是战斗漫的又一块里程碑
艾伦！！！
6666666666666666
三笠最帅
在哪个地方能看第三季
我愿加入调查兵团，为人类展开字由之翼
三笠
三笠赛高
高原康之保肝十四秒
年没人喜欢兵长吗！！
那我就承包兵长了
楼上休想
兵长是我的
兵长
为利威尔献出心脏
为兵长献出心脏
兵长
你们是自由的！！！
三笠帅爆了
我愿嫁入调查兵团  为人类展开自由之翼
眼花
这里的前进好像是团长被巨人咬到手的时候
为兵长献出心脏
進め！！！！！！！！！
半规管不要了
为三笠献出心脏
一曲忠诚的赞歌
为利威尔献出心脏！！！！
为三笠·阿克曼献出心脏！
为兵长献上心脏
团长我爱你啊啊啊啊啊啊
承包女王
6666
三笠艾伦！！
火钳刘明
我无法言语
为利威尔兵长献出心脏！！！
为利威尔兵长献出心脏！！为利威尔兵长献出心脏！！
献出心脏
weib
各阔木事
为利威尔兵长献出心脏
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
你大爷永远是你大爷！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
献出心脏！啊啊啊啊啊
前进!
电影版好看
神级作画
没人喜欢兵长那我抱走了
兵长
利威尔兵长
兵长是我老婆
兵长老子的
社会我三爷啊啊啊啊啊啊啊啊啊啊啊
全程青钢影无限e
三爷
神罗天征
三笠超帅
兵长好帅
速食面！！！
不吹爆就难受的吹党
兵长真的帅
献出心脏
艾伦：莱纳，你再送人头我都不好意思啦
前进！
心脏，撒撒给
巨人
为调查兵团献出心脏！
为兵长献出心脏
66666
从出生开始每个人都是特别的
第三季后半部分已出3集
为调查兵团献出心脏！！！！
为利威尔兵长献出心脏！
加油
这么帅的嘛
可以呀！
三笠啊啊啊，最爱你了
为泽野大佬圈粉！！！！！！！！
献出心脏
献出心脏
日本动漫真的巅峰 疯狂
为兵长献出心脏
恐高怎么办？
为团长献出心脏
啊啊啊鸡皮疙瘩起来了
被艾伦盯死
大爱团长
献出心脏！
燃
把艾伦还给我！
吹爆！！！
卡在了奇怪的地方
三爷あああああ
为兵长献出心脏
d听说下一季是jc负责
高昂的自由之翼，进击的巨人之心永不磨灭
bgm是啥？
为兵长献出心脏
兵长的歌
兵长
兵长帅死真的
兵长
没人喜欢艾主席吗？
兵长！！
我们每个人都生而独一无二
抱走阿妮！
高昂的自由之翼，进击的巨人之心永不磨灭！
为利威尔献出心脏!
啊啊啊啊
立体机动装置  这个设定真的好帅啊真的棒
切肉好爽
6666666666666666666666
三爷最帅啦！
wsl！！！
兵長のために心臓を捧げる
三爷最美
三爷赛高
三爷最美
兵长被追杀的这一段分镜视觉冲击真的强，当时看动画都激动的感了出来“兵长真帅”
大爱三笠
献出心脏
米卡莎
進め！
献出心脏！
团长！
太帅了吧！！
太帅了！
立体环绕！！！！！！！！！！！！！！！
三爷最帅
为兵长献出心脏
为兵长献出三厘米
小陀螺
这里兵长和佩德拉的镜头是哪一集   感觉没看过啊
"[0,0,""1-1"",""5"",""前进！前进！前进！前进！\n"",""360"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""5"",""前进！前进！前进！前进！"",""5"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""4.3"",""前进！前进！前进！前进！"",""10"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""3.9"",""前进！前进！前进！前进！"",""15"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""3.6"",""前进！前进！前进！前进！"",""20"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""3.3"",""前进！前进！前进！前进！"",""25"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""2"",""前进！前进！前进！前进！"",""30"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""1.7"",""前进！前进！前进！前进！"",""35"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""1.4"",""前进！前进！前进！前进！"",""40"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""1.1"",""前进！前进！前进！前进！"",""45"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""0.8"",""前进！前进！前进！前进！"",""50"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""0.5"",""前进！前进！前进！前进！"",""55"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
"[0,0,""1-1"",""0.2"",""前进！前进！前进！前进！"",""60"",0,0,0,500,0,1,""SimHei"",true,""M424,158L424,158""]"
吹爆
帅爆了全员
"[0,0,""1-1"",""1.5"",""it was like a nighemare\n       犹如梦魇一般"",""0"",0,0,0,500,0,1,""SimHei"",true,""M256,460L256,460""]"
"[0,0,""1-1"",""1.5"",""  lt‘s painful for me\n  我深深感到恐惧与痛苦"",""0"",0,0,0,500,0,1,""SimHei"",true,""M256,460L256,460""]"
"[0,0,""1-1"",""1.5"",""Because nobody wants to die too fast\n        因为没有人想早早死去"",""0"",0,0,0,500,0,1,""SimHei"",true,""M206,460L206,460""]"
"[0,0,""1-1"",""2.5"",""Because nobody wants to die too fast\n        因为没有人想早早死去"",0,0,0,0,500,0,1,""SimHei"",true,""M206,460L206,460""]"
"[0,0,""1-1"",""3.5"",""Because nobody wants to die too fast\n        因为没有人想早早死去"",0,0,0,0,500,0,1,""SimHei"",true,""M206,460L206,460""]"
"[0,0,""1-1"",""1.5"",""Remember the day of gref\n     记住那伤痛的日子"",0,0,0,0,500,0,1,""SimHei"",true,""M308,538L308,538""]"
"[0,0,""1-1"",""1.5"",""Now it‘s strange for me\n   我还能看见你的面庞"",0,0,0,0,500,0,1,""SimHei"",true,""M308,511L308,511""]"
"[0,0,""1-1"",""2.5"",""Now it‘s strange for me\n   我还能看见你的面庞"",0,0,0,0,500,0,1,""SimHei"",true,""M308,511L308,511""]"
"[0,0,""1-1"",""1.5"",""l could hear your face\n 我还能听见你的声音"",0,0,0,0,500,0,1,""SimHei"",true,""M306,426L306,426""]"
"[0,0,""1-1"",""3"",""l could hear your face\n 我还能听见你的声音"",0,0,0,0,500,0,1,""SimHei"",true,""M306,426L306,426""]"
献出心脏！
"[0,0,""1-1"",""2"",""    lt‘s painful for me\n今夕的落差让我感觉到痛苦无比"",0,0,0,0,500,0,1,""SimHei"",true,""M307,419L307,419""]"
"[0,0,""1-1"",""2"",""L coylb see your face\n   我能看到你的脸庞"",0,0,0,0,500,0,1,""SimHei"",true,""M308,483L308,483""]"
暂停找耳机
"[0,0,""1-1"",""2"",""    lt‘s painful for me\n今昔的落差让我感受到无比痛苦"",0,0,0,0,500,0,1,""SimHei"",true,""M308,511L308,511""]"
良心番
"[0,0,""1-1"",""1.5"",""L could see your face\n   我能看到你的脸庞"",0,0,0,0,500,0,1,""SimHei"",true,""M308,511L308,511""]"
"[0,0,""1-1"",""1.5"",""l could hear your voice\n      他见你的声音"",0,0,0,0,500,0,1,""SimHei"",true,""M307,591L307,591""]"
"[0,0,""1-1"",""3"",""      Song for reluctant heroes\n这首歌献给那些不得不成为‘英雄’的英雄们"",0,0,0,0,500,0,1,""SimHei"",true,""M206,511L206,511""]"
"[0,0,""1-1"",""1"",""Our Give me you strengtg\n   请赐予我你们的力量"",0,0,0,0,500,0,1,""SimHei"",true,""M308,512L308,512""]"
"[0,0,""1-1"",""2"",""Our Give me you strengtg\n   请赐予我你们的力量"",0,0,0,0,500,0,1,""SimHei"",true,""M308,512L308,512""]"
"[0,0,""1-1"",""1"",""Our life is so shot\n我们的生命是如此短暂"",0,0,0,0,500,0,1,""SimHei"",true,""M307,592L307,592""]"
"[0,0,""1-1"",""1"",""Frommy heart\n  发自身心"",0,0,0,0,500,0,1,""SimHei"",true,""M359,563L359,562L359,562""]"
"[0,0,""1-1"",""1.5"",""Our life is so shot\n我们的生命是如此短暂"",0,0,0,0,500,0,1,""SimHei"",true,""M308,592L308,592""]"
"[0,0,""1-1"",""2.5"",""Our life is so shot\n我们的生命是如此短暂"",0,0,0,0,500,0,1,""SimHei"",true,""M308,592L308,592""]"
"[0,0,""1-1"",""3"",""Our life is so shot\n我们的生命是如此短暂"",0,0,0,0,500,0,1,""SimHei"",true,""M308,592L308,592""]"
"[0,0,""1-1"",""2"",""Our life is so shot\n我们的生命是如此短暂"",0,0,0,0,500,0,1,""SimHei"",true,""M308,592L308,592""]"
"[0,0,""1-1"",""2"",""Frommy heart\n  发自身心"",0,0,0,0,500,0,1,""SimHei"",true,""M359,563L359,563""]"
"[0,0,""1-1"",""3"",""     Song for reluctant heroes\n这首歌献给不得不成为‘英雄’的英雄们"",0,0,0,0,500,0,1,""SimHei"",true,""M257,561L257,561""]"
"[0,0,""1-1"",4.5,""l wanna be brave like yuo\n   我想像你一样锐不可当"",0,0,0,0,500,0,1,""SimHei"",true,""M256,477L256,477""]"
"[0,0,""1-1"",""2.5"",""     Song for reluctant heroes\n这首歌献给不得不成为‘英雄’的英雄们"",0,0,0,0,500,0,1,""SimHei"",true,""M204,563L204,563""]"
"[0,0,""1-1"",""2.5"",""l wanna be brave like yuo\n   我想像你一样锐不可当"",0,0,0,0,500,0,1,""SimHei"",true,""M205,495L205,495""]"
"[0,0,""1-1"",""2"",""lt was like a nightmare\n      犹如梦魇一般"",0,0,0,0,500,0,1,""SimHei"",true,""M307,510L307,510""]"
"[0,0,""1-1"",""2"",""lt‘s painful for me\n我深深感到恐惧与痛苦"",0,0,0,0,500,0,1,""SimHei"",true,""M307,510L307,510""]"
"[0,0,""1-1"",""3"",""Because nobody wants to die too\n     因为没有人想早早死去"",0,0,0,0,500,0,1,""SimHei"",true,""M307,510L307,510""]"
"[0,0,""1-1"",""2"",""Remember the day of grief\n     记住那伤痛的日子"",0,0,0,0,500,0,1,""SimHei"",true,""M258,511L258,511""]"
"[0,0,""1-1"",""2"",""Now it‘s strange for me\n此刻的存货对我来说不可思议"",0,0,0,0,500,0,1,""SimHei"",true,""M258,511L258,511""]"
"[0,0,""1-1"",""2"",""l could see your face\n  我还能看见你的面庞"",0,0,0,0,500,0,1,""SimHei"",true,""M258,511L258,511""]"
"[0,0,""1-1"",""2"",""l could hear your voice\n   我还能听见你的声音"",0,0,0,0,500,0,1,""SimHei"",true,""M258,511L258,511""]"
"[0,0,""1-1"",4.5,""Remember the day we met\n  想起我们懵懂的那一天"",0,0,0,0,500,0,1,""SimHei"",true,""M257,513L257,513""]"
"[0,0,""1-1"",""2"",""   l t‘s painful for me\n今昔的落差让我感受到无比痛苦"",0,0,0,0,500,0,1,""SimHei"",true,""M256,379L256,379""]"
"[0,0,""1-1"",""2"",""   l t‘s painful for me\n今昔的落差让我感受到无比痛苦"",0,0,0,0,500,0,1,""SimHei"",true,""M256,408L256,408""]"
"[0,0,""1-1"",""2"",""Because nobody wants to die too\n      因为没有人想早早消逝"",0,0,0,0,500,0,1,""SimHei"",true,""M257,511L257,511""]"
"[0,0,""1-1"",""2"",""Because nobody wants to die too\n    因为没有人想早早消逝"",0,0,0,0,500,0,1,""SimHei"",true,""M274,455L274,455""]"
"[0,0,""1-1"",""2"",""    it‘s painful for me\n今昔的落差让我感到痛苦无比"",0,0,0,0,500,0,1,""SimHei"",true,""M308,510L308,510""]"
"[0,0,""1-1"",""2"",""l could see your face\n  我能看见你的面庞"",0,0,0,0,500,0,1,""SimHei"",true,""M308,510L308,510""]"
"[0,0,""1-1"",""2"",""lcould hear your voice\n      听见你的声音"",0,0,0,0,500,0,1,""SimHei"",true,""M308,510L308,510""]"
"[0,0,""1-1"",4.5,""l could hear your voice\n     听见你的声音"",0,0,0,0,500,0,1,""SimHei"",true,""M309,511L309,511""]"
为兵长献出心脏..
兵长帅高
看得我热血沸腾
Misaki！
高级弹幕合影留恋
团————————————————————长
献出心脏
一米六，我的
献出心脏
太帅了
艾伦后期超酷，不用小声bb
埃尔文啊1551QAQ
起鸡皮疙瘩
可以试下没有bgm 应该会有一种另类的燃
利利利利利利利利利利利利
为兵长献出心脏
BGM好评！！！
为兵长大大献出心脏
团长真的很喜欢了
三爷牛逼
突然想玩300了
全程鸡皮疙瘩
为利威尔兵长献出心脏！
为利威尔兵长献出心脏！
为利威尔兵长献出心脏！
这一帧的兵长好帅啊！
为利威尔兵长献出心脏！
为三笠·阿克曼献出心脏
哟西
經費機動裝置
獻出心臟
高昂的自由之翼进击的巨人之心永不磨灭
为三爷献出心脏！！！
为利威尔兵长献出心脏！！！！
为三爷献出心脏!
为埃尔文团长献出心脏 !
为团长献出心脏！
哇巨帅
吹爆
为艾伦献出心脏！！！
为艾伦献出心脏！！！
为艾伦献出心脏！！！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
为利威尔献出心脏
最燃曲不接受任何反驳
進むぅぅぅ！
。
利威尔是我此生的信仰
兽巨败了
高昂的自由之翼，进击的巨人之心
冲啊，为了人类的未来
。
为了自由（小声bb）
团长!为你献出心脏!
献出心脏
为利威尔兵长献出心脏！
为利威尔兵长献出心脏！
为利威尔兵长献出心脏！
兵长!
啊啊啊啊啊
团团我的我的！
为兵长献出心脏
兵长没了
三笠！！！
再见 莎夏 再见 贝尔托特
铠巨和超大已经gg了
兵长啊！
虎躯一震，呕吼有点东西
爽
为兵长献出心脏
我只看到了弹幕
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
为利威尔兵长献出心脏！！
玩死了啊啊啊啊啊啊啊啊
百年笼中鸟  片刻自由人
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
炫啊
全民蜘蛛侠系列吗
为兵长献出心脏！！！！！！！！！
跟我看的真的是同一个？？？？
好帅啊！！！！！
？？？
为三爷献出心脏！！！
我将用我的白金之星解决它！！
为团长献出心脏
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
最爱这一幕
艾主席是我的
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！！为艾伦耶格尔献出心脏！！
为艾伦耶格尔献出心脏！
为艾伦耶格尔献出心脏为艾伦耶格尔献出心脏为艾伦耶格尔献出心脏
为艾伦耶格尔献出心脏为艾伦耶格尔献出心脏为艾伦耶格尔献出心脏
兵长！！！！！！！！！！！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
二倍速食用更加
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
献出心脏
致敬所有为人类战斗献出心脏的勇士
帅
献出你的心脏
为兵长献出心脏
必须投币加收藏
我要飞了
团长走了55555˚‧º·(˚ ˃̣̣̥᷄⌓˂̣̣̥᷅ )‧º·˚
利威尔小队呢？回不来了么？
为利威尔兵长献出心脏
为利威尔兵长献出心脏
为利威尔兵长献出心脏
为利威尔献出心脏
为利威尔献出心脏
素质三连
我总看成达尔文
6
为女王献出心脏
为兵长献出心脏.
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
为人类献出心脏！！！！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
兵长砍爆
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
吗
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
前进!!!
为艾伦耶格尔献出心脏！为艾伦耶格尔献出心脏！
为利威尔兵长献出心脏！
为利威尔兵长献出心脏！
我来看弹幕的
献出心脏
帅翻
高昂的自由之翼，进击的巨人之心永不磨灭
高昂的自由之翼，进击的巨人之心永不磨灭
高昂的自由之翼，进击的巨人之心永不磨灭高昂的自由之翼，进击的巨人之心永不磨灭
高昂的自由之翼，进击的巨人之心永不磨灭
女王巨帅！！！
高昂的自由之翼，进击的巨人之心永不磨灭!
前进！！！！
高昂的自由之翼，进击的巨人之心永不磨灭
高昂的自由之翼，进击的巨人之心永不磨灭
为自由前进
燃爆
为利威尔兵长献出心脏！
表白艾伦兵长三笠阿尔敏和调查兵团全员
1.5倍速新世界
我想问下那个绿色弹幕怎么做到的
为利威尔兵长献上心脏
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！
高昂的自由之翼，进击的巨人之心永不磨灭！高昂的自由之翼，进击的巨人之心永不磨灭！
笠娘我爱死你了啊啊啊啊
我们是特别自由的
为利威尔兵长献出心脏
为利威尔兵长献出心脏
帅
为团长献出心脏！
吹爆我大巨人！
为兵长献上增高鞋垫
女王美如画
夺回玛利亚之墙
为艾伦耶格尔献出心脏！
献出心脏！
为埃尔文团长献出心脏！为埃尔文团长献出心脏！为埃尔文团长献出心脏！为埃尔文团长献出心脏！为埃尔文团长献出心脏！为埃尔文团长献出心脏！
为埃尔文团长献出心脏！为埃尔文团长献出心脏！为埃尔文团长献出心脏！为埃尔文团长献出心脏！
为埃尔文团长献出心脏！为埃尔文团长献出心脏！为埃尔文团长献出心脏！为埃尔文团长献出心脏！
立体机动装置这个设定太酷了
