我第一次充钱是在哔哩哔哩 13.85
哈哈哈哈哈哈哈卧槽
B站还得给up主钱
好了，买，别说了
B站一亿多人 700w大会员 这太惨了
咋能亏这么多
哈哈哈哈哈太真实了
北海啊，要多想！
破站能不能给我手机话费充会员啊！
亏损不亏损不能只看数字 知道什么叫战略性亏损吗？我今年挣了10亿投资20亿，虽然亏损了，但公司资产增加了20亿。
？
又一个花！！！
不能
国内能有网飞那样的原创剧的，话，一个月50都值得啊
都给爷冲
ohhhhhhhhhhh
B站太惨了
？？？
可以！！不白嫖真的好习惯
月活，不是日活
站这么少
天之道，损有余而补不足
明星大侦探好看啊
希望B站不倒
优酷有星战，i
？
优酷只会盗B站的视频
爱奇艺有哥布林（苟头）
我寻思着b站不本来就是追番的嘛
原创的力量
？？？？？？
？？？？？
B站居然比不上芒果？
我不是会员
弹幕来了
心疼
爱奇艺会员我停了
口合口合口合口合口合
这声音让人窒息
一个剧养活一个公司
???
优酷火影
一分钟的广告谁受得了
别呀，这立人设立的巫师都凉了
可是芒果很多综艺并不是原创，根本没有买国外的版权，所以才基本都是盈利……
年度金
小破站我能待一天
妙啊
b站年费冲
b站开大会员就是为了看番而已，但是晚一个星期就能看了，最近新番质量挺好，但不多
这次一定这次一定
.
对对对，我一直在亏。
bp战队hh
马桶台的体味
力挺我小破站
为了看假面骑士
ssvip真的劝退
刀剑神域好评
哪有亏损？亏损买要做视频网站吗？瞎扯
？？？
只有拿广告才能赚。
23333
小破站好可怜
233333
。
给你弹幕
我的天哪
1/7600000
湖南牛逼
这次一定
我没有会员。
我家就在这个公司附近
白嫖大法
笑了
前面的不懂不要乱说话好吗？腾讯买了龙骑往上的作品好吧而且月骑什么的他也没买
还是贾跃亭的乐视牛壁，随便融资一次就40亿，玩不过玩不过
还再玩别人这个梗
我是一个
你说的我也都有
我打算关掉去
额。。。。。
腾讯VIP就为了看NBA
三年大会员了
大家都是年轻用户，没钱了。
b
b站有没有什么大的版权费。
B站没广告，如果每个视频开头3分钟广告，会员也会多一些
在等我两年
刷颜色的举报
破冰行动！
？？？
这声音，心在滴血
下次一定
真实哈哈哈哈
哎 狂热用户
？
？
每年都亏那么多怎么活下去的？
要是真亏，早就关了
我是88VIP来的 一整年会员。。
 买jojo也花了不少钱
哈哈哈
腾讯会员很多是玩游戏捆绑消费的
b站不就是油管搬运站嘛
哈哈哈
全是白嫖
突然想哭
现在的学生没多少钱，再过几年绝对会增
？
我就下了这几个软件
哇
厉害了
厉害
我我我我
？？？
谁是会员？
8:13
？
当然，西片太太最好看了
靠爱发电，不扯淡吗
可是优酷的影库资源比其他的两个都要丰富啊
名侦探柯南OVA被优酷独大
被国外称之为中国的youtube，人怎么会少
小破站太惨了
OK
B站买番买电影都是要花钱的啊
因为都是套路呗
有我
反正就其他几家亏的钱都是被芒果以版权金的形式给赚过去的
？？？
支持b站
¿¿¿
血亏
举报了举报了
再充两年
现在的各大网站看视频还要花钱？不懂解析？
？？
马化腾哭晕了，马云双十一亏哭了
综艺 演 的好啊
冲了还亏钱？ 那不充了 反正都是亏
。。
我平常耍不了b站，就没充
＠_＠
b站太惨了
？
啥东东
？
什么叫日活
平台永远不会亏
才七百万？
为什么没有芒果，它不香吗？
b站的内容又不是比起爱奇艺买的热门真不算热门了
我们政治老师50多了还给我们推荐B站哈哈哈哈
啥意思这句话
??鹅干不过桃??
。。。
爱奇艺也有人用？？
白嫖的好多(✪▽✪)
如果不通过演员做假账，各大平台应该很欢迎限薪令
湖南台就会抄袭 无语
没什么钱？王者荣耀充皮肤的时候一个比一个起劲，一要大会员就想着嫖
？？？
优酷卡顿
看来我的年费会员还不够，我要升级超级视频会员了
优酷火影
会员？
我基本每天从12点刷到五六点（狗头）
我基本从12点刷到五六点（狗头）
我忘记关我的优酷自动续费了 本来想只想充一个月的(哭)
?
流量明星越来越赚钱了
手持多个视频的年费会员，经常在被借号的恐惧中
《格局》
爱奇艺有武林外传
可以
我就白嫖咋样
                                                  ← 谁给你的优越感?
白嫖的人太多了
快本剪辑属实傻批
因为都是独家
。。。。。
？
可惜内容好难看
woc怎么又看见这个男人了
有现金但是不能充钱的学生党
因为我是借的会员
湖南人路过
下次一定！！！
哈哈哈哈哈
！？？？？
?！
我充会员只是为了发弹幕
哈哈哈哈
不要恶意刷屏，看到的人可以举报
B站的会员太贵了主要是
QIY年费，但我一直用的是b站。。。。
？？？？？？
都是老年人，我妈看
四连了
额
333
B站没有会员影响不是很大
qqqq
现在发个弹幕都有人要举报  我在考虑到底发不发 我是觉得很有意思  但怕被举报[滑稽]
？？
电视剧版权贵啊
？
不要带节奏
死也不用爱奇艺，吃相难看
演员收入真的该压一下
中国boy哈哈哈哈哈哈
B站视频前一直都没广告，已经很良心了
b连头文字都买了肯定要买大会员啊
德云社
是我是我
？？？我也有
芒果牛
你想多了只是表面亏损
？？？？
哈哈哈
芒果tv不配拥有姓名
毕竟自己制作的
8:00
白镖放多了（我就是）
前面的那个sjb不看请滚
接我一个
海贼王
相比之下比B站那个电视剧和电影相当的少
B站我能刷一天
股市赚钱或者其他产业输血
月活跟日活不一样
兰以前说过，优酷快完了
海贼王
这里面都有我，哈哈哈哈，一年一年充，除了b站，白嫖使我快乐
因为海贼王买的会员
兰以前说过，优酷快完了
不能啊，B站不能倒闭，会员充起来
我不信
不要放了我要哭了
糊
给我峰哥排面
我整天都泡在B站啊
芒果tv充钱完全就是为了明侦，时间一过我就不想充了
B站加油
？？？
?
想知道点不喜欢有用吗
爱奇艺还是猛
？？？
还有海贼王
b站没排面啊
b站没有排名啊
湖南就是还
睿总太难了
哇
所以他们是怎么赚钱的？
小破站站冲鸭
meida。
爱奇艺做的网剧和综艺……请的带明星和流量鲜肉是真贵，而且流量也喜欢靠网剧和综艺出名，所以网剧里插了一堆广告回血
打死也不给b站送钱 白嫖多快乐
他们亏了那是我赚了？？？？
我真不是会员
6666
是我是我
腾讯亏的起
跟我一样，都有年费会员
卧槽
不需要那么多明星
中国新(wu)说唱
土豆直接凉了，最早自媒体之一
我怎么感觉这是在骗我氪金呢(狗头)
给峰哥牌面
营收在亏 市值在涨 九层互联网企业都这样的模式
去搞中国移动的咪咕tv，很多会员白给的，不用开
白嫖居多233
我一用b站就是半天
兄弟们，冲钱去
不是，怎么说，你们都氪一下会员，不贵的，滑稽
因为爱奇艺和腾讯追剧的多啊
我不用
有我
哈哈哈哈哈哈哈哈哈哈
b站都是穷学生，能有几个钱
上次这样说的被锤了
（疑似星战）
马上给你充电
我给了爱奇艺，优酷和腾讯年会，已经没了几百块，b站不看番真的不舍得开
我基本就用小破站和优酷
8:31
还搁这以我为准呢
?
因为银魂充了会员
湖南台全是抄袭
我每天住在b站啊 这么回事
以前迅雷可以疯狂下各种电影各种剧，后来很多都版权受限，确实三大视频都被薅疼了，版权保护就上来了
腾讯游戏都钱，不知王者荣耀
逐渐变成我听不懂的内容
假
倒数第二问
。。。
视频app就是亏钱的 资本是看好他未来的市场才一直烧钱投入的
那些垃圾50亿都贵
爱奇艺真有钱
我一分钱都没有贡献，有点罪恶，(手动狗头)
我是其中一个
止损
这么多
b站人数较少没办法
海贼王买的爱奇艺
因为青年太少了，大部分人，比如父母，他们看动漫？
这熟悉的声音
别想了，资本不是韭菜该操心的
看到了不该看到的东西
dada
亏毛线亏嘴上说的
唉 可惜我只是个学生 零花钱都没有 
白嫖使我快乐
我我我
我们的乐队真的不错
住在B站
流量资费呢！觉得up算的不对
银魂银魂银魂银魂银魂银魂银魂银魂银魂银魂
看了这个视频才知道b站还有会员
活动充了2年
因为我们的白嫖
看到我热血沸腾马上冲了个会员
？？？？
为什么要赔？因为人们看视频都白嫖（滑稽)
白嫖使我快乐
天天玩b站虽然我不是会员
？？？
星球大战。
u1s1，271的电影什么的很全，我充个年费看电影看的很爽
月活啥意思都搞不明白我敢以你为准？？
应该是海贼，就番剧来说
所以说还是要有优秀的原创内容
除了哔站我都冲会员。现在只剩腾讯会员。
小破站不需要超级出名
所以我选择了B站，广告少，vip设计范围不多，很平民化
充！
限薪令真的很重要快规范起来吧
我为B占续过命233
b站和其他视频门槛不同，所谓刷数据的也就不存在
但是B站是潜力股
白嫖不香嘛
B站是出了名的用爱发电
看到这里我立马去充了个会员
没用腾讯爱奇艺之前，我都是用pptv的。
但是人家成本也高
这次一定
当这些平台逐渐取代电视情况就不一样了
我不是
哈哈哈哈
因为白嫖
加油
优酷快凉了
有人咩
腾讯活该
爱奇艺会员一直在充，因为能看的节目比较多
下次一定
666666
这几个全充了年费，因为年费便宜
因为我从来不充会员
腊鸡爱奇艺不充会员广告两分钟，充了会员还是有广告
为什么打问号
纳尼
爱奇艺这两年很火吗？
就是芒果台啊一家独大？
哈哈哈哈
爱奇艺偏综艺，粉丝受众更广一些
一群白嫖怪
b站为啥这么惨
he tui
因为我刚好遇见你
港币多没得办法
白嫖是我赚钱的另一种方式哈哈哈哈哈哈
吴秀波，肖战...你怎么老是用些渣人的视频...
妙啊
肖战
康康b站
把爱奇艺优酷什么的全部干掉就行了。
8:31
这大会员我是真的心甘情愿
是我是我
一个
奶罐我可以
b站最近这么多新电影当然亏钱了
上一个说以我为准的已经。。。。。
明星太贵了
是我！
演员太贵了
b站一下子买了这么多电影不亏才怪
主要是B站太良心，没广告，大会员也就看个动漫电影
小破站无限矿业公司（doge）
三体？
人均白嫖
我都有
只有明侦在我就一直充
b站都是白嫖怪2333
爱5
国家队也在爱奇艺，为力02老婆我不得不爱奇艺开会员。
为了不让他们亏钱，那就不开吧
b站把会员业务加大就行了，现在不太够
手机内存不够的我表示手机上只有B站一个视频软件
其实人少挺好
为什么不算短视频？
怎么不能刷煳^_^你谁啊
白嫖
因为不合作
买了会员还得掏钱
想见你
哈哈
商业鬼才
3292人出来
因为我没充
b站会员又不像其他..月费挺贵，作用挺小（因为b站本来就没广告）
我，年费
没广告已经很良心了
这次一定
大家好，我是白嫖
我都交钱了呢
说贵的一定是没买过会员，B站会员最便宜的时候6元一个月
可以
上次给过了
B站应该是去买番和搞活动了吧
别说以我为准啊
给爷糊糊糊糊穿
腾讯竟然没盈利
8.31
爱奇艺超前点播。。
？？？
b站打足额
B站一直亏损
上一个以我为准的已经炸了
流弊
一个没看过
多卖几个98亿手办就有了（滑稽
铁公鸡多
巫师抄袭，不用有样学样
OHHHHHHHHHHHHHHHHHHHHHHHH
是我了！！
倒闭不变质
就为了看海贼，下载爱奇艺
都是大会员 说话嚣张点
关键是b站很多内容不行
优酷求你出sci第二季啊啊啊啊啊
说不亏的，可能是觉得自己充了十五块钱就能买一部电影版权吧
有病吧，刷糊字的，腾讯视频惹你们了还是怎么的？要糊还要你们说？小学生行为~
告诉你们一个秘密，你们充了会员还是会亏的，版权费贵的你们想象不到
爱奇艺 从出来开始就不喜欢上面的内容
爱奇艺鬓边 不是海棠红了解一下
注意雨露均沾啊各位，别让一家独大
这次一定
那怎么赚钱？
因为腾讯和爱奇艺的会员很多时候都有活动，几块钱一个月
冲冲冲
08:31
上一个这样的 已经.........
毕竟就是湖南台
有我一个
B站人均白嫖。
我也没充过会员
海贼王
Netflix
然而我不看。。
不看番，买大会员有什么用
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这里不讨论明星好吗，还世界一个净土吧？！
大猩猩夺目
创作激励
我没钱
潮流合伙人
为了明侦充钱我是愿意的
要有自己的产出
b站其实真的便宜大会员还可以干别的
yoooooo
重生超好看的！
？？？？？？？？？
芒果牛逼
皮
白嫖的我
！！！！！！！
98亿的手办
可是钱都去哪儿了呀？
B站可以白嫖
爱奇艺几乎啥都要会员
看西甲
以你为准？
上b站就是看黄色的
就是搞综艺呗
may j LEE
全是白嫖  B站广告还少
我为芒果独家综艺续会员到明年了我也不想的
充不充大会员都没广告
b站还有创作激励，很多up主的，百大就那么多了
电视剧集数太长内容太水，应该狠狠的压缩
是我
卧槽
巫师也糊了。
爱奇艺这么多用户还亏损啊
没有会员的年代咋办啊
主要是之前开了 懒得关
海贼啊！唉
我们班50个人只有4个用b站，其他都是某音
芒果nb
B站太贵，真实
有我一个
在不相关视频里到处刷糊的和肖战粉丝有区别？
有人知道这是出自哪个视频吗？
腾讯视频就是腾讯新闻撑起来的
喷了搞得活动时你就会买
我觉得他们会不会是做假财报?
no
不记得
………………
白嫖盛行
芒果：我不仅自己挣钱还让别人给我挣钱
你花几百充王者也不愿意每个月花十五来个连续包月，好一个没钱
完了
会员在此有一点用
我们还是看电视吧
因为他们只是视频网站，而不是终极无敌老银币
大数g
没赚钱就是亏
必须要大一统啊！
b站怎么办？头痛。
芒果还是nb
谢谢你们，刚打麻将呢突然就胡了
B站主要是动漫，爱奇艺腾讯视频可不止动漫啊。所
v4在此
芒果也会有一写电影会免费的
？
弹幕礼仪没有嘛？？
下次再说
亏还在做，优秀啊，别做了我们不忍心你们亏损
唐顿庄园
up也放奶罐了啊，脑子有病别来这里刷糊了求你们
b站花费那么大是因为买下了英雄联盟直播权
奇葩说
有几百亿那么多吗？
海贼王
b站真的好
一拳超人
爱奇艺里诶有想看的  而且好多片源还要转去其他网站 就离谱
nb
爱奇艺的用户太多了
还得有自己的内容
huuuuhuhuhuhuhuhuhu
那他们钱在哪里来的
B站的大会员太贵了
没毛病
明侦
说爱5的别笑死我，人家说得是原创，懂？
什么我大b站就这了我不服
冰糖炖雪梨明明很好看。。。
年费在此
腾讯没啥问题，他亏钱但是捧红了很多腾讯旗下的艺人
越有良心别人越不充会员。
？？？
nb
赖冠霖!!
不都是靠广告收入吗？
果然小破站还是运营最好的ヾ ^_^♪
？？？
手机报告显示我一天能看十个小时b站
因为哔站的大会员并不是很重要，就算不是大会员也可以看很多视频。
我三
那他们怎么活下去的
谁信啊
那些天天吐槽b站大会员付费的，要不是b站，你就去爱奇艺冲会员吧
为了明星大侦探开了芒果年费。。j
这次一定
巫师？是你？
这次一定
B站会员不贵啊
我也不想在腾讯充会员，可以假面骑士的版权他手里最多
问题是B站爱奇艺腾讯这些可以用直播和打赏抵消成本吧
再刷亿遍(滑稽
别想了，00后父母辈以上基本不用小破站的
爱奇艺腾讯毕竟还是大众软件，和其他软件有联动还有各种优惠券
等级高了就好了。
糊糊糊糊
2:47
就冲了芒果和b站
B站不是上市了吗？他们自己公布的财报应该是准的。
白嫖
前四个我都是用小网站看的
b站资源还是少不然没那么多白嫖
死神在优酷。。不然优酷真鸡肋
不充钱也有错？不能有消费选择权吗？什么观念
刷糊的可以有一份腾讯的工作吗
白嫖
然而，真正让死宅送钱的，就是因为海贼王在他那，独播
牛逼
表示不看番
F   G   O
优酷有德云社…
B站会员不算贵了真的
裤现在海沉迷在这就是系列，真是愁死人了
给你硬币吧
我就纳闷他们广告费不算收入嘛？
明侦！！！
我有三个
小破站牛批
怎么活？很简单啊，他们东家都是大户人家
fgo能挣多少？
现在的b不是acg乐园了
死神火影，，，
就是版权嘛
你说的，出来b站。我全开了年费
喜羊羊啊
请一定要看到最后
B站会员贵？我笑了
不，我白嫖
下半年说到下半年
我只有b站和网易云充钱了
我们纯理科班一半玩B站的。。。
不为啥，就单纯支持b站
芒果tv自制多
王牌对王牌！！你币有了
B站真的一直在用爱发电
我瞎了
冰糖炖雪梨！！！
前面的，b站会员还贵？你怕不是穷得吃沙子了
我上B站都是看游戏去和鬼畜区的，貌似不需要付费
一个都没看
真实 我刚刚充了会员就给我推荐这个。。。
19年的时候有活动可以和别人一起买，一年等于两年
承包空屏
这次一定
B站会员也算贵的话，你可能真的需要好好努力了
我们的乐队冲呀
小破站nb
其中有我这个年会
我们的乐队！
海贼王别走
2333333
爱奇艺……
去拍剧吧，血赚
8:31
B站太良心了，没广告而且就算不充大会员也可以看很多东西
妈耶
巫师？就是抄袭那个？
巫师抄袭早都凉了，别问了
我，88
其实国内的不转钱，谷歌上的每部电影都要钱
越靠前越不要脸 
1.07亿人，卧槽
我天天嫖
不是想嫖，而是因为我是学生，
继续白嫖
nb
弹幕无语了。。。
＜-------b站会员已经很便宜了
这是网站亏损的视频，刷糊的你们不好好看一下标题吗？
糊糊糊糊糊糊
开发乐观？
我看到了什么东西？
b站大会员还贵？？？？？
以为就会赚了
人都上去了还怕啥
不是 点赞不是应该觉得特别好才能给的吗？
又不是只有会员能赚钱
才7000万正式会员......
B站还是小
爱奇艺付费会员这么多???
纳尼
算我一个。
白嫖
我就充了爱奇艺的会员 
下次一定
bilbilbilbil干杯！
有好多会员，还是想偷偷舔盗版
怎么可能这么多
等下，所有人都不知道优酷是大陆所有视频网站中
对不起，你币有了
明侦！！！！！！
首先真不贵，用户体验比腾讯爱奇艺之类的好很多。。。还是圈子太小了
那图个啥
也就年轻人看b站的，父母辈很少
那他们怎么还没倒闭
b数？
大部分b站用户都是路人 很多甚至账号都没有
因为易烊千玺才开的会员
不还是亏
这里可以看出B站是有多么的良心了
全在白嫖
B站加油啊
2333333
浏览器是个好东西，白嫖党表示充钱即为异端
为明侦开的芒果
8:31
"优腾爱对标Netflix,b站更像youtube"
那个网站有B站那么高的创作激励啊
竟然是boy的视频
？
为什么海贼王在爱奇艺啊
那钱呢？
b站会员费应该是最贵的，而且都是关于动漫方面的收费，这几年引流的圈粉不在受众内。还有个更便宜更划算的爱奇艺竞争，以前环境好还能站b站，现在还不如去爱奇艺看
前面的，因为爱奇艺大部分，全要会员
我没充，全白嫖
不是乐视吗？
啊，是我的哥哥
纳尼
弹幕至于戾气这么重吗？
我们班就5个人
b站吸引人的一点就是没广告吧。。
超喜欢明星大侦探的
他们年年亏损
b站大会员贵吗？打折活动一年要不了一百
b站真的很良心了，没广告，有限免，还有拜年祭，这么良心没人看吗？
美股起飞
峰峰峰峰峰峰徐甜甜
