刚刚！！！
一三九啤酒白酒葡萄酒笑死
放箭放箭！
大哥还是心疼的。
《愿》
哈哈哈哈哈哈哈哈
细节，颇没了hh
《嗯》
《关羽借剑》
关羽借箭
曹操:＂我谢谢你＂
孔明你要是被胁迫的就眨眨眼
以德服人(物理)
哈哈哈哈
玄德久经明日方舟，必知当世正宫（doge）
这进度条
关羽一人完成草船借箭伟业
怎么不按套路出牌啊
《蜀（zu）国人》
国太哈哈哈哈
离谱
哎哟我去，我的老腰
说曹操曹操到
俺也想要
哈哈哈哈哈哈
？？？腹泻？？？
酷毙了
丞相和都督私奔了是吧
所以这些工具里没有利斧啊（恼）
复汉者联盟
嘎子姓曹？
诸葛亮还是大一辈
这么个火啊
这是X战警
超能力是让你干这个的？
这也太帅了
说曹操 曹操就到
曹操快递是吧
真是离谱他妈给离谱开门，离谱到家了。
来时471人，去时3000+
曹老板大气！
《你哥我》
华佗挣了多少了？
挑起吕布和曹操的矛盾
哈哈哈哈哈哈
神他妈复仇者 这不是变种人？
马神
你用赤壁的画面呐哈哈哈哈哈哈
《曹操偷玺》
草哈哈哈哈哈
刘·猪符咒持有者·备
哈哈哈
老乡人
张飞：看我这聪慧的眼神！
小马哥：还能这么烧门？不信谣不传谣（doge
曹操:我谢谢你
历史正文？
说曹操曹操到
离离原上谱
尼古拉斯孔明
哈哈哈哈哈哈哈
比博燃
吴国太都拿走了哈哈哈哈哈
张飞：你不早说能按揭
我没有家资可以用了
没钱啦
《制造》
？！？！三国杀蒸蒸日上和在坐各位脱不了干系
太秀了
纳米皮肤，主公（雾）
都是品神
好好好
绷不住了
哈哈哈哈哈
具备竞赛
说曹操曹操到
已算得张飞家资不足三千万
三国首富华佗
阿 斯 塔 特
唐僧？？
就凭这个，我给了个三连
《正合我心》
铸 造 将 军
乐趣到了马超突然止住
纳米机器，小子
这个阵势我在百变星君里见过，最后超好吃的牛肉面就做好了（）
尴尬
两个亳州老乡
哈哈哈哈哈哈哈哈哈哈哈
造孽啊
哈哈哈哈
科技是第一生产力
哈哈哈哈哈哈哈
好的，我先去治个法医
奉孝你怎么了哈哈哈哈
张教授哈哈哈哈哈哈哈
哈哈哈哈
66666
这是谁，马超？好帅啊
艾——斯——!!
关羽借箭
机械飞升？
诸葛你被要挟了就眨眨眼
哈哈哈哈哈哈哈哈哈
太帅了吧
按揭的最强
哈哈哈哈哈哈哈哈哈哈救命
终于更新了
不愧是你
张总大气
哈哈哈哈
说曹操曹操到就是神速了
草啊
这是碳基生物想出来的？
大吴疆土的守护者界徐盛发来贺电！
哈哈哈哈笑死我了
戴宗（确信
华佗危
满 声 唏 嘘
传  世  佳  作
哈哈哈
BGM《 Ghost riders in the sky.》
三国演义 军备竞赛
好家伙
恶灵骑士
下一代恶灵骑士是塞恩斯
管宁：隐居青松畔，遁走山林间
？蒸蒸日上
看了一遍深感来早了
木叶飞舞之处，火亦生生不息！
世界线变动
孔明灯
神速：说曹操曹操到
老板大气！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
天堂制造（确信）
关羽：不及我刘哥一半准
樱木花道直呼内行
巜赛博朋克变异人》
电眼壁人
河里哈哈哈哈哈哈哈
秀的一批
哈哈哈哈哈哈哈
法师·马超
哈哈哈哈哈哈
吁~
曹嘎
蜥蜴:你看是不是给我也来一个！！
说曹操曹操到
你这我不投币好像说不过去啊
说曹操曹操就到
比博燃
好活
快 德
祖国人
快跑
逐渐离谱
逐渐离谱
牛啊牛啊哈哈哈哈哈哈哈哈哈
卧槽
马术值多少宝珠
三弟还是个忠厚人哪
快银骂骂咧咧的离开了直播间
患难见真情
青红造了个孽
云飞兄别来无恙
华佗或成最终赢家
哈哈哈哈哈哈哈哈哈哈
曹操：？
太牛了！
马踏麦田真相或不慎流出
又来造孽了
说曹操，曹操到
电光刘备
三国队长
闪
马超会法术
三弟竟隐藏地如此之深！
是相同类型的替身呢！
曼森的浓痰呢？
《说曹操曹操到》
《嗯》
只投两个币我不服
呵呵哈哈哈
哈哈哈哈哈哈哈
机械飞升
我疯了，你们都是些什么人
说曹操曹操到
战术目镜启动
《飞飞公主有佳资》
金刚狼
火龙骑士
诸葛是害怕了吧
哈哈哈哈
我看过最离谱的三国
火计
离大谱
好活
加速挂
给我火
不对劲，是广告
俺有佳姿
不分青红皂白
离大谱
以为不对劲
一时瑜亮
牛逼
说曹操曹操到，这还不够神速吗
等等这不是你的技能呀
哈哈哈哈哈
哈哈哈哈哈
你这不是机械飞升吗？和基因改造对着干呢？
小麦抗倒伏
说曹操曹操到
《矢北》
心灵控制如何
嘎子
不对劲
这名骗够变T的啊
蜀国人
按揭的肯定得给你强力点的，按揭没还完死了钱就收不到了
磁铁果实能力者超新星：基德
三家归华佗
凉企还会投资广告？
说曹操，曹操到
你这都和基因没什么关系啊
好炫酷
这个大汉乱套了
《迫  不  及  待》
一时瑜亮
秀   哈哈哈哈哈
终极大boss
有封神榜那味了
哟，安杰罗
战术目镜
超  这神马
卧槽恶灵骑士
嚯
快操。。。
孔明真俊杰也，识时务啊。
青红大师，收了神通吧
孔明快跑
原来是商单？
这还要啥诸葛亮啊
一人打赢赤壁之战(确信)
电眼逼人
西部魔域皮肤
机械飞升
一环扣一环的
无妨
S A N D S T O R M
cyber
焯，好活
金刚狼是吧
不是有我金玉大帝吗
我不要，我只要桃和酒（狗头）
笑死了
你个b眼镜就不打算摘了是吧
牛逼
牛逼
今天也是两眼一黑呢(
《说曹操，曹操就到》
操子偷狗
青红造了个孽啊！！！
哈哈哈哈哈哈哈
投币投币，服了
？？？？
绝了
《根据原著改编》
镭射眼
哈哈哈哈哈哈哈哈
三爷是真有钱，真的够兄弟。
真 中西结合
孟德：？？？？？
关羽借箭
请问：华佗现在有多少钱？
拿来吧你
五竹！
神马超哈哈哈哈哈哈
骑乘决斗！！！
蒸蒸日上
曹操偷袭
说曹操曹操到：曹操有神速力的有力证据
超时空传送
哈哈哈哈哈
卧龙？火龙！
草哈哈哈哈哈哈
楚云飞
哈哈哈哈
我邢道荣大将军不出来？
你们这是坑三弟啊
支配恶魔张翼徳
哈哈哈哈哈
如果华佗再世
最强三国兵器！！！！！！
华佗赚麻了
神TM马超
说曹操曹操到
德云社魏国分社
X-张飞
蒸蒸日上
刘•斯科特•备
青红终于又出神作了！！！
这个是啥电影
三国杀广告
谁叫你这么剪得
金刚狼和镭射眼是吧？
蒸
这不是麦当劳的汉堡？
牛逼牛逼牛逼
《华佗极速版》
神话版三国
太牛壁了
屈才了
说曹操 曹操就到
牛逼
曹子是你吗？
鲁肃不要吗
说曹操曹操到啊哈哈哈
【魔法攻击】
曹操出行
哈哈哈哈哈
听到神马超耳熟，上一份饭是可汗吃了
超逆马
金属先辈（难视
从颇有变成了有
我去x教授
《赛博朋克 1077》
前面的家资都是这么来的吧……
夏侯渊：？？？？
蒸都给我蒸！
基  因  改  造  (物  理)
说曹操曹操到
《镭射眼》
按揭贷款笑死我
刘备：我直接化身祖宗人
才过去三分钟嘛！
太牛了
痛失宝刀
哈哈
满脸遗憾
好家伙
哈哈哈哈
离谱
卧槽绝了
说曹操曹操就到
我记得终极系列张飞贼有钱
一时瑜亮
哈哈哈哈哈哈
好看，笑死
华佗恐成最大赢家
《快操》
念力
辽 北 神 医
说曹操曹操到！
俺也想要！
兔符咒
？？？
华佗：最近业务越加忙了
华佗富可敌国
闪！
哈哈哈哈
离谱哈哈哈哈哈哈
《 X - 三 国 · 演 义 》
《   真   好   玩   》
三连了！哈哈哈
吾币请速速取走
蒸蒸日上
太狠了
幻痛？
快银处刑曲
近战法师
无懈可击
神周瑜——业炎
哈哈哈哈哈
这个不是兰戈的bgm吗？
急不可耐
开蒸
哈哈哈哈
瑜亮の行军返乡
说曹操曹操到，这句话应验了
圣僧你怎么在这
草 三国杀广告
法醫才能治
我 负 天 下 人
地上捡的小卡片
哈哈哈哈哈哈哈哈哈哈
油女志乃(博人传)
这个人是不是演过唐僧？
？？？？？？
俺也想要
梅开二度
大冤种张飞
让我们红尘作伴，活得潇潇洒洒
梅开三度
哈哈哈哈
绝了
哈哈哈
痛失硬币
哈哈
单走一张六
哈哈哈哈哈哈
曹老板大气
好家伙
青红造了个孽
这边真蚌不住了
《恶灵骑士》
这个神速应该是指神速力，马被神速力包裹了（迫真）
不对劲
以前最喜欢的电影
绝了
这么个切法，躲在门后的诸葛亮都给你分两半了。
亚斯提陨石
《盗妻人》
严夫人
我笑周瑜无谋，诸葛短智
兔  符  咒
我选择烂尾……
再来一遍
我要这硬币有何用
给我的推荐的标签居然是影视……
小卡片
笑麻了
再不走我成刺猬了
华佗或成最大赢家
真的太绝了
孔明新皮肤恶魔战警
马超：马术不如神速
不是我想招黑，但为什么我看这华佗越看越像小潮team里的高斯。。
博士？
三弟能处，有事真掏钱
华佗怒斩4000w
好家伙 直接好家伙
赤兔：？？？
进度条令人感动
你他娘的还真是个天才
居然是广告
？
按揭就是贷款的意思
替身：天堂制造
牛壁了
燕双鹰
按揭？这都行
赛博朋克
还TM卡点？
我跟你开玩笑呢
撸串
hhhhhhhhhhh'
哈哈
逆天
蒸！
说曹操曹操到
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
说曹操曹操就到
关羽借箭
好家伙，币有了
华佗赚不少啊
投币了，up我命你速速更新
哈哈哈哈哈
这下厉害了！
赛文がです！！！
无懈可击
箭头被吸收了（恼）
快银
祖国备
是猪符咒，我用了猪符咒！
关羽借箭
中国
哈哈哈哈哈哈致富经啊哈哈哈哈
被吓傻了
X教授张飞 
亮瑜
说曹操曹操到呀
哈哈哈哈哈哈哈
刺客变法师了
暴风女马超 
恶灵骑士诸葛亮
说曹操曹操到是吧
hhhhhhh太草了
x张教授
维斯特洛火龙~刘玄德
张教授
嘎子？
得华佗者得天下
曹操艾伦
明眸在哪
绝了我擦，我币没了
马 督 工
重力魔法
卧槽 金刚狼
大离谱啊。。
视穷匕见
曹操抱着马跑的（确信）
新 概 念 借 箭
不是你疯了就是我疯了
火
恶灵骑士
死侍
飞天忙牙长
哈哈哈哈哈
要素过多
人才啊
西部天使-塞纳？
去和夏侯霸学学豹变吧
哈哈哈哈
帅呀
《快曹》
闪电侠曹孟德
哈哈哈 绝了
祝融夫人都不放过
可达鸭张飞
MD绝了
前面说符咒的，洛佩就是刘备
哈哈哈
哈哈，好活当赏，哈哈哈
火之意志
target，target，target
特异功能哈哈哈哈哈
牛逼
不对劲
龍門鏢局夢幻聯動
林恩，这我熟
《俺颇有佳资》
力量嵌合
哈哈哈哈哈哈哈哈哈哈这里笑死
东汉首富：华佗
那是吴国太，住手
关于古代黑科技这件事
让夏侯渊教你
哈哈哈哈笑死我了
《速通茅庐》
不对劲，快跑
好好，可食之
神行太保曹操
愿原力与你同在
祖国人啊这是
唐僧
主公糊涂啊
镭射眼，金刚狼，快银，教授
卧槽  我的币  保不住了
卧槽 我的币 保不住了
三国战纪群雄争霸
艾斯，萨博
镭射眼
说曹操曹操到
卧槽要素过多
华佗还懂电焊工啊
要素察觉
张 教 授
崩不住了
。。。。。
尤里
逆天
《三顾茅庐》
蒸蒸日上
先生若不教我，我便害了先生性命（doge
《魏蜀争霸.
虽然但是没有用斧头啊啊啊
秀儿啊
说曹操曹操到
牛逼哈哈哈哈哈哈哈哈哈哈哈哈哈哈
大嘘
好久没有看到让我眼前一黑的作品了
《快曹》
比嘎子还快
《嗯》
好家伙！！！！
一时瑜亮
尤里
《三  国  人》
这也无妨！？
这个眼神笑死我了
你搁这撸串呢……
八级木匠相当于中级知识分子。
哈哈哈，这个笑死我了
《说曹操曹操到》
一时瑜亮！
我去哈哈哈哈哈哈
蒸
吃猴脑
怕死的屑丞相
大医精诚
《X战警  三国鼎立》
没有像闪电侠这样的防火衣他居然还能跑这么快不烧起来？
福尔摩斯的音乐
年来华佗是从现代穿越古代的竟然还在古代推广现代药物
纳米机器，小子
老头环：陨石术
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈
是你，老乡人
孟德你盒子没拿！
弗兰肯斯坦是工匠 造出来的叫亚当
阿 斯 塔 特
完了，更不两立了
楚云飞？
查尔斯•翼德
哈哈哈哈哈哈
曹操：我也是这么想的
？
太草了，红红火火恍恍惚惚哈哈
《卡牌大师》
金刚狼 镭射眼 X博士 快银
卧槽
入 云 龙 公 孙 胜 
恶 灵 骑 士
出现了！ 修 卡 の 改 造 人
说曹操曹操就到是吧
华佗演义
说曹操曹操到
思考特·刘
草（一种植物）
说曹操曹操到是吧
哈哈哈哈哈
这华佗都赚多少钱了
哈哈哈哈哈哈
说曹操曹操到
离大谱
哈哈哈
哈哈哈哈
up主大才
蜀国人！
我已经笑死了
逆天
牛
哈哈哈哈哈哈
yuri
哈哈哈哈哈哈哈
牛逼
皇叔赛高
你们俩可是开心了
卧槽吴国太
我超，广告
你的币有了
冤种弟弟
一时瑜亮！
不对劲
樱桃小嘴~
神tm按揭
哈哈哈哈哈哈哈
传单！
夏侯渊：？
诸葛连弩
握草
X博士
蜥蜴难逃一死
哈哈哈哈哈哈哈哈
找夏侯渊不比这靠谱
笑岔气了，快帮忙打120.。。
说曹操，曹操到
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈
火钳刘明
我绷不住了
我要这币有何用
来早了
突然就离谱了起来
破案了
爱十周年的和不爱十周年的都沉默了
我的老婆啊，曹贼，我和你势不两立
青红大大确实整的活与众不同
啊这，开眼了
神马超，神马超
哈哈哈
什么镭射眼
你已经死啦
说曹操曹操到
关羽：我等不及了
秀得头皮发麻
酱紫减
易得太富了
先生何故发笑
蜀国人
怎么不是界马超哈哈哈
梅开二x二度
老乡人
说曹操曹操就到的由来
投币了 投币了
绝了
《说曹操曹操到》
说曹操曹操到
逆天
蒸蒸日上
这样的话，刘备早统一三国了。
秀儿
造钢铁侠呢这是
太离谱了
恶灵骑士
电眼逼人
蒸！
给操整个返意念
作孽啊
有头盔
三国人物被玩坏了～
1.1
袁绍“箭支充足，尽管取用”
哈哈哈哈
看此视频不可饮水啊！切记！
牛壁了牛壁了
白嫖失败
草
镭射眼•刘
串台了
蒙太奇开始
俺颇有姿色
唐僧？？？？
电眼逼人
把嘎子偷了
笑疯了233
说曹操曹操到
人才
哈哈哈哈哈哈哈哈
9000+？
插标卖首，看我杀当闪，闪当杀
电话号码还少一位
酱紫剪
俺也想要
逆天大半夜笑翻了
《愿》
卧槽
唯你刘哥和二哥关羽尔！
