来了
69人？
完全没听过
..
但是决定去影院看看
上海电影院没开啊
桥洞底下盖小被——
这是海清？
我来证明你开了弹幕
男妈妈式帮忙宣发了属于是
WC！安卓？
宣发很费钱吧，尤其是这种把钱都花在创作上了，很缺自来水啊，三联啦
为什么你标题没有电影名字
人不为活着以外的任何而活
莫扎特是真的烂
2000+朋友们你们好
没有任何宣传
我们家这边的电影院都没有排片
都不知道这电影入围了柏林
真实
内娱不行了
我没看过1950年，当时我上班了，就等着晚上8:00的排片。结果呢没有人买就撤档了。
我前几天看了！
2222222
的确，我父母就是这样但如今我觉得他们很幸福
其实很真实
前面男妈妈笑死我了
估计是没钱了
“我看清了自己的前程，在这片充满苦难的土地上无趣地劳作，直至终了”
真的全靠自来水，排片量也不太行
有，但人在上海
hahahahahh
好惨
我的爷爷奶奶。。。
对，是海清
拍的确实真实。
可以说我的父辈们都是这样（我2008）
所以，可怜之人必有可恨之处
我感觉只要是反应农村或者旧社会的片子，百姓过苦日子的片子在国外很容易获奖
宣传力度不够
现在私信只能发一条如果对方不是好友并且没回复的话，可能没看见
这是海清吗
男主这双手……是我见过影视作品里面最“真实”的一双农民的手！
3000+的朋友们好
如果这样的话，票房差就活该
呜呜呜呜
“生活”就是“生下来，活下去”
这部自相矛盾吗
所以是小众啊
靠自来水吧
不是被观众遗忘，是被资本掩藏
可怜哈哈哈哈
直接开始哭了
女主是海清吗
已经对电影失望了，好久没关注有什么电影了
让好东西挣了钱岂不挤得我瞎j拍的没活路？必须弄死
三连只为让更多人看见
海清？
有没有一种可能，他们没钱做营销了？
海清诶这是
被观众遗忘的本身，是已经烂到无药可救的影视圈
没有钱营销
居然还有up恰莫扎特的饭真的是……别被忽悠啊
宣传要钱啊……哪一个满天宣发的爆款背后不是好多钱砸出来的……
哈哈哈哈
排片都不给你排
哈哈哈哈哈哈哈哈哈
《一点就到家》？！？！？！？！
劣币驱逐良币早得逞了，你这是死马当活马医
资本在努力扼杀，劣币驱逐良币
已看
看过有一个叫《算命》的纪录片和电影里描述的基本相同
唉，畸形的影视圈啊
3000+的朋友们你们好
本期视频建议三连，让更多人看到
奔着拿奖去的？
卧槽
真的良心，他真的，我哭死(ಥ_ಥ)
居然是海清
重要的不是光，而是追逐光的人，但现在的人已经大面积放弃光不相信光，一切向钱看就是这样
就真，，隐入尘烟，，了？！
他们只会认真拍电影，宣发是资本的拿手好戏，他们不太在行
周末去
说得好！！！！！
不太了解呢，好久没关注新电影了
独立电影人
海清？
是的
bgm是r6s的大厅音乐！
这是海清？
208万的诈骗呀
h h h h h h h h h h
海清自己也不宣传的吗？
是的
我们可没有遗忘抛弃，听都没听过这个电影名好不好
小众电影都小众了怎么可能引领风向，这很矛盾
我学习很差。我妈说如果我考不上高中，16岁让我嫁出去。
其实我始终觉得中国才是农民农民才是中国中国有90%以上的土地都是农村
叫好不叫座
时代变了
电影没钱宣发吧
说得好！！！！！说得好！！！！！说得好！！！！！说得好！！！！！（传下去！！！！）
晚上十点才有一场
3
海清永远的神
你们好
"没听说过,资本的力量无人可挡"
懂王发力了
是
那个年代，有的还不如这呢
说得好
祥林嫂是吧
是海清哎
被资本抛弃，观众知道个啥，又没人跟我说
不管想不想承认，资本已经慢慢侵蚀了。
我一定去看
你们好
字越少 剧越好
全体起立，城南花已开，愿君永常在
现在没有这样的了，也不必要过度那什么
拿奖的片，不想拿钱，拿了奖就够了
宣传到位了还是很多人愿意去看这种走心的电影的
我父母婚姻便是如此，外婆觉得男方老实不打女人，两人见了一面便定下结婚，在西北贫困农村便是如此，06年以前家里年收入不足一万
有人会觉得诧异这件事 我才觉得难过
我们这边没有排片
是啊，老是这么拿奖总觉得不太好
这怎么干让老爷们看见呀（
可能真的不在乎，拿奖比票房重要
有点像四字割割
莫扎特砸了不少钱营销
三千＋朋友们
营销事件记录在哪里可以看到啊
我们这根本没有
营销事件记录在哪里可以看到啊？
消息都没个，完全不知道
排片真的超级少，一直想去看但是时间凑不上
希望能有机会去看！
消除贫困和消灭封建余毒刻不容缓且任重道远
农村很多残疾娶智力问题的女生
我们是农业大国，请永远记住
应该说反映人民苦难的片子容易获奖
没钱宣发，即使有钱了也会被某些资本眼红扼杀
外国人审美不一样
可能因为版权问题，也没有联系到他们剧组，所以不太有正片内容
总不能把奖都给那些月薪2000住平层大好斯的片子吧
我倒是很想看但是小县城根本不排片
他们卖海外版权
在豆瓣上看到过有人提及这部片子，没仔细看帖子内容
光看剧照，就觉得主创人员有多用心了，太带入了
哈哈哈哈哈
至少还要做个营销
海清真是个真正的演员
这是海清我的妈呀
这个戴绿头巾的，莫非是太子？
太不上心了
爷爷奶奶那一辈没背景的就这样
可能他根本不懂
支持！好的影片需要大家支持！！！
我爷爷奶奶就是
这花絮看着都很穷啊
内娱早就不行了，烂的一批
不是被观众抛弃，是被资本抛弃
我给你投资了2币
要记住这是发生在现在的我们身边的事
如果是海清，应该有点影响力才对
已经开始心塞了
三线城市不配有排片……
想看没地方看，想支持
三连了
豆瓣
海清？
很多事实都是反直觉。这就是沉默的大多数，真实，庞大而无声。
我家奶奶就这样
因为疫情
没听说过，也没看到过宣发
1111
描写大众生活的电影竟然属于小众系列……
芜湖~
没有流量明星可以营销
害商业片主流
每个村子里都有几个被逼疯的人
一点都不吸引人。
然而这种类似纪录片的就没有哪部能赚钱
我妈都曾抱怨过，说姥姥那时候对她的婚事漠不关心
嗐想去看都没有排片
我今晚去看
一天只排一场，还是晚上九点……
在人们都很幸福的时候，没人会去在意苦难
卧槽，火舞黄沙？
哎
农村这个很正常
《鲜花社》
羡慕这个互相救赎 （还好 是互相救赎 不是互相伤害 哎  勉强是不幸中的幸运吧  哎）
真的隐入尘烟了
这就是海清 演的真的很好
看过了 后劲十足
穷人上不得荧幕
在营销上花钱太少了，没办法现在就是这样。
当人们都处于苦难时.没有人会在意电影
我奶奶T^T
拍大众反而成了小众
资金都花在内容上了吧
买了两张票，明天去看
导演回复我了哈哈哈
凡是体现三农的片子都被打压
你是我的神doge
我去看了，真的是很好看，结局也处理的很好，不过整场就4个人。哎，太可惜了。
别吹豆瓣那里都是台湾人
他们是冲奖的吧
营销很贵的
.............
快进不会啊？ 没手是吧
海老师
有没有一种可能是没钱做营销了
小时候尿床我也这么干呜呜呜
内娱就跟国足一样，烂透了
导演；我已经无所谓了
支持
觉得自相矛盾的是没工作过吗？不是你想宣传就能宣传出去的
这bgm，换个吧
我这里的电影院都没排片！
好可惜，排片量太少我没去看
没有
哈哈哈哈哈哈哈
今年初二，我姥姥和姥爷结婚洞房时才见了第一面
这是真的没钱了还是真的没懂宣传的人……
被资本抛弃，观众知道个啥，又没人跟我说
想看，但是我们这边没有排片
社会就这样 早变质了，说再多也改变不了...
不是我不看，有好多电影是压根没有一点消息！
你是我的神
