首币
克味意大利面(bu   shi
简称归土
jail欢迎你
rocket leaves 配帕玛森干酪再加balsamic vinegar超好吃
M3以下七成，以上五成
囚犯可不能吃这个 这是对外的
我知道，是经典芝士菠萝榴莲披萨（doge
这刀工是怎么练的？
法国军火
需要脱光检查么？
关着火云邪神
回冢的感觉
不付钱是不是就可以马上进去了（
监狱比我们食堂好
我还以为放了
去吃波萝披萨
包吃住
风间澈
谢谢，只有你会在这里吃饭
一日三餐，包吃包住，可能有人还不想出去
嬉皮笑脸
《犯人善变》
小测有头发吗？天天戴帽子
刑
黑手党
解锁成功！
看得我想去坐牢
老唐处刑曲
火腿生吃才有灵魂
《瘟腥》
五分
人还是要有一技之长啊
ナポリタン
专业BGM
上流
保释成功
手里的泡面不香了
太贵了
八分（）
米线
做菠萝披萨的饭人 
检阅曲啊破竹
救命我受不了生的东西
TMD 解药呢？！
16605.68欧元
好像萨利亚的奶油饭
5
解锁成功
5
有没有阿帕茶
快去拿打火机罢
波尔波（确信
同时你还能看见乔鲁诺 乔巴拿
。。。。。。
米线
远近闻名Doge
二乔快乐面
意大利瓜
是不是意味着厨师没办法刑满释放了
全生
经理是号子里的蛇头吧
全熟
真就直接吃国家饭呗
搭嘎，口头哇路
助力每一个梦想
试即试，试即逝，逝忌试，即忌试
世雪啊
如果意大利的都知道是生的
里面有波尔波
进狱系男孩哈哈哈啊啊
《回 家》
菠萝！！！！！！
亏
不常来
吃霸王餐你就可以带走这个菜单的秘方了
下次丕定
真不贵
我再说最后一次 正宗意大利的披萨必须放菠萝
有酸丸子和素羊肉串吗
改用筷子就好了
你猜他为什么进来
也是吃的最好的监狱？？？（bushi）
欢迎光临
太阳一照直接追着啃
堪比某麦某肯
师傅领进门，修行靠个人
好家伙吃的比我都好
逝一逝
殡至如归
被胁迫了就动动左手无名指
小哥（嬉皮笑脸）：进来就别出去了(doge
拎包入住。
可以！很喜欢
从心火包进行曲()
《意大利军火》
焯！凶器！
回家的感觉。
《领包入住》
我也想进去了
不付钱就可以天天吃了
（脑）
你快了
【  公    狱   】
回家。
方便。
5
乌贼娘快乐面
《迫不及待》
朋友：有你是我的福气～
这经理说话一股教父味儿
逝一逝
黑魔仙(bushi
黑魔仙(bushi
《高雅电网》
发型很酷
不错
兰州拉面点了个赞
我喜欢保熟的牛肉
可恶，没给迎宾酒（恼）
小测要变秧歌star了（bushi）
50euro
解锁成功
可以给菜里加点菠萝
反正都服刑了，打你一顿无非加几年罢了
看后面墙上的海报
这可不兴欢迎
这些都是犯人吗？？？？
助力每一个不知死活的梦想
这是坐牢？？？？？
餐厅海报是《逃离亚卡拉》
是不是意大利南部城市·那不勒斯监狱吗
4.9
这不是前面那黑人服务员的脏辫么！！！
看看监狱的意大利在吃些什么哈哈哈哈哈哈
不说本来还觉得你没被胁迫
竟然让拍摄
5
绿 海 豚 监 狱
那里有老板吗？(jo里jo气
4444元
←刀是有铁链锁着的，距离刚好够切菜，不够捅人的
小测进去了（doge）
虽然说有些有点奇怪，但这真的不像监狱食堂喂（bushi
越狱成功!
我还以为要去有披萨的监狱哈哈哈哈哈哈哈
Dio
菠萝披萨(doge)
回头就背后给一刀
BGM是弄臣
有毒吧。。。
开玩笑很高档啊
哟，这不是巴舒亚伊吗
这不是愿不愿意的问题，这是我犯罪了能不能跑的掉
成功人士，巅峰住宅
《旊匾》
拿坡里
有菠萝披萨吗？
《非 凡 身 份》
你管这叫监狱
我以为是南瓜
《也是》
5
真的不是法国进口的吗
5
5
5
7或者10
墨…
我擦你來米蘭了
饭人
《回家》
意大利人：你看我听得懂吗？
好家伙，比我吃得都好
《高雅》
去吃菠萝皮萨
jojo诚不欺我
关押着布鲁诺·乔巴娜
回家（物理）
这个价格比外面的贵一点耶
《我劝你们在这里吃饭》
传下去：小测进去了
生啃
90岁小伙子可以吃吗
优雅，太优雅了
反正你都要去了我就不点了
来了还想走？
探店齁比多（bushi
监狱里的人都会说英文吗
空瓶是我的啦
厨师刑期满了咋办
反手掏出一个榴莲披萨
那不得来个菠萝披萨
去。。还真光盘了
居然没有夏威夷披萨（doge
本职工作
这tm是监狱？！
全生的
夹生烩饭，吃不惯
怕被下毒哈哈哈
火腿本来就可以直接吃吧
不愿意
这可不兴回啊老铁
米兰小铁匠
《为了进监狱》
《进去了》
零套单率
听到直接关进去悔改
换个赞可以 币就下次
饭
解锁成功
熟悉的bgm
不，我们不会在这里吃饭（doge
全主食是吧
顺便帮忙问问什么时候有菠萝披萨
个个都是人才
彭晓国？
全熟谢谢我不要寄生虫进入我的肚子
《神秘园》
一定要加菠萝
点起来
買個菠蘿
刑满释放
带大家去有披萨的监狱
啊，有感觉了！
哈？犯人来领的
收823欧元也不敢不给呀
大阪烧？？？？
5
助力每一个梦想
《公狱》
厨子期满释放了咋办
肤色正确
有没有菠萝披萨
日料？
乔瑟夫乔斯达快乐面
黑便不得做个胃镜？
不熟的铁板烧糊 哈哈哈哈哈
墙上的海报是东木老爷子的经典，肖申克的救赎的原型，《逃出亚卡拉》。这。。。不太好吧哈哈哈哈
大黑嘴
不付钱的话直接入住
恶魔之吻
3000加人？
乌贼娘：这个我熟
西撒
毕竟为了减刑，不过这些人应该为了不进监狱而努力做好人，而不是为了走出监狱
差点以为点错视频了
《真行》
《真刑》
我，乔鲁诺乔巴纳欢迎您
品尝披萨仙人做的披萨
敢说不值吗？
彳亍
哈哈哈哈哈
可汗领进门，悟道靠个人
1     1     4      5    1   4
里面得讲话又好听
吃饭吃进监狱了
是私营监狱吗
一分带血的
这环境待得我会不想回家啊
犯人？
个个身怀绝技
114514熟（即问即答
出狱成功
里面有没有波尔波（
试试就逝逝
三不沾（即答）
《小测想坐牢》
生意还不错
圣 枪 游 侠 
优雅
凌晨2000+
空瓶是我的啦！！！
解锁成功
法棍:没我硬！
刑非常刑
没事，我已经练到了没有开刃捅都能捅进去
入口即化
7
太贴心了，0首付拎包入住
这不比碧桂园好使？
这不是糊糊？
5
给老子点赞
半分熟
我生深度怀疑这道菜的创始是厨师不小心把烟灰抖到菜里
维多·柯里昂
烟嗓
什么地狱厨房
龙场悟道
我活的还不如一个意大利的罪犯
我也想吃！！！！
那我建议女士不要点牡蛎浓汤
不值
你确定这是监狱餐？
bgm不是女人善变？
五星餐厅待遇doge
十分，甚至是九分
no
原来不食油饼
不付钱就可以天天吃了（doge）
没人？
没人？
加密通话
我可太喜欢火腿了，我上辈子就是根火腿
听得懂吗
5
这环境，
我就自己被抓进去做披萨
那个厨师如果到期出狱了咋办？
这才是真正的武器，刀叉算什么
不能
JOJO快乐面
卡宝的银河星空面
这个挺好吃的，我吃过
我看二乔吃过(∗❛ั∀❛ั∗)✧*。
看着就怕他把盘子扣在我脸上
单吃火腿太咸
我还以为你会说让这个厨师做菠萝披萨
七分起步 十分最好
下次我也试试配哈密瓜
伟大吕凯
试试就逝世
服刑久了能升经理不（doge）
把老子的意大利炮拿过来
解锁成功
面包？武器！
自首？
我觉得，可。。
有神父吗
司机甚至是施瓦辛格
那不是跟烩饭异曲同工吗
三不沾（不是
意大利黑嘴党
不付钱就更方便了，直接保住
vaffanculo
有菠萝的吗？没有不点赞
我不犯法怎么会到监狱吃饭？还是意大利的监狱
烟嗓啊
你还见过别的监狱吗？
最后一期
教父的嗓音
milchreis
弄臣
好贵
逝过
我靠这环境，有必要出去么？
推进城
《公寓》
逐渐黑化
逝一逝
《瘟腥》
经营餐厅改邪归正
下次丕定
《助力每一个不知死活的梦想》
这么好的墨鱼汁面得加上波纹才好吧(doge
很香的
高兴
典明粥！！！！！！
放白葡萄酒的原因
比安卡深痕（不是
亵渎
关于囚犯都比我吃的好这件事 
我觉得吃个夏威夷披萨节目效果直接拉满
意大利菜看着还不错
《逝一逝》
三分或五分
钱多多
助力每一个梦想
为了进监狱我还特意劫了一架飞机
真帅
小测危
六分熟
有种去那不勒斯吃菠萝披萨。哈哈哈哈哈
唐仁杰：总结：俩人一共530块钱（doge）
《下班》
在意大利犯个罪不就行了
太猛了
饭人可还行
114514分（即答）
助力每一个梦想
拉稀套餐（bu shi
口黑
哈哈哈哈哈哈哈哈
可以加一点波纹，会更好吃
真刑
甜咸口
JOJO
兰州师傅都自愧不如
bgm（doge）
终于出了
你要是被绑架了就眨眨眼
解锁成功
？？？
锅渣渣
刑
五分刚刚好
年迈者的音频
助力没一个梦想
就是夹生饭呀
不
等等。这些做餐厅里的人都是犯人吗？
11分熟的
午夜酷黑（确定
0分熟
太刑了！
看得出来小测真的很想进监狱（doge）
这哑嗓还以为是教父
《贴心》
解锁成功
67分
拎包入住
这么偏远，客人都好多啊
《肖申测的救赎》
应该不常来
‘反复确认’
面包砸锁
我的内心有了个不成熟的想法
啊原来是意大利，那没事了
居然有这么多人
小撤
追着牛啃
？
记得在那不勒斯和乔鲁诺问声好
助力每一个触手可及的梦想
布冯可还行
逝亿逝
萨利亚最爱点的面
助力每一个梦想
哈哈哈哈哈
以法棍为剑，以上次的饼状面包为盾，那这个可以当匕首
饭量好大
吃过，味道不错
吃牢饭
哈力嘎
真号
you good
助力每一个梦想
qaq
我馋了
解锁成功
刑
看给多少钱喽
这个餐厅B站好像有纪录片
饭？
还行
哈哈哈哈哈
5
7
5
他慌了，这个男人他慌了！
我感觉光头的眼神好像要刀人
米饭刺身
我看型
你怎么会对这里这么熟悉（does）
其实就是手擀面
5or7
像在吃石油
《贵宾》
《刑不刑》
刑
《切成薄片的虫子》
我看刑
黑口红
这可不兴欢迎啊
1   1   4   5   1   4
餐厅里都是他最拿手的意大利人
烩饭！
欢迎入狱
太刑了
逃出来就顺便做你这辆车
我喜欢追着牛啃
菠萝
木鱼花很不错
原来是烩饭！！！
吃牢饭
解锁成功！
我天 真的好恐怖。。
厨师长：穿山甲
里面关着的不会是波尔波吧
越危险的地方就越安全（doge）
超酷的好不好。
去监狱见干部，加入组织，获取替身能力
远了点 讲道理 没了外界的诱惑 我相信他们能把美食做到极致
去了一次意大利犯罪
什么？火腿还有不生吃的？
能接受！！！
里苏特
这在欧洲都算很贵了
《殡至如归》
助力每一个梦想
做菠萝披萨
《 在 劫 难 逃 》
环境不错哦（doge）
敢不敢点一个菠萝披萨
菠萝披萨
里面的人说话又好听是吧233
这TM是监狱
-+
周某：那确实
阿美丽卡：唉！人形石油桶，过来，别跑！！！！
+
司机∶小伙子挺不错，知道自首
我看刑
6
别带我，你自己进去就行了
嘿嘿嘿已三连
解锁成功
稍贵点
？里苏特
不付钱是不是就能再多吃几年了
墙上的海报，竟然是逃出亚卡拉唉
大阪烧
哎，筷子真是好东西
突然懂了是啥监狱了
？
解锁成功
哈哈哈
发霉章鱼还在吗？去看看甜甜圈黑帮老大
感觉还是好危险啊
刑
《卢锡安》
法棍
真刑
助力每一个梦想
0.5分熟
我的最爱
刑
里苏特哈哈哈哈jojo!!!!!
一个简单的咸鲜口
《自投罗网》
记得放菠萝
这个吃着嘴麻不
5
我喜欢吃！！！
懂了，现在就去意大利抢银行
哈密瓜？我以为是芒果
解锁成功
但凡不给钱直接进去了
监狱区阿婆主
牛了
迈克尔·杰克逊（幻视
解锁成功
是雪（悲
刑！太刑了！
快迫害米4达哈哈哈哈
对对对，爷天天去
胚
助力每一个梦想
114514分
愿意
这是监狱？？？？
哈哈哈
仁叔快乐面
进去找波尔波拿打火机吗
神tm生吃，都是腌熟的，帕尔马
《刑》
助力每一个梦想
《我没有被胁迫》
莫名联想导致被刀
解锁失败
波尔波
最危险的饭人
1
114514
去世之前的一口石油
5-7
11 4  5 14
回 家 的 感 觉
回家的感觉
？？？？？？？？？
点一个菠萝披萨不过分吧？
和兰州有一拼
《 真  刑 》
助力每一个梦想
5
5
risotto
周围全是罪犯
心动
这个超好吃
助力每一个梦想
保存好应该没问题
？？？
行不行我不知道但肯定刑
老板（确信）
秧歌star
主厨刑满释放了，赶紧再抓回来
可能是500000元甚至是10元
助力每一个梦，梦想
鱼松饭
传下去
奥利给
不付钱直接上岗
就是那个里苏特（）
不给钱直接免费住下
助力每一个梦想
解锁成功
满满的求生欲
助手每一位梦想
死亡芭比粉
刑
刑
口红涂嘴里了？
BGM:Not angry
我要吃叉子
《贴心》
《高   质   量  探   店   系   列》
哈哈哈哈
投胎回到新家
有没有可能这样进来带着服务员犯人逃狱
“很高兴能带你进监狱”
GIO~GIO~
吃！都可以吃！反正吃的是意大利纳税人的钱~意大利经济最近还行？
自产自销了属于是
拿波里
5
是黑手党投资的吗？
5
这价格还能接受
糊糊
我一般追着牛啃的
菠萝披萨
《 回 家 》
给你三分之一可以吗？（doge）
帕尔马火腿！！！我去，本吃货也想去意大利这个监狱瞅瞅
进去以后好好改造
有时候一不小心真的可能就回家了 。
明天见
这是监狱？
BGM：夏日泛舟海上
刑！太刑了！
有菠萝披萨吗（doge
欢迎光~~~~临
《豪华》
《回家》
菠萝披萨
good
准备去搓一吨
有没有菠萝披萨（doge
好恐怖
迪亚波罗
探监
这家可不兴回啊
很刑
吃了，连续3天拉出来都是黑的。。。。
下期我想看见你在那儿的监狱 里里做披萨。
你肯定会去的哪怕我不点赞（doge
助力每一个梦想
黑人牙膏
新型犯罪工具
新型犯罪工具
很喜欢
《回家的感觉》
想当年二战的时候意大利人给俘虏飞行员的伙食都那么好，对自己人当然更好了
感觉犯人好享受
确定不是在《米其林餐厅》
比亚迪
我还以为是南瓜
吃牢饭
1   1    4
这种火腿在欧洲的很多酒店都有 我去旅游的时候早餐就经常吃这个
高雅电网
便宜
出狱成功 
高雅电网
解锁成功
7
哈哈哈哈莫名妖媚
笑死我了哈哈哈哈哈哈
汉尼拔在不在
反复？
看来，想去监狱吃顿饭都吃不起啊
二乔光盘面
哈哈哈真刑
什么哈哈哈哈哈哈他也是犯人？？？？
去见布加拉提吗
意呆利
黑暗料理
爷No曾犯罪［黄脸］哈哈
黑唇，好潮
助力每一个梦想
意米我上次吃也感觉米是半生的。。他们都喜欢这口感？
这就很刑
3000+
这是利索多饭，就是夹生的
红皇后
助力每一个梦想
《瘟    辛》
一片多少钱？
1
彳亍
秧歌STAR
声音和教父好像
最后的午餐
0.
0分，我都是抱着牛生啃的（doge
他甚至为此进了次监狱（doge）
我的妈呀
你~干~嘛~~~嗨嗨~~~哎呦~~~
《反 复 确 认》
5
5
我太喜欢进监狱了
黑暗料理。。
试试就逝世
我这边有限量的 当初没时间去吃
“回家的感觉
好像他们可以听懂一样
放了菠萝了么？
防弹衣不穿一件
邪剑仙
火腿和哈密瓜绝配
他真的 我哭
我擦，这跟我梦里的地方一样
5
5
5
DS
吃鲜生的
《回家的感觉》
1
好想进去
被抓了（确信）
不可能跑单
这是开放的餐厅？
强者不需要开刃
夹生：指死刑饭里夹了几个缓期
通辽龙场
dxrdxrdxrdxrdxrdxrdxrdxrdxrdxrdxrdxrdxrdxrdxrdxrdxrdxr
助力每一个梦想
太猛了
如果不付钱是不是就在这里住下了（doge）
助力每一个梦想
帕尔马好吃
意大利人不是喜欢吃半生不熟的米饭吗
很好吃
《回家的感觉》
助力每一个梦想
‘
九磅十五便士
《回家的感觉》
《过分》
《瘟腥》
我以为你专门犯了个罪
招生简章
2人不贵
然后向他们点一个菠萝披萨(doge)
吃饭的人
《我看刑》
黑色唇膏（不是）
回 家
阿美莉卡：什么？在哪？！
《瘟      腥》
《你见到波尔波了吗？》
出狱了咋办啊
《放出来》
瘟    腥
我想知道上厕所会不会也是黑色的
细节公狱
不行
“回家”
菠萝披萨
我以为是土豆炖牛肉（）
真行
客人还不少呢
你还见过几个监狱？老油子了？
chengshi
纳新简章
？？？
被胁迫了就眨眨眼
6
？犯人免费吃这些？
牛丰田
5
简直就是可狱不可囚
欢迎回家doge
行
这到底是监狱还是餐厅，还是高级餐厅我怎么感觉有大区
是不是波尔波被移送到这了doge
你过分了奥
配色可以
以后常住
《回     家》
明天会拉出来，所以这样明天见？
助力每一个梦想
监狱创收
3-5
欢迎，欢迎，我可不欢迎（doge）
优雅
千里打卡监狱
菠萝披萨（危）
排泄物也会是黑色的 别问我是怎么知道的
记得带菠萝披萨（doge)
谢谢，我不吃
我想到了某品牌的焗饭
刑满释放（确信）
卢锡安笑喷
我乔鲁诺乔巴纳，有个梦想，就是成为黑帮巨星
姥姥
天天吃也腻
指在监狱挖一个大坑（bushi）
那个，问问打五星的是真觉得看着好吃吗……不是杠……
里面个个都是人才 哦哟我超喜欢里面的
意大利人:菠萝披萨是吧??［邪笑］
黑魔仙（doge
还活着吗
很腻啊这个，口感不咋地
国内的也是这样的吧
就我喜欢吃焦的吗
监狱还缺人吗
刑啊
《DIO》
真刑
《回家》
jojo
他不会下毒吧(doge)
我要吃菠萝披萨2333
监狱？？？
吃饭的犯人呢
助力每一个梦想
西撒！！！！！！！！！！！
养猪
他们听得懂？
你现在就在家
受害者家属们看见了一定很开心吧
《回	家》
麦克风爆了吗
好到可以帮助他们越狱
«进狱系阿婆主»
我看这个刑！
nia不勒斯
塔帕斯小吃，又看到了
Homo独有的9比10大
别带上我啊
非战斗人员请撤离
黄金之风
看出来了
你要进的监狱
？？？
很刑
乔瑟夫直呼内行
二乔快乐面
饭本来就多糖，还搞这些
黑魔仙
高情商：
666
迪亚波罗？
0.1分熟，一般就是追着晒太阳的牛啃
监狱测评
《逝一逝》
yee
菠萝披萨哈哈哈
但凡有手机，我直接入住。
但没人想逃出来咋办
全熟
包吃包住，哪里报名啊？
全熟！不吃生的！
吃不完的话你就是下一个服务员
全熟
修~特猫若？
回家
5
刑
《能进来》
《与教父共进午餐》
全熟
菠萝披萨
瘟辛
刑
《师傅领进门，修刑靠个人》
监狱？？？？
小测进名单
忽然想到西撒，呜呜呜
优雅永不过时
我妈:全是色素！
《阿美利卡快乐面》
《常来》
彳亍
太贴心了吧（doge）
刑
你对面是不是有把枪指着你
怎么没人
食一逝
吃过  能接受
刑呐
“公寓”
助力每一个梦想
探店豁比多
有无黑手党采访环节
我不知为何有点儿联想到了方舟的杰斯顿
《刑
刑
不，114514！
好吃！！！！
（监狱）
《刑》
这个监狱里，关押着整个意大利会做菠萝披萨的厨师[doge
《早日回归》
明天见
hsmb
明天见
下辈子再见（正经翻译）
《瘟 馫》
出入口就是这个洞
圣枪哥
二乔：这个我熟
二乔狂喜
巜生吃》
助力每一个梦想
五星好市民
吃了就回不去了（Doge）
4
非常好
迪亚波罗
建议往里面放块菠萝（doge）
太逊了 
害人的比被害者过得好
没开刃怎么切东西？
me仙berg
《宾至如归》
《家》
我趣，好便宜
嘴巴里变黑色了
粉丝先吃
NO
《不常来》
助力每一个梦想
一个简单的咸香口
解锁成功
进
投毒犯开心了
牛批
热情组织！
还可以
到达监狱最高层
贵族监狱（）
烈焰黑唇
想到了监狱建筑师
我再也不相信《猫鼠游戏》了
刑
助力每一个梦想
《回家》
只见一个黑帮巨星拿起了他的钢琴
把我的燕尾服拿出来
《难道还有白色的墨鱼汁吗》（doge）
哈哈哈哈感觉口腔成黑洞啦
贴心，太贴心了！(doge)
说话的是 维托柯里昂
过分
7
114514
6000+人
美利坚：石油是吧
大斯莫克？
这英语就离谱
114514
↑天才
5
114514
5
一点看不出来是监狱
逝一逝
助力每一个梦想
粉丝先吃（
为什么经理有点想哈皮（bushi）
哈哈哈哈哈哈哈
好家伙太猛了
尘世闲游
《回家》
这样还可以送一一个手镯
刑
《  进  趋  了  》
刑
《     刑    》
你要是被胁迫了就眨眨眼
下次不不不不不不不不不不不不不不不不不不不不不不不不不不一定
害怕
肋力每一个梦想
7
啊？什么牛还在跑呢，不说了我去啃了
小  测  坐  牢  记(doge)
《进去了》
监  狱  大  酒  店
乔瑟夫吃过
确实很温馨
《回  家》
《 瘟 锌 》
夏日泛舟海上
5
会不会下毒
那他出狱了，餐厅怎么办？
突然想坐牢了
5
现在有了
为啥非要把打分设在点赞上，一直点不到打分
5
家=监狱
《逝一逝》
1
这个口黑不大行呀染唇啊
刑！太刑了！
这地方应该没人敢吃霸王餐了
8分
狱警领进门，入住靠个人
啊？在这里吃饭？需要我去劫给机吗？（doge)
嬉皮笑脸
殡至如归
6000人！
刑满释放
这个声音真的好像美味的披萨里的乞…驯熊师！超可爱
114514
114514
《椰子灰》
去看看那不勒斯最大黑帮组织的boss
114514分
意专生狂喜（bushi
我还以为你要找一家有披萨的监狱
你要去见波尔波吗，然后获得替身？
会不会被倔
哈哈哈哈哈
《刑》
还行
你能用叉子卷起墨鱼面释放波纹吗？（doge）
不，它是我的。
事少离家近 赚的多不多就不知道了
意大利监狱三个人消费100块
空瓶是我的啦！
啊这个比安卡是我想不到的
可以
校园食堂：原来我才是监狱
欢迎回家
1
反正比我们食堂好
末世最佳庇护所
7     5    9  
手动@老唐
一不小心确实“回家”了
《回家》
这个我在威尼斯吃过口感和味道都很一般
刑
福葛快乐叉
114514元
美….美食区？
子弹会卡在网洞里
《公狱》
太刑了
木耳
嘴黑了哈哈哈哈哈哈哈哈
变异了
会有菠萝味和龙虾味的吗
不是意大利语吗，我为什么听的是英语（本人英语不好）
刑
《我还以为是入狱去做……》（doge）
那不勒斯是纳兰迦灵魂的归宿啊
优雅
我是住不进监狱的观众
女人善变
试试就逝世
哪位以后过不下去了可以去意大利犯法（doge）
。。。这就是餐馆里用的餐刀啊~
五分
太刑了
常回家看看
饭人
必须加菠萝
什么嘛，原来小测佬也是从心火包
后面还有三瓶伊拉苏
要不你去加入布加拉提小队吧
