前排前排
第一位
来了！！
4
刚刚！！
还真是没人。
来了
冲鸭
第一第一！
刚刚
一路平安
刚刚
来了
终于等到你
来了
注意安全
注意安全！
来了
注意安全
来了老哥
现在呢？
因为g签不批了
注意安全
来啦
加油，注意安全
注意安全
注意安全
莱了
我的天
来啦
注意安全！
注意安全
唉可悲啊
无限唏嘘
注意安全呀
bgm是什么
火钳刘明
注意安全吖
注意安全!
来了老弟
她好评
来了
她好评
四分钟前 注意安全啊
4分钟前 来了
不，她现在一点也不安全
她好评
注意安全
注意安全！
注意安全！
来自马思锐的嘲笑
注意安全
主意安全
来了来了
四分钟
真的可怕
唉。
注意安全啊！！！
会变好
注意安全
yyanq
一直等你呢
注意安全
为什么要拿走这个？
拜拜要暴露了
第一名
没弹幕吗
弹幕都没有了么
战地记者
6分钟前
为什么没弹幕呢
k
拜拜，失口了
刚刚
唉
看的好心酸啊
注意安全
注意安全
waiting
七分钟前
来啦来啦
团团那里过来的
注意安全！
中国加油
好评
呵呵
安全第一
注意安全
还是保持沉默啊
应该是续签证了
我就看他们能闹到什么时候
一定要注意安全啊
注意安全老高
黄尸会从那边进来
九分钟前
让我想到了丧尸危机
陕西脏话
高叔叔注意安全啊
啊啊
注意安全！
澳门：莫挨老子
说g签不批的 那是台湾...
注意安全！
choukong
注意安全
不拍脸好评
hold on，guy
难为高大姐了太多不能说
关外转机还好
注意安全
还比不上厦门。。
ADIDAS
去搞一个记者证
十分钟前
要去哪，可以hao
10分钟前
不要返航，这里不是家
来早了没多少人
注意安全
机场内部都有内鬼
生气+难受
台州脏话
中国会变得更好的
弹幕了
注意安全
婺源脏话
弹幕呢
又可恨又做不了什么
腿毛可以
高佑思加油
唯一只同情在一线的警察
P
12分钟前
13分钟
13分钟前
 内江脏话
好小的机场没火车站大
注意安全
真的好空啊
没弹幕?
这英语说的咋一股中文味呢
安全第一
Take care！
像电视剧里面防丧尸入侵一样
注意安全！
老高真的不高兴了
湖北脏话
唉
唉
注意安全！
看着
这里真的看的好生气。。
天啊 原来是这里 以前搭国际班时在下面的店吃过饭
辛苦了
怎么没弹幕
加油guys
注意安全
釜山行
来了来了
有
三连再看
你英文也退步了
