diyi
开幕蕾击！
真的吗 ！
竹 鱼 诉 讼
来了
刚刚
？？
1播放量，惊了
没人？？
好惊悚的感觉
1
刚刚
来了
日更
病娇。。。？
拖更
哦哦~病娇呢
男主不会叫新吧。。
？？？
病娇少女
所以你打更了？
日更
弹幕呢
来了来了
可怕
花名剧情？
吓到我了
三分钟
我报警了
面码？
这辈子不可能日更的
醒醒，你没有女朋友
应该有类似的作品吧
富江？
wdf
病娇做到了极致
吉良吉影为你点赞
病娇，你不要给我
吓死我了
woc
面码？
md吓死了
这...
病娇
我以前居然看过这个woc
我要酸死了
日更？？？
什么你有女朋友
多好的一个女孩啊可惜了
好恐怖
安利这个作者的高深黑系列
？
别啊
哇，这个BGM，厉害
……
泪目
这是变态
这是不是男生因为愧疚想象的
病娇
醒醒吧
woc吓死我了
所以这就是你拖更的理由？
未闻花名？
交往多久了？为什么不在她生前和她约会，怎么好看一女的
小宫天下第一！
我哭了
然后没猜错 女主要走了 男子又舍不得
我居然看过
居然是just because的bgm！
日更up主
flag飞起
来了来了
竹鱼：？？？
太牛逼啦
哪里可以看这个啊
我要日更
肯定没有那么简单
原力裙子
泛式你是不会看普通的漫画的
无中生友
如果手没穿过她的身体，会摸到哪里呢？
哈哈哈哈哈
面码，似李
进度条警告
前女友比鬼恐怖太真实了
吓的我以为你有女朋友
我哭了呜呜呜
一会肯定要翻转了
我喜欢这画风
草
哭了哭了
进度条告诉我并没有这么简单
这女朋友不要给我嘛
进度条才一半，没那么简单
为什么不叫月
她觉得死得不好又回来了
第一次约会？？？？
这熟悉的剧情
开屏雷击
等下，此时的bgmemmmm
这个bgm是啥来着
？
你助手没了！
介不是我妻由乃加面码么。。
总zs？
幼刀？
啊啊啊，病娇！
醒醒吧，别睡了
泪目
楼梯？
我真的吓到了
人呢
魔法使之夜bgmaaa
病娇 喜欢
我TM哭爆
未闻花名？？
想太多
灵魂cv
你就是吉良吉影？
舔狗
面码是你吗！
吓我一跳
⸮⸮⸮⸮⸮⸮⸮⸮⸮
吓了一跳
历史总是惊人地相似？
我懂了女友的愿望了（阴谋一下
好少人
我行的
我就是
啊我的天
虐啊
错的只有我
卧槽卧槽
醒醒，你哪来的女朋友
吓死我了
女友：卧槽你等等我tm还没说完你这样成不了幽灵的。。。
虐
？
我很佩服他的勇气，但是这样爸妈会很伤心的啊
神逻辑
在看到一分钟的时候我去看漫画....额 结局 有点那啥...
无中生友
感觉有点虐啊。。
最后肯定是杀死男主
来了来了！
哈？
这样谁敢做你女朋友
你女朋友变鬼回来找你了
黑眼圈
这男的什么鬼
未知的才可怕啊
十四分前
我酸了
不记得以前在哪听说，学校座位上放花好像是一种欺凌？
富江
来了
吓死我了
给我吧
我在意的只有此时的BGM
你剁手了？
我致郁了
两人之间没约过会？没摸过手？
我来陪你了
更      更新啦
我也哭了
富江
最后的最后还是病娇
泪目
这波血亏
这我看过，有点恐怖
距离产生美
竹鱼：？？？
bgm午後の眠り
醒醒，你没有
肯定是渣吧，就算杀的是疯子哪有这么淡定的
杀了吧，挺好的
突然慌了
吓死我了
觉得不简单
死宅的幻想。。
竹鱼警告
是不是男主已经疯了
吓死啊啊啊啊啊啊啊
非自然死亡
