我突然不敢笑了
啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊
帅
太帅了
温客行帅出天
我醉了，他好美啊
带感
陷进去了
山河令真的火了，我见证了它五次b站热搜了
太帅了
我在脑子里已经和他谈完恋爱生完猴子了
疯批美人，他反正不是正派，哈哈哈哈哈
真的(//∇//)
爱了爱了
啊啊啊啊啊啊啊温大美人
疯批美人就是棒
牛逼Up主
上热门了
红衣服真的可
长着人面的也不一定是人
帅得一比
爱了爱了绝了绝了
太绝了
翻身做1的老龚好开心！！哈哈哈哈
这个配乐加上老龚的气势绝了
好爱甩扇子！！
黑寡妇=黑无常
n刷
说什么屁话！你是疯批美人攻！
恋爱和战斗都要勇往直前
好看的
他不是反派？
疯批美人！！！！！！！！！！！！！！我爱你！！！！！！！！！！
干的漂亮
我沦陷了
美人
太绝了 绝绝子
国服小乔温客行
换个小说，可就真的是反派了哈哈哈
红衣大爱
好美啊
老婆贴贴！
国服小乔温客行申请出战
温大美人
带感
啊啊啊啊美人啊啊啊
不愧是美人攻
温大美人
老温！！！帅！
红衣太美了，啊啊啊啊
这个视频决定了我必追他！
绝色
这个闭眼太美了！！！
up剪的好棒！
疯的时候的老温和唢呐好搭......
好喜欢龚俊演的温客行，哎
绝绝子
温客行好帅啊啊啊啊啊啊啊啊！
温客行好帅啊啊啊啊啊！
有魔尊的感觉了！更帅
我靠太好看了
笑声好像瑾仙公公啊
天真又疯狂，老温就是这么帅
啊啊啊啊
好疯 我喜欢
啊啊啊啊
疯批美人！
每个角度都有不同的美
绝世美人温客行
我被温客行下了蛊
残忍又天真！！！
啊啊啊啊啊啊啊啊
老温真的疯批
每天亿遍，爱死俊子越来越好了
收录为每周必看了
绝绝子
啊啊啊啊啊温客行
扇子染血
太美了
眼神绝了
世人皆负我，举世皆可杀！
温大善人杀疯了
三连加热助力一百万
他真的好富贵啊  衣服是长相是气质也是
我爱疯批美人！！！
对不起 我不笑了
老温好疯我好喜欢
好可
老温是从书里抠出来的，太疯了
俊子给我下蛊了啊啊啊啊啊啊！！！！
绝了，温客行
帅
好美！！！
我说，都起来
Bgm 拉胯
疯批美人疯批美人
长得好看的都是我老婆！！！！！！！！！！！
怎么这么帅5555
龚俊绝美
太a了
这是我老婆
嘤嘤嘤我不管，他就是我老婆
太美了太美了太美了
这个眼影好看！有人出仿妆吗哈哈哈哈哈
他的眼睛会说话！
这个剪辑太带感了！
红衣谷主太绝了！！！
龚俊的演技绝了！！！
美了
我太可了
每日一刷
温大善人
太好看了吧
龚俊的演技好好啊
啊啊啊啊啊啊啊
龚俊丰富了温客行 疯批美人攻
台词我都会背了好吗？？？
我直接，嗨  老公
来吧，玩弄我的感情吧
看了山河令我才知道原来我这么喜欢疯批美人攻
太A了，（捂鼻）
老温让我疯
老公！！
温温太帅了
疯批美人攻啊啊啊
老温就是太瘦了噻
百万助攻
角色匹配度好高啊我的妈
太绝了！演技和颜值都是！
每天n刷
大爱老龚！
认真搞事业的谷主太绝了！
好棒
我爱美人攻
Bgm是啥呀
好家伙，播放量肉眼可见地涨
真的是大美人
100万！！
谷主装就很妖儿
再来亿遍
啊啊啊啊啊
啊啊啊啊啊啊啊
一键三连
开头见
喜欢温客行，温客行我看剧的动力
收入必看啦！
再来亿遍
红衣太美了！绝了
天下第一大美人温客行
最爱看他发疯
我心里突然冒出：不敢
帅帅
温客行大美人啊啊啊啊啊啊啊啊啊啊啊啊啊
太棒了
啊啊啊啊温客行
热门了
呜呜呜温客行大美人
啊啊啊啊啊啊大美人
疯批美人攻我爱了
白切黑？
我爱美人
放我出去.我想睡觉
绝了绝了
龚俊长发焊上去！
美人攻
呜呜呜呜呜呜呜大美人
你币有了
啊啊啊啊啊啊啊啊啊啊好帅！！
助攻
啊啊啊啊啊啊啊好帅
世人皆负我 举世皆可杀
美人发疯
月下美人温客行
啊啊啊啊啊啊啊啊啊啊啊
书里走出来的一样
这句话配这段音乐听着太有感觉了！疯批来爱我吧！！！
这播放量绝了
老公我来啦
啊啊啊啊啊啊
惊才绝艳温客行
举世无双温客行
龚俊演技绝了
龚俊yyds
我家老龚真帅
发疯吧温客行 我想看你搞事业！！！
啊啊啊啊啊啊啊啊太帅了
封面好绝
再看亿遍
百万了
弹幕多到看不到他了
演技真好
疯批美人攻！！
我没了，我没了
温客行
待到老温红衣日，必是我辈疯魔时
世人皆负我，举世皆可杀
天不报，我来报
什么阴间bgm
这里好绝
疯批美人我爱了
美人好疯 我好爱
真喜欢温客行
一会儿不看老温就心慌
我直接嗨老婆
杀了我吧谢谢
这里是夏磊吗
书里扣出来的
我爱了！！！啊啊啊我死了
温客行太帅了啊啊啊啊啊啊啊啊啊！
疯批美人攻！！！！
绝了
好美
天知道我看了多少遍！
月下美人温客行
绝世美人温客行
多疯一疯
出不去了
太绝了
啊啊啊啊啊啊
温客行太蛊了
救命
我爱疯批美人
美人
爱了爱了
每天亿遍
看的难受
手太可了
愛歌配最新牆頭ＸＤＤ
天！要变了！！！
温大善人天下第一美人
龚俊好帅
疯批美人，太爱
他好疯  我好爱
无数次
白月光温大善人！！！！！！！！！！！！！
开头见啊啊啊
手太好看了
我爱疯批美人！！！！！
这一幕是我爱情开始的敌方
每天亿遍
p大就喜欢疯批美人攻
温大善人！！！！
助力两百万
待看温客行红衣出场时血洗b站
温客行大美人
每日一遍
我想让他演顾昀。。。
温客行太行了
他古装看着真舒服
绝配啊啊啊啊啊
眼神绝了
太美了，美人攻太可了
助攻150万
温客行绝世美人
天 要变了
不喜欢打弹幕但还是想贡献一下
我太喜欢他了
66666666
哥哥疯起来杀我！
世人皆负我，举世皆可杀
我要疯了啊啊啊啊啊啊
每日一遍
嗨老公
是我喜欢的疯批美人啊啊
世人皆负我，举世皆可杀
甩扇子真的疯狂心动
疯成这样虽然帅死了但是真心心疼
啊啊啊啊啊啊
青崖山白富美
绝了呀
陷进去了
三连  第三遍
我做鬼都佩服你们
六天了，你还在热门，甚至上了榜一
小妖啊…
啊啊啊啊啊啊啊
最近有点上头啊 山河令
把我杀了给谷主尽兴！！
国服第一小乔
眼影很疯2333爱了
这，太上头了
太美了真的太美了
红色穿的真好看
必须反复观看
好爱疯批
啊啊啊啊啊
帅死了 太爱了
主要不是小白脸，有演技，和不比某些人好？
温客行真的戳我的点
真的绝了
温客行真的太戳我点了
温客行晚上房门关好
我可太爱疯批美人攻了
他好疯，我好爱
每天一遍提神醒脑
太绝了
这个红衣镜头也太绝了吧！！！
花城可以安排吗 想看！！！
在窗台上这段可真的太美了，天下第一美男子
太美了
龚俊把温客行演活了
绝美
卧槽    爱了呀
温大善人绝了
举世皆可杀
看到温客行我都可以不吃饭了 看他就行了 太美了
疯批美人攻我好喜欢
龚俊演的太好了
都起来！！！
温客行天下第一美人
啊啊啊啊啊啊啊啊啊啊啊
肤白貌美气质佳
温客行真行
嗨老婆
世人皆负我，举世皆可杀
他越疯我越爱！！！
温客行永远的神！！！！
啊啊啊啊
绝了
扶老奶奶上吊
卧槽！！！！
山河令的播放量真的高
再来一次
妈呀这双眼睛太迷人了
红好惊艳
江湖第一大美人温客行
我陪你永沦地狱可好啊
世人皆负我 举世皆可杀
这家伙演疯批好绝
没错！鬼王就该这疯劲儿！
风流倜傥
温客行！
美人
老公！
永远爱
太帅了
你越疯我越爱
世人皆负我，世人皆可杀
啊啊啊啊啊啊啊
啊啊啊
奇迹温温
老皮温客行
循环无数遍了 太厉害了
演技棒棒哒
我觉得我贡献了300遍播放量
温客行我只认这货
每日一刷
年下美人攻
杀我
但愿君心似我心~
老婆！！！我命运般的老婆！！！
助攻两百万
这个嫌弃的表情我死了啊啊啊啊啊啊啊啊啊啊
哇哇哇这个转场！
一个礼拜前看的上头到现在
啊啊啊啊啊啊啊
俊子，终于火了
刷了好多次
00000
完全出不去了
左脸又梨涡……绝了
精神鸦片的别走
爱死你了温温
你好疯我好爱
谷主疯起来太绝了
老龚绝了
老婆
疯批老温，太爱了哈哈哈哈
他好疯！我好爱
真的是每日一遍
这把扇子，用得绝了
疯批美人啊啊啊啊啊啊啊
舔完腹肌来的
美人儿
爱了爱了
老公老公
杀疯了杀疯了
带感
是极好看的
两百万助攻
温客行，文科行
疯批温客行戳xp 淦
老温快搞事业啦
搞事业的谷主就是最帅的
哈哈哈哈
绝美
这个男人真是绝了
老公呜呜呜
没办法，演火了我心里的疯批美人攻
老婆，爱你
手指上的痣好性感
我妈说这是坏人
明艳到不可方物的大美人
吓到了。战略性暂停，喝口饭压压惊
太谷欠了
温谷主牛批！
啊啊啊啊啊啊啊啊啊啊啊啊
我就爱这疯批美人！！！！
我好爱
嗨，老公！
老公我尽力了
爱了爱了
温客行温客行温客行啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
你好疯  我好爱
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
你好疯  我好爱
温大善人
啊啊啊啊啊
太疯批了，我爱！
温大善人你好疯  我好爱
怎么会有人长这么好看
优酷《山河令》欢迎入坑
大美人wink行
i温i龚都来啊助攻二百万
老龚的眼神简直了
手太漂亮啦
温客行天下第一大美人！！！！！
绝了
好狠厉好帅好疯批
老温！！
疯批美人温客行啊啊啊啊啊啊
年下，白发，疯批美人攻，爱了爱了
龚俊好帅啊
啊啊啊啊啊啊啊老公
温客行是绝对的大男主，他一个人说了一多半台词，他若是大反派，那属于邪恶战胜正义了，哈哈
前边天要变了那个笑死我了哈哈哈哈哈哈老明学了
太帅了
是我的温温
俊俊绝了
呲溜
啊啊啊啊啊啊啊牛逼
杀疯了宝贝！
爱死了
啊啊啊啊美人鲨我！！！！
温客行山河令第一美人
温客行山河令第一美人
多搞搞事业吧，谷主，太爱看了
帅到飞起
啊啊啊啊啊啊啊啊啊啊
两百万助攻
我的精神鸦片
可太绝了
我的美女老婆啊啊啊，啊啊
太帅了
救命啊太帅了太美了
我好爱他！！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊我没了
我喜欢你芜湖～
超喜欢温客行啊啊啊啊啊啊啊
爱死了
这里最帅啊啊啊啊啊啊啊啊啊啊啊啊啊啊
老龚娶我可好
再看亿遍
温大美人！！！！
太杀了！！！！
贡献弹幕
爱死龚俊演的温客行了
他好疯我好爱，哈哈哈哈
好帅
温大美人百看不厌
疯批美人攻颜值天花板阿
龚俊真是把温客行给演活了
真TM好看
爱了
鬼主天下第一美人
啊啊啊啊啊啊啊啊啊啊太杀我了
疯批美人。
啊啊啊啊，就是这个开头老疯批的笑，我入坑的
温大美人！！！
两百万啦
我好爱
我直接自信，嗨老婆
啊啊啊啊啊鲨死我了
啊啊啊啊啊啊啊啊啊啊啊老婆
每日一刷
唢呐和疯狂好配
没人夸收扇子时的老温吗好帅
疯批美人攻 我的爱啊啊啊啊啊啊啊
龚俊绝了！
150个人正在看啊
温客行是绝世大美人
老龚好帅啊
美
这播放量真的一直没停啊
这剧里眼神戏好棒
恭喜两百万
世人皆负我，jushinie
两百万合影
爱情和战斗都要勇往直前！
来人把我杀了给谷主尽兴
疯批美人攻太爱了
搞事业搞事业
搞事业的老温太可了
像小说里里走出来的人物！！神还原！
请让我像你一样青面獠牙谢谢
bgm好绝。。
老婆老婆老婆！！
入坑了哈哈哈哈
温客行我爱你呜呜呜呜
美貌是客观存在的
人间绝色温客行
每日三遍，神清气爽
我不是你了，都给你助兴
温谷主牛皮
太美了
龚俊古装扮相好看
鬼谷蛊主
人间绝色 疯批美人
今晚我们都是急色鬼
BGM是撒。
龚俊老婆
眼神绝了
每日一遍，开头再见
绝世大美人
助攻300万！！冲！
又攻又俊
温大善人好美
恭喜你发现宝藏
帅断腿啊啊啊啊啊啊啊啊
变脸大师温客行
我爱疯批美人
疯批美人！
温客行
江湖第一美人温客行
温客行好美
这句太鲨我！！！
啊啊啊啊啊啊啊我爱你
温大善人，真有你的
天，要变了！（对不起我串戏了）
温搭讪人
老龚  我爱你  哭了这演技
好带感呀握草哈哈哈哈哈哈哈哈哈哈哈哈哈哈
吧
太喜欢老温的疯批美人攻了
啊啊啊啊！！！！1
红衣气场太强大了老温！
啊啊啊啊啊老龚
我温大美人啊啊啊啊啊啊
本来看了一集打算放弃，被温客行迷了双眼入坑了
他是老公也是老婆
马得红眼影太帅了太妖了
嗑死我了
BGM+这段剧情，越刷越上头！！！！！
温客行江湖第一美人
疯批美人攻绝绝子
温客行疯批美人攻
温客行来啦
搞事业
浪浪钉
啊啊啊
演技真的不错
他这个角色演得不油腻 又美又不是娘的那种 不错
温美人
抖音里视频全是温大善人了
世人皆负我，举世皆可杀
我看了3遍了。。。
龚俊你真的绝了！！！
温客行温客行我不行了
过于上头！
这镜头绝了
急色鬼上线
老温是不疯魔不成活
龚俊真的好帅
“温客行，希望你在未来的平行时空里生活得很好，能够珍惜自己，爱惜自己。”
龚俊我命运般的老公
最近中温客行的毒了！！！
我的三观跟着颜值跑
我靠好疯批啊
大美人
红衣温客行封神！！！！
太爱甩扇子
掐我
俊俊你是我家的了
让人惊艳啊
老婆
绝了
恭迎谷主
天天看
这个疯批太帅了
温客行山河令第一帅！！温客行山河令第一帅
太绝了
世人皆负我 举世皆可杀 世人皆负我 举世皆可杀
啊啊啊啊啊帅气
厉害演员演的太好了！
 世人皆负我，举世皆可杀 世人皆负我，举世皆可杀
真帅
啊啊啊啊啊
老龚
啊啊啊啊啊啊啊疯批美人！！！！！1
温温只是大美人罢了
啊啊啊啊啊啊
开头见
疯批美人攻爱啦爱啦
老公快来杀我！！！
我老公衣服真好看
世人皆负我，举世皆可杀
山河令第一美人温客行！！
毕竟是靠美貌一次性杀上两个前排热搜的男人
老温发疯的时候好带感啊
温客行绝世疯批美人攻
温温！
美人！
绝了
世人皆负我，举世皆可杀。
看你疯批我好爽
心梗了谷主
谷主牛逼
温客行天下第一美人
冲冲三百万！
大概是活到现在最爱的一个角色了
夸爆剪辑啊啊啊啊！！太绝了呜呜呜
很好 很好啊！ 我说都起来！
世人皆负我 举世皆可杀！
世人皆负我 举世皆可杀！
温客行山河令第一帅 青崖山第一高富帅
站着笑那个太杀了！！！！
温客行，永远的神
他杀人的时候我好喜欢
温客行！！！
虽然不看耽改。。可很爱看b站上剪辑阿   绝了
来啦
最爱这个疯批美人
温客行帅的一批
温客行绝世大美人
哥哥疯起来真美！
啊啊啊啊啊
啊啊啊啊啊温客行
迷上老温了
好美
三百万冲
温客行最棒
好爱疯批美人攻啊！
这个视频给我下蛊了每天不看几遍浑身难受
他好疯我好爱
疯批美人
啊啊啊啊
啊啊啊啊啊疯批美人天花板
太绝了
我好爱
急色鬼竟是我自己
绝色倾城温客行
这个唢呐配红衣我没了
bgm是啥
啊啊啊啊啊啊啊啊啊温大美人儿
跟阿湘说话那里好帅啊啊啊啊啊啊
温客行永远滴神
温客行你怎么这么美！！！！！
疯批美人温客行 穿什么颜色的衣服都好看
疯批美人我爱了我爱了 演技真不错
bgm鸡皮嘎哒，配的太好了
山河令第一大美人温客行 红衣蛊主温客行
太美了啊啊啊啊啊
温客行杀疯了！
啊啊啊啊啊演技颜值都牛壁！
疯批美人，爱了爱了
啊啊啊太爱了
这个唢呐！
最喜欢老温杀白无常这段 收回扇子时的表情绝了
为命运般的wink来助攻
温客行这角色以后绝壁成经典
这手是手模标准，美
怎么会有这么绝美的人
助攻300W
温温
你各个面目嗯好看你不知道么
出不去了
配音也特别贴脸
心疼心疼温客行
白月光也是朱砂痣
初见月下摇扇一眼惊艳，曲终白发诀别不说再见
疯批美人攻
爱了
我爱疯批温温！
好帅
世人皆负我，举世皆可杀
爱了爱了
美人
其实我挺害怕的这段
要变了
b站，颜即正义！！！
太帅了
疯批美人
魔性笑声
为了美人
老龚啊啊啊啊
啊啊啊啊啊啊老公
每天亿遍
杀我
老龚太帅了吧
老温帅帅帅！
爱了
温客行
山河令，封神
我好爱
温温
老公你好帅啊
举世皆负我举世皆可杀
俊儿啊
握草这太他妈A了吧
太喜欢了太喜欢了
爱死了
这一抬眼啊啊啊啊啊
我家俊俊怎么这么好看啊
这个镜头刻进我心里了
世人皆负我世人皆负我举世皆可杀
绝世疯批美人
我的温大美人
啊啊啊啊啊这个享受的表情
俊俊的眼睛好有灵气
每天一遍
最美的地方之一
温客行永远的神
温客行绝色
助攻300万
美到我疯癫
这里最美啊啊啊啊啊啊啊啊啊啊啊啊
300万冲
老公
他的温客行 真的绝了
温大善人！！！
谷主！！！！！！
太爱他了入坑了
就喜欢这样的温客行！
鲨我
aile
美人攻yyds
龚俊的手太好看了
哇，疯批美人
老温绝美，我爱了
谷主，好帅
美貌天花板
助攻300万
芜湖～～
这个唢呐真的鬼
让人念念不忘
温温真的大美人
啊啊啊！好漂亮
龚俊演技真好
龚俊演的好惊艳 温客行太绝了
300助攻
我怎么办我太爱温客行了
鬼主绝世佳人
温客行永远的神
温客行
啊啊啊啊啊啊啊啊啊
温客行大美人
每天都要刷好几遍
我怎么这么喜欢疯批啊
他好疯我好爱
带感
搞事业时最帅
什么剧情能比他好看？？？？
老公
我的温大美人啊啊啊啊
啊啊啊啊！！！！！
温客行yyds!!!
疯批美人
风批美人攻
这个笑太杀我了
世人皆负我，举世皆可杀
这个笑绝了
小乔
温客行永远滴神
哈哈哈哈哈哈我听成了咬不死你
助攻300w
我命运般的温客行公主，就该宠着 被爱包围着！
温客行绝美！疯的是我们！
助攻300w
第二次投币送给我的入坑作
前方高能！
有花城的影子了 
大美人
红衣好绝
温大美人 龚俊，我可以
青崖山白富美
啊啊啊啊温客行太帅了
温客行太绝了演技真好
温客行永远的神
谷主排面
手好看
霸气太可了
演技好好龚俊
温客行，永远的经典人物！
疯批美人
助攻300万
白嫖失败
他越疯我越爱
绝世美攻温客行
冲
给我谷主排面
每天一遍，快乐无限
300万助攻！
不敢杀鸡的温大善人
我做鬼都佩服你们！这个地方好鲨我！
300万助攻
啊啊啊啊啊啊啊啊啊啊
这个地方帅死了
Up主好棒
疯批美人，爱了爱了
事业型谷主太吸引人了
这个疯批美人好美
助攻300w
温温谷主
我温
给谷主排面
疯批美人
温客行大美人！！！
助！力！三！百！万！
啊啊啊啊温温太鲨了
我爱美人
助攻300万
老温！！！！
绝了
助力三百万！
绝了绝了
龚俊温客行完美！！！
300w啦
啊啊啊啊啊啊啊啊啊啊
厉害啦
300万打卡，温温最棒啦
只搞美人，真美人
打卡300万
爱你
大美人
爱你爱你
求一个闪耀谷主嗯视频
阿温太绝了
温温~~~
哈哈哈
龚俊演技牛批
我好爱温客行，我还要继续助攻呜呜呜
温
公主好美啊
温温大美人
哈哈哈哈 300w了
温温我爱你
温温大美人
温温大美人
我永远的大美人！！！！！
真的 我要是鬼谷的人 做鬼都要跟着他 因为我是色鬼呀
温温绝美
世人皆负我，举世皆可杀
it could be terrifying with green face and ferocious fangs
"Get lost, or die"
the sun... is coming out
"I said, stand up"
"Good, very good:)"
"Under the sun, human and ghosts are not distinguishable"
do you think he deserves death
my plan...
boring
time for me to kill everyone in return
is it funny?
"sure, it is indeed funny"
"[make their reputation] collapse into pieces, pieces that you cannot even put back together"
[if you dare to kill me...]
这部剧可以封神了吧
我去，双语都有了
帅
………投票点错了啊喂！！！！！！！老温我是爱你的！！！！
我佩服你
不敢笑了
温温
谷主排面
我丢，帅炸了啊
永远爱温客行
又美又疯
前方高能
温客行太绝了
天下第一大疯批美人温客行！
温客行搞事业最帅了
这个冷笑真的，皮笑肉不笑的感觉
温温你好帅啊
爱情开始的地方
这个笑容
太好看了温温
爱你呀温温
温温美人贴贴
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊阿
妈妈杀我
温大美人
快杀了我给温客行助兴
爱情
呜呜喝酒
谷主大人
啊啊啊啊啊温温绝了
绝了绝了
营业的鬼主太性感了
谷主我来了
简直像走火入魔了
老公你好帅
温温
你好绝啊温温
疯批美人老温！爱了爱了！！
啊啊啊啊啊啊啊打卡
我爱疯批美人
温温冲鸭
温温永远的神
是很好笑啊！！！！！！！！
温客行永远的神
花容月貌现有代名词———青面獠牙
按错了
走不出来了
温客行，永远滴神!!
这里真的绝！！！！！
眼睛好漂亮啊！
老公好绝
继续助攻，温温麻麻爱你
接个茅台代言吧hhhhh
俊俊子古装绝了
俊俊子古装绝了
每日必看
每天一遍
温客行大美人！
我爱风批美人攻
卧槽！他好疯！我好爱他！！！
世人皆负我，举世皆可杀
疯批美人
啊啊啊啊啊啊老公啊啊啊啊啊啊
温客行啊 越疯越帅啊
疯批美人温客行、
爱你温温
我又来刷啦，350w助攻！
绝世大美人
谷主排面
啊啊啊啊啊啊啊啊啊啊啊温温
斯人若彩虹，遇上方知有
！！！！！！！！
我做鬼都佩服你
斯人若彩虹，遇上方知有
三百万打卡
疯批我好爱！
好帅。。。
开头见
温温
鹅给弟弟们看的不会是这个视频吧？
远赴人间惊鸿宴，一睹人间盛世颜。致温客行[爱心]
WHY SO SERIOUS?
温客行太帅了吧，好爱，爱了，啊啊啊！！！！
冲冲冲
远赴人间惊鸿宴，一睹人间盛世颜
啊啊啊啊啊啊啊啊
谷主杀我
绝了绝了疯起来绝了
温温宝贝
绝绝子
好喜欢他这个表情
永远的神the eternal god
开头见
300万打卡
看山河令的初心温客行
杀了我就现在
温温啊
我好爱
我爱温客行
疯批美人天花板
要么死要么滚
温谷主
温客行永远的神
世人皆负我 举世皆可杀
这个嫌弃脸真的封神啊啊啊啊
我爱你温谷主
疯批美人我好爱，他越疯，我越爱！！！
他好疯我好爱
他好疯我好爱
龚俊演技牛皮
温温公主
太爱这里啦！！！
每天一遍 出不了坑了
像个反派
大美人
谷主啊啊啊
啊啊啊啊啊
无辜又天真的残忍
世界第一美人
疯批
严争鸣？
啊啊啊啊
温温宝贝
他好疯我好爱！
温客行没有一处不美
龚俊好帅，温客行好帅
温客行温客行温客行温客行温客行
温客行太美了
太喜欢这种疯批美人了
他好疯，我好喜欢
把我杀了给大哥助兴
温客行绝了
经典角色！！！！俊俊冲！！！
温温大美人你好绝
这脸太惑乱众生了
温温宝贝
温温宝贝(づ￣ ³￣)づ
助力330
好喜欢疯批美人
永远的温客行
助攻350万
人间绝色
帅
这个真带感
谷主威武
打包去六爻吧55555
温客行，yyds！！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我上头了！！！！温温我爱你啊啊啊啊啊啊啊
我永远爱温客行呜呜呜呜呜
开头见
每日一遍
配这个bgm太有感觉了，疯逼美人
越疯越爱
山河令第一大美人
历劫归来，得大自在
助攻400w
温温
老公啊啊啊啊啊啊啊啊
温客行你做什么都是对的
一天一遍
每天一遍，温温真美
溫客行 WKX yyds
温温坚定自己的路
杀疯了啊
龚俊老师nb
太美了
温客行武林第一美人！！！！！！！！！！！！！！
你好疯我好爱！！！
啊啊啊啊啊啊啊啊啊啊啊
太帅了
温温太帅了
谷主绝美
疯批美人啊
啊啊啊太爱了疯痞美温客行
你最好看
太喜欢谷主眼神杀了！
我的温温，妈妈爱你
排 面
我永远爱温客行！！！！！！！！！
老龚！老龚！
老公你好疯我好爱
白无常实惨
340万
帅啊啊哈哈哈
温客行山河令第一大美人
温客行从来都不是反派，他的一切行为都有逻辑可循
世人皆负我  举世皆可杀！
每天一遍
山河令第一美人
温大美人
朗朗乾坤，人鬼难分
温客行大美人！
400万走起集美们！
疯批美人温客行
你是我的宝贝
我尖叫，怎么可以这么帅啊温温
你很好看
温客行永远滴神
你喜欢就好
温大善人搞事业吧！！！
疯批美人
龚俊太帅了，太绝了
这个侧脸太绝了吧
呜呜老温
